0.0	0.01	0.02	0.91	0.06
0.02	0.0	0.93	0.05	0.0
0.0	0.01	0.97	0.01	0.01
0.05	0.4	0.05	0.14	0.36
0.08	0.76	0.0	0.06	0.1
0.01	0.0	0.99	0.0	0.0
0.2	0.17	0.04	0.58	0.01
0.08	0.09	0.03	0.56	0.24
0.07	0.18	0.01	0.01	0.73
0.0	0.0	0.99	0.01	0.0
0.01	0.24	0.32	0.42	0.01
0.4	0.02	0.06	0.5	0.02
0.26	0.17	0.07	0.21	0.29
0.04	0.09	0.82	0.05	0.0
0.0	0.19	0.07	0.07	0.67
0.0	0.01	0.09	0.9	0.0
0.21	0.05	0.04	0.02	0.68
0.0	0.09	0.18	0.53	0.2
0.02	0.18	0.03	0.23	0.54
0.04	0.24	0.03	0.08	0.61
0.73	0.02	0.04	0.03	0.18
0.14	0.04	0.06	0.09	0.67
0.03	0.36	0.2	0.13	0.28
0.44	0.15	0.01	0.26	0.14
0.46	0.18	0.07	0.06	0.23
0.01	0.97	0.01	0.01	0.0
0.26	0.24	0.16	0.12	0.22
0.11	0.0	0.01	0.0	0.88
0.02	0.41	0.1	0.01	0.46
0.0	0.02	0.05	0.04	0.89
0.01	0.77	0.17	0.01	0.04
0.04	0.2	0.69	0.06	0.01
0.01	0.16	0.83	0.0	0.0
0.04	0.22	0.07	0.28	0.39
0.14	0.49	0.21	0.14	0.02
0.26	0.22	0.51	0.01	0.0
0.16	0.0	0.13	0.49	0.22
0.21	0.01	0.13	0.15	0.5
0.49	0.09	0.07	0.21	0.14
0.84	0.0	0.01	0.01	0.14
0.0	0.01	0.0	0.0	0.99
0.05	0.01	0.81	0.1	0.03
0.03	0.01	0.0	0.94	0.02
0.29	0.02	0.41	0.28	0.0
0.01	0.0	0.82	0.13	0.04
0.15	0.76	0.0	0.01	0.08
0.01	0.38	0.1	0.25	0.26
0.42	0.05	0.1	0.22	0.21
0.18	0.12	0.08	0.23	0.39
0.02	0.43	0.53	0.01	0.01
0.13	0.18	0.24	0.12	0.33
0.26	0.0	0.66	0.07	0.01
0.16	0.81	0.01	0.0	0.02
0.23	0.04	0.29	0.19	0.25
0.0	0.5	0.05	0.25	0.2
0.01	0.01	0.25	0.73	0.0
0.31	0.03	0.0	0.37	0.29
0.0	0.05	0.56	0.09	0.3
0.07	0.02	0.78	0.03	0.1
0.02	0.09	0.73	0.03	0.13
0.98	0.0	0.01	0.0	0.01
0.87	0.04	0.01	0.04	0.04
0.21	0.15	0.1	0.14	0.4
0.11	0.0	0.18	0.7	0.01
0.02	0.0	0.18	0.0	0.8
0.01	0.2	0.66	0.12	0.01
0.19	0.0	0.35	0.14	0.32
0.01	0.18	0.49	0.16	0.16
0.43	0.23	0.09	0.15	0.1
0.0	0.01	0.95	0.02	0.02
0.01	0.35	0.01	0.33	0.3
0.09	0.06	0.68	0.13	0.04
0.11	0.82	0.01	0.04	0.02
0.0	0.01	0.0	0.94	0.05
0.13	0.18	0.6	0.0	0.09
0.38	0.02	0.02	0.45	0.13
0.01	0.0	0.13	0.78	0.08
0.15	0.17	0.47	0.06	0.15
0.08	0.6	0.03	0.03	0.26
0.03	0.01	0.15	0.8	0.01
0.09	0.03	0.41	0.16	0.31
0.08	0.05	0.19	0.28	0.4
0.18	0.0	0.46	0.05	0.31
0.09	0.23	0.02	0.62	0.04
0.39	0.17	0.12	0.05	0.27
0.19	0.03	0.08	0.0	0.7
0.0	0.01	0.99	0.0	0.0
0.04	0.01	0.02	0.03	0.9
0.91	0.06	0.02	0.01	0.0
0.53	0.23	0.11	0.07	0.06
0.05	0.0	0.26	0.6	0.09
0.0	0.65	0.02	0.15	0.18
0.0	0.01	0.99	0.0	0.0
0.02	0.68	0.18	0.1	0.02
0.2	0.38	0.07	0.22	0.13
0.27	0.08	0.38	0.21	0.06
0.15	0.23	0.09	0.02	0.51
0.18	0.11	0.11	0.42	0.18
0.19	0.0	0.37	0.22	0.22
0.06	0.15	0.14	0.18	0.47
0.33	0.02	0.01	0.64	0.0
0.18	0.03	0.57	0.21	0.01
0.25	0.04	0.47	0.14	0.1
0.08	0.02	0.01	0.0	0.89
0.02	0.02	0.37	0.0	0.59
0.04	0.29	0.0	0.05	0.62
0.49	0.25	0.01	0.2	0.05
0.02	0.97	0.0	0.0	0.01
0.28	0.01	0.32	0.36	0.03
0.07	0.48	0.03	0.16	0.26
0.11	0.19	0.04	0.26	0.4
0.04	0.7	0.0	0.25	0.01
0.78	0.04	0.05	0.12	0.01
0.39	0.25	0.05	0.3	0.01
0.36	0.07	0.25	0.02	0.3
0.18	0.23	0.01	0.45	0.13
0.27	0.19	0.15	0.24	0.15
0.06	0.19	0.53	0.05	0.17
0.23	0.06	0.11	0.11	0.49
0.51	0.18	0.28	0.02	0.01
0.0	0.0	0.07	0.03	0.9
0.02	0.93	0.0	0.04	0.01
0.19	0.23	0.05	0.22	0.31
0.72	0.01	0.27	0.0	0.0
0.7	0.0	0.05	0.03	0.22
0.03	0.0	0.03	0.74	0.2
0.91	0.07	0.0	0.01	0.01
0.46	0.27	0.04	0.07	0.16
0.3	0.09	0.05	0.0	0.56
0.1	0.04	0.14	0.07	0.65
0.03	0.11	0.0	0.82	0.04
0.01	0.03	0.0	0.95	0.01
0.14	0.2	0.49	0.06	0.11
0.14	0.03	0.12	0.03	0.68
0.0	0.0	0.98	0.01	0.01
0.14	0.03	0.23	0.03	0.57
0.02	0.77	0.09	0.05	0.07
0.09	0.0	0.08	0.26	0.57
0.0	0.53	0.42	0.02	0.03
0.21	0.22	0.16	0.09	0.32
0.05	0.04	0.35	0.04	0.52
0.0	0.0	0.03	0.88	0.09
0.06	0.18	0.3	0.36	0.1
0.11	0.25	0.4	0.23	0.01
0.15	0.76	0.07	0.01	0.01
0.04	0.06	0.51	0.01	0.38
0.01	0.01	0.01	0.01	0.96
0.46	0.01	0.35	0.16	0.02
0.01	0.55	0.03	0.09	0.32
0.65	0.18	0.16	0.0	0.01
0.42	0.57	0.0	0.0	0.01
0.07	0.27	0.01	0.61	0.04
0.51	0.03	0.31	0.1	0.05
0.23	0.38	0.29	0.06	0.04
0.01	0.0	0.01	0.01	0.97
0.03	0.6	0.07	0.2	0.1
0.75	0.01	0.23	0.01	0.0
0.05	0.03	0.17	0.09	0.66
0.0	0.36	0.23	0.38	0.03
0.96	0.01	0.0	0.03	0.0
0.08	0.01	0.63	0.22	0.06
0.11	0.08	0.28	0.33	0.2
0.0	0.01	0.01	0.28	0.7
0.04	0.4	0.06	0.19	0.31
0.02	0.88	0.01	0.02	0.07
0.0	0.99	0.0	0.0	0.01
0.02	0.3	0.31	0.3	0.07
0.42	0.01	0.36	0.04	0.17
0.01	0.39	0.21	0.09	0.3
0.0	0.94	0.03	0.03	0.0
0.54	0.29	0.04	0.01	0.12
0.18	0.09	0.62	0.07	0.04
0.06	0.61	0.03	0.01	0.29
0.22	0.07	0.23	0.11	0.37
0.02	0.03	0.65	0.04	0.26
0.19	0.03	0.11	0.61	0.06
0.02	0.11	0.55	0.17	0.15
0.25	0.57	0.1	0.06	0.02
0.46	0.41	0.0	0.11	0.02
0.76	0.1	0.0	0.03	0.11
0.0	0.78	0.02	0.01	0.19
0.38	0.3	0.17	0.05	0.1
0.13	0.32	0.06	0.48	0.01
0.47	0.28	0.21	0.01	0.03
0.23	0.04	0.13	0.09	0.51
0.02	0.02	0.51	0.31	0.14
0.87	0.03	0.07	0.02	0.01
0.73	0.1	0.02	0.15	0.0
0.02	0.92	0.01	0.05	0.0
0.76	0.1	0.1	0.03	0.01
0.01	0.0	0.1	0.02	0.87
0.04	0.01	0.01	0.15	0.79
0.16	0.41	0.16	0.21	0.06
0.07	0.3	0.37	0.22	0.04
0.04	0.01	0.04	0.91	0.0
0.18	0.74	0.01	0.03	0.04
0.06	0.84	0.03	0.02	0.05
0.25	0.02	0.2	0.35	0.18
0.08	0.05	0.05	0.2	0.62
0.01	0.69	0.17	0.11	0.02
0.01	0.01	0.69	0.26	0.03
0.34	0.0	0.61	0.01	0.04
0.0	0.04	0.35	0.47	0.14
0.13	0.01	0.02	0.78	0.06
0.17	0.03	0.05	0.64	0.11
0.01	0.23	0.05	0.7	0.01
0.01	0.98	0.0	0.0	0.01
0.32	0.01	0.14	0.03	0.5
0.02	0.12	0.54	0.0	0.32
0.46	0.49	0.0	0.04	0.01
0.08	0.02	0.84	0.05	0.01
0.21	0.07	0.19	0.31	0.22
0.19	0.01	0.63	0.01	0.16
0.13	0.23	0.03	0.6	0.01
0.38	0.46	0.16	0.0	0.0
0.35	0.22	0.01	0.41	0.01
0.11	0.03	0.42	0.04	0.4
0.0	0.1	0.82	0.06	0.02
0.0	0.01	0.01	0.0	0.98
0.01	0.03	0.34	0.53	0.09
0.81	0.13	0.0	0.02	0.04
0.02	0.01	0.77	0.15	0.05
0.26	0.01	0.01	0.59	0.13
0.24	0.0	0.02	0.74	0.0
0.98	0.01	0.0	0.01	0.0
0.94	0.0	0.01	0.04	0.01
0.0	0.01	0.01	0.42	0.56
0.09	0.17	0.23	0.19	0.32
0.18	0.03	0.75	0.01	0.03
0.17	0.31	0.11	0.12	0.29
0.28	0.68	0.0	0.02	0.02
0.21	0.01	0.29	0.49	0.0
0.22	0.01	0.66	0.1	0.01
0.56	0.08	0.07	0.15	0.14
0.02	0.03	0.01	0.09	0.85
0.01	0.0	0.05	0.93	0.01
0.07	0.24	0.27	0.0	0.42
0.04	0.3	0.02	0.33	0.31
0.07	0.02	0.01	0.39	0.51
0.94	0.0	0.02	0.0	0.04
0.08	0.53	0.27	0.04	0.08
0.35	0.08	0.53	0.01	0.03
0.88	0.0	0.01	0.0	0.11
0.1	0.05	0.83	0.02	0.0
0.07	0.0	0.01	0.91	0.01
0.11	0.31	0.32	0.23	0.03
0.0	0.24	0.58	0.06	0.12
0.22	0.2	0.45	0.03	0.1
0.03	0.05	0.05	0.86	0.01
0.54	0.12	0.11	0.15	0.08
0.04	0.02	0.07	0.13	0.74
0.28	0.48	0.13	0.03	0.08
0.03	0.28	0.18	0.49	0.02
0.0	0.05	0.4	0.54	0.01
0.08	0.02	0.84	0.0	0.06
0.12	0.03	0.11	0.09	0.65
0.42	0.05	0.48	0.01	0.04
0.35	0.03	0.33	0.19	0.1
0.03	0.26	0.56	0.1	0.05
0.63	0.07	0.11	0.05	0.14
0.13	0.56	0.29	0.0	0.02
0.0	0.01	0.02	0.15	0.82
0.63	0.03	0.19	0.03	0.12
0.17	0.52	0.21	0.0	0.1
0.02	0.17	0.13	0.05	0.63
0.0	0.46	0.46	0.01	0.07
0.26	0.14	0.46	0.14	0.0
0.63	0.01	0.34	0.02	0.0
0.06	0.76	0.05	0.03	0.1
0.19	0.06	0.01	0.3	0.44
0.02	0.29	0.33	0.32	0.04
0.05	0.51	0.03	0.36	0.05
0.01	0.13	0.45	0.26	0.15
0.05	0.28	0.54	0.02	0.11
0.08	0.4	0.1	0.26	0.16
0.16	0.03	0.44	0.35	0.02
0.08	0.52	0.38	0.01	0.01
0.21	0.33	0.05	0.05	0.36
0.52	0.02	0.46	0.0	0.0
0.08	0.02	0.35	0.54	0.01
0.09	0.02	0.82	0.03	0.04
0.04	0.04	0.52	0.03	0.37
0.02	0.04	0.04	0.89	0.01
0.04	0.12	0.01	0.83	0.0
0.62	0.06	0.12	0.2	0.0
0.29	0.48	0.11	0.0	0.12
0.75	0.01	0.13	0.0	0.11
0.02	0.04	0.01	0.14	0.79
0.02	0.29	0.03	0.46	0.2
0.0	0.01	0.01	0.95	0.03
0.19	0.04	0.59	0.08	0.1
0.19	0.21	0.23	0.19	0.18
0.67	0.1	0.16	0.02	0.05
0.01	0.63	0.26	0.1	0.0
0.01	0.16	0.14	0.37	0.32
0.01	0.94	0.05	0.0	0.0
0.56	0.08	0.18	0.15	0.03
0.08	0.64	0.15	0.12	0.01
0.09	0.05	0.39	0.47	0.0
0.28	0.01	0.61	0.1	0.0
0.01	0.0	0.43	0.01	0.55
0.06	0.48	0.23	0.22	0.01
0.1	0.53	0.2	0.0	0.17
0.02	0.01	0.13	0.07	0.77
0.01	0.06	0.19	0.51	0.23
0.13	0.06	0.01	0.0	0.8
0.37	0.0	0.01	0.33	0.29
0.03	0.01	0.29	0.67	0.0
0.25	0.05	0.19	0.45	0.06
0.07	0.11	0.01	0.0	0.81
0.59	0.02	0.01	0.38	0.0
0.24	0.03	0.01	0.69	0.03
0.01	0.86	0.04	0.08	0.01
0.08	0.79	0.02	0.04	0.07
0.16	0.01	0.01	0.71	0.11
0.64	0.18	0.0	0.1	0.08
0.94	0.04	0.01	0.01	0.0
0.09	0.03	0.17	0.54	0.17
0.63	0.02	0.04	0.2	0.11
0.0	0.01	0.39	0.59	0.01
0.5	0.03	0.46	0.0	0.01
0.59	0.16	0.05	0.15	0.05
0.06	0.0	0.19	0.66	0.09
0.03	0.04	0.0	0.27	0.66
0.13	0.51	0.18	0.18	0.0
0.3	0.0	0.65	0.05	0.0
0.33	0.03	0.46	0.09	0.09
0.13	0.09	0.0	0.14	0.64
0.0	0.05	0.49	0.41	0.05
0.29	0.26	0.09	0.25	0.11
0.02	0.02	0.94	0.0	0.02
0.84	0.05	0.05	0.06	0.0
0.01	0.38	0.01	0.27	0.33
0.1	0.01	0.08	0.7	0.11
0.11	0.13	0.34	0.05	0.37
0.0	0.01	0.0	0.01	0.98
0.01	0.15	0.15	0.02	0.67
0.01	0.25	0.17	0.38	0.19
0.03	0.1	0.0	0.48	0.39
0.15	0.0	0.01	0.0	0.84
0.09	0.1	0.03	0.15	0.63
0.01	0.01	0.76	0.15	0.07
0.49	0.42	0.03	0.02	0.04
0.22	0.03	0.03	0.13	0.59
0.21	0.0	0.13	0.05	0.61
0.0	0.01	0.15	0.04	0.8
0.01	0.02	0.06	0.74	0.17
0.25	0.18	0.31	0.23	0.03
0.0	0.01	0.51	0.0	0.48
0.29	0.39	0.0	0.01	0.31
0.2	0.19	0.03	0.49	0.09
0.17	0.64	0.18	0.0	0.01
0.06	0.64	0.09	0.11	0.1
0.08	0.81	0.0	0.08	0.03
0.03	0.02	0.42	0.2	0.33
0.09	0.35	0.22	0.28	0.06
0.26	0.07	0.15	0.37	0.15
0.18	0.01	0.52	0.26	0.03
0.21	0.27	0.4	0.02	0.1
0.49	0.05	0.4	0.05	0.01
0.03	0.58	0.12	0.06	0.21
0.17	0.03	0.04	0.18	0.58
0.11	0.29	0.22	0.31	0.07
0.54	0.0	0.07	0.37	0.02
0.01	0.33	0.58	0.02	0.06
0.01	0.52	0.42	0.04	0.01
0.01	0.98	0.01	0.0	0.0
0.93	0.0	0.01	0.06	0.0
0.12	0.43	0.04	0.37	0.04
0.04	0.41	0.05	0.48	0.02
0.1	0.04	0.12	0.58	0.16
0.06	0.01	0.02	0.47	0.44
0.15	0.01	0.03	0.02	0.79
0.0	0.01	0.99	0.0	0.0
0.18	0.09	0.27	0.15	0.31
0.23	0.2	0.08	0.37	0.12
0.01	0.01	0.18	0.75	0.05
0.01	0.02	0.0	0.48	0.49
0.01	0.01	0.69	0.03	0.26
0.05	0.22	0.3	0.05	0.38
0.92	0.01	0.0	0.03	0.04
0.59	0.23	0.05	0.08	0.05
0.01	0.34	0.53	0.07	0.05
0.12	0.07	0.07	0.5	0.24
0.59	0.05	0.24	0.09	0.03
0.16	0.29	0.27	0.02	0.26
0.04	0.09	0.02	0.52	0.33
0.19	0.07	0.02	0.71	0.01
0.15	0.17	0.65	0.02	0.01
0.03	0.11	0.02	0.02	0.82
0.02	0.0	0.0	0.1	0.88
0.04	0.26	0.03	0.57	0.1
0.5	0.32	0.14	0.0	0.04
0.0	0.33	0.07	0.29	0.31
0.77	0.07	0.04	0.11	0.01
0.33	0.3	0.04	0.17	0.16
0.0	0.04	0.05	0.0	0.91
0.02	0.21	0.26	0.33	0.18
0.25	0.14	0.08	0.48	0.05
0.15	0.03	0.59	0.04	0.19
0.14	0.04	0.12	0.63	0.07
0.0	0.99	0.01	0.0	0.0
0.16	0.01	0.01	0.0	0.82
0.77	0.07	0.05	0.1	0.01
0.1	0.65	0.07	0.14	0.04
0.2	0.36	0.08	0.21	0.15
0.08	0.68	0.22	0.0	0.02
0.27	0.54	0.0	0.13	0.06
0.18	0.5	0.14	0.16	0.02
0.57	0.09	0.15	0.16	0.03
0.06	0.08	0.32	0.0	0.54
0.12	0.12	0.42	0.33	0.01
0.36	0.08	0.0	0.38	0.18
0.0	0.21	0.68	0.09	0.02
0.01	0.01	0.74	0.23	0.01
0.01	0.46	0.06	0.11	0.36
0.02	0.15	0.04	0.76	0.03
0.01	0.0	0.01	0.97	0.01
0.29	0.0	0.03	0.59	0.09
0.28	0.21	0.24	0.2	0.07
0.12	0.04	0.07	0.0	0.77
0.09	0.04	0.17	0.11	0.59
0.03	0.9	0.03	0.01	0.03
0.03	0.22	0.28	0.07	0.4
0.08	0.47	0.13	0.25	0.07
0.05	0.33	0.02	0.01	0.59
0.09	0.82	0.05	0.04	0.0
0.38	0.02	0.24	0.17	0.19
0.42	0.22	0.01	0.01	0.34
0.55	0.01	0.04	0.11	0.29
0.0	0.52	0.08	0.01	0.39
0.78	0.0	0.05	0.13	0.04
0.0	0.62	0.24	0.05	0.09
0.03	0.44	0.16	0.22	0.15
0.36	0.51	0.06	0.06	0.01
0.05	0.29	0.53	0.05	0.08
0.12	0.44	0.2	0.06	0.18
0.13	0.68	0.09	0.06	0.04
0.01	0.0	0.25	0.04	0.7
0.06	0.14	0.0	0.8	0.0
0.13	0.35	0.13	0.37	0.02
0.01	0.04	0.06	0.88	0.01
0.36	0.02	0.35	0.23	0.04
0.72	0.08	0.01	0.18	0.01
0.03	0.88	0.02	0.07	0.0
0.19	0.0	0.16	0.64	0.01
0.04	0.18	0.57	0.16	0.05
0.14	0.05	0.74	0.06	0.01
0.31	0.03	0.58	0.0	0.08
0.0	0.21	0.04	0.01	0.74
0.04	0.03	0.86	0.03	0.04
0.06	0.46	0.43	0.02	0.03
0.14	0.0	0.03	0.83	0.0
0.2	0.03	0.74	0.01	0.02
0.02	0.02	0.87	0.06	0.03
0.14	0.51	0.11	0.02	0.22
0.05	0.25	0.32	0.0	0.38
0.25	0.01	0.0	0.0	0.74
0.11	0.08	0.0	0.78	0.03
0.78	0.14	0.07	0.0	0.01
0.11	0.17	0.4	0.04	0.28
0.01	0.03	0.02	0.0	0.94
0.55	0.13	0.01	0.04	0.27
0.01	0.14	0.65	0.12	0.08
0.13	0.46	0.11	0.06	0.24
0.01	0.41	0.03	0.03	0.52
0.02	0.33	0.13	0.45	0.07
0.06	0.1	0.67	0.06	0.11
0.29	0.19	0.21	0.08	0.23
0.58	0.4	0.01	0.01	0.0
0.03	0.79	0.1	0.01	0.07
0.05	0.8	0.0	0.12	0.03
0.0	0.07	0.01	0.91	0.01
0.0	0.01	0.03	0.17	0.79
0.0	0.87	0.11	0.01	0.01
0.01	0.0	0.0	0.99	0.0
0.2	0.02	0.03	0.04	0.71
0.7	0.02	0.03	0.19	0.06
0.1	0.05	0.49	0.34	0.02
0.0	0.96	0.01	0.0	0.03
0.07	0.06	0.07	0.74	0.06
0.26	0.25	0.05	0.38	0.06
0.01	0.02	0.77	0.17	0.03
0.08	0.4	0.47	0.01	0.04
0.57	0.26	0.17	0.0	0.0
0.63	0.0	0.18	0.02	0.17
0.11	0.06	0.18	0.1	0.55
0.18	0.25	0.23	0.13	0.21
0.3	0.03	0.08	0.37	0.22
0.0	0.01	0.02	0.04	0.93
0.25	0.15	0.04	0.35	0.21
0.02	0.0	0.97	0.0	0.01
0.02	0.21	0.44	0.33	0.0
0.54	0.11	0.14	0.16	0.05
0.12	0.03	0.3	0.47	0.08
0.23	0.01	0.26	0.36	0.14
0.8	0.01	0.0	0.01	0.18
0.07	0.07	0.35	0.39	0.12
0.45	0.3	0.1	0.12	0.03
0.32	0.03	0.15	0.06	0.44
0.0	0.91	0.01	0.01	0.07
0.36	0.51	0.05	0.07	0.01
0.02	0.15	0.52	0.25	0.06
0.0	0.49	0.35	0.03	0.13
0.17	0.54	0.02	0.24	0.03
0.03	0.46	0.4	0.1	0.01
0.0	0.04	0.95	0.01	0.0
0.55	0.02	0.39	0.04	0.0
0.18	0.49	0.13	0.04	0.16
0.01	0.77	0.08	0.07	0.07
0.0	0.79	0.19	0.02	0.0
0.02	0.69	0.01	0.03	0.25
0.2	0.39	0.4	0.0	0.01
0.07	0.4	0.06	0.44	0.03
0.01	0.8	0.0	0.01	0.18
0.41	0.52	0.05	0.01	0.01
0.02	0.0	0.76	0.04	0.18
0.37	0.01	0.01	0.55	0.06
0.0	0.12	0.65	0.17	0.06
0.45	0.05	0.09	0.36	0.05
0.39	0.19	0.24	0.15	0.03
0.01	0.2	0.01	0.11	0.67
0.53	0.01	0.01	0.0	0.45
0.05	0.39	0.11	0.41	0.04
0.24	0.02	0.21	0.4	0.13
0.12	0.11	0.01	0.49	0.27
0.8	0.19	0.0	0.01	0.0
0.11	0.15	0.04	0.14	0.56
0.02	0.02	0.7	0.12	0.14
0.02	0.07	0.15	0.07	0.69
0.8	0.0	0.0	0.01	0.19
0.14	0.12	0.03	0.01	0.7
0.67	0.03	0.05	0.11	0.14
0.15	0.31	0.02	0.43	0.09
0.05	0.66	0.01	0.27	0.01
0.25	0.03	0.62	0.03	0.07
0.33	0.05	0.34	0.02	0.26
0.36	0.55	0.05	0.04	0.0
0.47	0.04	0.03	0.09	0.37
0.0	0.1	0.15	0.58	0.17
0.57	0.01	0.19	0.18	0.05
0.2	0.07	0.47	0.11	0.15
0.64	0.11	0.09	0.02	0.14
0.47	0.05	0.19	0.01	0.28
0.04	0.03	0.37	0.55	0.01
0.12	0.21	0.32	0.0	0.35
0.01	0.2	0.37	0.01	0.41
0.06	0.01	0.01	0.72	0.2
0.87	0.0	0.01	0.03	0.09
0.0	0.07	0.11	0.81	0.01
0.07	0.03	0.55	0.32	0.03
0.09	0.16	0.14	0.03	0.58
0.93	0.02	0.01	0.04	0.0
0.11	0.22	0.63	0.03	0.01
0.0	0.19	0.03	0.02	0.76
0.0	0.01	0.3	0.01	0.68
0.01	0.78	0.01	0.04	0.16
0.05	0.01	0.11	0.53	0.3
0.36	0.45	0.18	0.01	0.0
0.03	0.11	0.21	0.02	0.63
0.17	0.16	0.33	0.21	0.13
0.19	0.02	0.42	0.27	0.1
0.05	0.46	0.03	0.09	0.37
0.47	0.42	0.1	0.0	0.01
0.09	0.19	0.1	0.24	0.38
0.06	0.72	0.03	0.16	0.03
0.66	0.05	0.01	0.28	0.0
0.01	0.88	0.08	0.03	0.0
0.02	0.43	0.03	0.48	0.04
0.12	0.76	0.02	0.1	0.0
0.1	0.52	0.04	0.26	0.08
0.91	0.0	0.01	0.08	0.0
0.38	0.12	0.01	0.31	0.18
0.23	0.1	0.1	0.12	0.45
0.02	0.0	0.07	0.91	0.0
0.12	0.22	0.0	0.66	0.0
0.32	0.01	0.05	0.6	0.02
0.3	0.02	0.07	0.56	0.05
0.02	0.09	0.0	0.06	0.83
0.14	0.06	0.32	0.47	0.01
0.1	0.02	0.0	0.1	0.78
0.01	0.48	0.04	0.35	0.12
0.02	0.04	0.04	0.62	0.28
0.01	0.03	0.09	0.8	0.07
0.04	0.34	0.03	0.04	0.55
0.01	0.65	0.02	0.2	0.12
0.01	0.44	0.03	0.0	0.52
0.99	0.0	0.01	0.0	0.0
0.02	0.0	0.14	0.4	0.44
0.0	0.61	0.24	0.1	0.05
0.05	0.89	0.05	0.01	0.0
0.01	0.52	0.29	0.12	0.06
0.56	0.26	0.07	0.08	0.03
0.4	0.32	0.04	0.11	0.13
0.06	0.62	0.06	0.04	0.22
0.69	0.01	0.24	0.05	0.01
0.08	0.08	0.11	0.31	0.42
0.0	0.03	0.0	0.1	0.87
0.33	0.1	0.52	0.0	0.05
0.6	0.01	0.06	0.19	0.14
0.23	0.1	0.51	0.0	0.16
0.03	0.26	0.24	0.4	0.07
0.03	0.32	0.02	0.03	0.6
0.01	0.02	0.47	0.49	0.01
0.15	0.01	0.03	0.36	0.45
0.45	0.04	0.06	0.34	0.11
0.0	0.01	0.99	0.0	0.0
0.06	0.17	0.64	0.0	0.13
0.05	0.01	0.01	0.93	0.0
0.01	0.02	0.84	0.12	0.01
0.24	0.62	0.09	0.03	0.02
0.0	0.01	0.59	0.38	0.02
0.0	0.01	0.96	0.01	0.02
0.42	0.06	0.23	0.13	0.16
0.06	0.88	0.02	0.03	0.01
0.12	0.14	0.06	0.64	0.04
0.06	0.03	0.02	0.79	0.1
0.0	0.48	0.47	0.04	0.01
0.07	0.2	0.05	0.6	0.08
0.11	0.12	0.17	0.02	0.58
0.12	0.0	0.74	0.01	0.13
0.09	0.11	0.33	0.35	0.12
0.01	0.02	0.2	0.01	0.76
0.03	0.02	0.06	0.67	0.22
0.02	0.82	0.09	0.0	0.07
