gene_id	LAU125_TPM	LAU125_FPKM	LAU355_TPM	LAU355_FPKM	LAU1255_TPM	LAU1255_FPKM	LAU1314_TPM	LAU1314_FPKM
ENSG00000223579	0	0	0	0	0	0	0	0
ENSG00000223581	0	0	0	0	0	0	0	0
ENSG00000223582	0	0	0	0	0	0	0.18	0.16
ENSG00000223583	0.05	0.04	0.13	0.12	0	0	0.21	0.18
ENSG00000223584	0	0	0	0	0	0	0	0
ENSG00000223586	0	0	0	0	0	0	0	0
ENSG00000223587	0	0	0	0	0	0	0	0
ENSG00000223588	0.12	0.09	0	0	0	0	0	0
ENSG00000223589	0	0	0	0	0	0	0	0
ENSG00000223591	0	0	0	0	0	0	0.02	0.02
ENSG00000223592	0	0	0	0	0	0	0	0
ENSG00000223593	0	0	0	0	0	0	0	0
ENSG00000223594	0.47	0.35	0	0	0.12	0.11	0	0
ENSG00000223595	0	0	0	0	0	0	0	0
ENSG00000223597	0.37	0.28	0.36	0.32	0.32	0.29	0.27	0.24
ENSG00000223598	0	0	0	0	0	0	0	0
ENSG00000223599	0.04	0.03	0.11	0.1	0.14	0.13	0.15	0.13
ENSG00000223600	0	0	0	0	0	0	0	0
ENSG00000223601	0	0	0	0	0	0	0	0
ENSG00000223602	0	0	0	0	0	0	0.02	0.02
ENSG00000223603	0	0	0	0	0	0	0	0
ENSG00000223604	0	0	0	0	0	0	0	0
ENSG00000223605	0	0	0	0	0	0	0	0
ENSG00000223608	0	0	0	0	0.07	0.06	0	0
ENSG00000223609	0	0	0.47	0.42	0	0	0.11	0.1
ENSG00000223611	0	0	0	0	0	0	0	0
ENSG00000223612	0	0	0.46	0.41	0.04	0.03	0	0
ENSG00000223613	9.79	7.26	3.37	2.99	6.07	5.61	1.87	1.61
ENSG00000223614	0	0	0	0	0	0	0	0
ENSG00000223615	0	0	0	0	0	0	0	0
ENSG00000223616	0.04	0.03	0.06	0.05	0.02	0.02	0	0
ENSG00000223617	0	0	0	0	0	0	0	0
ENSG00000223619	0	0	0	0	0	0	0	0
ENSG00000223620	0	0	0	0	0	0	0	0
ENSG00000223621	0	0	0.39	0.34	0	0	0.12	0.11
ENSG00000223622	0	0	0	0	0	0	0	0
ENSG00000223623	0	0	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	0	0	0
ENSG00000223625	0.2	0.15	0	0	0	0	0	0
ENSG00000223626	0.12	0.09	0.14	0.12	0	0	0.08	0.07
ENSG00000223627	0	0	0	0	0	0	0	0
ENSG00000223628	0	0	0	0	0	0	0	0
ENSG00000223629	0	0	0	0	0	0	0	0
ENSG00000223631	0	0	0	0	0	0	0	0
ENSG00000223633	0	0	0	0	0	0	0	0
ENSG00000223634	0.26	0.19	0.13	0.12	0	0	0	0
ENSG00000223635	0	0	0	0	0	0	0	0
ENSG00000223636	0	0	0	0	0	0	0	0
ENSG00000223637	0	0	0	0	0	0	0	0
ENSG00000223638	0.02	0.02	0.08	0.07	0.11	0.11	0.06	0.05
ENSG00000223640	0.1	0.07	0.17	0.15	0	0	0.1	0.08
ENSG00000223641	0	0	0	0	0	0	0	0
ENSG00000223642	0.05	0.04	0	0	0	0	0	0
ENSG00000223643	0.17	0.13	0.08	0.07	0	0	0	0
ENSG00000223646	0	0	0.02	0.02	0.02	0.02	0	0
ENSG00000223647	0	0	0	0	0	0	0	0
ENSG00000223648	0.53	0.4	13.84	12.28	8.85	8.17	60.89	52.42
ENSG00000223649	0	0	0	0	0	0	0	0
ENSG00000223650	0	0	0.03	0.02	0.01	0.01	0.03	0.03
ENSG00000223651	0	0	0	0	0	0	0	0
ENSG00000223652	0	0	0	0	0	0	0.1	0.08
ENSG00000223653	0.01	0.01	0.34	0.3	0.01	0.01	0.81	0.7
ENSG00000223655	0	0	0	0	0	0	0	0
ENSG00000223656	0.05	0.04	0.04	0.04	0	0	0	0
ENSG00000223657	0	0	0	0	0	0	0	0
ENSG00000223658	0.29	0.22	0.02	0.02	1.03	0.96	0	0
ENSG00000223659	0	0	0	0	0	0	0	0
ENSG00000223660	0	0	0	0	0	0	0	0
ENSG00000223662	0	0	0	0	0.06	0.05	0.09	0.08
ENSG00000223663	0	0	0.07	0.06	0	0	0	0
ENSG00000223664	0	0	0	0	0	0	0	0
ENSG00000223665	0	0	0	0	0	0	0	0
ENSG00000223668	0.96	0.71	2.33	2.07	0.64	0.59	1.89	1.63
ENSG00000223669	0.07	0.05	0	0	0	0	0	0
ENSG00000223671	0	0	0	0	0	0	0	0
ENSG00000223672	0	0	0	0	0	0	0	0
ENSG00000223673	0	0	0	0	0.18	0.17	0	0
ENSG00000223675	0	0	0.02	0.02	0	0	0	0
ENSG00000223676	0	0	0	0	0	0	0	0
ENSG00000223677	0	0	0	0	0	0	0	0
ENSG00000223678	0	0	0	0	0	0	0	0
ENSG00000223679	0	0	0	0	0	0	0	0
ENSG00000223681	4.36	3.24	2.76	2.45	0.99	0.91	1.26	1.08
ENSG00000223682	0	0	0	0	0	0	0	0
ENSG00000223683	0	0	0	0	0	0	0	0
ENSG00000223684	0	0	0	0	0	0	0	0
ENSG00000223685	0.32	0.23	0.14	0.12	0.3	0.28	0.11	0.09
ENSG00000223688	0	0	0	0	0	0	0	0
ENSG00000223691	0	0	0	0	0	0	0	0
ENSG00000223692	0	0	0.06	0.05	0.26	0.24	0	0
ENSG00000223694	0.02	0.02	0	0	0	0	0	0
ENSG00000223695	0	0	0.19	0.17	0	0	0.11	0.09
ENSG00000223697	0.1	0.07	0.26	0.23	0	0	0.03	0.03
ENSG00000223698	0.1	0.07	0	0	0	0	0	0
ENSG00000223700	0.11	0.08	0.17	0.15	0	0	0.3	0.25
ENSG00000223701	0.23	0.17	0.1	0.09	0	0	0	0
ENSG00000223702	0	0	0	0	0	0	0	0
ENSG00000223703	0	0	0	0	0	0	0	0
ENSG00000223704	0.41	0.3	0.62	0.55	0.34	0.31	0.79	0.68
ENSG00000223705	5.19	3.85	5.01	4.45	2.96	2.74	4.24	3.65
ENSG00000223707	0	0	0	0	0	0	0	0
ENSG00000223709	0.13	0.1	0.2	0.18	0.06	0.06	0.29	0.25
ENSG00000223710	0	0	0	0	0	0	0	0
ENSG00000223711	0.19	0.14	1.58	1.4	0.7	0.65	1.49	1.28
ENSG00000223714	0	0	0	0	0	0	0	0
ENSG00000223715	0	0	0	0	0	0	0	0
ENSG00000223716	0	0	0	0	0	0	0	0
ENSG00000223717	0	0	0	0	0	0	0	0
ENSG00000223718	0.13	0.1	0	0	0	0	0	0
ENSG00000223719	0	0	0	0	0	0	0	0
ENSG00000223720	0	0	0	0	0	0	0	0
ENSG00000223721	0	0	0	0	0	0	0	0
ENSG00000223722	0.15	0.11	0.26	0.23	0	0	0.77	0.66
ENSG00000223723	0	0	0	0	0	0	0	0
ENSG00000223724	0	0	0	0	0	0	0	0
ENSG00000223725	0.1	0.08	0.32	0.28	0.05	0.05	0.25	0.21
ENSG00000223726	0	0	0	0	0	0	0	0
ENSG00000223727	0	0	0.03	0.03	0	0	0	0
ENSG00000223728	0	0	0	0	0	0	0	0
ENSG00000223729	0	0	0	0	0	0	0	0
ENSG00000223730	0	0	0	0	0	0	0	0
ENSG00000223731	0.03	0.02	0	0	0.01	0.01	0	0
ENSG00000223732	0	0	0	0	0	0	0	0
ENSG00000223733	0	0	0	0	0	0	0	0
ENSG00000223734	0	0	0	0	0	0	0	0
ENSG00000223735	0	0	0.07	0.06	0	0	0	0
ENSG00000223738	0	0	0.01	0.01	0	0	0	0
ENSG00000223739	0	0	0	0	0	0	0	0
ENSG00000223740	0	0	0	0	0	0	0	0
ENSG00000223741	0	0	0	0	0.02	0.02	0	0
ENSG00000223742	0	0	0	0	0	0	0	0
ENSG00000223744	0	0	0	0	0	0	0	0
ENSG00000223745	3.54	2.62	9.56	8.48	2.84	2.62	7.79	6.71
ENSG00000223746	0	0	0	0	0	0	0	0
ENSG00000223749	0.77	0.57	0.12	0.1	0.21	0.19	0	0
ENSG00000223750	0.02	0.01	0.1	0.09	0.06	0.05	0.32	0.28
ENSG00000223751	0	0	0	0	0	0	0	0
ENSG00000223753	0	0	0	0	0	0	0	0
ENSG00000223754	0.05	0.04	0.04	0.04	0	0	0	0
ENSG00000223756	1.72	1.27	2.29	2.03	1.61	1.49	2.55	2.2
ENSG00000223758	0	0	0	0	0	0	0	0
ENSG00000223759	0	0	0.55	0.49	0.02	0.02	0.38	0.33
ENSG00000223760	0.06	0.05	0.21	0.18	0.08	0.07	0.07	0.06
ENSG00000223761	0	0	0	0	0	0	0	0
ENSG00000223764	0	0	0.01	0.01	0	0	0	0
ENSG00000223765	0	0	0	0	0.06	0.06	0	0
ENSG00000223768	3.82	2.83	0.91	0.81	0.54	0.5	0.99	0.86
ENSG00000223770	0.08	0.06	0.03	0.03	0.14	0.13	0.11	0.1
ENSG00000223772	0	0	0	0	0	0	0	0
ENSG00000223773	4.56	3.38	4.36	3.87	2.45	2.27	3.47	2.99
ENSG00000223774	0	0	0	0	0.05	0.05	0	0
ENSG00000223776	0	0	0.06	0.06	0	0	0.03	0.03
ENSG00000223777	0	0	0	0	0	0	0	0
ENSG00000223778	2.15	1.59	1.73	1.54	0.23	0.22	0.73	0.62
ENSG00000223779	0.06	0.04	0.6	0.53	0.18	0.16	0.75	0.64
ENSG00000223780	0	0	0	0	0	0	0	0
ENSG00000223781	0	0	0	0	0	0	0	0
ENSG00000223782	0	0	0	0	0	0	0	0
ENSG00000223783	0.05	0.04	0.13	0.11	0	0	0	0
ENSG00000223784	0	0	0	0	0	0	0	0
ENSG00000223786	0	0	0	0	0.07	0.07	0	0
ENSG00000223787	0	0	0	0	0	0	0	0
ENSG00000223788	0	0	0.03	0.03	0	0	0	0
ENSG00000223790	0	0	0	0	0	0	0	0
ENSG00000223791	0.13	0.1	0	0	0.06	0.06	0.2	0.17
ENSG00000223792	0.16	0.12	0	0	0	0	0	0
ENSG00000223794	0	0	0	0	0	0	0	0
ENSG00000223795	0	0	0	0	0	0	0	0
ENSG00000223796	0	0	0	0	0	0	0	0
ENSG00000223797	4.89	3.63	2.77	2.46	4.02	3.71	1.28	1.11
ENSG00000223799	3.36	2.49	8.14	7.22	5.02	4.64	9.35	8.05
ENSG00000223800	0	0	0	0	0	0	0	0
ENSG00000223802	13.03	9.66	0	0	9.66	8.93	0.07	0.06
ENSG00000223803	0.12	0.09	0.6	0.53	0.11	0.1	0.45	0.39
ENSG00000223804	0.01	0	3.53	3.13	0.84	0.78	5.83	5.02
ENSG00000223806	0	0	0.03	0.03	0	0	0.03	0.03
ENSG00000223807	0	0	0	0	0	0	0	0
ENSG00000223808	0	0	0	0	0	0	0	0
ENSG00000223809	0	0	0	0	0	0	0	0
ENSG00000223810	0.05	0.04	0.02	0.02	0	0	0.07	0.06
ENSG00000223811	0	0	0	0	0	0	0	0
ENSG00000223812	19.7	14.62	0	0	1.12	1.04	0.03	0.02
ENSG00000223813	0.17	0.13	0	0	0.03	0.02	0	0
ENSG00000223814	0.07	0.05	0	0	0.21	0.19	0	0
ENSG00000223815	0	0	0	0	0	0	0	0
ENSG00000223816	0	0	0	0	0	0	0.1	0.08
ENSG00000223817	0	0	0	0	0	0	0	0
ENSG00000223819	0	0	0	0	0	0	0.32	0.28
ENSG00000223820	4.34	3.22	1.4	1.24	2.81	2.59	1.26	1.08
ENSG00000223821	0	0	0.43	0.38	0.08	0.07	0.58	0.5
ENSG00000223822	0.14	0.1	0.18	0.16	0.08	0.08	0.14	0.12
ENSG00000223823	0	0	0	0	0	0	0	0
ENSG00000223824	0	0	0	0	0	0	0	0
ENSG00000223825	0.06	0.04	0	0	0	0	0	0
ENSG00000223826	0.23	0.17	0	0	0	0	0	0
ENSG00000223828	0	0	0	0	0	0	0	0
ENSG00000223829	0	0	0.11	0.1	0	0	0	0
ENSG00000223831	0	0	0	0	0	0	0	0
ENSG00000223834	0	0	0	0	0.07	0.06	0	0
ENSG00000223835	0	0	0	0	0	0	0	0
ENSG00000223836	0	0	0	0	0	0	0	0
ENSG00000223837	0.23	0.17	0.79	0.7	0.87	0.8	0.46	0.4
ENSG00000223838	0	0	0	0	0	0	0	0
ENSG00000223839	0.3	0.23	0.08	0.07	0.07	0.06	0.17	0.15
ENSG00000223841	0	0	0	0	0	0	0	0
ENSG00000223842	0.02	0.02	0.08	0.07	0.06	0.06	0.11	0.09
ENSG00000223843	0	0	0	0	0	0	0.04	0.03
ENSG00000223845	0	0	0.02	0.02	0	0	0	0
ENSG00000223846	0	0	0	0	0	0	0	0
ENSG00000223847	0	0	0	0	0	0	0	0
ENSG00000223849	0.09	0.07	0	0	0	0	0	0
ENSG00000223850	0	0	0	0	8.58	7.92	0	0
ENSG00000223855	0.01	0	0.01	0.01	0.04	0.03	0	0
ENSG00000223856	0	0	0	0	0	0	0	0
ENSG00000223859	0	0	0	0	0	0	0	0
ENSG00000223861	0.23	0.17	0.25	0.22	0	0	0.23	0.2
ENSG00000223862	0	0	0	0	0	0	0	0
ENSG00000223863	0	0	0	0	0	0	0	0
ENSG00000223864	0.07	0.05	0	0	0	0	0	0
ENSG00000223865	35.52	26.35	918.54	814.77	535.15	494.47	2065.97	1778.8
ENSG00000223866	0	0	0	0	0	0	0	0
ENSG00000223867	0	0	0	0	0	0	0	0
ENSG00000223869	0	0	0	0	0	0	0	0
ENSG00000223870	0	0	0	0	0	0	0	0
ENSG00000223871	0	0	0	0	0	0	0	0
ENSG00000223872	0	0	0.09	0.08	0	0	0.05	0.04
ENSG00000223873	0	0	0	0	0	0	0	0
ENSG00000223874	0	0	0	0	0	0	0	0
ENSG00000223875	2.98	2.21	0.23	0.2	5.16	4.76	0.15	0.13
ENSG00000223876	0	0	0	0	0	0	0	0
ENSG00000223877	0.04	0.03	0.07	0.07	0.04	0.04	0	0
ENSG00000223878	0.34	0.26	0.35	0.31	0.11	0.1	0.17	0.15
ENSG00000223880	0	0	0	0	0	0	0	0
ENSG00000223881	0	0	0.07	0.07	0	0	0.26	0.22
ENSG00000223882	0	0	0.05	0.05	0.06	0.05	0.06	0.05
ENSG00000223883	0	0	0	0	0	0	0	0
ENSG00000223884	0.05	0.04	0.13	0.12	0	0	0	0
ENSG00000223885	0	0	0	0	0	0	0	0
ENSG00000223886	0.25	0.18	1.54	1.37	0.41	0.38	0.99	0.86
ENSG00000223889	0	0	0	0	0	0	0	0
ENSG00000223890	0	0	0	0	0	0	0	0
ENSG00000223891	10.05	7.46	5.84	5.18	6.61	6.11	5.99	5.15
ENSG00000223893	0	0	0	0	0	0	0	0
ENSG00000223895	0	0	0	0	0	0	0	0
ENSG00000223896	0	0	0	0	0	0	0	0
ENSG00000223897	0	0	0	0	0	0	0	0
ENSG00000223899	0.03	0.02	0.02	0.02	0.15	0.14	0.13	0.12
ENSG00000223900	0	0	0	0	0	0	0	0
ENSG00000223901	0	0	0	0	0	0	0	0
ENSG00000223903	0	0	0	0	0.07	0.06	0	0
ENSG00000223904	0	0	0	0	0	0	0	0
ENSG00000223905	0	0	0	0	0	0	0	0
ENSG00000223906	0	0	0	0	0	0	0	0
ENSG00000223907	0.18	0.13	0.21	0.18	0.13	0.12	0.38	0.33
ENSG00000223908	0	0	0	0	0	0	0	0
ENSG00000223910	0	0	0.02	0.02	0	0	0.01	0.01
ENSG00000223911	0.07	0.05	0	0	0	0	0.07	0.06
ENSG00000223912	0	0	0	0	0	0	0	0
ENSG00000223913	0	0	0	0	0	0	0.05	0.04
ENSG00000223914	0	0	0	0	0	0	0.15	0.13
ENSG00000223915	0	0	0	0	0	0	0	0
ENSG00000223916	0	0	0.05	0.04	0	0	0	0
ENSG00000223917	0	0	0	0	0	0	0	0
ENSG00000223918	0	0	0	0	0	0	0	0
ENSG00000223920	0	0	0	0	0	0	0	0
ENSG00000223921	0	0	0	0	0	0	0	0
ENSG00000223922	0.08	0.06	0.34	0.3	0.15	0.14	0.2	0.17
ENSG00000223923	0.05	0.04	0.8	0.71	0.7	0.65	0.58	0.5
ENSG00000223925	0	0	0	0	0	0	0	0
ENSG00000223928	0	0	0	0	0	0	0	0
ENSG00000223929	0.04	0.03	1.15	1.02	0.44	0.41	2.29	1.97
ENSG00000223930	0	0	0.09	0.08	0	0	0.05	0.04
ENSG00000223931	0	0	0	0	0	0	0	0
ENSG00000223935	0.22	0.16	0.14	0.12	0.14	0.13	0.35	0.3
ENSG00000223938	0.09	0.06	0.08	0.07	0.14	0.13	0.18	0.15
ENSG00000223940	0	0	0.01	0.01	0	0	0	0
ENSG00000223941	0	0	0	0	0	0	0	0
ENSG00000223942	0	0	0	0	0	0	0	0
ENSG00000223944	0.04	0.03	0	0	0	0	0	0
ENSG00000223945	0.03	0.02	0.08	0.07	0	0	0	0
ENSG00000223946	0	0	0	0	0	0	0	0
ENSG00000223947	0	0	0.01	0.01	0.03	0.03	0.01	0.01
ENSG00000223948	0	0	0	0	0	0	0	0
ENSG00000223949	2.4	1.78	2.87	2.55	1.86	1.72	2.81	2.42
ENSG00000223951	0	0	0	0	0	0	0	0
ENSG00000223953	0	0	0	0	0	0	0	0
ENSG00000223955	0	0	0	0	0	0	0	0
ENSG00000223956	0	0	0	0	0	0	0	0
ENSG00000223958	0	0	0	0	0	0	0	0
ENSG00000223959	5.73	4.25	12.99	11.52	8.3	7.67	12.55	10.8
ENSG00000223960	7.55	5.6	2.86	2.53	8.36	7.72	3.98	3.43
ENSG00000223962	0	0	0	0	0	0	0	0
ENSG00000223963	0.02	0.02	0.19	0.17	0.06	0.06	0.34	0.29
ENSG00000223965	0	0	0.01	0.01	0.23	0.21	0.31	0.26
ENSG00000223966	0.05	0.03	0	0	0	0	0	0
ENSG00000223967	0	0	0	0	0	0	0	0
ENSG00000223968	0	0	0	0	0.27	0.25	0	0
ENSG00000223969	0.71	0.53	0.26	0.23	0	0	0.69	0.59
ENSG00000223970	0	0	0	0	0	0	0.05	0.04
ENSG00000223972	0	0	0	0	0	0	0	0
ENSG00000223973	0	0	0	0	0.04	0.03	0.02	0.02
ENSG00000223974	0.14	0.11	0	0	0	0	0	0
ENSG00000223975	0	0	0	0	0	0	0	0
ENSG00000223976	0	0	0	0	0	0	0	0
ENSG00000223977	0	0	2.03	1.8	0	0	0.2	0.17
ENSG00000223978	0	0	0	0	0	0	0	0
ENSG00000223979	0.34	0.25	0.08	0.07	0.37	0.34	0	0
ENSG00000223981	0	0	0.27	0.24	0	0	0.05	0.05
ENSG00000223982	0	0	0	0	0	0	0	0
ENSG00000223983	0.03	0.02	0	0	0	0	0	0
ENSG00000223984	0	0	0.04	0.03	0	0	0.06	0.05
ENSG00000223985	0	0	0	0	0	0	0	0
ENSG00000223986	0	0	0	0	0	0	0	0
ENSG00000223987	0	0	0	0	0	0	0	0
ENSG00000223989	0	0	0	0	0	0	0	0
ENSG00000223991	0	0	0	0	0	0	0	0
ENSG00000223992	0	0	0	0	0	0	0	0
ENSG00000223993	0	0	0	0	0	0	0	0
ENSG00000223995	0	0	0	0	0	0	0	0
ENSG00000223997	0	0	0	0	0	0	0	0
ENSG00000223998	0.04	0.03	0.08	0.07	0.04	0.04	0.18	0.16
ENSG00000223999	0	0	0	0	0	0	0	0
ENSG00000224000	0	0	0.1	0.09	0	0	0	0
ENSG00000224001	0	0	0	0	0	0	0	0
ENSG00000224002	0	0	0	0	0	0	0	0
ENSG00000224003	0.04	0.03	0.15	0.13	0.04	0.04	0.27	0.23
ENSG00000224004	0	0	0	0	0	0	0	0
ENSG00000224005	0.29	0.22	1.65	1.46	0.28	0.26	0.3	0.26
ENSG00000224007	0	0	0	0	0	0	0	0
ENSG00000224008	2.28	1.69	0.91	0.8	0.96	0.88	1.04	0.89
ENSG00000224010	0	0	0	0	0	0	0	0
ENSG00000224011	0	0	0	0	0	0	0	0
ENSG00000224012	0	0	0	0	0	0	0	0
ENSG00000224014	1.05	0.78	0.79	0.7	0	0	0	0
ENSG00000224015	0	0	0	0	0	0	0	0
ENSG00000224016	1.56	1.16	2	1.77	0.71	0.65	1.55	1.33
ENSG00000224017	0.04	0.03	0.02	0.02	0	0	0	0
ENSG00000224018	0	0	0	0	0	0	0	0
ENSG00000224019	0.12	0.09	0	0	0	0	0.18	0.15
ENSG00000224020	0.44	0.32	0.17	0.15	0.27	0.25	0.92	0.79
ENSG00000224021	0	0	0.12	0.1	0.13	0.12	0	0
ENSG00000224023	2.58	1.92	2.07	1.83	2.38	2.2	3.37	2.91
ENSG00000224024	4.27	3.17	2.08	1.84	2.68	2.48	2.31	1.99
ENSG00000224025	0	0	0	0	0.01	0.01	0	0
ENSG00000224027	0	0	0	0	0	0	0	0
ENSG00000224028	0	0	0	0	0	0	0	0
ENSG00000224029	0	0	0.39	0.35	0.04	0.04	0.04	0.04
ENSG00000224031	0	0	0	0	0	0	0	0
ENSG00000224032	74.73	55.44	50.57	44.85	37.07	34.25	49.76	42.84
ENSG00000224033	0	0	0	0	0	0	0	0
ENSG00000224034	0.11	0.08	0.26	0.23	0	0	0.15	0.13
ENSG00000224035	0.05	0.04	0	0	0	0	0	0
ENSG00000224036	0	0	0	0	0	0	0	0
ENSG00000224037	0.05	0.03	0	0	0	0	0	0
ENSG00000224038	0	0	0	0	0	0	0	0
ENSG00000224039	0	0	0	0	0	0	0.07	0.06
ENSG00000224040	1.32	0.98	0.59	0.52	1.35	1.25	0	0
ENSG00000224041	0	0	30.56	27.1	8.88	8.21	22.54	19.41
ENSG00000224042	0	0	0	0	0	0	0	0
ENSG00000224043	4.37	3.24	5.13	4.55	1.45	1.34	5.71	4.91
ENSG00000224045	0	0	0	0	0	0	0	0
ENSG00000224046	2.36	1.75	0.37	0.33	0.73	0.68	1.01	0.87
ENSG00000224048	0	0	0	0	0	0	0	0
ENSG00000224049	0	0	0	0	0	0	0	0
ENSG00000224050	0.05	0.03	0	0	0.22	0.2	0	0
ENSG00000224051	4.92	3.65	3.07	2.73	3.17	2.92	3.77	3.25
ENSG00000224054	0	0	0	0	0	0	0	0
ENSG00000224055	0.03	0.02	0	0	0	0	0	0
ENSG00000224057	0.01	0.01	0.01	0.01	0	0	0	0
ENSG00000224058	0.25	0.19	0	0	0.02	0.02	0.3	0.26
ENSG00000224059	0	0	0.03	0.03	0	0	0	0
ENSG00000224060	0	0	0	0	0	0	0	0
ENSG00000224061	0	0	0	0	0	0	0	0
ENSG00000224062	0	0	0	0	0	0	0	0
ENSG00000224063	1.46	1.08	0	0	0	0	0.46	0.4
ENSG00000224064	0	0	0	0	0	0	0	0
ENSG00000224065	0	0	0	0	0	0	0	0
ENSG00000224066	0.3	0.22	0.03	0.03	0.04	0.04	0.09	0.08
ENSG00000224067	0	0	0	0	0	0	0	0
ENSG00000224068	0	0	0	0	0	0	0	0
ENSG00000224069	0	0	0	0	0	0	0	0
ENSG00000224070	0	0	0	0	0	0	0	0
ENSG00000224071	0	0	0	0	0	0	0	0
ENSG00000224072	0.1	0.08	0.1	0.09	0.01	0.01	0.12	0.11
ENSG00000224073	0	0	0	0	0	0	0	0
ENSG00000224074	0	0	0	0	0	0	0	0
ENSG00000224075	0	0	0	0	0	0	0	0
ENSG00000224076	0	0	0	0	0	0	0	0
ENSG00000224077	0	0	0	0	0	0	0	0
ENSG00000224078	0.02	0.01	0.04	0.03	0.01	0.01	0.01	0.01
ENSG00000224079	0	0	0	0	0	0	0	0
ENSG00000224080	0.58	0.43	1	0.89	1.17	1.08	0.32	0.28
ENSG00000224081	8.26	6.13	2.34	2.07	3.04	2.81	2.74	2.36
ENSG00000224082	0	0	0.06	0.05	0	0	0	0
ENSG00000224083	0.02	0.01	0.3	0.26	0.06	0.06	0	0
ENSG00000224085	0	0	0	0	0	0	0.13	0.11
ENSG00000224086	0.26	0.19	0.07	0.06	0.41	0.38	0.16	0.14
ENSG00000224087	0	0	0.12	0.11	0	0	0	0
ENSG00000224089	0	0	0	0	0	0	0	0
ENSG00000224090	0	0	0	0	0.41	0.38	0	0
ENSG00000224091	0	0	0	0	0	0	0	0
ENSG00000224092	0	0	0	0	0	0	0	0
ENSG00000224093	0	0	1.77	1.57	0.04	0.03	0.8	0.69
ENSG00000224094	0.61	0.45	0.24	0.21	0	0	0	0
ENSG00000224095	0	0	0	0	0	0	0	0
ENSG00000224097	0.2	0.15	0.32	0.28	0.05	0.04	0.08	0.07
ENSG00000224099	0	0	0.03	0.02	0	0	0.03	0.02
ENSG00000224100	0	0	0	0	0	0	0.07	0.06
ENSG00000224101	0	0	0	0	0	0	0	0
ENSG00000224104	0	0	0	0	0	0	0	0
ENSG00000224106	0	0	0.32	0.29	0	0	0	0
ENSG00000224107	0	0	0	0	0	0	0	0
ENSG00000224109	0	0	0	0	0	0	0.02	0.02
ENSG00000224110	0	0	0.02	0.02	0	0	0	0
ENSG00000224113	3.5	2.59	1.23	1.09	0.98	0.9	1.22	1.05
ENSG00000224114	0.15	0.11	0	0	0.13	0.12	0.07	0.06
ENSG00000224115	0	0	0	0	0	0	0	0
ENSG00000224116	0.03	0.02	0.01	0.01	0.03	0.03	0.04	0.04
ENSG00000224117	0	0	0.17	0.15	0	0	0	0
ENSG00000224119	0	0	0	0	0	0	0	0
ENSG00000224121	0.21	0.16	0	0	0	0	0	0
ENSG00000224122	0	0	0	0	0	0	0.32	0.28
ENSG00000224124	0.03	0.02	0	0	0	0	0	0
ENSG00000224126	0	0	0	0	0	0	0	0
ENSG00000224127	0	0	0	0	0	0	0	0
ENSG00000224128	0	0	0	0	0	0	0	0
ENSG00000224129	0	0	0	0	0	0	0	0
ENSG00000224130	0	0	0	0	0	0	0.04	0.03
ENSG00000224132	0.27	0.2	0	0	0	0	0	0
ENSG00000224134	0	0	0	0	0	0	0	0
ENSG00000224136	0	0	0	0	0	0	0	0
ENSG00000224137	0.68	0.51	125.74	111.53	8.69	8.03	90.82	78.19
ENSG00000224138	1.02	0.76	0.83	0.74	0.26	0.24	1.62	1.4
ENSG00000224141	0.64	0.48	1.29	1.15	2.13	1.97	0.88	0.76
ENSG00000224142	0	0	0.04	0.04	0	0	0.05	0.04
ENSG00000224144	0.03	0.02	0.07	0.06	0.05	0.04	0.43	0.37
ENSG00000224148	0.98	0.72	0	0	2.1	1.94	1.49	1.28
ENSG00000224149	0.01	0.01	0	0	0	0	0	0
ENSG00000224151	0	0	0	0	0	0	0	0
ENSG00000224152	3.27	2.42	0.16	0.15	0.69	0.64	0.33	0.28
ENSG00000224153	0	0	0	0	0	0	0	0
ENSG00000224154	0	0	0	0	0	0	0	0
ENSG00000224155	0	0	0.06	0.05	0	0	0	0
ENSG00000224157	0.14	0.11	0	0	0.2	0.19	0	0
ENSG00000224159	0.16	0.12	0.35	0.31	0.04	0.04	0.21	0.18
ENSG00000224160	0	0	0	0	0	0	0	0
ENSG00000224161	0	0	0	0	0	0	0	0
ENSG00000224162	0	0	0	0	0	0	0	0
ENSG00000224163	0	0	0	0	0	0	0	0
ENSG00000224164	0	0	0.04	0.04	1.15	1.06	0	0
ENSG00000224165	0.73	0.54	1.21	1.07	3.57	3.3	1.21	1.04
ENSG00000224166	0	0	0	0	0	0	0	0
ENSG00000224167	1.66	1.23	0	0	0.16	0.15	0.12	0.1
ENSG00000224169	0	0	0	0	0	0	0	0
ENSG00000224171	0	0	0	0	0	0	0	0
ENSG00000224172	0	0	0.03	0.02	0	0	0.1	0.08
ENSG00000224173	0	0	0	0	0	0	0	0
ENSG00000224174	0	0	0	0	0	0	0	0
ENSG00000224177	0	0	0	0	0	0	0	0
ENSG00000224179	0	0	0	0	0	0	0	0
ENSG00000224182	0.22	0.16	0	0	0	0	0.2	0.17
ENSG00000224183	0.9	0.67	0.63	0.56	0.18	0.17	0.51	0.44
ENSG00000224184	46.5	34.5	0.87	0.77	2.94	2.71	2.02	1.74
ENSG00000224185	0.13	0.1	0	0	0.03	0.03	0	0
