Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
SCARNA4	2611.732286	2611.732286	1130.4204	3582.641429	785.2691	2390.272714	55.99126531	3639.142143
FTH1	251.526	224.9254286	2485.994629	131.1305714	5841.080914	276.8378571	298.504551	148.2463571
RPS3A	1464.815429	1464.815429	1226.696514	1419.904	56.69374286	1606.893429	8409.60249	1468.466571
RPL10	1522.670571	1337.386	1765.4092	1606.893429	34.0346	1873.634571	6560.768694	1624.295143
SNORA38	2286.548857	2177.216	2454.659143	2591.889429	2796.456229	1857.433	387.880449	1755.639857
RPL37A	1337.386	1395.185143	1614.629829	1483.504571	34.24882857	1732.207	5564.472449	1654.217714
ACTB	478.5468571	442.2794286	2956.498286	1697.275	4456.417571	601.5742857	946.5353469	755.8527143
SNORA14B	2763.513714	3029.957143	637.5087429	2190.559	525.6702857	3056.558429	163.4857143	2611.732286
SNORA3A	2645.130857	2558.307143	961.5784571	2328.687429	793.8079571	1937.302	215.6294694	2480.555571
RPL30	1190.468	1022.373143	1052.790457	1076.846429	161.4153857	1438.246143	7159.786694	1357.082429
RPS15A	1022.373143	1058.843429	1016.975314	1202.381286	58.44295714	1589.492429	6465.064612	1525.368
SNORA61	1233.571714	1502.422	295.3723429	1244.486571	1479.666514	1210.146429	970.1599592	1210.463429
RPL26	1204.968	1215.958857	2025.3996	1292.313571	35.36591429	1458.342286	4542.089959	1571.772857
NAMPT	14.05485714	10.48514286	1555.557086	4.882285714	12666.42817	15.75335714	17.64373469	6.931357143
RPL13	1681.358857	1549.279714	1085.202	1328.182857	21.86082857	2052.022286	4438.834857	1648.455714
SNORA50A	2361.273714	2645.130857	777.0649143	2348.716429	820.5846	2125.935857	254.3435918	2190.559
RPL21	1298.505143	1139.115143	905.5469143	1171.896	64.38794286	1439.344857	5942.626	1502.422
SCARNA1	2177.216	1967.234286	1147.867543	2660.910429	1172.405429	1648.455714	298.6945306	2004.318571
RPS11	1646.918286	1646.918286	1652.712857	1437.525429	145.6857286	1381.660286	3513.137469	1415.995571
SNORA71A	1395.185143	1747.631714	2196.598857	1174.137857	2962.299	872.1691429	518.2137143	1043.674571
SNORA21	2405.198857	2698.118286	1264.580457	1547.810714	825.6092286	1271.174	161.728551	1257.645857
RPL19	1104.429429	964.4405714	1128.385257	903.2158571	50.2894	1132.767429	5463.868163	1083.812571
RPL11	983.4868571	1114.704	1331.231486	786.7345714	54.40348571	1469.930143	5203.274939	1154.698714
TMSB10	750.5242857	559.6514286	2316.536343	1395.313857	122.5485	979.9124286	2048.890735	819.1605714
RPL13A	1372.628857	1483.504571	879.8857714	1145.685714	46.34357143	1786.558857	3511.080449	1809.755
RPS23	1318.979714	1318.979714	964.0598286	862.857	20.70612857	1154.698714	5199.706898	1203.213429
SNORA65	1780.034857	1567.231429	475.3235429	1598.099	381.1067429	993.0245714	52.80579592	971.3512857
RPS19	1436.806	1298.505143	675.0681714	1356.383857	26.21005714	1606.893429	2739.739878	1714.495286
SNORA11	2094.569143	1780.034857	261.4272	2269.244857	338.1929429	2250.309	94.26538776	2481.753
RPS20	995.3842857	1254.208571	740.5156	798.2825714	23.82602857	1360.326714	4329.522082	1269.028
RPL34	1177.905714	1083.812571	1134.3208	956.5364286	74.1119	1602.014714	3787.47151	1326.163429
RPS3	929.586	1069.880286	674.5717714	1314.378429	55.53862857	1887.505143	3453.431429	1824.343571
RPL31	822.9448571	838.2731429	1041.118114	1021.855	37.69964286	1300.076571	4618.787469	1249.609571
SNORA4	1891.758857	2004.318571	782.6698857	2204.758714	488.5564857	1407.463571	10.18993878	1967.234286
RPS24	767.6751429	832.1145714	2280.220571	1249.903143	70.75484286	930.043	2954.68698	1254.723857
RPS12	877.242	1035.974	682.9754857	800.9208571	12.88482857	1684.622857	4209.208163	1551.512714
SCARNA12	1967.234286	1817.495714	520.6868	1529.540714	692.6888571	1285.478857	1377.858776	1684.671714
RPL27A	846.0408571	1011.326286	810.1529714	1249.903143	84.19325714	1315.110714	3468.492408	1393.445714
RPL9	909.794	918.4797143	722.9762857	838.6152857	50.4793	1276.356857	4566.466408	1094.129714
RPLP2	1152.256286	1204.968	769.7288571	893.518	29.45987143	1218.817143	3989.871714	1208.951857
NFKBIA	201.2097143	181.9808571	8468.602514	93.81614286	1439.383771	257.7151429	99.88114286	88.14485714
RPL37	972.6451429	983.4868571	1023.476343	941.4601429	85.01141429	1137.401143	3850.792408	997.4065714
SCARNA18	1483.504571	1522.670571	2050.2668	1993.008571	505.4476143	847.2728571	24.80718367	1216.150429
HLA-C	359.4808571	449.6514286	967.446	1289.759714	4405.576686	574.5714286	583.8922041	909.3991429
RPL32	626.4588571	533.1954286	923.9400571	618.8208571	39.87748571	933.0558571	5146.118041	770.9987143
SCARNA3	1714.169429	1714.169429	701.4225143	1650.439857	670.0832	1203.633143	91.95220408	1465.382857
RPL23A	964.4405714	1152.256286	692.5244571	1204.968	18.37517143	1319.138143	2719.343347	1464.815429
RPL4	499.7497143	488.5254286	1367.653657	352.5801429	13.75981429	622.4767143	4767.555102	494.1375714
RPL17	807.4274286	877.242	842.2413143	935.4712857	66.80088571	1230.876571	2657.811306	1186.343429
RPS27A	887.4408571	898.2974286	549.2128	1053.584571	54.61522857	1171.362143	3037.537878	1147.766714
SAT1	99.81057143	184.9858571	1881.815886	72.43085714	6192.317343	93.36771429	71.94897959	81.05071429
HLA-A	361.9674286	481.6431429	817.008	1313.418714	2099.329857	689.0685714	752.2252653	1006.697286
SCARNA21	1083.812571	626.4588571	239.8487429	1780.034857	372.6375857	1968.700714	794.3427755	2034.487429
RACK1	937.9577143	949.4791429	1238.167029	1011.326286	40.66091429	1082.810571	1997.292857	923.8882857
COX1	786.506	466.5905714	2234.953886	1008.544	186.3743143	395.6005714	814.031102	626.859
RPS8	1035.974	1265.647429	757.7912571	596.3864286	20.28677143	993.1417143	2711.460204	941.4125714
RPS17	1011.326286	929.586	737.0086286	752.521	26.13411429	1117.883286	2586.993959	1006.383143
RNU5F-1	918.4797143	1436.806	606.6298286	865.766	14.9262	966.7807143	131.8394082	589.3452857
TXNIP	1139.115143	507.894	323.5958286	1128.342857	2565.817114	729.4755714	1331.697184	659.7294286
RPS6	731.3665714	815.3357143	602.1206857	643.2688571	39.38681429	1100.291	3426.874816	883.9672857
CXCL8	9.643714286	0	4086.820343	3.583	4373.451657	0.033785714	0.093571429	0
RPL38	776.4262857	722.6048571	857.1261714	672.6732857	60.96365714	980.5272857	2733.711796	929.586
RPL7	699.7914286	731.3665714	867.8212571	801.8378571	31.42874286	962.4851429	2558.388735	811.3815714
RPS2	832.1145714	861.8948571	868.2419429	710.222	47.5661	1049.095429	1848.215469	1026.330857
COX3	592.5182857	446.0205714	1589.045371	674.5318571	244.7830857	423.4085714	1351.224694	548.3808571
SNORA5C	1549.279714	1165.886286	218.3671429	1544.951	131.0523714	1069.973571	143.2338367	1283.226571
RPS14	574.5714286	592.5182857	763.9153714	742.5432857	40.44004286	1004.376143	2731.680327	897.8608571
SCARNA8	1129.647143	1233.571714	627.0568571	1550.726714	517.5483857	850.0017143	22.7572449	1145.685714
RPS21	838.2731429	972.6451429	470.0264	723.4118571	21.38927143	1158.510429	1917.641347	1035.084857
HLA-E	459.336	439.3242857	438.2218857	972.884	3023.176343	536.592	774.7080816	563.8175714
CD52	615.3637143	541.7705714	442.3058286	220.463	3.566785714	595.6892857	885.746898	507.4192857
CTSS	78.80228571	127.4088571	2728.503714	43.73414286	2313.282514	49.53685714	51.85330612	42.55071429
RPS10	815.3357143	796.2482857	528.8814857	750.9815714	47.79097143	1094.914857	1976.480286	979.0598571
CHI3L1	0	0	0.042028571	0	170.2815286	0	0	0
RPL18	1069.880286	869.6371429	631.4612	765.0161429	24.84828571	1063.401286	1726.351143	876.6467143
RPL18A	1254.208571	937.9577143	630.3950857	647.9212857	14.94317143	964.903	1700.353673	857.839
CD74	2045.642571	1414.262571	2685.560171	151.1814286	70.48824286	112.3451429	47.07240816	278.685
RPL3	759.9548571	807.4274286	355.1181714	851.2214286	26.34767143	993.4068571	2140.799633	1017.160429
RPL12	949.4791429	909.794	582.2048	539.7938571	28.89965714	870.7122857	2084.438122	687.6545714
SNORA75	1353.821714	1802.014286	513.0369143	1326.063571	214.3406429	737.706	46.57283673	909.343
SRGN	9.643714286	19.19457143	1671.948971	477.5328571	4268.009486	217.6505714	84.35155102	264.572
RPL35	861.8948571	856.402	484.7593714	807.3497143	14.99012857	1075.339	1608.422449	1008.878714
RPL27	722.6048571	750.5242857	736.8550286	700.7222857	39.59912857	823.0317143	2023.541551	756.8965714
SNORA80B	2004.318571	2286.548857	362.2881714	343.7922857	511.0306571	512.3634286	90.26257143	550.2334286
VIM	79.35171429	179.6631429	1858.236914	92.77471429	240.4620714	413.1452857	294.6332245	333.0717143
PSAP	104.2587143	196.7374286	2667.011086	189.9594286	644.4612	119.7102857	67.10669388	110.0004286
RPL23	638.3542857	662.5654286	848.5242857	512.8404286	48.3387	743.1487143	2078.030857	694.2814286
RPL7A	715.4571429	759.9548571	623.8252	832.1145714	38.5372	847.0047143	1777.109714	850.084
SNORA80A	1414.262571	1372.628857	387.658	1022.373143	549.8450571	503.0701429	344.1253878	901.8245714
LOC100129518	23.09114286	23.22771429	1934.091371	23.16764286	4323.225486	90.54742857	45.69165306	32.78757143
SNORA44	1502.422	1353.821714	163.5529714	848.9562857	146.4772286	890.0362857	75.87391837	1162.044429
IFITM2	42.42971429	60.43428571	52.25808571	610.5937143	4972.923286	302.2385714	311.021551	296.1191429
MIR6850	1048.325714	887.4408571	655.458	598.056	31.83884286	899.9262857	1262.148163	770.3924286
RPS25	650.2874286	737.3668571	427.4797143	560.4607143	47.87312857	858.6107143	2207.645061	822.9448571
RPS9	744.5365714	744.5365714	870.1428	539.3892857	340.0577714	795.31	1257.714286	752.521
SNORA3B	1265.647429	1190.468	229.7069143	1153.776429	150.0296571	820.5802857	84.86310204	1194.897857
RPL35A	675.9074286	682.5248571	545.2503429	559.4384286	31.13934286	836.9734286	1976.803306	755.2395714
OAZ1	367.1088571	371.9897143	1119.6348	339.9804286	1502.841486	315.1341429	269.2986531	364.3924286
NACA	523.8134286	550.3925714	973.7546286	546.0931429	76.99798571	675.9074286	1520.235633	628.0927143
SNORA32	1747.631714	1846.672857	31.54914286	1015.744286	19.05097143	782.5311429	0	678.91
SNORA28	1094.914857	1177.905714	332.4077714	837.0612857	436.2538286	657.5615714	79.43353061	782.5311429
SNORA55	1114.704	1283.847429	303.3813714	827.9232857	132.0146143	757.5635714	9.627693878	930.3644286
RPS13	645.5551429	675.9074286	753.7838857	425.7361429	29.53647143	724.3631429	1800.564735	622.4767143
RPL36A	550.3925714	645.5551429	598.7017714	419.386	15.21278571	787.82	1932.948204	715.6325714
SNORA47	470.2694286	474.3342857	2065.172057	588.9345714	617.9832	276.3452857	162.3221429	396.1638571
RGS2	81.15142857	268.332	206.1903429	60.08042857	5151.494086	34.13914286	7.189163265	39.00614286
RPL10A	688.7714286	715.4571429	385.8748571	517.4472857	5.8889	836.7451429	1649.511633	740.9454286
ITM2B	98.83028571	75.18342857	393.6413714	189.4901429	3809.506	262.2164286	500.5739592	237.4612857
UBA52	537.8171429	564.7891429	665.2169714	609.5927143	213.6397714	638.9645714	1286.745551	612.8708571
UBC	339.1725714	432.3948571	512.938	574.8954286	1448.555257	403.6394286	634.1929388	426.1068571
MIR3064	517.6148571	398.5085714	689.0666857	469.537	1145.0928	444.402	1320.984245	463.8874286
EEF1G	662.5654286	708.6602857	394.6904571	487.7374286	27.98825714	798.2825714	1561.865673	643.2688571
RPSA	682.5248571	699.7914286	249.4685714	641.6761429	13.24257143	835.1938571	1351.82049	871.9214286
RPL6	528.4031429	546.3691429	636.0016	607.226	31.69248571	669.7091429	1518.235102	676.0008571
MYL6	293.98	334.6008571	495.6889714	662.5654286	1087.7836	409.1995714	428.3046122	470.4624286
PTPRC	323.3737143	237.0642857	497.5766286	400.9222857	2407.687571	329.96	709.3938776	439.768
SNORA13	737.3668571	776.4262857	905.4973143	714.3941429	445.4168571	548.9922857	95.6514898	472.105
RPS7	580.7482857	610.6302857	448.1546286	581.8452857	41.25177143	679.1241429	1400.956735	702.1142857
SNORA77	33.57414286	377.3357143	133.8886286	1809.755	88.75222857	1264.752571	10.49965306	1509.773571
CSF3R	0.283428571	0.081428571	259.9277143	0.100571429	5078.124857	0.02	0.107836735	0
RNU5D-1	1283.847429	1619.520857	0	747.655	4.332414286	500.127	121.8743673	870.9542857
H3F3A	275.9185714	305.952	457.4795429	288.3658571	3146.104857	220.4982857	202.2881633	247.591
RPLP0	610.6302857	603.8217143	407.4119429	448.7005714	8.596042857	737.9515714	1223.435755	671.5358571
APOE	0.201285714	0.252714286	0.182371429	0.061642857	0.009585714	0.105142857	0.328653061	0.127142857
SNORA17A	1619.520857	1129.647143	334.7905714	494.715	313.7658286	555.726	32.08538776	528.1394286
EEF2	546.3691429	621.92	678.5113714	459.9604286	34.8993	653.5904286	1230.957388	489.0817143
RPS16	621.92	692.7842857	471.7370857	531.9625714	26.14174286	837.0612857	850.5886939	707.0067143
FAU	632.54	615.3637143	465.1812	573.7417143	237.5259429	621.92	1062.531143	609.1107143
RPL5	541.7705714	574.5714286	437.1856	430.3241429	10.1955	677.6748571	1488.22298	609.4885714
DUSP1	261.6382857	261.0805714	1715.038686	95.90671429	2161.338	283.8145714	74.13814286	142.8639286
ACTG1	205.3017143	316.3388571	625.1106286	829.1261429	277.3593714	442.6724286	422.3992245	449.58
APOC1	0	0	0.0692	0	0.009585714	0	0.039428571	0
LCP1	142.732	201.2097143	595.2396	454.2937143	1702.659543	274.7562857	182.9299592	345.5005714
RPL15	568.8002857	504.0014286	576.3014	491.632	27.91824286	572.8837143	1082.412857	551.3031429
SCARNA22	421.7431429	585.6814286	720.5064	608.1798571	1054.151371	501.029	48.72281633	544.6441429
GAPDH	152.9702857	298.318	1303.028057	414.1775714	249.1994286	375.9007143	321.6050204	374.6627143
IL1B	0.606571429	0.044285714	4641.480457	0.380214286	139.6534571	0.045571429	0.040857143	0
S100A6	58.18857143	166.9991429	962.4553143	202.6042857	1040.677571	325.1911429	193.9555918	362.7328571
MIR4738	269.3277143	312.054	236.6147429	322.2011429	2355.027571	296.996	420.966898	323.4524286
RPL29	585.6814286	568.8002857	500.4897714	458.0132857	26.93521429	598.6645714	1158.846122	518.1485714
SNORA80E	869.6371429	786.506	180.2089714	769.557	158.2626857	572.7961429	40.83159184	626.859
SNORA1	856.402	1104.429429	260.1051429	676.6782857	126.5953571	576.7245714	9.781244898	732.3272857
SNORA71C	656.8934286	822.9448571	602.63	422.8278571	691.3754	489.608	105.4906735	568.8002857
SCARNA2	898.2974286	1094.914857	75.22048571	676.0008571	40.75637143	719.031	133.8079184	743.1487143
UBB	411.934	424.6408571	334.3272	1162.044429	100.7185857	433.4601429	470.5460816	503.0701429
RPL24	495.7297143	513.5325714	339.8955429	468.2985714	24.6759	638.3542857	1185.558694	564.7682857
RPS4X	513.5325714	580.7482857	307.4496571	394.916	7.081171429	715.0755714	1249.256163	472.5458571
LIPA	27.26028571	24.03514286	65.34994286	36.27178571	4.686442857	26.46307143	17.62669388	25.66042857
ARHGDIB	307.9537143	321.4671429	363.2111429	405.3225714	1316.367571	347.7581429	602.8652245	373.2277143
RPS5	669.4768571	669.4768571	217.2846857	348.7781429	14.62184286	570.8194286	1129.437551	485.296
FCGR3B	0	0.056857143	1.238942857	6.0125	4233.4892	0	0.015	0.254642857
RPLP1	533.1954286	554.9651429	461.5542286	409.1995714	26.55335714	584.1147143	857.5957551	490.0908571
S100A4	11.158	82.95342857	1190.592286	370.6468571	700.7888286	476.7712857	92.55077551	471.6628571
HLA-DRA	1165.886286	846.0408571	1851.518229	4.108285714	11.87722857	9.098357143	2.721061225	60.24571429
SNORD3A	453.4597143	415.3662857	2232.5184	319.8325714	11.59195714	225.1101429	161.6600816	204.384
RPL36	504.0014286	537.8171429	251.2301143	302.1365714	13.79767143	617.9844286	1075.427551	547.1404286
EEF1D	507.894	495.7297143	255.8340571	452.9574286	150.4121143	572.6664286	889.2715918	564.7682857
CTSB	8.968714286	16.91171429	192.1557143	7.014428572	24.92965714	37.77064286	19.18430612	10.95992857
CAPG	68.17142857	185.9471429	187.9583429	0.348857143	16.51515714	62.34507143	3.703265306	6.920285714
SCARNA11	708.6602857	656.8934286	215.3609143	521.4508571	207.5814714	494.4972857	30.04983673	470.6417143
RPL14	386.0042857	436.8474286	280.5834857	370.9067143	23.07415714	585.1644286	1149.94498	504.6311429
CTSD	9.251714286	11.83942857	203.9652	153.4728571	70.30671429	28.278	17.92287755	44.2645
MIR1244-1	474.3342857	470.2694286	367.7967429	536.8662857	45.44998571	442.4797143	880.6186122	417.1597143
FLNA	201.7571429	302.1497143	423.8231429	936.3131429	87.57208571	442.9272857	193.8774694	611.1382857
FOS	115.5202857	87.36828571	1310.8252	160.6301429	1642.430029	334.887	87.30120408	139.6465714
MNDA	2.597142857	15.42514286	352.374	0.062357143	3415.548229	0.090285714	0.037653061	0.255857143
ITGB2	90.96228571	63.01285714	559.4211429	606.662	530.1960286	210.7014286	116.2541224	274.9575714
LAPTM5	415.3662857	290.0474286	419.3945714	170.0367143	885.4028286	200.5652857	296.3199184	166.644
RPS26	429.7291429	459.336	292.8808571	395.5524286	31.55567143	514.0061429	790.3834286	754.5554286
PFDN5	439.3242857	429.7291429	497.7529143	322.23	106.8967714	464.5787143	869.5268571	426.1068571
CXCR4	796.2482857	453.4597143	83.06308571	209.5934286	419.7060571	510.0175714	796.7175918	410.2608571
