Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
CYP2B6	24.00242662	21.69562159	14.46540426	14.2729004	15.96733242	23.69739118	23.30608286	16.02207936	16.21721204	13.67097021	12.78153124	12.63117756	14.00763817	13.7173937	31.57583036	17.42936424	10.78627672	17.31553768	15.44726799	83.52907977
CYP4F3	13.21151514	12.26800991	22.85906473	16.16546252	14.21587399	16.25843104	436.9726259	17.06078128	12.55577068	30.99010079	14.91273089	10.66355827	16.83485844	22.11671679	30.58264117	21.77831738	10.25216169	15.5561129	16.12174936	34.57000192
CYSLTR1	62.69630639	70.70398363	43.04723975	110.0226911	43.07090676	52.01735227	114.4745112	61.87980983	17.88480491	32.62985585	47.66464156	52.26963133	8.086258361	59.15533707	106.1084009	19.3087469	44.60499195	43.02546975	13.56489665	51.97946926
DEFB1	15.85576983	14.86633036	29.62628318	18.63120606	7.824830729	22.35750157	26.42043284	16.82859449	18.92851977	18.80846081	51.55347185	16.54387976	18.42318386	14.97169512	15.7601367	14.84584607	17.82409811	21.33067414	18.33102914	25.3965503
DENND3	122.082299	82.49760389	92.17932251	205.5595299	98.67207644	84.54777717	229.2851953	45.52199184	42.42020975	77.26288625	75.59647944	51.23959713	19.77261941	233.7916629	138.4685809	70.36141442	58.29519793	87.46675062	102.7264091	17.92573613
DPYD	41.31204965	27.52972346	164.6202964	100.8119196	111.4858179	68.72078771	80.14509206	77.80568603	51.21699397	58.04122753	136.5678674	160.4216423	24.72869033	99.29296522	30.03755088	61.26237951	36.66493924	57.57713111	23.13934239	12.47480963
DUSP4	21.6728451	47.24746394	20.88317657	12.00250321	31.82523212	37.93551429	17.33877089	58.78188282	47.96458798	30.52888123	15.61916099	15.87901832	190.3178905	11.36614323	18.07696698	214.3213446	16.6960445	46.15636906	33.72088564	24.69656923
DYSF	17.91609591	16.85155624	201.0213036	108.3294468	28.23630348	63.86636351	379.7752739	31.61575906	33.27004148	52.35549776	81.31877464	62.84726507	33.23647532	29.93271063	26.06811766	32.74992048	54.15169341	35.45991738	34.1002508	28.83745316
EDN1	19.66071264	19.19874936	25.92446307	30.13190819	18.99435572	22.58979725	66.10140152	21.87177636	19.55849287	29.67045444	222.1283692	41.45148751	24.81718377	24.75340526	21.72792187	18.7998147	22.74285421	23.24530993	25.41969914	48.46994565
EIF1	751.3306066	665.3015201	521.0260328	1362.369181	1474.136332	282.2918075	352.8301683	864.0347869	1022.237841	634.9566056	1127.387628	1147.809467	230.7808023	2161.609855	444.2971339	461.2223147	622.9503429	1023.566342	771.0876206	93.68618909
ELSPBP1	22.36499527	18.85363609	25.96809393	24.75298608	14.74662916	19.96967456	29.21103078	21.97998967	18.0344645	43.18631698	12.41779463	9.097566227	68.74945677	8.246014012	23.02303665	25.38523484	17.57544662	13.60945106	35.29690897	40.7530605
EMILIN2	27.88557602	29.10908855	139.4097467	355.1855263	51.98170656	40.94943893	69.96143497	61.41250531	42.84410397	345.678358	559.1490071	596.8402081	20.50288034	743.4735372	31.52915831	20.55500289	62.29865965	372.0923726	23.24779167	137.1623763
ESPL1	35.62166878	40.29560461	36.54500488	29.3030134	18.48080069	32.24532856	43.94898038	34.83076708	34.33550232	52.5333124	51.74919422	49.85510521	75.42980782	32.1529185	23.02855139	138.2859028	98.46676517	34.0612479	44.36953011	81.54009358
EVL	312.3915454	172.8872923	109.1319104	576.5245978	316.9537431	344.946216	75.34402874	483.6684471	475.7815281	200.4627408	325.2328198	792.5258007	88.98931794	430.9663476	171.0769218	329.1512959	123.6708571	272.5203614	42.64641598	77.81754598
FARS2	65.40103015	56.51347306	43.70708366	90.79365826	37.88692111	63.29049773	30.86963569	68.91493692	57.63681053	59.88576789	71.50239157	62.27751656	34.55761635	52.95285566	18.4435344	40.05537107	83.51249401	68.46762694	43.63490382	56.081439
FBLN1	16.97673405	18.86073726	18.29219151	19.69125387	17.40448684	15.49298208	22.54323102	17.46339588	16.26708074	19.55847437	14.40314601	14.12376741	19.27910941	14.2276348	14.33473176	15.63138764	18.24015219	21.89558428	25.84743412	66.32335027
FCHO1	70.91452629	54.85744008	43.85176214	97.18208886	33.06349914	46.43579349	78.98770212	69.78904316	54.16017361	42.16806879	52.11438959	67.19476826	38.84121537	46.16175581	27.03205771	42.95681431	42.89142716	36.25470697	23.61065579	47.50603691
FCN1	21.78727505	19.61009413	2067.532582	3371.826194	99.44854721	64.36928333	317.4604056	111.8669392	37.55306367	195.2432419	507.278422	357.4507729	24.12047745	66.06127053	28.86421397	18.16413373	92.53500986	197.3510584	39.83675226	16.97767523
FGFR3	12.28823998	12.57019149	13.18081331	10.83440778	26.76219887	16.41693263	19.31676985	16.16241894	16.27252849	19.38339042	21.19644959	20.90160772	18.86260123	19.99681858	37.28180548	12.85321926	16.29416177	22.98414749	16.81097606	87.79738137
FGR	104.6493239	104.5049507	877.0522505	1154.684171	321.3166028	240.971666	561.1761835	67.6244936	85.70727674	120.3041189	230.896904	224.0911633	48.7953119	111.7005567	429.9028528	66.52692525	80.55469549	236.8594708	23.66559057	36.25112019
FKBP11	55.70072112	103.4019889	54.57046782	68.40175112	306.6674633	250.1514897	68.06764854	152.2115486	232.5187051	34.74175405	56.98469184	49.77843561	40.36201594	100.7646201	26.10376212	379.3984915	146.0511916	81.83109728	1555.160221	59.76703576
FLT4	23.7866577	20.7650773	17.96046036	16.11212481	25.11053109	21.64839919	21.26062717	24.19187576	26.11136311	22.93427872	9.057130982	10.3526789	13.35651259	10.97237325	16.27303445	19.91741711	16.50534911	16.08805155	12.44973874	27.49431674
FMO5	24.49876971	18.66550961	43.16146523	35.32797298	17.61099771	31.19976916	24.99455984	20.20486516	15.00466246	20.98037163	25.90327413	24.7397704	32.11041048	42.95351795	22.9827661	12.84156205	20.33591491	17.76570556	12.04866534	21.9146927
FST	17.26727567	18.02608319	21.66556983	12.1672384	19.55187329	19.684031	21.74624803	21.24630049	20.41739639	18.62908914	38.96074309	35.17487388	81.76073417	14.78126134	27.45238712	18.09701774	19.82298491	19.55861647	26.53465593	53.59626043
FSTL1	16.36246373	14.83866762	18.2018517	8.011584719	14.06714961	12.83558449	26.10108905	15.99744838	15.89624331	15.43853819	16.63998017	14.02532426	25.6824391	10.49986323	21.78713507	17.81051126	49.66107222	23.48360313	27.32966771	22.50240809
FUT3	22.89313818	19.72088912	21.89810539	19.46871216	17.90915665	20.19698596	27.68177182	18.16149056	16.99234409	33.81751289	14.1302507	15.87808945	14.64197776	10.93535554	17.6909006	17.43977176	16.46779943	16.48727864	32.11393609	182.6266273
FXYD6	18.4050691	15.08157973	84.76128076	41.87129767	32.33369218	20.82129081	23.12622813	23.40226979	17.40094514	66.60269961	71.3401612	36.16495678	15.29691517	9.807900285	12.50577674	11.87867732	55.50297074	27.04174478	23.24115952	58.10438411
GAS7	37.72261067	32.31294408	130.0359376	88.15071548	71.71099616	52.72034561	102.0873387	27.36101796	28.70453111	69.78308459	43.74388678	56.94902363	50.48294639	22.69617919	35.87550686	34.54821601	33.64971022	57.60122973	28.91207792	38.05181072
GATA2	27.05054805	26.17997548	37.10310758	23.38055189	22.83855309	23.47721837	43.48252884	24.50215867	26.62998346	41.4577378	13.72496308	11.86305888	84.09812303	900.9113667	48.70647303	29.92358228	120.5465771	17.32180407	42.29831729	26.74733625
GBP1	52.1610363	57.56930271	150.0213163	138.4376249	137.6884806	130.0954553	201.5976669	131.7108153	168.8761223	29.27412413	896.7194524	71.27323927	54.1959014	35.00596373	38.54927198	136.6324773	52.60372662	138.500843	23.08120814	13.07872844
GCH1	200.019374	217.0440148	270.792589	293.7851532	718.8957886	216.0294652	144.9619989	132.1649523	195.8943772	19.63170273	137.2616674	19.51713991	72.64687473	70.49469259	70.92837503	815.9165706	223.5638155	73.21534443	39.5716368	39.53250167
GFOD1	67.27533267	83.58693843	66.13875942	159.4712815	80.93701663	185.5033473	105.5626919	44.01506919	59.66219329	116.7024042	85.044203	121.4001914	103.9906778	57.26709095	160.1167478	76.98788511	98.61802732	66.51044205	92.31199016	39.94588521
GIMAP4	14.04155675	14.82705266	522.1604631	534.0291957	337.5113387	444.5650695	263.6919476	355.5067025	328.9828401	374.9614741	396.8194597	166.1545565	11.1236027	23.48774614	22.41240862	132.8874967	58.66677262	67.43030742	11.93828008	16.55683914
GJB1	20.99714866	24.60596487	30.0152769	27.62814837	19.87641852	19.69937063	39.85907775	20.90393074	26.28677095	29.38044041	22.39959526	24.0524593	22.87567049	16.63666812	23.85658245	22.48665159	33.24344634	21.8303041	31.79108759	213.2071426
GLRA1	13.55853382	13.9332404	15.16609712	20.19643587	12.14023384	19.5840056	23.28058537	17.16400595	14.18285704	24.13209053	10.24901433	10.44366812	19.35657656	14.80416562	22.03182568	15.13239121	10.84014056	14.73448887	14.61173407	19.19733821
GLRX2	35.10739771	64.63901106	84.45275679	85.06793784	48.78727149	66.58057884	76.60064347	53.76708579	57.42815006	55.29122878	74.51665154	72.30401571	118.4425257	52.9735146	58.16012826	204.529937	121.6766091	80.1373802	94.38784154	39.42902387
GP5	11.56543218	10.9494715	14.10316163	14.3139444	22.10956286	19.51204587	20.0671064	24.1141718	20.28837667	23.20678774	14.6789088	13.0174903	18.09857816	18.33554734	24.01109182	10.71903506	14.32366402	16.38608973	9.299820087	154.033507
GPNMB	15.61488612	17.93416598	27.04072872	20.35665131	12.59921604	19.05134317	19.39375478	16.54549252	14.50196706	1880.183133	1031.714985	1121.365578	54.2763989	15.54115315	35.34866646	16.36512365	23.56501648	69.30778629	40.07130186	60.66134901
HAGH	53.84207699	77.05956706	88.13032112	231.8086056	92.52369219	80.10562425	57.84331385	115.8230252	93.68965564	175.6624632	157.7161567	156.4871969	59.52255308	139.2149034	62.02511751	100.2902762	133.6387953	143.6262513	90.41243249	148.1996187
HAVCR1	15.58492959	12.35895996	12.057971	11.59423306	41.25695029	40.11192434	19.42734322	21.63682548	16.29918086	22.16255904	7.744263707	7.164531691	13.99508624	12.84218624	15.2360653	20.52786131	7.030115726	14.28359136	12.65053594	56.64210268
HBD	17.80699269	16.54163062	19.50953469	34.50161509	19.72110788	24.57824207	44.8631265	23.73438088	22.11340185	21.76130109	12.99070413	12.81989418	65.82082155	56.19545828	22.10723514	15.24598003	840.5401008	18.26563817	73.91526139	20.88134501
HCK	35.75472225	76.40662764	727.5687237	999.7880336	47.05417864	60.50318527	514.0049379	53.65923183	20.38960763	128.2342694	534.4131937	408.4087652	39.71822225	43.6851485	322.2058022	18.30071807	87.91040059	366.7097552	24.33144938	36.07990541
HDC	23.60161805	17.63783467	31.8817682	19.16264284	16.12387721	27.12769465	46.03912706	24.79671255	24.49503799	78.10687166	10.86885855	12.85377181	484.8934266	3422.912253	48.19807013	24.75113141	106.5756387	18.6791119	33.845556	30.52239461
HGD	13.37414261	15.27678381	21.76468477	23.85427909	13.11847117	19.71925767	27.52683248	19.74540739	19.54822941	26.3326302	18.36490979	19.06908036	27.61532425	35.2197196	19.13888176	13.73602846	16.64571126	25.17697686	11.4789804	203.4507062
HIST1H2BC	91.29108698	33.89727417	18.98534053	47.41982879	44.68292025	20.75525926	180.1359818	25.31454849	19.7877356	24.82178257	27.25987036	13.47976386	18.69246618	40.6032966	37.4068721	17.32357629	18.27888927	25.40061578	53.03586708	27.72294668
HOMER2	26.33567178	23.26630529	21.46805006	17.79457626	29.0614611	64.31812775	26.77783978	25.16089884	19.9894923	29.6665338	17.15479822	124.1841415	48.38369588	27.44168747	34.40429202	19.31032536	24.75757087	124.6103591	57.09358049	52.81747353
HOXA2	13.52273386	11.0420293	11.83396793	19.18315905	28.72779023	18.43706507	20.83897175	15.16854978	11.65181663	17.59028122	14.93323957	16.18707143	11.26210143	27.09530313	22.93851836	12.39156613	12.25832945	16.87458469	7.918722087	118.6300152
HPSE	21.04585024	21.43446204	162.8782819	105.480848	22.8968644	34.50565663	193.2663048	47.03004653	27.07976294	42.47411084	52.39473363	33.54433197	27.94743126	20.86442665	17.77123731	39.59548889	34.14193689	27.30256746	18.5874001	24.43328557
HTRA1	17.39077722	14.54584203	50.69479819	15.5468329	20.27829483	25.37191014	30.27724518	24.02771968	19.66165458	183.7564992	42.29789196	38.70941658	33.82964192	13.65490899	15.3572693	18.95230835	31.94671958	23.0951585	36.34324738	36.10463889
ICOS	9.474305736	12.19663532	16.20388287	20.27816383	15.99561015	31.73077289	18.15031669	262.2459957	128.2692591	22.80801649	22.67749809	18.02020256	12.07733901	27.33815389	12.314254	200.370155	12.96463279	22.80630051	7.751507959	35.90758127
IFI27	14.69742768	17.93501526	19.86261331	22.34340097	25.8845167	19.69897357	24.18862404	32.86394603	27.04397517	27.62459101	605.4244532	34.21767179	33.89648691	9.527926109	12.26762473	14.40289532	63.40497636	46.98111794	75.93238733	139.4249364
IFNB1	11.16649586	9.678102198	14.59276916	10.04851259	9.566131349	11.36682803	14.50513232	13.42832706	12.92187053	12.8379278	11.83224953	8.995349304	17.04029953	8.624413332	15.14553949	8.501837661	11.88700805	17.57560839	11.98669372	133.0398183
IFT20	113.3178067	163.4379884	168.1503913	193.3775233	209.2932541	113.2627418	112.7835745	105.0194904	119.7015465	113.7476132	42.15932293	65.15817723	66.63732772	74.60387248	154.8224879	158.3613232	235.1959567	155.2250317	205.1645265	50.74777235
IGFBP2	11.38408361	11.41790889	17.96018167	17.07936688	34.74783979	16.06666268	16.96916315	18.53067689	22.09406833	31.93832774	22.05986196	27.93255058	296.7895899	16.94414589	27.14680466	11.29119298	22.87934663	16.90090082	11.82118308	25.65256912
IL15RA	36.87123725	49.43536439	56.76373	48.6689714	63.76228257	50.59454286	53.33224855	38.65306276	48.24120477	17.09131597	66.52633684	17.3179006	30.98863233	20.6764375	18.19843203	96.81256192	45.00770984	29.44802329	89.10243703	37.62669863
IL1R2	11.36663054	12.1691811	49.06090804	30.61653492	24.73359716	15.43959088	361.4521089	22.14873879	13.95811697	46.77826977	31.41673028	54.54096711	18.89059602	20.736333	19.56762434	15.53602874	15.38125632	143.5682947	15.77873455	21.9650926
IL1RAP	21.60369602	18.04471171	28.87757163	31.94723253	41.13519095	22.80236489	143.4462668	29.77486199	22.77637014	23.17690824	24.92817637	31.84066441	40.77040515	51.1553808	58.61753469	36.41552442	30.68070128	30.20674336	9.801005392	14.56226359
IL1RL1	17.43619951	15.89768192	19.2216275	17.25745513	13.49741195	22.13385391	39.47909068	16.82384224	15.93023392	19.00949198	14.35108427	14.03936083	135.7583878	149.9260712	64.24435907	19.39821802	19.89265419	20.53927289	20.14092889	24.59289689
IL2RA	25.92118143	60.59147788	23.9556593	17.28964161	18.80790962	43.37721895	32.02635047	83.57645383	40.0419995	33.28933939	68.76511819	21.08119067	29.11740576	69.60907947	23.85086966	185.0498263	18.40329294	34.66659306	18.65213898	38.84838093
IL32	16.33230535	22.63510014	21.18197243	13.72824769	86.14318989	230.2299172	26.27974432	371.0070797	547.3676325	16.39730803	69.33462644	21.18710074	46.31685037	48.63521916	20.63761086	571.6271506	22.35625004	28.58242493	16.18282661	25.94111326
IL4R	375.6406102	77.7473534	124.0596109	103.2191779	78.66209896	79.87643461	154.1953432	133.4605312	140.6215335	143.9788196	115.7422212	117.9965539	128.3239772	98.60215879	126.6168429	142.9658498	63.02814445	87.58654614	42.15754609	61.19877409
IL5RA	16.71994519	19.11990495	15.70334716	17.2331993	13.3050437	19.36587771	55.23833671	16.80990115	17.66818467	22.9607749	23.85436924	22.96417592	27.04318755	105.2094765	126.518973	13.19007054	15.36442332	24.66607514	38.14899304	23.24275044
IL6ST	48.38122351	35.43195123	37.18354987	15.95513395	60.36649813	27.41463583	32.29275522	66.95846414	48.10916813	28.89491177	36.23752486	34.35554182	53.21784938	12.63123813	25.44583936	35.01580969	29.46055955	30.16086536	129.4247168	30.56053702
ING2	33.26759008	41.27163811	39.82278444	88.8725753	64.75935164	44.22625154	58.74540308	53.46608463	60.28268741	63.48123773	108.432819	121.0128683	43.94122677	116.4548343	64.95780462	37.03968436	60.93922395	83.5291621	27.45618087	27.28006349
IRS1	34.69869111	28.20365657	16.84385512	8.009778169	13.25058009	19.37208709	18.6209625	22.06229989	23.27846122	12.83716337	13.36741423	12.07604789	14.64994094	11.98574926	20.50320056	25.00742217	12.57743886	14.83842341	29.18944794	20.14547952
JRKL	26.27941299	33.23124942	33.0780762	18.70791123	28.07468355	38.09596269	36.35972733	36.41475259	31.08567243	24.92407156	29.09142734	28.10768248	46.19104326	28.03714456	38.95193531	40.86876529	43.90835991	20.17972389	18.76812041	68.18896719
KCNJ15	17.60642181	18.44670182	43.18707005	22.10572695	21.86351274	26.17620132	218.9717585	19.06435212	16.51906583	27.54238929	19.47119068	13.97051841	28.88496075	18.53458068	23.50088445	14.10958098	14.9871849	19.83226799	24.1764714	28.81826285
KIF1A	23.67217201	17.7693384	13.62215756	16.45377815	22.69147436	19.76129686	21.83971716	18.94226323	19.10054627	18.47831413	10.5968841	9.506352413	11.63765962	13.6910109	20.34535378	14.31371225	14.44797409	16.76493807	14.5885816	110.8859967
KIF22	50.83765296	57.80792073	35.92394798	80.97597283	64.60176368	42.83782646	41.66658182	83.77423308	87.88455585	32.71381038	22.12256799	20.20835723	42.29223308	176.8919907	35.00125493	76.85563901	55.07010735	76.32341958	32.19235057	23.38458331
KIR3DL1	20.49959873	16.68034794	23.07241398	25.48779327	119.6876306	227.9787831	39.65025835	24.63514698	33.20305617	26.28956108	16.54937759	14.90710171	23.69433566	21.72619702	15.28588845	81.1562988	14.3774254	17.34562013	21.3772964	30.89478598
KLHL18	57.26209285	63.69362464	55.75527881	110.7941512	67.68081264	43.1762552	66.9491149	44.97760504	44.49563429	80.86652554	52.58320675	51.64740862	33.09523536	79.69692199	45.56004767	45.28492107	46.31765497	43.96144321	52.05471035	30.83236656
KLRC3	10.84892361	12.40222519	10.52350246	10.13598699	143.9193874	241.222422	16.18971962	12.75451241	82.90798645	10.1272217	10.86197732	9.579868838	9.883228438	10.23787559	11.56551493	86.49223117	6.057087905	13.72708566	7.988660568	16.48879599
KLRD1	18.63445684	21.63709305	22.25432552	24.50077715	270.5291636	331.256296	42.45389071	28.6562603	158.3502436	16.18927074	17.7808285	14.69422759	17.2605852	15.51958438	18.74248424	215.3280638	14.03746113	17.0992853	23.8413466	13.78780708
KLRF1	15.17427017	16.98512544	22.90095484	36.99651794	673.7489574	565.6932824	42.63188841	25.0391711	88.75665882	18.88138071	21.00578904	25.999136	9.697762888	42.71117648	17.15327209	41.08193456	16.84878819	21.95167092	11.1376922	26.33144491
KRT19	9.490013335	9.792627233	10.1300099	10.50826341	16.27772197	9.579039354	13.95831358	11.99865607	11.57226859	11.42439273	9.873238505	9.542035308	171.0219251	14.38565276	12.11458046	5.968737162	11.46096861	16.77469572	6.556856227	42.93156404
KRT5	20.01456372	16.17776375	19.10683004	16.58760808	20.59448006	15.27227027	23.15904078	17.73161545	13.92685989	19.2985384	10.37859695	10.10112379	23.69448454	8.19732949	23.41757014	13.81711122	16.72595521	14.40753368	32.33928184	76.12941088
KSR1	19.53475219	26.6530874	29.75429435	51.04670086	39.83386739	33.52625867	36.79593621	31.05951173	32.20444509	28.10912836	23.54430514	18.86685554	23.31238384	34.10096158	210.0808156	25.30869136	30.47480504	21.90445375	23.54541166	28.58934721
LAIR1	169.3916158	58.23111439	134.2345606	221.7075953	66.85153946	117.4395769	70.55892785	82.81974575	78.87399164	112.3038394	413.762792	302.2802132	88.56244796	540.341422	69.79964586	57.66522959	124.7153559	147.0294786	40.74207282	59.76154025
LAMP3	14.4047974	12.53568786	33.4583233	19.95134887	14.42469167	29.08803723	59.87608787	51.06559862	33.7397647	60.25366116	133.2219922	47.03768023	19.81501919	45.44705805	50.52524185	36.36111272	13.94363858	363.5602237	127.0412851	39.00601777
LGALS13	17.06609469	15.32526543	14.80677312	19.49602419	8.74291442	22.89825595	22.33297878	15.30101896	14.38561439	26.44983309	21.46551017	23.4300031	13.12365103	15.06714542	15.26656168	16.48930478	15.55478495	12.38732169	19.49360263	21.50683664
LILRA3	19.25196215	15.33975432	257.4257181	269.1539238	19.42275678	33.17727739	123.928456	32.34396029	20.4219805	43.31079112	425.9391278	135.6432383	23.13061014	22.81673942	14.90312888	8.733084479	34.4430089	95.11094294	15.77392953	11.15093087
LILRA4	58.68698021	59.58338099	29.12650213	31.43404042	30.57530433	29.40359451	38.70564453	23.61492201	26.71006619	32.68186906	33.75372099	41.41437124	22.82270958	30.68144494	40.11492638	10.9294152	35.14835835	26.82069011	20.65014268	218.8467606
LILRA5	18.07715546	15.52814799	70.35298796	171.9406187	18.32246116	26.33976743	91.43950692	31.72404275	15.02406596	29.96370145	111.6976491	44.1010288	13.2871532	18.65332587	9.879938865	13.63883291	13.97585664	43.3605239	16.96804725	23.50874323
LILRB1	88.78953524	86.45010813	261.5720198	338.2947964	50.64602144	66.91515295	104.6336779	39.5345332	39.54458751	69.61743099	283.3628638	206.3783712	20.93479918	268.3114589	17.96633992	21.1716452	35.47872475	136.5097128	65.41136813	75.19771923
LIMA1	34.75600124	39.25852962	24.435072	19.21445543	28.67787028	43.14039998	18.80383907	74.8671303	49.82570946	51.62862375	74.20821567	149.4224441	182.8321268	21.51797601	16.6411566	47.07888535	44.2908919	44.41842014	46.95739561	16.9211814
LIMK2	56.85167375	44.94089664	46.69608162	31.98883409	29.6993842	48.33144594	185.6402223	42.22148783	39.10210529	35.46489886	54.28485497	21.66048607	43.44850837	43.39478409	57.21273922	48.82838678	43.22101708	26.46734305	23.45970765	39.82489641
LIPF	15.3742955	13.32646977	14.5412582	17.67923065	8.581607583	21.29408348	25.21611401	13.65587898	15.13010258	14.97861563	23.40284359	20.99030881	10.21312578	28.75278777	10.30886493	14.32134886	9.104581713	18.42608937	13.15559035	62.78170425
LRP5L	30.96499888	25.36349144	47.97887205	105.1239058	44.79549495	61.45769588	54.72770791	52.92407491	43.3981602	112.5433685	61.17091138	74.41954437	29.44324629	922.1525263	38.24706511	37.85264232	75.8797359	82.07849204	15.2593635	55.61124187
LRRC8D	138.7081087	134.2945506	203.6275923	201.1363607	116.4554216	101.4114073	94.54367216	142.8370216	142.7724325	191.339718	81.10557565	89.42766523	66.60572523	35.00255252	71.82602034	159.8990858	326.2287774	92.279135	129.7432278	66.61185037
LSM4	88.98427596	105.7842737	74.42962165	195.5655033	105.0400739	88.91104634	37.43949911	121.0106074	135.425977	126.1834738	192.3552094	205.8875007	51.96354523	143.8925285	55.3230303	85.94577046	85.24263787	164.2053758	48.31695953	144.0889733
MAG	18.9625577	20.05885038	17.71604481	28.77225835	16.06287523	21.73221796	22.26121409	19.38010952	15.4544302	23.20073095	14.51548854	14.01775537	17.87793836	23.51996634	19.9122098	11.22902773	15.04759788	17.04042775	11.08992238	78.97936297
MAL	27.7108582	22.58958379	21.98082047	17.00570414	16.50613621	24.36833996	34.51274065	320.7125872	182.8970995	13.06530448	16.02339661	24.78065881	52.73383405	20.10364177	16.4261505	127.5461842	29.51297219	20.98161073	52.96145023	16.45491145
MAOA	10.39920444	12.76710804	17.52776354	10.63779871	11.88497491	14.3507425	18.26845227	16.04345723	13.02623284	46.11507688	70.41159348	476.2210648	77.06786909	33.62980642	17.11250932	15.41620975	19.25343603	38.94562062	10.48443987	32.32593505
MAPK7	33.73194444	32.97070321	55.67954035	85.04005347	34.37849275	35.1941459	33.50113961	38.53064349	39.04135242	32.36656071	51.41328475	48.98339061	34.28009066	45.21140506	23.58362495	33.15533037	26.7016645	38.13253013	30.27120522	29.13360714
MAT2B	693.2130969	610.1014731	148.0282412	132.7647893	189.5613969	206.9148487	153.0522144	169.0684473	252.7013478	72.79261085	130.12854	175.1308714	200.8882764	181.400137	1094.070575	170.0011353	115.8080766	160.8586725	436.9611497	61.92864393
MEST	26.6982874	24.24340261	26.54739742	18.46474705	16.24709819	20.06025446	28.19834367	22.26591892	27.56139987	24.10130898	11.40305634	11.18871636	17.62394246	12.13421791	24.63007109	19.7937989	441.4729702	17.80902244	39.54548078	31.70104978
MME	17.16725553	16.66138203	20.19588019	15.71942248	10.22148513	13.86791051	238.5493595	16.01947423	13.22752296	22.83864548	16.57501337	15.95707779	20.89235161	12.49942403	29.78551001	8.946019659	35.45528563	14.45733263	20.94702867	32.55579192
MMP25	27.8877984	24.15992273	54.89841597	33.71449772	26.50723309	38.6301524	167.1530174	35.65355189	37.01412604	27.61657763	49.68139491	41.16214341	29.03750868	275.0489511	63.35344234	42.22658987	29.56759593	53.92559473	47.02640269	29.05599824
MMP8	17.19890567	14.46538126	15.0378252	10.17883031	9.318402917	16.58922465	41.06900956	13.563454	11.40491931	44.57211365	7.394263625	6.9489409	24.05947869	9.997669084	23.82022965	14.00398044	17.53616654	11.97297986	35.79004511	22.45249273
MMP9	22.02023517	22.46057904	71.0484368	19.12128466	30.56561174	41.19276221	479.8010018	31.30604498	24.32904544	1082.375474	3825.404778	2402.56263	43.25798	14.53404279	29.45171381	46.07895665	40.63705049	213.215089	80.78303562	40.17353538
MOCS3	28.76160581	24.29961888	30.82444571	16.58146993	19.85762938	25.99305691	32.0788357	33.99311035	24.96936943	38.80311392	25.06908124	27.34085698	41.48321261	18.86986451	14.9272107	37.88751234	23.78311388	18.78963134	40.20538047	24.59145929
MPO	14.56696088	13.2390239	43.19840418	34.88054683	16.0464285	29.21356224	41.15901761	23.44734784	16.63514223	45.47923511	45.85592213	42.88035944	27.95800551	72.8887001	30.97860537	15.11331861	879.9229547	21.32780885	23.47897724	21.2116384
MPPED2	14.50192069	10.99389663	10.30500564	12.25702932	13.9726976	20.84170748	16.87620771	15.06922112	11.91963402	15.59469458	6.657759807	6.76934525	17.57081449	9.555447093	16.9797265	11.34646813	27.69568897	14.54735507	11.16468983	25.84564791
MRPL3	255.0718646	342.3912238	148.0956752	236.4708622	148.6067668	145.3158348	45.63488421	204.3076218	207.7236983	100.9687625	111.3596921	165.7341037	309.6076602	63.40515692	74.05751669	903.2884687	816.3408028	170.2310267	446.7543265	79.45644689
MRPL4	48.4910992	53.5109069	39.61261576	41.80435395	38.09769081	34.67654211	17.32654541	53.74594948	60.7536004	45.00609344	43.65714286	45.23623547	90.72433609	20.69952734	11.30900652	87.90129779	50.05572788	33.41114529	92.44023356	31.30623124
MS4A1	1518.542733	1425.959673	23.62489814	16.37315155	17.08430493	23.59910361	31.43809225	25.6870312	29.09362967	18.17733678	12.43539706	13.62637605	15.78122076	24.88581409	57.17416166	19.75434869	19.03951039	19.24083775	78.46352468	14.10892116
MS4A6A	23.84058066	22.16608874	446.0485563	285.9098531	22.32233981	39.22914965	86.60456504	62.51195241	19.8563612	110.8129237	84.45353431	675.7509151	36.47317139	216.2270205	38.89571358	13.14259401	84.64109865	161.1051483	32.11738057	43.90863889
MT1X	43.61808169	72.14046687	149.8094743	185.1021295	103.874123	68.89061706	86.1766727	132.5304834	162.4430448	199.5262067	624.8495023	146.6020722	201.1852501	60.41167015	67.63864087	221.9997429	119.8736835	79.43837524	69.07253667	37.56604838
MTMR11	20.35202598	18.38267966	179.5649807	194.8768012	35.27654309	27.48901295	32.29785212	37.92172956	23.23172493	47.21855588	45.06123837	33.35605093	25.9858217	35.99507612	16.34258069	16.63405763	23.38404	52.58473313	39.63200396	28.67917268
MTSS1	136.8338526	110.1000479	67.89571607	199.6556971	122.4464251	134.1263521	30.1073677	45.31013535	41.45677758	51.22460454	53.5153049	86.25177392	73.79177449	47.41990273	31.83396259	27.85776047	35.82488796	104.3038787	25.86201782	45.05161721
