Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
SIGLEC1	258.3004281	149.3986543	279.3221994	98.8058291	88.81589691	245.9321054	55.54431252	91.07262834	46.5723539	81.50052589	116.4299735	6220.794765	3457.591061	185.6630518	145.6660089	98.52007343	55.13574502	132.2882244	181.1221996	447.6079282	2742.909524	126.3742217
SIK1	5471.704926	5620.453994	544.8091055	457.6523281	248.2954165	401.5465651	494.4265452	410.006561	162.0409056	1219.200313	146.1531348	292.9918215	111.2439257	59.70681574	326.9960366	7279.249666	4922.268476	942.2614617	393.1870068	104.8119808	228.1768122	2371.944991
SIRPG	74.41451203	127.7355428	54.8626275	98.34637628	57.88335321	125.1446974	1078.535981	1148.814515	293.2102273	1310.139566	31.73696814	80.84943542	39.50876033	13.59528084	25.50236675	55.74523407	3092.334477	2278.399895	713.8212187	30.07003805	83.9411784	81.76982471
SIT1	759.1593175	1505.448039	99.63796028	115.1265171	107.7569918	286.5258188	1418.51616	1612.60149	927.3906158	1457.873439	121.9743848	60.40293882	107.7569918	76.7881106	51.40969236	424.4791722	1676.239317	4164.941026	1324.14278	411.7305737	77.55169941	76.98880064
SKA1	4.914356682	2.770472888	3.198489691	17.19149842	41.3563524	2.093797389	15.89364427	1.658857567	353.1886192	2.220631652	4.375489179	6.57228761	15.6035437	30.76766673	18.08123801	3.236183763	53.82754533	32.1969624	20.96016433	2.81889331	4.751056832	5.435240974
SKAP1	1378.742233	556.9267569	155.1060459	2037.376281	1513.442454	388.8474803	2670.874802	2395.678989	814.2486746	2273.257742	188.0291943	115.4350344	100.357131	498.3461422	480.9894709	875.1463025	2389.171966	5831.851105	2886.347943	168.3391756	153.5290423	445.0168928
SLAMF1	762.0351121	515.4872027	111.9089299	114.1243297	115.6197705	260.858135	449.8358705	1081.526073	2005.427058	496.4217166	131.7093126	6057.915205	845.5065088	58.05601406	157.5576331	1019.767442	1074.944299	1504.845258	720.6522405	126.4411906	801.5218011	243.9828796
SLAMF8	156.6501475	135.5923959	166.4059352	170.4258874	95.17401569	120.6524521	72.69074036	101.4058634	85.97854784	107.6408152	2483.002598	663.4733228	1407.517431	237.642389	389.3018874	79.43023238	48.49238871	37.4347836	218.2134567	2859.321256	358.4664294	111.1519762
SLC12A1	89.4899425	48.93661716	3.335133412	3.639923264	3.866557468	8.293088602	13.59723596	11.20330491	1.863695454	10.77936011	3.699265138	5.19508538	1.712065726	5.250153157	18.19115834	9.107287855	1.863695454	20.23145003	37.92005759	2.708807426	1.786805461	24.7590821
SLC12A8	7.225818568	8.434874182	11.98809147	10.14791696	18.06584929	13.16312363	11.19206299	3.740216058	9.306658239	14.91996119	466.0589582	24.5564624	25.3393543	447.9225018	581.4055879	52.06339581	34.82375423	48.42252291	7.503468941	37.95714189	52.24193196	107.0092016
SLC15A3	9.050871942	202.4492561	1682.54452	11.74522644	8.498902895	1431.042545	27.12597858	19.36453188	13.09271261	18.5710453	4564.069594	3860.541888	5890.338133	321.2954407	438.8157376	10.26293695	18.79636185	9.872890222	74.5094252	3688.669477	4650.121848	20.39019926
SLC2A6	112.56368	313.2302692	623.8936693	70.73672817	125.466199	12.17469756	8.055918939	15.58990295	24.88582	43.07557759	328.7462744	6057.915205	579.7336116	552.6577118	528.6359134	42.90224117	11.07886417	17.54138316	213.1524507	500.2261802	1981.204438	14.41361211
SLC7A10	66.78073716	84.61698111	34.30894984	31.85028897	24.36857837	50.97452513	19.66949919	53.12123129	44.81896685	33.20097043	52.92098872	34.7291372	26.32189818	47.67700578	11.7742041	110.6318514	626.6515191	23.56884003	14.77666766	37.79824063	53.05335639	34.6614461
SLCO5A1	118.7296898	108.1291054	40.69340961	73.09344194	49.59274467	131.4344977	55.91267865	70.96791001	41.79365254	30.06870751	42.48673066	954.0382072	39.75712842	14.98054654	26.31428316	82.29386042	15.57807487	112.9325737	35.53050559	42.93594304	1056.080519	29.11032035
SMPD3	70.72102235	140.540597	35.63627466	89.68398839	154.573264	246.5509419	148.9719357	47.62155017	17.258479	70.12682543	44.17497653	66.63623186	116.4670669	15.1723682	30.90533172	328.7366695	516.1544785	27.3493063	99.22270606	23.5940494	53.33653667	1685.7279
SMPDL3B	2.724372492	3.034400379	4.661740608	4.588512766	4.182493252	6.39158455	5.877194227	3.847184414	4.624418991	3.73037929	4.125782205	4.751056832	4.031081011	4.795918331	5.282496017	6.771782908	4.914356682	6.387050179	9.073790284	3.678959719	4.248305374	155.7849254
SOCS1	27.14793524	25.09172222	20.71591309	49.70265419	1230.201795	31.69383195	64.4438491	117.8166952	1034.179076	160.8027185	82.36571476	2300.259226	705.1354113	50.34356835	59.60816677	16.85549775	255.1479692	604.6602261	80.88085602	103.7199643	398.8444411	52.27131121
SP140	881.125548	2397.760361	107.9949811	411.7724421	385.2475659	218.1702966	367.6750359	549.3361922	376.9049927	422.1251624	76.35053504	170.8986502	30.82412721	54.88954044	26.60936953	1001.792706	529.7231104	659.0216126	475.9591297	75.79589461	212.573622	654.2750566
SPAG4	16.39614273	24.95714972	16.94563165	8.399871249	50.78803941	22.84191822	79.5891519	64.66029759	120.1755798	60.34817877	34.0400967	21.82778451	11.61080204	41.63965234	106.8030875	3657.844908	87.31662416	50.08813703	83.87858963	11.74593292	50.70004672	52.47902692
SPIB	3945.300733	5363.4372	116.3915428	106.9259138	78.25416453	272.8204886	111.2439257	74.71026363	74.10530922	67.02484651	57.81514413	1435.057428	31.21088513	75.17714713	73.12638767	128.9672433	88.49719564	12.73818081	98.69157038	57.53286072	40.31588104	83.38153908
SPOCK2	1531.023729	1120.73105	263.011432	995.6524365	650.4634003	594.0103963	2040.442671	3212.756292	1022.450995	3283.92381	175.9842183	132.2193618	118.3071595	211.7278211	172.4173117	433.012581	3128.50636	4263.9774	1757.141517	202.7159891	217.0461442	437.5889734
SSX1	1.658857567	3.900272217	5.167103334	2.161370142	1.479085222	14.77955057	40.80982734	2.493139629	9.812231302	7.384988622	9.739377312	7.46633806	23.76513175	26.03413905	18.90635556	3.286119074	25.44533792	117.0747287	58.08304612	14.99089205	26.61872738	43.12335361
ST3GAL6	66.60162565	34.3893867	357.9772296	27.10829	18.38880596	466.5209967	12.96669349	6.482478073	6.982740503	7.158395479	524.564052	41.07506248	192.2179775	742.8329889	710.1274498	66.14136755	20.88194891	20.23462109	45.97919713	398.9464519	1251.448838	1574.930342
ST6GALNAC4	264.3270269	441.0048109	195.8463286	240.2635016	227.0422204	181.6890388	297.0293513	398.8717851	276.2455792	408.1100167	688.7351586	133.9832531	243.2991012	113.4914762	129.7475492	2093.524176	263.2789632	799.8515516	351.5954793	349.1318417	182.6270057	134.8323638
ST8SIA1	50.56172691	44.96471016	8.218778885	6.718345522	14.10673265	15.88264599	9.129359328	278.4319646	97.33937156	75.93922657	5.382915835	13.60956204	3.807870165	313.2838676	62.58965914	9.741848192	2924.590009	32.76973467	78.19146733	6.257607885	14.96016422	5.018635304
STAP1	3534.504408	1961.960801	21.15804952	299.8706305	435.480525	48.56097434	432.5194514	110.856908	108.0607513	112.0597302	25.9443561	372.9209445	43.53483002	3297.989161	2140.766305	983.2371048	92.39233333	615.5083627	68.95913217	47.63471034	120.7564143	831.8707238
STEAP4	4.42067119	8.353897982	111.873397	8.756230575	17.27184239	800.5703388	10.49185361	2.346954138	3.411622987	4.832288844	5.310285765	22.35085197	26.46384319	33.18345138	43.22283208	7.819769102	3.594013	71.18929282	7.879999289	48.28814175	4.304290172	25.0235825
STXBP6	16.73521702	15.04379369	12.89610083	10.56909	11.99719249	14.80593608	18.76887513	21.45135324	14.46846851	16.13910899	12.90257104	24.24874392	13.12815713	315.8071292	239.9762281	32.06615205	17.85021806	8.586358526	14.44502275	12.40900014	14.61020736	16.29439284
TARDBPP1	42.03948876	48.24713311	9.112054424	13.59143299	31.08142239	62.01117545	56.90002211	38.53463959	63.68405364	20.13104889	40.62396736	4.672469314	6.606824787	18.59746591	23.04525243	11.19206299	29.13250856	4.882051391	104.0260167	30.78464147	22.03505447	47.62167267
TBX21	504.1990666	543.923946	273.2767975	4208.888552	3311.978393	542.1588248	162.9916872	522.1073862	1173.96483	1658.322072	315.8607585	526.5774707	86.6079297	141.1042313	151.2597324	450.3185771	445.5205989	334.0503226	1805.133857	245.4943449	178.261254	242.2058318
TCF7	32.1556293	157.1737661	18.65570294	415.1493446	151.5623553	55.11585006	5181.114553	3207.171426	351.3659373	3170.404097	24.98661146	284.0317902	43.91152808	22.35563875	21.57656523	24.80221189	4668.361682	754.808733	910.6990599	32.56860072	55.65274077	451.3650271
TCL1A	12117.94539	763.1449829	161.4604075	104.9994128	78.2920509	261.7385971	133.6927662	105.523008	62.11998297	106.739179	108.830925	109.218595	72.95993424	50.03226763	93.0399196	493.5179123	138.6741034	108.7230911	106.6455477	90.24888922	122.3968151	259.7561099
TEC	11.26237461	11.13599083	16.29861436	20.22252914	16.45891984	12.87726499	8.992612544	9.646923918	9.195676707	11.99089142	19.98621302	66.07482414	50.36671815	23.41596618	225.4910315	9.61033962	12.7431858	8.92091341	14.80669355	14.62208914	21.16569802	80.57831321
TEP1	13.00060521	15.87747831	16.10571842	181.4004368	91.56873261	11.99606546	13.17735831	95.04661844	15.47869427	98.35605225	8.991936007	69.86793771	112.1957614	13.60384434	5.707248958	6.805956619	8.393614631	9.251815429	9.550904671	48.0734321	12.2359858	8.370970376
TGM5	60.12655552	71.99773897	64.53380501	56.85336746	60.67685001	82.75554452	41.46606342	47.09380347	40.98318506	47.8969765	55.85317965	69.97949464	126.5453946	118.4957283	160.108741	785.5941764	33.23725547	71.18774803	82.63306347	58.75579949	77.88602952	152.1582745
TLR2	81.54272739	113.709418	4560.185304	138.3345347	140.2158809	5374.798483	135.7286165	126.8421582	102.0859478	120.5282543	793.699493	4668.361682	3071.447657	680.7876421	1591.232654	115.9850691	151.8480214	81.98559599	438.5864476	1202.759716	487.1255361	118.7000496
TLR7	49.81426014	102.4990755	570.6516022	31.8438018	10.83895443	20.0870008	58.36525286	9.70690203	7.262313101	7.997221294	34.35052469	966.7052764	546.9250913	33.4472936	22.98087009	37.62419139	36.29565926	49.5799296	84.85721753	35.19591687	60.11520175	158.4344162
TLR8	7.582193721	6.714925465	1522.070253	5.825720142	6.107123818	1719.870237	5.570829264	6.830950912	5.730458788	5.70074897	646.6061428	2380.195799	1082.104258	19.05833985	9.50032415	19.45168576	39.48271435	5.723066082	91.59801705	553.7198288	667.192622	7.370219005
TMEM156	574.4981382	577.0327019	23.45170307	138.8828404	141.9594113	51.44861036	114.8275013	152.9758784	334.197775	168.0820865	26.25281018	17.46905843	21.15896542	23.73534036	29.2534512	771.380008	276.9063479	221.7312302	207.1593629	30.88767375	23.225842	288.5489965
TMEM255A	64.48080982	43.77493033	66.84987758	49.63841616	29.92011687	37.11078102	5.079112797	22.20688826	16.47169916	38.72072177	354.6259629	289.1639534	167.0152257	43.72927667	12.85862889	47.15884594	4.573719127	52.65374427	63.73438687	926.137278	979.6564849	3.957441844
TNFAIP6	267.9179363	259.8916347	233.4391136	123.7740746	145.8185128	3460.952883	36.71555117	94.24800971	79.12333165	81.29435266	347.1638911	19190.61594	325.3643379	253.2624558	2285.704444	141.1803804	63.61546587	131.8853818	147.6840939	245.9512171	8826.486407	203.2806125
TNFRSF10C	44.84631996	28.85121323	237.9058901	20.06638784	37.57632728	3919.76984	25.78013421	57.28934706	44.90546301	27.03922751	48.17879865	42.18070928	75.92997592	79.22645394	82.62208068	27.82084	21.95552174	33.97430589	39.13114743	53.99033577	48.90501431	288.9786687
TNFRSF11A	50.02783296	32.36541213	17.83610862	86.12792797	68.56018671	67.7636041	6.818438323	22.07591774	45.77175188	9.855680429	37.89907656	74.82023836	396.3913895	24.86947846	80.59359524	28.03580356	14.45611207	930.5271046	87.70315573	281.4799185	708.1258587	12.25490482
TNFRSF13B	502.6927279	1498.256342	188.0078881	227.5044918	167.0688665	342.7765361	307.6962383	120.0804247	138.9893405	181.9551888	158.639318	240.986393	171.9065402	163.0912348	187.8628997	1292.53498	181.9526719	379.5542581	372.4166229	167.5646975	186.0239287	290.7927064
TNFRSF17	22.5997525	247.609295	10.1098504	12.50971798	8.910362721	9.35211403	4.347662735	13.44126834	7.947610014	13.81523144	10.59143865	9.409205288	13.52425156	7.227678736	6.534182401	7744.01596	7.855308418	41.18335555	10.04246187	10.59179267	17.5240948	20.98966863
TNFRSF4	15.01956589	14.8278152	17.76981387	195.89287	697.7043267	28.18616394	22.20688826	524.4770391	1997.155963	18.71047795	20.73872674	1462.50333	441.126154	76.94630793	347.3968639	142.8319114	1178.444669	2852.970487	21.35202747	203.4808519	1646.191207	25.15229317
TNFSF14	10.0823446	9.719004464	35.07227527	362.1020637	2050.816822	614.120037	28.21199417	59.18404696	428.3545003	92.31649554	936.6552461	20.45437223	16.04544391	13.49997975	66.46487192	9.555358782	168.835817	258.1350672	17.77460958	17.95365709	8.691520443	291.7775578
TNIP3	14.12983303	31.867553	14.52350675	18.25984636	11.86713177	15.74452103	64.72785062	30.8024485	446.3091826	70.50041584	241.1663751	1192.706587	17.36410025	42.84667423	106.0845587	12.33024148	257.640918	48.14764737	43.91377403	23.11775258	47.4835514	41.53015417
TPSAB1	1102.29779	794.7203184	543.6290931	465.2204213	311.7403372	1033.132677	43.36581215	284.8186666	147.2741095	376.0368021	358.1005731	368.9130231	365.4798555	27467.08759	29437.28907	151.7313169	481.0725006	28.78893808	262.6432093	397.8866549	396.8599394	918.5119625
TRAC	572.5113556	1006.350088	208.9784165	815.6846136	506.0537577	790.0055576	14057.43026	15532.16188	8731.942274	13721.45552	252.2397003	151.3173183	142.6133419	159.567675	187.1669874	215.8269579	20117.66469	19538.4969	3189.238319	215.6237237	255.9384554	880.0902068
TRAF4	194.7986362	450.3805458	28.30245079	54.5480586	70.6081762	48.24388624	35.38777983	88.21790387	248.213136	27.41737791	30.40539832	23.05515036	23.70038398	166.0286165	185.660216	103.831718	107.5017488	48.57230164	40.01034813	39.85889969	30.04309979	80.71335948
TRAT1	13.5847049	15.98508028	6.845897848	25.38745132	41.18448661	10.38229418	2327.160635	2578.359018	1616.337428	816.7413233	13.33976249	6.319098182	4.273621867	33.59153566	35.53946833	17.40314684	1427.702674	448.2961522	1435.573943	10.65205619	29.29706627	193.0502207
TRAV12-2	13.14017301	12.20201385	10.63253287	11.08896426	9.776317635	15.47264026	99.38436963	100.6104917	12.96669349	225.3780296	10.29206918	10.57301826	8.463162241	7.555697662	9.149337627	9.555358782	85.70898291	9.535532796	11.61297377	12.87147163	11.68801662	11.60323881
TRAV13-1	88.73958185	72.48117143	29.72104173	42.45202479	28.3148996	74.99855252	537.6097159	881.5627754	411.162234	463.1984082	23.48775343	37.77736037	12.25757399	66.13800202	35.7585025	40.55965894	707.2496886	138.6945511	76.99469029	32.45267986	36.23428561	29.26235006
TRAV13-2	72.69074036	67.18924471	56.85541485	44.35066443	55.64727919	88.04801861	411.162234	639.8040504	201.5321093	369.2792078	51.02429694	35.79486574	39.12138574	25.93332534	33.83672753	68.66194527	381.3344477	191.405895	38.54870306	41.21658712	67.13601356	55.62918464
TRAV21	119.891114	65.25320664	51.31601583	55.8763643	46.6365232	88.25003141	417.5047308	765.2981535	157.5889451	439.3576224	42.96072752	31.46897563	36.23835539	79.46582934	72.06010035	125.1327277	463.357295	2763.362726	49.08129044	52.02734337	17.85858588	196.2354888
TRAV8-6	24.5564624	22.1433316	34.39428346	18.30217166	15.40291048	65.39316048	317.7910043	396.1200681	172.8402474	244.1129158	25.30927131	19.19569957	13.1991983	22.73939893	36.64150351	18.81035485	439.2288461	676.1350103	22.66646971	24.16870446	22.76541274	23.43793277
TRAV9-2	60.43870697	91.39228534	47.77691068	56.17040361	22.09272622	130.9175576	498.4569511	911.8379139	448.8743703	220.3744213	27.28669595	23.52091869	17.66320162	14.88500975	38.63800306	39.20610994	656.9831726	1958.896333	113.9953881	27.7387923	33.54720142	102.811815
TRBC1	575.8478308	930.328823	78.94320693	4520.50562	2812.593654	181.0122765	12460.73946	10179.78364	3287.836318	8923.922332	56.8335872	223.4955364	131.0995558	114.6022938	47.87130436	525.0492335	16623.7078	19876.20631	5338.319292	189.1209091	145.715446	551.5102039
TRDC	88.17850315	81.15497901	61.01801703	10797.21174	11382.00872	162.1231973	282.0101621	781.3316356	486.8794819	3014.575466	30.12404697	22.31868643	24.26650252	247.3533379	209.0182876	101.0670278	370.2752613	124.6527289	17980.35398	46.6420448	30.42258616	165.8509884
TREM1	415.2301184	236.6369111	1775.188919	79.85743138	95.75746526	8433.289331	116.8363113	67.49889477	71.26574474	102.2864477	603.8863807	194.7254774	184.6497911	285.3975429	685.7072276	211.1048289	101.4843406	66.50026811	574.8694989	222.6374113	317.7853076	377.9594713
TREM2	17.00788201	11.99552131	24.23855513	13.80468131	14.68548476	24.6518745	14.88173325	16.93010618	12.76669965	16.18514962	2158.627387	160.8316593	3999.017687	391.2846329	611.704972	19.32045331	14.95790508	101.0745387	14.19593878	6016.863497	928.15125	16.04376238
TREML2	70.53816317	20.8510013	40.72889444	55.01920603	123.3281827	1082.741035	50.87816452	18.783374	52.41361977	23.09902116	27.33242059	32.02053189	32.60848091	101.9682716	38.88556376	42.35560264	57.35568408	59.68920701	35.87929016	32.7416014	27.32785335	577.2525196
TRIB2	1848.219528	915.3236717	123.0323791	1307.778436	1049.5197	155.8993479	2278.453629	2377.362513	275.8348106	1138.062023	152.1388719	71.30464757	22.3637411	1949.185675	1394.871276	262.8037637	5890.338133	839.9304115	754.1562238	255.2096152	126.8179678	311.6530554
TRPM4	7.691250656	6.199378707	18.36114786	7.443654876	7.702553769	10.22097545	17.98120025	9.463569762	9.520155138	7.796755019	14.40413982	248.6383328	237.2475823	16.83475086	16.02878528	63.7178043	11.62316713	6.76116021	8.48672507	28.55293563	34.88330592	22.68943065
TRPM6	45.92245257	35.63102651	35.69642216	22.10779339	30.99587635	220.431397	16.86720259	31.1038533	63.79022174	25.76719358	27.7197468	22.77650595	16.04544391	20.64070077	17.97104758	64.55045854	32.92379314	19.946392	59.15056029	21.83288519	33.4402678	515.1758508
TSHR	19.81562324	17.26446055	14.29339998	20.15779147	12.75467855	18.38429613	11.34522644	13.71677829	7.644655016	11.64652927	15.60070061	9.442115885	7.808323788	20.59108368	9.980145399	95.35040447	236.3005486	11.89081812	15.28593998	19.79865996	22.62901303	17.61165132
TTC38	24.85041048	25.03368325	105.6462644	2894.462666	662.1427421	47.0570675	118.0039289	26.49834722	57.41736661	374.209498	91.99909893	437.3613074	328.9820884	458.4207043	370.5910615	39.64729475	172.2330604	43.28600708	427.6618803	95.294272	143.9588074	155.2070688
TXK	309.7698509	195.384424	62.96991111	1564.533681	2015.56144	173.9732072	1384.385645	426.3148568	175.3835932	676.0594416	64.00962037	86.84214478	154.3565359	173.7054259	201.212217	85.82317784	206.762571	166.3675052	319.0374935	82.39792906	85.15990882	201.2173366
TYR	15.49172903	15.24296718	14.06800259	71.99864479	51.17855685	150.834091	44.38209766	197.0884279	37.45017394	10.627147	36.31423107	25.02917588	31.80183546	142.7673868	104.4652597	15.0813304	6.818438323	1778.505105	304.5548851	32.73142982	12.31353089	13.13836219
UBASH3A	10.12600478	12.70263006	6.105136566	6.038374156	8.533286435	10.09959562	2177.794994	714.9395195	203.0783034	876.3804334	4.993003471	8.795522384	8.195551244	13.69796446	17.94318894	8.087608443	935.0097588	1376.318036	319.0941238	4.841232059	5.677166893	59.1375484
UGT1A8	680.5299008	471.1925779	91.50678971	78.13378227	85.31836726	336.4203983	98.52007343	123.3281827	101.445586	82.13823081	96.13395165	55.51233152	55.04284584	63.86973215	59.03064075	163.9010445	93.50382185	450.365002	462.5102909	85.82524233	54.24689175	97.15471911
UGT2B17	29.46022982	12.69818111	7.244351309	4.743273044	6.482478073	8.791555748	5.049784849	5.598819437	4.541614018	3.976053906	6.408970503	7.748155333	7.395068314	5.248499675	5.642280383	309.8818349	7.819769102	8.39783357	10.13915266	6.871949567	9.056114065	9.001148941
UPK3A	15.1818271	14.61683336	215.8718015	10.8839878	9.961241592	18.54314925	13.15225266	13.64441885	20.18467535	10.97861145	12.12418525	6.818438323	7.6068206	10.7435039	15.4131337	17.258479	10.91012024	20.9331605	16.61685711	10.60159881	15.10114829	25.62748279
VILL	29.52223049	34.59261182	97.78124023	215.5413192	39.83941898	20.88408586	693.1658136	500.1222764	32.85440556	434.2235247	43.06693373	305.4093323	129.9134995	102.4969037	138.1446793	53.86489096	445.3565484	38.85635157	209.2510089	21.08681353	20.96596084	23.66126097
VNN1	22.95842907	21.92466999	1024.700138	62.57962649	27.08777116	894.8557203	29.07388553	11.49823256	6.881696305	12.26655159	924.7365315	12.28113965	120.6402118	68.02099242	40.75362109	16.71107549	4.556712661	50.60131657	119.8944937	158.589962	37.60366073	64.48867363
VNN2	64.9845649	79.68108191	3300.115435	600.7634958	133.9832531	18515.3558	574.7325605	87.43886769	7.680556652	445.4839483	462.8123954	6.198523194	8.255798098	242.3176356	17.98841772	51.04583679	183.1808863	81.25132533	1027.324135	6.33332463	7.339096499	9.753158043
VNN3	30.92999926	32.29662574	187.5997533	22.08322245	44.53194026	2232.466996	58.33320422	28.54732378	26.89503329	13.07856517	28.65180995	70.96791001	60.50951351	47.36063389	42.19644363	10.57301826	36.41518352	85.4261616	38.72160006	19.03566519	20.43299213	79.94263155
VPREB3	3778.568055	2591.601205	136.159858	126.7365483	114.2787683	157.9569892	38.11603592	166.1221545	154.18198	89.69557529	88.97247865	156.4260981	111.6979924	73.26322789	68.47189386	404.2572521	86.99944061	335.2264761	155.1026171	91.99785705	129.4706451	89.86960473
WNT5B	11.75096777	11.14541251	15.97840064	6.098592957	9.789026033	15.95349649	6.818438323	8.393614631	9.272327825	10.61879975	11.93775629	11.1694943	533.28442	23.59480205	13.46299768	48.95771465	17.98120025	11.6468939	10.98399056	99.77388102	132.7650466	12.38883289
WNT7A	12.86019319	17.53933245	56.25300857	11.09709075	13.79321282	21.34233197	230.7618491	87.39996412	46.54002774	101.4088521	20.27568968	23.34134802	10.34392287	21.12626859	16.1427751	20.33283198	100.096916	51.70572802	34.57067229	17.52213467	28.44004811	57.16727492
ZAP70	13.7050941	12.81144157	38.05970681	4781.948859	1772.000761	70.04945364	4287.536344	2667.26621	772.7826189	3230.539852	18.46666377	25.55686935	32.52035914	24.08409421	38.3203582	13.36812571	7380.970003	1758.634939	1422.384713	19.14980044	26.83408716	185.4848873
ZBP1	35.84871042	74.5068251	24.54237397	499.9477503	127.0420484	269.6190106	184.7781077	162.5267903	27.55771004	149.2911945	14.89516342	16.16358042	22.09272622	13.08437525	28.70340729	450.6459844	71.30464757	144.075716	106.9247563	10.54629785	25.50635842	143.7111215
ZBTB10	152.6895498	99.22415511	62.01375558	122.4353858	106.5387015	20.31580867	109.5758377	91.36792646	83.06394836	99.88073058	65.65921306	222.3082742	74.03494821	117.0610741	216.3804759	95.56043531	1221.65228	4.246104982	179.029292	76.59712517	773.9507313	144.6296186
ZBTB32	9.857216379	193.1962311	10.52648555	16.3475771	12.38711595	12.27627866	29.13250856	7.771095444	187.3923151	27.83511	10.28530289	223.0243338	14.98197508	11.02017204	8.852017078	12.93200847	24.71873759	112.5857434	29.81729559	10.56712858	71.90536722	57.7649518
ZFP36L2	923.602815	661.8816941	1341.516598	915.0156182	263.103889	517.338976	357.0079722	3731.327234	366.0960572	3227.833526	297.4815667	23.57209837	303.5769537	34.42499963	54.25282854	485.6449165	641.8482849	2943.240501	154.9349031	532.3725666	124.3001947	311.9773023
ZNF135	94.28786122	16.31493562	3.860059178	151.1023562	79.04663522	1.926397343	96.20392388	15.80624293	3.236183763	64.5605419	8.519318271	4.99336445	39.75712842	24.37863287	14.23180261	11.40281159	31.1690733	3.228407856	42.87083843	8.279532213	2.420046884	99.10011749
ZNF165	6.421545431	4.431621524	2.66873461	7.023083197	4.897631255	5.357879252	33.67116463	2.724372492	45.2032616	3.190692616	2.372973625	4.23966252	6.080237169	4.450391447	3.139406165	74.30319945	6.147205936	5.925447852	4.898005565	2.415107373	1.83777562	5690.382767
ZNF204P	77.87689746	42.94621317	29.90974572	37.01330204	32.9745764	27.48554596	400.6631845	168.8951305	40.0906413	151.9597341	26.84363388	33.02123349	27.46127525	38.88746337	25.20670047	41.07506248	52.22897356	83.76317704	129.5986466	25.55386032	36.16594047	65.48783698
ZNF222	9.800664188	7.20321789	19.8606097	92.27882159	91.80829026	26.82559709	56.64251081	15.0813304	15.58990295	71.91125741	70.82485981	47.02936831	148.6222178	222.5736107	211.4937423	11.69136762	182.9389251	10.02779726	13.84326232	86.41818993	39.91834899	346.5564511
ZNF286A	737.8599039	331.9087607	11.04393742	225.4077006	199.2998879	441.3134689	5.598819437	169.3131278	190.8748431	218.2270364	13.50584518	36.038732	21.87563888	77.84039621	25.83329275	73.88202193	118.138051	136.8685992	246.5038172	15.08086286	280.7699313	7.473171396
ZNF324	28.21199417	23.46442356	28.71444884	44.94117978	42.90224117	35.42469786	348.190389	27.16912681	24.0557628	32.01125825	26.20331776	37.88295257	112.914142	30.19634282	45.77517474	21.1733262	179.5864792	63.46545944	45.38499365	25.24781608	23.83651935	35.29328382
ZNF442	19.71319664	22.44753254	12.30022875	21.77015125	40.95236426	20.15752219	8.980486469	9.182953598	3.103039674	32.11029942	31.35256239	71.64242608	36.61226829	79.06662655	3.646156403	19.39158332	44.70063347	47.38616861	180.8575692	48.30333449	96.00867374	40.29650854
