Gene,CD14_positive_monocyte,CD16_positive_monocyte,CD4_positive_alpha_beta_T_cell,CD56bright_natural_killer_cell,CD56dim_natural_killer_cell,CD8_positive_alpha_beta_T_cell,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,macrophage_m0,macrophage_m1,macrophage_m2,memory_B_cell,myeloid_dendritic_cell,naive_B_cell,neutrophil,plasma_cell,plasmacytoid_dendritic_cell
OLFM1,37.2023752743,55.5957250994,19.5017648162,17.6128246225,13.3920558816,15.3121072029,17.2473708169,11.5026810638,18.0344960578,12.701929448,19.2063854875,23.4782401836,23.8366361129,21.1287976973,13.6035286811,24.9653632552,13.0159122077,18.5558710725,18.2394040848,25.8238207996
OR2F1,18.7656117,13.921443044,18.1424291526,15.2880381946,15.638387267,12.856057756,24.352628566,10.1001942475,20.9229567,13.3512062346,15.1985176275,20.7821099103,9.7270192172,9.9474810621,11.7585450442,12.7617706612,14.7054654552,18.9402820708,18.9596940195,17.3033775607
OR2J2,13.3275987155,14.8639424851,14.1754685257,11.6268981452,7.6450690003,9.6886083054,14.4778087274,12.4292015007,7.9616517982,9.1192873606,9.1340796976,23.9369193689,8.2062247185,8.2621440954,10.8305204482,13.6810185882,12.4820215604,15.812214452,10.8170184582,31.4535873716
ORM1,24.1427618456,22.1961420355,17.5260990159,15.9454088146,12.4992703918,16.9112300634,16.8101258912,21.4901473112,12.7152558436,8.1456584418,14.8878710241,43.1834700914,71.6074991191,15.6340661672,16.1829762928,15.7226776857,15.9225927634,185.8752814716,15.6965992235,50.7615616718
OSBPL10,16.3402691693,11.2294828899,19.3878389116,18.609008877,20.4900864524,18.3711161642,16.2629186087,11.4863943145,22.9771818811,19.3805668158,23.4201945604,20.3640021309,16.2018211503,23.0933570153,104.86993862,16.4732230283,105.2785230146,21.347561214,48.3828619425,14.9385252171
PALLD,52.1107866944,43.4040973616,25.1429924794,60.3961994602,34.0097198554,22.0000184168,59.617679515,660.4177086446,10.1330696753,17.9831175316,22.7582382394,90.7179326183,64.22008231,322.8395318535,25.6490880708,127.0726754045,25.6123871951,20.771899648,14.1709447831,55.3909787271
PANX1,49.1837979869,50.3696546552,46.1991678912,50.0025085333,80.050548401,44.6153408062,57.9197522725,23.5165345119,29.9826790648,63.785534431,36.4783394965,48.9195025561,93.9269787784,38.5361558051,34.6667810385,53.3975965132,25.5423917077,24.1713017604,33.607997958,22.6454554291
PAX5,23.4441257069,15.4584011826,18.6752711586,20.578075183,21.4455640543,22.3466671494,23.5336747968,9.2783382304,35.3188893593,20.027486399,38.7347853453,22.0522076776,12.4321525983,10.2606426319,169.2611703798,16.9724920674,212.0252857136,24.081326062,43.3290565209,40.0094804997
PCGF2,24.9424096249,42.002228085,27.8505905918,23.9077890016,24.7596454327,24.0797379164,29.8830974861,15.0317034546,21.8717801869,28.4744064858,30.2580836465,25.2685746113,54.5211579572,38.4165852328,29.0003302348,21.7540217817,28.8588024614,34.7081638541,47.6277853605,179.9496030909
PDGFB,23.7858012537,19.348624758,23.7937756998,21.254071421,14.802610541,22.1011258415,21.497696082,21.5474931705,18.7980338303,15.1829141489,22.140192108,32.4305764541,31.8521799027,39.577951182,18.2797320778,29.783514428,23.8990412416,21.9189288959,24.1588388408,132.1503550624
PDK4,68.8026999836,123.6134414652,22.0745130367,20.5818434405,15.1846647561,14.7337155242,15.1433744144,19.41077844,125.2055514312,10.2740539712,22.5850626997,26.7538025988,32.039132654,41.8729151754,14.5810636193,32.8007228345,21.1842502042,36.611014964,14.6207215189,23.4581802642
PGLYRP1,26.5287510087,21.3977660947,21.1532056069,20.2761390471,17.987481594,18.5787045226,20.6609282161,30.7031689652,53.2046371517,8.959321575,23.0137811771,45.0774520113,16.9733048906,17.5649387328,14.7484007255,16.8930252018,16.8984760061,169.4718448743,22.0972805438,21.5438993344
PHEX,18.7627019861,15.9330514995,23.6882834948,17.6463536566,14.8053122865,22.5783386913,15.9942777337,16.708633573,19.5016023833,22.0246067413,9.9250409104,16.4550605038,13.0856575364,13.1232024745,21.8654994521,17.8084530641,22.6047145117,30.8425842814,31.3345757969,116.5278916296
PI3,33.5527768049,14.9690027466,18.8127958985,34.3754554515,16.0427117139,16.402216209,15.019608918,12.8681738411,15.9931770403,14.5841909594,13.1281970718,30.7730696752,18.5902680759,12.4918559121,20.6320427205,14.66668139,25.1435673453,486.9529894876,17.4070453532,21.8515523339
PIK3CG,42.0216534994,143.0564555603,58.9787754335,102.4660154646,146.0602812928,50.7120665898,31.6818128328,184.5952155124,66.9416154978,65.6642376074,34.4516109862,36.3715768229,85.420993885,81.7127390551,68.211915224,88.2627671373,73.0946647306,121.6946636015,25.7891712188,53.9722312521
PLAT,12.7671672682,11.0831743198,17.8518732955,18.6301377492,18.9446179579,11.1476674255,312.298202462,16.1723168223,17.5393431578,15.8048915833,11.0814718589,13.3769573507,14.3895542993,11.1570771756,13.0355305806,23.9216333561,15.9115202585,21.2118344094,11.2663138263,19.2974076106
POU2AF1,18.1922977774,9.6927277297,41.1052620775,23.0480920561,22.3530883058,26.7126519333,12.9604194464,17.6527166919,80.29676955,20.443177565,23.8555640598,25.8795454993,13.4418542367,16.7214804045,579.4564008411,14.4425162185,793.3270890625,22.9544476726,1310.106229217,22.6104889421
PPA1,427.7470603625,362.7888701339,369.0317681363,137.4205704003,142.9054878294,423.1915340749,322.1897950993,93.8838271248,123.4163002211,793.8150404259,1293.448964331,241.3422967498,883.8645712364,284.5844176291,419.2890919863,890.925261482,277.6064136924,69.6937820223,802.6122966881,88.079506316
PRKCDBP,28.7423319986,14.3224731549,28.4017009603,21.20868645,23.9867813724,19.8585874808,14.1273478012,25.9136598279,33.7452777141,19.7129611848,10.9638711425,62.9638251671,86.782184285,61.9677625558,13.2532074372,81.667445446,14.3270485051,21.074361278,17.8627544596,43.0948771081
PROM1,12.4050490972,11.005327873,17.0483903366,20.4237554296,13.1831782576,13.7756883796,16.3859680957,50.3032461202,39.6722477474,16.2933289126,482.323548131,20.7632792366,8.9046866467,12.9749650499,12.1365548938,14.4047140891,10.9997488103,25.8065338941,12.7086727534,22.2982429526
PRR5,24.5899360528,48.4788077382,53.4617840424,53.6129555492,56.8997547643,103.0902470691,25.9099215261,22.2870930417,16.698144317,52.2410204913,68.2068745769,30.9443901323,39.218155769,35.8926020988,40.2804458236,20.416525524,26.3698590486,26.1590010567,53.6689155771,52.8082479214
PSAT1,25.6918575073,13.4420995095,47.4081750113,40.8473356496,14.3895296365,46.8931408431,159.275684548,13.2727098586,15.190059511,168.1741602956,28.7146306063,51.9048923664,27.6171244802,24.6517047273,57.121704616,19.2540963369,30.480607634,24.810619257,207.3784957271,39.0056604482
PTPN13,11.9274130141,27.8048782415,28.3516348625,18.9355445098,18.4042091461,9.5171586086,9.7723160028,13.2680101146,25.724642289,13.9572835827,9.7407820488,29.5697039696,10.5964479605,11.9772099821,13.4450712101,17.116206661,11.1630195896,18.8316152403,7.5036600496,15.6794629748
PTPRK,11.0419736413,9.9163789792,19.6879845826,15.2737182528,9.662547653,33.0911658421,34.8772991277,13.7701522079,39.1243572482,14.3317484695,10.062623124,14.1953445158,9.3482261967,7.0119893111,50.5643772475,18.4687390965,83.3268930972,19.1953158894,43.8442648791,16.0342334831
PTPRS,20.2108582654,20.141727283,19.6772603876,17.7558434778,19.4100668959,17.8988168156,16.8589685981,24.1304061882,12.6153279545,13.2397311462,20.9189083419,26.28942443,14.6240338435,15.1166176288,20.3165183883,21.051771152,17.8270928054,24.4306264977,13.9350244053,91.5595409866
PTTG2,13.2410065653,13.2117934292,27.9064845841,34.9448261794,9.3379618323,26.1508580787,18.6406306076,25.4424344839,12.8229007141,17.9851433804,8.5462233918,23.5415269281,47.7059212795,43.3867174763,17.3330566686,20.5478194653,20.322344387,26.94273621,9.5510347202,45.2140469582
QPRT,26.07350879,56.5707047869,28.5047683306,28.995796252,28.56441514,26.6474526056,93.1780836932,29.6011487742,17.2496999567,29.609979778,82.6807979585,41.0534920133,47.8285895274,262.2195692128,20.0687411406,43.4043987269,16.628458771,30.655330909,100.2792326287,71.9152789118
RAB9A,202.109962578,230.459045931,115.5462833462,164.4978571059,193.0434134708,168.4145525242,94.8180035305,231.1462732423,142.7202765678,213.0015104754,213.2617836289,210.0232278445,334.0773053886,314.4834704454,117.6899621107,759.2464685904,112.656082878,136.1018168323,198.7262440835,159.4117157183
RAMP1,27.5663167781,20.2362754687,30.1639723814,60.1460050935,48.186293068,29.8386142247,29.2072100045,15.5241459982,22.904495245,43.1231342011,42.5370094711,33.5863929231,22.1384706785,192.5926090891,22.0824958985,149.7213396495,20.7638077039,35.9037090293,44.5922728846,124.1676548203
RARRES2,17.3661980316,24.3261632517,18.2510940451,13.9372809437,26.5487260256,14.9385403279,9.3046410757,18.6040197242,20.6626307335,11.145489528,19.9575533509,22.8004139029,17.2302264054,14.7752976425,21.000169012,23.1060296376,19.1519989805,36.1118420979,13.3930145017,265.7376513663
RETN,89.125021597,76.8064368757,30.156368845,23.9156844069,24.1284852813,23.7979830692,22.3853710512,24.0713145862,15.5515117904,18.6093325636,30.8080570662,25.8334407807,15.7025327083,13.8078235381,17.0786142421,24.3272347925,15.5290691722,41.769624601,22.4010266632,31.9637174918
RNASE1,22.7834296552,20.3652566555,20.1951375551,16.3624903977,19.8105012122,14.8343571058,18.6368317185,16.3981199987,18.8808899594,12.9934631731,25.7584810801,535.9002635194,98.1899929365,293.2965945601,14.8628701632,54.1493810935,19.0777296796,21.7830919957,19.0995384082,48.5273553357
RNASE4,71.0216946956,28.6183543016,24.3212779362,16.6377855301,17.1255564348,14.1252288854,12.0807421771,22.2150306205,8.2834444732,19.9459305777,20.179160307,34.5530437729,40.4942571319,42.0100047742,34.9804062303,38.0324011403,15.3066517638,19.3383864099,39.5869518671,22.3222936413
RNF122,54.7155638554,121.3380481634,38.8065487052,39.7270658487,39.7272343194,37.6399754401,35.3669363459,52.9428588512,62.4067690853,35.7851097377,38.8280647855,60.2005426291,33.3375480591,31.9262276977,33.3194471184,41.3278671266,48.4696589122,92.6941580921,148.0699682088,32.2102100466
RPL7,164.1361825043,248.2016049483,393.3765808705,96.4898514774,852.59508735,420.372668568,126.8657873962,298.8231917557,98.3391921767,118.7687504686,330.1201538103,63.0558881513,121.9572101664,185.1928810156,504.558697277,388.1344989685,1033.5746325825,87.5062763611,217.9953439871,79.7605861827
RRAS,108.6019515103,388.5406402521,73.4113872911,41.6367761643,43.2836451033,38.4275171193,37.1950314429,44.8692550256,12.8420608229,31.2351431131,34.6717219983,129.8714139341,271.2748251768,203.6275942059,21.4621547583,99.0314457315,27.64082708,21.897825288,43.1669350429,102.0122779364
S100A12,655.9390706319,103.5363810713,46.0308480095,71.4796776086,29.626233464,27.2597006303,20.5600174438,19.9815760769,43.8215957546,14.7543004335,58.425356148,20.0165160954,31.0956488492,13.012203543,14.8213363109,39.9950359002,14.0445528413,617.9793152161,123.8185102889,11.8343221178
S100B,9.6015375566,10.4524263399,11.9424836045,34.3565984339,18.7901786891,22.3286545094,11.8738991625,9.7625086217,10.5035542756,9.2719489434,8.3891091207,20.2388008706,10.358642534,11.899716531,10.0430272766,29.6743107414,9.9715370071,11.6567432912,10.1056810774,15.5141533116
S100P,117.6682209257,91.2276348803,34.5113342803,28.5515154499,25.2312240656,28.0683051986,43.5865506412,702.5883217972,1026.4920390697,25.0519459419,46.2706195448,30.9200705134,27.5295918658,20.798301493,17.9618124676,16.1208751007,15.494394912,741.1481276098,35.4236328902,16.0952042455
SCRN1,85.1375685855,225.9672476861,33.9151585953,67.6891444526,141.0246584477,43.2388251741,33.3141775388,99.0209042473,84.3181158307,30.4010791391,196.3909824509,30.8746284989,73.293637017,90.3853344693,230.924320377,134.7837020414,126.5826759198,42.8154614768,168.3179439828,114.8149179144
SDC1,20.626485745,24.6039692738,24.6051423905,16.4028894274,23.5205029361,19.2197570324,19.1065548811,28.0420808985,16.316514681,15.8329750828,21.8616877172,37.5332700851,25.5544591325,31.1272489961,24.5569892371,31.5590533748,24.7988753578,26.7896650759,996.5638323171,47.3893212348
SEC63,52.2043474606,64.6492069849,77.7309726878,53.7708767126,227.4743361207,78.1760379293,61.1427572891,65.9503753932,80.9204448735,70.5020980716,78.2171855868,40.254247235,39.4664440946,44.3402711154,95.050500305,65.9382005692,101.0408738271,55.6338199414,149.4175286785,63.673806271
SERPINF2,22.7179279983,18.7168372609,20.7661679413,23.0710057433,15.7536272111,17.8234781163,24.2516847625,15.2701620878,8.4189590368,16.9233749104,20.4842420254,26.4270749721,22.9689836138,27.1004630417,19.522715298,37.7837583805,25.1654072495,21.0277731241,29.9153224587,178.7805911899
SETBP1,25.1255142859,79.1807274836,28.0889249918,86.325128297,140.0161993192,36.941034389,11.2999734112,32.2871000155,31.0129325747,67.9032980659,45.5551319653,21.2440053655,17.2059778325,20.8123126979,157.685031215,27.9384703155,149.4771372688,26.2269044857,77.9559593166,62.1369964007
SF3A3,109.4477110786,273.0136464336,191.0306860703,106.430659574,188.1798452012,191.0686657101,76.5654121514,263.9163199702,70.5365348905,165.7063708056,220.032351828,115.0015053278,146.5464828826,184.9975743111,95.6006585343,221.1218099715,96.6583586139,90.5625119689,54.3154928135,77.4522236644
SFTPD,26.135152073,111.0084148655,19.814971301,15.6863971031,27.5103497515,13.7365666649,16.9312023572,15.2497737263,10.3207703857,9.6961785196,13.4081057205,21.637850909,11.7608540267,17.6792070881,10.9541358806,32.9134682399,12.1158797933,21.0069756076,9.9814067472,25.8940582705
SFXN3,79.386929251,104.4240825024,62.7997599999,65.4576732518,146.8795384768,70.1371737789,140.5627140397,52.2150665512,77.0727744845,67.0042591335,59.2824615845,163.6813683468,49.6750807188,52.5494577708,32.319372861,60.7843149474,22.7317235217,59.4115488538,26.1678219262,53.8256617694
SH3BP2,61.6090323313,78.3142549509,42.0223167361,73.5103077411,77.2912728083,46.301601467,25.0276186096,24.3187856057,64.2292616963,37.3746721352,25.4385035659,34.9419523108,29.5625660337,28.1842690768,44.2139935253,36.8881831011,78.1684329592,89.6996589736,26.6563633601,28.2509880665
SIDT1,23.9327604304,30.6017107792,80.3337202105,65.2425293618,141.0752991531,87.9541974211,17.8658606397,50.3329630147,34.0996006128,120.1096966187,54.5811677808,40.8384130567,14.0486354245,13.8906268433,167.5136467376,27.397941372,252.9932428693,37.560113696,66.1333142076,56.1918393513
SIGLEC6,22.0111765145,30.1714699322,27.619728355,28.0861524482,28.7529300748,21.3414742855,149.1954657489,39.9843240981,27.3151621121,21.0184300096,14.9577679402,34.5167315343,17.2076567795,20.7425562362,65.9137513981,22.4868878285,31.3811657348,33.3182282029,18.9462169287,77.8289725418
SLC12A3,21.1323579278,26.6807296745,19.1611441654,14.6539285075,16.3081771533,17.7212051515,19.6686117954,13.5849495336,15.883879019,13.1076826771,20.4777827721,24.5230419166,11.6213122784,11.1007208934,22.5019706835,17.9575391615,18.5733627806,24.8925894556,22.9176796181,64.9354782158
SLC15A3,258.0951100697,457.1806370875,45.33917472,29.0927985047,40.4139795523,24.4990450989,28.3751642066,31.6511783315,17.1880376164,10.0732511264,54.4501423747,550.0792844484,1508.4146745724,1224.5079162148,68.7147930859,371.4928174818,86.7748669362,331.8926128316,50.3409334316,47.5473336638
SLC17A5,52.4115996107,55.0744099063,53.2764510583,33.7602552214,44.4319642878,40.9128307233,62.5905417155,18.6669906929,28.4071417723,53.9786676789,58.7379104475,204.9202752322,23.0112729268,37.038666066,44.3698691148,36.0645038502,42.4173103997,70.2530470542,105.0966430325,30.6566591855
SLC1A4,40.3256977311,74.9006715768,37.7764114853,48.3557075439,55.3191011099,40.8873703519,61.8466740183,88.1757623261,31.8844375746,134.1914707503,75.4165303941,84.8798770389,117.3956521186,53.0885368299,80.5525565936,62.4831961781,68.9406537208,34.5222467983,392.2194169898,100.4738568526
SLC38A1,28.9473144543,24.7092062497,310.1665763085,139.4567177774,377.6814612262,424.8822756778,40.4020333838,67.8236308631,224.9806248989,264.4554387912,153.1676681621,24.9556681528,21.8265774346,21.1531764652,298.4439710709,104.8000415458,488.0248688765,62.9613999411,306.882128779,71.1997803458
SLC4A1AP,72.0420718671,54.3338145739,77.1160886881,66.8354748355,250.10063077,92.1813890018,48.2552198135,91.5972228512,57.7127903686,105.2142122196,71.1211724376,69.7516024697,73.5290139611,71.1015567677,84.0798263247,66.3374413252,83.4689213572,72.0946285993,64.3932941644,27.3635156972
SLC6A13,28.7714767144,22.954601599,25.7696105639,36.7278114469,20.9804873805,26.8406653914,33.8439042299,35.264913653,26.5296149037,25.0379851723,15.4941011244,29.1926452909,41.5794298033,36.1146884094,24.5696721108,19.4379595142,20.435571061,33.0853618338,75.4196905035,123.9946538707
SLC7A7,1028.398024382,1426.3528206839,71.8339935337,55.3557872189,59.0445889942,30.8227214581,47.5934651026,33.2857826542,39.2079445056,21.6476256936,97.776392731,209.8148734705,1257.3009770479,647.2501265283,135.1840478465,161.7636613784,169.2379733549,181.1256904883,275.0393351343,16.8207414475
SLC9A3R1,156.9022663085,398.128084572,267.3826495414,248.7955009233,225.6541486878,345.9535606953,87.5844683765,652.3208140892,249.9117764126,366.1769560506,149.0533337997,55.5251864864,115.4442624986,97.9443469317,90.7157952521,100.5642059771,83.4075849923,240.0971137557,196.4708115171,20.2571293504
SLCO2B1,22.3315283104,24.0669256618,17.7445885262,17.7577018477,13.8595782499,14.8330888056,66.4114310352,18.1155649307,17.5873669836,16.0216242984,28.0210231989,357.9874635679,144.3793028456,353.0585678475,14.8006006074,39.6336404508,13.7286119815,24.2805276102,25.3927150712,31.1588485864
SMARCD3,75.8848379123,51.7634154785,34.8505065118,22.967104502,30.6551008303,30.1882187863,36.3284428456,21.4046600711,13.8458679475,17.4448014116,32.2335120294,19.716190059,38.1950704674,36.7577179123,19.6657200801,23.8970480413,18.0179341988,33.6302494407,19.4542020983,29.0632070811
SOCS2,20.3634827953,16.4890475832,64.0103896904,55.1339237794,66.6358630902,41.6919539181,71.3524917429,1285.0608025694,54.2990960339,114.5561208304,119.3934799123,27.1580964471,51.8944701697,30.6629617457,25.2267074351,46.505507821,19.5382015113,40.2458249275,38.5043352763,17.148115828
SPAG4,15.264936379,12.157390328,20.4866638198,19.8345790579,19.1584380533,19.6692955548,39.7078111488,28.4516239148,14.2497346859,27.3984507787,19.1433346686,24.2499007723,21.6151678849,18.6067781529,11.4785983811,17.2408591908,11.3257254154,28.8121741217,371.1807180533,35.8677104773
STAB2,18.5407498852,22.5286093901,19.7682593534,13.7136160142,12.8495387128,14.3923143156,18.5867731971,14.8697155216,17.7912541597,11.6034721918,19.2657536901,26.6212055609,9.2101468872,7.1475356144,15.571111002,16.8427198734,18.3063288497,17.7718783804,29.2512014651,28.8270138758
STEAP4,36.0846401147,16.2014240057,14.1493873701,13.5362779519,11.6472939588,10.4754746772,15.9564558484,20.3724948279,13.2621407989,10.1647014358,9.0085936552,15.4953610531,12.7813172168,13.0298120503,10.5765404008,17.8268633857,9.1191412127,197.0155245139,5.9821496353,15.1729199669
SYNE1,17.8183469668,13.062744784,23.5586851045,39.4971488441,163.1145958179,40.1150463052,17.4266933032,16.3427847355,192.2720732408,21.1286586398,14.2567632145,18.0850114759,15.6416582992,19.5582294386,40.6319927009,19.4517262,69.6829796379,27.9037771558,21.1661035811,17.017514587
TAGLN,48.9930519655,122.8996578567,28.8725171491,30.253449157,29.5419609782,22.6342310162,23.9309937618,51.7778570433,29.1399708691,26.5308002864,27.3897366843,23.9471121276,47.473968296,43.97621193,37.7099293737,38.5943791214,48.6469362134,36.827382381,25.703237042,28.3266110626
TBC1D8,73.2445696705,184.5374777987,32.1559919015,28.4844604791,40.4352913655,22.7486506348,41.9387514341,38.6526980843,34.0793690993,22.8392444931,29.3049073674,47.224905166,89.9754404774,75.5850879874,26.3022643331,122.218009878,27.2540785621,41.4148448165,22.5297196291,31.0289541677
TCL1A,27.0888358883,20.9584073365,30.9781104748,22.5362612009,15.0894985618,26.9656161294,18.9748992484,16.7905436525,34.2385718695,22.2899495606,51.3043794747,26.7614260287,14.6269836495,13.3429630158,67.1926973081,18.1870602774,793.8900315226,35.2503000376,58.3929452022,257.2627460896
TFEC,85.9693849378,24.0011958963,15.6307998389,22.6955694802,13.3963332021,13.6959219919,14.9405363428,15.1007722039,16.8800910656,17.1010148256,53.5900113518,54.2977031234,44.3744565745,53.039232732,34.2739171136,49.7800441822,15.1464782833,29.9024702084,13.1997000471,54.6337441333
TGM3,20.7845676768,20.9062195909,18.1101542015,17.6013214008,16.1651352252,19.1683343326,19.6022737256,31.5275704101,18.4593723188,20.6168263516,13.5606102153,27.6960138105,18.6434154884,15.8494890757,16.3006335419,24.3911997892,18.6720024435,155.5047554686,26.3551501709,37.6076960035
TLL1,8.5709436462,13.9319627322,11.4463122429,11.9612602217,12.2067787596,9.1656934672,8.211164121,14.3111246502,14.5981818271,11.2993882237,5.5518382919,12.4529520117,7.3362035401,7.513473094,9.8538944853,13.3383756292,9.8061588609,19.5298723713,8.0114060341,95.1103661265
TLR5,131.5470643165,130.5966791118,40.4477328767,29.1729263507,23.757186047,23.7139759607,21.4337387152,16.3665587814,24.1873464895,21.2850876571,22.2544579971,89.1178511951,42.207720278,96.719577212,17.4607716003,39.3063362088,19.8431742887,95.8330173573,22.1796017946,19.809177824
TLR8,213.8319908868,197.1090525738,25.793748956,31.4814977666,24.1885231636,12.2534031209,12.3906287337,16.0699978171,14.2681546473,12.1038411028,19.1985042705,69.9545814102,160.354789216,88.4265375438,10.1970707437,82.842295969,9.3266441709,292.4206308454,10.6454647791,22.7995403565
TM4SF5,16.7956390894,13.7543382928,17.0531587088,10.9512447164,14.8928319754,17.3652419907,21.415563764,8.3251647594,11.5533841209,13.4775097833,15.1826601312,18.9414266706,7.056286677,7.1458072873,13.5144633406,16.9866160213,13.1442807492,19.0709969858,48.5767642403,22.3797220296
TMC6,76.3832897823,219.0220998718,151.5296969403,145.3284357571,75.4769476931,143.6807561375,67.4419820801,119.9789094432,68.3202546698,80.4486308439,54.3814468354,115.2101893274,141.0648619627,189.3974561429,112.4773438654,105.8935472001,156.0082140998,69.311177404,69.4946165823,80.2301441192
TMEM9B,262.3187706117,521.7194662259,173.9289962911,166.9378872366,362.0249887886,182.8089030007,165.6579102481,397.3707828967,319.5457695043,211.2558294072,153.463967304,378.3296861799,338.7091206487,403.5909339576,228.5730277903,343.477066294,293.1013467941,131.5888342123,237.8066604632,81.1253671873
TMF1,61.0900158373,47.0311954311,80.8172430701,67.2536782337,268.2541723297,78.4845707628,42.7841687116,81.4606932053,65.8901759023,83.9213509646,83.0764193757,45.2944189692,45.7483507651,45.8171849328,60.7064115923,60.8104352328,70.6251211718,89.3524960687,48.9656966702,44.2313814298
TNFRSF10C,33.9684150381,32.9600097702,21.2275085479,22.2453747309,13.2433937516,18.5835655803,27.0545521008,37.3859619833,52.4894197406,11.9248325054,21.0496892267,22.5564637263,29.8333377178,28.7217459728,20.5374743013,23.6720793767,20.977881112,134.5211504524,12.0316918784,33.3206050042
TNFRSF13B,33.1073582011,23.6494365768,29.1258572638,31.2111701336,40.9353461467,25.7527608886,21.1718953455,10.1038296441,21.0922949305,29.8902411222,37.1806512181,30.7301621226,16.4063384785,15.6274862429,338.8951923001,20.3473011113,124.1332068398,34.0231143735,179.7140100303,28.4442216816
TNFRSF25,28.8646167506,33.1567788811,216.5732473755,47.5081622637,52.951485186,131.3810494818,17.9189929861,13.1883715522,10.2602102721,66.3917571381,37.763778547,20.8027441043,13.7575001411,18.546813895,17.4518471188,26.4435887551,18.995314436,29.2507100916,19.7234711415,31.9929374099
TNNI2,32.202722513,89.5708101549,19.3723966863,15.3851392948,19.9390479269,14.1472838469,15.4702328678,49.5494432525,17.239502706,8.2434012127,30.3545574822,75.7729954977,36.8514024685,42.3402093439,16.359423911,34.952897042,16.102058675,62.8862198215,13.2576981133,90.9981023591
TOMM22,98.1826432027,283.9785378491,129.3696591346,110.3852090423,92.0578827494,112.3008104735,97.0048747735,89.9808783663,18.947198613,116.9327930161,133.710210848,64.2176112304,126.5062287464,134.6982807898,129.3724564239,204.7090708366,100.5764343391,50.8226144585,103.8872667276,57.7878750397
TOMM34,71.8725391518,117.2705547774,88.1499336438,50.0466564473,33.6652724747,77.7459138939,86.6040143608,130.4273540089,39.1877589962,125.4198410857,100.2688021248,86.3741660102,113.7891705973,97.6933573224,59.490119325,346.5091972591,80.3794474163,70.4067951378,133.8835247875,68.1936091057
TRAF3IP2,35.0819024634,15.7480947991,48.6399924285,30.0060938758,37.0403228734,35.1323648718,27.0269357309,62.7922906582,32.1835527701,25.5409916822,32.5230098378,31.097800117,53.077523181,29.1473134921,60.2158609221,45.1462534225,76.053841353,39.1078440744,22.8670234194,25.9295898329
TRAK1,71.061341419,128.5234177508,53.6415040682,54.6498546529,80.6910112374,51.1514585529,37.6415730373,77.6448162378,45.8340563547,47.2653148041,72.6539788667,79.8175285389,95.1512921556,93.6529840299,109.6521488215,102.7326588281,154.9530298015,61.0969387807,71.532558598,39.4350032436
TRAT1,12.3783200593,13.7524998304,233.6199017095,29.1390722305,16.3825998799,167.2247739147,7.9087500574,85.3481098739,21.431439963,204.1391241208,8.3278366749,22.3328634507,13.8460215159,10.4028619811,10.1795320426,17.8318769009,7.6020235545,34.0520082478,13.5865664296,45.7786196757
TREM1,189.0386584069,138.3063717321,27.5856412407,26.9045890287,16.8573789351,22.5725200505,21.3728036583,18.4334631009,31.0773280875,13.0675608556,36.3398805441,21.7319063742,60.2397994086,36.9834244516,20.0215367461,72.9677392622,30.0796876125,769.9501437034,29.7099649474,31.5841051235
TREML2,30.8800669626,38.2131872142,27.6124684664,26.3638512988,17.2966125245,24.3405328833,26.4842591061,52.6311721074,61.2411021492,25.736810678,30.542854331,22.5178446908,24.9943371313,30.2835198908,33.6225685979,22.1255796131,59.047039508,164.5609373459,31.4550275154,33.7727786664
TRIB1,121.4633861975,206.8125086733,72.8552546615,27.7401699791,36.19840256,30.5395714099,90.7217003627,147.0583983158,587.5310684505,36.7567869934,35.7249981932,80.2626264174,351.0651421098,440.9922672312,35.5330923037,249.7538196789,25.6028137047,145.0829251964,1094.1122874789,127.108802769
TSPAN7,11.4787650558,15.3294218497,17.0023204252,12.5029289104,15.3375925332,14.0554313041,17.7928212346,13.0945691205,21.4338908079,22.8532499091,40.9304524996,12.8122729366,10.3898174239,42.6868416126,11.8470360301,17.2152140204,12.9813021487,28.0798958108,46.6908058834,20.1785091948
TUBB6,84.6528715724,56.6153635601,33.2058379027,29.11667778,47.4798173097,32.2264328587,172.2226949614,25.1691703941,24.1102479631,32.4973255108,170.8818425854,103.7500098079,174.303104618,203.2043101561,81.3675215242,175.1226667511,49.5408706118,24.6815938018,50.8358652564,125.3870006593
TULP2,25.5257522765,31.4763975912,20.521699754,13.9309487527,22.2281076983,16.0248828867,18.8500738283,10.5110641256,18.5302294534,19.1933739127,19.3414525353,34.0227823379,8.4864311911,10.022635476,21.1184089679,14.9383876735,38.2894844537,35.9257519876,26.3132811328,45.6711657393
TYRO3,21.3015923818,12.4102382096,19.3190119716,16.9513651547,12.9491995357,15.1284924286,22.0065795734,15.922710419,10.2523654686,15.9323456393,17.7119737609,26.9418828543,21.3456895144,18.5379862889,13.5644134125,17.04277939,17.4351122155,21.0015763141,23.1434973824,39.3163325638
UBE2J1,133.7828720363,365.0697934188,98.3984443009,92.6584110828,196.0476083065,96.2461872222,93.3907083098,289.3464782152,119.9071041742,94.232789099,158.8062130997,70.8935360289,225.3800837241,187.8770260489,316.4862677665,162.939558201,168.2494471776,142.9084529624,755.3961367342,92.266391383
