ascites_7873_1	ascites_7873_2	ascites_7882_1	ascites_7882_2	ascites_7892_1	ascites_7892_2
AARS	48.0732833333333	50.25285	83.77965	78.7133666666667	70.8227166666667	53.82255
AARS2	7.703325	9.06767166666667	13.17785	12.9186666666667	11.7761333333333	11.908385
AARSD1	23.31515	27.5413	28.97215	29.4744166666667	24.98905	27.46065
AARSP1	0	0	0	0	0	0
AASDH	14.9011166666667	12.875	8.68923	10.6640266666667	8.32883333333333	9.35141666666667
AASDHPPT	48.4222166666667	43.4176	39.3480166666667	46.2644333333333	35.9837833333333	45.03735
AASS	1.158176	1.463285	0.7932975	0.825474333333333	1.43079166666667	1.87410166666667
AATF	18.9185	15.1915166666667	9.29683666666667	11.2238183333333	11.265215	43.4941666666667
AATK	1.53232333333333	4.05772	2.94002666666667	3.29786	2.22104166666667	3.821285
ABAT	7.54266333333333	7.59869	3.442685	3.61188333333333	5.82377333333333	4.67593333333333
ABCA1	130.472833333333	134.1665	60.6903333333333	54.7906166666667	52.9872166666667	64.4914333333333
ABCA10	1.03532183333333	0.657129833333333	0.442703333333333	0.524860833333333	0.527864166666667	0.392028
ABCA11P	3.926305	3.22026	2.40078333333333	2.916925	2.9745	2.05513666666667
ABCA12	0.242557333333333	0.311145333333333	0.848806666666667	0.5361645	0.833505166666667	0.340628166666667
ABCA13	0.7186665	0.588055	0.363710333333333	0.447345333333333	0.552624666666667	0.7135505
ABCA17P	1.19387916666667	1.29148666666667	1.24362416666667	1.29436666666667	1.55595083333333	1.21456
ABCA2	4.33540666666667	5.80213166666667	11.0807666666667	4.30818833333333	5.53253	5.17352666666667
ABCA3	0.828321	0.989774666666667	1.78286333333333	1.72512666666667	0.7932975	1.87863833333333
ABCA4	1.49834	2.93668166666667	4.14275	2.56873	4.07084	3.442685
ABCA5	11.1214916666667	12.9671166666667	7.42605666666667	5.27208166666667	11.4493683333333	7.74650166666667
ABCA6	4.94296	4.37931	2.17361	1.98556833333333	2.12584833333333	2.13331
ABCA7	6.77009666666667	9.84072166666667	10.9790883333333	7.59215666666667	10.25781	9.19034
ABCA8	2.82026833333333	1.24728366666667	0.898215333333333	1.44242	1.43912833333333	2.16561833333333
ABCA9	5.12914666666667	5.10249333333333	2.87372333333333	2.58751333333333	4.09915333333333	3.88008
ABCB1	5.868045	5.071665	3.31759166666667	4.21918833333333	3.96590416666667	4.00224333333333
ABCB10	23.4419	20.8959333333333	16.6447	19.4563333333333	17.3184	19.1208333333333
ABCB10P1	0	0	0	0	0	0.00450961666666667
ABCB10P3	0	0	0	0	0	0
ABCB10P4	0	0	0	0	0	0
ABCB11	0.0476041	0.0367602648333333	0	0.04542105	0	0.01730405
ABCB4	1.89858333333333	2.58924833333333	3.478405	1.386605	0.927374333333333	1.61816166666667
ABCB5	1.00724516666667	0.817951166666667	1.17083	1.55412166666667	2.12126333333333	1.37476833333333
ABCB6	9.72765166666667	12.074015	15.3173333333333	19.5039666666667	14.5674166666667	15.9093666666667
ABCB7	22.0784166666667	22.1306666666667	19.0998333333333	15.62625	12.9748666666667	13.4462166666667
ABCB8	7.66540333333333	9.95367166666667	10.70033	14.2524	11.25371	9.48121333333333
ABCB9	4.05103333333333	4.17888833333333	3.55056	4.47749833333333	4.44666166666667	3.415675
ABCC1	13.0830333333333	12.99055	19.6729	17.6187333333333	28.6762166666667	23.3005333333333
ABCC10	21.9032666666667	22.164	26.2791166666667	23.7653666666667	25.08935	25.52715
ABCC11	0.349654333333333	0.0324334833333333	0.204231833333333	0.1491595	0.598043666666667	0.178084666666667
ABCC12	0	0	0	0.153622666666667	0	0.0497673166666667
ABCC13	0.6138495	0.568735666666667	0.575942333333333	0.9443535	0.512557166666667	0.558443333333333
ABCC2	2.3357325	4.97502666666667	1.150857	1.71925166666667	2.76613166666667	2.88222833333333
ABCC3	12.8212833333333	13.43855	7.48569333333333	5.347465	11.0013483333333	8.75131666666667
ABCC4	23.75555	18.8001833333333	18.7740833333333	20.61045	22.8712166666667	19.28375
ABCC5	30.9845333333333	26.91115	18.2888833333333	12.9983166666667	14.6211416666667	13.5486
ABCC6	2.69063	1.96496333333333	1.27907833333333	2.44109333333333	1.92751666666667	1.69801833333333
ABCC6P1	0	0	0.0437631166666667	0.121668833333333	0.0759605666666667	0
ABCC6P2	0	0.285505166666667	0.244617	0	0	0
ABCC8	0	0	0.19006225	0.2831265	0.1638645	0
ABCC9	3.27271833333333	2.752	1.05083533333333	1.50547166666667	2.92956666666667	1.781255
ABCD1	6.30655	7.86297333333333	13.88525	14.1560166666667	12.1427833333333	10.4637166666667
ABCD1P2	0	0	0	0	0	0
ABCD1P3	0	0	0	0	0	0
ABCD1P4	0	0	0	0	0	0
ABCD1P5	0	0	0	0	0	0
ABCD2	2.70468833333333	2.68123166666667	1.34652666666667	2.11135666666667	1.21870316666667	1.717275
ABCD3	56.9964666666667	54.2092166666667	54.3186	65.8463666666667	55.8754166666667	63.1999333333333
ABCD4	24.1226166666667	27.9570666666667	27.257	32.8034833333333	31.36135	28.9229166666667
ABCE1	149.430833333333	133.251	142.396333333333	138.525833333333	126.3315	126.3315
ABCF1	27.8889666666667	32.9990833333333	30.12445	25.3502	25.1438	32.0055833333333
ABCF2	41.3444333333333	40.1866666666667	58.7788166666667	48.4960166666667	41.1104166666667	43.5651833333333
ABCF2P1	0	0	0.935024166666667	0	0	0
ABCF2P2	0.462785	0.467918833333333	0	0	0	0
ABCF3	34.8893	38.2724333333333	48.2401833333333	41.1456166666667	45.10525	44.2313916666667
ABCG1	19.9972	23.4574	13.3463	12.4234666666667	17.2582666666667	17.5366666666667
ABCG2	1.22376666666667	0.6008235	0.526462833333333	0.970069333333333	0.605854	1.44981166666667
ABCG4	0	0.0309666333333333	0.884921	0.17460125	0	0.0160405666666667
ABCG5	0.3420845	0.286237333333333	0.184826166666667	0.320033666666667	0.1886755	0.21338
ABCG8	0	0.0355139833333333	0	0	0.0129021166666667	0.0133749428
ABHD1	2.88370666666667	3.17145666666667	3.21067833333333	3.000045	2.51985833333333	1.82247
ABHD10	29.8035833333333	29.1998	18.2457	22.1592166666667	16.04005	21.1657666666667
ABHD11	32.9121333333333	42.29775	84.9330666666667	91.4046333333333	87.7408833333333	82.2322833333333
ABHD12	75.90715	89.4854166666667	76.9147166666667	78.7713166666667	65.5034666666667	60.751
ABHD12B	12.2466833333333	11.6339066666667	5.89162666666667	9.02678333333333	11.6339066666667	16.6855166666667
ABHD13	19.3026833333333	15.9155333333333	9.86138166666667	12.9671166666667	10.08683	11.9323233333333
ABHD14A	7.227705	9.32685666666667	9.456815	12.79755	9.59792666666667	10.4549816666667
ABHD14A-ACY1	0	0.195042166666667	0.411766333333333	0.732935666666667	0.1239735	0
ABHD14B	12.7460666666667	15.3948666666667	11.6264483333333	15.0707333333333	11.1705266666667	13.87155
ABHD15	12.0143516666667	11.852665	8.28266166666667	11.302205	10.0841983333333	9.581465
ABHD16A	6.98639333333333	7.73850166666667	5.02886	5.43689666666667	3.825105	4.60227333333333
ABHD16B	2.01822166666667	2.19672	2.227595	2.22958	1.30787666666667	1.85319166666667
ABHD17A	3.44928333333333	4.56595666666667	7.04288666666667	6.457985	4.84025333333333	6.027525
ABHD17AP1	0	0	0	0	0.0995958833333333	0.101439633333333
ABHD17AP3	0.0859951166666667	0.0724668	0.0694645	0.137351316666667	0.301025333333333	0.207619166666667
ABHD17AP4	0	0	0	0.0887382833333333	0	0
ABHD17AP5	0	0.172323166666667	0	0.302347666666667	0	0
ABHD17AP6	0	0	0	0.0741077333333333	0	0
ABHD17AP9	0	0	0	0	0	0
ABHD17B	22.7682333333333	20.4316	19.6153666666667	19.5282	14.0114833333333	17.3954333333333
ABHD17C	10.3371733333333	10.283935	15.2846833333333	13.82215	12.3529	11.011925
ABHD18	19.9425666666667	18.7353166666667	7.92353166666667	11.5234366666667	9.07753166666667	12.1303033333333
ABHD2	66.4375833333333	78.2404666666667	71.5415166666667	68.0334	107.291666666667	75.0217333333333
ABHD3	105.286166666667	94.77825	75.6642666666667	84.4174166666667	72.7144666666667	81.29675
ABHD4	10.2794666666667	11.8477133333333	30.5363166666667	10.6483783333333	17.8625333333333	13.1381166666667
ABHD5	38.6621166666667	42.86765	34.2256	35.2931	50.87585	54.03495
ABHD6	11.5645566666667	14.02355	7.31713333333333	6.90168666666667	6.81057333333333	8.265965
ABHD8	1.69867	2.48334166666667	2.32614	3.0337	1.83771666666667	1.405365
ABI1	124.5985	121.592333333333	101.6437	96.1232	79.07695	103.246166666667
ABI2	16.1495666666667	16.6382166666667	18.95135	13.60425	15.3999	12.8504
ABI3	11.2618166666667	12.8989166666667	6.44927	8.66401833333333	4.67184833333333	5.692005
ABI3BP	7.106745	5.666355	3.84947166666667	3.7019	17.0278833333333	6.51096833333333
ABL1	36.3081	36.5962666666667	19.7107666666667	22.4713833333333	29.9846166666667	20.7837833333333
ABL2	23.4469	20.4403833333333	16.17245	16.82445	17.8457833333333	15.7628
ABLIM1	26.8281333333333	27.976	33.1500666666667	36.6134833333333	55.5316833333333	37.0585
ABLIM2	0.595824666666667	1.25378583333333	0.331609166666667	0.870938166666667	1.6558	1.68679833333333
ABLIM3	6.19635	6.53816	4.576035	3.69246333333333	3.39616833333333	3.18127333333333
ABO	0.422305666666667	0.511913166666667	0.167915333333333	0.3117355	0.488932833333333	0.229146166666667
ABR	10.5898	14.6957333333333	9.56289	9.47824666666667	10.8673966666667	8.93809333333333
ABRA	0.192653833333333	0.301567833333333	0.138734483333333	0.159487666666667	0.263246833333333	0.09407795
ABRACL	287.9515	282.652666666667	235.636333333333	280.683166666667	232.809333333333	292.496333333333
ABT1	14.0722833333333	14.9092833333333	17.2673333333333	22.4916833333333	16.2446	18.71685
ABT1P1	0.197774166666667	0	0.0859951166666667	0	0.1256466	0.324670833333333
ABTB1	4.48636666666667	8.10776833333333	10.2765783333333	8.85836166666667	10.1109433333333	12.3501166666667
ABTB2	1.94901	1.81884	3.89094833333333	4.80370666666667	8.15114	6.28064833333333
ACAA1	37.5581166666667	48.9090333333333	56.0433	49.1127333333333	56.6237333333333	51.0749166666667
ACAA2	127.871	116.935833333333	84.5908666666667	101.988233333333	88.6715	98.3075333333334
ACACA	18.8362333333333	16.79905	14.1745166666667	13.0911166666667	18.4026	14.0532666666667
ACACB	8.91064333333333	8.578935	7.09270333333333	4.64192	6.872915	5.70189333333333
ACAD10	18.8335833333333	17.8998666666667	16.90325	13.0989833333333	14.4625333333333	15.6142166666667
ACAD11	14.4535	15.6801666666667	8.17292666666667	6.674065	9.61858333333333	9.82823333333334
ACAD8	18.2359166666667	18.786625	17.5450833333333	17.0371333333333	15.3599833333333	17.6187333333333
ACAD9	26.1692333333333	28.2213333333333	33.8162	33.48955	31.5418166666667	28.8689333333333
ACADL	1.10220366666667	0.247871666666667	1.86441833333333	0.692765833333333	0.2828325	0.242758
ACADM	83.51235	71.4614	56.3474333333333	64.2987666666667	49.1817	63.1118666666667
ACADS	2.94002666666667	4.65108333333333	7.158755	6.31650333333333	3.49809333333333	4.185895
ACADSB	15.2534	12.7210333333333	6.72472166666667	7.76079166666667	8.277465	8.09181333333333
ACADVL	259.196	353.3095	591.595	423.619166666667	445.895833333333	447.327833333333
ACAN	0.377740666666667	0.409394833333333	0.292875	0.459668833333333	1.35575	0.696239833333333
ACAP1	24.9813	32.0362833333333	39.7181666666667	32.4807333333333	40.3643666666667	39.2388166666667
ACAP2	122.615833333333	107.739	147.344166666667	78.3441333333333	89.4290833333333	91.6227166666667
ACAP3	6.66338166666667	11.2692866666667	20.6765333333333	14.1524333333333	12.594	13.3494666666667
ACAT1	74.5936	67.2703666666667	65.39925	52.9184333333333	39.498	48.1687333333333
ACAT2	63.3337833333333	57.7676	76.7422	96.92265	87.2684333333333	83.5541
ACBD3	50.2151666666667	44.1699	45.1587833333333	47.5037833333333	42.1885333333333	47.7138666666667
ACBD4	2.97087833333333	4.19571833333333	3.35679	4.11651666666667	3.165245	4.13104166666667
ACBD5	31.7418333333333	30.311	25.0837833333333	29.94615	22.1079166666667	26.29795
ACBD6	44.2664833333333	44.6897	35.00015	39.6102166666667	40.76105	39.9723333333333
ACBD7	11.751135	9.41656833333333	10.4613883333333	9.45159833333333	10.135675	9.23101
ACCS	9.03695666666667	11.62297	5.20413833333333	4.962135	5.78274666666667	6.788295
ACCSL	0	0.0468167166666667	0.0319399833333333	0.08952935	0.03173855	0.0357443166666667
ACD	3.50757	5.27953166666667	9.45296166666667	10.1871316666667	8.27407666666667	10.939015
ACE	4.953935	6.39788	3.61188333333333	3.65417	4.01008833333333	4.58546
ACE2	0.292875	0.5106925	0.365816833333333	0.370993833333333	0.541116166666667	0.493930166666667
ACE3P	0	0	0	0	0.0252675131883333	0
ACER1	0.7151365	1.0082955	1.05309933333333	0.720401833333333	0.964600166666667	1.00269216666667
ACER2	1.45446166666667	1.39353833333333	1.41921166666667	2.02728166666667	1.59768166666667	1.872165
ACER3	41.0571	38.2479	32.9676333333333	21.8138333333333	23.5742666666667	23.1297833333333
ACHE	0.0771016083333333	0.214984	0.125543883333333	0	0.271362833333333	0.0931406833333333
ACIN1	115.279	115.186166666667	123.736666666667	92.8099166666667	134.854	106.134166666667
ACKR1	0.05787895	0.0655024666666667	0.0304456333333333	0.0401679383333333	0.293918	0.140210666666667
ACKR2	19.9144666666667	21.46695	35.146	40.1742	55.20325	31.3100666666667
ACKR3	4.27295333333333	4.38075666666667	6.60073666666667	8.75821666666667	4.674585	5.21869333333333
ACKR4	0.272874333333333	0.3720505	0.0896465666666667	0.202375666666667	0.629633666666667	0.676437
ACLY	55.37805	58.932	72.1136333333333	68.4578166666667	71.7141833333333	60.8391833333333
ACMSD	0.625453833333333	0.173356333333333	0.2706865	0.458106333333333	0.249521666666667	0.452817166666667
ACO1	20.0478666666667	16.7199166666667	18.0513833333333	18.69785	15.87255	16.5957
ACO2	53.1128666666667	62.8291166666667	104.129783333333	89.4290833333333	88.76565	84.2357666666667
ACOT1	3.58428166666667	5.45887166666667	2.78550833333333	4.525195	3.394915	3.972555
ACOT11	7.48191166666667	7.52823833333333	7.697315	7.43385333333333	7.82697333333333	6.96957666666667
ACOT12	0.0796225666666667	0	0.0277038183333333	0	0.0768595	0.0926354166666667
ACOT13	49.9408833333333	49.0019166666667	36.3871666666667	45.5171166666667	32.8634666666667	39.4180833333333
ACOT2	23.3005333333333	21.5381833333333	17.2522833333333	18.1853	16.3401166666667	17.4416666666667
ACOT4	3.35326833333333	2.49870833333333	1.868975	2.63057166666667	1.81304166666667	1.915045
ACOT6	0.283593833333333	0.304276333333333	0.308766166666667	0.553574833333333	0.270166166666667	0.4342675
ACOT7	7.13135833333333	8.91229333333333	19.9663666666667	19.8497	20.290075	17.5567666666667
ACOT8	10.579295	14.7951166666667	11.8666516666667	16.8347666666667	12.6065666666667	15.5231
ACOT9	92.1359166666667	83.9241	57.4234833333333	59.0961	58.4303666666667	71.19445
ACOX1	59.24325	59.7056	40.90735	49.1292666666667	41.8365333333333	41.519
ACOX2	9.33571333333333	8.18018333333333	2.335855	4.10646	2.34570166666667	2.48126
ACOX3	19.5475833333333	11.1814533333333	13.6751833333333	16.3550333333333	14.2273333333333	13.982
ACOXL	4.69249833333333	3.25811833333333	2.50594	3.24370166666667	3.821285	4.25432333333333
ACP1	165.9605	142.801666666667	190.702	217.312333333333	191.914833333333	196.655833333333
ACP2	55.20325	67.5827166666667	52.5977	49.5228166666667	37.6046166666667	44.5813833333333
ACP5	28.5834	35.7282333333333	915.895	26.1953166666667	13.5363666666667	18.1197333333333
ACP6	14.6372666666667	12.9721833333333	17.4942666666667	19.2292833333333	14.6286	20.0341833333333
ACPP	42.2167	38.9696	16.3754	18.4604833333333	13.2674666666667	14.6372666666667
ACPT	0.403605333333333	0.401204833333333	0.675212	0.836517166666667	0.508801333333333	0.285677666666667
ACR	0.1265789	0.225192666666667	0.124520816666667	0.107907233333333	0.0618903666666667	0
ACRBP	5.00390666666667	5.68921166666667	3.62803666666667	4.22829166666667	2.12196166666667	2.93435666666667
ACRC	0.9772675	0.880966	0.5533005	1.23029283333333	0.987451166666667	0.770121166666667
ACRV1	0.0758498333333333	0.123311716666667	0.332581333333333	0.0669940333333333	0.243643166666667	0.145815
ACSBG1	2.04106333333333	2.84592833333333	2.66975083333333	1.68938666666667	3.83447333333333	4.00783333333333
ACSBG2	0.131110516666667	0.265937833333333	0.210788666666667	0.331868833333333	0.291079833333333	0.0905463
ACSF2	30.9496833333333	30.6533	46.3267666666667	40.6994833333333	40.3817333333333	39.2124833333333
ACSF3	14.7951166666667	20.5600166666667	13.1619666666667	12.4634	10.401815	9.937465
ACSL1	203.324166666667	204.650833333333	151.836	146.2725	171.765	172.275166666667
ACSL3	142.615333333333	121.048333333333	134.672166666667	135.168833333333	124.236666666667	142.396333333333
ACSL4	95.5122166666667	85.7107166666667	61.6507166666667	52.9362333333333	51.68475	56.1190666666667
ACSL5	38.09715	40.5289333333333	19.9885833333333	21.6505	28.1475833333333	30.9240833333333
ACSM1	0.140748633333333	0.05417755	0.378297666666667	0.427434	0.509091833333333	0.1570315
ACSM2A	9.85608833333333	10.1189816666667	5.148885	3.55857333333333	6.63338666666667	6.79952833333333
ACSM2B	13.2315166666667	13.9103166666667	8.89058666666667	10.1381933333333	16.5367166666667	9.02999333333333
ACSM3	31.6052666666667	27.0689666666667	34.0528666666667	35.4149666666667	37.1391666666667	50.2857333333333
ACSM4	0.180533833333333	0.100156583333333	0.1543075	0.144662166666667	0.0675627833333333	0.160003
ACSM5	1.70020833333333	1.1886415	0.753308	0.759756333333333	0.746562	0.911863333333333
ACSM5P1	0	0.0373260233333333	0	0	0	0.0210709016666667
ACSM6	0.4788155	0.462901833333333	0.248957333333333	0.335032333333333	0.323296833333333	0.223297833333333
ACSS1	5.78641	6.53216	5.69004666666667	6.94377333333333	7.682625	5.49375833333333
ACSS2	28.9318333333333	35.4088	22.4126	29.58385	21.0062166666667	22.40425
ACSS3	3.35221666666667	2.55343833333333	1.468985	2.23118333333333	2.21366	2.14898666666667
ACTA1	0.196336666666667	0	0.3359575	0.0636671	0.0793099166666667	0.291732333333333
ACTA2	25.9114333333333	23.4995666666667	175.748833333333	15.8683833333333	31.9960666666667	31.7506333333333
ACTB	6205.435	6205.435	5304.58833333333	4683.15166666667	4177.08333333333	4177.08333333333
ACTBL2	0.108635383333333	0.293043333333333	21.8459666666667	0.327166833333333	0.198117166666667	0.292717166666667
ACTBP1	0.0808570166666667	0.0717492666666667	0.1092785	0.0626067333333333	0.0714599166666667	0.0282276383333333
ACTBP11	0.137954033333333	0.0710371	53.9993	0.06150015	0.113743933333333	0.0270223916666667
ACTBP12	0.577080333333333	0.9991435	0.744712833333333	0.539824	0.6717785	0.7213145
ACTBP13	0.116706233333333	0.03033245	0.1261827	0.134983866666667	0.0956851	0.0120467333333333
ACTBP14	0.0823501333333333	0.0731009666666667	0.0564348833333333	0.186974166666667	0.243364166666667	0.3192675
ACTBP2	0.0802738833333333	0.0714599166666667	214.150666666667	0.122564733333333	0.236404833333333	0.0853621333333333
ACTBP6	0	0	0	0.3711325	0	0.0877724
ACTBP7	0	0	0.161025	0.180156333333333	0.113981283333333	0.146450666666667
ACTBP8	0.0812419166666667	0.0719155166666667	0.10983005	0.1827075	0.0719155166666667	0.1987105
ACTBP9	0	0.0723864333333333	0.0557062833333333	0	0.0240025833333333	0.02923495
ACTC1	0	0.0304710833333333	0.335451	0	0.159024	0.0873240166666667
ACTG1	2120.90333333333	2146.08833333333	4037.75333333333	3643.195	4037.75333333333	3643.195
ACTG1P1	1.36659	0.973250166666667	1.19168683333333	1.69371166666667	0.784925	0.819262666666667
ACTG1P10	0.772531333333333	0.575766166666667	0.611787833333333	0.5329535	0.95339	0.749918666666667
ACTG1P11	0.0799431166666667	0.102911391666667	0.213819666666667	0	0	0
ACTG1P12	0	0.06882085	0.155064666666667	0.172435333333333	0.02101807	0.0813753833333333
ACTG1P13	0	0	0	0	0	0
ACTG1P14	0.610678666666667	0.610828833333333	3.19872	0.9772675	0.5519275	0.457740833333333
ACTG1P15	0	0	0.117374766666667	0.0653202333333333	0	0
ACTG1P16	0	0	0	0.0638657666666667	0.024892034937445	0
ACTG1P17	1.05394516666667	1.437805	21.0793333333333	1.11931883333333	1.00299233333333	1.20137
ACTG1P18	0	0	0.105365008333333	0.0604207	0.0221651666666667	0.0255314316833333
ACTG1P19	0	0	0.05671595	0	0	0.0278068
ACTG1P2	0.0799431166666667	0.102911391666667	0.213819666666667	0	0	0
ACTG1P20	7.82487666666667	5.384485	6.06430833333333	8.00869166666667	10.4642716666667	8.09954333333333
ACTG1P21	0	0.0803746666666667	111.129833333333	0.13778515	0.0309666333333333	0.03512925
ACTG1P22	0.299607333333333	0	0.0556779166666667	0	0.0456592833333333	0
ACTG1P23	0	0	0.0572766666666667	0	0.02522160059	0
ACTG1P24	0.25564	0.173954166666667	0.516223166666667	0	0.1008847	0.2696385
ACTG1P3	1.05109566666667	0.556633833333333	0.579439666666667	0.5987835	1.37965333333333	0.514472
ACTG1P4	0	0	0	0	0	0
ACTG1P9	0.810800833333333	0.788362333333333	26.9694166666667	0.428005	0.8412185	0.608700333333333
ACTG2	0.606404666666667	0.721949166666667	82.0461	0.643968333333333	0.739017166666667	0.904558833333334
ACTL10	0.858905166666667	0.677305166666667	0.8023405	1.04668033333333	0.770121166666667	0.600664
ACTL6A	110.9555	89.0695	101.988233333333	126.68575	103.448166666667	119.226166666667
ACTL6B	0	0	0.0675761916666667	0.775527333333333	0	0.0623730416666667
ACTL7A	0.064730575	0.140210666666667	0.0793665666666667	0.130223733333333	0.108977183333333	0
ACTL7B	0.0485181	0	0	0	0	0
ACTL8	17.45965	17.2546666666667	24.7068833333333	28.1210833333333	21.0960666666667	22.4641
ACTL9	0	0	0	0	0	0
ACTN1	58.2581	68.34315	162.240833333333	83.4178166666667	111.081833333333	81.5387833333333
ACTN2	0.7194785	0.353177	0.0354272166666667	0.412788	0.0110642	0.00406903333333333
ACTN3	0	0	0.887499166666667	0	0.0625200666666667	0.0113667833333333
ACTN4	168.76	192.317333333333	370.202166666667	367.913666666667	514.622333333333	344.4
ACTN4P1	0	0	1.53232333333333	0	0.0127291	0
ACTN4P2	0.0550963666666667	0	0	0	0	0
ACTP1	0	0	0	0	0	0
ACTR10	112.44	92.7507333333333	108.098166666667	86.5202	76.2676166666667	81.9911
ACTR1A	68.3237166666667	78.8978666666667	92.8799	102.318416666667	90.8110333333333	86.3979833333333
ACTR1B	17.4139333333333	23.6746666666667	40.6495	42.1015666666667	36.0787666666667	36.3081
ACTR2	324.750833333333	277.854333333333	203.234	195.795	272.361166666667	182.769166666667
ACTR3	573.401666666667	523.855333333333	514.622333333333	419.4195	316.711	372.762833333333
ACTR3B	8.37107166666667	9.36292166666667	5.31719166666667	10.8437983333333	6.31861333333333	5.72134833333333
ACTR3BP1	0	0	0	0	0	0
ACTR3BP2	0	0.0593946833333333	0	0	0	0
ACTR3BP3	0	0	0	0	0	0.103597733333333
ACTR3BP4	0.2769055	0.0649854833333333	0	0.0560822	0.137954033333333	0
ACTR3BP5	0.109372683333333	0	0	0	0	0.0127945
ACTR3BP6	0	0	0	0	0	0.0221071833333333
ACTR3C	11.7088433333333	11.1686466666667	10.09674	8.64957833333333	13.71165	14.2342333333333
ACTR3P2	0	0	0.0491676	0	0	0.021182585
ACTR3P3	0	0	12.031755	0	0	0
ACTR5	9.36512833333333	8.103365	8.06170833333333	8.453355	6.64293666666667	7.65777833333333
ACTR6	41.2323	39.1220833333333	32.6132333333333	35.7847	34.4734333333333	31.6856333333333
ACTR6P1	0	0.0720922666666667	0.110101683333333	0	0	0.02880928
ACTR8	32.8373166666667	30.5498333333333	30.2780666666667	37.6492666666667	29.5111	32.1442833333333
ACTRT1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0.0133845889333333
ACTRT3	3.86122333333333	3.05295166666667	4.01979833333333	6.03226	3.65417	4.51775333333333
ACVR1	16.1431666666667	16.5069333333333	15.84805	15.96705	18.1655166666667	13.6547666666667
ACVR1B	16.0906166666667	17.9789666666667	12.6509	14.2470666666667	15.18745	13.2101166666667
ACVR1C	0.2148865	0.151532166666667	0.332774	0.212033166666667	0.253364	0.420538333333333
ACVR2A	21.8361333333333	21.5748333333333	15.43365	15.3630333333333	15.7495666666667	17.4076166666667
ACVR2B	3.02198	2.77286833333333	3.50757	4.43384666666667	3.67836333333333	3.314665
ACVRL1	5.985165	7.98574	3.69562833333333	3.466725	2.49247333333333	4.18983166666667
ACY1	12.88725	17.3984333333333	27.86095	27.3141666666667	24.20005	22.53735
ACY3	0.311657166666667	0.931516833333333	0.983933166666667	1.24084216666667	0.830684166666667	0.908545333333333
ACYP1	16.89395	15.67275	13.6007583333333	15.356	11.5675166666667	15.062175
ACYP2	15.7289166666667	14.8567666666667	11.2005133333333	10.53963	10.207115	12.3484666666667
ADA	23.2287166666667	26.64355	26.2294666666667	28.79395	22.6841166666667	25.85745
ADAD1	0	0	0.2240765	0	0.00911358333333333	0
ADAD1P2	0.61206	0.499023	0	0	0.234798666666667	0
ADAD2	0.1539435	0.333138166666667	0.107776133333333	0.180039666666667	0.220864666666667	0.334879
ADAL	9.37446666666667	8.81662	6.08876	5.84113333333333	5.789435	7.55171333333333
