AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
ABCB7	0.0057259714	0.0191986644	0.0265976437	0.0132944606	0.0267087881	0.0203569068	0.0209824136	0.0205583207	0.0212605675
ABCB8	0.0098159509	0.0107321727	0.0135665834	0.0129446064	0.0140723722	0.0122934567	0.0157671316	0.0132006059	0.0133087804
ABCB9	0.0024539877	0.0009539709	0.0028561228	0.0024489796	0.0022017997	0.0013218771	0.0016979988	0.0023804371	0.0015066544
ABCC1	0.0081799591	0.0047698545	0.0024098536	0.0069970845	0.0011487651	0.0033046927	0.0030321407	0.0057346895	0.0030133088
ABCC10	0.0081799591	0.0050083472	0.0084791146	0.0139941691	0.0044035995	0.0101784534	0.009460279	0.0062756979	0.0052732904
ABCC11	0	0	0	0.0001166181	0	0	0	0	0
ABCC2	0	0.0001192464	0.0002677615	0.0002332362	0.0001914608	0.0002643754	0.0008489994	0.0005410084	0.000083703
ABCC3	0.0040899796	0.0001192464	0	0	0	0.0001321877	0	0.0001082017	0
ABCC4	0	0.0005962318	0.0018743306	0.0013994169	0.0007658434	0.0017184402	0.0020618557	0.0010820169	0.0015903574
ABCC5	0.0073619632	0.0056045791	0.0079435916	0.0074635569	0.00679686	0.0085922009	0.0107944209	0.0075741182	0.0066962417
ABCC6	0.0049079755	0	0	0	0	0	0	0	0
ABCD1	0.01799591	0.0041736227	0.0045519457	0.0047813411	0.0032548344	0.0034368804	0.0069132808	0.0032460506	0.0027621997
ABCD2	0	0.0002384927	0.0037486612	0.0025655977	0.0032548344	0.0030403173	0.0008489994	0.0067085047	0.0045199632
ABCD3	0.0024539877	0.0083472454	0.015440914	0.0100291545	0.0184759717	0.0136153338	0.0187992723	0.0156892448	0.0144806228
ABCD4	0.0110429448	0.0207488672	0.0237415209	0.0174927114	0.0208692322	0.0190350297	0.0295936931	0.0193681021	0.0161546832
ABCE1	0.0028629857	0.0271881708	0.0368618351	0.023090379	0.0347501436	0.0260409782	0.0346876895	0.0464185241	0.0325604754
ABCF1	0.0298568507	0.0364893871	0.0348982506	0.041516035	0.0336971089	0.0281559815	0.0897513645	0.048907163	0.034736754
ABCF2	0.0106339468	0.0170522299	0.038557658	0.0348688047	0.029867892	0.0302709848	0.0253486962	0.0192599005	0.0275382941
ABCF3	0.0175869121	0.010851419	0.0239200286	0.0156268222	0.0196247367	0.0179775281	0.0219526986	0.0154728414	0.0173265255
ABCG1	0.0053169734	0.0224183162	0.0191003213	0.0205247813	0.0159869807	0.0181097158	0.02801698	0.0133088076	0.0156524651
ABCG2	0.000408998	0	0	0	0	0	0.0004851425	0.0001082017	0
ABHD1	0.000408998	0.0004769855	0.0015173152	0.0017492711	0.0015316868	0.0014540648	0.0013341419	0.0012984203	0.0015066544
ABHD10	0.0020449898	0.0106129263	0.0089253838	0.0071137026	0.009955964	0.0074025116	0.0087325652	0.00833153	0.0066962417
ABHD11	0.0085889571	0.0145480563	0.0140128526	0.0110787172	0.0139766418	0.01440846	0.0194057004	0.0128760009	0.0107139868
ABHD12	0.0139059305	0.0113284045	0.022581221	0.0177259475	0.0163699024	0.0181097158	0.0329896907	0.0190434971	0.0133087804
ABHD13	0.0024539877	0.0178869544	0.0277579436	0.0228571429	0.0150296764	0.0214144085	0.0246209824	0.0212075308	0.0184146648
ABHD14A	0.0134969325	0.0411399952	0.1206711889	0.1089212828	0.0919969366	0.110376735	0.0988477865	0.1064704609	0.1021176864
ABHD14A-ACY1	0	0.0001192464	0	0	0	0	0	0	0
ABHD14B	0.0376278119	0.1399952301	0.273116744	0.2170262391	0.2326249282	0.253139458	0.1284414797	0.1953040467	0.1801289027
ABHD15	0.0044989775	0.0071547818	0.0030346305	0.0057142857	0.0013402259	0.0046265697	0.0272892662	0.003462454	0.0027621997
ABHD16A	0.008997955	0.0046506082	0.0058014995	0.0055976676	0.0037334865	0.0091209518	0.0060642814	0.0053018827	0.0048547753
ABHD16B	0	0	0	0	0.0002871913	0	0	0.0001082017	0
ABHD17A	0.0278118609	0.018721679	0.0513209568	0.0545772595	0.0325483439	0.0462656973	0.3832625834	0.0895909976	0.0524817946
ABHD17B	0.0024539877	0.0128786072	0.0073188147	0.006180758	0.0070840513	0.0070059484	0.0192844148	0.0055182861	0.0089562233
ABHD17C	0	0.0001192464	0.0001785077	0.0006997085	0	0.0003965631	0.0015767132	0.0007574118	0.000167406
ABHD2	0.0130879346	0.0034581445	0.0044626919	0.009212828	0.003159104	0.0052875083	0.0291085506	0.0078987232	0.003682933
ABHD3	0.0061349693	0.0197948963	0.045162442	0.0374344023	0.0295807007	0.0446794448	0.0533656762	0.0317030946	0.0261990458
ABHD4	0.0032719836	0.0021464345	0.0039271689	0.0025655977	0.0029676431	0.0037012558	0.0112795634	0.001731227	0.0033481209
ABHD5	0.0069529652	0.0033388982	0.0044626919	0.006180758	0.0032548344	0.0035690681	0.0149181322	0.0046526726	0.0046036662
ABHD6	0.0044989775	0.0064393036	0.0029453767	0.0023323615	0.0021060693	0.0030403173	0.0054578532	0.0036788574	0.0030133088
ABHD8	0.0130879346	0.0098974481	0.0141021064	0.0113119534	0.0139766418	0.0125578321	0.0139478472	0.0128760009	0.0145643258
ABI1	0.0065439673	0.0595039351	0.0945198144	0.0597084548	0.0741910779	0.0787838731	0.1248029109	0.0739017529	0.0628609693
ABI2	0.0020449898	0.0060815645	0.012674045	0.0115451895	0.0093815815	0.0111037673	0.0130988478	0.0134170093	0.011467314
ABI3	0.0993865031	0.0199141426	0.0294537665	0.0232069971	0.0213478844	0.0208856576	0.4255912674	0.0750919714	0.0426885411
ABL1	0.0069529652	0.0152635345	0.009371653	0.0121282799	0.0104346161	0.0103106411	0.0112795634	0.0119021857	0.0102954717
ABL2	0.0028629857	0.0097782018	0.006604784	0.0101457726	0.008137086	0.0084600132	0.0098241358	0.0107119671	0.0086214112
ABLIM1	0	0.0258764608	0.0307925741	0.035451895	0.038004978	0.0216787839	0.0276531231	0.0547500541	0.0560810245
ABLIM2	0	0.0007154782	0.0012495537	0.0013994169	0.0007658434	0.0014540648	0.0001212856	0.0007574118	0.0005022181
ABLIM3	0	0	8.92538379150304E-005	0	0	0	0	0	0
ABR	0.0224948875	0.0066777963	0.0083898608	0.0145772595	0.0079456251	0.0080634501	0.0149181322	0.0104955637	0.0063614296
ABRACL	0.0826175869	0.0555688052	0.2292931096	0.2788338192	0.1622630672	0.1738268341	0.2827167981	0.2122917118	0.2415669206
ABT1	0.0139059305	0.0418554734	0.0730988933	0.0513119534	0.0558108367	0.0594844679	0.0761673742	0.062756979	0.0451996317
ABTB1	0.0834355828	0.0704746005	0.1010353445	0.0742857143	0.0947731189	0.1169861203	0.1102486355	0.081475871	0.0721520047
ABTB2	0.0024539877	0	0	0.0001166181	0.0001914608	0	0.0002425713	0.0004328068	0
AC000003.2	0	0	0	0	0	0	0	0.0001082017	0
AC000032.2	0	0	0	0	0	0	0	0.0001082017	0.000083703
AC000068.10	0	0	0	0	9.57304231284702E-005	0	0	0	0.0005022181
AC000068.5	0	0.0002384927	0.0001785077	0.0002332362	0	0.0001321877	0.0001212856	0.0004328068	0.0007533272
AC000068.9	0	0	0	0	0	0	0.0001212856	0.0001082017	0.000083703
AC002115.9	0	0.0002384927	0	0	0	0	0	0	0
AC002116.7	0.0012269939	0.0009539709	0.0016958229	0.001516035	0.000670113	0.0014540648	0.0004851425	0.0011902186	0.0013392483
AC002117.1	0.0024539877	0.0076317672	0.003302392	0.0058309038	0.0040206778	0.0029081295	0.0110369921	0.0076823198	0.0073658659
AC002306.1	0	0.0001192464	0.0002677615	0.0005830904	0	0.0002643754	0	0	0.000167406
AC002310.12	0.0012269939	0.0115668972	0.0105319529	0.0102623907	0.0127321463	0.0088565763	0.0101879927	0.0098463536	0.0157361681
AC002310.7	0	0	0.0003570154	0	9.57304231284702E-005	0.0006609385	0.0001212856	0.0001082017	0.0002511091
AC002331.1	0	0	0.0003570154	0.0005830904	0	0.0002643754	0	0	0
AC002383.2	0	0	8.92538379150304E-005	0	0	0	0.0002425713	0	0
AC002398.11	0	0.0001192464	0	0.0001166181	0	0.0001321877	0.0001212856	0	0.000083703
AC002398.13	0	0	0	0	0	0	0	0.0001082017	0
AC002398.5	0	0.0001192464	0	0	0	0	0	0	0
AC002451.3	0.0028629857	0	0	0	0	0	0.0001212856	0	0
AC002454.1	0	0	8.92538379150304E-005	0.0004664723	9.57304231284702E-005	0	0.0002425713	0.0002164034	0.000083703
AC002456.2	0.0008179959	0.0008347245	0	0	0	0	0	0	0
AC002467.7	0.0098159509	0.0023849273	0.0062477687	0.0087463557	0.0041164082	0.0066093853	0.0126137053	0.0042198658	0.0028459027
AC002472.11	0.000408998	0	0	0	0	0	0	0	0
AC002472.13	0	0.0001192464	0	0	0	0	0	0	0
AC002480.2	0	0.0008347245	0	0	0	0	0	0	0
AC002480.4	0	0.0001192464	0	0	0	0	0	0	0
AC002550.5	0	0	0	0.0001166181	0	0	0.0001212856	0.0001082017	0.000083703
AC003002.6	0	0	0	0	0	0	0	0.0001082017	0
AC003005.2	0	0.0001192464	0	0	0	0	0	0	0
AC003051.1	0	0	0	0	0.0001914608	0	0.0001212856	0.0002164034	0.000083703
AC003075.4	0.0122699387	0.0034581445	0.0115137451	0.024606414	0.0073712426	0.0152015863	0.0080048514	0.0108201688	0.0070310538
AC003090.1	0	0.0011924636	0.0002677615	0.0002332362	0	0.0002643754	0	0.0008656135	0.0007533272
AC003102.3	0	0	0.0001785077	0.0002332362	9.57304231284702E-005	0	0	0.0001082017	0.000083703
AC003665.1	0.000408998	0.0002384927	0.0002677615	0.0002332362	0.0007658434	0.0001321877	0.0001212856	0.0005410084	0.0007533272
AC003682.16	0	0	0	0.0001166181	0	0	0	0	0
AC003956.1	0	0.0002384927	0.0001785077	0.0002332362	0.0002871913	0.0005287508	0.0001212856	0.0003246051	0.0003348121
AC003991.3	0	0	0	0.0001166181	0	0	0.0001212856	0.0001082017	0
AC004019.13	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC004067.5	0	0.0003577391	0.0001785077	0.0004664723	9.57304231284702E-005	0.0002643754	0	0.0007574118	0.0002511091
AC004069.2	0.0012269939	0.0001192464	8.92538379150304E-005	0.0002332362	9.57304231284702E-005	0.0002643754	0.0003638569	0.0002164034	0.000167406
AC004076.9	0	0	0	0	0	0	0	0.0001082017	0
AC004156.3	0	0	0	0.0003498542	0.0003829217	0.0001321877	0.0002425713	0.0002164034	0
AC004158.2	0.000408998	0.0016694491	0.000535523	0.0001166181	9.57304231284702E-005	0.0002643754	0.0006064281	0.0003246051	0.0003348121
AC004231.2	0	0	0	0	0	0	0.0001212856	0.0001082017	0
AC004237.1	0	0	0	0.0001166181	0	0	0.0001212856	0	0
AC004257.3	0.0020449898	0.00131171	0.0007140307	0.001516035	0.0003829217	0.0005287508	0.0010915706	0.0014066219	0.0015903574
AC004381.6	0.0020449898	0	0.0009817922	0.0012827988	0.0003829217	0.0007931262	0.0020618557	0.0019476304	0.000083703
AC004381.7	0	0.0001192464	0	0	0	0	0	0.0002164034	0
AC004447.2	0.000408998	0.0002384927	0	0.0002332362	0.0001914608	0.0001321877	0.0001212856	0.0001082017	0.000167406
AC004463.6	0.0012269939	0.0044121154	0.0029453767	0.0017492711	0.0029676431	0.0033046927	0.0014554275	0.0020558321	0.0025110907
AC004466.1	0	0.0005962318	0.0002677615	0.0001166181	9.57304231284702E-005	0	0.0001212856	0.0003246051	0.0002511091
AC004490.1	0	0	8.92538379150304E-005	0	0.0003829217	0	0.0001212856	0	0
AC004510.3	0.0008179959	0.0004769855	0.0002677615	0.0001166181	0.0002871913	0.0006609385	0.00194057	0.0005410084	0.0005859212
AC004528.4	0	0	8.92538379150304E-005	0.0001166181	0	0	0.0003638569	0.0001082017	0.000083703
AC004540.4	0	0	8.92538379150304E-005	0	0	0	0.0001212856	0	0
AC004540.5	0.0012269939	0.0008347245	0	0	0	0	0.0001212856	0.0001082017	0
AC004549.6	0.000408998	0	8.92538379150304E-005	0.0004664723	0	0.0001321877	0.0006064281	0.0001082017	0.000167406
AC004623.2	0	0	0	0.0001166181	0	0	0	0	0
AC004775.5	0	0.0001192464	0	0	0	0	0	0	0
AC004840.9	0	0.0008347245	0.0001785077	0.0004664723	0.0001914608	0.0005287508	0.00194057	0.0006492101	0.0003348121
AC004854.4	0.000408998	0.0001192464	0.0023205998	0.0023323615	0.0011487651	0.0040978189	0.0024257126	0.0018394287	0.0017577635
AC004878.8	0	0	0	0	0	0	0.0001212856	0	0
AC004893.11	0.0016359918	0.0014309564	0.0008032845	0.0024489796	0.000670113	0.0005287508	0.0015767132	0.0014066219	0.0006696242
AC004895.4	0	0	0.0003570154	0.0002332362	0.0002871913	0.0009253139	0.0004851425	0.0003246051	0.0006696242
AC004906.3	0	0	0	0	9.57304231284702E-005	0	0	0.0001082017	0.000083703
AC004951.6	0.0126789366	0.0035773909	0.0016958229	0.0059475219	0.0023932606	0.0018506279	0.0047301395	0.0040034625	0.0026784967
AC005003.1	0.0008179959	0.0016694491	0.0008925384	0.0003498542	0.000670113	0.0006609385	0.0006064281	0.0008656135	0.0008370302
AC005037.3	0	0.0009539709	0.0001785077	0.0004664723	0.0001914608	0.0002643754	0.0014554275	0.0004328068	0.000167406
AC005076.5	0.0069529652	0.0031004054	0.0032131382	0.0033819242	0.0036377561	0.0025115664	0.0033959976	0.0042198658	0.003682933
AC005082.12	0.000408998	0	0.0006247769	0	0.0015316868	0.0003965631	0.0003638569	0.0012984203	0.0015903574
AC005152.3	0	0	0	0	0	0	0	0.0002164034	0
AC005197.2	0	0.0001192464	0	0	0	0	0	0	0
AC005220.3	0.000408998	0.0001192464	0	0	0	0	0	0	0
AC005224.2	0	0.0002384927	0	0.0001166181	9.57304231284702E-005	0	0	0.0003246051	0.0003348121
AC005237.4	0	0	0	0	0	0	0	0.0002164034	0
AC005253.2	0	0.0003577391	0.0002677615	0.0004664723	0.0005743825	0.0003965631	0.0007277138	0.0006492101	0.0005859212
AC005253.4	0.000408998	0	0.0002677615	0.0001166181	9.57304231284702E-005	0	0.0004851425	0.0003246051	0.0002511091
AC005264.2	0.0040899796	0	0.0001785077	0.0002332362	0	0.0001321877	0	0	0
AC005304.1	0	0	0	0.0001166181	9.57304231284702E-005	0	0	0.0002164034	0.000083703
AC005306.3	0.0028629857	0.0027426663	0.0014280614	0.0037317784	0.0022975302	0.0021150033	0.0016979988	0.0020558321	0.0013392483
AC005307.1	0	0	0	0	0	0	0.0001212856	0	0
AC005307.3	0	0	0	0	0	0	0.0001212856	0	0
AC005329.7	0.000408998	0.0001192464	0	0.0003498542	0.0002871913	0.0001321877	0.0003638569	0.0004328068	0.000167406
AC005339.2	0.000408998	0.0005962318	0.0003570154	0.0009329446	0.0008615738	0.0003965631	0.0007277138	0.0015148236	0.0005859212
AC005356.1	0	0.0001192464	0	0.0001166181	0	0	0.0001212856	0	0.000083703
AC005387.3	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC005481.5	0	0	8.92538379150304E-005	0.0002332362	0.0004786521	0.0009253139	0	0	0.000167406
AC005498.3	0.000408998	0.0009539709	0.0006247769	0.0022157434	0.0013402259	0.0013218771	0.0021831413	0.0010820169	0.0010881393
AC005523.2	0.0012269939	0.0004769855	0.0012495537	0.0010495627	0.0010530347	0.0009253139	0.0025469982	0.0014066219	0.0007533272
AC005523.3	0	0.0003577391	0.0002677615	0.0004664723	0	0.0001321877	0.0007277138	0	0.000083703
AC005534.8	0	0.0001192464	0	0.0002332362	0.0001914608	0	0.0001212856	0.0003246051	0.000083703
AC005540.3	0	0	0.0004462692	0.0005830904	0.0001914608	0.0014540648	0.0023044269	0.0003246051	0.0003348121
AC005594.3	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC005606.14	0	0	8.92538379150304E-005	0	0	0	0	0.0001082017	0
AC005606.15	0	0	0	0	0	0.0001321877	0	0.0001082017	0
AC005609.1	0	0	0	0	0	0	0	0.0001082017	0
AC005614.3	0.0008179959	0.0001192464	0.0009817922	0.0008163265	9.57304231284702E-005	0.0014540648	0.0023044269	0.0004328068	0.0008370302
AC005616.1	0	0	0	0	0	0	0.0021831413	0.0001082017	0
AC005618.6	0	0.0002384927	8.92538379150304E-005	0.0002332362	9.57304231284702E-005	0.0006609385	0.0008489994	0.0003246051	0.000167406
AC005624.2	0	0	0	0	0	0	0.0001212856	0	0.000083703
AC005682.8	0	0.0002384927	0	0	0	0.0001321877	0	0	0.000083703
AC005740.6	0	0	0.0001785077	0.0001166181	9.57304231284702E-005	0.0001321877	0	0.0001082017	0.000083703
AC005775.2	0.000408998	0.0001192464	0.000535523	0.0001166181	0.0001914608	0.0001321877	0.0003638569	0.0001082017	0.000167406
AC005779.2	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC005786.5	0	0.0001192464	0.0001785077	0.0001166181	0	0.0001321877	0.0001212856	0	0
AC005786.7	0	0	0	0.0002332362	0	0	0	0	0
AC005789.11	0	0.0001192464	0	0.0001166181	9.57304231284702E-005	0	0	0.0002164034	0.000083703
AC005789.9	0	0	0	0.0001166181	0	0	0	0	0
AC005808.3	0	0.0001192464	0	0.0001166181	9.57304231284702E-005	0	0.0002425713	0.0001082017	0
AC005943.5	0	0	0	0	0	0	0	0.0001082017	0
AC005944.2	0	0.0003577391	0.0024098536	0.0017492711	0.0009573042	0.002247191	0.00194057	0.0007574118	0.0011718423
AC005954.4	0	0	0	0.0001166181	0	0	0	0	0
AC006042.6	0	0	0	0.0001166181	0	0	0.0001212856	0	0
AC006042.7	0	0	0	0	0	0	0.0001212856	0	0
AC006115.3	0	0.0001192464	0	0	0	0	0	0.0001082017	0
AC006116.17	0.0008179959	0.0003577391	0.0002677615	0.0001166181	0	0.0002643754	0.0002425713	0.0003246051	0.0002511091
AC006116.20	0.0016359918	0	0.0007140307	0.0026822157	0.0005743825	0.0007931262	0.0070345664	0.0012984203	0.0005022181
AC006116.21	0	0	8.92538379150304E-005	0.0001166181	0	0.0002643754	0.0002425713	0	0
AC006126.3	0	0	0	0	0	0	0.0001212856	0	0
AC006129.1	0	0	0	0	0	0	0.0002425713	0	0
AC006129.2	0	0.0331504889	0.0343627276	0.0264723032	0.0382921693	0.0236615995	0.0452395391	0.0426314651	0.0334812087
AC006129.4	0.000408998	0.0159790126	0.0001785077	0	9.57304231284702E-005	0.0005287508	0.0003638569	0.0002164034	0.000083703
AC006160.5	0	0.0005962318	0.0001785077	0.0001166181	9.57304231284702E-005	0	0.0007277138	0.0001082017	0.000167406
AC006277.2	0.000408998	0	0.0002677615	0.0004664723	0	0	0.0003638569	0.0002164034	0.000167406
AC006369.2	0	0	0.015440914	0.0436151603	0.0012444955	0.0186384666	0.0303214069	0.0202337156	0.0060266176
AC006372.4	0	0.0001192464	0	0	0	0	0	0	0
AC006372.5	0	0	0	0	0	0	0	0.0001082017	0
AC006449.1	0	0	0	0	0	0	0.0008489994	0.0001082017	0.000083703
AC006460.2	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC006486.1	0	0	0.0001785077	0.0004664723	0.0004786521	0.0002643754	0.0004851425	0.0001082017	0.0004185151
AC006547.13	0	0	0	0.0001166181	0	0.0001321877	0	0	0
AC006547.14	0	0	0	0	9.57304231284702E-005	0.0001321877	0	0	0
AC006547.15	0.000408998	0.0001192464	0.0002677615	0.0005830904	0.0001914608	0.0001321877	0.0001212856	0.0002164034	0
AC006547.8	0	0	0	0	9.57304231284702E-005	0.0002643754	0	0.0003246051	0.000167406
AC006942.4	0.0040899796	0.0036966373	0.0024098536	0.0041982507	0.0027761823	0.0027759418	0.0044875682	0.0008656135	0.0013392483
AC006946.16	0.000408998	0.0002384927	0.000535523	0.0005830904	0.0003829217	0.0002643754	0.0001212856	0.0006492101	0.0008370302
AC006946.17	0	0.0001192464	0	0	0	0	0	0	0
AC006994.2	0.0032719836	0.0011924636	0.0006247769	0.0008163265	0.000670113	0.0007931262	0.0041237113	0.0008656135	0.0009207332
AC007036.6	0.000408998	0.0005962318	0	0	0	0	0.0001212856	0	0
AC007038.7	0	0.0014309564	0.0003570154	0.0002332362	0.0001914608	0.0002643754	0.0020618557	0.0005410084	0.0004185151
AC007040.11	0	0	0	0	0	0	0.0001212856	0.0001082017	0
AC007040.6	0.000408998	0	0	0	0	0	0.0002425713	0	0
AC007040.7	0	0	0	0	0	0.0001321877	0	0	0
AC007161.5	0	0.0001192464	0	0	9.57304231284702E-005	0	0	0.0003246051	0.000083703
AC007163.3	0	0	0	0	0	0	0	0.0001082017	0
AC007163.6	0	0	8.92538379150304E-005	0.0001166181	9.57304231284702E-005	0.0001321877	0.000970285	0.0001082017	0.000083703
AC007182.6	0.000408998	0	0	0	9.57304231284702E-005	0	0	0	0
AC007192.6	0	0.0002384927	0	0.0001166181	0	0	0	0	0
AC007193.8	0	0	8.92538379150304E-005	0	0	0	0	0	0
AC007228.11	0	0.00393513	0.0019635844	0.0010495627	0.0011487651	0.0009253139	0.0031534263	0.0006492101	0.0013392483
AC007228.5	0	0.0007154782	0.0001785077	0	0.0002871913	0	0	0.0003246051	0.000083703
AC007228.9	0.0024539877	0.0016694491	0.0015173152	0.0024489796	0.0011487651	0.0010575017	0.000970285	0.0008656135	0.0010044363
AC007246.3	0.000408998	0.0032196518	0.0023205998	0.0037317784	0.0030633735	0.0023793787	0.0041237113	0.0047608743	0.0032644178
AC007251.2	0	0	0	0	0	0	0	0	0.000083703
AC007285.6	0	0	0	0	0	0	0.0001212856	0	0
AC007292.3	0	0.0001192464	0	0.0003498542	0.0002871913	0	0.0001212856	0.0001082017	0.000167406
AC007292.4	0	0	8.92538379150304E-005	0	0	0	0	0.0001082017	0
AC007292.6	0	0.0004769855	8.92538379150304E-005	0.0001166181	0.0002871913	0.0002643754	0.0003638569	0	0.0002511091
AC007292.7	0	0	0	0.0001166181	0	0	0	0	0
AC007308.6	0	0.0001192464	8.92538379150304E-005	0	9.57304231284702E-005	0	0	0.0001082017	0
AC007319.1	0	0	0	0	0	0	0.0001212856	0	0
AC007349.5	0	0	0.0009817922	0.0002332362	0.0003829217	0.0006609385	0.0059429958	0.0022722354	0.0011718423
AC007365.3	0.0012269939	0	0	0	0	0.0001321877	0.0014554275	0	0
AC007381.2	0	0.0022656809	0	0	0	0	0	0	0
AC007381.3	0	0.0014309564	0	0	0	0	0	0	0
AC007382.1	0	0.0002384927	0	0.0006997085	9.57304231284702E-005	0	0.0010915706	0.0002164034	0.000167406
AC007383.3	0.0016359918	0.0041736227	0.0076758301	0.0047813411	0.0054566341	0.0055518837	0.0077622802	0.0049772776	0.0049384783
AC007383.4	0	0.0001192464	8.92538379150304E-005	0.0001166181	0.0003829217	0	0.0004851425	0	0.000083703
