0.38	0.11	0.26	0.25
0.17	0.26	0.43	0.14
0.04	0.28	0.63	0.05
0.0	0.27	0.72	0.01
0.56	0.04	0.23	0.17
0.09	0.06	0.02	0.83
0.02	0.95	0.0	0.03
0.16	0.04	0.44	0.36
0.03	0.0	0.15	0.82
0.62	0.37	0.01	0.0
0.0	0.18	0.3	0.52
0.35	0.03	0.17	0.45
0.01	0.53	0.4	0.06
0.59	0.03	0.28	0.1
0.75	0.08	0.05	0.12
0.06	0.8	0.02	0.12
0.05	0.02	0.04	0.89
0.65	0.0	0.22	0.13
0.0	0.01	0.98	0.01
0.46	0.35	0.02	0.17
0.04	0.21	0.18	0.57
0.04	0.06	0.31	0.59
0.63	0.07	0.14	0.16
0.01	0.0	0.02	0.97
0.49	0.04	0.17	0.3
0.06	0.06	0.81	0.07
0.2	0.56	0.08	0.16
0.03	0.89	0.07	0.01
0.07	0.0	0.93	0.0
0.23	0.53	0.13	0.11
0.1	0.85	0.02	0.03
0.02	0.27	0.43	0.28
0.26	0.22	0.43	0.09
0.8	0.18	0.02	0.0
0.45	0.07	0.46	0.02
0.92	0.01	0.0	0.07
0.28	0.01	0.66	0.05
0.09	0.37	0.0	0.54
0.02	0.18	0.21	0.59
0.17	0.12	0.61	0.1
0.07	0.0	0.08	0.85
0.28	0.1	0.6	0.02
0.07	0.28	0.02	0.63
0.0	0.03	0.25	0.72
0.12	0.11	0.64	0.13
0.62	0.36	0.0	0.02
0.0	0.57	0.39	0.04
0.06	0.02	0.74	0.18
0.12	0.16	0.46	0.26
0.76	0.11	0.07	0.06
0.02	0.94	0.02	0.02
0.21	0.23	0.31	0.25
0.3	0.32	0.04	0.34
0.08	0.31	0.17	0.44
0.49	0.49	0.01	0.01
0.1	0.71	0.16	0.03
0.0	0.11	0.02	0.87
0.02	0.46	0.13	0.39
0.12	0.6	0.05	0.23
0.28	0.14	0.4	0.18
0.09	0.67	0.06	0.18
0.04	0.54	0.02	0.4
0.06	0.05	0.85	0.04
0.08	0.14	0.64	0.14
0.61	0.38	0.01	0.0
0.18	0.32	0.09	0.41
0.05	0.02	0.1	0.83
0.61	0.27	0.09	0.03
0.29	0.63	0.07	0.01
0.0	0.54	0.11	0.35
0.02	0.15	0.12	0.71
0.05	0.02	0.74	0.19
0.16	0.12	0.19	0.53
0.35	0.01	0.36	0.28
0.31	0.1	0.06	0.53
0.01	0.05	0.2	0.74
0.38	0.08	0.41	0.13
0.32	0.01	0.38	0.29
0.03	0.32	0.51	0.14
0.17	0.68	0.03	0.12
0.26	0.39	0.31	0.04
0.0	0.98	0.01	0.01
0.12	0.0	0.87	0.01
0.06	0.22	0.52	0.2
0.02	0.03	0.07	0.88
0.23	0.0	0.62	0.15
0.96	0.02	0.01	0.01
0.63	0.16	0.21	0.0
0.01	0.01	0.98	0.0
0.21	0.12	0.3	0.37
0.04	0.01	0.14	0.81
0.06	0.62	0.16	0.16
0.31	0.17	0.4	0.12
0.03	0.78	0.19	0.0
0.02	0.03	0.41	0.54
0.05	0.01	0.85	0.09
0.84	0.03	0.05	0.08
0.05	0.66	0.24	0.05
0.25	0.08	0.47	0.2
0.03	0.02	0.11	0.84
0.11	0.32	0.29	0.28
0.48	0.12	0.07	0.33
0.51	0.07	0.05	0.37
0.51	0.44	0.03	0.02
0.0	0.43	0.56	0.01
0.0	0.97	0.02	0.01
0.16	0.12	0.47	0.25
0.15	0.06	0.68	0.11
0.24	0.03	0.02	0.71
0.08	0.65	0.1	0.17
0.51	0.16	0.01	0.32
0.09	0.7	0.1	0.11
0.02	0.38	0.59	0.01
0.27	0.27	0.42	0.04
0.18	0.7	0.04	0.08
0.15	0.06	0.14	0.65
0.08	0.14	0.47	0.31
0.74	0.01	0.25	0.0
0.04	0.04	0.16	0.76
0.03	0.03	0.11	0.83
0.74	0.0	0.02	0.24
0.01	0.03	0.42	0.54
0.3	0.21	0.02	0.47
0.14	0.08	0.22	0.56
0.67	0.02	0.12	0.19
0.08	0.02	0.89	0.01
0.78	0.01	0.07	0.14
0.49	0.09	0.16	0.26
0.81	0.02	0.1	0.07
0.27	0.02	0.17	0.54
0.52	0.16	0.22	0.1
0.33	0.33	0.17	0.17
0.38	0.52	0.02	0.08
0.27	0.25	0.47	0.01
0.37	0.12	0.03	0.48
0.37	0.23	0.19	0.21
0.25	0.23	0.36	0.16
0.09	0.23	0.13	0.55
0.2	0.38	0.22	0.2
0.01	0.95	0.01	0.03
0.72	0.1	0.13	0.05
0.39	0.15	0.12	0.34
0.18	0.53	0.17	0.12
0.0	0.56	0.08	0.36
0.04	0.15	0.72	0.09
0.76	0.19	0.05	0.0
0.02	0.02	0.08	0.88
0.09	0.19	0.61	0.11
0.2	0.04	0.19	0.57
0.58	0.27	0.03	0.12
0.0	0.98	0.01	0.01
0.09	0.24	0.4	0.27
0.0	0.01	0.02	0.97
0.09	0.84	0.04	0.03
0.4	0.01	0.0	0.59
0.15	0.08	0.5	0.27
0.06	0.46	0.2	0.28
0.04	0.48	0.34	0.14
0.39	0.04	0.26	0.31
0.01	0.06	0.93	0.0
0.36	0.62	0.01	0.01
0.07	0.11	0.16	0.66
0.01	0.0	0.03	0.96
0.0	0.87	0.02	0.11
0.15	0.04	0.68	0.13
0.04	0.06	0.01	0.89
0.08	0.01	0.88	0.03
0.0	0.05	0.62	0.33
0.06	0.23	0.59	0.12
0.09	0.04	0.79	0.08
0.07	0.38	0.21	0.34
0.09	0.74	0.07	0.1
0.01	0.0	0.04	0.95
0.69	0.19	0.03	0.09
0.17	0.03	0.46	0.34
0.1	0.1	0.06	0.74
0.06	0.71	0.0	0.23
0.3	0.09	0.07	0.54
0.45	0.02	0.15	0.38
0.34	0.02	0.14	0.5
0.21	0.24	0.01	0.54
0.54	0.18	0.05	0.23
0.03	0.1	0.01	0.86
0.43	0.05	0.05	0.47
0.07	0.13	0.59	0.21
0.28	0.34	0.16	0.22
0.68	0.01	0.12	0.19
0.01	0.01	0.98	0.0
0.56	0.02	0.38	0.04
0.04	0.8	0.07	0.09
0.56	0.11	0.21	0.12
0.02	0.07	0.21	0.7
0.5	0.05	0.33	0.12
0.14	0.84	0.02	0.0
0.91	0.06	0.0	0.03
0.03	0.01	0.08	0.88
0.75	0.09	0.09	0.07
0.0	0.92	0.06	0.02
0.54	0.04	0.34	0.08
0.29	0.13	0.4	0.18
0.0	0.02	0.01	0.97
0.24	0.24	0.01	0.51
0.02	0.76	0.11	0.11
0.93	0.01	0.04	0.02
0.05	0.03	0.01	0.91
0.31	0.26	0.0	0.43
0.23	0.46	0.18	0.13
0.45	0.12	0.01	0.42
0.36	0.43	0.04	0.17
0.52	0.21	0.01	0.26
0.29	0.56	0.1	0.05
0.45	0.41	0.07	0.07
0.02	0.18	0.3	0.5
0.48	0.14	0.21	0.17
0.24	0.12	0.05	0.59
0.29	0.34	0.0	0.37
0.1	0.52	0.35	0.03
0.11	0.0	0.12	0.77
0.17	0.39	0.1	0.34
0.15	0.02	0.07	0.76
0.53	0.05	0.24	0.18
0.13	0.57	0.01	0.29
0.02	0.08	0.8	0.1
0.08	0.31	0.06	0.55
0.14	0.01	0.83	0.02
0.63	0.18	0.14	0.05
0.12	0.12	0.09	0.67
0.02	0.07	0.03	0.88
0.12	0.71	0.02	0.15
0.24	0.27	0.15	0.34
0.07	0.05	0.1	0.78
0.0	0.0	0.88	0.12
0.2	0.1	0.68	0.02
0.3	0.32	0.09	0.29
0.4	0.47	0.05	0.08
0.03	0.81	0.15	0.01
0.01	0.0	0.0	0.99
0.18	0.16	0.52	0.14
0.21	0.6	0.16	0.03
0.26	0.68	0.0	0.06
0.01	0.0	0.98	0.01
0.28	0.12	0.07	0.53
0.56	0.28	0.15	0.01
0.1	0.12	0.73	0.05
0.0	0.0	0.04	0.96
0.49	0.29	0.18	0.04
0.18	0.11	0.22	0.49
0.22	0.68	0.02	0.08
0.18	0.22	0.27	0.33
0.09	0.25	0.45	0.21
0.54	0.12	0.15	0.19
0.69	0.19	0.06	0.06
0.21	0.07	0.51	0.21
0.21	0.5	0.28	0.01
0.05	0.41	0.06	0.48
0.22	0.06	0.1	0.62
0.08	0.61	0.23	0.08
0.01	0.06	0.0	0.93
0.7	0.08	0.07	0.15
0.89	0.1	0.0	0.01
0.04	0.03	0.27	0.66
0.95	0.04	0.0	0.01
0.03	0.84	0.01	0.12
0.03	0.0	0.62	0.35
0.51	0.05	0.4	0.04
0.01	0.13	0.57	0.29
0.31	0.14	0.28	0.27
0.01	0.74	0.21	0.04
0.23	0.22	0.04	0.51
0.57	0.1	0.1	0.23
0.19	0.03	0.41	0.37
0.1	0.84	0.0	0.06
0.06	0.07	0.24	0.63
0.01	0.2	0.67	0.12
0.02	0.85	0.13	0.0
0.16	0.33	0.04	0.47
0.25	0.35	0.16	0.24
0.01	0.01	0.71	0.27
0.5	0.0	0.02	0.48
0.18	0.0	0.39	0.43
0.53	0.27	0.18	0.02
0.4	0.07	0.11	0.42
0.24	0.42	0.18	0.16
0.19	0.67	0.09	0.05
0.02	0.49	0.08	0.41
0.18	0.14	0.27	0.41
0.84	0.01	0.02	0.13
0.1	0.1	0.19	0.61
0.32	0.16	0.09	0.43
0.05	0.86	0.08	0.01
0.04	0.61	0.33	0.02
0.15	0.74	0.1	0.01
0.3	0.03	0.65	0.02
0.53	0.04	0.0	0.43
0.17	0.71	0.05	0.07
0.0	0.52	0.01	0.47
0.21	0.15	0.61	0.03
0.05	0.09	0.03	0.83
0.09	0.23	0.34	0.34
0.0	0.02	0.94	0.04
0.76	0.04	0.02	0.18
0.07	0.75	0.04	0.14
0.01	0.78	0.21	0.0
0.65	0.34	0.0	0.01
0.0	0.01	0.98	0.01
0.72	0.01	0.15	0.12
0.23	0.0	0.76	0.01
0.06	0.07	0.85	0.02
0.12	0.26	0.38	0.24
0.63	0.12	0.01	0.24
0.2	0.44	0.04	0.32
0.22	0.01	0.07	0.7
0.62	0.04	0.0	0.34
0.03	0.28	0.61	0.08
0.77	0.15	0.0	0.08
0.4	0.01	0.47	0.12
0.06	0.18	0.01	0.75
0.04	0.75	0.19	0.02
0.02	0.09	0.14	0.75
0.15	0.78	0.05	0.02
0.04	0.05	0.23	0.68
0.06	0.07	0.67	0.2
0.01	0.85	0.11	0.03
0.14	0.01	0.13	0.72
0.06	0.08	0.0	0.86
0.51	0.17	0.05	0.27
0.01	0.05	0.59	0.35
0.46	0.17	0.32	0.05
0.01	0.01	0.46	0.52
0.22	0.01	0.66	0.11
0.25	0.01	0.7	0.04
0.56	0.06	0.04	0.34
0.06	0.78	0.08	0.08
0.05	0.73	0.21	0.01
0.0	0.04	0.22	0.74
0.15	0.03	0.82	0.0
0.52	0.0	0.22	0.26
0.3	0.29	0.35	0.06
0.02	0.02	0.02	0.94
0.04	0.28	0.24	0.44
0.0	0.55	0.35	0.1
0.02	0.11	0.85	0.02
0.57	0.34	0.05	0.04
0.32	0.47	0.07	0.14
0.15	0.28	0.1	0.47
0.02	0.02	0.01	0.95
0.01	0.37	0.02	0.6
0.46	0.13	0.37	0.04
0.07	0.32	0.4	0.21
0.66	0.18	0.02	0.14
0.58	0.02	0.14	0.26
0.2	0.17	0.39	0.24
0.03	0.24	0.25	0.48
0.7	0.03	0.12	0.15
0.26	0.01	0.07	0.66
0.03	0.09	0.8	0.08
0.04	0.32	0.59	0.05
0.69	0.08	0.07	0.16
0.12	0.06	0.01	0.81
0.08	0.67	0.06	0.19
0.43	0.17	0.4	0.0
0.67	0.01	0.0	0.32
0.34	0.04	0.34	0.28
0.01	0.63	0.35	0.01
0.37	0.17	0.2	0.26
0.32	0.23	0.41	0.04
0.02	0.08	0.16	0.74
0.75	0.22	0.0	0.03
0.24	0.48	0.12	0.16
0.95	0.03	0.0	0.02
0.0	0.02	0.08	0.9
0.0	0.23	0.02	0.75
0.12	0.29	0.29	0.3
0.04	0.32	0.58	0.06
0.02	0.2	0.12	0.66
0.52	0.0	0.17	0.31
0.0	0.03	0.83	0.14
0.36	0.27	0.36	0.01
0.03	0.73	0.01	0.23
0.12	0.11	0.63	0.14
0.27	0.21	0.11	0.41
0.33	0.27	0.09	0.31
0.25	0.42	0.33	0.0
0.04	0.15	0.75	0.06
0.84	0.05	0.04	0.07
0.71	0.2	0.0	0.09
0.01	0.19	0.45	0.35
0.88	0.09	0.01	0.02
0.24	0.4	0.33	0.03
0.01	0.97	0.01	0.01
0.14	0.09	0.7	0.07
0.37	0.43	0.16	0.04
0.03	0.06	0.84	0.07
0.06	0.09	0.77	0.08
0.29	0.0	0.7	0.01
0.09	0.1	0.44	0.37
0.12	0.63	0.12	0.13
0.63	0.22	0.08	0.07
0.04	0.55	0.03	0.38
0.19	0.28	0.02	0.51
0.02	0.07	0.01	0.9
0.53	0.23	0.08	0.16
0.29	0.1	0.38	0.23
0.03	0.94	0.0	0.03
0.06	0.41	0.07	0.46
0.37	0.02	0.49	0.12
0.22	0.08	0.57	0.13
0.19	0.07	0.68	0.06
0.62	0.21	0.06	0.11
0.52	0.0	0.13	0.35
0.72	0.08	0.2	0.0
0.12	0.78	0.1	0.0
0.21	0.4	0.27	0.12
0.08	0.89	0.0	0.03
0.32	0.29	0.28	0.11
0.02	0.02	0.92	0.04
0.21	0.36	0.25	0.18
0.65	0.17	0.03	0.15
0.13	0.32	0.33	0.22
0.03	0.12	0.12	0.73
0.34	0.4	0.12	0.14
0.48	0.49	0.02	0.01
0.05	0.3	0.63	0.02
0.28	0.53	0.16	0.03
0.86	0.08	0.02	0.04
0.11	0.29	0.55	0.05
0.01	0.97	0.02	0.0
0.63	0.18	0.12	0.07
0.44	0.35	0.15	0.06
0.09	0.19	0.17	0.55
0.02	0.01	0.02	0.95
0.34	0.51	0.0	0.15
0.23	0.0	0.06	0.71
0.42	0.05	0.45	0.08
0.15	0.0	0.84	0.01
0.08	0.14	0.7	0.08
0.21	0.12	0.38	0.29
0.01	0.03	0.31	0.65
0.22	0.01	0.18	0.59
0.07	0.09	0.02	0.82
0.01	0.05	0.01	0.93
0.77	0.01	0.02	0.2
0.5	0.3	0.09	0.11
0.21	0.03	0.01	0.75
0.11	0.5	0.13	0.26
0.48	0.1	0.02	0.4
0.13	0.06	0.49	0.32
0.76	0.06	0.04	0.14
0.94	0.0	0.02	0.04
0.08	0.05	0.77	0.1
0.04	0.41	0.5	0.05
0.04	0.84	0.03	0.09
0.13	0.26	0.52	0.09
0.53	0.23	0.07	0.17
0.09	0.76	0.11	0.04
0.76	0.07	0.01	0.16
0.38	0.31	0.05	0.26
0.01	0.64	0.03	0.32
0.27	0.33	0.32	0.08
0.03	0.04	0.05	0.88
0.08	0.9	0.0	0.02
0.14	0.53	0.2	0.13
0.06	0.67	0.05	0.22
0.64	0.0	0.27	0.09
0.12	0.17	0.47	0.24
0.09	0.34	0.02	0.55
0.1	0.09	0.01	0.8
0.51	0.04	0.11	0.34
0.0	0.09	0.87	0.04
0.04	0.37	0.14	0.45
0.25	0.63	0.11	0.01
0.03	0.85	0.11	0.01
0.36	0.02	0.19	0.43
0.86	0.04	0.06	0.04
0.03	0.2	0.4	0.37
0.31	0.09	0.37	0.23
0.57	0.21	0.05	0.17
0.22	0.3	0.47	0.01
0.02	0.03	0.49	0.46
0.13	0.01	0.01	0.85
0.29	0.29	0.26	0.16
0.08	0.32	0.45	0.15
0.0	0.01	0.61	0.38
0.79	0.1	0.09	0.02
0.42	0.12	0.15	0.31
0.38	0.6	0.02	0.0
0.13	0.14	0.7	0.03
0.46	0.05	0.36	0.13
0.02	0.65	0.2	0.13
0.99	0.0	0.0	0.01
0.06	0.0	0.71	0.23
0.12	0.11	0.58	0.19
0.25	0.19	0.07	0.49
0.37	0.46	0.03	0.14
0.05	0.83	0.05	0.07
0.4	0.24	0.16	0.2
0.01	0.01	0.0	0.98
0.01	0.91	0.0	0.08
0.14	0.2	0.35	0.31
0.02	0.01	0.05	0.92
0.31	0.57	0.08	0.04
0.05	0.72	0.14	0.09
0.12	0.07	0.41	0.4
0.26	0.07	0.3	0.37
0.07	0.54	0.29	0.1
0.0	0.38	0.02	0.6
0.34	0.36	0.04	0.26
0.01	0.9	0.01	0.08
0.6	0.11	0.0	0.29
0.02	0.31	0.44	0.23
0.42	0.14	0.27	0.17
0.06	0.88	0.03	0.03
0.14	0.8	0.04	0.02
0.01	0.97	0.01	0.01
0.16	0.01	0.81	0.02
0.13	0.04	0.82	0.01
0.16	0.81	0.01	0.02
0.02	0.0	0.94	0.04
0.11	0.05	0.3	0.54
0.38	0.42	0.07	0.13
0.16	0.13	0.16	0.55
0.47	0.29	0.09	0.15
0.16	0.05	0.5	0.29
0.11	0.74	0.15	0.0
0.04	0.03	0.03	0.9
0.01	0.12	0.79	0.08
0.72	0.03	0.07	0.18
0.11	0.86	0.02	0.01
0.04	0.91	0.02	0.03
0.65	0.18	0.11	0.06
0.0	0.81	0.18	0.01
0.45	0.31	0.18	0.06
0.07	0.36	0.04	0.53
0.4	0.04	0.1	0.46
0.13	0.36	0.34	0.17
0.13	0.52	0.01	0.34
0.12	0.62	0.05	0.21
0.05	0.08	0.78	0.09
0.1	0.05	0.07	0.78
0.03	0.08	0.86	0.03
0.71	0.0	0.27	0.02
0.56	0.31	0.1	0.03
0.13	0.74	0.04	0.09
0.07	0.03	0.52	0.38
0.13	0.13	0.34	0.4
0.04	0.09	0.29	0.58
0.21	0.5	0.29	0.0
0.47	0.02	0.42	0.09
0.01	0.0	0.99	0.0
0.05	0.88	0.02	0.05
0.23	0.17	0.05	0.55
0.6	0.29	0.06	0.05
0.04	0.03	0.93	0.0
0.01	0.98	0.0	0.01
0.37	0.09	0.23	0.31
0.48	0.28	0.07	0.17
0.53	0.21	0.22	0.04
0.4	0.53	0.06	0.01
0.0	0.9	0.09	0.01
0.92	0.0	0.08	0.0
0.03	0.07	0.88	0.02
0.0	0.05	0.04	0.91
0.77	0.1	0.07	0.06
0.12	0.11	0.03	0.74
0.2	0.31	0.4	0.09
0.07	0.02	0.88	0.03
0.03	0.19	0.67	0.11
0.09	0.36	0.55	0.0
0.2	0.29	0.27	0.24
0.39	0.41	0.18	0.02
0.35	0.59	0.02	0.04
0.2	0.18	0.13	0.49
0.04	0.25	0.05	0.66
0.2	0.24	0.04	0.52
0.7	0.11	0.05	0.14
0.24	0.39	0.19	0.18
0.14	0.48	0.2	0.18
0.26	0.09	0.1	0.55
0.32	0.44	0.14	0.1
0.01	0.65	0.01	0.33
0.2	0.37	0.21	0.22
0.9	0.05	0.04	0.01
0.28	0.59	0.12	0.01
0.28	0.71	0.01	0.0
0.0	0.04	0.89	0.07
0.31	0.18	0.28	0.23
0.02	0.02	0.87	0.09
0.11	0.1	0.39	0.4
0.07	0.11	0.74	0.08
0.0	0.01	0.76	0.23
0.0	0.0	0.01	0.99
0.09	0.48	0.19	0.24
0.0	0.94	0.01	0.05
0.96	0.0	0.02	0.02
0.31	0.52	0.17	0.0
0.1	0.06	0.15	0.69
0.22	0.23	0.41	0.14
0.52	0.19	0.13	0.16
0.0	0.0	0.01	0.99
0.05	0.34	0.36	0.25
0.6	0.2	0.05	0.15
0.51	0.01	0.47	0.01
0.59	0.26	0.03	0.12
0.17	0.13	0.07	0.63
0.09	0.34	0.55	0.02
0.13	0.09	0.72	0.06
0.18	0.07	0.0	0.75
0.06	0.04	0.06	0.84
0.11	0.01	0.29	0.59
0.67	0.02	0.29	0.02
0.67	0.03	0.29	0.01
0.45	0.29	0.16	0.1
0.02	0.96	0.01	0.01
0.1	0.34	0.03	0.53
0.0	0.94	0.01	0.05
0.01	0.02	0.27	0.7
0.84	0.04	0.07	0.05
0.19	0.77	0.04	0.0
0.02	0.2	0.22	0.56
