Symbol	A	B	C	D	E	F	G	H	I	J	K	L
CD34	0.612926	0.607563	0.643619	0.621721	0.549935	0.566386	0.567211	0.468272	0.458813	0.576089	0.537663	1.0
CD3D	0.322081	0.308845	0.90664	0.972588	0.843281	0.048634	0.096931	0.061094	0.059242	0.866129	1.0	0.92472
CD3G	0.415002	0.433934	0.8289	0.787464	0.809314	0.200001	0.194997	0.160273	0.153242	0.890896	1.0	0.810079
CD40LG	0.36245	0.360046	0.81186	0.898075	0.278625	0.062343	0.214835	0.209128	0.179608	0.759271	0.294339	1.0
CD5	0.315512	0.325876	0.777884	0.763168	0.528331	0.061153	0.194964	0.136553	0.141471	0.847098	0.622199	1.0
CD70	0.773871	0.701812	0.735214	0.775853	0.753293	0.522213	0.643922	0.600934	0.699222	0.680386	0.849998	1.0
CD79A	0.973377	1.0	0.138473	0.137429	0.205125	0.182515	0.84877	0.299553	0.348304	0.102588	0.154269	0.039426
CD8A	0.13229	0.135578	0.074623	0.080461	0.844638	0.098493	0.033034	0.022505	0.023566	0.004989	1.0	0.008097
CD8B	0.09924	0.095477	0.079054	0.068511	0.340178	0.019697	0.037224	0.029835	0.032007	0.007346	0.420281	0.009389
CD9	0.009074	0.005876	0.00449	0.004813	0.004297	0.003724	0.008389	0.006965	0.001774	0.000523	0.014053	0.011787
CDH2	0.036641	0.61696	0.57306	0.000839	0.223838	0.047768	1.0	0.206673	0.01017	0.0	0.567556	0.002654
CDO1	0.711139	0.574687	1.0	0.130823	0.571419	0.711724	0.66001	0.634932	0.826407	0.467842	0.800611	0.548662
CFH	0.647067	0.592404	0.78678	0.757318	0.81251	0.566741	0.56884	0.68806	0.615947	0.869601	1.0	0.877354
CHIT1	0.002399	0.001472	0.000181	0.000616	0.000119	0.00292	1.4e-05	0.00037	0.000737	7.3e-05	0.002734	0.0
CHL1	0.232218	0.64197	0.092286	0.143693	0.245641	1.0	0.708928	0.063324	0.132056	0.028615	0.286575	0.537766
CHN1	0.462366	0.436599	0.800473	0.809855	0.477361	0.135153	0.100581	0.0	0.016501	0.884779	0.598517	1.0
CHSY3	0.004421	0.062171	0.422985	0.0	0.058681	1.0	0.002288	0.001644	0.001515	0.005273	0.000745	0.02139
CLDN9	0.295479	0.706495	0.940233	0.309423	1.0	0.219745	0.742314	0.874099	0.621193	0.787001	0.227293	0.082767
CLEC10A	0.486898	0.582085	0.35839	0.068145	0.335353	0.392551	0.484249	0.772968	0.776081	0.227973	0.288202	0.297536
CLEC17A	0.055419	0.006899	0.044916	0.008861	0.154303	0.000202	0.085427	0.068365	0.020362	0.13534	0.103934	0.013453
CLECL1	0.462031	0.454019	0.275544	0.276807	0.261522	0.256614	0.469693	0.420484	0.376662	0.297875	0.308472	0.391043
CLIC3	0.245675	0.218013	0.117294	0.119012	0.231896	1.0	0.136123	0.046645	0.04466	0.051444	0.117333	0.055025
CMTM2	0.101224	0.106849	0.030873	0.033996	0.058012	0.07801	0.728207	0.071119	0.070558	0.0	0.000376	0.000706
CNTNAP2	1.0	0.996956	0.276764	0.275595	0.286761	0.407443	0.939165	0.579732	0.612087	0.201068	0.072616	0.001211
CNTNAP3	0.06475	0.039247	0.010637	0.013818	0.059931	0.027435	0.205454	0.015695	0.030675	0.063943	0.020563	0.034796
COBLL1	0.344032	0.35683	0.126268	0.109395	0.157899	0.177991	0.356554	0.23421	0.242267	0.116033	0.128257	0.010166
COL19A1	0.000529	0.054412	0.017377	0.024287	0.000126	0.110804	0.026575	0.012305	0.060913	0.006229	0.00571	0.047535
COL4A3	0.001307	0.0003	0.001115	0.001406	0.020585	0.000857	0.005945	0.006418	0.04975	0.156285	0.053043	0.096307
COL4A4	0.0	0.015333	0.0	0.011536	0.0	0.001603	0.0	0.00625	0.000591	0.0	0.0	0.0
COL5A3	0.00925	0.030937	1.0	0.455621	0.176908	0.030339	0.042503	0.112778	0.073758	0.223653	0.23307	0.791667
CORO2B	0.98762	1.0	0.292647	0.009607	0.026859	0.2907	0.673347	0.274795	0.421991	0.032284	0.132816	0.008117
CPA5	0.55281	0.509186	0.731009	0.79263	0.944055	0.062268	0.389999	0.428758	0.334962	0.753175	1.0	0.744844
CPNE5	0.335255	0.354373	0.009511	0.006827	0.065443	0.01361	0.309175	0.033327	0.244132	0.000871	0.0	5.4e-05
CPNE7	0.539365	0.347663	0.112087	0.709427	0.723718	0.006149	0.133095	0.56992	0.51302	0.502816	0.372867	1.0
CPVL	0.301566	0.311651	0.034556	0.035585	0.072877	0.110448	0.45587	0.92555	1.0	0.007311	0.005418	0.055565
CRABP2	0.028701	0.026464	0.026908	0.02728	0.027646	0.02769	0.023587	0.027921	0.031906	0.027086	0.032366	0.033984
CSF3R	0.029488	0.02782	0.004895	0.004327	0.009299	0.012616	0.177435	0.051185	0.050813	5.3e-05	8.8e-05	0.002959
CSPG4	0.673505	0.005531	0.046921	0.065026	0.030065	0.225448	0.010466	0.323555	0.37774	0.266513	0.033591	0.057316
CTAG2	0.367096	0.092914	0.937913	0.509021	0.202128	1.0	0.076221	0.317838	0.525409	0.65678	0.054973	0.125533
CTLA4	0.282272	0.293629	0.717624	0.755625	0.277541	0.120184	0.18313	0.126925	0.12832	0.774429	0.276951	1.0
CXCL10	0.465852	0.477529	0.087023	0.07059	0.195765	0.251641	0.695789	1.0	0.960936	0.040879	0.03773	0.098349
CXCL2	0.437979	0.476377	0.119422	0.113895	0.149986	0.250572	0.685226	0.96468	0.910933	0.049494	0.049809	0.044757
CXCR1	0.037318	0.03965	0.021378	0.023956	0.027881	0.04162	0.168237	0.016821	0.014429	0.016465	0.016132	0.005256
CXCR3	0.485567	0.472315	0.769186	0.741861	0.667522	0.446368	0.363483	0.128592	0.279448	0.727262	0.81844	1.0
CXCR6	0.471592	0.523771	0.657595	0.709469	0.973374	0.294289	0.123927	0.001974	0.004746	0.502055	1.0	0.711722
CYP26B1	0.754809	0.348815	0.704475	1.0	0.341543	0.866556	0.022653	0.278352	0.624641	0.176236	0.329427	0.694511
CYP4F22	0.665393	0.683071	0.354681	0.551677	0.823951	0.686095	0.801314	1.0	0.962458	0.397436	0.84617	0.619036
CYP4F3	0.111425	0.114389	0.063795	0.048393	0.077272	0.108153	0.569759	0.003705	0.036819	0.001854	0.02392	0.043015
DAB1	0.0	0.0	0.0	0.00593	0.0	0.00129	0.043055	0.012153	0.0	0.0	0.0	0.0
DACT1	0.294672	0.388221	0.623385	0.659519	0.020573	0.0	0.143468	0.085554	0.230556	0.610508	0.165856	0.132448
DGKK	0.0	0.286528	0.008709	0.074144	0.0	0.0	0.0	0.0	0.066625	0.064418	0.01762	0.0
DKK3	0.360615	0.29561	0.293998	0.237882	0.787624	0.027308	0.022984	0.043505	0.005035	0.20682	1.0	0.158554
DNAJC5B	0.012473	0.071439	0.052779	0.288389	0.010688	0.321084	0.576453	0.026032	0.554324	0.028649	0.023828	0.149768
DOK7	1.0	0.360321	0.176561	0.471925	0.382249	0.598479	0.496415	0.272544	0.297261	0.478858	0.321021	0.413158
DPP4	0.169445	0.185649	0.287679	0.305879	0.268243	0.068747	0.095293	0.027731	0.077122	0.196835	0.317593	0.279427
DSC1	0.517473	0.568669	0.827917	0.809235	0.9041	0.228879	0.310733	0.21545	0.242443	0.83242	1.0	0.315843
DSP	0.57451	1.0	0.856073	0.541928	0.761008	0.746618	0.785779	0.372557	0.508658	0.164365	0.641041	0.072039
DUSP4	0.069578	0.053517	0.357898	0.218805	0.092404	0.001173	0.0	0.025351	0.051235	0.826671	0.266647	1.0
EBF1	0.848726	0.907294	0.033323	0.035386	0.081621	0.126863	0.654689	0.474058	0.492633	0.011053	0.083901	0.014625
EBI3	0.492468	0.512915	0.119391	0.018425	0.908764	0.538876	0.895579	1.0	0.771438	0.005582	0.027275	0.092061
ECSCR	0.662386	0.783611	0.663262	0.61492	0.294263	0.797403	0.572391	0.364177	1.0	0.551548	0.720413	0.859779
EDAR	0.530472	0.583217	1.0	0.937658	0.689473	0.30262	0.435679	0.261485	0.23706	0.949953	0.662522	0.613785
EDARADD	0.68036	0.754195	0.885738	0.872654	1.0	0.839187	0.69494	0.66352	0.726269	0.951563	0.960961	0.920821
EGR1	0.453712	0.443197	0.081639	0.082188	0.150097	0.199809	0.682175	0.970328	1.0	0.039979	0.048916	0.069553
ELOVL4	0.496032	0.464103	0.759952	0.753279	0.863682	0.2431	0.315595	0.276893	0.351581	0.725918	1.0	0.717417
EMP1	0.060052	0.061522	0.050829	0.029921	0.032082	0.04915	0.093737	0.118615	0.117058	0.035556	0.043736	0.043441
ENAH	1.0	0.853663	0.020429	0.13389	0.214476	0.016283	0.015787	0.084046	0.095117	0.006765	0.0	0.006765
ENHO	0.82939	0.53989	0.765768	0.808501	0.843425	0.72872	0.851681	0.834359	0.76159	1.0	0.534231	0.680167
EPB41L1	0.090468	0.173125	0.1797	0.239482	0.215093	0.246952	0.024388	0.173692	0.41188	0.302334	0.256827	0.292063
EPHB1	0.020307	0.026499	0.021377	0.010007	0.012535	0.011829	0.073025	0.012401	0.014713	0.010897	0.027641	0.021948
EPHX2	0.478335	0.440434	0.903282	0.922413	0.631903	0.220252	0.282823	0.204098	0.186338	1.0	0.779133	0.667497
ERBB2	0.3979	0.361435	0.208703	0.271473	0.372547	0.973864	0.247156	0.141149	0.121739	0.132544	0.210724	0.116633
EREG	0.229614	0.240685	0.112251	0.131243	0.150497	0.162874	0.308033	0.462487	0.477659	0.042547	0.052523	0.012383
ESM1	0.922653	0.570547	0.794145	0.806393	1.0	0.952448	0.954903	0.558583	0.473238	0.689463	0.950731	0.905229
ESPN	0.155393	0.029732	0.504734	0.287185	0.126626	0.167722	0.01935	0.260672	0.036483	1.0	0.345196	0.736553
ESPNL	0.743096	0.501293	0.580727	0.134993	0.565215	0.784613	1.0	0.58693	0.021665	0.636063	0.634537	0.219133
ESR2	0.413468	0.179524	0.265296	1.0	0.633975	0.072394	0.732985	0.331039	0.224036	0.330774	0.42792	0.098096
F13A1	0.317456	0.332401	0.025733	0.011621	0.120312	0.184149	0.367201	0.630902	0.655078	0.000292	0.0	0.006572
FABP3	0.000203	0.004568	0.000694	0.0017	0.0001	0.0	0.0	0.0	0.00217	0.005509	0.0	0.000646
FAM111B	0.057359	0.014289	0.003474	0.0	0.000417	0.010909	0.002831	0.038113	0.001179	0.004997	0.059805	0.012517
FAM129C	0.084549	0.084519	0.022232	0.021073	0.041364	0.034776	0.084901	0.059088	0.064912	0.027974	0.015369	0.0254
FAM153A	0.127492	0.038433	0.175576	0.104668	0.062689	0.02786	0.102537	0.032121	0.003991	0.017881	0.133583	0.122563
FAM177B	0.318491	0.520777	0.16479	0.225012	0.087163	0.363479	0.428023	0.087579	0.22392	0.011884	0.429102	0.067422
FAM184A	0.560586	0.583791	0.950536	0.829002	0.652137	0.124275	0.274481	0.377467	0.50418	1.0	0.672949	0.860957
FAM19A1	0.247397	0.512285	0.887414	1.0	0.824057	0.008053	0.095494	0.001794	0.002058	0.938248	0.93424	0.958039
FAM30A	0.230958	0.233764	0.132155	0.154464	0.151098	0.15053	0.257683	0.163133	0.150885	0.153729	0.139872	0.138262
FAM69B	0.989409	0.994391	0.391139	0.348367	0.428788	0.466009	1.0	0.661952	0.676816	0.403446	0.100825	0.547307
FASLG	0.452199	0.44524	0.251176	0.320256	0.478909	1.0	0.212711	0.055147	0.016406	0.192666	0.325909	0.164322
FAT4	0.431456	0.831981	0.348434	0.859761	0.235986	0.587519	0.717392	1.0	0.52312	0.42149	0.821537	0.696235
FBLN2	0.474481	0.497824	0.327949	0.445588	0.90022	0.439744	0.432098	0.323458	0.311285	0.186043	1.0	0.232296
FBLN7	0.392299	0.388258	0.867112	0.850328	0.174266	0.001417	0.213102	0.198263	0.156583	1.0	0.047608	0.985826
FBN2	0.531503	0.507825	0.112307	0.142874	0.217604	0.294665	0.70025	1.0	0.989964	0.022682	0.062931	0.135823
FCER1A	0.436234	0.458749	0.319552	0.299687	0.186334	0.234998	0.525141	0.662222	0.676712	0.316567	0.172294	1.0
FCER2	0.201239	0.185793	0.044557	0.057439	0.061815	0.072162	0.190044	0.105976	0.1181	0.041853	0.040658	0.000202
FCGR3B	0.014218	0.01425	0.004721	0.004392	0.007293	0.009887	0.11249	0.004065	0.003547	0.001561	0.001997	0.001082
FCN1	0.0174	0.014581	0.000646	0.000634	0.002003	0.00427	0.064634	0.931728	1.0	5.3e-05	5.6e-05	0.000283
FCRL1	0.008241	0.00848	0.004466	0.000419	0.005287	0.000387	0.009019	0.003872	0.004184	6.1e-05	0.003252	0.004461
FCRL2	0.160248	0.157624	0.069876	0.049372	0.057967	0.079037	0.164006	0.117621	0.105863	0.044739	0.052216	0.015457
FCRL5	0.178958	0.181285	0.049721	0.098949	0.119388	0.119206	0.177341	0.159494	0.142649	0.075516	0.072814	0.048433
FCRL6	0.140379	0.126187	0.061775	0.096675	0.154564	0.246718	0.070885	0.019087	0.026665	0.037915	0.163507	0.044594
FCRLA	0.56151	0.501782	0.095006	0.107791	0.120426	0.141963	0.411624	0.246777	0.231621	0.074942	0.071081	0.004986
FEZ1	0.357821	0.36105	0.203061	0.216334	0.374834	1.0	0.187728	0.090993	0.084047	0.046706	0.283851	0.045205
FGFBP2	0.149637	0.153734	0.060504	0.058786	0.198539	1.0	0.038169	0.01423	0.013401	0.022356	0.109456	0.034444
FGFR2	0.049779	0.0	0.187951	0.03489	0.362647	0.015663	0.011647	0.0	0.0	0.0	0.0749	0.0
FHIT	0.204191	0.195858	0.371168	0.389317	0.195876	0.11314	0.16497	0.133806	0.11774	0.425839	0.22531	0.235441
FLT4	0.043922	0.109079	0.899118	0.139381	0.530279	0.852416	0.221648	0.502704	0.172202	1.0	0.387777	0.070932
FRMD7	0.334957	0.095972	0.421914	0.587491	0.561809	0.018045	0.368917	0.1809	0.645495	0.063347	0.053534	1.0
GALNTL6	0.83783	0.8732	0.618393	0.006035	0.086768	0.027777	0.006121	0.098829	0.585183	0.362295	0.012928	0.009509
GCNT4	0.231219	0.493056	0.014427	0.027972	0.486789	0.619983	0.159643	0.047562	0.566613	0.005268	0.13256	0.015845
GDF15	0.001016	0.0	0.009299	0.00018	0.17138	0.079937	0.088386	0.115035	0.011657	0.014469	0.031573	0.004851
GDF7	0.001267	0.049817	0.221722	1.0	0.378585	0.408421	0.519675	0.131541	0.260046	0.035429	0.814187	0.43388
GFPT2	0.055175	0.139189	0.001891	0.0034	0.326888	0.070003	0.0	0.003199	2.4e-05	0.015712	1.0	0.093489
GNAT2	0.04447	0.523503	0.032095	0.011859	0.0	0.017944	0.364276	0.187868	0.181939	0.0	0.066628	0.678135
GNLY	0.019562	0.02544	0.006556	0.006647	0.020609	1.0	0.005679	0.000679	0.000749	0.001779	0.011364	0.003009
GPC4	0.001181	0.115026	0.0	0.001862	0.000787	0.0	0.063058	0.057117	0.035523	0.000203	0.0	0.0
GPM6A	0.332236	0.184153	0.260545	0.303564	0.26978	0.266433	0.233701	0.173439	0.358046	0.239149	0.191289	0.071646
GPNMB	0.000503	0.000202	0.000685	0.000328	0.000916	0.000803	0.001652	0.003194	0.000704	0.00051	0.000402	0.001054
GPR15	0.234415	0.115977	0.058137	0.174666	0.215532	0.312256	0.008288	0.085867	0.096154	0.308784	0.326557	0.389646
GPR171	0.006176	0.034378	0.098449	0.05151	0.165813	0.008626	0.022748	0.00241	0.001485	0.044938	0.032446	0.023499
GPRC5B	0.364697	0.340253	0.457743	0.772765	0.509085	0.494274	0.545639	0.171573	1.0	0.745481	0.707262	0.757126
GREM2	0.09094	0.267218	0.077668	1.0	0.070252	0.075864	0.299202	0.217188	0.050116	0.404089	0.056108	0.287718
GRIK4	0.0	0.0	0.0	0.0	0.0	0.012018	0.03411	0.0	0.007809	0.049641	0.003288	0.005473
GSDMA	0.198855	0.904912	0.835381	0.749724	0.315128	0.298152	0.296406	0.253348	0.740536	1.0	0.86097	0.188202
GZMB	0.178859	0.181392	0.05981	0.063476	0.218247	1.0	0.053158	0.013814	0.013854	0.015925	0.10785	0.021905
GZMK	0.195975	0.186821	0.274114	0.275965	0.911055	0.137387	0.065467	0.039826	0.044255	0.252625	1.0	0.315899
HBG2	0.360765	0.347805	0.33856	0.360887	0.783941	0.594786	0.250574	0.228287	0.18254	0.341451	1.0	0.053956
HEY1	0.443577	0.217291	0.000121	0.027822	0.100554	0.178989	1.0	0.539048	0.148545	0.084287	0.01219	0.06786
HIST1H1T	0.000301	0.027728	0.0	0.0	0.000456	0.000181	0.0	0.0	0.002771	0.0	0.003795	0.051135
HKDC1	0.534716	0.656097	0.833787	0.905689	0.374634	0.22699	0.68596	0.273476	0.386215	1.0	0.723396	0.728133
HLF	0.742816	0.471845	0.954987	1.0	0.408659	0.567078	0.563339	0.490135	0.494981	0.787484	0.417198	0.959444
HMSD	0.144371	0.002909	0.088965	0.0	0.023734	0.000268	0.0	0.09704	0.353549	0.0	1.0	0.102287
HPCAL4	0.473769	0.517416	0.859304	0.932476	0.589009	0.275445	0.210693	0.268531	0.326528	1.0	0.629743	0.957205
HRH4	0.10664	0.088555	0.010185	0.14088	0.01106	0.02955	0.021503	0.896716	1.0	0.032885	0.080939	0.494986
HSD3B7	0.044804	0.013523	0.033782	0.002662	0.014127	0.01767	0.029777	0.024977	0.002432	0.009365	0.073408	0.009859
ICOS	0.261534	0.256575	0.704021	0.70723	0.355067	0.103077	0.176408	0.131733	0.135519	0.83007	0.38054	1.0
IER3	0.315103	0.274254	0.031932	0.033353	0.061932	0.105408	0.624932	1.0	0.932325	0.017163	0.019929	0.024329
IFNG	0.383776	0.505034	0.547863	0.625156	0.743875	0.797741	0.077578	0.047753	0.079502	0.650313	1.0	0.918054
IGFBP3	0.503897	0.491826	0.735715	0.78206	0.717652	0.223901	0.386817	0.377187	0.210759	0.787103	0.760894	1.0
IGFBP6	0.363648	0.226625	0.485702	0.086273	0.959616	0.146701	0.682521	0.79906	0.476927	0.153651	1.0	0.035985
IGSF9B	0.455123	0.852895	0.837704	0.998575	0.800874	0.289054	0.26309	0.121892	0.481601	1.0	0.777016	0.982373
IL1A	0.450291	0.509943	0.07348	0.122405	0.173254	0.255051	0.655979	1.0	0.983457	0.004419	0.000233	0.042553
IL1B	0.017826	0.015998	0.000809	0.000802	0.002734	0.005626	0.027999	1.0	0.20564	9.2e-05	6.3e-05	0.00035
IL1R2	0.113837	0.116176	0.056601	0.063093	0.08803	0.109074	0.344466	0.123807	0.121739	0.031254	0.080434	0.038948
IL2RB	0.183973	0.186782	0.083952	0.085226	0.248542	1.0	0.047569	0.017001	0.01645	0.056687	0.108473	0.066367
IL32	0.254897	0.261382	0.787416	0.798108	0.578458	0.160257	0.077797	0.05435	0.057833	0.747743	0.722881	1.0
IL6	0.396275	0.417611	0.065173	0.069501	0.114656	0.184904	0.63823	1.0	0.869621	0.02929	0.026649	0.038237
IL6ST	0.0	0.003404	0.007758	0.012907	0.00799	0.000154	5.6e-05	0.000143	0.002387	0.00927	0.011713	0.006768
IL7R	0.266508	0.264871	1.0	0.963571	0.809154	0.053041	0.096929	0.060503	0.065228	0.900033	0.903339	0.935979
INHBB	0.805271	0.1993	1.0	0.430929	0.712503	0.854461	0.736601	0.50146	0.617461	0.742452	0.265203	0.624489
INPP4B	0.2596	0.263539	0.492794	0.499977	0.295226	0.129085	0.179791	0.14871	0.137789	0.545645	0.375107	0.659665
