Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
GPR18	36.3125	95.0	156.166667	227.666667	242.409091	324.846154	207.333333	44.0	1119.0
GPRASP1	28.0	20.916667	18.5	59.833333	658.5	419.192308	186.666667	30.2	104.0
GRIP1	18.625	230.416667	48.75	29.333333	22.954545	15.615385	29.333333	15.6	14.5
GZMA	39.375	36.75	35.916667	23.833333	1386.454545	3165.153846	5611.5	134.8	153.75
GZMB	37.5625	55.083333	1527.75	12531.83333	131.727273	1203.307692	7056.666667	74.8	88.25
GZMH	47.9375	48.166667	40.0	79.333333	117.227273	2389.115385	6722.666667	99.2	112.0
GZMK	48.25	26.0	27.166667	22.333333	1038.5	2680.461538	1090.583333	113.6	76.75
GZMM	46.8125	58.666667	62.5	66.666667	188.590909	113.115385	2276.583333	62.2	46.5
HBEGF	839.25	1686.166667	104.5	76.166667	72.136364	86.846154	283.416667	217.6	119.25
HK3	1299.25	196.083333	102.416667	100.166667	78.409091	77.576923	53.416667	571.8	65.0
HLA-DOB	97.9375	2420.166667	6373.666667	471.5	125.727273	177.461539	111.75	116.0	5521.25
HLA-DPB2	20.75	695.5	925.583333	346.166667	12.5	15.923077	17.083333	11.0	55.75
HLA-DQA1	63.25	2203.0	1246.833333	467.166667	12.227273	11.615385	37.083333	8.8	337.0
HLA-DQB1	2145.25	9760.333333	7833.75	3529.833333	240.863636	427.461539	430.083333	284.4	2595.25
HLA-DQB2	94.875	1367.833333	1214.666667	126.666667	72.045455	76.192308	77.583333	83.4	117.0
HMOX1	1301.9375	168.666667	192.75	39.0	65.772727	63.307692	116.416667	231.6	78.5
HNMT	813.6875	112.916667	38.0	27.0	31.454545	29.192308	28.833333	36.4	43.25
HOPX	37.625	37.75	32.5	22.833333	481.727273	739.807692	3872.666667	81.8	349.25
HOXA9	30.9375	217.416667	477.0	101.333333	23.636364	33.5	96.416667	24.6	29.75
HS3ST3B1	13.875	57.333333	215.583333	1839.666667	594.090909	205.692308	193.75	142.6	14.5
ICOS	26.25	27.666667	26.583333	20.5	431.818182	209.653846	37.333333	49.2	33.5
IDO1	81.25	1776.416667	6117.0	56.166667	50.318182	53.269231	53.416667	360.6	43.75
IDO2	18.875	270.166667	882.583333	18.666667	15.545455	17.730769	14.083333	17.0	20.0
IFNG	22.0	16.583333	20.583333	17.0	37.136364	419.115385	491.083333	24.4	21.5
IGFBP3	30.8125	24.416667	65.416667	795.5	111.272727	158.653846	52.833333	35.8	35.5
IGHM	86.5625	403.833333	139.833333	1997.833333	81.409091	424.5	57.333333	146.0	7911.5
IGKC	8.75	10.333333	16.75	391.166667	8.727273	9.230769	8.0	11.0	491.75
IGKV4-1	61.4375	87.0	56.5	55.0	46.636364	119.846154	46.166667	71.2	4050.75
IGLJ3	90.3125	90.666667	92.25	106.666667	85.909091	121.384615	68.0	118.8	1612.5
IGLV4-60	45.1875	60.833333	52.75	53.833333	37.0	48.230769	52.0	62.8	586.5
IKZF3	10.25	8.833333	7.666667	9.333333	35.454545	170.076923	17.166667	11.6	393.0
IL18	87.3125	439.166667	285.75	91.166667	12.454545	13.615385	108.916667	17.8	12.75
IL1R2	169.5625	3053.166667	631.25	41.666667	29.545455	30.692308	25.75	8086.6	28.5
IL22RA2	20.375	434.5	549.5	43.833333	17.181818	20.423077	14.166667	21.8	23.75
IL2RB	125.0	79.083333	73.0	69.5	1273.909091	2064.115385	7909.833333	245.2	230.0
IL32	62.9375	43.333333	36.5	34.333333	4163.136364	1353.846154	222.666667	155.2	81.25
IL3RA	136.5625	141.666667	253.583333	2845.666667	79.727273	88.307692	85.166667	166.0	209.0
IL7R	69.9375	449.666667	316.416667	103.166667	8404.863636	3533.461538	360.25	329.6	152.25
INSR	343.8125	1204.583333	1134.75	770.5	57.727273	51.576923	77.25	74.8	77.75
ITGA6	21.8125	18.0	52.25	19.666667	989.772727	237.384615	183.75	128.4	19.5
ITK	29.0625	16.166667	15.166667	14.833333	5089.227273	3141.615385	1794.0	101.6	49.75
ITM2A	18.3125	11.666667	13.0	46.666667	2096.5	1293.5	1000.666667	89.0	230.0
ITM2C	129.1875	615.75	1038.416667	6103.0	219.318182	243.923077	148.25	180.4	247.25
ITPRIPL2	573.6875	1374.083333	1186.333333	431.333333	46.0	46.538462	38.666667	38.8	52.75
KANK1	24.1875	27.083333	37.333333	563.833333	126.181818	28.307692	21.833333	14.6	42.5
KCND3	21.875	19.916667	326.25	17.833333	16.909091	21.192308	17.0	21.2	24.75
KCNJ15	133.9375	34.583333	43.333333	36.0	47.954545	62.846154	40.75	3028.6	76.5
KCNJ2	290.4375	84.416667	88.666667	20.5	29.136364	51.346154	22.333333	2599.0	62.75
KCNK17	41.0625	72.25	131.75	974.5	36.727273	40.192308	36.083333	30.4	40.5
KCTD12	3888.5625	3590.083333	3470.0	1788.833333	186.090909	59.384615	69.083333	621.6	38.0
KIAA1324	82.0625	26.583333	33.833333	23.5	110.545455	68.0	35.5	2611.8	47.25
KIF16B	50.125	112.083333	408.833333	50.5	75.136364	29.153846	33.0	13.8	18.5
KIF21A	15.1875	18.083333	18.416667	15.5	103.136364	220.5	184.583333	14.2	17.75
KIT	35.75	325.583333	851.833333	70.5	41.545455	70.0	218.833333	145.6	39.0
KLF4	1393.0	782.25	413.916667	212.166667	39.727273	30.846154	102.666667	159.0	29.0
KLRB1	55.125	27.666667	25.833333	23.0	2860.818182	4173.653846	6028.5	171.8	224.0
KLRC3	9.8125	9.666667	9.333333	9.666667	9.0	323.769231	1152.5	10.6	13.25
KLRC4	7.8125	7.583333	7.583333	8.0	8.136364	273.961539	135.833333	9.4	8.0
KLRD1	44.75	29.5	29.833333	28.666667	63.0	2015.538462	2687.333333	51.2	140.25
KLRF1	32.3125	45.25	38.916667	71.333333	29.045455	544.961539	4671.083333	40.6	66.5
KLRG1	77.375	57.583333	71.083333	48.0	479.181818	1389.423077	231.916667	64.2	130.5
KLRK1	65.5	51.833333	40.0	72.666667	96.681818	2880.423077	3064.333333	112.8	154.0
KRT23	62.875	27.25	26.916667	25.5	25.318182	30.576923	19.666667	2581.6	32.5
KRT5	45.625	36.916667	179.666667	1195.0	38.863636	53.384615	38.916667	42.8	46.0
LAMP3	25.9375	2656.833333	1821.0	174.833333	61.136364	40.346154	19.083333	79.0	31.0
LBH	41.6875	68.333333	44.083333	194.166667	2307.0	1232.923077	790.666667	85.0	1794.25
LCK	45.5	38.166667	28.333333	26.5	4965.772727	2230.846154	1116.333333	142.8	148.5
LDLRAP1	122.4375	134.75	85.083333	56.333333	1662.818182	436.538462	185.0	101.2	83.5
LGALS2	2844.0625	5946.5	6015.166667	172.0	78.545455	47.384615	95.583333	88.8	106.5
LGMN	50.9375	813.833333	1833.333333	2104.833333	95.272727	44.807692	68.333333	34.2	55.25
LILRA4	101.5	154.583333	1080.666667	6957.833333	105.5	99.692308	59.416667	140.4	281.5
LPAR6	2081.875	519.75	156.916667	31.5	2257.045455	938.192308	198.25	85.2	108.5
LRRN3	47.6875	31.5	28.5	31.166667	1464.772727	957.0	20.916667	56.2	83.75
LTF	78.8125	45.5	552.75	51.5	544.636364	694.769231	50.0	371.6	58.5
LY86	3585.625	4240.75	4222.0	348.5	152.136364	146.538462	173.666667	122.6	3609.75
LYRM2	514.9375	33.666667	30.166667	39.833333	284.409091	825.769231	537.083333	65.6	1042.0
MAFB	3282.8125	604.083333	225.416667	50.0	70.727273	64.846154	235.666667	436.2	43.75
MAFF	151.625	1227.75	1278.25	36.5	83.363636	208.461539	6317.333333	1499.8	9.75
MAK	34.4375	23.833333	18.583333	19.5	20.0	21.153846	17.166667	690.6	16.5
MAL	27.1875	21.916667	20.083333	34.666667	1758.090909	219.076923	18.416667	40.2	36.0
MANSC1	37.6875	12.0	11.166667	10.0	22.363636	12.461538	11.25	1129.6	13.0
METTL8	48.0	89.416667	96.083333	194.666667	111.181818	52.653846	103.5	16.8	775.0
MFHAS1	55.125	48.333333	47.583333	21.666667	547.409091	78.961538	318.333333	38.4	31.0
MGAM	65.375	20.25	17.416667	18.333333	15.545455	18.807692	231.25	3366.8	17.0
MGST1	2006.1875	301.5	352.916667	244.666667	69.318182	87.153846	42.416667	59.2	114.0
MME	106.5	45.333333	59.416667	193.0	59.409091	74.076923	41.416667	3419.6	91.5
MMP12	14.8125	462.833333	380.083333	10.666667	12.181818	16.0	12.75	12.4	17.0
MPHOSPH6	36.3125	50.0	31.833333	14.5	11.545455	149.307692	145.416667	11.0	13.25
MS4A1	61.0625	258.166667	22.416667	20.833333	55.5	459.153846	35.333333	56.0	8802.5
MS4A6A	5741.9375	2798.25	1422.583333	3822.166667	166.5	103.0	95.916667	962.4	262.25
MS4A7	1824.75	1004.333333	494.833333	99.0	77.545455	63.153846	39.083333	81.8	100.0
MXD1	431.75	192.083333	110.416667	131.666667	50.545455	57.730769	210.5	5548.8	25.25
MYBL1	14.0625	28.666667	27.75	11.333333	403.590909	539.115385	2054.583333	31.2	12.75
MYC	222.75	65.833333	135.583333	35.666667	1846.772727	669.0	243.833333	65.8	350.5
MYOF	664.0	916.416667	646.416667	342.166667	35.136364	29.423077	17.166667	22.2	42.25
NAP1L5	14.125	39.333333	28.583333	69.0	53.909091	54.0	595.916667	26.0	13.5
NAPSB	427.4375	3118.166667	5360.5	3264.666667	22.954545	18.615385	59.833333	20.0	547.75
NAV1	114.9375	1113.0	1856.916667	156.333333	72.136364	77.846154	37.5	54.6	129.5
NCAM1	23.75	21.5	50.5	26.333333	20.181818	31.423077	928.5	22.6	27.5
NELL2	49.9375	35.833333	42.083333	33.833333	2426.363636	2707.807692	175.666667	98.4	74.0
NFE2	851.125	53.75	25.666667	27.5	23.454545	25.076923	20.25	2151.0	33.5
NKG7	141.0625	139.166667	116.0	172.0	166.409091	4250.153846	7069.083333	131.6	363.0
NLRC3	20.9375	29.25	13.5	61.5	1601.136364	1032.0	1282.416667	44.8	222.25
NLRC4	481.375	281.666667	126.583333	28.666667	24.454545	23.538462	18.416667	430.8	36.5
NLRP7	35.4375	37.583333	71.75	593.0	26.136364	30.923077	33.583333	38.8	37.5
NOG	14.6875	13.416667	12.75	12.333333	366.090909	80.961538	13.5	18.8	15.0
