Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
ANO2	0.024878	0.020204	0.021037	0.011723	0.016371	0.013268
ANO3	0.951672	0.71676	0.913365	1.0	0.722534	0.753537
ANPEP	0.052165	0.051284	0.045275	0.045973	0.109004	0.069934
ANXA10	0.0	0.010661	0.003028	0.001063	0.0	0.0
ANXA8	0.034554	0.033039	0.025787	0.027998	0.062575	0.075323
AOAH	0.613843	0.59614	0.280021	0.337296	0.405454	0.387996
AOX1	0.034137	0.020706	0.0152	0.022004	0.03607	0.036367
APCDD1	0.002404	0.002666	0.003517	0.002251	0.001927	0.0012
APLN	0.000315	0.000343	0.00016	0.000176	0.000222	0.000159
APOA1	0.370275	0.186493	0.358385	0.570759	0.250528	0.629002
APOBEC3H	0.799966	1.0	0.722933	0.82438	0.570201	0.711133
APOE	0.02191	0.048408	0.035486	0.03937	0.020796	0.029632
AQP1	0.395874	0.367387	0.25127	0.304853	0.64576	0.708364
AQP3	0.011994	0.014273	0.010921	0.013769	0.013533	0.01562
AQP5	0.299768	0.365523	0.837139	1.0	0.685967	0.726823
ARC	0.025858	0.023713	0.061458	0.041351	0.04893	0.053611
AREG	0.0074	0.00732	0.009459	0.012112	0.012924	0.014043
ARHGAP19-SLIT1	0.0	0.000288	0.0	0.0	0.0	0.0
ARHGAP9	0.73948	1.0	0.52188	0.616759	0.540332	0.578204
ARHGDIG	0.886957	1.0	0.748474	0.770416	0.788925	0.677234
ARHGEF16	0.093545	0.136663	0.288237	0.364395	0.284391	0.293548
ARMC9	0.041364	0.026623	0.02624	0.033407	0.032835	0.036941
ARPP21	0.002262	0.01213	0.000674	0.0	0.009207	0.017436
ART5	0.244283	0.0	0.0	0.061628	0.0	0.0
ARTN	0.003656	0.013913	0.010309	0.01581	0.017062	0.012879
ASIC2	0.299115	0.040788	0.0	0.0	0.012542	0.200654
ASPA	0.196561	0.204629	0.096593	0.109302	0.18902	0.1237
ASPN	0.024482	0.011487	0.010201	0.002004	0.005758	0.00128
ASRGL1	0.48146	0.450717	0.599105	0.605732	0.518733	0.487373
ATG9B	0.309406	0.290422	0.688371	0.825088	0.626097	0.555022
ATP6V0A4	0.04007	0.011479	0.005001	0.028877	0.039859	0.053341
ATP6V0D2	0.075355	0.08281	1.0	0.027773	0.042646	0.030264
ATP8B4	0.944169	1.0	0.344066	0.475599	0.286009	0.353205
B3GALT2	0.036906	0.036115	0.01303	0.025029	0.020281	0.022929
BAIAP2L2	0.010812	0.009631	0.058009	0.067429	0.083756	0.047254
BCL11A	0.568494	0.572515	0.396577	0.445774	0.555084	0.430311
BCL6B	0.000176	6.1e-05	0.001144	0.0	8.7e-05	0.002221
BCO2	0.634044	0.522952	0.250992	0.297491	0.405639	0.389729
BDKRB1	0.119368	0.07604	0.109151	0.107615	0.127683	0.166884
BDKRB2	0.120381	0.105789	0.137947	0.162858	0.137222	0.130892
BEND4	0.04321	0.017766	0.057513	0.006138	0.035531	0.012099
BEST3	0.112816	0.094554	0.04963	0.121277	0.074939	0.092555
BHLHA15	0.0	0.0	0.024751	0.023588	0.0	0.021152
BICC1	0.074839	0.066511	0.076673	0.08753	0.099362	0.097502
BLID	0.002249	0.0	0.0	0.001558	0.002227	0.0
BLNK	1.0	0.984607	0.784371	0.872042	0.669406	0.729661
BLOC1S5-TXNDC5	1.0	0.689672	0.301704	0.501974	0.322068	0.401794
BMP4	0.01463	0.012538	0.003169	0.019059	0.02803	0.024211
BMP6	0.040818	0.034397	0.036072	0.041896	0.038806	0.03885
BMP8A	0.015439	0.097778	0.270905	0.267602	0.209825	0.292281
BMPER	0.012818	0.00936	0.014304	0.001878	0.003217	0.003314
BMX	0.002095	0.00231	0.002256	0.000964	0.000726	0.005106
BNIPL	0.031579	0.038645	0.044091	0.056361	0.036836	0.036137
BRINP1	0.001781	0.003995	0.010311	0.003003	0.0	0.00293
BRINP2	0.345948	0.441319	0.212078	0.349025	0.824274	1.0
BST2	0.128665	0.179777	0.191678	0.216923	0.171937	0.177846
BTBD11	0.221113	0.16588	0.167375	0.130839	0.163565	0.210846
BTNL9	1.0	0.872469	0.777666	0.687104	0.900397	0.562439
C10ORF10	0.032937	0.035289	0.034627	0.04063	0.048759	0.053299
C10ORF128	0.842333	1.0	0.404874	0.638544	0.495868	0.44895
C10ORF62	0.0	0.0	0.0	0.0	0.0	0.0
C10ORF67	0.153064	0.125913	0.225764	0.396236	0.553053	1.0
C12ORF56	0.027431	0.197774	0.024177	0.027943	0.051322	0.11638
C19ORF33	0.060853	0.081002	0.275629	0.349024	0.316023	0.309553
C1ORF106	0.060363	0.061066	0.086784	0.095849	0.109899	0.085103
C1ORF116	0.049927	0.043821	0.080449	0.08828	0.108261	0.092841
C1ORF162	1.0	0.989909	0.425029	0.486948	0.299218	0.374998
C1QL1	0.026078	0.004954	0.210617	0.348471	0.130595	0.170846
C1QL4	0.009799	0.004367	0.009097	0.010865	0.008473	0.00707
C1QTNF7	0.159466	0.03355	0.122568	0.0	0.242339	0.069381
C1S	0.098675	0.081452	0.053129	0.061735	0.141567	0.156207
C20ORF144	0.442597	0.319589	0.998289	0.948619	1.0	0.995492
C2CD4A	0.143522	0.169076	0.123786	0.254419	0.199418	0.184381
C2CD4B	0.002896	0.001056	0.001179	0.000957	6.7e-05	0.002543
C2CD4C	0.0	0.0	0.0	0.0	0.0	0.0
C3	0.141125	0.130512	0.084632	0.085746	0.383124	0.225295
C3ORF80	0.020655	8e-05	0.004096	0.057543	0.002876	0.006449
C4ORF22	0.18977	0.192125	0.487394	0.415517	0.565287	1.0
C5AR1	0.860962	0.990479	0.858389	0.917886	1.0	0.969086
C5AR2	0.726675	0.71779	0.44528	0.610082	0.516397	0.535288
C5ORF49	0.320712	0.57469	0.232719	1.0	0.386754	0.4594
C6ORF223	0.412421	0.422681	0.83572	0.96285	1.0	0.916994
C7	6.7e-05	7.8e-05	2.6e-05	0.000114	4.1e-05	5.3e-05
C8ORF34	0.542982	0.689401	0.632838	0.909866	0.893294	1.0
C9ORF50	0.0	0.176884	0.0	0.112563	0.0	0.0
CA12	0.110922	0.098894	0.109164	0.121603	0.190735	0.169916
CA2	0.191151	0.213467	0.210709	0.153011	0.14295	0.160036
CA3	0.084455	0.177457	0.19507	0.330607	0.322198	0.198981
CA9	0.012911	0.029397	0.052225	0.079328	0.008766	0.008185
CABP1	0.500459	0.289362	0.103238	0.147417	0.281038	0.278093
CACNA1A	0.152555	0.538228	0.020698	0.028313	0.009241	0.034395
CACNB2	0.360332	0.290018	0.171517	0.160468	0.260568	0.19804
CACNB4	0.055209	0.038695	0.051079	0.072914	0.103211	0.075993
CACNG7	0.0	0.0	0.218414	0.012591	0.0	0.0
CADM1	0.357361	0.328199	0.430941	0.177608	0.098516	0.178032
CADM3	0.034565	0.03455	0.020088	0.02741	0.047313	0.0561
CADPS	0.044183	0.06336	0.037012	0.054676	0.027469	0.06351
CALB2	0.553934	0.492692	0.35697	0.446874	0.799969	1.0
CALCRL	0.025571	0.026423	0.018216	0.016518	0.019063	0.021324
CAMK1G	0.074184	0.064944	0.104491	0.129973	0.733794	0.612982
CAMK2A	0.409203	0.471949	0.343996	0.427657	0.420276	0.312008
CAMK2B	0.343226	0.074842	0.483573	0.965214	0.307449	0.349086
CAMK2N2	0.081964	0.01466	0.054865	0.103065	0.071968	0.068858
CAPN11	0.010733	0.0	0.061396	0.001728	0.054119	0.016781
CAPN14	0.306044	0.272372	0.332631	0.575287	0.525021	0.514958
CAPN3	0.013689	0.016999	0.006448	0.0103	0.00951	0.011298
CAPNS2	0.014495	0.02584	0.001783	0.0194	0.012536	0.006481
CAPS	0.033836	0.041622	0.06257	0.076456	0.057835	0.057086
CARD14	0.775216	0.832438	0.900509	0.67007	0.673973	0.736507
CARD8	0.516357	0.517861	0.404055	0.400149	0.367023	0.420796
CASP12	0.0	0.007007	0.078411	0.0	0.0	9.1e-05
CATSPER3	0.474917	1.0	0.049458	0.771368	0.898589	0.512458
CBLC	0.004273	0.016716	0.052528	0.060913	0.040732	0.042235
CBLN2	0.473259	0.477624	0.521808	0.736217	0.463027	0.55565
CCDC141	0.052755	0.059437	0.016285	0.030945	0.044626	0.050466
CCDC158	0.611951	0.477596	0.240342	0.296202	0.475684	0.240577
CCDC168	0.34555	0.764398	0.0	0.34555	0.0	0.249023
CCDC178	0.139325	0.085828	0.085155	0.116565	0.074166	0.016308
CCDC190	0.278563	0.051079	0.039648	0.029237	0.072392	0.044881
CCDC81	0.19068	0.158925	0.090654	0.206914	0.24386	0.099017
CCDC85A	0.003372	0.001957	0.001613	0.002157	0.0	0.000943
CCIN	0.273115	0.406604	0.033922	0.056642	0.181445	0.099874
CCK	0.014946	0.0	0.0	0.01093	0.047767	0.131747
CCL26	0.070492	0.183523	0.0	0.0	0.163816	0.383887
CCL27	0.235423	0.230193	0.132933	0.0	0.120209	1.0
CCL5	0.110561	0.127704	0.059252	0.094852	0.082911	0.139559
CCNA1	0.15995	0.127651	0.230258	0.274516	0.17954	0.168062
CCR1	0.927908	1.0	0.614814	0.689988	0.409107	0.534763
CD24	0.314336	0.246831	0.543795	0.651516	0.601216	0.534329
CD274	0.319375	0.27586	0.119038	0.140022	0.236917	0.308729
CD34	0.003012	0.002045	0.002647	0.005447	0.005046	0.004249
CD38	0.946553	1.0	0.427232	0.429587	0.455093	0.466194
CD69	0.018383	0.017835	0.014232	0.017287	0.022046	0.024483
CD79A	0.032645	0.050024	0.020584	0.045224	0.080448	0.092777
CD9	0.067756	0.064033	0.120179	0.12523	0.117504	0.131663
CD93	0.169383	0.174407	0.100066	0.11175	0.091644	0.096975
CDH1	0.321362	0.315045	0.533084	0.594498	0.696775	0.536661
CDH10	0.028855	0.017184	0.013944	0.001896	0.019787	0.01372
CDH11	0.014306	0.011986	0.018214	0.01032	0.022731	0.022081
CDH15	0.003086	0.006248	0.004313	0.003434	0.004534	0.011561
CDH2	0.035582	0.033555	0.032399	0.035618	0.043343	0.044612
CDH23	0.456683	0.598403	0.358799	0.349224	0.511858	0.455243
CDH3	0.051356	0.05149	0.070097	0.069745	0.086052	0.09093
CDH5	0.00095	0.000697	0.001238	0.002203	0.001395	0.002241
CDH8	0.442609	0.180869	0.428281	0.282527	0.706483	0.272617
CDHR1	0.223488	0.235647	0.244459	0.144758	0.060053	0.251923
CDON	0.036925	0.035512	0.02688	0.026339	0.03613	0.038445
CDS1	0.858601	0.681311	0.846066	1.0	0.88297	0.9172
CEACAM1	0.22881	0.221891	0.143028	0.18347	0.203173	0.080584
CEMIP	0.016543	0.014813	0.01222	0.013219	0.056326	0.039445
CEND1	0.0	0.010295	0.0	0.033513	0.000331	0.0
CFAP221	0.442326	0.491053	0.359063	0.305118	0.435039	0.52693
CFAP54	0.890692	0.77257	0.549518	0.480771	0.862552	0.69406
CFAP61	1.0	0.200952	0.383748	0.545909	0.204896	0.285508
CFD	0.004763	0.0	0.004288	0.0	0.0	0.0
CFP	0.203869	0.250838	0.215272	0.228613	0.232706	0.285975
CGN	0.852696	0.722658	0.934006	0.927559	1.0	0.891138
CGNL1	0.059606	0.079085	0.079938	0.052439	0.104558	0.080848
CH25H	0.000517	0.006091	0.002955	0.005852	0.000619	0.000125
CHD5	0.105967	0.069736	0.551022	0.180767	0.05649	0.083761
CHI3L1	0.00133	0.001234	0.000627	0.000934	0.001639	0.001549
CHI3L2	0.095848	0.096768	0.053857	0.065071	0.086668	0.099014
CHL1	0.013519	0.004309	0.005324	0.008001	0.026081	0.030146
CHODL	0.752464	0.671318	0.801234	0.939168	0.896195	1.0
CHRDL1	0.060862	0.042664	0.01349	0.023534	0.065945	0.046155
CHRFAM7A	0.978152	1.0	0.578	0.317323	0.366144	0.231135
CHRM2	2.4e-05	0.000183	0.000307	0.0	0.0	0.0
CHRM3	0.033001	0.020985	0.011205	0.004632	0.020432	0.005891
CHRM4	0.029765	0.07939	0.086643	0.087144	0.136568	0.058554
CHRNA1	3.9e-05	6e-06	2e-06	7.3e-05	9e-06	3.2e-05
CHRNA5	1.0	0.733883	0.675601	0.990853	0.826196	0.986121
CHRNA7	0.0	0.032089	0.0	0.0	0.100397	0.0
CHST1	0.000526	0.0	5.4e-05	0.001355	0.002433	0.000387
CHST2	0.031622	0.039485	0.033211	0.050639	0.049086	0.052129
CHST5	0.58213	0.769183	0.330633	0.36245	1.0	0.599122
CITED1	0.0	0.066546	0.029556	0.084277	0.005752	0.061651
CLCA2	0.001333	0.002582	0.000351	0.0	0.001282	0.000574
CLCNKB	0.254232	0.09798	1.0	0.622045	0.52157	0.440128
CLDN1	0.337095	0.268411	0.537642	0.601444	1.0	0.673342
CLDN14	0.136712	0.105931	0.518634	0.222095	0.043551	0.09095
CLDN16	0.582846	0.494199	0.843535	1.0	0.793194	0.798749
CLDN4	0.115447	0.152799	0.352832	0.416757	0.446059	0.377485
CLDN5	0.0	0.0	4e-05	0.0	0.0	1e-06
CLDN6	0.003873	0.002432	0.005837	0.004234	0.00074	0.000732
CLEC14A	0.000103	0.0	0.000106	0.0	0.0	0.0
CLEC18B	0.002569	0.039469	0.00106	0.00717	0.01113	0.008213
CLEC18C	0.006239	0.023333	0.001907	0.006004	0.010548	0.036271
CLEC1A	0.072053	0.121123	0.046361	0.052446	0.055816	0.032802
CLEC3B	0.009973	0.022088	0.00594	0.00179	0.011296	0.004162
CLEC7A	1.0	0.910991	0.399176	0.417403	0.376922	0.499958
CLIC3	0.001181	0.003688	0.010242	0.01429	0.005449	0.009848
CLIC6	0.43286	0.291125	0.392785	0.523833	0.587849	0.485018
CMKLR1	0.630801	0.604186	0.268836	0.305899	0.220148	0.264563
CMPK2	0.206584	0.200276	0.130656	0.134432	0.107483	0.134906
CNFN	0.255966	0.710951	0.729579	0.997366	0.90098	0.516126
CNIH3	0.185137	0.156966	0.152392	0.158968	0.146751	0.152223
CNN1	0.118646	0.107273	0.135925	0.10537	0.146908	0.151738
CNNM1	0.03026	0.02994	0.008228	0.023657	0.045758	0.028081
CNR1	0.022489	0.045577	0.027478	0.066789	0.062868	0.100277
CNTD1	1.0	0.811743	0.17932	0.116209	0.90766	0.198527
CNTNAP3	0.13387	0.151921	0.091235	0.100169	0.143058	0.134383
CNTNAP3B	0.055687	0.018042	0.034851	0.031566	0.047076	0.040924
COCH	1.0	0.790194	0.816316	0.926946	0.922234	0.992131
COL10A1	0.01566	0.009947	0.009706	0.004443	0.01389	0.0625
COL14A1	0.001961	0.002623	0.002517	0.002385	0.002176	0.004201
COL15A1	0.050949	0.053707	0.035318	0.031287	0.03338	0.015606
COL1A1	0.001407	0.001339	0.009727	0.001857	0.00536	0.002396
COL1A2	0.008444	0.005564	0.014837	0.003798	0.009551	0.010075
COL21A1	0.155671	0.149049	0.160963	0.164395	0.162034	0.161557
COL22A1	0.000909	0.0	0.000246	0.012822	0.003043	0.005445
COL23A1	0.211482	0.390925	0.467939	0.554714	0.167222	0.128603
COL24A1	0.352291	0.44495	0.175168	0.222448	0.278239	0.254717
COL2A1	0.00735	0.0	1.0	0.07142	0.006456	0.016601
COL4A4	0.026845	0.020399	0.027634	0.043889	0.056188	0.039234
COL9A3	0.025178	0.008978	0.020547	0.052448	0.032404	0.065111
COLCA2	0.0	0.0	0.0	0.108793	0.02459	0.048808
COLEC10	0.018373	0.036651	0.020355	0.121492	0.087974	0.034202
COLEC11	0.053063	0.104366	0.079993	0.086726	0.11534	0.109284
CORIN	0.069268	0.0923	0.027344	0.049187	0.068542	0.081177
CP	0.586239	0.464276	0.452137	0.557584	0.480767	0.496867
CPA3	0.527974	0.443895	0.204209	0.277217	0.253693	0.315767
CPA6	0.536023	0.348482	0.656179	1.0	0.656673	0.588433
CPEB1	0.026117	0.031237	0.024433	0.038192	0.038192	0.023382
CPNE5	0.018075	0.013654	0.008476	0.025914	0.007557	0.09383
CPXM1	0.078618	0.099383	0.073936	0.086434	0.144608	0.156622
CPXM2	0.012829	0.006736	0.005321	0.010711	0.012757	0.007538
CPZ	0.007163	0.017692	0.018365	0.010144	0.009375	0.037563
CRB3	0.130429	0.128491	0.258433	0.288814	0.261274	0.237063
CREB3L1	0.068006	0.082948	0.10211	0.080238	0.095943	0.087905
CREG2	0.377924	0.365557	0.528342	0.486024	0.529634	0.545715
CRMP1	0.011218	0.016727	0.02934	0.02824	0.035219	0.022145
CRYM	0.492634	0.207981	0.312582	0.533465	0.47592	0.388818
CSDC2	0.030976	0.022949	0.020508	0.039897	0.069313	0.090388
CSF1R	0.779635	1.0	0.740276	0.606898	0.578372	0.460011
CSF2	0.006355	0.006239	0.00488	0.010659	0.0	0.000947
CSMD1	0.024673	0.192328	0.018204	0.028696	0.003939	0.055152
CSMD2	0.191577	0.194623	0.188952	0.320354	0.473692	0.23096
CST1	0.0	0.0	0.0	0.0	0.0	0.006941
CST6	0.055669	0.102601	0.102724	0.168999	0.095197	0.131361
CSTA	0.151659	0.137828	0.048203	0.059996	0.033473	0.056706
CTSK	0.019783	0.016389	0.162558	0.009151	0.014864	0.012653
CTSW	0.129753	0.175609	0.169219	0.189102	0.200339	0.174743
CXCL10	0.574146	0.518674	0.334951	0.315755	0.495097	1.0
CXCL11	0.5669	0.397504	0.065957	0.131914	0.071181	0.551229
CXCL12	0.038391	0.031352	0.043347	0.034545	0.042128	0.04298
CXCL5	0.019594	0.018297	0.028616	0.034045	0.044261	0.053328
CXXC4	0.36718	1.0	0.349374	0.911453	0.597209	0.736285
CYP19A1	0.474727	0.423114	0.165056	0.236737	0.121659	0.132426
CYP1A1	0.002113	0.004849	0.001968	0.008122	0.004895	0.000684
CYP1B1	0.045773	0.043524	0.018512	0.020177	0.021758	0.023451
CYP21A2	0.343271	0.003313	0.393789	0.0	0.401449	0.0
CYP26B1	0.003392	0.001726	0.00282	0.005486	0.006853	0.002386
CYP27B1	0.033482	0.012783	0.031783	0.039123	0.042709	0.045342
CYP2G1P	0.244281	0.012255	0.0	0.0	0.0	0.0
CYP2S1	0.033878	0.033332	0.097105	0.047343	0.028777	0.011054
CYTH4	0.738273	1.0	0.715067	0.511455	0.546261	0.604359
CYTIP	0.143968	0.156881	0.111749	0.120004	0.144392	0.140036
CYYR1	0.034336	0.016384	0.004581	0.013148	0.012269	0.018677
DAW1	0.213576	0.190911	0.156463	0.149674	0.173773	0.2022
DCAF12L2	0.0	0.0	0.0	0.0	0.0	0.0
DCBLD2	0.105713	0.099571	0.118596	0.104455	0.130979	0.144132
DCDC2	0.395208	0.3453	0.898332	1.0	0.944063	0.907554
DCN	0.007424	0.00541	0.004285	0.004293	0.008251	0.009475
DCSTAMP	0.281097	0.097385	1.0	0.08102	0.154758	0.171539
DCT	1e-05	3.2e-05	7e-06	4.4e-05	0.0	0.0
DDIT4L	0.520353	0.443117	0.701486	0.620613	0.515681	0.652994
DDX3Y	0.000172	0.0	0.425551	0.0	0.001047	0.0
DES	0.00368	0.00384	0.003282	0.004695	0.005894	0.007178
DHDH	0.20565	0.273062	0.298233	0.453932	0.169017	0.151762
DHH	0.0	0.0	0.0	0.0	0.0	0.0
DHRS2	0.021063	0.027189	0.019057	0.033853	0.044216	0.048901
DHRS9	0.406341	0.394828	0.273682	0.28709	0.253399	0.345088
DIO2	0.010495	0.00881	0.006435	0.001348	0.001676	0.00075
DIRAS1	0.220693	0.182323	0.088867	0.153767	0.320782	0.318987
DKK2	0.11238	0.084287	0.066378	0.204905	0.114256	0.108433
DKKL1	0.053295	0.366972	0.41827	1.0	0.348628	0.602754
DLEC1	0.396035	0.499017	0.471074	0.418646	0.834696	0.638068
DLGAP5	0.716421	0.582532	0.70847	0.804045	0.759486	0.83015
DLK2	0.023788	0.032375	0.026906	0.027745	0.036648	0.016272
DLL4	0.0	0.000182	0.000558	0.004467	0.0	0.000816
DLX1	0.425675	0.412295	0.789028	1.0	0.468809	0.774343
DLX2	0.377845	0.211757	0.38622	0.849874	0.505689	0.364412
DNAAF1	0.259459	0.269261	0.133901	0.10257	0.239039	0.200112
DNAH9	0.927679	1.0	0.814484	0.569742	0.863941	0.878846
DNASE1L3	0.67975	1.0	0.58251	0.798492	0.536246	0.613132
DNER	0.113726	0.076662	0.081499	0.105522	0.021082	0.040215
DOC2B	0.088607	0.130564	0.07132	0.136087	0.115892	0.077158
DOCK4	0.201471	0.184118	0.103092	0.088905	0.149595	0.125843
DOCK9	0.078149	0.075268	0.088916	0.134833	0.148212	0.104841
DOK2	0.457751	0.623759	0.67857	0.702788	0.457751	0.557916
DOK5	0.077325	0.063749	0.033383	0.065937	0.079087	0.135251
DOK6	0.164942	0.262325	0.180885	0.196201	0.127497	0.156226
DOK7	0.00958	0.035792	0.120478	0.083228	0.081557	0.095025
DPRXP4	0.857826	1.0	0.467873	0.3195	0.339898	0.22949
DQX1	0.043857	0.031983	0.052662	0.25411	0.270377	0.045252
DRC1	0.558023	0.269628	0.274007	0.661636	0.271035	1.0
DSC2	0.716011	0.624514	0.656334	0.735915	0.877185	0.750332
DSC3	0.031946	0.029714	0.014281	0.021489	0.041468	0.040347
DUSP2	0.019579	0.024018	0.039369	0.039689	0.043152	0.04595
DUXAP8	0.078071	0.102225	0.073501	0.08792	0.067731	0.098354
EBF2	0.003972	0.003448	0.002081	0.003366	0.004235	0.00723
EBF3	0.000587	0.000714	0.06083	0.0	0.000587	4.6e-05
ECM2	0.028513	0.022152	0.004106	0.011138	0.017844	0.025694
ECSCR	0.000574	0.000298	0.0	8.8e-05	0.0	0.0
EDN1	0.059455	0.047568	0.071473	0.086331	0.103157	0.118383
EDN2	0.265251	0.427737	0.733151	1.0	0.807354	0.981156
EDNRB	0.06359	0.060862	0.03332	0.041977	0.027965	0.034048
EFCAB8	0.291996	1.0	0.648078	0.289516	0.501278	0.860271
EFCC1	0.010124	0.01953	0.027237	0.024987	0.016668	0.010339
EFNA2	0.0	0.0	0.0	0.0	0.0	0.0
EFNB2	0.158675	0.14724	0.223284	0.255357	0.244434	0.241634
EGFL7	0.0	0.000818	0.000688	0.001292	0.000213	0.000804
