Symbol	A	B	C	D	E	F	G	H	I	J	K	L
BCL11B	0.543096	0.532213	0.966592	0.950554	0.795118	0.295631	0.235969	0.145089	0.144189	0.948196	0.853584	0.879161
BLK	0.788647	0.810773	0.246587	0.291555	0.444204	0.242961	0.863885	0.457315	0.472331	0.203082	0.391912	0.20876
BLNK	0.009209	0.008593	0.006244	0.008939	0.005891	0.010242	0.001011	0.010361	0.0	0.008086	0.003659	0.011092
BST1	0.43357	0.445516	0.069082	0.070416	0.166111	0.216052	0.711962	0.937769	0.921005	0.006678	0.0	0.063386
BTBD11	0.478472	0.441565	0.759452	0.812143	0.740552	0.340781	0.347209	0.353674	0.355186	0.805238	0.807849	0.626504
BTBD3	0.273546	0.25526	0.229854	0.250831	0.250249	0.257395	0.360252	0.463618	0.434674	0.198974	0.197212	0.26083
BTLA	0.107736	0.097773	0.068356	0.0763	0.060445	0.033315	0.099554	0.055835	0.056994	0.065314	0.047996	0.089414
BTNL8	0.005696	0.058129	0.044676	0.001291	0.034301	0.043112	0.197245	0.0	0.007314	0.004021	0.001229	0.00914
C10ORF128	0.055547	0.044933	0.050111	0.058166	0.063727	0.041185	0.045858	0.039932	0.045172	0.066407	0.066189	0.067738
C11ORF75	0.521268	0.485663	0.128157	0.130066	0.146889	0.23943	0.666636	0.881034	0.845196	0.111898	0.059416	0.165282
C12ORF57	0.601257	0.578643	0.905721	1.0	0.838831	0.497613	0.337707	0.212594	0.21683	0.933166	0.8866	0.827112
C15ORF48	0.385988	0.359616	0.056119	0.06728	0.127027	0.191952	0.700676	0.893162	1.0	0.020922	0.032568	0.045761
C1ORF54	0.044259	0.044178	0.035233	0.035785	0.028843	0.020623	0.065886	0.085638	0.084119	0.03716	0.026847	0.059492
C20ORF103	0.017452	0.007185	0.0	0.000417	0.000794	0.003082	0.012211	0.019746	0.011759	0.004221	0.001043	0.003983
C2ORF89	0.259134	0.261864	0.651183	0.647512	0.480857	0.042696	0.137106	0.081463	0.085244	0.698603	0.568984	0.406577
C5AR1	0.140047	0.147373	0.021508	0.02284	0.048896	0.073155	0.291957	0.25002	0.272391	0.006464	0.001895	0.011609
C5ORF13	0.074047	0.078365	0.048491	0.047786	0.05271	0.075431	0.099683	0.132844	0.13752	0.03125	0.045893	0.056152
C6ORF105	0.345893	0.295832	0.914144	0.880192	0.228596	0.047263	0.089987	0.110064	0.083939	1.0	0.266092	0.388273
C8ORF47	0.507928	0.138138	0.258195	0.090622	0.200701	0.129886	0.134284	0.672042	0.326906	0.139351	0.218931	0.39702
CACNA2D3	0.169904	0.173465	0.034811	0.002931	0.053072	0.082081	0.254672	0.389574	0.397274	0.0	0.002382	0.003252
CADM1	0.022712	0.040585	0.047704	0.041266	0.037941	0.042407	0.014516	0.003055	0.0	0.041078	0.047738	0.076007
CAMK2N1	0.388133	0.4245	0.668226	0.660995	0.80459	0.408337	0.286261	0.162909	0.19949	0.781582	1.0	0.66695
CAMK4	0.477344	0.385661	0.893635	0.785386	0.668822	0.020284	0.242593	0.06173	0.095469	0.985837	0.838655	0.893836
CAPZA1	0.470639	0.525053	0.67051	0.574056	0.477604	0.681069	0.82019	0.877564	0.822869	0.269283	0.514985	0.467899
CCDC50	0.070585	0.077414	0.037189	0.04065	0.033909	0.057037	0.085953	0.096283	0.100917	0.041342	0.031359	0.05336
CCDC88A	0.041147	0.0791	0.008583	0.004425	0.006959	0.042913	0.1074	0.133682	0.159186	0.006804	0.0	0.027836
CCL5	0.463811	0.439273	0.399085	0.382352	0.729651	1.0	0.21211	0.115513	0.117589	0.319621	0.718144	0.38172
CCR2	0.063656	0.079602	0.069316	0.066783	0.058873	0.034385	0.075662	0.116057	0.120841	0.064532	0.063469	0.073437
CCR3	0.064969	0.06645	0.016906	0.032672	0.040789	0.04842	0.319533	0.004584	0.008964	0.005159	0.0	0.077834
CCR6	0.900996	0.889639	1.0	0.895507	0.880465	0.924103	0.907266	0.758617	0.684267	0.929455	0.90956	0.921436
CCR7	0.335736	0.343631	0.606005	0.581517	0.47154	0.054758	0.188764	0.10981	0.100629	0.593564	0.49043	0.408492
CD14	0.478465	0.465376	0.102684	0.107865	0.201027	0.304349	0.929721	0.974152	1.0	0.010262	0.00688	0.038744
CD160	0.317051	0.316905	0.13935	0.155973	0.333394	1.0	0.146898	0.053072	0.042725	0.034777	0.207668	0.016792
CD163	0.285877	0.273613	0.045112	0.024681	0.086605	0.102698	0.319892	0.52353	0.539841	0.0	0.000921	0.00475
CD1C	0.034598	0.027396	0.006684	0.008905	0.008936	0.012337	0.036813	0.04614	0.046712	0.0	0.001048	0.001704
CD1D	0.365544	0.436125	0.069652	0.067479	0.122196	0.189259	0.500503	0.770956	0.759794	0.024388	0.01085	0.023585
CD2	0.325439	0.312938	0.612475	0.623906	0.510394	0.219474	0.124502	0.078621	0.083611	0.616583	0.494436	0.637783
CD200	0.062257	0.042654	0.078326	0.027914	0.081193	0.057417	0.045046	0.051769	0.047231	0.017279	0.077679	0.039793
CD207	0.030887	0.01005	0.0	0.005724	0.072413	0.017154	0.068042	0.004725	0.023559	0.071291	0.048571	0.05606
CD22	0.178594	0.171805	0.037939	0.059105	0.049259	0.073931	0.182962	0.104042	0.099356	0.041986	0.044169	0.009984
CD24	0.191786	0.190194	0.041139	0.034541	0.051374	0.056213	0.221212	0.086541	0.088918	0.025365	0.039408	0.261004
CD247	0.384169	0.388924	0.399322	0.402904	0.399322	1.0	0.200271	0.085656	0.084493	0.3706	0.331307	0.380954
CD27	0.345889	0.371664	0.724062	0.770297	0.655529	0.079914	0.191365	0.100644	0.114202	0.699641	0.745619	0.66902
CD300LF	0.320877	0.313266	0.04866	0.052896	0.103385	0.123588	0.4539	0.572902	0.605799	0.0	0.001889	0.000619
CD33	0.550778	0.53668	0.075357	0.069728	0.143627	0.234804	0.708953	0.975146	0.996606	0.0	0.012476	0.062781
CD36	0.394112	0.440253	0.050385	0.046697	0.110901	0.173848	0.475514	0.727783	0.796004	0.0	3.1e-05	0.035132
CD3D	0.523011	0.515504	0.851362	0.879733	0.82231	0.124406	0.248315	0.15858	0.153843	0.832864	0.89021	0.861178
CD3E	0.238826	0.250095	0.517379	0.48215	0.517969	0.191917	0.100063	0.056984	0.068352	0.507773	0.564984	0.500873
CD3G	0.431714	0.451806	0.857505	0.823062	0.841746	0.185193	0.179423	0.138087	0.130119	0.907823	1.0	0.842381
CD79A	0.988325	1.0	0.26262	0.260508	0.387975	0.347447	0.929151	0.522055	0.575805	0.191897	0.294636	0.057589
CD79B	1.0	0.95026	0.305047	0.340368	0.311904	0.424365	0.942715	0.514721	0.53435	0.25254	0.196487	0.267981
CD8A	0.392032	0.397035	0.269996	0.284934	0.940604	0.324119	0.125529	0.081056	0.085461	0.009732	1.0	0.020068
CD8B	0.208285	0.198031	0.151821	0.123789	0.831381	0.019019	0.050829	0.036677	0.04083	0.0	1.0	0.003141
CD96	0.605708	0.591505	0.938845	0.889254	0.959084	0.726219	0.270652	0.157563	0.14552	0.904732	1.0	0.872206
CEACAM8	0.126164	0.061858	0.006818	0.054545	0.032663	0.091897	0.512648	0.007312	0.0	0.010854	0.011265	1.0
CENPK	0.327417	0.365698	0.529818	0.48776	0.476457	0.466797	0.344945	0.276422	0.173644	0.556464	0.46384	0.513258
CEP78	0.136322	0.15162	0.140031	0.156503	0.181298	0.410517	0.084896	0.035452	0.053187	0.115167	0.163692	0.157369
CFP	0.104256	0.109725	0.030808	0.03108	0.036184	0.046148	0.188622	0.227122	0.230244	0.018338	0.013612	0.019737
CHI3L1	0.036603	0.037876	0.016554	0.018886	0.025723	0.034288	0.183967	0.027135	0.01912	0.020686	0.019472	0.030519
CHN2	0.456495	0.432214	0.235127	0.210239	0.441926	0.581242	0.480777	0.692432	0.59062	0.150061	0.415558	0.227267
CLC	0.044508	0.042798	0.044737	0.04613	0.011774	0.018671	0.057225	0.03199	0.034109	0.043404	0.008381	0.165339
CLEC10A	0.013815	0.017447	0.009319	0.000683	0.008564	0.010455	0.013703	0.025769	0.025895	0.005254	0.007046	0.007335
CLEC2D	0.794431	0.886194	0.975943	1.0	0.945177	0.71905	0.639487	0.609344	0.650659	0.990787	0.958415	0.962114
CLEC4A	0.559906	0.526294	0.073033	0.078406	0.154076	0.224598	0.896426	0.981906	1.0	0.032907	0.028319	0.041471
CLEC4C	0.015143	0.002589	0.003896	0.012134	0.001488	0.006358	0.027116	0.008154	0.016652	0.001294	0.0	0.007119
CLIC2	0.066776	0.053844	0.005878	0.026655	0.030096	0.021279	0.115612	0.155302	0.14625	0.012403	0.033623	0.0
CLIC3	0.369864	0.326472	0.167511	0.170449	0.348339	1.0	0.19833	0.053059	0.05023	0.060153	0.167572	0.065443
CLLU1	0.00622	0.049153	0.030408	0.026088	0.008293	0.072909	0.021812	0.006393	0.106634	0.073877	0.047685	0.020068
CMTM2	0.118971	0.126796	0.028953	0.032189	0.060072	0.087699	0.707281	0.077581	0.076918	0.0	0.001863	0.0026
CNTNAP3	0.151938	0.107573	0.052972	0.060465	0.143669	0.086822	0.464922	0.064341	0.092713	0.150388	0.074137	0.1
CNTNAP3B	0.079625	0.031786	0.027211	0.004816	0.223464	0.108842	0.096321	0.057471	0.087652	0.232133	0.132107	0.104026
COCH	0.186448	0.180492	0.013801	0.087497	0.084598	0.110268	0.183274	0.118797	0.138973	0.08584	0.063621	0.057135
COIL	0.419652	0.457139	0.480354	0.563524	0.466078	0.522977	0.385072	0.385824	0.375206	0.457802	0.434348	0.462594
COL24A1	0.22383	0.173748	0.21986	0.155943	0.105645	0.205463	0.125898	0.262857	0.224886	0.118456	0.135565	0.269518
CPNE5	0.319607	0.338859	0.031841	0.027053	0.085707	0.037826	0.292794	0.059189	0.230788	0.009968	0.0	0.004383
CPVL	0.314785	0.32096	0.044472	0.046275	0.1057	0.159837	0.379528	0.528895	0.546433	0.003268	0.001332	0.078934
CR2	0.632653	0.68929	0.430334	0.479654	0.405789	0.162124	0.568089	0.329499	0.276438	0.437848	0.470872	0.330093
CRISP3	0.056221	0.142715	0.008649	0.010222	0.014154	0.027279	0.108117	0.181637	0.043247	0.055828	0.404358	0.015569
CRISPLD2	0.273995	0.284845	0.05676	0.062942	0.085646	0.138535	0.569569	0.437325	0.490863	0.03044	0.000384	0.04002
CRTAM	0.015786	0.145845	0.053873	0.0	0.228619	0.129045	0.043829	0.111004	0.116517	0.049363	0.071614	0.074343
CSF3R	0.206198	0.198581	0.033099	0.027995	0.070429	0.0974	0.517975	0.291536	0.289651	0.0	0.000344	0.017128
CST3	0.516508	0.506769	0.105362	0.108533	0.217642	0.322094	0.815136	1.0	0.977751	0.029954	0.028645	0.157614
CST7	0.418773	0.408511	0.272912	0.277541	0.563561	1.0	0.236188	0.067564	0.067016	0.149698	0.492284	0.208402
CSTA	0.027892	0.025954	0.0	0.000144	0.008472	0.011705	0.039913	0.050506	0.052347	0.000522	0.00011	0.001468
CTNND1	0.065877	0.087869	0.049308	0.067075	0.062334	0.072065	0.063332	0.093858	0.082047	0.047611	0.100679	0.071106
CTSW	0.392084	0.392084	0.252555	0.262667	0.616767	0.875529	0.14122	0.058155	0.047691	0.155951	0.572996	0.154092
CUX2	0.006963	0.012981	0.043872	0.016246	0.019081	0.00164	0.014012	0.042254	0.0086	0.00858	0.015321	0.0
CXCL1	0.06265	0.047588	0.021456	0.027914	0.031861	0.037504	0.18929	0.087052	0.085591	0.011474	0.017714	0.030145
CXCL10	0.440318	0.453608	0.053237	0.041762	0.14608	0.203191	0.687986	1.0	0.957211	0.022997	0.021076	0.061402
CXCL9	0.043696	0.014634	0.004601	0.000383	0.022352	0.020559	0.064359	0.098217	0.102051	0.0	0.010799	0.011566
CYBB	0.182833	0.190568	0.016981	0.019732	0.039006	0.0705	0.235519	0.317209	0.324874	0.005008	0.005024	0.011436
CYFIP1	0.115614	0.117223	0.030376	0.038531	0.040162	0.052814	0.163705	0.231863	0.247664	0.012558	0.00395	0.037938
CYP1B1	0.253791	0.24225	0.033093	0.015182	0.077589	0.117425	0.343668	0.526617	0.551126	0.0264	0.0	0.041924
CYP4F3	0.055561	0.057407	0.029172	0.022224	0.035938	0.053665	0.351257	0.004055	0.017279	0.002732	0.012338	0.019856
CYYR1	0.015474	0.034779	0.009399	0.007105	0.013661	0.020914	0.042311	0.0	0.048598	0.095657	0.017706	0.042522
DEFA4	0.092743	0.085347	0.052597	0.05713	0.114954	0.072414	0.411279	0.005067	0.013952	0.078863	0.095549	1.0
DEPDC6	0.064173	0.095859	0.121555	0.092664	0.090108	0.014279	0.045034	0.061264	0.048063	0.082679	0.096658	0.181867
DMD	0.424418	0.305158	0.457993	0.669788	0.455568	0.565631	0.183673	0.584286	0.231882	0.605978	0.501848	0.186245
DPP4	0.106178	0.118534	0.205603	0.222725	0.187457	0.037069	0.054232	0.010676	0.042565	0.127241	0.234404	0.198276
DPYSL2	0.311486	0.308166	0.14914	0.149405	0.149865	0.229891	0.349631	0.483972	0.481823	0.120932	0.089966	0.173392
DSE	0.151615	0.181673	0.048168	0.053008	0.067515	0.079998	0.277582	0.35282	0.36738	0.030049	0.039847	0.050935
DSP	0.164047	0.286578	0.242563	0.154869	0.215236	0.211608	0.222249	0.109664	0.145872	0.050758	0.181896	0.016092
DST	0.043183	0.024852	0.045739	0.0	0.030669	0.029459	0.005089	0.008176	0.007656	0.001851	0.039479	0.021247
DUSP6	0.065623	0.082044	0.008909	0.006227	0.020463	0.047364	0.14481	0.192649	0.200244	0.00707	0.003233	0.01618
EBF1	0.215543	0.234488	0.010745	0.011356	0.021767	0.03066	0.155243	0.106058	0.110858	0.003057	0.02223	0.004631
EGR3	0.047592	0.050926	0.007501	0.00998	0.019084	0.045506	0.095029	0.118583	0.118585	0.004328	0.0	0.011006
EHF	0.063346	0.012453	0.010828	0.051164	0.0	0.084461	0.033568	0.035192	0.024364	0.059082	0.061397	0.092853
EMILIN2	0.558555	0.520147	0.098197	0.102764	0.151803	0.232329	0.70162	0.989344	0.973451	0.07159	0.049861	0.094234
EMP1	0.364479	0.374594	0.301913	0.176466	0.188589	0.290911	0.628631	0.852447	0.837778	0.208688	0.257234	0.255457
EMR3	0.042876	0.035542	0.01835	0.0	0.022121	0.027159	0.157183	0.052997	0.055571	0.012428	0.004803	0.004973
ENC1	0.312181	0.343281	0.222297	0.251932	0.527822	0.865339	0.19199	0.143351	0.157919	0.251865	0.526913	0.260735
ENPP1	0.075013	0.025704	0.007777	0.003763	0.116458	0.0	0.047102	0.061214	0.06573	0.067988	0.037381	0.052935
ENPP2	0.007346	0.014593	0.050448	0.039004	0.017346	0.013655	0.036091	0.006196	0.006388	0.048355	0.047461	0.014628
EOMES	0.463543	0.464411	0.366085	0.385183	0.929937	1.0	0.183031	0.091844	0.094174	0.253938	0.916049	0.235209
EPB41L3	0.446715	0.462839	0.059853	0.073857	0.165051	0.230247	0.582183	0.895013	1.0	0.0	0.036469	0.010551
EPHA2	0.083695	0.058917	0.055433	0.072052	0.046373	0.043741	0.12179	0.076444	0.051794	0.070841	0.027671	0.0
EPHA4	0.36836	0.379441	0.732516	0.791006	0.364752	0.374164	0.265781	0.16178	0.158015	0.82783	0.376682	0.923077
EREG	0.409995	0.434713	0.182555	0.214222	0.248433	0.272258	0.596014	0.959324	1.0	0.080602	0.094304	0.038868
ETS1	0.683488	0.746941	1.0	0.866438	0.893164	0.748825	0.36207	0.264267	0.255737	0.936865	0.830899	0.862553
F13A1	0.147262	0.156227	0.016807	0.011299	0.049943	0.076957	0.177871	0.332984	0.347307	0.002281	0.0	0.008607
FAIM3	0.80449	0.78868	0.979972	0.997271	0.878848	0.64611	0.536358	0.265483	0.286611	0.966124	0.896943	0.860834
FAM102A	0.389185	0.406229	0.821749	0.802821	0.676296	0.08481	0.185627	0.12207	0.118281	0.874686	0.771579	0.730832
FAM129C	0.174095	0.173885	0.021917	0.01985	0.060721	0.046724	0.17516	0.102813	0.118108	0.032727	0.009399	0.027875
FAM135A	0.054065	0.072284	0.083909	0.076175	0.061262	0.051249	0.038797	0.095678	0.080895	0.072449	0.034667	0.088795
FAM20B	0.12779	0.123919	0.12384	0.134327	0.140531	0.15091	0.100152	0.126418	0.131045	0.129105	0.148737	0.145696
FBN2	0.490841	0.464927	0.081217	0.103006	0.162243	0.234735	0.677068	1.0	0.990445	0.02447	0.049755	0.0979
FBXL16	0.08792	0.10473	0.250692	0.26764	0.139428	0.024612	0.056431	0.044023	0.066685	0.270824	0.168173	0.24308
FCER1A	0.098627	0.104761	0.067595	0.062284	0.032276	0.044928	0.122594	0.156967	0.16086	0.066824	0.028998	0.237721
FCER1G	0.609554	0.599461	0.140415	0.137792	0.27928	0.634834	0.741334	0.911644	1.0	0.026777	0.066222	0.029274
FCGR2A	0.149127	0.154124	0.023577	0.024696	0.047974	0.066154	0.261573	0.221481	0.216835	4.4e-05	0.009991	0.010811
FCGR2B	0.189009	0.172253	0.088788	0.079506	0.096433	0.103686	0.226448	0.189632	0.187499	0.094763	0.096898	0.090921
FCGR3B	0.054243	0.054367	0.012596	0.011226	0.024019	0.035468	0.237352	0.009905	0.007862	0.001272	0.002531	1.3e-05
FCN1	0.477589	0.44229	0.09744	0.096044	0.18098	0.259259	0.695204	0.90255	1.0	0.004308	0.004792	0.046049
FCRL1	0.046086	0.047196	0.029941	0.006814	0.033486	0.006407	0.049417	0.027207	0.028688	0.000833	0.024431	0.029891
FCRL3	0.640274	0.664854	0.388582	0.393266	0.53313	1.0	0.487087	0.281005	0.251181	0.292461	0.470423	0.303409
FCRLA	1.0	0.910202	0.144379	0.168561	0.193971	0.237478	0.752784	0.446467	0.415949	0.108549	0.102359	0.014908
FFAR2	0.165316	0.181854	0.020011	0.029284	0.065827	0.077866	0.356148	0.318839	0.29548	0.000784	0.001447	0.0
FGFBP2	0.423005	0.428087	0.250498	0.244827	0.478233	1.0	0.171166	0.059592	0.055533	0.099448	0.363909	0.154547
FKBP1B	0.040125	0.064962	0.07325	0.018399	0.05176	0.034302	0.082648	0.084024	0.062463	0.057822	0.062221	0.045518
FLT3	0.02072	0.020488	0.004823	0.00735	0.0	0.0011	0.030964	0.043485	0.044535	0.000828	0.000642	0.01362
FMNL2	0.042583	0.03561	0.021615	0.115751	0.028768	0.047039	0.135286	0.044447	0.022548	0.042666	0.120175	0.072308
FPR2	0.078113	0.078549	0.020624	0.012615	0.029345	0.040865	0.20222	0.124941	0.132338	0.0	0.011092	0.007068
FPR3	0.082491	0.056388	0.024678	0.00616	0.04332	0.021822	0.110934	0.199031	0.169303	0.0	0.016311	0.009302
FZD2	0.266073	0.246976	0.039306	0.008275	0.084659	0.168205	0.380649	0.476737	0.512203	0.0	0.021961	0.009421
GATA3	0.027906	0.030633	0.062597	0.062675	0.044768	0.035693	0.015675	0.009029	0.005795	0.067053	0.044359	0.070559
GEM	0.305066	0.265828	0.111462	0.369745	0.29296	0.520392	0.026949	0.131872	0.182961	0.23873	0.193317	0.341718
GIMAP1	0.042932	0.055049	0.077809	0.086699	0.062444	0.033739	0.0422	0.058029	0.040751	0.071709	0.062016	0.079178
GIMAP5	0.337408	0.338281	0.819412	0.806162	0.480733	0.183242	0.133481	0.081751	0.086512	0.661809	0.384563	0.531632
GIMAP6	0.330111	0.308021	0.557648	0.527876	0.379815	0.299821	0.1932	0.180832	0.198373	0.499099	0.334305	0.387625
GIMAP7	0.388487	0.408953	0.702867	0.738159	0.41605	0.386158	0.144709	0.109071	0.111993	0.589202	0.370833	0.516344
GIMAP8	0.526354	0.589782	0.983495	0.996601	0.707326	0.425832	0.407448	0.439321	0.432364	0.920172	0.647573	0.660724
GK	0.132836	0.13292	0.080095	0.066555	0.072783	0.100958	0.288872	0.193183	0.204924	0.040231	0.029792	0.059018
GNAL	0.022431	0.165885	0.215987	0.144535	0.121126	0.58279	0.288681	0.235563	0.044046	0.107341	0.041701	0.356852
GNLY	0.488104	0.546922	0.302638	0.304362	0.499691	1.0	0.278676	0.085395	0.09229	0.164969	0.386899	0.209804
GPM6B	0.007713	0.038144	0.015747	0.017858	0.000955	0.001321	0.003674	0.011855	0.003766	0.023028	0.028563	0.024702
GPR109B	0.022789	0.024461	0.002682	0.001251	0.009694	0.013988	0.037698	0.055687	0.05391	0.0	0.002412	0.003332
GPR171	0.005787	0.022003	0.048674	0.029433	0.078965	0.007906	0.016574	0.001524	0.0	0.026671	0.02119	0.016955
GPR18	0.567672	0.601422	0.50204	0.468606	0.526397	0.283804	0.375109	0.381715	0.348115	0.368085	0.446637	0.2768
GPR56	0.453137	0.437452	0.250254	0.242116	0.512288	1.0	0.206135	0.052814	0.056107	0.091808	0.376265	0.150824
GPR97	0.053448	0.028449	0.0	0.008574	0.036235	0.057047	0.175691	0.03987	0.009248	0.023179	0.01591	0.006623
GPRASP1	0.096875	0.142969	0.086118	0.134766	0.155228	0.234432	0.043089	0.055171	0.086198	0.127344	0.107344	0.088281
GRIP1	0.317323	0.108838	0.1868	0.100733	0.243535	0.343014	0.328059	0.45281	0.319568	0.382092	0.138171	0.401916
GZMA	0.458211	0.457188	0.364998	0.39074	0.587718	1.0	0.226108	0.087896	0.084441	0.279194	0.523322	0.34112
GZMB	0.269507	0.271264	0.153214	0.159294	0.293713	0.58962	0.141961	0.038533	0.038653	0.045508	0.216148	0.064607
GZMH	0.482349	0.481304	0.370064	0.418275	0.674968	0.961265	0.205869	0.08066	0.082191	0.290267	0.628606	0.412062
GZMK	0.445053	0.4321	0.549077	0.551091	0.956168	0.345089	0.169075	0.09655	0.10939	0.523184	1.0	0.593574
GZMM	0.399677	0.401666	0.411517	0.434749	0.688657	0.966364	0.139681	0.057711	0.061806	0.323163	0.662624	0.327911
HBEGF	0.38582	0.408686	0.050333	0.047847	0.121341	0.203035	0.634525	0.963172	1.0	0.02829	0.0	0.044552
HK3	0.430321	0.460969	0.078883	0.09217	0.139707	0.209554	0.808385	0.952165	0.957759	0.052549	0.0	0.069607
HLA-DOB	0.085465	0.075446	0.014458	0.018998	0.018047	0.018813	0.05833	0.03237	0.031769	0.015134	0.013255	0.011173
HLA-DPB2	0.040708	0.054232	0.078824	0.102232	0.001556	0.000219	0.043189	0.024929	0.016401	0.016182	0.030342	0.0841
HLA-DQA1	0.712654	0.697692	0.108635	0.109015	0.157894	0.19486	0.550975	0.744782	0.762366	0.081593	0.077824	0.211081
HLA-DQB1	0.037366	0.036128	0.002656	0.001534	0.003627	0.006479	0.042981	0.042425	0.041294	0.000415	0.0	0.006866
HLA-DQB2	0.003822	0.0	0.043816	0.016418	0.020119	0.00475	0.019969	0.030738	0.008176	0.008923	0.033227	0.046429
HMOX1	0.437604	0.400901	0.073242	0.091223	0.128338	0.275706	0.618034	0.771492	0.848078	0.02316	0.027845	0.0246
HNMT	0.519957	0.5377	0.092409	0.086238	0.147318	0.231241	0.72698	0.974855	1.0	0.025513	0.032173	0.053035
HOPX	0.417452	0.47106	0.325315	0.35544	0.473623	1.0	0.197128	0.080014	0.071731	0.237908	0.429328	0.271798
HOXA9	0.080025	0.104132	0.008246	0.09087	0.055945	0.168989	0.160304	0.171534	0.000802	0.039402	0.010219	0.169725
HSPC159	0.012197	0.009598	0.02042	0.008086	0.014938	0.008436	0.025157	0.005203	0.004353	0.0	0.013898	0.009478
ICOS	0.269141	0.262532	0.756826	0.759998	0.380483	0.082464	0.167695	0.11348	0.117654	0.866018	0.408351	1.0
IDO1	0.00295	0.011313	0.003378	0.004532	0.0	0.000259	0.015129	0.006931	0.017701	0.00137	0.000819	0.023025
IDO2	0.057283	0.102883	0.095759	0.099501	0.132493	0.103027	0.11754	0.126028	0.100918	0.088208	0.11351	0.089858
IFNG	0.191722	0.265271	0.292967	0.347235	0.43249	0.472954	0.043555	0.029505	0.044406	0.364419	0.635484	0.571225
IGJ	0.394578	0.399766	0.238171	0.234586	0.307801	0.219002	0.316538	0.175016	0.169247	0.241311	0.316538	0.006349
IGLL3	0.144411	0.144543	0.057175	0.084768	0.086079	0.075435	0.165621	0.072422	0.071088	0.081506	0.106545	0.02377
