Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
ENAH	0.305432	0.012407	0.001735	0.00514	0.00898	0.0	0.011079	0.0
EPB41L3	0.0	0.000536	0.968636	0.000174	0.006612	0.004703	0.042258	0.0
EPHB1	0.000532	0.00064	0.001166	0.000266	1.0	0.000259	0.0	0.000337
EPHX2	0.005689	0.008743	0.000792	0.005827	0.0	0.191854	0.745745	0.073765
EREG	0.000996	0.0	1.0	0.000505	0.007468	0.0	0.000714	0.0
ESPN	0.0	0.0	0.0	0.015728	0.001119	0.148996	0.009368	0.069165
ESPNL	0.00748	0.319862	0.0	0.002648	0.006394	0.003119	0.001124	0.001126
ESR2	0.211057	0.657796	0.0	0.010119	0.030011	0.001693	0.00176	0.005719
FAM111B	1.0	0.331421	0.000149	0.013853	0.000189	0.003113	0.000553	0.008289
FAM129C	1.0	0.974845	0.001481	0.000903	0.011393	0.0	5.4e-05	6.5e-05
FAM153A	0.034782	0.006799	0.003229	0.001292	0.0	0.295171	1.0	0.024537
FAM177B	1.0	0.219134	0.0	0.001197	0.060794	0.001164	0.002692	0.000961
FAM184A	0.013102	0.008176	0.0	0.00305	0.00315	0.069546	0.412441	0.038975
FAM30A	1.0	0.977138	0.000519	0.0	0.000686	0.000204	0.006593	0.000135
FAM69B	0.450016	0.029336	0.0	0.001817	0.000347	0.001513	0.003613	0.001167
FASLG	0.000705	0.000615	0.0	0.440789	0.000443	0.004823	0.000528	0.067815
FAT4	0.002148	0.0	0.0	0.367368	0.000974	0.0	0.007468	0.002439
FBLN2	0.054733	0.2418	0.002115	0.007661	0.000303	0.0	0.001319	0.006309
FBLN7	0.000145	0.003021	0.0	0.000794	0.000525	0.16629	0.086794	0.005417
FCER2	1.0	0.15274	0.006692	0.000665	0.004809	0.0	8.3e-05	5.9e-05
FCGR3B	0.0	1.3e-05	0.000293	0.00142	1.0	0.0	4e-06	6e-05
FCN1	1e-06	0.0	0.010203	1e-06	0.000459	0.0	0.0	0.0
FCRL1	1.0	0.416998	0.000213	0.001221	0.005971	4.3e-05	0.000486	0.00015
FCRL2	1.0	0.744453	0.000359	0.00107	0.002461	0.0	0.000395	8.3e-05
FCRL5	1.0	0.635417	0.000449	0.001037	0.000146	0.0	0.00131	0.0
FCRLA	0.519299	1.0	0.000589	0.000943	0.000613	0.0	6.6e-05	0.0
FEZ1	0.0	0.000607	0.004489	0.273094	0.001254	0.001734	0.001531	0.026922
FGFBP2	2.6e-05	0.0	6.5e-05	0.190428	9.7e-05	0.000192	0.000247	0.03888
FGFR2	0.0	0.0	0.015692	0.115952	0.087103	0.275213	0.005406	1.0
FHIT	0.025153	0.006082	0.009896	0.015355	0.0	0.188222	1.0	0.010924
FLT4	0.0	0.0	0.011668	0.020125	0.004193	0.211237	0.233108	0.692326
FMN1	0.18645	0.002952	0.341749	0.003612	0.004822	1.0	0.0	0.001396
FN1	0.007727	0.064367	0.063581	0.00766	0.002254	0.002385	0.532818	0.011355
FPR3	0.0	0.004388	0.34994	0.0	0.002869	0.0	0.000298	0.0
FXYD2	0.054226	0.016383	0.037688	0.0	0.003127	0.088962	0.354864	0.909275
FXYD6	0.00107	0.0	0.349008	0.0	0.002729	0.0	0.000434	0.0
GALNTL6	0.067964	1.0	0.003208	0.0035	0.006073	0.0	0.0	0.0
GDF7	0.129642	0.750553	0.0	0.002076	0.004537	0.04411	0.005621	0.002621
GFPT2	0.013328	0.0	3.9e-05	0.015271	0.000817	0.008967	0.002078	0.070004
GLP1R	0.0	0.0	0.0	1.0	0.020411	0.0	0.000832	0.011808
GNAT2	0.0	0.0	0.011235	0.0	1.0	0.0	0.004625	0.008582
GNG12	0.0	0.0	0.000947	0.0	0.006907	0.024345	0.086203	0.0
GNLY	3e-06	0.0	1.1e-05	0.018045	1e-05	4.3e-05	1.7e-05	0.001839
GPM6A	0.081547	1.0	0.000133	0.001052	0.000296	0.0	7.4e-05	0.0
GPR15	0.0	0.01457	0.012599	0.049476	0.000926	1.0	0.051084	0.16376
GPRC5B	0.0	0.0	0.000632	0.0	0.001691	0.017541	0.086399	0.003631
GREM2	0.0	0.0	0.000431	0.026278	0.002884	0.756626	0.041594	0.029132
GRIK4	0.071118	0.0	0.000297	1.0	0.002493	0.0	0.001784	0.0
GSDMA	0.0	0.0	0.000402	0.013726	0.001152	0.01564	0.026628	0.178332
GZMB	0.000105	0.000176	0.000194	0.382657	8.6e-05	0.0	0.000101	0.03448
GZMK	0.0	0.0	0.000431	0.007965	0.00026	0.050011	0.005272	0.312775
HBG2	0.00283	0.000497	0.003761	0.001405	0.004448	0.0	0.112964	0.0
HBQ1	0.0	0.0	0.000454	0.021615	0.000202	0.0	0.000158	0.0
HEY1	0.0	0.0	0.004071	0.001754	0.447954	0.0	0.000685	0.000581
HIST1H1T	0.0	0.0	0.002309	0.0	1.0	0.003517	0.00117	0.0
HLF	0.0	0.0	0.001144	0.003681	0.00441	0.288419	0.013659	0.02007
HNMT	0.001705	0.0	0.486176	0.000273	0.002677	0.0	0.000215	0.0
HPCAL4	0.0	0.001106	0.000508	0.002082	0.001618	0.234194	0.178407	0.015777
HRH4	0.00675	0.009828	0.0	0.017363	0.109036	0.546173	0.026059	0.035167
HSD11B1	0.0	0.0	0.014026	0.0	0.018388	0.646471	0.011792	0.005465
IGFBP3	0.0	0.001914	0.002539	0.023384	0.001589	0.194605	0.048664	0.315287
IGFBP6	0.0	0.007331	0.003234	0.00137	0.000766	0.023701	0.004894	0.12519
IL1A	0.001047	0.000969	0.194122	0.000225	0.003939	0.0	7e-06	0.0
IL1B	5e-06	0.0	0.036589	3e-06	0.001101	0.0	0.0	0.0
IL1R2	0.0	0.0	0.010654	0.0	1.0	0.000319	0.0	0.000305
IL6ST	0.027558	0.012316	0.101025	0.00931	0.040266	0.119328	1.0	0.015434
INHBB	0.0	0.0	0.001404	0.00104	0.246646	0.0	4.4e-05	0.0
ISM1	0.0	0.0	0.000137	0.0	0.000883	0.324257	0.242874	0.033303
JAKMIP1	0.001349	0.001325	0.00102	0.097647	0.00027	0.271856	0.009846	1.0
KCNG1	1.0	0.019515	0.000219	0.0	0.000281	0.0	0.0	0.0
KCNH8	1.0	0.076618	0.000643	0.000572	0.001597	0.000755	0.00089	0.0
KCNJ15	0.0	0.0	0.019913	0.0	1.0	0.000141	0.000248	0.0
KHDRBS2	1.0	0.440131	0.017482	0.001364	0.000572	0.0	0.000414	0.0
KIAA1257	0.0	0.00345	0.008972	0.003032	1.0	0.003773	0.008893	0.002771
KIAA1671	0.000978	0.0	0.000342	0.061126	0.000569	0.005866	0.01289	0.097914
KIR2DL1	0.0	0.0	3.7e-05	0.060044	0.001186	0.0	4.7e-05	0.000214
KIR2DL3	0.0	0.0	1.2e-05	0.010663	8.3e-05	0.0	0.0	0.000224
KIR2DL4	0.0	0.0	6.6e-05	0.007484	0.000283	0.0	1.5e-05	7.1e-05
KIR2DS4	0.0	0.0	0.000674	0.075217	0.000539	0.000943	0.000169	0.004029
KIR3DL1	0.0	0.0	5.8e-05	0.036395	0.000962	0.0	9e-06	0.003639
KIR3DL2	0.0	0.0	0.00024	0.076875	0.000761	0.004314	0.00119	0.004186
KIR3DX1	0.0	0.007716	0.001135	0.616099	0.00167	0.0	0.001095	0.02285
KLHL14	1.0	0.624002	0.000902	0.001146	0.000411	0.0	0.001394	0.0
KLRC1	0.0	0.0	0.000333	1.0	0.000462	0.0	0.002817	0.163278
KLRC2	0.0	0.001365	0.000189	1.0	0.00023	0.0	0.001753	0.106905
KLRC3	0.0	0.0	0.000951	0.564267	0.001215	0.0	0.00127	0.077045
KLRF1	0.000153	0.000711	0.0005	0.753199	0.000461	0.0	0.000535	0.032217
KLRG1	0.005466	0.001516	0.004695	0.466035	0.0	0.16765	0.041295	1.0
KRT1	0.0	0.0	0.001139	0.0	0.000649	0.309368	0.005228	0.001663
KRT23	0.0	0.0	0.01206	0.000227	1.0	0.000216	3.4e-05	0.000326
KRT72	0.0	0.0	0.000261	0.027265	0.000554	0.02639	0.299839	0.002038
KRT73	0.0	0.0	0.000473	0.039975	0.001502	0.030753	0.316696	0.002689
LAG3	0.0	0.0	0.000461	0.012966	0.003925	0.005422	0.003247	0.119197
LAMC3	0.0	0.009349	0.0	0.0	0.000575	0.000506	0.038122	0.0
LCN2	0.00133	0.000887	0.0023	0.0	0.112347	0.000383	0.000308	0.0
LDB2	0.0	0.0	0.0	0.128464	0.000773	0.0	0.008806	0.001472
LDLRAD3	0.003346	0.0	0.44062	0.000975	0.006387	0.0	0.001939	0.0
LEF1	0.001063	0.0	0.00163	0.0055	0.000248	0.196806	1.0	0.072317
LGALS2	0.0	0.000646	0.814433	0.0	0.004044	0.000184	0.000307	0.0
LGALS9B	0.002918	0.0	7.3e-05	0.543184	0.025717	0.000559	0.0015	0.000881
LILRA4	0.01547	1.0	0.021026	0.00417	0.192855	0.007024	0.001829	0.0
LIM2	0.0	0.0	0.0	0.284382	0.000632	0.001107	0.000135	0.007638
LINGO2	0.002059	0.0	2.1e-05	0.280307	0.000601	0.0	0.000215	0.000689
LMF1	0.0	0.01295	0.004771	0.000774	0.001381	0.172604	0.706166	0.06227
LOC541472	0.184651	0.408085	0.003909	0.0	0.003925	0.0	0.000923	0.0
LOC730102	0.0	0.0	0.304615	0.003222	0.009261	0.0	0.001021	0.0
LPAR3	0.0	0.012743	0.000876	0.009392	0.000852	0.081978	0.026784	0.202116
LRIG3	0.0	0.0	0.0	0.0	0.022784	0.047538	0.57497	0.047368
LRP1	0.004136	0.004073	1.0	0.000736	0.004094	0.006993	0.007542	0.006429
LRRC4	0.003604	0.005036	0.035879	0.002486	1.0	0.00119	0.000608	0.001751
LRRC43	0.0	0.0	0.002721	0.260873	0.00682	0.0	0.002314	0.01015
LRRC7	0.0	0.0	0.002046	0.002348	0.005599	0.002067	0.370048	0.0
LRRN3	0.001961	0.000473	0.001331	0.0	0.001203	0.025127	0.237695	0.010535
LTF	0.003628	0.0	0.00051	0.001465	0.370142	0.0	0.000178	0.0
LYZ	6e-06	0.0	0.055554	2e-06	0.001524	5e-06	4e-06	0.0
MACROD2	1.0	0.109432	0.003865	0.016196	0.006058	0.0	0.006143	0.0
MAF	0.000103	0.0	0.003301	0.046311	0.000608	0.139043	0.005717	0.044863
MAL	7.5e-05	5.5e-05	0.000299	0.0	0.00015	0.111596	0.13178	0.006959
MANSC1	0.004098	0.001079	0.016805	0.0	1.0	0.002701	0.011345	0.001356
MCOLN3	0.0	0.0	0.000878	0.00086	0.002577	0.104244	0.046806	0.005444
ME1	0.00143	0.0	0.046732	0.002634	0.000648	0.005006	0.002228	0.05765
MEOX1	0.0	0.0	0.001109	0.0	0.00062	0.187826	0.051208	0.034097
MGAM	0.0	0.000186	0.01187	0.049684	1.0	0.0	0.000122	0.000458
MITF	0.001658	0.0	0.464165	0.0	0.013967	0.000661	0.000304	0.0
MLC1	0.001433	2e-05	0.020744	1.0	0.009928	0.0	0.002222	0.014745
MME	0.004458	0.000502	0.001661	0.0	1.0	0.000448	0.000416	0.000207
MMP1	0.0	0.004405	0.00071	0.0	0.001435	0.0	0.062605	0.0
MMP25	0.0	3.8e-05	0.005913	0.00049	1.0	0.000297	8.4e-05	0.000443
MMP28	0.0	0.007893	0.000771	0.0	0.000569	0.017844	0.488339	0.007795
MMP9	0.0	0.0	0.003678	7.2e-05	0.561455	0.000351	5e-05	0.0
MOXD1	0.419263	0.15013	7.6e-05	0.002372	0.004922	0.0	0.00667	0.002436
MS4A1	1.0	0.813939	0.001208	0.001064	7e-05	0.000559	0.0	0.009895
MS4A3	0.0	0.0	0.002658	0.000332	0.0894	0.0	0.000752	0.0
MS4A4A	0.006153	0.024878	1.0	0.0	0.013501	0.0	0.0	0.0
MS4A6A	0.000137	0.0	0.443084	3.4e-05	0.024403	0.000418	0.000192	0.000147
MT1E	0.0	0.0	0.013896	0.007966	0.000229	0.012655	0.021785	0.311324
MTMR11	0.0	0.0	0.182801	0.001427	0.000877	0.000348	0.001621	0.000711
MYO1B	0.744979	0.067297	0.0	0.001678	0.003467	0.015872	0.053773	0.005252
MYOF	0.0	0.000273	0.513246	0.000556	0.005394	0.001272	0.007422	0.000264
NCAM1	0.001538	0.00026	0.003619	1.0	0.004279	0.000558	0.0	0.005323
NCR1	0.000726	0.001356	0.003248	1.0	0.053992	0.000377	0.000716	0.011504
NEFL	0.0	0.0	0.000856	0.0	0.002638	0.912179	0.096642	0.010836
NETO1	1.0	0.060223	0.0	0.001058	0.001656	0.0	0.0	0.0
NID1	0.001747	0.0	0.398364	0.0	0.004407	0.001045	0.009936	0.0
NLGN4Y	0.0	0.0	0.001754	0.016401	0.003131	0.0	0.001106	0.444265
NMUR1	0.000659	0.0	0.000248	0.814488	0.002017	0.003988	0.000897	0.064254
NOG	0.0	0.0	0.00063	0.0	0.000607	0.011904	0.649372	0.005837
NPAS2	0.0	0.0	0.001856	0.0	0.001692	0.020465	0.23689	0.005145
NPDC1	0.0	0.0	0.011917	0.000652	0.00768	1.0	0.069078	0.192766
NRCAM	0.004231	0.001887	0.000447	0.0	0.007952	0.0	0.109249	0.004277
NRG1	0.001641	0.0	0.503793	0.0	0.008188	0.0	0.001302	0.0
NT5E	1.0	0.158712	0.0	0.00115	0.000215	0.042799	0.022952	0.03233
NTN4	0.0	0.0	0.000271	0.000932	0.004481	0.165716	0.021942	0.078165
NTNG1	0.037721	0.209641	0.000389	0.009991	0.001536	0.0	0.000634	0.0
NXPH4	0.032089	0.256188	0.0	0.003743	0.001262	0.0	0.002139	0.0
OLFM1	0.001427	0.0	0.273775	0.0	0.002902	0.0	0.000143	0.0
OLFM4	0.003968	0.005522	0.000676	0.003016	0.550953	0.0	0.0	0.0
OSBPL10	0.795834	1.0	0.001359	0.002044	4.4e-05	0.000454	0.000606	0.000243
OTX1	0.011307	0.020526	0.0	0.002701	1.0	0.0	0.000165	0.0
PACSIN1	0.0	0.0077	0.001043	0.004806	0.001102	0.012941	0.008417	0.082023
PANX2	0.0	0.0	0.008817	0.000231	0.347767	0.000203	0.000167	0.0
PAQR5	0.0	0.0	0.000293	0.002744	0.168564	0.0	0.000512	0.0
PARM1	0.465842	0.101023	0.008796	0.000631	0.000632	0.0	0.002272	0.0
PAX5	1.0	0.679951	0.000416	0.00151	0.000112	0.0	2.5e-05	0.0
PCDH1	0.0	0.0	0.000193	0.95482	0.00101	0.0	0.008251	0.069755
PCDH9	1.0	0.086314	0.0	0.010786	0.000485	0.000119	0.006365	9e-06
PCSK1N	0.0	0.0	0.000149	0.0	0.001388	0.073576	0.012304	0.046072
PDCD1	0.0	0.007028	0.001584	0.00284	0.001356	0.138523	0.004716	0.324343
PDGFB	0.0	0.0	0.010189	0.008322	0.002845	0.093604	0.052288	0.234736
PDGFD	0.00064	0.001269	0.0	0.520053	0.002011	0.001939	0.000624	0.062763
PHOSPHO1	0.000407	0.000819	0.001764	0.003281	1.0	0.000111	0.0	0.001
PI16	0.035143	0.009232	0.0	0.005651	0.006932	0.586812	0.036737	0.044352
PI3	0.0	0.0	0.000263	0.00036	0.354633	0.0	3.8e-05	0.0
PID1	0.001026	0.0	0.633225	0.000902	0.002532	0.0	0.0	0.0
PKIG	0.985332	1.0	0.001622	0.0	0.00066	0.000925	0.005642	0.00228
PLA2G7	0.000477	0.0	0.227339	0.0	0.002465	0.0	5e-05	0.0
PLD4	0.199299	1.0	0.057639	0.000881	0.002834	0.00027	0.000626	0.0
PLEKHG7	0.027293	0.317528	6.6e-05	0.004424	0.001855	0.0	0.001185	0.002129
PLEKHH2	0.064349	0.06815	0.002151	0.0	0.014159	0.155679	1.0	0.045804
PLIN5	0.0	0.00384	0.027339	0.0	1.0	0.002184	0.002871	0.005146
PLS3	0.0	0.0	0.002762	0.0	0.001341	0.054847	0.057911	0.002199
PLXDC1	0.001279	0.0	0.006441	0.060008	0.004682	0.124376	1.0	0.130178
PLXNB2	0.000653	0.013473	0.809177	0.0	0.003186	0.000274	0.000787	0.000231
PNOC	0.769903	1.0	0.029927	0.001134	0.001129	0.000422	0.000848	0.0
POU2AF1	1.0	0.945912	0.001784	0.001014	0.000204	0.003246	0.007736	0.0
PPP1R14A	0.089304	0.225104	0.001144	0.001694	0.000477	0.0	0.000691	0.0
PPP1R14C	0.0	0.0	0.005472	0.001215	0.001217	0.002357	0.000513	0.034692
