Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
FLVCR2	69.180492	86.594825	566.971203	140.253142	88.340559	108.460967	90.147196	145.871911	242.019367	83.373816	1142.352389	1989.419532	951.222851	266.923161	198.762679	45.351134	256.922606	217.177762	144.810652	2317.021706	1056.886238	75.807297
FOSB	200.009303	243.408258	3422.450435	32.228596	31.752648	80.151252	401.558396	59.708989	32.155629	41.652854	29.340048	23.170426	22.497432	92.825318	644.558647	2911.316126	5833.248925	24.994109	37.539542	28.825417	45.830784	7325.609904
FOXP3	135.978258	93.535314	76.152953	31.98561	56.579498	164.674296	129.512436	190.192431	478.810999	65.146942	62.165492	171.731211	63.790222	69.497169	23.272531	41.246361	146.841228	2001.919746	103.972161	63.278395	64.02825	140.802032
FPR1	361.321253	387.263915	9800.634834	397.263965	303.36691	27644.58995	161.98088	240.308394	161.244457	210.203414	880.921106	801.886611	408.541527	660.858878	716.995118	343.921763	248.213136	222.46336	911.948381	281.070729	222.401475	3809.534017
FPR2	227.45066	162.9188	964.241906	88.155382	69.04044	3797.403194	60.78015	57.00755	24.317477	54.91749	182.316312	274.936574	95.438646	195.167097	344.416765	101.107197	56.447531	97.930808	168.83947	62.802529	48.598959	150.792461
FPR3	325.667425	243.660501	203.421307	112.657984	94.700412	277.414904	97.298796	116.597906	99.98687	105.807962	3004.448975	608.269254	2357.542622	200.083891	328.050227	84.161071	128.483593	153.046445	196.937773	5751.146697	4194.211448	211.11456
FRK	138.3049	125.363058	7.432651	3.655443	6.694465	61.16828	11.249438	5.639101	6.171514	26.389361	10.884533	3.762991	3.129846	2.434618	5.77539	59.604918	3.210668	6.588218	57.570678	13.421274	18.056896	6.416967
FRMD4A	57.817507	73.558008	52.740259	46.142008	43.217562	21.620644	24.037973	71.894604	48.33459	49.319238	161.857003	256.173231	1094.097795	43.956125	57.911605	17.180735	211.245865	38.986122	23.154437	229.183407	57.278494	76.092492
FRMD8	197.373283	150.739595	247.251689	249.182222	162.813157	172.263031	14.61436	141.123741	249.296422	28.970242	125.823133	271.948358	170.772537	31.145257	134.486427	80.200787	228.186585	1019.519496	70.749003	241.425437	290.69207	132.153413
FZD2	40.203059	10.766835	455.291219	21.522305	11.610802	16.400478	23.749326	6.482478	10.899275	13.86981	98.024184	409.555481	777.418888	210.017994	171.534545	25.202654	9.46357	14.546636	68.17805	831.751755	236.349863	40.472209
FZD3	121.567497	138.350576	39.708355	29.435026	38.827693	73.008745	96.620448	39.041591	136.543286	50.265155	31.336782	32.632427	195.35077	58.845811	68.235339	181.162786	449.178786	63.605988	59.009167	77.882339	24.306482	28.003461
GAL3ST4	69.547068	72.933549	44.098984	35.664322	36.415184	77.371121	942.319375	238.011976	123.377248	335.593091	84.21538	40.449956	141.066017	198.806141	98.799836	48.679126	256.268401	169.488552	50.305383	141.23401	57.363687	310.529845
GALR1	2.661554	4.348941	4.179834	4.22718	3.698981	6.071752	41.01608	6.212037	3.847184	3.908161	2.442423	4.897631	8.968861	4.223909	18.246013	5.903083	6.99477	4.835861	18.6354	2.49314	3.475112	15.43907
GFI1	27.636803	25.203038	19.383526	508.780078	394.320765	41.43882	48.084232	132.972771	700.66081	293.640883	29.033653	24.667001	26.608416	1114.642442	628.843221	40.28604	561.178624	587.513476	337.367318	34.30719	53.268915	40.276705
GGT5	11.498233	9.101161	11.130188	16.953868	13.680216	16.792372	24.539399	9.261514	11.578233	12.999678	10.60328	290.215074	407.794036	15.146466	52.377712	16.629514	10.137459	6.912134	14.8026	21.971009	12.629022	99.699971
GIPR	8.245075	8.698901	8.506723	13.453612	11.728149	10.05277	20.287647	5.195085	9.251048	10.908839	7.247773	31.730418	23.651444	17.060833	25.508999	5.570829	30.908205	32.747513	67.577309	8.587227	11.265338	110.913334
GNG7	768.007847	1494.305763	112.449475	60.45334	53.087652	455.413473	99.422101	104.256288	75.969559	133.55147	82.410096	94.490578	243.486149	170.252446	115.350798	2218.049204	63.646241	214.28188	51.824993	187.512446	70.79124	197.771593
GNLY	9.016559	14.520255	19.947433	21760.60028	23235.35012	118.260282	134.918639	1198.37505	233.421137	3732.536058	16.577447	20.406933	15.742842	26.171068	18.372113	19.253021	12.659874	24.366572	8201.567151	22.370569	21.450388	24.526068
GPC4	126.690227	73.411706	56.144565	77.48575	42.584452	111.27229	59.399442	77.956398	53.758619	43.024436	1153.718547	129.318831	145.871911	72.2339	79.654378	105.523008	60.058303	60.955044	92.099471	161.255036	86.473334	31.554762
GPR1	3.129846	4.798501	5.245665	17.250325	1.863695	4.064089	44.356219	1.244202	0.453354	1.559284	1.06416	0.972465	0.453354	37.479865	12.27884	2.49314	17.154815	52.084213	14.998471	1.025583	2.979127	1.869737
GPR171	33.514951	22.982193	14.679221	443.077073	1041.132076	30.671794	899.284613	969.236538	2693.556404	924.371796	12.0652	25.517684	54.794223	84.116312	46.416061	13.874978	227.855726	6933.009161	4853.059657	19.22969	560.403804	1086.272212
GPR18	3056.84082	1822.014185	109.666035	1204.171373	2025.829576	156.307228	1241.790015	678.257306	431.40754	1037.066376	23.116138	51.614924	54.634974	52.301002	39.901362	15.286749	1521.532591	215.752644	840.840726	21.834494	33.947344	266.001577
GPR183	275.834811	2308.149818	196.979149	216.235184	201.599655	144.067193	854.08076	3012.768061	2265.096641	630.528004	437.173351	1631.804333	2474.434424	303.564154	795.551213	296.607105	965.207038	454.372561	475.938941	437.846233	1945.433337	5121.174533
GPR19	27.025372	36.08351	19.812023	42.35494	65.655334	49.986844	73.331962	71.860553	373.059453	40.612468	19.668107	10.561548	11.001151	17.359089	16.010097	78.068754	336.968961	397.862654	29.766824	19.862902	14.747067	237.97155
GPR25	4.292573	29.427355	14.045922	11.167375	21.435332	16.911857	10.778637	138.191903	12.754679	28.719138	8.494155	27.360837	14.416667	22.817846	15.842159	141.066017	21.827785	41.743638	10.933455	11.762296	4.701007	18.263864
GPR65	507.570928	490.270457	1473.160908	2138.331722	2137.237334	2530.19965	572.306078	1499.931247	850.211608	1518.573945	702.029196	263.745062	993.554384	1700.97754	1507.86671	162.813157	252.279981	608.446359	2511.23381	607.49181	155.075158	8034.40209
GPR97	154.410105	141.428644	71.263882	295.164621	418.116943	2246.982554	57.151281	138.457377	94.405818	104.938931	98.368359	137.549582	92.190655	261.461111	460.878198	207.651101	39.814976	136.010385	96.937049	119.263697	138.672551	4581.696353
GRAP2	12.627089	15.00203	11.825099	200.763896	307.255822	10.855701	318.910713	269.221949	151.959726	280.923411	9.442033	15.994261	20.127851	234.88663	140.132156	11.634804	201.267209	189.810676	166.772216	7.973524	10.115003	13.680328
GSTT1	6.958859	12.489823	17.311962	15.931814	15.769453	23.00206	43.102596	14.994035	14.0951	18.644109	51.036531	82.525061	520.570406	349.367947	391.849168	12.114477	83.680917	24.667566	14.725585	634.225782	64.658998	40.408664
GYPE	38.718166	61.402755	6.627732	15.906059	24.752989	14.236667	8.008517	3.698981	4.833494	26.879276	7.194075	7.071639	13.092713	9.23576	3.745157	35.671507	6.90617	75.989824	61.892212	5.369616	8.38658	8.02246
GZMA	204.958358	217.190324	132.043373	13660.47953	22380.29444	334.869613	440.953474	4034.52042	1173.96483	6301.839315	95.377112	109.708059	68.039032	50.074771	68.27006	91.851427	130.74053	318.189355	14188.10221	93.293898	128.698456	150.588829
GZMB	102.255299	68.32231	61.719152	15276.85279	23235.35012	154.330993	85.361271	58.917758	21960.79819	2080.697741	136.87295	159.297435	111.028194	947.076947	5600.547397	62.71521	64.035423	53.648768	6018.578754	30.678205	82.175633	226.970686
GZMH	21.358531	33.957431	36.900935	11889.00904	7419.827913	41.857935	198.933562	630.774917	896.712038	8555.821981	24.822191	15.893644	14.881733	17.981541	19.613783	41.246361	26.303907	79.312028	10428.44501	17.758872	26.346303	52.482476
GZMK	184.039583	278.180822	67.137483	1967.19369	233.674963	421.21213	1423.65694	3724.329794	187.718158	8814.387272	69.541652	107.072461	24.667001	38.197563	76.142362	100.81487	119.84765	51.852948	15903.70006	79.456073	81.989123	151.247472
GZMM	6.305415	16.455273	13.206308	3771.290343	2616.387026	65.826716	1215.533292	884.012804	529.132872	1048.989355	17.499048	29.380878	10.332848	10.505503	31.999699	12.306387	1030.215674	644.042525	893.776786	10.309377	20.75077	137.532462
HAL	380.232277	308.502733	877.179304	99.601461	96.122813	3105.095231	61.604265	75.481829	78.633819	84.175309	102.784423	90.959858	76.240189	130.317998	91.459988	108.909118	548.121223	79.740924	191.499817	74.776325	54.115206	192.072118
HCK	273.570606	489.344347	7368.002228	391.703303	184.165866	7443.161769	107.285131	80.317846	81.798926	106.456942	3576.179245	8146.586422	4811.755806	616.141186	834.928739	130.583426	43.768614	75.088446	737.406205	4370.59343	3772.369126	3730.856433
HDC	147.973679	177.8451	129.552234	200.349877	150.808303	150.614087	18.242287	118.959566	82.712362	123.859664	114.261467	200.981049	172.288965	9299.383668	9389.503009	310.115654	23.222654	91.912061	90.334737	149.372441	109.818611	1119.899701
HESX1	6.869436	5.810228	8.365085	8.44048	9.195677	7.283927	8.172396	5.971549	7.37046	7.04699	7.285722	2324.301051	100.313358	6.472489	11.366284	9.073509	8.369699	37.848645	7.644533	12.06326	1074.504512	10.396651
HHEX	4489.488986	2773.84053	1914.137567	245.893665	202.845987	946.264121	83.413602	105.021468	88.618088	139.035371	489.30801	66.505428	566.324939	1317.400196	636.739293	93.425928	78.893179	55.909229	263.624935	929.301746	94.438777	999.365082
HIC1	5.092352	4.093579	7.017819	15.683548	41.822495	7.476612	18.796362	5.971549	7.057961	8.159928	6.432515	12.577756	6.223851	8.937587	8.052877	6.795317	6.633638	88.087718	11.449704	7.589777	12.155686	12.829329
HIST1H2AE	35.26723	21.824319	8.281884	14.84823	6.198523	22.116718	30.345458	45.648224	11.249438	29.91298	6.633607	6.33289	9.272328	16.937854	29.360198	277.71643	110.490229	64.89001	15.853525	17.897594	41.343397	79.29385
HIST1H2BG	17.443189	42.30456	23.392369	68.376106	11.2141	45.193482	138.883771	190.054614	52.480317	78.316046	11.493521	10.137459	8.737345	49.452478	29.775035	689.646096	182.147041	117.012172	72.046965	38.36588	137.826938	62.633753
HK3	12.943644	9.447654	3103.136582	222.505352	32.407728	1255.80611	25.374709	12.815153	21.893571	21.81413	3713.557866	31.9761	159.121705	37.913358	234.23115	13.298277	15.366905	19.810133	140.697005	1093.669785	294.170591	1199.688932
HLA-DOB	6607.334733	4832.779431	102.182569	230.424852	188.320218	96.88648	54.340696	47.963256	44.000722	212.275752	49.667302	1573.187324	41.576516	63.4978	48.71801	4287.536344	118.266679	117.052994	44.158723	37.282451	2006.948626	227.844907
HLA-DQA1	942.774908	1379.121703	275.353427	219.210271	214.932569	218.209967	122.694249	106.934999	167.068867	173.411738	874.234287	4169.716387	5225.867112	190.294993	390.009951	161.724611	89.177946	621.251868	356.732453	7712.247914	6417.316621	68.234392
HNMT	61.736022	55.475718	815.426504	26.912938	13.584705	29.962886	10.967719	11.067623	31.710734	19.618663	774.929426	161.303186	948.838501	131.756691	122.49061	28.547324	8.992613	24.601683	79.572149	636.173997	279.106854	25.912413
HOXA1	12.90856	10.233199	10.687237	11.767337	9.61034	17.617486	13.261597	6.919706	11.047298	12.855362	12.915319	6.869436	9.891782	760.292466	450.390054	9.656742	18.894136	11.404676	14.519615	11.526103	8.306536	8.713825
HPGDS	203.79105	224.547027	36.752652	177.675299	148.339126	219.132286	88.137518	182.147041	92.789225	83.721109	239.784646	64.876999	138.674103	21760.60028	17743.45795	125.952354	56.707066	219.694235	118.984777	195.444715	125.123372	256.519316
HPSE	30.802449	29.582775	1285.833086	29.972433	54.889088	973.403764	132.328215	207.261407	494.245822	55.347511	61.936967	841.090463	894.528267	164.699388	103.898886	32.745213	234.921576	157.54552	302.925581	27.69056	30.841397	39.27973
HRH1	206.539474	165.458135	72.174575	54.076398	42.47011	227.874832	26.482295	101.149171	284.818667	75.974367	217.658574	145.283481	2195.073255	119.111342	116.668047	161.480998	78.292051	108.955366	212.431906	202.532144	128.267302	81.417139
HSPA6	70.649601	148.287913	641.214213	184.837723	284.03179	3303.08264	89.654181	21.312005	20.346727	106.716911	22.410224	139.862714	207.498138	69.230745	129.024689	17.746029	259.190204	358.151507	78.699094	65.31326	20.581278	727.067533
HTR2B	6.171514	13.114782	13.850522	30.971753	6.958859	7.446654	11.310351	5.822858	4.60586	22.710636	6.900539	31.869533	216.050282	52.692792	4.888042	26.407749	9.317338	26.439015	77.035355	19.648014	382.919437	8.275869
ICA1	191.405351	115.327017	183.255504	133.720385	135.275358	309.378971	149.651559	289.272108	160.779432	134.253378	198.862938	192.888217	157.923236	218.847759	198.986086	209.390365	2419.169387	216.273649	194.636658	204.000174	190.574032	165.690543
ICOS	6.458826	8.407302	5.362446	12.554434	22.531081	6.199101	1018.135876	786.596744	1804.928958	194.190598	4.485992	18.587232	5.065227	5.202256	5.256583	6.147206	7744.01596	738.970329	36.422106	6.702811	6.159261	13.995979
IDO1	241.065018	312.4525	269.466279	667.197243	671.628514	527.408242	192.08699	248.90971	201.739242	241.333148	338.897425	26473.42255	91.367926	207.891513	164.846369	345.562134	241.492533	91.277791	183.592	131.57324	20536.85787	1389.417624
IFI44L	24.574226	37.309939	307.849378	302.400694	311.314882	74.976782	147.43655	127.385545	18.320157	84.26222	12.590169	6016.733404	984.730251	81.338797	95.988173	52.988733	132.631945	3323.895627	492.793879	11.032256	4019.777684	165.205928
IFNA10	63.511209	158.422461	13.104296	8.565645	13.164798	20.778323	14.255668	13.997513	9.372947	12.571374	10.548486	8.485896	7.99712	31.316896	22.446172	31.210885	15.2732	155.242239	10.459288	21.862007	8.554973	11.354042
IFNG	233.24624	168.083652	108.148638	247.348622	3575.236664	187.162087	107.327236	142.182291	6344.879706	249.078628	105.054273	96.364322	71.151301	109.182754	70.322194	137.39101	208.339423	174.269282	269.3932	75.837395	92.78572	157.021393
IGSF6	46.071255	70.401668	2662.140929	100.289301	74.414512	4222.728231	40.175696	48.710837	35.644525	27.098712	6076.582495	295.072409	1626.552661	156.330286	366.635178	65.017946	27.937276	56.76437	137.79597	3679.737192	1231.557711	246.694498
IL12B	105.275436	89.599254	42.42611	85.583166	56.900022	127.550133	28.447679	59.255418	77.917158	41.942887	43.557702	513.084829	18.653005	38.076559	72.409503	56.972141	42.095184	43.475589	84.121794	73.478546	2407.546497	68.62419
IL12RB2	13.441268	18.338185	20.503903	594.046977	1531.023729	14.16737	33.864671	106.888832	726.449611	95.115084	19.791702	14.527402	43.647683	39.549132	31.274388	13.070423	117.533522	219.438316	386.712693	14.030601	10.652305	11.688346
IL17A	24.109764	31.666765	7.929352	9.511608	8.087608	39.547638	6.547728	6.560415	294.032794	7.018701	7.622592	11.843513	5.797214	12.068348	20.203214	13.199198	69.220037	11.187363	18.327248	7.653355	8.556204	8.06335
IL18R1	32.745213	56.215305	19.503012	829.446623	1084.441173	516.093537	73.224267	243.853281	400.361234	197.574303	19.541669	7.984043	32.563019	1442.746463	2220.298354	34.900831	119.237279	512.491724	1022.471148	22.94106	21.814318	1494.967961
IL18RAP	63.165335	45.386002	92.021847	6172.262928	5732.166309	2653.493356	83.759744	275.231225	367.959991	541.60706	93.754215	24.975232	38.640956	239.274455	362.476739	22.923102	101.484341	113.068683	4488.262918	88.077565	89.095151	1797.696657
IL1A	207.809498	114.03284	61.109939	81.804156	75.929976	204.892697	98.021508	89.410779	147.65372	65.823672	627.607587	90.023426	27.047524	140.510389	2906.366436	101.484341	52.932055	47.708442	104.001137	107.468403	387.97199	2009.795325
IL1B	508.142334	364.919753	1257.182131	250.043291	241.591026	3099.346146	136.961868	251.101794	200.420812	144.218689	1273.463059	675.121823	291.824541	3282.430504	17770.60586	198.789643	204.287549	284.085343	352.159241	437.07006	2781.903216	1137.887994
IL1RL1	161.244457	100.368589	37.423669	65.350782	125.082955	102.909608	19.320453	70.129505	95.884698	34.562858	98.089442	93.260682	76.119593	730.475933	1305.536765	109.841078	69.000064	60.405876	98.278864	100.318919	44.282995	971.173692
IL21	346.043965	299.770244	103.572043	38.680279	68.039032	201.09835	21.342807	81.584428	333.190972	59.420011	83.588722	59.640081	42.672873	96.130053	60.015196	161.724611	1466.934174	42.059123	87.996396	78.123378	62.52092	93.386438
IL26	6.120666	7.623841	3.424558	7.691378	5.136655	4.557667	7.902367	9.532387	273.570606	7.41092	2.49113	4.330194	4.366179	3.03223	38.015504	26.266287	116.597906	20.820758	10.737467	4.355734	4.531899	4.776302
IL2RA	151.265472	216.016679	25.411159	42.044353	628.160022	31.222863	87.161473	360.445209	4978.13072	85.823955	33.987169	3963.774053	146.46007	193.264595	310.005092	79.81203	184.438347	3823.559035	31.18038	44.950649	2221.900378	133.808366
IL2RB	2118.459057	1945.518804	321.961293	18026.39249	19190.61594	1044.851269	818.792742	2988.605281	7562.491571	4000.216538	294.550605	221.97881	172.968294	341.968781	442.60484	848.687378	7279.249666	12662.47545	10958.76994	246.879557	366.143409	381.194302
IL3	20.127851	12.585456	11.526327	13.592066	28.81247	12.254007	9.485255	8.603843	1689.599596	9.157135	9.762407	10.045736	7.309589	8.370755	411.280068	13.814925	15.868147	37.292231	5.97639	9.891832	12.943352	112.542535
IL4	10.082345	28.842605	8.87234	12.251982	9.624468	34.585846	10.445855	10.778637	232.713076	13.170677	7.664565	8.673663	7.429094	7.282628	10.145402	39.121386	118.003929	31.869543	32.633396	9.54952	9.2842	52.568822
IL4R	11009.29392	1883.66674	1192.215763	851.30019	1609.901147	2809.100785	2125.328314	1148.814515	864.196022	884.659355	1054.288345	3007.592556	846.614001	3106.475575	4652.787414	291.130436	414.230034	3102.322518	913.588116	1093.752458	2410.484546	1117.612583
IL5	6.618253	11.611923	11.478991	8.169497	13.814925	13.259035	11.369061	35.073631	159.955456	18.711577	11.328276	48.585761	18.837853	12.570626	317.690875	9.694581	28.072834	86.169722	34.703873	15.963299	22.539169	22.815078
IL5RA	122.289042	101.543426	41.023663	45.679534	44.270728	256.05741	26.588741	63.931129	43.620688	42.945116	36.139685	43.739657	22.044725	154.524362	105.685139	197.234499	32.20309	103.199722	118.432018	51.582939	55.866168	713.16047
IL7	250.924783	611.451646	51.394327	24.761309	26.228454	14.891868	34.707022	69.254991	30.325422	41.579381	93.503472	133.487302	79.200831	55.590546	25.030094	40.090641	68.387959	43.156877	27.394259	68.88085	143.506615	18.131885
IL7R	277.71643	454.550422	163.305017	1159.340489	341.629461	742.671819	19513.31337	18085.9446	1965.113683	15195.16858	5078.293455	2163.365124	85.591441	36.561141	325.729418	126.098376	3066.253514	507.160476	2118.827609	2156.179359	7799.647099	358.084254
IL9	60.058303	42.706188	15.745532	45.816868	31.827975	24.329557	31.36207	89.900113	6525.444386	43.065623	22.746336	28.831769	10.070848	4.125141	15.586982	16.735217	46.350023	15.374267	47.461405	31.514707	34.555843	56.792107
IRF8	9506.386392	7886.092193	2458.705658	1625.377439	2594.872072	281.068165	279.687954	45.412257	487.566321	350.34936	1929.656915	12117.94539	3495.416283	363.726226	798.94478	218.313597	610.549481	196.615822	992.356826	1652.355711	2798.258545	519.985162
ITK	468.998574	409.755842	124.10141	3056.935046	3981.741268	380.469521	9578.936337	7704.627853	3954.854034	6471.889098	115.022246	90.224457	71.265745	1344.476541	1083.589895	192.217978	9006.839826	7176.363772	5787.063934	102.079759	166.177813	654.698417
KCNA3	306.276448	411.387341	143.55286	411.394339	577.173042	65.035156	465.479642	975.654981	324.103216	573.905116	102.941973	129.9135	20.616575	13.816877	18.00423	1214.683767	263.915484	74.992894	440.650914	23.54471	24.001742	120.507042
KCNG2	12.531005	21.623315	18.842937	17.881673	15.868147	11.705212	7.924164	12.078055	12.531005	18.152385	21.286551	32.652308	15.931154	18.172409	21.557784	203.721633	13.092713	7.933581	7.281884	16.357707	15.522509	26.699026
KIAA0754	9.87055	7.165981	44.790475	151.045548	150.258724	7.870074	80.9645	7.879204	4.366179	23.1185	7.819074	414.805015	157.755177	7.690245	54.643341	4.818031	76.119593	56.167283	60.228164	7.952601	4.649208	85.397819
KIR2DL1	7.406442	5.157127	5.116435	281.984419	532.252139	12.344213	12.792419	6.33289	4.126235	8.016473	4.751834	8.603843	8.522115	30.902861	25.652814	4.493182	6.198523	24.553895	24.177688	4.531899	7.023483	7.453177
KIR2DL4	331.776389	242.59669	128.824605	602.972626	1692.521387	282.8093	125.324323	79.005296	62.541428	122.224601	99.743476	300.012506	75.078154	97.221996	116.991254	326.565674	71.00294	119.611033	247.044685	110.773487	151.831157	187.147452
KIR2DS4	621.699954	437.145281	129.084977	1172.82887	3017.546724	344.853957	113.605451	120.49877	87.816541	280.161302	114.124773	136.085054	62.96409	147.351626	135.055119	512.455764	129.462326	189.826376	544.821687	137.385809	106.755918	121.446527
KIR3DL2	12.24576	10.579125	11.388931	511.293561	1163.915182	20.019644	14.166873	9.251048	13.164798	22.060391	9.608886	28.015464	13.767754	17.20022	14.724433	7.595738	9.926447	30.031241	214.490951	10.641382	9.637545	13.64242
KIRREL	15.528947	13.706552	13.64076	18.208682	12.138978	15.743188	26.783476	9.694581	12.95561	34.233479	10.875262	22.743785	37.963199	42.115753	19.788863	28.131352	23.952907	171.465991	30.428579	14.305749	11.311925	34.101689
KLRB1	119.572719	241.325248	90.246238	12957.39238	5576.724303	322.615966	317.565636	10026.23944	500.689452	8818.269216	26.685117	33.399069	13.512423	37.487052	72.137844	39.373476	4477.729529	1259.996581	12634.61161	94.7988	37.002133	276.439719
KLRC3	13.840666	44.616375	12.585589	1485.991589	662.142742	8.773662	13.188582	32.020532	12.411733	724.775851	6.245979	14.444179	9.753148	8.281152	15.214307	9.097003	5.442551	47.209208	586.937973	18.676418	9.447727	34.501307
KLRC4	68.250161	85.075128	20.054929	205.177714	119.985447	44.464069	48.801101	17.67635	22.206888	218.175115	24.931539	17.061048	6.458826	14.148353	12.250299	24.466287	9.624468	33.763382	124.802431	10.408961	5.356367	4.900979
KLRD1	204.006873	170.205952	81.021478	7278.146564	6195.927488	195.370024	75.783623	207.881219	155.961788	1670.271427	53.172431	62.891156	75.638941	69.981719	47.963731	244.548984	149.026134	59.999115	3580.074313	88.954671	61.790151	58.500474
KLRF1	153.15045	198.609881	100.114538	10475.7852	5911.213148	121.907976	21.90775	127.237114	37.057495	851.187531	41.29038	76.159702	182.535906	69.582268	59.597941	112.863905	13.024449	8.539704	4962.361286	75.153487	65.028291	107.025302
KLRG1	1351.157456	1076.359373	305.447413	1700.856514	912.267175	605.394998	467.471609	1939.944493	275.519768	3859.14824	270.203895	253.100747	148.565513	1310.19144	1313.328247	482.770912	283.203808	373.324847	4631.811312	250.080396	224.201909	448.570662
KLRK1	670.270855	280.471328	78.916166	8790.503534	5454.73273	246.443984	353.845575	276.245579	69.144621	8228.460511	44.147594	38.560868	62.471989	88.019645	77.988711	77.842923	105.148939	44.323498	5199.517616	71.212032	47.259182	441.420126
KRT18P50	23.970418	28.151466	58.206261	23.746963	16.917904	68.38797	44.120915	22.874904	18.712198	23.807956	20.181112	56.972141	20.172135	14.977306	18.086341	87.816541	30.470491	73.210356	162.087936	10.05532	51.625538	163.038439
KYNU	296.299431	573.255228	858.745062	70.071482	66.706474	100.109354	41.356352	39.20611	27.378189	45.948587	3089.346164	6316.573655	1059.119128	132.06176	327.691374	97.424346	22.743785	128.328102	117.085962	1973.598471	7308.577846	62.480379
LAG3	36.295659	8.732533	7.922844	139.853993	23.504291	8.170942	6.26463	175.185611	999.694331	521.321417	6.759089	1427.702674	97.677236	12.759945	22.327662	10.147863	1296.73277	656.82136	884.936254	20.86021	215.174166	5.070711
LAIR2	424.479172	238.182812	103.003024	1596.837227	1637.522871	260.851376	212.522813	371.033593	81.430532	1078.390893	85.547186	207.881219	88.739582	85.27873	114.86678	166.955398	234.346304	3022.383345	1320.824363	96.226868	78.259975	376.254906
LAMP3	47.282786	46.66818	38.762319	210.82614	418.70963	320.923226	120.926508	160.304859	368.631996	134.784136	316.776769	17116.19562	113.141386	81.94629	130.060024	128.431735	165.583501	264.039692	132.201064	1014.136741	23356.30643	540.57072
LAT	157.412963	133.150705	239.583316	1722.578313	1262.245177	209.654602	5669.605245	3282.260737	1447.742457	3224.978584	603.686359	162.813157	181.952672	3738.758621	2477.465096	111.423102	8480.619457	3200.697142	2738.316414	205.265078	218.746793	405.702816
LCK	337.44009	327.109638	80.758844	3604.565205	2808.159439	186.869127	8948.349603	7786.120969	4042.377012	8763.864592	64.455227	25.995533	22.859693	33.89599	20.849681	40.809827	9578.936337	6736.744097	4299.610023	43.791685	57.615607	245.232884
LEF1	30.908205	28.486592	12.541643	115.192703	115.852634	31.275515	2704.715795	1154.223661	412.927966	1204.840659	11.518255	11.831562	15.806243	20.330917	18.494405	56.481227	495.872892	364.872549	144.34314	11.611782	16.851048	107.146064
LHCGR	154.689047	195.379219	11.470121	21.71482	26.067814	82.915742	24.466287	8.255798	5.598819	9.897455	31.758893	23.038098	22.031619	31.752799	22.236241	59.399442	9.419743	139.089885	126.933563	20.637368	21.316782	51.25025
LILRA2	20.881949	19.971536	1764.823942	101.395079	38.771742	2439.781118	27.398641	18.022586	13.569956	20.162523	852.080109	317.685623	220.178832	133.875286	107.110232	13.237309	14.638242	11.587926	151.849213	135.314398	67.568728	283.331391
LILRA3	7.153043	6.787329	880.456908	20.379493	12.101873	117.45998	28.112701	6.052621	7.38294	9.021144	53.464013	973.174758	154.520365	37.575546	18.253382	5.583789	5.625149	40.720872	19.252976	27.056092	394.947549	81.140962
LILRA4	33.021233	111.70824	65.687698	19.498284	18.121178	63.108384	17.45746	57.848769	18.431701	24.778243	44.415908	92.504116	38.586131	15.203818	8.33105	65.086991	9.669431	500.19109	40.015329	34.161391	31.18409	15.632666
LILRB2	30.886577	28.113973	3344.118855	201.719576	36.090301	2905.942642	6.646385	9.996683	9.085609	25.574221	541.407496	4796.504314	1185.826811	334.357606	328.451023	15.566083	12.436824	61.898227	357.618743	250.19291	291.790868	1013.349786
LIME1	23.920877	43.823081	78.162525	181.478079	47.462634	79.538313	995.054647	1225.59738	171.90654	1287.731562	41.828776	34.537026	50.33544	45.041081	104.28809	1021.385341	801.886611	383.173504	666.809448	42.427705	48.511808	52.565172
LOC100130100	19.847513	28.750871	16.138314	10.352858	14.709065	17.230146	19.120465	16.097788	15.868147	23.05076	13.761014	15.931154	14.61436	18.811891	13.06014	7525.221652	17.167418	12.236079	17.141854	16.113926	15.356565	15.571604
LOC126987	135.56932	103.543059	68.192107	86.377293	76.62216	91.273278	106.311512	91.281698	101.196663	72.453193	49.249955	120.128363	101.405863	52.822109	25.017664	195.69492	23.601689	749.800238	23.767108	85.34835	91.89976	72.263211
LRMP	2106.83981	2947.585258	1048.681062	1245.630394	436.580027	3231.634624	861.660565	327.498797	185.185809	631.912548	155.304026	38.799362	773.491665	727.179727	621.28309	1042.751166	2003.326231	135.969277	613.07989	535.905959	114.674709	6331.426168
LST1	29.984201	20.944228	5975.189254	672.959429	291.322131	9953.015759	264.601576	332.373093	131.099556	520.378095	2191.478522	2243.545374	2286.079952	1224.997584	1641.972335	39.948218	36.871407	71.298154	1394.203591	3691.087351	946.600476	4186.037105
LTA	11.6811	12.015277	12.516219	24.1884	2880.862643	16.835231	258.387651	27.697507	2867.607058	21.16574	12.528702	114.104195	14.981975	12.956146	17.788132	12.602671	524.477039	138.298826	13.281874	14.60039	12.824633	26.318459
