Symbol	A	B	C	D	E	F	G	H	I	J	K	L
CLEC5A	0.196054	0.188452	0.026494	0.046256	0.042354	0.115699	0.280151	0.334583	0.342357	0.0153	0.00937	0.073287
CLIC2	0.110735	0.095163	0.038046	0.065121	0.069057	0.059036	0.167693	0.209745	0.20097	0.04778	0.073113	0.026982
CNNM1	0.071594	0.081967	0.106912	0.036191	0.136491	0.0	0.001575	0.123574	0.016416	0.048455	0.096416	0.03821
CNOT1	0.807568	0.809642	1.0	0.997722	0.912397	0.899037	0.694453	0.574011	0.603214	0.937503	0.967753	0.913618
COL4A3	0.11197	0.067296	0.108486	0.116218	0.28179	0.09672	0.186981	0.191527	0.380234	0.674735	0.390146	0.502658
CP	0.029172	0.075961	0.0	0.07605	0.072659	0.021632	0.019585	0.082312	0.062366	0.019038	0.02426	0.023413
CRISPLD2	0.545927	0.559973	0.169502	0.182184	0.225537	0.324835	1.0	0.775032	0.859348	0.101491	0.015953	0.128705
CRLF2	0.112884	0.125276	0.05836	0.107926	0.329428	0.243529	0.314453	0.128042	0.314646	0.133594	0.133091	0.058968
CSTA	0.126237	0.120216	0.0	0.00141	0.04734	0.063082	0.164811	0.201183	0.207298	0.00423	0.001048	0.010238
CTLA4	0.35951	0.373477	0.752766	0.776323	0.354163	0.156913	0.23748	0.167342	0.168989	0.798588	0.35273	1.0
CXCL10	0.125387	0.127659	0.026946	0.022736	0.057344	0.071704	0.174183	0.226697	0.219651	0.015698	0.015004	0.030107
CXCL9	0.041312	0.019604	0.010339	0.002877	0.025271	0.023974	0.057134	0.080724	0.08251	0.001898	0.01638	0.017065
CYCS	0.042992	0.043648	0.046798	0.038318	0.043641	0.054916	0.025619	0.020588	0.020261	0.043164	0.042053	0.048254
CYP2B6	0.011142	0.07533	0.041773	0.114748	0.091938	0.160695	0.152984	0.061263	0.215813	0.020381	0.266263	0.248497
CYP4F3	0.131994	0.134931	0.077252	0.061155	0.092397	0.128345	0.512145	0.017643	0.04934	0.013939	0.036895	0.055294
CYSLTR1	0.7339	0.699475	0.584516	0.571073	0.413899	0.584837	0.848538	0.886393	0.84693	0.637258	0.191375	0.644009
DEFB1	0.62027	0.78175	0.277052	0.462814	0.561238	0.22743	0.819233	0.936144	0.799921	0.25885	0.269485	0.49111
DENND3	0.24841	0.266795	0.110084	0.117967	0.156133	0.323356	0.5168	0.366363	0.346924	0.033636	0.159846	0.082967
DPYD	0.514266	0.596152	0.369441	0.354053	0.385762	0.421411	0.677769	0.874303	0.918097	0.388417	0.358139	0.36377
DUSP4	0.047163	0.043105	0.109807	0.078144	0.052272	0.010244	0.0	0.032841	0.042387	0.231519	0.089777	0.27863
DYSF	0.287468	0.283045	0.114917	0.100116	0.178848	0.230318	0.740116	0.41763	0.424806	0.014132	0.129098	0.087579
EDN1	0.018628	0.061003	0.0	0.001667	0.005029	0.035482	0.014043	0.07353	0.072162	0.037188	0.033826	0.020404
EIF1	0.389443	0.388627	0.379542	0.374508	0.380101	0.412923	0.406383	0.449544	0.451837	0.385305	0.388627	0.390258
ELSPBP1	0.063837	0.035713	0.0	0.05819	0.123487	0.053105	0.157711	0.071361	0.053567	0.130223	0.111692	0.132611
EMILIN2	0.28654	0.272768	0.07994	0.08248	0.107817	0.150663	0.358171	0.483111	0.477143	0.064299	0.049008	0.077983
ESPL1	0.113815	0.044931	0.071453	0.076147	0.09581	0.090373	0.089206	0.034788	0.061992	0.066667	0.033885	0.059836
EVL	0.790685	0.761594	0.966613	0.937688	0.859277	0.885813	0.484659	0.392734	0.393936	0.941946	0.781974	1.0
FARS2	0.750204	0.697713	0.90234	0.905366	0.875733	0.7765	0.561438	0.651671	0.653541	0.917706	0.907547	1.0
FBLN1	0.307382	0.435152	0.344702	0.0606	0.630406	0.518934	0.567424	0.769382	0.187981	0.232874	0.279348	0.355319
FCHO1	0.634695	0.666035	0.674638	0.717518	0.625537	0.561931	0.920953	0.779393	0.828848	0.65159	0.56339	0.646388
FCN1	0.333177	0.317229	0.096353	0.095019	0.167252	0.228658	0.43676	0.870083	1.0	0.010328	0.010836	0.051928
FGFR3	0.542454	0.376658	0.503002	0.454622	0.420769	0.460423	0.453746	0.406627	0.446699	0.487481	0.397353	0.38045
FGR	0.541453	0.543445	0.164768	0.160658	0.313014	0.631791	0.696763	0.71573	0.696763	0.050967	0.153487	0.072124
FKBP11	0.125084	0.124449	0.146599	0.146335	0.175054	0.174739	0.07796	0.04243	0.043299	0.146272	0.178209	0.153271
FLT4	0.331477	0.426613	0.864414	0.459203	0.700917	0.845761	0.527875	0.687465	0.489314	0.920049	0.626188	0.379926
FMO5	0.665402	0.632016	0.067914	0.155244	0.250276	0.561006	0.665333	1.0	0.97635	0.088305	0.0	0.24503
FST	0.071098	0.022515	0.192743	0.098336	0.175501	0.092283	0.105438	0.10342	0.144978	0.17836	0.22674	0.280663
FSTL1	0.149059	0.12192	0.127089	0.0	0.130304	0.103163	0.195944	0.06718	0.24146	0.091416	0.039972	0.203908
FUT3	0.036915	0.044085	0.060434	0.025285	0.020095	0.039945	0.000365	0.017671	0.073025	0.040403	0.072056	0.029751
FXYD6	0.601582	0.581273	0.060522	0.084008	0.178553	0.329402	0.735476	1.0	0.997602	0.073641	0.0	0.021261
GAS7	0.596377	0.641129	0.188177	0.188807	0.349419	0.658784	0.710859	0.924448	1.0	0.114797	0.225365	0.125752
GATA2	0.012752	0.019188	0.006803	0.008452	0.016238	0.015817	0.012346	0.018661	0.0	0.0117	0.008126	0.049697
GBP1	0.101652	0.093024	0.100727	0.101417	0.089626	0.084094	0.118134	0.132982	0.130411	0.10448	0.092509	0.114803
GCH1	0.138842	0.138782	0.09184	0.09182	0.105211	0.13677	0.143321	0.228089	0.220191	0.092488	0.101949	0.101709
GFOD1	0.407984	0.411379	0.18383	0.172344	0.348883	1.0	0.285842	0.225746	0.244585	0.088986	0.173339	0.056082
GIMAP4	0.744831	0.738087	0.973521	0.944069	0.801867	0.772435	0.800376	0.602136	0.598048	0.814372	0.661955	0.875484
GJB1	0.10576	0.043058	0.025723	0.0	0.075117	0.017585	0.038119	0.06552	0.047571	0.042906	0.096298	0.065638
GLRA1	0.610063	0.816189	0.841656	1.0	0.457363	0.866987	0.719547	0.328728	0.773892	0.725585	0.698738	0.235555
GLRX2	0.067554	0.052834	0.105933	0.123304	0.0	0.114621	0.110762	0.145013	0.120738	0.085566	0.019514	0.116838
GP5	0.219584	0.177275	0.31257	0.246149	0.253259	0.106699	0.14438	0.13518	0.232047	0.268137	0.297702	0.199506
GPNMB	0.004112	0.002665	0.004765	0.003368	0.005549	0.005207	0.00804	0.014175	0.004846	0.004132	0.003708	0.00599
HAGH	0.796792	0.739896	0.764183	0.772564	0.759463	0.738252	0.814189	0.846348	0.814168	0.806672	0.78273	0.820986
HAVCR1	0.165641	0.279577	0.263291	0.299251	0.404158	0.110769	0.250058	0.232315	0.144893	0.424456	0.437863	0.251684
HBD	0.083122	0.086575	0.055892	0.058511	0.096723	0.080619	0.078532	0.083214	0.086853	0.044865	0.093787	0.040132
HCK	0.236175	0.214308	0.054535	0.052457	0.093529	0.117689	0.405909	0.36706	0.35966	0.022896	0.004525	0.036148
HDC	0.009472	0.010003	0.013384	0.011568	0.003944	0.005297	0.010434	0.005241	0.007409	0.013596	0.00316	0.027599
HGD	0.101937	0.143284	0.127057	0.146865	0.218373	0.165666	0.165892	0.114232	0.154173	0.16017	0.154213	0.145151
HIST1H2BC	0.106374	0.05693	0.062205	0.118737	0.128405	0.06573	0.341483	0.034248	0.071283	0.017853	0.023318	0.009515
HOMER2	0.229167	0.185464	0.188855	0.192747	0.082503	0.235233	0.244281	0.096787	0.282193	0.062401	0.118498	0.156742
HOXA2	0.288456	0.157485	0.227485	0.20692	0.172721	0.200642	0.17323	0.095104	0.153992	0.309742	0.105573	0.262726
HPSE	0.350959	0.374817	0.228108	0.229952	0.238212	0.209096	0.475714	0.68107	0.63801	0.208264	0.198404	0.285158
HTRA1	0.057412	0.096745	0.000402	0.0	0.117738	0.15265	0.238122	0.293748	0.267365	0.016379	0.034026	0.001007
ICOS	0.359127	0.353725	0.776592	0.777214	0.459978	0.158344	0.252846	0.194614	0.199922	0.882505	0.486091	1.0
IFI27	0.035997	0.040027	0.065199	0.072105	0.029786	0.029251	0.037748	0.030299	0.032222	0.06735	0.016752	0.080079
IFNB1	0.130934	0.180778	0.0	0.002817	0.027563	0.040651	0.161168	0.311368	0.367909	0.035508	0.025599	0.036919
IFT20	0.055949	0.055911	0.055858	0.055958	0.100842	0.06422	0.116052	0.169916	0.169501	0.046096	0.099686	0.07818
IGFBP2	0.059209	0.065906	0.043508	0.045974	0.05612	0.098009	0.05976	0.065576	0.04816	0.041456	0.07235	0.024193
IL15RA	0.292457	0.330296	0.137591	0.197786	0.227828	0.287859	0.371165	0.546847	0.532719	0.088942	0.12371	0.327749
IL1R2	0.206425	0.210778	0.105985	0.118162	0.163823	0.199279	0.534058	0.222783	0.219613	0.062454	0.151401	0.075655
IL1RAP	0.286731	0.223904	0.184572	0.110772	0.230863	0.232503	0.41343	0.135992	0.234108	0.148146	0.134216	0.218484
IL1RL1	0.217112	0.254181	0.222908	0.212408	0.244951	0.213945	0.198682	0.27368	0.222823	0.207982	0.21108	0.181038
IL2RA	0.212057	0.228402	0.352139	0.371017	0.161081	0.137372	0.158475	0.190902	0.179603	0.426552	0.135602	0.495384
IL32	0.519303	0.52673	0.902601	0.904969	0.776515	0.391368	0.220614	0.163866	0.171958	0.88247	0.865855	1.0
IL4R	0.528579	0.538031	0.46457	0.457654	0.340169	0.299526	0.622441	0.402922	0.411518	0.505659	0.35446	0.400978
IL5RA	0.35702	0.220715	0.343449	0.369973	0.394701	0.355737	0.350861	0.423309	0.43024	0.39169	0.400875	0.349628
IL6ST	0.002988	0.057716	0.085266	0.113732	0.086736	0.011622	0.006824	0.011238	0.048943	0.093432	0.105855	0.079378
ING2	0.814939	0.786786	0.741959	0.769532	0.862749	0.848336	0.998745	0.935201	0.845742	0.799236	1.0	0.81509
IRS1	0.575751	0.683723	0.735608	0.384283	0.817971	0.174092	0.547353	0.363566	0.370875	0.551801	1.0	0.141005
JRKL	0.05103	0.036848	0.228109	0.127098	0.08287	0.105014	0.0	0.109568	0.064311	0.094654	0.098914	0.210099
KCNJ15	0.152977	0.122612	0.051078	0.080062	0.093006	0.125768	0.39662	0.109689	0.076366	0.106416	0.055763	0.057358
KIF1A	0.176951	0.020437	0.106685	0.150244	0.067174	0.071117	0.040031	0.140857	0.057021	0.110412	0.062545	0.175208
KIF22	0.590074	0.547562	0.678896	0.70886	0.685132	0.531919	0.587248	0.60878	0.643397	0.742963	0.66325	0.761062
KIR3DL1	0.380856	0.368069	0.190281	0.200368	0.379599	1.0	0.206993	0.123188	0.10472	0.048816	0.211699	0.05642
KLHL18	0.426597	0.379992	0.283548	0.310078	0.287628	0.338845	0.512753	0.476092	0.629977	0.235605	0.268484	0.278254
KLRC3	0.299496	0.284063	0.207796	0.209632	0.449227	0.519045	0.135534	0.156569	0.123565	0.071132	0.502007	0.052873
KLRD1	0.435631	0.431076	0.233442	0.24059	0.576265	1.0	0.208614	0.104866	0.094877	0.076844	0.504497	0.045073
KLRF1	0.288119	0.283521	0.170641	0.183186	0.32474	0.826286	0.18292	0.082101	0.090456	0.086076	0.21649	0.077882
KRT19	0.066855	0.101335	0.071527	0.146584	0.131144	0.118876	0.074915	0.152169	0.056095	0.076479	0.032762	0.044316
KRT5	0.069805	0.063691	0.082734	0.087443	0.061662	0.047828	0.103898	0.106024	0.043107	0.070733	0.165734	0.0
KSR1	0.053211	0.084657	0.023797	0.0	0.027223	0.077887	0.072997	0.09384	0.133552	0.042816	0.018676	0.09505
LAIR1	0.617195	0.617195	0.75354	0.444318	0.984795	1.0	0.628418	0.577245	0.577245	0.405592	0.388643	0.56607
LAMP3	0.118912	0.112406	0.11546	0.121891	0.113204	0.098407	0.127209	0.122939	0.098098	0.135934	0.13567	0.120154
LGALS13	0.053911	0.231501	0.375226	0.242346	0.214146	0.426563	0.376839	0.332341	0.524159	0.407943	0.304242	0.389407
LILRA3	0.664336	0.663514	0.142994	0.149792	0.260903	0.337781	0.906574	0.990911	1.0	0.041715	0.031413	0.091712
LILRA4	0.125101	0.104598	0.05988	0.052534	0.109801	0.108249	0.135911	0.141029	0.117387	0.155809	0.037027	0.063459
LILRA5	0.725732	0.637677	0.24295	0.219684	0.29137	0.366536	0.698576	0.949918	1.0	0.089326	0.08126	0.107712
LILRB1	0.991555	0.97372	1.0	0.885752	0.910261	0.858081	0.981052	0.98909	0.972667	0.98973	0.847832	0.843148
LIMA1	0.175173	0.171517	0.269042	0.229995	0.187872	0.193058	0.04694	0.096798	0.029151	0.258072	0.166867	0.319825
LIMK2	0.070581	0.064781	0.099167	0.125321	0.034749	0.073107	0.215226	0.195158	0.205483	0.081402	0.048969	0.142154
LIPF	0.413191	0.26448	0.534873	0.649479	0.41003	0.330493	0.489194	0.370793	0.518153	0.487005	0.299793	0.290238
LRP5L	0.085362	0.08177	0.067578	0.064249	0.072628	0.069705	0.090466	0.107532	0.116609	0.070298	0.061647	0.0666
LRRC8D	0.201913	0.188069	0.221473	0.218418	0.190163	0.150647	0.177187	0.260323	0.258953	0.198076	0.187256	0.23292
LSM4	0.91621	0.844039	0.900814	0.89942	0.978863	0.865141	0.682594	0.850949	0.889339	0.999862	1.0	0.87044
MAG	0.157269	0.34335	0.079771	0.098416	0.082604	0.198501	0.144146	0.32555	0.116364	0.134549	0.325325	0.138426
MAL	0.632262	0.576573	0.999942	0.99436	0.699091	0.126455	0.325706	0.223888	0.219485	1.0	0.764024	0.947676
MAOA	0.014245	0.005251	0.003773	0.032394	0.014172	0.0	0.01353	0.025391	0.022647	0.010854	0.014436	0.009418
MAPK7	0.623568	0.664028	0.507954	0.499468	0.530878	0.759814	0.8732	1.0	0.985912	0.527999	0.529216	0.529771
MAT2B	0.242726	0.27481	0.302735	0.348127	0.300504	0.380864	0.286379	0.200656	0.218951	0.291598	0.334216	0.309828
MEST	0.021313	0.013931	0.031907	0.013614	0.032441	0.008564	0.0	0.003597	0.016621	0.004384	0.063387	0.008238
MME	0.274456	0.287598	0.077478	0.087847	0.177859	0.220519	1.0	0.033395	0.049628	0.013681	0.034915	0.015007
MMP25	0.208923	0.230498	0.086558	0.08146	0.132552	0.157609	1.0	0.175015	0.187555	0.052392	0.058972	0.097568
MMP8	0.176704	0.060366	0.040523	0.04052	0.219688	0.082513	0.119095	0.014032	0.242875	0.0	0.065321	0.954617
MMP9	0.022391	0.023295	0.010398	0.009886	0.014451	0.020502	0.080734	0.021377	0.022499	0.010295	0.008729	0.016955
MOCS3	0.264745	0.170379	0.471933	0.429647	0.636792	0.751168	0.360363	0.0	0.086325	0.140721	0.840142	0.426353
MPO	0.045216	0.047204	0.026921	0.025642	0.046624	0.034539	0.077307	0.066921	0.066753	0.030397	0.040546	0.130809
MPPED2	0.344507	0.313782	0.637533	0.266672	0.636906	0.142988	0.769131	0.356168	0.586878	0.397208	0.846364	0.5428
MRPL3	0.17465	0.181023	0.202065	0.212782	0.206751	0.174795	0.146226	0.185034	0.19448	0.197066	0.237146	0.213387
MRPL4	0.710455	0.636721	0.741374	0.746337	0.704633	0.70255	0.68163	0.720699	0.746241	0.739442	0.720235	0.780183
MS4A1	0.013628	0.02143	0.006915	0.008518	0.006848	0.012107	0.020556	0.01457	0.009556	0.012628	0.004729	0.009728
MS4A6A	0.624876	0.601326	0.119862	0.115705	0.220046	0.323564	0.699875	0.975972	1.0	0.022426	0.004819	0.076791
MT1X	0.212649	0.190332	0.29909	0.287402	0.298871	0.183083	0.124776	0.160083	0.160054	0.303692	0.328094	0.272048
MTMR11	0.585822	0.555914	0.109169	0.144389	0.216474	0.289468	0.696359	0.98694	1.0	0.041353	0.013303	0.029582
MTSS1	0.797008	0.858289	0.617875	0.627516	0.612655	1.0	0.757818	0.757606	0.80451	0.561757	0.540876	0.600944
MUC1	0.213942	0.232616	0.370458	0.387657	0.241047	0.030309	0.17911	0.208498	0.202202	0.440998	0.289057	0.498211
MYLIP	0.446461	0.440641	0.528996	0.528879	0.549949	0.49517	0.363796	0.296775	0.288797	0.520902	0.559086	0.49517
NAGA	0.197925	0.194931	0.095043	0.059108	0.096198	0.125814	0.234532	0.358663	0.348343	0.0	0.056494	0.087904
NBN	0.50893	0.544974	0.42781	0.414882	0.445427	0.50985	0.729225	0.764629	0.767682	0.393034	0.46652	0.386197
NBR1	0.257178	0.268705	0.295737	0.2339	0.259412	0.25342	0.141804	0.220279	0.192895	0.290981	0.250725	0.206642
NDRG2	0.645916	0.630893	0.765923	0.745034	0.660233	0.45184	0.481858	0.618889	0.667871	0.882074	0.695551	0.832318
NEFL	0.65846	0.653744	1.0	0.855963	0.478165	0.608849	0.549577	0.637094	0.528715	0.89146	0.729692	0.864192
NGFRAP1	0.057305	0.062918	0.102191	0.099316	0.088721	0.038752	0.048317	0.040098	0.04184	0.095363	0.107731	0.088151
NME1	0.340384	0.351865	0.351466	0.359694	0.384782	0.326943	0.268747	0.299945	0.313752	0.377105	0.427456	0.344099
NOTCH4	0.538546	0.481431	0.0	0.059847	0.219617	0.390916	0.670156	0.872906	0.918967	0.001883	0.18011	0.138716
NOV	0.073567	0.189554	0.012763	0.045961	0.027521	0.147613	0.707764	0.111597	0.105331	0.038622	0.046021	0.118605
NPEPPS	0.3956	0.393596	0.386076	0.376942	0.355906	0.375474	0.488708	0.470684	0.461991	0.381859	0.342281	0.344449
NR2E3	0.0	0.285729	0.312975	0.154956	0.057657	0.086817	0.195906	0.392003	0.08723	0.139375	0.834119	0.273631
NR4A2	0.195795	0.21789	0.159715	0.152839	0.226118	0.235878	0.213279	0.247089	0.263272	0.193654	0.335012	0.219461
NRG1	0.591343	0.580234	0.060122	0.083112	0.162509	0.214377	0.675948	1.0	0.975736	0.027088	0.047804	0.0
NRGN	0.513633	0.524457	0.114104	0.135278	0.233063	0.276268	0.691783	1.0	0.899023	0.128234	0.088701	0.153839
NUDT1	0.403289	0.389473	0.574367	0.595496	0.507647	0.463438	0.347601	0.297464	0.288053	0.595813	0.541426	0.555372
NUDT18	0.903395	0.882717	0.982855	0.989052	0.876329	0.93563	0.880089	0.790342	0.862443	0.991137	1.0	0.969542
NXT1	0.671782	0.692291	0.720262	0.736252	0.840782	0.94709	0.621364	0.647204	0.647204	0.766022	1.0	0.891096
NXT2	0.056756	0.070201	0.040925	0.068326	0.081461	0.103765	0.10537	0.113307	0.124374	0.064831	0.066275	0.086689
OLFM1	0.427299	0.332343	0.0	0.025616	0.106964	0.06651	0.624814	1.0	0.829253	0.05423	0.002305	0.034852
OR2F1	0.643622	0.010386	0.0	0.053781	0.384413	0.442208	0.053781	0.165117	0.305584	0.437219	0.360186	0.277101
OR2J2	0.500503	0.270848	0.624707	0.724327	0.264279	0.543789	0.327565	0.986323	0.536504	0.66489	0.352144	0.417989
