Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
ANKRD55	0.135525	0.099436	0.043391	0.056889	1.0	0.219281	0.02277	0.572422	0.047072	0.075924	0.024759	0.027555	0.048299	0.046918	0.031822	0.005567	0.038337	0.052405	0.063243	0.036284	0.567443	0.207612
APOBEC3A	0.012444	0.010133	0.011933	0.005585	0.013309	0.003492	0.004401	0.00685	0.000547	0.124264	0.039624	0.01781	0.429085	0.009347	0.804865	0.020797	0.013432	0.469093	0.006948	0.0	0.198907	1.0
APOBEC3G	0.124255	0.107209	0.21067	0.217146	0.015324	0.245889	0.15386	0.021009	0.08931	0.599597	0.703109	1.0	0.076197	0.008666	0.0959	0.006311	0.0	0.136899	0.048745	0.014237	0.011834	0.030027
APOL3	0.011402	0.039609	0.060182	0.101815	0.078138	0.139016	0.093599	0.023179	0.082049	0.098529	0.098476	0.082909	0.082724	0.012866	1.0	0.031098	0.011125	0.069951	0.015256	0.0	0.000879	0.000752
APOL6	0.011812	0.00588	0.001954	0.002596	0.00625	0.002586	0.053619	0.001274	0.007711	0.003916	0.007178	0.378961	0.006102	0.007442	1.0	0.001905	0.00331	0.1597	0.017862	0.002333	0.0	0.013642
AQP9	0.00064	0.000185	0.000225	8e-05	0.000118	0.000169	3.9e-05	0.000445	0.003775	0.012875	0.005907	0.0	0.148356	0.333812	0.31379	0.028255	0.081798	0.105332	0.041187	0.136104	0.008489	1.0
ARHGAP22	0.007447	0.012047	0.003814	0.010937	0.019967	0.003409	0.000995	0.004344	0.006751	0.0	0.023521	0.005013	0.014231	0.05481	0.11405	0.087613	0.103349	1.0	0.011521	0.01347	0.023256	0.002662
ARRB1	0.007117	0.006468	0.009829	0.009917	0.009581	0.015314	0.013428	0.009344	0.0	0.006394	0.043849	0.116127	0.382985	0.288341	0.831023	0.343405	0.031191	0.02194	0.032395	0.020723	0.016102	0.022016
ASGR1	0.036793	0.038469	0.038587	0.007273	0.005871	0.00839	0.003163	0.0	0.014857	0.308435	0.005868	0.010422	1.0	0.10663	0.020702	0.154767	0.073132	0.029433	0.051354	0.062531	0.036304	0.071996
ASGR2	0.006645	0.009136	0.009139	0.006317	0.011159	0.01454	0.009515	0.007411	0.063301	0.10009	0.006162	0.006381	1.0	0.010646	0.003991	0.505449	0.019277	0.002026	0.00236	0.0	0.020931	0.020058
ATHL1	0.064361	0.09598	0.142382	0.14691	1.0	0.144809	0.03859	0.32768	0.042233	0.035915	0.10253	0.047239	0.029565	0.004879	0.026593	0.020022	0.000897	0.0	0.008665	0.00643	0.057115	0.228851
ATP8B4	0.04555	0.027819	0.026335	0.019624	0.014854	0.010578	0.023264	0.0	0.014247	0.037292	0.281169	0.484977	0.091662	0.037099	0.00207	0.546341	0.294873	0.038682	0.852118	1.0	0.172034	0.032102
AZU1	0.015702	0.026664	0.043441	0.063926	0.0	0.034301	0.01006	0.002055	0.001771	0.022052	0.392009	0.106261	0.084432	0.040606	0.150211	0.298496	0.052383	0.047812	0.575846	1.0	0.1018	0.070638
BACH2	1.0	0.26994	0.02137	0.151358	0.312423	0.090448	0.088921	0.043952	0.089424	0.124154	0.097036	0.104557	0.0	0.001964	0.005974	0.00095	0.001539	0.006994	0.006113	0.003688	0.030939	0.018372
BANK1	0.831735	1.0	0.011321	0.002416	0.003776	0.003334	0.0	0.001533	0.003111	0.005542	0.003061	0.003518	0.008902	0.000227	0.001209	0.002645	0.00483	0.001579	0.008164	0.009551	0.107725	0.003735
BARX2	0.013764	0.030129	0.010618	0.009716	0.007707	0.0	0.017993	0.022724	1.0	0.317806	0.020877	0.039062	0.018646	0.01604	0.011991	0.044126	0.030193	0.027904	0.095781	0.039654	0.140581	0.130165
BCL11B	0.016208	0.011596	0.013856	0.579929	1.0	0.689272	0.111019	0.439993	0.37847	0.355116	0.10765	0.064719	0.005185	0.003779	0.00238	0.0	0.006278	0.003562	0.000391	0.000152	0.035911	0.016252
BCL2A1	0.00275	0.018027	0.0	0.037829	0.028564	0.051547	0.085734	0.047207	0.007182	0.026976	0.035168	0.034153	0.165762	0.416041	0.528174	0.009071	0.004491	0.415343	0.060141	0.243889	1.0	0.661071
BCL7A	1.0	0.381318	0.159791	0.082347	0.08133	0.044117	0.019473	0.036626	0.141753	0.020915	0.0	0.026953	0.020487	0.022796	0.093687	0.144712	0.234394	0.16917	0.117107	0.149209	0.045265	0.084241
BEND5	1.0	0.441325	0.312664	0.242375	0.352639	0.068048	0.04316	0.048278	0.0	0.051834	0.08583	0.016932	0.05516	0.071845	0.053558	0.043434	0.070084	0.094471	0.048265	0.064734	0.099682	0.136483
BFSP1	0.0	0.028554	0.010014	0.090731	1.0	0.002421	0.02853	0.416461	0.048594	0.84401	0.213514	0.088991	0.104815	0.058033	0.232702	0.182208	0.088536	0.029442	0.208655	0.337278	0.037797	0.085992
BHLHE41	0.038547	0.066494	0.177177	0.005075	0.0	0.001661	0.008919	0.000836	0.017809	0.013049	0.006227	0.006236	0.004629	1.0	0.023207	0.056541	0.057091	0.098273	0.044076	0.043185	0.006709	0.011035
BIRC3	0.161326	0.095493	0.02791	0.028589	0.057881	0.100185	0.268781	0.031606	0.226869	0.015995	0.020266	0.105197	0.008462	0.015217	0.181244	0.01586	0.035438	1.0	0.0	0.179379	0.144145	0.005876
BLK	0.543413	1.0	0.01034	0.039141	0.018264	0.003358	0.000689	0.024936	0.000432	0.003831	0.000577	0.001249	0.007927	0.002246	0.001116	0.001908	0.002174	0.002619	0.00073	0.0	0.009321	0.000519
BMP2K	0.044246	0.032114	0.011563	0.013941	0.012384	0.0	0.019266	0.033565	0.006493	0.014135	0.011966	0.013837	0.056822	0.051849	0.112966	0.171233	0.071019	0.106525	0.512136	0.447707	0.158053	0.100713
BPI	0.004226	0.007908	0.009166	0.059714	0.0361	0.006333	0.0	0.009112	0.004546	0.013497	0.858978	0.165092	0.282893	0.008932	0.010495	0.020241	0.007341	0.00882	1.0	0.851285	0.397228	0.056262
BRAF	1.0	0.353446	0.158267	0.031434	0.0	0.022068	0.031296	0.000445	0.199248	0.137609	0.080012	0.0632	0.066316	0.085764	0.108769	0.036419	0.052238	0.10484	0.02123	0.081277	0.333699	0.251036
BRSK2	0.104777	0.0	0.522498	0.105063	0.06066	0.205278	0.630638	0.879537	0.180327	1.0	0.241666	0.223293	0.127744	0.094328	0.106182	0.077499	0.053214	0.426057	0.730925	0.192883	0.066401	0.129548
BST1	0.027696	0.028888	0.011875	0.029525	0.059966	0.028944	0.031018	0.026223	0.017175	0.157097	0.071053	0.038218	0.78325	0.191342	0.031996	0.100256	0.072495	0.052225	0.209935	0.218319	0.0	0.875311
BTNL8	0.005084	0.003227	0.0	0.003443	0.012634	0.007218	0.010779	0.006434	0.02401	0.032503	0.001594	0.003654	0.009726	0.015059	0.00833	0.000798	0.006245	0.008656	0.003096	0.006471	0.08522	1.0
C11ORF80	0.23045	0.166472	1.0	0.059353	0.026409	0.057467	0.04842	0.04748	0.026664	0.053219	0.030581	0.049356	0.023716	0.030046	0.0	0.024952	0.032099	0.049752	0.052411	0.050232	0.056797	0.031123
C1ORF54	0.0	0.000549	0.015085	0.042754	0.05301	0.052101	0.014397	0.009612	0.00203	0.017745	0.025559	0.006635	0.074662	0.290836	0.235841	0.421532	1.0	0.231013	0.049779	0.055683	0.080478	0.001606
C3AR1	0.003578	0.0	0.014796	0.01289	0.000309	0.010778	0.001221	0.001361	0.045357	0.061036	0.070242	0.040204	0.132734	0.07516	0.444372	0.284463	0.083666	0.017302	0.480734	0.510476	1.0	0.069421
C5AR1	0.00546	0.00327	0.000125	0.003781	0.001224	6.2e-05	0.0	0.000283	0.001474	0.031727	0.024784	0.011713	0.3354	0.395292	0.019024	0.150984	0.093299	0.068943	0.04084	0.058352	0.208855	1.0
C5AR2	0.01175	0.034492	0.03038	0.005115	0.123244	0.008554	0.033645	0.012146	0.113306	0.046532	0.083972	0.06664	0.140302	0.100013	0.034567	0.146122	0.05542	0.040234	0.0	0.098232	0.743857	1.0
CA8	0.034282	0.037178	0.028312	0.00954	0.042444	0.025957	0.020165	1.0	0.169356	0.268663	0.013981	0.015628	0.013198	0.005335	0.105525	0.009185	0.0	0.10948	0.320996	0.703922	0.021122	0.074444
CAMP	0.00159	0.0	0.013818	0.028592	0.073142	0.044337	0.001825	0.056394	0.002109	0.006472	1.0	0.061927	0.059371	0.097005	0.031983	0.046614	0.040082	0.007298	0.119075	0.089499	0.30745	0.909021
CASP5	0.017209	0.035191	9.3e-05	0.026008	0.008189	0.003196	0.0	0.072912	0.21622	0.012425	0.054287	0.097349	0.220775	0.084155	1.0	0.047566	0.027396	0.088285	0.003306	0.123239	0.101356	0.932298
CCDC102B	0.029116	0.022508	0.0226	0.07871	0.037516	0.057261	0.001087	0.022353	0.020847	0.075632	0.096183	0.008381	0.020121	1.0	0.0	0.004952	0.706009	0.034211	0.172217	0.024147	0.142141	0.023728
CCL1	0.001502	0.002508	0.002222	0.002799	0.012169	0.001914	0.006917	0.004254	0.001465	0.003169	0.003394	0.017744	0.003068	0.00401	0.00487	0.002341	0.002576	0.284998	0.0	1.0	0.002085	0.001706
CCL13	0.027805	0.024163	0.013496	0.016478	0.004408	0.016091	0.00812	0.0	0.009561	0.009078	0.012531	0.012782	0.011323	0.023479	0.025816	1.0	0.564005	0.837466	0.013446	0.100958	0.016635	0.014099
CCL14	0.024085	0.019551	0.058208	0.024513	0.008233	0.032971	0.027186	0.009	0.057591	0.057978	0.023075	0.025301	0.038404	0.063301	0.499222	1.0	0.111091	0.066019	0.035639	0.05648	0.044097	0.096919
CCL17	0.005247	0.007866	0.01148	0.010911	0.001699	0.003388	0.025246	0.004594	0.060148	0.007987	0.010366	0.004709	0.009234	0.016584	0.007307	0.09547	0.395362	1.0	0.002812	0.00583	0.013007	0.004009
CCL18	0.000577	0.000719	0.003553	0.001825	0.000935	0.0	0.005549	0.001497	0.000628	0.007846	0.002135	0.005412	0.002261	0.227828	0.100613	1.0	0.136763	0.140969	0.033298	0.0745	0.00284	0.002979
CCL19	0.001825	0.003707	0.007344	0.001797	0.000545	0.001284	0.002171	0.000917	0.000487	6.2e-05	0.00279	0.003913	0.002963	0.002927	1.0	0.003624	0.004663	0.093123	0.000581	0.0	0.004108	0.003016
CCL20	0.005163	0.002871	0.000441	0.009196	0.000324	0.003312	0.283924	0.032472	0.000194	0.001249	0.001304	0.001649	0.001381	0.0	0.130591	0.000274	0.000588	0.274337	0.000486	1.0	0.003628	0.002038
CCL22	0.000848	0.000371	0.0	0.000135	0.000633	0.00026	0.000269	0.000145	0.017469	0.000103	0.000229	0.001847	0.000429	0.083562	0.014391	0.027816	0.13266	1.0	0.000151	0.003041	0.002414	0.001296
CCL23	0.002504	0.001931	0.008627	0.0017	0.002496	0.003943	0.0	0.001358	0.011763	0.003095	0.010664	0.006894	0.005822	0.043371	0.110852	1.0	0.057428	0.067567	0.119421	0.098043	0.096054	0.009586
CCL4	0.039386	0.01764	0.004508	0.062648	0.003556	0.007978	0.284933	0.005762	0.008978	0.210694	0.285226	1.0	0.073897	0.047298	0.302806	0.077456	0.049968	0.10693	0.025783	0.907132	0.16583	0.065631
CCL5	0.0	0.003603	0.000564	0.598876	0.008915	0.163913	0.096029	0.002633	0.007944	1.0	0.903351	0.615118	0.004369	0.004232	0.8836	0.012128	0.002084	0.340356	0.001397	0.033603	0.014735	0.00597
CCL7	0.050375	0.020943	0.031286	0.028044	0.022895	0.014611	0.001387	0.027238	0.02904	0.045233	0.010388	0.0	0.012656	0.535928	0.186915	0.054797	0.00248	0.043913	0.099027	0.795432	0.073784	0.064655
CCL8	0.045473	0.016145	0.018076	0.002408	0.001603	0.008873	0.013033	0.003647	0.011905	0.018105	0.005636	0.005509	0.022737	0.028401	1.0	0.621746	0.013576	0.332341	0.007831	0.290141	0.0	0.015609
CCND2	0.036664	0.061696	0.100464	0.101221	0.047557	0.182155	0.385444	0.063889	0.174806	0.042014	0.165786	1.0	0.019434	0.050104	0.0	0.004508	0.05842	0.03824	0.043076	0.064909	0.062004	0.039196
CCR10	0.025569	0.078732	1.0	0.130681	0.040864	0.336398	0.045322	0.09011	0.027533	0.022562	0.064543	0.02161	0.047089	0.039276	0.031781	0.053609	0.028009	0.056999	0.022706	0.052776	0.142325	0.085792
CCR2	0.12521	0.104114	0.578757	0.087452	0.000393	0.243497	0.082012	0.011125	0.068568	0.382201	0.009944	0.011662	1.0	0.020719	0.006023	0.003759	0.018252	0.018739	0.017991	0.0	0.052781	0.06306
CCR3	0.018732	0.002905	0.006156	0.005963	0.0	0.011656	0.006386	0.001281	0.037921	0.003873	0.017692	0.010513	0.010867	0.010235	0.007284	0.004116	0.010911	0.008231	0.003215	0.009196	1.0	0.216828
CCR5	0.021667	0.019267	0.0	0.394277	0.011923	0.173246	0.15708	0.20175	0.190292	1.0	0.221771	0.575197	0.184857	0.894785	0.603384	0.308873	0.612665	0.240993	0.042778	0.089154	0.034734	0.016285
CCR6	0.660856	0.668511	0.048403	0.331182	0.109031	1.0	0.293994	0.284213	0.17937	0.522844	0.060774	0.224115	0.024802	0.0	0.016259	0.025506	0.025741	0.051703	0.020592	0.029305	0.03631	0.059056
CCR7	0.216452	0.108229	0.007877	0.289449	0.504151	0.151842	0.162915	0.103575	0.362613	0.024517	0.035017	0.024033	0.005698	0.015117	1.0	0.0033	0.01294	0.818283	0.0	0.000843	0.033601	0.01789
CD160	0.126046	0.075433	0.028529	0.341439	0.024033	0.027223	0.037652	0.011307	0.065358	1.0	0.758591	0.200707	0.017529	0.01616	0.009564	0.0	0.010784	0.012911	0.008364	0.01806	0.040989	0.060066
CD180	0.535004	0.804753	0.397963	0.020121	0.0	0.005357	0.021684	0.009299	0.056452	0.039157	0.005026	0.00282	0.200143	0.064464	0.035061	1.0	0.030876	0.025362	0.014831	0.010703	0.030759	0.03161
CD19	1.0	0.722638	0.234797	0.013534	0.01298	0.003011	0.008204	0.015816	0.025249	0.01567	0.0078	0.008887	0.018019	0.008947	0.009992	0.015509	0.012265	0.017529	0.01201	0.013314	0.049366	0.03079
CD1A	0.084938	0.052663	0.031292	0.011222	0.006264	0.010068	0.006559	0.007697	0.031823	0.015085	0.007429	0.006981	0.018257	0.012348	0.008	0.007728	1.0	0.086368	0.004597	0.008935	0.014767	0.025574
CD1B	0.083373	0.019865	0.020201	0.002141	4.7e-05	0.010724	0.001503	0.0	0.00197	0.014477	0.008238	0.005521	0.011083	0.009056	0.003421	0.006941	1.0	0.145978	0.006428	0.008613	0.006055	0.021028
CD1C	0.140155	0.303194	0.00152	0.002871	0.006352	0.01974	0.00176	0.002532	0.0	0.00358	0.002048	0.001454	0.053646	0.001368	0.000632	0.015847	1.0	0.103706	0.001683	0.001902	0.000819	0.025389
CD1D	0.085364	0.147521	0.070235	0.003802	0.008579	0.001595	0.0	0.015207	0.016577	0.101579	0.00356	0.003966	1.0	0.015473	0.13196	0.01193	0.030398	0.016177	0.022894	0.006321	0.01626	0.046984
CD1E	0.002318	0.001944	0.001865	0.00224	0.005443	0.002616	2.8e-05	0.003311	0.004884	0.0	0.00237	0.000138	0.006622	0.001786	0.000866	0.009066	1.0	0.157896	0.001943	0.002149	0.001907	0.000976
CD2	0.022003	0.021297	0.019023	0.578734	0.56581	0.678842	0.556036	1.0	0.797005	0.414834	0.43997	0.214048	0.007871	0.002676	0.0	0.005421	0.005379	0.002464	0.015778	0.001863	0.036021	0.03329
CD209	0.019067	0.003719	0.002495	0.001851	0.030294	0.0	0.00185	0.002776	0.050435	0.036531	0.009509	0.005593	0.02467	0.108939	0.063613	1.0	0.891623	0.077269	0.018398	0.057185	0.027385	0.041707
CD22	1.0	0.544835	0.0	0.00563	0.010489	0.010792	0.006615	0.008055	0.033146	0.018804	0.006996	0.004118	0.0037	0.041125	0.013231	0.061901	0.041465	0.005425	0.082054	0.05707	0.02618	0.016273
CD244	0.016886	0.008224	0.004268	0.247357	0.06377	0.020728	0.001989	0.042904	0.027295	0.448336	0.737672	0.688317	0.331022	0.001609	0.011594	0.031831	0.002233	0.0	0.035516	0.008153	1.0	0.013681
CD247	0.0	0.001868	0.002605	0.341187	0.436362	0.329379	0.132665	0.328381	0.604655	0.566426	1.0	0.938342	0.000722	1.6e-05	0.000203	0.003619	0.001245	0.000549	0.006519	0.005085	0.027088	0.00225
CD27	0.041226	0.557644	1.0	0.746007	0.544394	0.564473	0.142745	0.774193	0.948925	0.302816	0.014736	0.005214	0.006464	0.000191	0.006606	0.006468	0.004915	0.003101	0.004743	0.0	0.0522	0.029008
CD28	0.046789	0.052518	0.036046	0.200737	0.172945	0.38818	0.96345	0.545659	0.669721	0.199335	0.006789	0.004124	0.007302	0.0	0.000972	0.062586	0.010851	0.001644	8.6e-05	0.005584	0.011631	0.049761
CD300A	0.000847	0.009737	0.014584	0.133937	0.031441	0.073038	0.005308	0.003881	0.010895	0.421927	1.0	0.873458	0.406723	0.125145	0.034792	0.321946	0.006264	0.0	0.141407	0.197426	0.447953	0.772323
CD33	0.004927	0.002061	0.006286	0.00359	0.002432	0.000397	0.0	0.001826	0.014883	0.045011	0.000939	0.001229	0.49123	0.124982	0.076587	0.182609	0.238746	0.001651	0.265115	0.284807	0.008573	0.00869
CD37	1.0	0.875472	0.05346	0.332599	0.220458	0.318537	0.058266	0.266423	0.359932	0.131114	0.151441	0.114483	0.335313	0.102993	0.018307	0.170249	0.023482	0.0	0.052052	0.076467	0.137578	0.236171
CD38	0.043352	0.0493	1.0	0.021001	0.019127	0.011577	0.035417	0.089576	0.052333	0.013129	0.112219	0.066498	0.014265	0.002081	0.990991	0.047861	0.0	0.274295	0.062138	0.107962	0.019327	0.027772
CD3D	0.004813	0.008577	0.004027	0.760719	0.788216	0.634459	0.393698	1.0	0.672097	0.628376	0.012621	0.01225	0.003541	0.003284	0.000729	0.0	0.00497	0.006364	0.00151	5.2e-05	0.041398	0.012628
CD3E	0.177053	0.100738	0.165852	0.906602	0.548918	1.0	0.436195	0.459071	0.828949	0.25967	0.053466	0.034308	0.01559	0.009678	0.00714	0.007586	0.01081	0.023748	0.002632	0.000261	0.047723	0.109119
CD3G	0.012148	0.021637	0.004761	1.0	0.853243	0.915301	0.340374	0.720282	0.384789	0.331833	0.071233	0.030587	0.004945	0.004794	0.002128	0.0	0.004304	0.006818	0.001242	0.000723	0.029852	0.043383
CD4	0.00623	0.004226	0.027424	0.008872	0.241221	0.362376	0.164461	0.427449	0.543275	0.032262	0.000509	0.0	0.325836	0.047494	0.149398	1.0	0.126108	0.06233	0.013749	0.021119	0.008741	0.028774
CD40	0.10748	0.094638	0.05653	0.007107	0.00063	0.004454	0.004482	0.001386	0.017655	0.012268	0.004081	0.007243	0.014537	0.080506	1.0	0.04138	0.115653	0.375857	0.0	0.023676	0.007184	0.012749
CD40LG	0.059347	0.04316	0.022628	0.204143	0.536138	1.0	0.771137	0.948924	0.018311	0.518911	0.016225	0.043667	0.010784	0.016892	0.012743	0.019529	0.0053	0.001385	0.0	0.006818	0.024742	0.042521
CD5	0.10965	0.030171	0.102763	0.246209	0.291278	0.477305	0.237782	0.398086	1.0	0.117134	0.051045	0.027078	0.059759	0.043989	0.051583	0.023138	0.047318	0.0441	0.021321	0.032323	0.055063	0.033559
CD6	0.010988	0.015974	0.08154	0.540184	0.224167	1.0	0.86584	0.577337	0.659979	0.096771	0.187339	0.098711	0.015852	0.017058	0.030709	0.015197	0.017731	0.015604	7.7e-05	0.0	0.092693	0.036663
CD68	0.0	0.000374	0.00043	0.003485	0.001303	0.00091	0.002013	0.001726	0.001498	0.006846	0.006599	0.000775	0.058523	0.124052	0.054317	0.201701	0.082684	0.049884	0.012328	0.016239	0.003084	0.002399
CD69	1.0	0.609413	0.012453	0.458691	0.531534	0.664431	0.126923	0.736461	0.062129	0.552863	0.213242	0.662301	0.004538	0.000345	0.003676	0.0	0.001278	0.004946	0.050083	0.177147	0.770774	0.049599
CD7	0.000437	0.000646	0.00074	0.281127	0.255538	0.189178	0.159334	0.268203	1.0	0.051059	0.209278	0.264953	0.001051	0.000485	0.000151	0.008657	0.001885	0.001244	0.0	0.000996	0.004604	0.001647
CD70	0.133035	0.312634	0.251729	0.109122	0.042487	0.118616	0.18063	0.092149	1.0	0.136478	0.098458	0.078034	0.079657	0.065639	0.168974	0.042632	0.066364	0.341957	0.087956	0.041743	0.125808	0.1405
CD72	1.0	0.131289	0.001187	0.00851	0.025488	0.001072	0.00635	0.002498	0.021706	0.003376	0.042512	0.010067	0.001703	0.001969	0.002047	0.082171	0.012335	0.000976	0.0	0.006226	0.004702	0.001826
CD79A	1.0	0.810898	0.315742	0.03109	0.01103	0.009226	0.003943	0.032052	0.03098	0.01214	0.008223	0.00737	0.010334	0.006157	0.004852	0.001103	0.007346	0.011549	0.000965	0.005677	0.038214	0.017542
CD79B	1.0	0.788544	0.145211	0.032129	0.041375	0.05102	0.02586	0.065122	0.138961	0.040312	0.054873	0.03638	0.020264	0.004977	0.004309	0.006877	0.003891	0.005669	0.0	0.003911	0.028845	0.032688
CD80	0.012965	0.061006	0.065942	0.0	0.006413	0.004236	0.027374	0.008125	0.071691	0.027639	0.020137	0.014761	0.016821	0.062199	0.803394	0.019528	0.117435	1.0	0.010614	0.02328	0.008133	0.013275
CD86	0.072883	0.127826	0.062724	0.017777	0.001246	0.01477	0.013609	0.0	0.032912	0.069882	0.018056	0.013042	0.306816	0.164725	0.317149	0.61911	0.380965	1.0	0.029628	0.039009	0.01755	0.02957
CD8A	0.052605	0.030859	0.000315	1.0	0.0	0.010663	0.012071	0.013206	0.003983	0.109238	0.092317	0.115514	0.016332	0.009539	0.000484	0.002251	0.013628	0.012299	0.004624	0.006207	0.013595	0.05851
CD8B	0.003314	0.002508	0.003493	1.0	0.036401	0.001963	0.000855	0.02959	0.000848	0.026946	0.002924	0.002	0.001406	0.001485	0.0	0.000181	0.001327	0.001136	0.000181	0.000446	0.006425	0.005999
CD96	0.036043	0.050293	0.017136	0.567292	0.471054	0.517815	0.074289	0.148065	0.97588	1.0	0.537283	0.704838	0.000925	0.001442	0.01055	0.0	0.005825	0.008021	0.023694	0.003243	0.134615	0.01948
CDA	0.0	0.000231	0.003176	0.000729	0.000622	0.00203	0.000755	0.000864	0.001151	0.044554	0.025296	0.000194	0.288137	0.094713	0.00038	0.005958	0.093712	0.007973	0.022482	0.020827	0.09457	1.0
CDC25A	0.024798	0.019186	0.043406	0.003965	0.020251	0.0	1.0	0.102724	0.094427	0.074502	0.019394	0.611468	0.026195	0.045575	0.059676	0.026171	0.026412	0.017126	0.086264	0.2992	0.02677	0.040111
CDH12	0.019065	0.058558	0.0	0.004792	0.001527	0.008391	0.071144	0.014357	0.64878	1.0	0.105451	0.014357	0.012841	0.029994	0.029008	0.010978	0.137424	0.085115	0.4082	0.164627	0.290528	0.093132
CDHR1	0.03872	0.063268	0.006229	0.112517	0.347597	0.025812	0.089941	0.066675	0.004986	0.537668	1.0	0.098637	0.016139	0.012855	0.010895	0.074088	0.0	0.008358	0.053986	0.018568	0.007487	0.090353
CDK6	0.064579	0.036938	0.011269	0.189029	0.046807	0.314935	0.117522	0.041152	0.204923	0.042027	0.051427	1.0	0.029776	0.038566	0.014039	0.0	0.227729	0.19723	0.126978	0.004631	0.186313	0.02379
CEACAM3	0.010617	0.007368	0.028389	0.010923	0.006313	0.004268	0.0	0.008987	0.042296	0.03607	0.069866	0.030674	0.095327	0.053361	0.037523	0.032752	0.049178	0.079754	0.068101	0.058456	0.041642	1.0
CEACAM8	0.030732	0.0345	0.007552	0.058421	0.001058	0.028973	0.012823	0.0	0.014532	0.004625	0.399663	0.066101	0.000791	0.000137	0.003924	0.002895	0.003958	0.006	1.0	0.76901	0.096837	0.06096
