TissueNames	Epithelial Cell Airway	Canonical Epithelial Cell	Epithelial Cell Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular Endothelial Cell	articular.chondrocyte.of.knee.joint	Canonical Endothelial	hair.follicular.keratinocyte	Cardiac Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial or Mammary Endothelial	Skeletal Muscle Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
AIM2	0.0	0.0	0.005283	0.031179	0.0	0.0	0.0	0.0	0.0	0.017547	0.0	0.16566	0.364387	0.0	0.209434	0.032311	0.0	0.0	0.002877	0.002642	0.010047	0.021132	0.0	0.0	0.0	0.032264	0.010142	0.006981
AJAP1	0.075566	0.309127	0.007123	0.109198	0.0	0.0	0.080094	0.0	0.002487	1.050212	0.024513	0.0	0.0	0.061415	0.0	0.036698	0.0	0.052406	0.003593	0.019434	0.00467	0.144009	0.086462	0.0	0.0	0.013561	0.0	0.018019
AK4	4.082759	6.979587	2.928679	0.097052	3.147689	3.791462	1.956557	8.190354	1.970459	3.343538	7.08761	0.259104	0.333797	1.626981	5.662995	2.460472	1.834953	0.420047	3.918581	1.534104	3.299009	2.737594	1.254835	6.584104	10.41908	1.24138	1.207948	0.055354
AKR1B10	5.932075	1.806545	0.0	0.034057	0.035755	0.007217	0.0	0.097594	0.006261	0.110118	0.515142	0.0	0.071132	0.0	0.087075	0.118538	0.120425	0.031415	0.55877	0.011368	0.047547	0.0	0.101462	0.12033	0.215495	0.010613	0.141462	0.010849
AKR1C1	6.694009	10.354841	0.068208	1.028892	1.163868	0.515	0.043302	23.576368	4.170146	4.17066	25.689064	0.295566	1.098113	0.091604	52.852642	13.424198	0.289693	3.710943	23.752272	6.694269	0.330189	0.147217	0.077559	8.587264	25.358962	0.14566	0.671745	0.788538
ALDH1A1	0.315047	2.590401	0.0175	0.195307	35.68184	17.808726	7.510684	0.003585	183.086561	0.0	0.889969	0.620189	62.274953	0.172712	0.034717	0.01283	12.796816	0.020708	9.542005	0.015802	6.775802	0.119906	6.121403	167.82434	1.226368	1.539057	7.364505	31.005071
ALDH1L1	0.432146	0.701297	0.045142	0.062972	0.0	0.0	0.0	0.0	0.000703	0.03717	4.55261	0.0	0.35533	0.075354	0.0	0.0	0.0	0.064929	0.055715	0.002642	0.002123	0.029575	0.0	0.010425	0.0	0.016226	0.004198	0.15059
ALDH3A1	5.430236	2.980873	0.005283	0.0	0.206745	0.043491	0.005425	0.540849	0.04506	0.274175	0.119851	0.0	0.0	0.03033	0.004858	0.0	0.036085	0.0	0.140051	0.730283	0.115401	0.147264	0.078939	0.197264	0.020283	0.032028	0.121321	0.0
ALMS1P1	0.0	0.006462	0.007123	0.0	0.005189	0.007217	0.0	0.028325	0.002976	0.029269	0.020039	0.008962	0.0	0.0	0.0	0.005	0.0	0.0	0.006108	0.011368	0.002123	0.00783	0.0	0.030708	0.0	0.332476	0.004198	0.0
ALOX15B	6.220849	3.34161	0.022783	0.0	0.0	0.0	0.0	0.005991	0.0	5.89408	0.071942	0.003113	0.071132	0.01283	0.091792	0.0	0.0	0.0	0.008821	0.0	0.0	0.068868	0.0	2.254175	0.179811	0.002807	0.0	0.0
ALOX5AP	0.019623	0.107064	0.08559	0.187453	0.016321	0.026085	0.02434	0.0	0.03997	0.472193	0.064119	4.724434	0.0	8.196038	0.0	0.005	0.0	0.064198	0.08259	0.007123	0.002123	0.211934	0.246191	1.282311	0.020283	0.0	0.105495	0.01783
ALPK2	0.044552	1.984611	15.642642	1.942807	0.0	0.010755	0.66441	2.891887	0.011715	0.0125	1.712618	0.333208	1.102618	0.986085	0.224009	27.010142	0.0	0.313231	2.109147	39.209127	0.0	0.524976	0.048821	4.364458	0.428585	0.043278	6.439505	19.939222
ALPK3	0.062877	1.024705	0.030377	0.095708	1.58934	7.351722	6.860613	0.100943	3.874022	0.015094	0.190086	0.003113	0.043066	4.769292	0.004858	0.021014	1.136179	0.134387	0.331553	0.011368	1.933349	2.718113	1.694717	3.896132	0.177453	0.009575	0.057759	0.068349
ALX1	0.0	0.028998	0.0	0.008443	0.0	0.05184	0.0225	0.0	0.018208	0.0	0.153129	0.0	0.369741	0.030825	0.776863	0.0	0.0	0.077005	0.042697	0.002642	0.023302	0.0	0.0	0.0	0.09717	4.191887	0.239458	0.059009
AMDHD1	0.005566	0.007252	0.036368	0.012028	0.003396	0.010755	0.0	0.060425	0.008623	0.09309	0.005165	0.036981	0.0	0.041226	0.01217	0.01283	0.0	0.017995	0.013836	0.0	0.009009	0.017311	0.0	0.078726	0.020283	0.085613	0.105542	0.010849
AMN	0.298443	0.446044	0.213774	0.00783	0.009552	0.015236	0.01941	0.00309	0.00934	0.088868	0.295338	0.054387	0.0	0.063491	0.0	0.005	0.022288	4.575472	0.01022	0.010943	0.002123	0.008443	0.0	0.007311	0.0	0.0	0.010142	0.010849
ANGPT2	0.0	0.033349	0.0	0.158491	17.210047	25.431887	49.669104	0.022123	94.128997	0.0	6.26364	0.008962	0.0	0.099717	0.0	0.021014	21.872759	0.0	0.230676	0.036509	13.265778	0.049009	31.492913	0.004434	0.013019	0.041156	0.040566	0.082736
ANGPTL1	0.0	0.003573	0.0	0.845755	0.0	0.0	0.0	0.948962	0.00319	0.0	4.822925	0.003113	0.533656	0.0	0.232217	1.148255	0.22842	0.065825	1.045613	0.04566	0.0	0.0	0.0	3.856557	0.310425	0.002807	0.50533	0.241274
ANKRD20A3	0.027547	0.004894	0.005283	0.0	0.055991	0.06625	0.026321	0.001533	0.074537	0.0	0.009198	0.0	0.0	0.022783	0.004858	0.0	0.061745	0.0	0.000943	0.0	0.224269	0.012642	0.006698	0.0	0.0	0.002807	0.004198	0.0
ANKRD33	0.0	0.0	0.0	0.00783	0.016179	0.022264	0.197217	0.0	0.014528	0.0	0.011014	0.003113	0.0	0.003821	0.103443	0.0	0.033939	0.0	0.003168	0.0	0.045354	0.0	0.075507	0.0	0.129929	0.0	0.010142	0.0
ANKRD36BP2	0.029245	0.181002	0.116085	0.0	0.008255	0.254717	0.614693	0.028325	6.226355	0.0	0.0	2.211274	0.0	0.024528	0.0	0.0	0.011651	0.0	0.003656	0.037877	0.047217	0.109528	0.705212	0.0	0.010708	0.00559	0.0	0.010849
ANKS1B	0.0	0.133632	0.497476	0.036061	0.018396	0.043491	0.013514	0.397358	0.018053	0.0	0.477107	0.008962	0.0	0.007123	1.08191	0.146415	0.027594	0.0	0.136289	0.389764	0.055566	0.027217	0.012264	0.034057	0.423514	0.111274	0.37	0.043349
ANO1	1.364906	0.659858	3.612759	0.04467	0.034387	0.018726	0.166274	0.013208	0.014674	3.095354	0.033671	0.0	0.0	0.069623	0.0	0.022264	0.011651	0.0	0.280558	0.018443	0.009292	0.061887	0.050743	0.0	0.0	0.0	0.006792	0.0
ANO2	0.005566	0.093255	0.007123	0.0	1.066203	4.519269	1.884481	0.01033	5.275729	0.0	0.01967	0.015283	0.0	0.068255	0.0	0.005	1.956085	0.046934	0.002476	0.030896	2.284222	0.139057	1.066663	0.324505	0.0	0.0	0.006792	0.010849
ANO3	0.005566	0.0	0.0	0.004198	0.001745	0.0	0.005425	0.001533	0.0	0.0	0.07055	0.0	0.0	0.0	0.298538	0.0	0.0	0.052406	0.16954	0.010943	0.0	0.0	0.0	0.007311	0.289764	0.003844	0.0	0.006981
ANO4	0.189882	0.377453	1.270943	0.242547	0.020094	0.011509	0.068373	0.005991	0.161479	1.163373	0.398994	0.0	2.960425	0.01625	0.427453	0.0	0.0	0.20684	0.260409	0.0	0.00434	0.048868	0.134847	1.047382	0.839929	0.275979	0.079764	1.13934
ANPEP	0.203986	1.305708	1.773278	16.871604	3.440519	2.345825	30.359104	4.436533	1.084931	4.985236	15.575464	9.515094	23.578255	0.789434	69.451274	9.043042	0.821321	13.665708	8.78873	26.860943	3.466132	2.521132	9.507642	5.626179	37.24467	0.342854	6.587005	4.916274
ANXA10	0.037689	0.024835	0.0	0.808491	0.003066	0.0	0.070849	0.0	0.023756	0.0	0.268247	0.0	0.627642	0.0	0.004858	0.063538	0.019623	0.078349	1.392881	0.0	0.0	0.073868	0.0	0.102594	0.681297	0.010637	1.464505	0.006981
ANXA8	19.737948	15.466728	76.633255	1.030401	0.0	0.0	0.005425	0.011132	0.000137	21.612123	0.396549	0.015283	0.444717	0.242689	0.004858	0.032311	0.019623	0.031415	0.081403	0.064858	0.0	0.369906	0.0	0.010425	0.043915	0.002807	0.242948	0.465637
AOAH	0.0	0.034139	0.026887	0.0	0.0	0.028962	0.0225	0.008868	0.021158	0.0	0.0	12.544623	0.0	0.231651	0.0	0.0	0.061745	0.0	0.0	0.0	0.011722	0.089151	0.008703	0.0	0.0	0.002807	0.004198	0.0
AOX1	0.824292	1.520519	1.160472	0.544906	0.91783	0.749387	0.429693	11.673255	0.324383	2.228679	9.267264	0.0	11.263255	0.055519	23.176887	7.791816	0.136297	3.859929	2.759886	6.020047	0.599434	1.131038	2.062193	11.36441	19.740236	0.21237	0.199811	3.285849
APCDD1	0.058325	0.007512	0.126486	0.154434	0.014528	0.011509	0.018632	0.796344	0.007946	0.426415	3.158931	0.0	0.028066	0.067264	0.029858	0.167123	0.0	0.405684	0.142178	38.678208	0.031415	0.032925	0.017854	1.521061	0.102877	0.236981	0.021321	0.367877
APLN	0.207736	0.011663	0.005283	0.012877	13.537877	23.695943	141.285896	0.475024	7.176248	0.80158	3.434426	0.0	0.0	0.017712	0.057594	0.024127	8.961014	0.065825	0.404949	0.064717	12.133726	0.105542	39.367771	0.197453	0.593632	0.009434	0.0	0.0
APOA1	0.0	0.014823	0.007123	0.0	0.003396	0.003726	0.003726	0.001533	0.00223	0.0	0.73173	0.015283	0.041698	0.0	0.0	0.005	0.0	0.0	0.215358	0.006887	0.00434	0.0	0.0	0.040708	0.030896	0.00559	0.016981	0.0
APOBEC3H	0.019292	0.055136	0.029057	0.00783	0.019717	0.022264	0.009788	0.003585	0.010395	0.03717	0.020079	0.145708	0.305377	0.009127	0.032642	0.0	0.022288	0.031415	0.030157	0.0	0.04283	0.0	0.269163	0.004434	0.0	0.035601	0.0	0.0
APOE	4.270189	8.820802	1.229057	1.12283	0.134717	0.066274	0.567925	0.01033	0.331591	13.706604	639.691997	0.062736	1.750165	8.432571	9.384387	4.19441	0.254434	2.849882	2.294493	0.157854	0.037689	2.50191	0.260967	16.12717	6.783538	16.756969	0.076203	1.105189
AQP1	0.0	0.514322	0.07217	0.303042	0.559057	0.30533	0.322618	0.038821	1.89798	0.0	3.015605	0.021887	0.197123	0.1375	0.731745	0.032311	0.696675	0.077005	5.860452	3.93816	0.259458	0.133231	0.25454	1.898632	0.188821	0.00559	0.097571	1.663325
AQP3	79.732877	9.5549	0.141887	0.371722	0.05816	0.003726	0.034623	0.11566	0.046158	3.036014	1.089945	2.379245	0.227642	0.068113	0.042028	0.021014	0.019623	0.395401	0.532032	0.011368	0.007382	0.275189	0.154281	1.852382	0.078703	0.015377	0.03684	0.055354
