Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
CACHD1	0.00262	0.0	0.002284	0.0	0.101181	0.001257	0.244719	0.0
CACNA1E	0.002595	0.003612	0.000722	0.0	1.0	0.001035	0.0	0.0
CAMP	0.0	0.009814	0.021325	0.0	1.0	0.0	0.000121	0.0
CAV1	0.005967	0.000686	4.6e-05	0.0	0.000116	0.0	0.019186	0.00019
CBS	0.0	0.0	0.000307	0.00738	0.396682	0.0	0.003799	0.002882
CBSL	0.0	0.0	1.4e-05	0.000846	0.195124	0.0	0.001325	0.0
CCL20	0.0	0.0	1.0	0.0	0.004801	0.00824	5e-05	0.0002
CCL22	0.0	0.013567	0.000528	0.0	0.001885	0.0	0.000377	0.0
CCL3	0.000606	5e-05	1.0	0.017998	0.003108	2.8e-05	0.0	0.000184
CCL3L3	0.001123	0.0	1.0	0.001333	0.037533	0.001758	0.0	0.000358
CCL5	0.000129	0.001266	0.01047	0.96982	0.0	0.124488	0.006053	1.0
CCR3	0.000785	0.00467	0.002433	0.001459	1.0	0.0	0.000395	0.007805
CCR4	0.000569	0.000721	0.005578	0.0	0.0014	1.0	0.014984	0.232074
CCR5	0.0	0.002008	0.051372	0.026698	0.008641	0.07171	0.002995	0.79022
CCR8	0.0	0.0	0.000128	0.0	0.002685	0.932764	0.030402	0.263783
CD160	0.00045	4.2e-05	0.000533	1.0	0.000213	0.000226	0.0	0.16735
CD163	4.6e-05	0.0	0.028203	1.3e-05	0.00038	4e-06	3e-06	0.0
CD19	1.0	0.917461	0.000909	0.001166	0.00544	0.000254	0.000729	0.0
CD1C	0.063528	1.0	0.080506	0.000646	0.000524	0.000563	0.0	0.0
CD200	1.0	0.045764	0.000228	0.000508	0.01176	0.006121	0.026067	0.0
CD24	0.007217	0.027101	2.4e-05	7.2e-05	0.001803	0.0	2.6e-05	0.0
CD300E	0.000351	0.00023	1.0	0.000251	0.005152	7.9e-05	1.5e-05	0.0
CD34	0.0	0.0	0.013296	0.003859	0.003453	0.0	0.078724	0.0
CD36	0.000109	2.2e-05	0.234105	2.3e-05	0.001474	9.2e-05	4.6e-05	0.0
CD40LG	0.001602	0.0	0.004337	0.002424	0.003988	1.0	0.382047	0.05671
CD70	0.0	1.0	0.000965	0.005696	0.002803	0.132505	0.007107	0.120975
CD79A	1.0	0.879383	0.000351	0.002223	0.00158	0.0	0.002268	0.000497
CD8A	7.8e-05	0.0	0.002326	0.072755	0.000666	0.001436	5.3e-05	1.0
CD8B	0.0	0.0	0.001664	0.00407	0.000342	0.00183	0.002672	1.0
CDH2	0.0	0.0	0.000723	0.002695	0.443896	0.0	0.007867	0.002514
CFAP58	0.0	0.0	0.015287	0.016205	1.0	0.0	0.001106	0.0
CFH	0.0	0.0	0.005874	0.042903	0.003173	0.54888	0.016414	0.179516
CHL1	0.997089	0.545794	0.000291	0.0	0.005297	0.0	0.000763	0.0
CHN1	0.015581	0.0	0.001829	0.018644	0.049493	1.0	0.046634	0.189071
CHSY3	0.0	0.0	0.00044	0.404892	0.003889	0.0	0.001755	0.0
CLDN9	0.0	0.0	0.001775	0.0	0.61894	0.001897	0.000288	0.0
CLEC10A	0.000877	0.0	0.567184	0.000255	0.001085	0.001498	0.000188	0.0
CLECL1	0.02342	1.0	0.030843	0.000426	0.0	0.062167	0.003286	0.085814
CLIC3	0.000375	0.001041	0.000167	1.0	0.0	0.005866	0.000271	0.050466
CMTM2	0.0	0.0	0.009871	0.000613	1.0	0.000428	7.8e-05	0.000395
CNTNAP2	1.0	0.066221	2.2e-05	0.001253	0.002083	0.0	0.001648	0.0
CNTNAP3	0.0	0.002837	0.000434	0.0	1.0	0.000178	0.000608	0.000326
COBLL1	1.0	0.88116	0.001293	0.001094	0.002439	0.000307	0.002356	0.0
COL19A1	1.0	0.138914	5.7e-05	0.000374	0.000134	0.0	0.001	0.0
COL4A3	0.037294	1.0	0.0	0.002484	3.5e-05	0.00128	0.001974	0.001423
COL4A4	0.057178	1.0	0.0	0.020289	0.00125	0.002752	0.006183	0.004258
COL5A3	0.0	0.0	0.002907	0.061986	0.012228	0.947575	0.014939	1.0
CORO2B	0.355193	0.012762	0.000428	0.0	0.002762	0.0	0.000541	0.0
CPA5	0.0	0.0	0.0	0.0	0.001979	0.347364	0.304138	0.469401
CPNE5	0.260674	1.0	0.000763	0.0	0.011041	0.000441	0.001784	0.001764
CPNE7	0.0	0.0	0.0	0.012379	0.01189	0.279334	0.009042	0.192208
CPVL	0.000113	0.0	0.32623	9.2e-05	0.001234	0.00016	0.000439	0.000128
CRTAM	0.002033	0.0	0.098439	0.319089	0.004668	0.023989	0.07084	1.0
CSF3R	5.6e-05	1.6e-05	0.051186	2e-05	1.0	4e-06	2.1e-05	0.0
CTAG2	0.0	0.0	1.0	0.0	0.010027	0.0	0.008881	0.020847
CTGF	0.003227	0.0	0.0	0.0	0.000208	0.00022	0.035283	0.0
CTLA4	0.0	0.0	0.00386	0.007545	0.001686	1.0	0.743183	0.255145
CXCL10	0.0	0.002662	0.245544	0.000966	0.004589	0.0	0.000362	0.0
CXCL2	0.00227	0.0	1.0	0.001125	0.035421	0.0	0.000557	0.0
CXCR1	3e-05	4.8e-05	0.000912	0.017696	1.0	6.3e-05	0.0	0.000498
CXCR2	0.0	0.0	0.002071	0.01427	1.0	0.0	4e-06	0.000343
CXCR6	0.004557	0.0	0.001057	0.059146	0.002838	0.105937	0.005971	1.0
CYP1B1	0.002332	0.0	1.0	0.000557	0.042253	0.0	0.000188	0.0
CYP26B1	0.0	0.0	0.000103	0.012309	0.828637	0.0	0.000665	0.003336
CYP4F22	0.0	0.0	0.091392	0.278181	0.006251	0.081563	0.018193	0.831982
CYP4F3	0.000139	0.0	0.007322	0.0	1.0	0.0	4.7e-05	0.000208
DAB1	0.004251	0.0	0.000126	0.020207	0.016665	0.349794	0.057886	0.048571
DACT1	0.086944	0.017314	0.002004	0.001723	0.019622	0.076415	1.0	0.0
DBNDD1	0.260648	0.017617	0.0	0.000275	0.000466	0.007466	0.035021	0.002417
DCLK2	0.10597	0.322663	0.004112	0.002154	0.000632	0.000711	0.0	0.000579
DDO	0.0	0.0	0.170483	0.0	0.001828	0.0	0.001098	0.00316
DGKK	0.0	0.01218	0.000355	1.0	0.011394	0.0	0.0	0.074026
DKK3	0.003448	0.009626	0.0	0.004678	0.00606	0.006567	0.025645	0.160638
DLGAP1	0.0	0.165163	0.002962	0.0	0.014231	0.028846	0.000694	0.001398
DNAJC5B	0.075434	0.724831	0.02642	0.003973	0.00134	0.0	0.000479	0.0
DPP4	0.0	0.009615	0.004934	0.002247	0.001091	1.0	0.826639	0.503529
DSC1	0.0	0.0	0.000492	0.012777	0.012261	0.060652	1.0	0.018618
DSP	0.045618	0.002283	1.1e-05	0.0	0.000371	6.7e-05	1.7e-05	0.0
DUSP4	0.000471	0.009227	0.0	0.000448	0.010165	0.427279	0.015783	0.085119
EBF1	1.0	0.816383	0.001813	0.001323	0.00553	0.0	0.000721	0.000536
EBI3	0.086568	0.69455	0.012278	0.008683	0.002928	0.0	0.002344	0.0
ECSCR	0.0	0.0	0.006515	0.0	0.005384	0.048422	0.26089	0.0
EDAR	0.0	0.0	0.000274	0.0	0.00092	0.077888	1.0	0.010739
EDARADD	0.0	0.0	0.001806	0.126123	0.002436	0.193234	0.014755	0.469822
ELOVL4	0.0	0.0	0.001025	0.013049	0.003611	0.434558	0.034158	0.21378
EML6	0.07898	1.0	0.002634	0.004144	0.033615	0.0	0.003592	0.003506
ENAH	0.023813	0.000967	0.000135	0.000401	0.0007	0.0	0.000864	0.0
EPHB1	0.000532	0.00064	0.001166	0.000266	1.0	0.000259	0.0	0.000337
EPHX2	0.007629	0.011724	0.001063	0.007814	0.0	0.257265	1.0	0.098914
EREG	0.000996	0.0	1.0	0.000505	0.007468	0.0	0.000714	0.0
ESPN	0.0	0.0	0.0	0.018918	0.001346	0.179218	0.011269	0.083195
ESPNL	0.023817	1.0	0.000442	0.008716	0.020422	0.01019	0.003955	0.003959
FAM111B	1.0	0.331321	0.0	0.013706	4e-05	0.002964	0.000404	0.008141
FAM129C	1.0	0.974845	0.001481	0.000903	0.011393	0.0	5.4e-05	6.5e-05
FAM153A	0.034782	0.006799	0.003229	0.001292	0.0	0.295171	1.0	0.024537
FAM177B	1.0	0.219134	0.0	0.001197	0.060794	0.001164	0.002692	0.000961
FAM184A	0.031767	0.019823	0.0	0.007396	0.007638	0.16862	1.0	0.094499
FAM198B	0.0	0.0	0.350701	6.4e-05	0.004808	0.0	0.003049	0.0
FAM69B	1.0	0.065189	0.0	0.004039	0.000771	0.003363	0.008029	0.002594
FASLG	0.001599	0.001396	0.0	1.0	0.001006	0.010941	0.001197	0.15385
FAT4	0.005719	0.0	0.0	0.978001	0.002593	0.0	0.01988	0.006492
FBLN2	0.226358	1.0	0.008746	0.031685	0.001255	0.0	0.005454	0.026092
FBLN7	0.000874	0.018165	0.0	0.004777	0.003154	1.0	0.521943	0.032578
FCER2	1.0	0.15274	0.006692	0.000665	0.004809	0.0	8.3e-05	5.9e-05
FCGR3B	0.0	1.3e-05	0.000293	0.00142	1.0	0.0	4e-06	6e-05
FCN1	0.000109	2.4e-05	1.0	7e-05	0.044987	9e-06	6e-06	0.0
FCRL1	1.0	0.416973	0.00017	0.001178	0.005929	0.0	0.000443	0.000107
FCRL2	1.0	0.744453	0.000359	0.00107	0.002461	0.0	0.000395	8.3e-05
FCRL5	1.0	0.635417	0.000449	0.001037	0.000146	0.0	0.00131	0.0
FCRLA	0.519299	1.0	0.000589	0.000943	0.000613	0.0	6.6e-05	0.0
FEZ1	0.0	0.002221	0.016437	1.0	0.004593	0.006351	0.005607	0.098583
FGFBP2	0.000138	0.0	0.00034	1.0	0.000509	0.001006	0.001299	0.204173
FGFR2	0.0	0.0	0.001044	0.007716	0.005796	0.018314	0.00036	0.066544
FHIT	0.025153	0.006082	0.009896	0.015355	0.0	0.188222	1.0	0.010924
FLT4	0.0	0.0	0.015338	0.026455	0.005512	0.277672	0.306421	0.910065
FMN1	0.18645	0.002952	0.341749	0.003612	0.004822	1.0	0.0	0.001396
FN1	5e-06	5.7e-05	5.6e-05	5e-06	0.0	0.0	0.000485	8e-06
FPR3	0.0	0.000249	0.019886	0.0	0.000163	0.0	1.7e-05	0.0
FXYD2	0.059637	0.018017	0.041449	0.0	0.003439	0.097839	0.390271	1.0
FXYD6	0.00287	0.0	0.936439	0.0	0.007322	0.0	0.001166	0.0
GALNTL6	0.067964	1.0	0.003208	0.0035	0.006073	0.0	0.0	0.0
GDF7	0.172728	1.0	0.0	0.002766	0.006045	0.05877	0.007489	0.003492
GFPT2	0.023639	0.0	6.9e-05	0.027085	0.00145	0.015903	0.003686	0.124157
GLP1R	0.0	0.0	0.0	0.990328	0.020214	0.0	0.000824	0.011694
GNAT2	0.0	0.0	0.006314	0.0	0.562033	0.0	0.0026	0.004823
GNG12	0.0	0.0	2.1e-05	0.0	0.000153	0.000539	0.001908	0.0
GNLY	0.000176	0.0	0.000617	1.0	0.000562	0.002369	0.000952	0.101931
GPM6A	0.081547	1.0	0.000133	0.001052	0.000296	0.0	7.4e-05	0.0
GPR15	0.0	0.01457	0.012599	0.049476	0.000926	1.0	0.051084	0.16376
GPRC5B	0.0	0.0	0.000362	0.0	0.00097	0.010067	0.049584	0.002084
GREM2	0.0	0.0	0.000518	0.031581	0.003465	0.909313	0.049988	0.035011
GRIK4	0.071118	0.0	0.000297	1.0	0.002493	0.0	0.001784	0.0
GSDMA	0.0	0.0	0.00047	0.016063	0.001348	0.018303	0.031161	0.208693
GZMB	0.000274	0.000461	0.000507	1.0	0.000226	0.0	0.000265	0.090108
GZMK	0.0	0.0	0.001377	0.025464	0.000833	0.159895	0.016857	1.0
HBG2	0.025056	0.004397	0.033294	0.01244	0.039379	0.0	1.0	0.0
HBQ1	0.0	0.0	0.01351	0.643659	0.006027	0.0	0.004697	0.0
HEATR9	0.0	0.0	0.015333	0.158605	0.002712	0.016469	0.00709	0.243838
HEY1	0.0	0.0	0.008631	0.003718	0.94965	0.0	0.001453	0.001231
HIST1H1T	0.0	0.0	0.002309	0.0	1.0	0.003517	0.00117	0.0
HLF	0.0	0.0	0.002677	0.008609	0.010314	0.674528	0.031944	0.046938
HNMT	0.000408	0.0	0.116174	6.5e-05	0.00064	0.0	5.1e-05	0.0
HPCAL4	0.0	0.004721	0.002168	0.008892	0.00691	1.0	0.761793	0.067366
HRH4	0.005262	0.007662	0.0	0.013536	0.085003	0.42579	0.020315	0.027416
HSD11B1	0.0	0.0	0.01017	0.0	0.013333	0.468756	0.008551	0.003962
IGFBP3	0.0	0.000357	0.000474	0.004367	0.000297	0.036343	0.009088	0.05888
IGFBP6	0.0	0.003445	0.00152	0.000644	0.00036	0.011137	0.0023	0.058826
IGLL5	1.0	0.400389	0.000333	0.001155	0.000124	0.0	0.018977	0.0
IL1A	0.005396	0.004991	1.0	0.001158	0.020292	0.0	3.6e-05	0.0
IL1B	0.000131	1e-05	1.0	8.2e-05	0.030088	1e-05	9e-06	0.0
IL1R2	0.0	0.0	0.010654	0.0	1.0	0.000319	0.0	0.000305
INHBB	0.0	0.0	0.001138	0.000843	0.199958	0.0	3.5e-05	0.0
ISM1	0.0	0.0	0.000422	0.0	0.002722	1.0	0.749017	0.102704
JAKMIP1	0.001079	0.001055	0.00075	0.097403	0.0	0.271659	0.009578	1.0
JCHAIN	0.157708	1.0	0.001697	0.001091	0.001957	0.0	0.140961	8.8e-05
KCNG1	1.0	0.019515	0.000219	0.0	0.000281	0.0	0.0	0.0
KCNH8	1.0	0.076618	0.000643	0.000572	0.001597	0.000755	0.00089	0.0
KCNJ15	0.0	0.0	0.019913	0.0	1.0	0.000141	0.000248	0.0
KHDRBS2	1.0	0.440131	0.017482	0.001364	0.000572	0.0	0.000414	0.0
KIAA1257	0.0	0.00345	0.008972	0.003032	1.0	0.003773	0.008893	0.002771
KIAA1671	0.002352	0.0	0.000822	0.147	0.001367	0.014107	0.031	0.235471
KIR2DL1	0.0	0.0	0.000608	1.0	0.019759	0.0	0.000777	0.00356
KIR2DL3	0.0	0.0	0.001172	1.0	0.007809	0.0	0.0	0.021012
KIR2DL4	0.0	0.0	0.007723	0.881135	0.033303	0.0	0.001756	0.008374
KIR2DS4	0.0	0.0	0.008963	1.0	0.00716	0.012537	0.002241	0.053564
KIR3DL1	0.0	0.0	0.001607	1.0	0.026429	0.0	0.000236	0.099978
KIR3DL2	0.0	0.0	0.003122	1.0	0.009899	0.056114	0.01548	0.054456
KIR3DX1	0.0	0.009211	0.001355	0.735444	0.001994	0.0	0.001307	0.027277
KLHL14	1.0	0.624002	0.000902	0.001146	0.000411	0.0	0.001394	0.0
KLRC1	0.0	0.0	0.000333	1.0	0.000462	0.0	0.002817	0.163278
KLRC2	0.0	0.001365	0.000189	1.0	0.00023	0.0	0.001753	0.106905
KLRC3	0.0	0.0	0.001686	1.0	0.002154	0.0	0.002251	0.13654
KLRF1	0.000204	0.000944	0.000664	1.0	0.000612	0.0	0.00071	0.042774
KLRG1	0.005466	0.001516	0.004695	0.466035	0.0	0.16765	0.041295	1.0
KRT1	0.0	0.0	0.003681	0.0	0.002096	1.0	0.0169	0.005375
KRT23	0.0	0.0	0.01206	0.000227	1.0	0.000216	3.4e-05	0.000326
KRT72	0.0	0.0	0.000872	0.090932	0.001847	0.088014	1.0	0.006797
KRT73	0.0	0.0	0.001493	0.126224	0.004743	0.097105	1.0	0.008489
LAG3	0.0	0.0	0.003865	0.108775	0.032929	0.04549	0.027238	1.0
LAMC3	0.0	0.070118	0.0	0.0	0.004316	0.003795	0.28593	0.0
LDB2	0.0	0.0	0.0	0.474524	0.002855	0.0	0.032527	0.005437
LDLRAD3	0.003021	0.0	0.397843	0.00088	0.005767	0.0	0.001751	0.0
LEF1	0.001063	0.0	0.00163	0.0055	0.000248	0.196806	1.0	0.072317
LGALS2	0.0	0.000793	1.0	0.0	0.004966	0.000226	0.000377	0.0
LGALS9B	0.005372	0.0	0.000135	1.0	0.047344	0.001029	0.002761	0.001622
LILRA4	0.01547	1.0	0.021026	0.00417	0.192855	0.007024	0.001829	0.0
LIM2	0.0	0.0	0.0	1.0	0.002223	0.003894	0.000473	0.026857
LINGO2	0.005202	0.0	5.4e-05	0.708256	0.001518	0.0	0.000543	0.001742
LMF1	0.0	0.018338	0.006756	0.001097	0.001955	0.244425	1.0	0.08818
LPAR3	0.0	0.011112	0.000764	0.00819	0.000743	0.071488	0.023357	0.176253
LRIG3	0.0	0.0	0.0	0.0	0.000796	0.001661	0.020084	0.001655
LRP1	0.003403	0.00334	1.0	0.0	0.003361	0.006262	0.006812	0.005697
LRRC43	0.0	0.0	0.008716	0.835756	0.021848	0.0	0.007415	0.032516
LRRC7	0.0	0.0	0.000971	0.001114	0.002657	0.000981	0.175588	0.0
LRRN3	0.008252	0.001988	0.005598	0.0	0.005059	0.105713	1.0	0.044323
LTF	0.009803	0.0	0.001377	0.003959	1.0	0.0	0.000481	0.0
LYZ	0.000117	5e-06	1.0	4.4e-05	0.027438	8.7e-05	7.4e-05	0.0
MACROD2	0.219833	0.024057	0.00085	0.00356	0.001332	0.0	0.00135	0.0
MAF	0.000741	0.0	0.023738	0.333069	0.004374	1.0	0.041114	0.322657
MAL	0.000569	0.000417	0.002265	0.0	0.001141	0.846839	1.0	0.05281
MB21D2	0.0	0.020171	0.051859	0.003865	0.00048	1.0	0.149328	0.036782
MCOLN3	0.0	0.0	0.001154	0.00113	0.003386	0.136985	0.061506	0.007154
ME1	0.001441	0.0	0.047094	0.002654	0.000654	0.005045	0.002246	0.058096
MEOX1	0.0	0.0	0.00293	0.0	0.001638	0.496287	0.135305	0.090094
MGAM2	0.0	0.0	0.001515	0.01136	1.0	0.0	0.000215	0.0
MITF	0.000383	0.0	0.107249	0.0	0.003227	0.000153	7e-05	0.0
MLC1	0.001433	2e-05	0.020744	1.0	0.009928	0.0	0.002222	0.014745
MME	0.004458	0.000502	0.001661	0.0	1.0	0.000448	0.000416	0.000207
MMP1	0.0	0.009079	0.001463	0.0	0.002957	0.0	0.129018	0.0
MMP25	0.0	3.8e-05	0.005913	0.00049	1.0	0.000297	8.4e-05	0.000443
MMP28	0.0	0.016163	0.001578	0.0	0.001166	0.036541	1.0	0.015963
MMP9	0.0	0.0	0.00655	0.000128	1.0	0.000626	8.9e-05	0.0
MOXD1	0.134697	0.048233	2.4e-05	0.000762	0.001581	0.0	0.002143	0.000783
MS4A1	1.0	0.813939	0.001208	0.001064	7e-05	0.000559	0.0	0.009895
MS4A4A	9.1e-05	0.00037	0.014858	0.0	0.000201	0.0	0.0	0.0
MS4A6A	3.8e-05	0.0	0.123849	9e-06	0.006821	0.000117	5.4e-05	4.1e-05
MT1E	0.0	0.0	0.000354	0.000203	6e-06	0.000323	0.000555	0.007934
MTMR11	0.0	0.0	1.0	0.007807	0.004797	0.001903	0.008866	0.00389
MYCL	0.0	0.0	1.0	0.000668	0.059072	0.001773	0.001056	0.0
MYO1B	0.162533	0.014682	0.0	0.000366	0.000757	0.003463	0.011732	0.001146
MYOF	0.0	0.00014	0.263848	0.000286	0.002773	0.000654	0.003815	0.000136
NCAM1	0.001538	0.00026	0.003619	1.0	0.004279	0.000558	0.0	0.005323
NCR1	0.000726	0.001356	0.003248	1.0	0.053992	0.000377	0.000716	0.011504
NDUFC2-KCTD14	0.0	0.0	0.033896	0.099486	0.002206	0.206962	0.00418	0.008318
NEFL	0.0	0.0	0.000939	0.0	0.002891	1.0	0.105947	0.011879
NETO1	1.0	0.060223	0.0	0.001058	0.001656	0.0	0.0	0.0
NID1	0.004385	0.0	1.0	0.0	0.011063	0.002622	0.024943	0.0
NLGN4Y	0.0	0.0	0.002761	0.025808	0.004927	0.0	0.001741	0.699082
NMUR1	0.000809	0.0	0.000305	1.0	0.002477	0.004897	0.001101	0.078889
NOG	0.0	0.0	0.00097	0.0	0.000935	0.018332	1.0	0.008988
NPAS2	0.0	0.0	0.000455	0.0	0.000415	0.005018	0.058082	0.001261
NPDC1	0.0	0.0	0.011917	0.000652	0.00768	1.0	0.069078	0.192766
NRCAM	0.005272	0.002351	0.000557	0.0	0.009908	0.0	0.136128	0.005329
NRG1	0.003257	0.0	1.0	0.0	0.016253	0.0	0.002584	0.0
NT5E	1.0	0.158712	0.0	0.00115	0.000215	0.042799	0.022952	0.03233
NTN4	0.0	0.0	0.000115	0.000396	0.001904	0.070417	0.009324	0.033214
NTNG1	0.041958	0.233186	0.000433	0.011113	0.001708	0.0	0.000706	0.0
NXPH4	0.027527	0.219761	0.0	0.003211	0.001083	0.0	0.001835	0.0
OLFM1	0.002686	0.0	0.51549	0.0	0.005465	0.0	0.00027	0.0
OLFM4	0.005835	0.008121	0.000993	0.004435	0.810211	0.0	0.0	0.0
OSBPL10	0.795825	1.0	0.001315	0.002	0.0	0.00041	0.000562	0.000199
OTX1	0.010622	0.019282	0.0	0.002537	0.939384	0.0	0.000155	0.0
PACSIN1	0.0	0.017965	0.002434	0.011213	0.002571	0.030192	0.019637	0.191362
PANX2	0.0	0.0	0.025353	0.000664	1.0	0.000585	0.00048	0.0
PAQR5	0.0	0.0	0.000107	0.001002	0.061579	0.0	0.000187	0.0
PARM1	1.0	0.216862	0.018882	0.001354	0.001356	0.0	0.004878	0.0
PAX5	1.0	0.679951	0.000416	0.00151	0.000112	0.0	2.5e-05	0.0
PCDH1	0.0	0.0	0.000202	1.0	0.001058	0.0	0.008642	0.073056
PCDH9	1.0	0.086314	0.0	0.010786	0.000485	0.000119	0.006365	9e-06
PCSK1N	0.0	0.0	0.000708	0.0	0.006576	0.34845	0.058273	0.218193
PDCD1	0.0	0.021667	0.004885	0.008758	0.004181	0.427089	0.01454	1.0
PDGFB	0.0	0.0	0.00461	0.003765	0.001287	0.042347	0.023655	0.106196
PDGFD	0.001231	0.00244	0.0	1.0	0.003868	0.003729	0.0012	0.120687
PHOSPHO1	0.000407	0.000819	0.001764	0.003281	1.0	0.000111	0.0	0.001
PI16	0.059888	0.015732	0.0	0.00963	0.011813	1.0	0.062604	0.075581
PI3	0.0	0.0	0.000741	0.001014	1.0	0.0	0.000106	0.0
PID1	0.00162	0.0	1.0	0.001424	0.003999	0.0	0.0	0.0
PKIG	0.985332	1.0	0.001622	0.0	0.00066	0.000925	0.005642	0.00228
PLA2G7	0.000777	0.0	0.370571	0.0	0.004018	0.0	8.2e-05	0.0
PLD4	0.199299	1.0	0.057639	0.000881	0.002834	0.00027	0.000626	0.0
PLEKHG7	0.052393	0.609555	0.000127	0.008493	0.003562	0.0	0.002275	0.004087
PLIN4	0.003264	0.002417	0.003841	0.000594	1.0	0.000784	0.0	0.000811
PLS3	0.0	0.0	0.000218	0.0	0.000106	0.004332	0.004574	0.000174
PLXDC1	0.001279	0.0	0.006441	0.060008	0.004682	0.124376	1.0	0.130178
PLXNB2	0.000807	0.016651	1.0	0.0	0.003938	0.000338	0.000973	0.000286
PNOC	0.769903	1.0	0.029927	0.001134	0.001129	0.000422	0.000848	0.0
POU2AF1	1.0	0.945912	0.001784	0.001014	0.000204	0.003246	0.007736	0.0
PPP1R14A	0.384622	0.969494	0.004928	0.007294	0.002056	0.0	0.002977	0.0
PPP1R14C	0.0	0.0	0.002155	0.000478	0.000479	0.000928	0.000202	0.01366
PPP1R2P9	0.0	0.593654	0.0	0.058616	0.002941	1.0	0.034497	0.01661
PRAMENP	0.060789	1.0	0.000102	0.0	0.002131	0.0	0.0	0.0
PRF1	0.0	4.3e-05	0.000106	1.0	6.2e-05	0.010062	0.00198	0.202577
