Symbol	A	B	C	D	E	F	G	H	I	J	K	L
CCR5	0.026939	0.156527	0.030236	0.093045	0.048636	0.007751	0.023412	0.049711	0.013423	0.129077	0.093543	0.001668
CCR8	0.109902	0.049218	0.242171	0.486413	0.218815	0.011042	1.0	0.388129	0.141992	0.046711	0.299429	0.059118
CD160	0.236105	0.23592	0.113647	0.125105	0.248636	1.0	0.119023	0.052779	0.04392	0.036505	0.160428	0.017265
CD163	0.538041	0.516722	0.12993	0.08284	0.207311	0.234213	0.599066	0.966848	1.0	0.013816	0.016407	0.027374
CD19	0.638882	0.606203	0.128904	0.139446	0.165652	0.204773	0.594044	0.326706	0.302691	0.064792	0.108485	9.1e-05
CD1C	0.188647	0.16242	0.068839	0.080899	0.081053	0.098061	0.197309	0.234292	0.2365	0.027522	0.034613	0.039093
CD200	0.211141	0.142982	0.262188	0.088281	0.27032	0.195693	0.152225	0.176434	0.159756	0.048495	0.260181	0.132441
CD24	0.443535	0.440241	0.132452	0.114815	0.157133	0.167772	0.501958	0.232813	0.237034	0.088939	0.127951	0.586119
CD300E	0.031096	0.055273	0.00283	0.016005	0.019428	0.026206	0.037384	0.06994	0.062151	0.006159	0.001843	0.025678
CD34	0.612399	0.607084	0.643357	0.621305	0.54988	0.566623	0.567341	0.467526	0.458555	0.576298	0.537306	1.0
CD36	0.24528	0.275024	0.040989	0.038436	0.076894	0.112957	0.298263	0.528994	0.608254	1.9e-05	2.4e-05	0.029787
CD3D	0.322284	0.30982	0.901836	0.968188	0.84917	0.049131	0.097689	0.061637	0.059735	0.865034	1.0	0.927371
CD40LG	0.362144	0.359671	0.811843	0.897822	0.278593	0.062257	0.214706	0.208898	0.179427	0.758646	0.294394	1.0
CD5	0.314484	0.324963	0.778907	0.763731	0.5283	0.05927	0.193664	0.135001	0.139891	0.848085	0.621915	1.0
CD70	0.774608	0.702095	0.735786	0.776459	0.753802	0.521559	0.643353	0.600765	0.699384	0.680053	0.850025	1.0
CD79A	0.968765	1.0	0.13922	0.138209	0.206424	0.183486	0.847528	0.300814	0.349808	0.103296	0.155372	0.039653
CD8A	0.134389	0.137262	0.075987	0.081973	0.851508	0.1004	0.033737	0.022996	0.02406	0.005093	1.0	0.008274
CD8B	0.099096	0.095401	0.079074	0.068444	0.339858	0.019688	0.037175	0.029789	0.031972	0.007327	0.419475	0.00937
CDH2	0.036475	0.61691	0.573405	0.00084	0.22342	0.047653	1.0	0.205781	0.010156	0.0	0.56794	0.002682
CFH	0.647087	0.591934	0.785915	0.756929	0.81217	0.566584	0.568629	0.688213	0.615853	0.869197	1.0	0.876938
CHL1	0.232082	0.641482	0.091947	0.143259	0.245236	1.0	0.709121	0.063109	0.13174	0.028669	0.286131	0.536666
CHN1	0.461829	0.436212	0.799783	0.808986	0.476945	0.134727	0.100058	0.0	0.01632	0.884421	0.597936	1.0
CHSY3	0.004423	0.061819	0.422652	0.0	0.058504	1.0	0.002301	0.001645	0.001549	0.005311	0.000746	0.02129
CLDN9	0.294815	0.705613	0.939902	0.308428	1.0	0.219439	0.740923	0.873691	0.620801	0.786467	0.226509	0.082432
CLEC10A	0.48639	0.582372	0.358225	0.06791	0.335092	0.391974	0.483654	0.77278	0.776011	0.227811	0.288203	0.297501
CLECL1	0.461518	0.453775	0.275544	0.276807	0.261424	0.256676	0.469106	0.420423	0.37681	0.297649	0.308258	0.391049
CLIC3	0.248055	0.219786	0.11822	0.119961	0.2336	1.0	0.137257	0.047059	0.045045	0.051875	0.118288	0.055458
CMTM2	0.10125	0.106884	0.030848	0.033978	0.057977	0.077988	0.725007	0.071123	0.07058	0.0	0.000376	0.000706
CNTNAP2	1.0	0.99724	0.276797	0.275562	0.286763	0.407733	0.939046	0.580293	0.612355	0.201093	0.072468	0.001216
CNTNAP3	0.064635	0.039132	0.010601	0.013749	0.059829	0.027353	0.205507	0.01564	0.030525	0.063852	0.020518	0.034669
COBLL1	0.344076	0.356721	0.126342	0.109329	0.157957	0.177905	0.356366	0.234246	0.242284	0.116016	0.128321	0.010112
COL19A1	0.000531	0.054359	0.017314	0.024211	0.000129	0.110642	0.026461	0.012264	0.06084	0.006197	0.005666	0.047495
COL4A3	0.001064	3.5e-05	0.000864	0.001141	0.020267	0.00061	0.005672	0.006106	0.049398	0.15591	0.052723	0.095818
COL4A4	0.0	0.015333	0.0	0.011536	0.0	0.001603	0.0	0.006287	0.000449	0.0	0.0	0.0
COL5A3	0.009324	0.030673	1.0	0.455745	0.176533	0.030196	0.042312	0.112449	0.073659	0.223432	0.232963	0.792486
COL6A2	0.306164	0.305928	0.290841	0.337405	0.520436	0.470971	0.243771	0.045924	0.107734	0.337356	0.597637	0.265938
CORO2B	0.987903	1.0	0.292037	0.009706	0.026751	0.29001	0.673182	0.274098	0.421663	0.03208	0.132531	0.008173
CPA5	0.552802	0.508519	0.730866	0.792224	0.943066	0.062063	0.389243	0.428233	0.33471	0.75256	1.0	0.744566
CPNE5	0.335173	0.354484	0.009458	0.006773	0.065175	0.013593	0.308764	0.033225	0.243843	0.000879	0.0	1.4e-05
CPNE7	0.539628	0.34716	0.111682	0.709372	0.723922	0.006197	0.132757	0.570038	0.513261	0.502789	0.372815	1.0
CPVL	0.303879	0.31417	0.034912	0.035902	0.07356	0.11149	0.458255	0.930878	1.0	0.007375	0.005469	0.056121
CRTAM	0.010292	0.303953	0.069892	0.001302	0.49534	0.259685	0.049617	0.214264	0.228742	0.060516	0.112164	0.118738
CSF3R	0.029428	0.027782	0.004895	0.004328	0.009291	0.012619	0.176936	0.050892	0.050246	5.2e-05	8.8e-05	0.002958
CTAG2	0.366444	0.092645	0.938627	0.508409	0.201922	1.0	0.076038	0.317484	0.524694	0.657158	0.054862	0.125364
CTGF	0.915735	0.724642	0.77229	0.843735	0.56589	0.728846	0.993234	0.926812	1.0	0.437753	0.823172	0.812956
CTLA4	0.28305	0.294236	0.71908	0.757253	0.2785	0.120511	0.183675	0.12726	0.128711	0.776409	0.277939	1.0
CXCL10	0.465024	0.476964	0.086852	0.070496	0.195497	0.2513	0.695786	1.0	0.960333	0.040769	0.037643	0.098143
CXCL2	0.438037	0.475927	0.119452	0.113876	0.149977	0.250487	0.684477	0.963758	0.910552	0.049426	0.049752	0.044695
CXCR1	0.037298	0.039629	0.021359	0.023933	0.027877	0.041564	0.168463	0.016807	0.014422	0.016458	0.016121	0.005237
CXCR3	0.484962	0.471924	0.768582	0.741312	0.667246	0.446056	0.362939	0.127761	0.278761	0.726467	0.817203	1.0
CXCR6	0.472571	0.524947	0.65846	0.710312	0.973879	0.294614	0.124036	0.001978	0.004751	0.503385	1.0	0.712748
CYP1B1	0.501792	0.48242	0.082794	0.030502	0.193188	0.272516	0.648897	0.957196	1.0	0.063419	0.001432	0.107761
CYP26B1	0.754459	0.347803	0.704078	1.0	0.340536	0.866562	0.022651	0.277574	0.62394	0.175479	0.328031	0.694053
CYP4F22	0.665427	0.682597	0.354339	0.551186	0.823758	0.685461	0.801259	1.0	0.963029	0.397546	0.845776	0.618624
CYP4F3	0.111332	0.114303	0.063706	0.048375	0.077272	0.10813	0.569731	0.003698	0.036796	0.00184	0.023919	0.042996
DAB1	0.0	0.0	0.0	0.00583	0.0	0.000538	0.043296	0.012153	0.0	0.0	0.0	0.0
DACT1	0.29437	0.38786	0.62349	0.659395	0.020466	0.0	0.143142	0.085444	0.230276	0.610565	0.165477	0.132178
DBNDD1	1.0	0.897735	0.684852	0.736127	0.487883	0.440795	0.98742	0.652565	0.64148	0.792614	0.439716	0.577592
DCLK2	0.0	0.209988	0.0	0.035989	0.0	0.030121	0.199341	0.0	0.173152	0.0	0.248124	1.0
DDO	0.758843	0.407018	0.077648	0.697701	0.341086	0.362355	0.281001	0.518262	1.0	0.210627	0.016246	0.366005
DENND5B	0.509145	0.507911	0.082931	0.044488	0.008061	0.097214	0.486334	0.154152	0.217306	0.0	0.029664	0.002597
DGKK	0.0	0.285504	0.008751	0.074144	0.0	0.0	0.0	0.0	0.066638	0.064376	0.017915	0.0
DKK3	0.360654	0.295655	0.294054	0.238081	0.78729	0.027231	0.022931	0.043465	0.005028	0.206941	1.0	0.158315
DLGAP1	0.036517	0.04344	0.021395	1.0	0.038609	0.112033	0.584304	0.068515	0.089865	0.040742	0.239049	0.898792
DNAJC5B	0.012589	0.07105	0.052724	0.287677	0.010757	0.320266	0.575607	0.02599	0.552724	0.028648	0.023756	0.149262
DPP4	0.169124	0.185485	0.287504	0.305942	0.268399	0.068594	0.095169	0.027625	0.07712	0.196561	0.317644	0.279247
DSC1	0.517506	0.568532	0.827228	0.808743	0.903078	0.228744	0.310448	0.215284	0.242249	0.831535	1.0	0.315658
DSP	0.573312	1.0	0.856441	0.541737	0.761266	0.746957	0.78604	0.371811	0.508674	0.163721	0.640303	0.071882
DUSP4	0.069244	0.053364	0.358163	0.218865	0.092299	0.001178	0.0	0.025243	0.051074	0.82758	0.266375	1.0
EBF1	0.848029	0.90662	0.03209	0.034078	0.080262	0.125496	0.654292	0.473044	0.491705	0.009764	0.082538	0.013353
EBI3	0.492214	0.512897	0.118983	0.018288	0.907973	0.538763	0.894872	1.0	0.770491	0.005629	0.027137	0.091868
ECSCR	0.663348	0.785009	0.664479	0.615495	0.293514	0.798617	0.572581	0.364079	1.0	0.551871	0.720934	0.860586
EDAR	0.530768	0.583663	1.0	0.93854	0.689367	0.302515	0.435675	0.261568	0.237203	0.9507	0.662512	0.614393
EDARADD	0.679695	0.754775	0.886054	0.87289	1.0	0.839216	0.694921	0.66331	0.726617	0.952207	0.961378	0.921021
ELOVL4	0.496885	0.46484	0.761594	0.754797	0.864847	0.243388	0.315746	0.276979	0.351764	0.727012	1.0	0.718365
ENAH	1.0	0.854105	0.020379	0.133426	0.214264	0.01624	0.015789	0.083871	0.095035	0.006831	0.0	0.006831
EPB41L3	0.488011	0.502294	0.070025	0.092497	0.215302	0.285881	0.612183	0.895879	1.0	0.0	0.032009	0.002751
EPHB1	0.020288	0.02649	0.021343	0.009963	0.012505	0.011801	0.072997	0.012371	0.014679	0.010852	0.027636	0.021924
EPHX2	0.477246	0.438805	0.904391	0.923423	0.631368	0.218711	0.281352	0.202513	0.184784	1.0	0.779087	0.666611
EREG	0.2294	0.240447	0.112145	0.131095	0.150512	0.162848	0.308047	0.462052	0.477211	0.042472	0.052446	0.012354
ESPN	0.155145	0.029579	0.504531	0.286721	0.12621	0.167613	0.01938	0.260071	0.036309	1.0	0.344825	0.737581
ESPNL	0.743207	0.50154	0.58019	0.134385	0.564518	0.784379	1.0	0.58673	0.021466	0.635937	0.633757	0.218627
ESR2	0.412428	0.178761	0.26449	1.0	0.633236	0.071764	0.732924	0.330086	0.22332	0.329423	0.427141	0.097411
FAM111B	0.057198	0.014266	0.003458	0.0	0.000417	0.010894	0.00283	0.037922	0.001193	0.004988	0.059633	0.012461
FAM129C	0.084338	0.084263	0.021986	0.020829	0.041095	0.034561	0.084657	0.058897	0.064684	0.027749	0.015131	0.025189
FAM153A	0.127185	0.038158	0.175247	0.104304	0.062293	0.027572	0.102112	0.031775	0.003754	0.017581	0.133275	0.122196
FAM177B	0.317802	0.519933	0.163702	0.224103	0.086222	0.362762	0.427594	0.086677	0.22304	0.011243	0.428666	0.066683
FAM184A	0.559962	0.583329	0.951309	0.828786	0.651912	0.123932	0.274119	0.377595	0.504006	1.0	0.67284	0.861197
FAM30A	0.230584	0.233409	0.131851	0.15414	0.150684	0.150122	0.257354	0.162852	0.15047	0.153379	0.139503	0.138
FAM69B	0.989777	0.994463	0.391371	0.348477	0.429359	0.466404	1.0	0.662282	0.677318	0.403617	0.100622	0.548083
FASLG	0.452096	0.445257	0.250904	0.320491	0.478903	1.0	0.212512	0.054845	0.016194	0.19247	0.326166	0.164223
FAT4	0.431034	0.831751	0.348373	0.859416	0.235302	0.587613	0.717427	1.0	0.523132	0.421012	0.821261	0.696542
FBLN2	0.474368	0.497855	0.327731	0.445591	0.898639	0.439602	0.431835	0.323127	0.311069	0.185927	1.0	0.23214
FBLN7	0.391805	0.387805	0.867066	0.849325	0.173664	0.000697	0.212381	0.197547	0.155902	1.0	0.04679	0.986168
FCER2	0.201325	0.185772	0.044511	0.057454	0.0618	0.072163	0.189941	0.105972	0.117951	0.041804	0.040604	0.000202
FCGR3B	0.014212	0.01424	0.004718	0.004389	0.007296	0.009879	0.111428	0.004063	0.003546	0.00156	0.001994	0.001081
FCN1	0.017384	0.014532	0.00066	0.000647	0.002035	0.004322	0.062343	0.939222	1.0	5.5e-05	5.8e-05	0.00029
FCRL1	0.008162	0.008405	0.004389	0.000355	0.005213	0.000324	0.008943	0.003797	0.004114	0.0	0.003184	0.004381
FCRL2	0.160146	0.157562	0.069837	0.049326	0.057913	0.079073	0.163822	0.117584	0.105857	0.04469	0.052149	0.015405
FCRL5	0.178991	0.181374	0.049619	0.098931	0.119286	0.11907	0.177255	0.159276	0.142534	0.07542	0.072713	0.048381
FCRLA	0.561162	0.501288	0.094921	0.107739	0.120437	0.141785	0.41222	0.246544	0.231607	0.074947	0.071019	0.004964
FEZ1	0.357971	0.361238	0.202815	0.216167	0.374624	1.0	0.187621	0.090868	0.083985	0.046634	0.283601	0.045139
FGFBP2	0.151993	0.156195	0.061866	0.060083	0.202407	1.0	0.039034	0.014501	0.013644	0.022844	0.111325	0.03526
FGFR2	0.050495	0.0	0.187811	0.035411	0.361743	0.015674	0.011647	0.0	0.0	0.0	0.075326	0.0
FHIT	0.203983	0.195681	0.370932	0.38902	0.195719	0.1131	0.164993	0.133767	0.117714	0.425838	0.225436	0.235528
FLT4	0.043931	0.108418	0.897449	0.139017	0.527691	0.851112	0.220791	0.501525	0.17158	1.0	0.386613	0.070577
FMN1	0.61421	0.203475	0.21175	0.26407	0.1505	0.0116	0.446288	0.128798	0.068784	0.140972	0.0116	0.331152
FN1	0.010971	0.208791	0.338095	0.343036	0.3975	0.003911	0.0	0.890637	0.496159	1.0	0.021937	0.714922
FPR3	0.268836	0.122181	0.016451	0.0	0.067751	0.011864	0.452812	1.0	0.825485	0.0	0.004899	0.0
FXYD2	0.840203	0.890492	0.687273	0.956867	0.934203	0.652371	0.848267	0.721623	0.7564	1.0	0.919457	0.658029
FXYD6	0.550628	0.529248	0.002149	0.00891	0.110799	0.279655	0.694899	1.0	0.99045	0.005255	0.0	0.0
GALNTL6	0.836933	0.872586	0.617813	0.006095	0.086595	0.027589	0.006174	0.098284	0.584409	0.361531	0.012928	0.009568
GDF7	0.001307	0.049896	0.221265	1.0	0.378498	0.407747	0.518056	0.131462	0.259842	0.035364	0.814454	0.43329
GFPT2	0.054897	0.138842	0.001932	0.003423	0.326641	0.069724	0.0	0.003213	0.0	0.015639	1.0	0.093245
GLP1R	0.019936	0.0	0.0	0.0	0.0	0.689925	0.0	0.0	0.44249	0.0	0.616642	0.01029
GNAT2	0.044572	0.521309	0.032417	0.011921	0.0	0.017944	0.363382	0.187868	0.181939	0.0	0.066474	0.675068
GNG12	1.0	0.023676	0.0	0.628537	0.0	0.02466	0.0	0.0	0.36548	0.198044	0.116937	0.205832
GNLY	0.023555	0.030816	0.007971	0.008049	0.024843	1.0	0.00693	0.000825	0.000909	0.002154	0.01353	0.00365
GPM6A	0.33208	0.184079	0.260096	0.303186	0.269439	0.266113	0.233538	0.173276	0.357926	0.238856	0.191209	0.071383
GPR15	0.234138	0.11558	0.057815	0.174556	0.215144	0.312175	0.008258	0.08569	0.095837	0.308736	0.326268	0.388948
GPRC5B	0.364266	0.340009	0.457681	0.772053	0.508376	0.493922	0.545302	0.171288	1.0	0.745127	0.707665	0.75706
GREM2	0.090627	0.266359	0.077152	1.0	0.070165	0.075477	0.298701	0.216364	0.049947	0.402618	0.056069	0.287245
GRIK4	0.0	0.0	0.0	0.0	0.0	0.01215	0.034099	0.0	0.007982	0.049623	0.003288	0.005499
GSDMA	0.198668	0.904933	0.835706	0.750555	0.314605	0.297781	0.295903	0.252821	0.741493	1.0	0.861168	0.188293
GZMB	0.180043	0.182231	0.060592	0.064322	0.219637	1.0	0.053992	0.013983	0.014022	0.01611	0.108697	0.022217
GZMK	0.196831	0.187515	0.273333	0.275695	0.912687	0.137661	0.065874	0.040045	0.044477	0.253209	1.0	0.316061
HBG2	0.361435	0.348456	0.339114	0.361501	0.785551	0.595635	0.250672	0.2287	0.182845	0.342002	1.0	0.054081
HBQ1	0.497339	0.421718	0.289096	0.302588	0.438834	1.0	0.290308	0.099055	0.098017	0.162636	0.361597	0.015561
HEY1	0.443352	0.217107	5.4e-05	0.027829	0.100307	0.179054	1.0	0.538922	0.148363	0.084255	0.012162	0.067722
HIST1H1T	0.00012	0.027617	0.0	0.0	0.000296	0.0	0.0	0.0	0.002777	0.0	0.003841	0.050829
HLF	0.741872	0.471401	0.954665	1.0	0.408489	0.566894	0.563014	0.489493	0.494402	0.786799	0.416821	0.959181
HNMT	0.527129	0.545831	0.135142	0.128605	0.191111	0.266218	0.728015	0.975962	1.0	0.048556	0.05902	0.087909
HPCAL4	0.474413	0.517862	0.860395	0.933549	0.589936	0.275609	0.210855	0.268671	0.326599	1.0	0.630228	0.957381
HRH4	0.106834	0.088007	0.010359	0.14085	0.011102	0.029667	0.021675	0.895892	1.0	0.032965	0.080486	0.494832
HSD11B1	0.469803	0.023391	0.236796	1.0	0.298814	0.125306	0.002344	0.190062	0.13319	0.016823	0.019823	0.591495
IGFBP3	0.503758	0.491596	0.735038	0.781347	0.717423	0.223694	0.386437	0.376792	0.210539	0.78625	0.760055	1.0
IGFBP6	0.363	0.225758	0.485417	0.086044	0.95929	0.146269	0.681126	0.797773	0.476572	0.153065	1.0	0.035765
IL1A	0.450513	0.51049	0.073538	0.122547	0.173524	0.25547	0.656592	1.0	0.985012	0.004409	0.000237	0.042554
IL1B	0.023889	0.021291	0.001101	0.001092	0.003706	0.007621	0.036728	1.0	0.259081	0.000125	8.6e-05	0.000476
IL1R2	0.113843	0.116155	0.056583	0.06308	0.087936	0.109109	0.344192	0.123788	0.121721	0.031249	0.080408	0.038916
IL6ST	0.0	0.003391	0.007728	0.012906	0.007954	0.000156	5.8e-05	0.000143	0.002379	0.009255	0.011693	0.006746
INHBB	0.804628	0.198952	1.0	0.430671	0.712857	0.854706	0.737022	0.501567	0.617951	0.742718	0.264792	0.624916
ISM1	0.731238	0.591178	0.953677	0.41814	0.849079	0.474638	0.6946	0.222513	0.723969	1.0	0.485765	0.744854
JAKMIP1	0.29287	0.035807	0.079938	0.270441	0.007673	0.0	0.096536	0.135733	0.002312	0.002899	0.107745	0.085031
KCNG1	0.489749	0.459083	0.253816	0.256827	0.319525	0.162319	0.434648	0.360499	0.331303	0.18448	0.28362	0.241473
KCNH8	0.356174	0.535639	0.208661	0.349508	0.080006	0.237785	0.606714	0.536276	0.244163	0.368349	0.203532	0.133189
KCNJ15	0.087325	0.068707	0.0252	0.044146	0.05213	0.07092	0.226426	0.061956	0.041871	0.059965	0.028638	0.029458
KHDRBS2	0.305504	0.086115	0.304133	0.122978	0.002677	0.101867	0.216734	0.345745	0.103526	0.146283	0.018809	0.311904
KIAA1257	0.40477	0.301332	0.108157	0.442573	0.227893	0.509399	0.125159	0.498715	0.114399	0.430822	0.456263	0.578361
KIAA1671	0.471404	0.480217	0.488946	0.509428	0.875571	0.706828	0.454682	0.374113	0.407633	0.511305	1.0	0.523971
KIR2DL1	0.342971	0.34221	0.200714	0.205469	0.377978	1.0	0.18502	0.088824	0.122602	0.109291	0.29472	0.108392
KIR2DL3	0.17559	0.168365	0.078153	0.075825	0.181124	1.0	0.055016	0.025297	0.026289	0.021867	0.095384	0.02481
KIR2DL4	0.255324	0.259995	0.118573	0.121243	0.263309	1.0	0.087422	0.053095	0.051364	0.037372	0.148467	0.043481
KIR2DS4	0.632538	0.552649	0.357589	0.262188	0.579933	1.0	0.128902	0.218068	0.008387	0.018716	0.072063	0.150835
KIR3DL1	0.2917	0.280722	0.139342	0.146452	0.290543	1.0	0.151877	0.091314	0.077816	0.035885	0.156184	0.042194
KIR3DL2	0.362718	0.347293	0.247369	0.215971	0.388187	1.0	0.183745	0.167652	0.148715	0.171026	0.284715	0.141775
KIR3DX1	0.328964	0.0	0.019415	0.079518	0.127509	0.008978	0.143559	1.0	0.031214	0.013541	0.63057	0.140696
KLHL14	0.648911	0.638874	0.15583	0.342777	0.070484	0.1807	0.539166	0.465205	0.417665	0.012158	0.229331	0.003242
KLRC1	0.198282	0.193649	0.167664	0.141259	0.219365	0.385487	0.133528	0.079284	0.106874	0.069568	0.200729	0.074203
KLRC2	0.253989	0.266966	0.035618	0.063204	0.459494	0.482212	0.050165	0.000706	0.003075	0.003386	0.506174	0.004224
KLRC3	0.528519	0.50135	0.353296	0.356357	0.846362	1.0	0.204935	0.24802	0.181773	0.058371	0.965368	0.01876
KLRF1	0.171757	0.167734	0.087978	0.096285	0.203704	1.0	0.096127	0.038744	0.04363	0.041085	0.119248	0.036897
KLRG1	0.254016	0.266982	0.296508	0.299484	0.583168	0.31209	0.128292	0.097887	0.103259	0.221904	0.632291	0.270474
KRT1	0.378142	0.389999	0.772942	0.685634	0.546852	0.19141	0.057769	0.090243	0.026361	0.823284	0.583339	1.0
KRT23	0.077428	0.091747	0.009183	0.015083	0.066348	0.018794	0.301939	0.006009	0.048117	0.016537	0.003556	0.003857
