Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
CCR5	0.0	0.00254	0.06501	0.033785	0.010935	0.090747	0.003791	1.0
CCR8	0.0	0.0	7.5e-05	0.0	0.00158	0.549051	0.017895	0.15527
CD160	0.000236	2.2e-05	0.00028	0.524087	0.000112	0.000118	0.0	0.087706
CD163	0.001168	0.0	0.717806	0.000341	0.009684	0.000106	8.8e-05	0.0
CD19	1.0	0.917461	0.000909	0.001166	0.00544	0.000254	0.000729	0.0
CD1C	0.063528	1.0	0.080506	0.000646	0.000524	0.000563	0.0	0.0
CD200	1.0	0.045764	0.000228	0.000508	0.01176	0.006121	0.026067	0.0
CD24	0.266292	1.0	0.000888	0.002659	0.06654	0.0	0.000947	0.0
CD300E	0.000351	0.00023	1.0	0.000251	0.005152	7.9e-05	1.5e-05	0.0
CD34	0.0	0.0	0.001706	0.000495	0.000443	0.0	0.010101	0.0
CD36	0.000465	9.5e-05	1.0	9.7e-05	0.006296	0.000394	0.000195	0.0
CD3D	0.0	0.0	0.000775	0.009414	0.000209	0.222326	0.204866	0.254173
CD40LG	0.000657	0.0	0.00178	0.000994	0.001636	0.410338	0.156768	0.02327
CD5	0.004953	0.001857	0.002386	0.000357	0.0	0.67081	0.445041	0.312956
CD70	0.0	0.861765	0.000832	0.004909	0.002416	0.114188	0.006125	0.104252
CD79A	0.83669	0.735771	0.000294	0.00186	0.001322	0.0	0.001898	0.000415
CD8A	1.2e-05	0.0	0.000356	0.011126	0.000102	0.00022	8e-06	0.15292
CD8B	0.0	0.0	0.001664	0.00407	0.000342	0.00183	0.002672	1.0
CDH2	0.0	0.0	0.000521	0.00194	0.319574	0.0	0.005664	0.00181
CFH	0.0	0.0	0.007084	0.051741	0.003826	0.661938	0.019795	0.216493
CHL1	0.891967	0.488251	0.000261	0.0	0.004739	0.0	0.000683	0.0
CHN1	0.012677	0.003627	0.004689	0.014456	0.032375	0.584476	0.030714	0.113449
CHSY3	0.0	0.0	8.4e-05	0.077646	0.000746	0.0	0.000337	0.0
CLDN9	0.0	0.0	0.001908	0.0	0.665439	0.00204	0.000309	0.0
CLEC10A	0.001546	0.0	1.0	0.00045	0.001913	0.002641	0.000332	0.0
CLECL1	0.02342	1.0	0.030843	0.000426	0.0	0.062167	0.003286	0.085814
CLIC3	0.00018	0.000499	8e-05	0.479268	0.0	0.002811	0.00013	0.024187
CMTM2	0.0	0.0	0.009871	0.000613	1.0	0.000428	7.8e-05	0.000395
CNTNAP2	0.333443	0.022081	7e-06	0.000418	0.000695	0.0	0.00055	0.0
CNTNAP3	0.0	0.002837	0.000434	0.0	1.0	0.000178	0.000608	0.000326
COBLL1	1.0	0.88116	0.001293	0.001094	0.002439	0.000307	0.002356	0.0
COL19A1	1.0	0.138914	5.7e-05	0.000374	0.000134	0.0	0.001	0.0
COL4A3	0.037294	1.0	0.0	0.002484	3.5e-05	0.00128	0.001974	0.001423
COL4A4	0.057511	1.0	0.000353	0.020635	0.001603	0.003105	0.006534	0.00461
COL5A3	0.0	0.0	0.000975	0.020788	0.004101	0.317777	0.00501	0.335358
COL6A2	0.004393	0.0	0.001306	0.613109	0.004424	0.153104	0.155712	1.0
CORO2B	0.177079	0.006362	0.000213	0.0	0.001377	0.0	0.00027	0.0
CPA5	0.0	0.0	0.0	0.0	0.000441	0.077411	0.067778	0.104607
CPNE5	0.262647	1.0	0.003429	0.002668	0.01368	0.003108	0.004447	0.004427
CPNE7	0.0	0.0	0.0	0.008246	0.007921	0.186081	0.006024	0.128041
CPVL	8.6e-05	0.0	0.248904	7e-05	0.000942	0.000122	0.000335	9.8e-05
CRTAM	0.002033	0.0	0.098439	0.319089	0.004668	0.023989	0.07084	1.0
CSF3R	5.6e-05	1.6e-05	0.051186	2e-05	1.0	4e-06	2.1e-05	0.0
CTAG2	0.0	0.0	0.165987	0.0	0.001664	0.0	0.001474	0.00346
CTGF	0.010065	0.0	0.0	0.0	0.000649	0.000687	0.110042	0.0
CTLA4	0.0	0.0	0.000796	0.001555	0.000348	0.206137	0.153197	0.052595
CXCL10	0.0	0.000534	0.049268	0.000194	0.000921	0.0	7.3e-05	0.0
CXCL2	0.00227	0.0	1.0	0.001125	0.035421	0.0	0.000557	0.0
CXCR1	3e-05	4.8e-05	0.000912	0.017696	1.0	6.3e-05	0.0	0.000498
CXCR3	0.002251	0.072767	8.9e-05	0.055148	0.0	0.195419	0.003498	0.437759
CXCR6	0.004248	0.0	0.000986	0.055128	0.002645	0.098741	0.005565	0.932071
CYP1B1	0.001936	0.0	0.830481	0.000463	0.03509	0.0	0.000156	0.0
CYP26B1	0.0	0.0	4.2e-05	0.004952	0.333387	0.0	0.000268	0.001342
CYP4F22	0.0	0.0	0.008628	0.026261	0.00059	0.0077	0.001717	0.07854
CYP4F3	0.000139	0.0	0.007322	0.0	1.0	0.0	4.7e-05	0.000208
DAB1	0.012153	0.0	0.000361	0.057768	0.047643	1.0	0.165486	0.138857
DACT1	0.087187	0.017576	0.00227	0.001989	0.019883	0.076661	1.0	0.000266
DBNDD1	0.249171	0.016842	0.0	0.000262	0.000446	0.007137	0.033478	0.002311
DCLK2	0.252387	0.764945	0.011456	0.006824	0.003225	0.003412	0.00173	0.0031
DDO	0.0	0.0	0.130382	0.0	0.001398	0.0	0.000839	0.002417
DENND5B	0.722803	1.0	0.010145	0.003582	0.012164	0.000463	0.004129	0.0
DGKK	0.0	0.01218	0.000355	1.0	0.011394	0.0	0.0	0.074026
DKK3	0.001276	0.003563	0.0	0.001731	0.002243	0.002431	0.009492	0.059459
DLGAP1	0.0	0.284576	0.005103	0.0	0.02452	0.049702	0.001195	0.002409
DNAJC5B	0.104071	1.0	0.03645	0.005482	0.001848	0.0	0.000661	0.0
DPP4	0.0	0.009615	0.004934	0.002247	0.001091	1.0	0.826639	0.503529
DSC1	0.0	0.0	0.000116	0.003019	0.002897	0.014332	0.236297	0.004399
DSP	0.976137	0.048862	0.000227	0.0	0.007944	0.001441	0.000365	0.0
DUSP4	0.002606	0.010406	0.002186	0.002585	0.011241	0.382847	0.016246	0.078018
EBF1	1.0	0.816383	0.001813	0.001323	0.00553	0.0	0.000721	0.000536
EBI3	0.023618	0.189493	0.00335	0.002369	0.000799	0.0	0.000639	0.0
ECSCR	0.0	0.0	0.001463	0.0	0.001209	0.010873	0.058584	0.0
EDAR	0.0	0.0	0.000112	0.0	0.000375	0.031712	0.407148	0.004372
EDARADD	0.0	0.0	0.000692	0.048307	0.000933	0.074011	0.005651	0.179947
ELOVL4	0.0	0.0	0.00015	0.001906	0.000527	0.063455	0.004988	0.031217
ENAH	0.305648	0.012415	0.001737	0.005144	0.008987	0.0	0.011087	0.0
EPB41L3	0.0	0.000536	0.968931	0.000174	0.006614	0.004705	0.042271	0.0
EPHB1	0.000532	0.00064	0.001166	0.000266	1.0	0.000259	0.0	0.000337
EPHX2	0.005689	0.008743	0.000792	0.005827	0.0	0.191854	0.745745	0.073765
EREG	0.000996	0.0	1.0	0.000505	0.007468	0.0	0.000714	0.0
ESPN	0.0	0.0	0.0	0.015741	0.00112	0.149121	0.009376	0.069223
ESPNL	0.007473	0.319548	0.0	0.002645	0.006388	0.003116	0.001123	0.001124
ESR2	0.211107	0.657951	0.0	0.010121	0.030018	0.001693	0.00176	0.00572
FAM111B	1.0	0.331421	0.000149	0.013853	0.000189	0.003113	0.000553	0.008289
FAM129C	1.0	0.974845	0.001481	0.000903	0.011393	0.0	5.4e-05	6.5e-05
FAM153A	0.034782	0.006799	0.003229	0.001292	0.0	0.295171	1.0	0.024537
FAM177B	1.0	0.219134	0.0	0.001197	0.060794	0.001164	0.002692	0.000961
FAM184A	0.013104	0.008177	0.0	0.003051	0.003151	0.069555	0.412498	0.038981
FAM30A	1.0	0.977138	0.000519	0.0	0.000686	0.000204	0.006593	0.000135
FAM69B	0.450075	0.02934	0.0	0.001818	0.000347	0.001514	0.003614	0.001167
FASLG	0.000705	0.000615	0.0	0.440789	0.000443	0.004823	0.000528	0.067815
FAT4	0.002148	0.0	0.0	0.367368	0.000974	0.0	0.007468	0.002439
FBLN2	0.054763	0.241929	0.002116	0.007665	0.000304	0.0	0.001319	0.006312
FBLN7	0.000145	0.003019	0.0	0.000794	0.000524	0.166192	0.086743	0.005414
FCER2	1.0	0.15274	0.006692	0.000665	0.004809	0.0	8.3e-05	5.9e-05
FCGR3B	0.0	1.3e-05	0.000293	0.00142	1.0	0.0	4e-06	6e-05
FCN1	1e-06	0.0	0.010203	1e-06	0.000459	0.0	0.0	0.0
FCRL1	1.0	0.416998	0.000213	0.00122	0.005971	4.2e-05	0.000485	0.000149
FCRL2	1.0	0.744453	0.000359	0.00107	0.002461	0.0	0.000395	8.3e-05
FCRL5	1.0	0.635417	0.000449	0.001037	0.000146	0.0	0.00131	0.0
FCRLA	0.519299	1.0	0.000589	0.000943	0.000613	0.0	6.6e-05	0.0
FEZ1	0.0	0.000607	0.004493	0.273367	0.001256	0.001736	0.001533	0.026949
FGFBP2	2.6e-05	0.0	6.5e-05	0.190428	9.7e-05	0.000192	0.000247	0.03888
FGFR2	0.0	0.0	0.015692	0.115952	0.087103	0.275213	0.005406	1.0
FHIT	0.025153	0.006082	0.009896	0.015355	0.0	0.188222	1.0	0.010924
FLT4	0.0	0.0	0.011668	0.020125	0.004193	0.211237	0.233108	0.692326
FMN1	0.18645	0.002952	0.341749	0.003612	0.004822	1.0	0.0	0.001396
FN1	0.007726	0.06436	0.063574	0.007659	0.002254	0.002385	0.532759	0.011354
FPR3	0.0	0.00439	0.350122	0.0	0.002871	0.0	0.000298	0.0
FXYD2	0.054219	0.01638	0.037683	0.0	0.003127	0.088951	0.354818	0.909158
FXYD6	0.00107	0.0	0.349008	0.0	0.002729	0.0	0.000434	0.0
GALNTL6	0.067964	1.0	0.003208	0.0035	0.006073	0.0	0.0	0.0
GDF7	0.129579	0.750188	0.0	0.002075	0.004535	0.044089	0.005618	0.002619
GFPT2	0.013318	0.0	3.9e-05	0.015259	0.000817	0.00896	0.002076	0.069948
GLP1R	0.0	0.0	0.0	1.0	0.020411	0.0	0.000832	0.011808
GNAT2	0.0	0.0	0.011235	0.0	1.0	0.0	0.004625	0.008582
GNG12	0.0	0.0	0.000947	0.0	0.006904	0.024334	0.086164	0.0
GNLY	3e-06	0.0	1.1e-05	0.018045	1e-05	4.3e-05	1.7e-05	0.001839
GPM6A	0.081547	1.0	0.000133	0.001052	0.000296	0.0	7.4e-05	0.0
GPR15	0.0	0.01457	0.012599	0.049476	0.000926	1.0	0.051084	0.16376
GPRC5B	0.0	0.0	0.000632	0.0	0.001691	0.017542	0.086406	0.003632
GREM2	0.0	0.0	0.000431	0.026291	0.002885	0.757008	0.041615	0.029147
GRIK4	0.071118	0.0	0.000297	1.0	0.002493	0.0	0.001784	0.0
GSDMA	0.0	0.0	0.000402	0.01373	0.001152	0.015644	0.026635	0.178381
GZMB	0.000105	0.000176	0.000194	0.382657	8.6e-05	0.0	0.000101	0.03448
GZMK	0.0	0.0	0.000431	0.007965	0.00026	0.050011	0.005272	0.312775
HBG2	0.00283	0.000497	0.003761	0.001405	0.004448	0.0	0.112964	0.0
HBQ1	0.0	0.0	0.000454	0.021615	0.000202	0.0	0.000158	0.0
HEY1	0.0	0.0	0.004071	0.001754	0.44795	0.0	0.000685	0.000581
HIST1H1T	0.0	0.0	0.002309	0.0	1.0	0.003517	0.00117	0.0
HLF	0.0	0.0	0.001145	0.003683	0.004412	0.288533	0.013664	0.020078
HNMT	0.001705	0.0	0.486176	0.000273	0.002677	0.0	0.000215	0.0
HPCAL4	0.0	0.001105	0.000507	0.002081	0.001617	0.234027	0.178281	0.015765
HRH4	0.00675	0.009828	0.0	0.017363	0.109036	0.546173	0.026059	0.035167
HSD11B1	0.0	0.0	0.014021	0.0	0.018381	0.646214	0.011788	0.005462
IGFBP3	0.0	0.001914	0.002539	0.023384	0.001589	0.194605	0.048664	0.315287
IGFBP6	0.0	0.007334	0.003235	0.001371	0.000767	0.023711	0.004896	0.125244
IL1A	0.001047	0.000969	0.194122	0.000225	0.003939	0.0	7e-06	0.0
IL1B	5e-06	0.0	0.036589	3e-06	0.001101	0.0	0.0	0.0
IL1R2	0.0	0.0	0.010654	0.0	1.0	0.000319	0.0	0.000305
IL6ST	0.027558	0.012316	0.101025	0.00931	0.040266	0.119328	1.0	0.015434
INHBB	0.0	0.0	0.001404	0.00104	0.246646	0.0	4.4e-05	0.0
ISM1	0.0	0.0	0.000137	0.0	0.000883	0.324257	0.242874	0.033303
JAKMIP1	0.001349	0.001325	0.00102	0.097647	0.00027	0.271856	0.009846	1.0
KCNG1	1.0	0.019515	0.000219	0.0	0.000281	0.0	0.0	0.0
KCNH8	1.0	0.076618	0.000643	0.000572	0.001597	0.000755	0.00089	0.0
KCNJ15	0.0	0.0	0.019913	0.0	1.0	0.000141	0.000248	0.0
KHDRBS2	1.0	0.440131	0.017482	0.001364	0.000572	0.0	0.000414	0.0
KIAA1257	0.0	0.00345	0.008972	0.003032	1.0	0.003773	0.008893	0.002771
KIAA1671	0.000978	0.0	0.000342	0.061149	0.000569	0.005868	0.012895	0.097952
KIR2DL1	0.0	0.0	3.7e-05	0.060044	0.001186	0.0	4.7e-05	0.000214
KIR2DL3	0.0	0.0	1.2e-05	0.010663	8.3e-05	0.0	0.0	0.000224
KIR2DL4	0.0	0.0	6.6e-05	0.007484	0.000283	0.0	1.5e-05	7.1e-05
KIR2DS4	0.0	0.0	0.000674	0.075254	0.000539	0.000943	0.000169	0.004031
KIR3DL1	0.0	0.0	5.8e-05	0.036395	0.000962	0.0	9e-06	0.003639
KIR3DL2	0.0	0.0	0.00024	0.076836	0.000761	0.004312	0.001189	0.004184
KIR3DX1	0.0	0.007716	0.001135	0.616099	0.00167	0.0	0.001095	0.02285
KLHL14	1.0	0.624002	0.000902	0.001146	0.000411	0.0	0.001394	0.0
KLRC1	0.0	0.0	0.000333	1.0	0.000462	0.0	0.002817	0.163278
KLRC2	0.0	0.001365	0.000189	1.0	0.00023	0.0	0.001753	0.106905
KLRC3	0.0	0.0	0.000951	0.564267	0.001215	0.0	0.00127	0.077045
KLRF1	0.000153	0.000711	0.0005	0.753199	0.000461	0.0	0.000535	0.032217
KLRG1	0.005466	0.001516	0.004695	0.466035	0.0	0.16765	0.041295	1.0
KRT1	0.0	0.0	0.001139	0.0	0.000649	0.309527	0.005231	0.001664
KRT23	0.0	0.0	0.01206	0.000227	1.0	0.000216	3.4e-05	0.000326
KRT72	0.0	0.0	0.000261	0.027265	0.000554	0.02639	0.299839	0.002038
KRT73	0.0	0.0	0.000473	0.039989	0.001503	0.030764	0.316811	0.002689
LAG3	0.0	0.0	0.000461	0.012966	0.003925	0.005422	0.003247	0.119197
LAMC3	0.0	0.00935	0.0	0.0	0.000576	0.000506	0.038127	0.0
LCN2	0.001329	0.000886	0.002298	0.0	0.112257	0.000382	0.000308	0.0
LDB2	0.0	0.0	0.0	0.128544	0.000773	0.0	0.008811	0.001473
LDLRAD3	0.003347	0.0	0.440828	0.000975	0.00639	0.0	0.00194	0.0
LEF1	0.001063	0.0	0.00163	0.0055	0.000248	0.196806	1.0	0.072317
LGALS2	0.0	0.000646	0.814433	0.0	0.004044	0.000184	0.000307	0.0
LGALS9B	0.002916	0.0	7.3e-05	0.542762	0.025697	0.000559	0.001499	0.00088
LILRA4	0.01547	1.0	0.021026	0.00417	0.192855	0.007024	0.001829	0.0
LIM2	0.0	0.0	0.0	0.284382	0.000632	0.001107	0.000135	0.007638
LINGO2	0.002059	0.0	2.1e-05	0.280378	0.000601	0.0	0.000215	0.000689
LMF1	0.0	0.012955	0.004773	0.000775	0.001381	0.172679	0.706471	0.062297
LOC541472	0.184651	0.408085	0.003909	0.0	0.003925	0.0	0.000923	0.0
LOC730102	0.0	0.0	0.304615	0.003222	0.009261	0.0	0.001021	0.0
LPAR3	0.0	0.012744	0.000876	0.009393	0.000852	0.081988	0.026787	0.202139
LRIG3	0.0	0.0	0.0	0.0	0.022827	0.047627	0.576041	0.047457
LRP1	0.004136	0.004073	1.0	0.000736	0.004094	0.006993	0.007542	0.006429
LRRC4	0.003604	0.005036	0.035879	0.002486	1.0	0.00119	0.000608	0.001751
LRRC43	0.0	0.0	0.002721	0.260945	0.006821	0.0	0.002315	0.010152
LRRC7	0.0	0.0	0.002046	0.002347	0.005598	0.002067	0.369963	0.0
LRRN3	0.001961	0.000473	0.001331	0.0	0.001203	0.025127	0.237695	0.010535
LTF	0.003628	0.0	0.00051	0.001465	0.370142	0.0	0.000178	0.0
LYZ	6e-06	0.0	0.055554	2e-06	0.001524	5e-06	4e-06	0.0
MACROD2	1.0	0.109432	0.003865	0.016196	0.006058	0.0	0.006143	0.0
MAF	0.000103	0.0	0.003301	0.046311	0.000608	0.139043	0.005717	0.044863
MAL	7.5e-05	5.5e-05	0.000299	0.0	0.00015	0.111596	0.13178	0.006959
MANSC1	0.004098	0.001079	0.016805	0.0	1.0	0.002701	0.011345	0.001356
MCOLN3	0.0	0.0	0.000878	0.00086	0.002577	0.104244	0.046806	0.005444
ME1	0.00143	0.0	0.046732	0.002634	0.000648	0.005006	0.002228	0.05765
MEOX1	0.0	0.0	0.001109	0.0	0.00062	0.187826	0.051208	0.034097
MGAM	0.0	0.000186	0.01187	0.049684	1.0	0.0	0.000122	0.000458
MITF	0.001658	0.0	0.464231	0.0	0.013969	0.000661	0.000304	0.0
MLC1	0.001433	2e-05	0.020744	1.0	0.009928	0.0	0.002222	0.014745
MME	0.004458	0.000502	0.001661	0.0	1.0	0.000448	0.000416	0.000207
MMP1	0.0	0.004407	0.00071	0.0	0.001435	0.0	0.062626	0.0
MMP25	0.0	3.8e-05	0.005913	0.00049	1.0	0.000297	8.4e-05	0.000443
MMP28	0.0	0.007896	0.000771	0.0	0.00057	0.01785	0.488512	0.007798
MMP9	0.0	0.0	0.003678	7.2e-05	0.561455	0.000351	5e-05	0.0
MOXD1	0.419205	0.150109	7.6e-05	0.002372	0.004921	0.0	0.006669	0.002435
MS4A1	1.0	0.813939	0.001208	0.001064	7e-05	0.000559	0.0	0.009895
MS4A3	0.0	0.0	0.002659	0.000332	0.089429	0.0	0.000753	0.0
MS4A4A	0.006153	0.024878	1.0	0.0	0.013501	0.0	0.0	0.0
MS4A6A	0.000137	0.0	0.443084	3.4e-05	0.024403	0.000418	0.000192	0.000147
MT1E	0.0	0.0	0.013894	0.007964	0.000229	0.012654	0.021782	0.311277
MTMR11	0.0	0.0	0.182801	0.001427	0.000877	0.000348	0.001621	0.000711
MYO1B	0.745029	0.067302	0.0	0.001678	0.003468	0.015873	0.053777	0.005252
MYOF	0.0	0.000273	0.513138	0.000556	0.005393	0.001272	0.00742	0.000264
NCAM1	0.001538	0.00026	0.003619	1.0	0.004279	0.000558	0.0	0.005323
NCR1	0.000726	0.001356	0.003248	1.0	0.053992	0.000377	0.000716	0.011504
NEFL	0.0	0.0	0.000856	0.0	0.002638	0.912498	0.096676	0.010839
NETO1	1.0	0.060223	0.0	0.001058	0.001656	0.0	0.0	0.0
NID1	0.001747	0.0	0.398488	0.0	0.004409	0.001045	0.009939	0.0
NLGN4Y	0.0	0.0	0.001754	0.016398	0.00313	0.0	0.001106	0.444183
NMUR1	0.000659	0.0	0.000249	0.814998	0.002019	0.003991	0.000897	0.064295
NOG	0.0	0.0	0.00063	0.0	0.000607	0.011901	0.649194	0.005835
NPAS2	0.0	0.0	0.001855	0.0	0.001691	0.020457	0.236793	0.005142
NPDC1	0.0	0.0	0.011917	0.000652	0.00768	1.0	0.069078	0.192766
NRCAM	0.00423	0.001886	0.000447	0.0	0.00795	0.0	0.109218	0.004276
NRG1	0.001642	0.0	0.504168	0.0	0.008194	0.0	0.001303	0.0
NT5E	1.0	0.158712	0.0	0.00115	0.000215	0.042799	0.022952	0.03233
NTN4	0.0	0.0	0.000271	0.000932	0.004482	0.165731	0.021944	0.078172
NTNG1	0.037696	0.2095	0.000389	0.009984	0.001535	0.0	0.000634	0.0
NXPH4	0.032084	0.256145	0.0	0.003742	0.001262	0.0	0.002139	0.0
OLFM1	0.001427	0.0	0.27384	0.0	0.002903	0.0	0.000143	0.0
OLFM4	0.003969	0.005524	0.000676	0.003017	0.551149	0.0	0.0	0.0
OSBPL10	0.795834	1.0	0.001359	0.002044	4.4e-05	0.000454	0.000606	0.000243
OTX1	0.011307	0.020526	0.0	0.002701	1.0	0.0	0.000165	0.0
PACSIN1	0.0	0.007706	0.001044	0.00481	0.001103	0.012951	0.008423	0.082084
PANX2	0.0	0.0	0.008814	0.000231	0.347668	0.000203	0.000167	0.0
PAQR5	0.0	0.0	0.000293	0.002745	0.16861	0.0	0.000512	0.0
PARM1	0.465896	0.101035	0.008797	0.000631	0.000632	0.0	0.002272	0.0
PAX5	1.0	0.679951	0.000416	0.00151	0.000112	0.0	2.5e-05	0.0
PCDH1	0.0	0.0	0.000193	0.95482	0.00101	0.0	0.008251	0.069755
PCDH9	1.0	0.086314	0.0	0.010786	0.000485	0.000119	0.006365	9e-06
PCSK1N	0.0	0.0	0.000149	0.0	0.001388	0.07354	0.012298	0.04605
PDCD1	0.0	0.007027	0.001584	0.00284	0.001356	0.138512	0.004716	0.324317
PDGFB	0.0	0.0	0.010183	0.008317	0.002843	0.093548	0.052256	0.234594
PDGFD	0.00064	0.001269	0.0	0.52025	0.002012	0.00194	0.000624	0.062787
PHOSPHO1	0.000407	0.000819	0.001764	0.003281	1.0	0.000111	0.0	0.001
PI16	0.035119	0.009226	0.0	0.005647	0.006927	0.586407	0.036712	0.044321
PI3	0.0	0.0	0.000263	0.00036	0.354633	0.0	3.8e-05	0.0
PID1	0.001026	0.0	0.633225	0.000902	0.002532	0.0	0.0	0.0
PKIG	0.985332	1.0	0.001622	0.0	0.00066	0.000925	0.005642	0.00228
PLA2G7	0.000477	0.0	0.227339	0.0	0.002465	0.0	5e-05	0.0
PLD4	0.199299	1.0	0.057639	0.000881	0.002834	0.00027	0.000626	0.0
PLEKHG7	0.027293	0.317528	6.6e-05	0.004424	0.001855	0.0	0.001185	0.002129
PLEKHH2	0.064349	0.06815	0.002151	0.0	0.014159	0.155679	1.0	0.045804
PLIN5	0.0	0.00384	0.027339	0.0	1.0	0.002184	0.002871	0.005146
PLS3	0.0	0.0	0.002761	0.0	0.001341	0.054826	0.057889	0.002198
PLXDC1	0.001279	0.0	0.006441	0.060008	0.004682	0.124376	1.0	0.130178
PLXNB2	0.000653	0.013473	0.809177	0.0	0.003186	0.000274	0.000787	0.000231
PNOC	0.769903	1.0	0.029927	0.001134	0.001129	0.000422	0.000848	0.0
POU2AF1	1.0	0.945912	0.001784	0.001014	0.000204	0.003246	0.007736	0.0
PPP1R14A	0.08932	0.225143	0.001144	0.001694	0.000478	0.0	0.000691	0.0
PPP1R14C	0.0	0.0	0.005468	0.001214	0.001216	0.002355	0.000513	0.034671
