Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell
MMP25	27.887798	24.159923	54.898416	33.714498	26.507233	38.630152	167.153017	35.653552	37.014126	27.616578	49.681395	41.162143	29.037509	275.048951	63.353442	42.22659	29.567596	53.925595	47.026403	29.055998
MMP8	17.198906	14.465381	15.037825	10.17883	9.318403	16.589225	41.06901	13.563454	11.404919	44.572114	7.394264	6.948941	24.059479	9.997669	23.82023	14.00398	17.536167	11.97298	35.790045	22.452493
MMP9	22.020235	22.460579	71.048437	19.121285	30.565612	41.192762	479.801002	31.306045	24.329045	1082.375474	3825.404778	2402.56263	43.25798	14.534043	29.451714	46.078957	40.63705	213.215089	80.783036	40.173535
MOCS3	28.761606	24.299619	30.824446	16.58147	19.857629	25.993057	32.078836	33.99311	24.969369	38.803114	25.069081	27.340857	41.483213	18.869865	14.927211	37.887512	23.783114	18.789631	40.20538	24.591459
MPO	14.566961	13.239024	43.198404	34.880547	16.046429	29.213562	41.159018	23.447348	16.635142	45.479235	45.855922	42.880359	27.958006	72.8887	30.978605	15.113319	879.922955	21.327809	23.478977	21.211638
MPPED2	14.501921	10.993897	10.305006	12.257029	13.972698	20.841707	16.876208	15.069221	11.919634	15.594695	6.65776	6.769345	17.570814	9.555447	16.979727	11.346468	27.695689	14.547355	11.16469	25.845648
MRPL3	255.071865	342.391224	148.095675	236.470862	148.606767	145.315835	45.634884	204.307622	207.723698	100.968763	111.359692	165.734104	309.60766	63.405157	74.057517	903.288469	816.340803	170.231027	446.754327	79.456447
MRPL4	48.491099	53.510907	39.612616	41.804354	38.097691	34.676542	17.326545	53.745949	60.7536	45.006093	43.657143	45.236235	90.724336	20.699527	11.309007	87.901298	50.055728	33.411145	92.440234	31.306231
MS4A1	1518.542733	1425.959673	23.624898	16.373152	17.084305	23.599104	31.438092	25.687031	29.09363	18.177337	12.435397	13.626376	15.781221	24.885814	57.174162	19.754349	19.03951	19.240838	78.463525	14.108921
MS4A6A	23.840581	22.166089	446.048556	285.909853	22.32234	39.22915	86.604565	62.511952	19.856361	110.812924	84.453534	675.750915	36.473171	216.227021	38.895714	13.142594	84.641099	161.105148	32.117381	43.908639
MT1X	43.618082	72.140467	149.809474	185.10213	103.874123	68.890617	86.176673	132.530483	162.443045	199.526207	624.849502	146.602072	201.18525	60.41167	67.638641	221.999743	119.873684	79.438375	69.072537	37.566048
MTMR11	20.352026	18.38268	179.564981	194.876801	35.276543	27.489013	32.297852	37.92173	23.231725	47.218556	45.061238	33.356051	25.985822	35.995076	16.342581	16.634058	23.38404	52.584733	39.632004	28.679173
MTSS1	136.833853	110.100048	67.895716	199.655697	122.446425	134.126352	30.107368	45.310135	41.456778	51.224605	53.515305	86.251774	73.791774	47.419903	31.833963	27.85776	35.824888	104.303879	25.862018	45.051617
MUC1	21.15941	25.360144	24.309448	20.359561	25.788929	16.519176	31.797983	31.924194	29.018633	27.32528	61.029106	27.572684	33.583377	29.694779	24.002279	31.138081	43.883654	38.70461	31.150458	168.447873
MYLIP	131.391102	118.916417	97.701217	307.902186	225.332085	131.508224	266.957808	150.01503	131.21379	49.449869	105.479133	111.74344	45.35543	684.669364	123.091213	84.54223	126.183317	196.025262	40.018574	37.044678
NAGA	56.918086	64.641531	193.452331	253.911961	44.329254	40.045886	39.678142	53.572599	40.308289	103.273568	82.301948	150.593305	164.862168	31.446662	29.904059	65.506892	82.70445	99.476183	77.758441	68.614923
NBN	71.558353	105.049169	87.183403	73.595585	169.809757	102.763161	169.780826	64.779692	81.174063	75.75723	107.383916	69.558193	61.549086	57.856174	178.244292	92.436443	114.397344	79.740635	50.550549	28.481623
NBR1	61.079901	66.606362	63.478412	21.869924	73.091448	54.015345	71.626657	58.810694	69.582731	35.00807	20.301084	32.997768	87.73089	26.12004	128.577885	87.393357	35.374724	27.352792	129.494635	28.171768
NME1	176.186247	233.52819	82.868615	123.789816	53.056751	54.002661	43.197605	110.453121	121.382951	135.481919	91.866551	106.057962	351.918976	40.359591	38.173911	454.432273	636.154175	99.924562	509.07225	285.792178
NOTCH4	35.386104	29.446933	30.033923	82.35066	40.02537	27.009172	25.004261	26.049263	22.245078	22.837366	25.50794	16.457332	31.516706	21.50202	27.590954	17.958455	24.797951	20.098326	27.610472	29.0777
NOV	18.685799	13.593262	18.18954	22.753984	20.272267	15.79636	116.420838	18.72602	14.682938	33.428137	24.621323	28.346076	19.469776	32.711642	45.327816	14.896248	23.093895	19.122639	16.949947	22.849851
NPEPPS	70.26796	77.2394	81.254098	70.583677	241.197871	61.617603	113.237158	80.709665	81.319427	31.246253	59.871167	74.879931	54.369239	129.18536	140.203799	106.969532	82.533166	102.608601	42.282147	33.223622
NR4A2	48.230551	60.676807	44.378568	237.047362	937.663102	87.959475	179.093779	97.480891	170.097323	19.620665	49.373216	34.249654	49.64216	179.533355	103.189407	121.023405	147.691623	112.927004	69.097567	12.652635
NRG1	15.558008	14.297764	41.974092	20.084322	20.306958	15.010718	21.691122	18.196528	16.365356	13.308543	11.224971	11.929372	20.2966	14.266314	17.326129	12.092518	12.901273	21.649547	15.276184	14.442313
NRGN	23.024125	20.875755	183.156218	129.233601	34.199155	29.186406	72.8599	41.339907	29.902046	32.367839	24.088339	47.573654	61.241037	27.200958	19.744434	22.555611	47.949498	27.737916	33.352733	62.374135
NUDT1	69.077524	78.845213	55.355002	129.69746	73.514465	52.286829	21.416308	78.876525	86.944648	181.827243	40.586782	64.728852	57.01744	62.901288	12.661107	78.907102	279.654092	125.895397	23.265285	312.489187
NXT1	116.470466	97.110422	93.772891	225.249908	156.154896	98.999333	105.740605	164.150397	224.056743	50.34836	187.901648	191.35917	79.756476	155.127614	89.827221	220.956538	243.795467	217.32286	163.338339	79.600575
NXT2	47.130859	70.971962	64.947039	110.436086	90.646294	66.086125	55.637105	58.756905	59.648458	35.526101	94.351477	85.265605	220.756116	53.752361	29.759779	79.54871	79.104757	93.796849	36.443814	100.776301
OLFM1	13.015912	13.603529	37.202375	55.595725	13.392056	17.612825	18.555871	19.501765	15.312107	23.47824	23.836636	21.128798	17.247371	11.502681	18.034496	12.701929	19.206385	24.965363	18.239404	25.823821
OR2F1	14.705465	11.758545	18.765612	13.921443	15.638387	15.288038	18.940282	18.142429	12.856058	20.78211	9.727019	9.947481	24.352629	10.100194	20.922957	13.351206	15.198518	12.761771	18.959694	17.303378
OR2J2	12.482022	10.83052	13.327599	14.863942	7.645069	11.626898	15.812214	14.175469	9.688608	23.936919	8.206225	8.262144	14.477809	12.429202	7.961652	9.119287	9.13408	13.681019	10.817018	31.453587
ORM1	15.922593	16.182976	24.142762	22.196142	12.49927	15.945409	185.875282	17.526099	16.91123	43.18347	71.607499	15.634066	16.810126	21.490147	12.715256	8.145658	14.887871	15.722678	15.696599	50.761562
OSBPL10	105.278523	104.869939	16.340269	11.229483	20.490086	18.609009	21.347561	19.387839	18.371116	20.364002	16.201821	23.093357	16.262919	11.486394	22.977182	19.380567	23.420195	16.473223	48.382862	14.938525
PALLD	25.612387	25.649088	52.110787	43.404097	34.00972	60.396199	20.7719	25.142992	22.000018	90.717933	64.220082	322.839532	59.61768	660.417709	10.13307	17.983118	22.758238	127.072675	14.170945	55.390979
PANX1	25.542392	34.666781	49.183798	50.369655	80.050548	50.002509	24.171302	46.199168	44.615341	48.919503	93.926979	38.536156	57.919752	23.516535	29.982679	63.785534	36.47834	53.397597	33.607998	22.645455
PAX5	212.025286	169.26117	23.444126	15.458401	21.445564	20.578075	24.081326	18.675271	22.346667	22.052208	12.432153	10.260643	23.533675	9.278338	35.318889	20.027486	38.734785	16.972492	43.329057	40.009481
PDGFB	23.899041	18.279732	23.785801	19.348625	14.802611	21.254071	21.918929	23.793776	22.101126	32.430576	31.85218	39.577951	21.497696	21.547493	18.798034	15.182914	22.140192	29.783514	24.158839	132.150355
PDK4	21.18425	14.581064	68.8027	123.613442	15.184665	20.581843	36.611015	22.074513	14.733716	26.753803	32.039133	41.872915	15.143374	19.410778	125.205551	10.274054	22.585063	32.800723	14.620722	23.45818
PGLYRP1	16.898476	14.748401	26.528751	21.397766	17.987482	20.276139	169.471845	21.153206	18.578705	45.077452	16.973305	17.564939	20.660928	30.703169	53.204637	8.959322	23.013781	16.893025	22.097281	21.543899
PHEX	22.604715	21.865499	18.762702	15.933052	14.805312	17.646354	30.842584	23.688283	22.578339	16.45506	13.085658	13.123202	15.994278	16.708634	19.501602	22.024607	9.925041	17.808453	31.334576	116.527892
PI3	25.143567	20.632043	33.552777	14.969003	16.042712	34.375455	486.95299	18.812796	16.402216	30.77307	18.590268	12.491856	15.019609	12.868174	15.993177	14.584191	13.128197	14.666681	17.407045	21.851552
PIK3CG	73.094665	68.211915	42.021654	143.056456	146.060281	102.466016	121.694664	58.978775	50.712067	36.371577	85.420994	81.712739	31.681813	184.595216	66.941616	65.664238	34.451611	88.262767	25.789171	53.972231
PLAT	15.91152	13.035531	12.767167	11.083174	18.944618	18.630138	21.211834	17.851873	11.147667	13.376957	14.389554	11.157077	312.298203	16.172317	17.539343	15.804892	11.081472	23.921633	11.266314	19.297408
POU2AF1	793.327089	579.456401	18.192298	9.692728	22.353088	23.048092	22.954448	41.105262	26.712652	25.879546	13.441854	16.72148	12.960419	17.652717	80.29677	20.443178	23.855564	14.442516	1310.106229	22.610489
PPA1	277.606414	419.289092	427.74706	362.78887	142.905488	137.42057	69.693782	369.031768	423.191534	241.342297	883.864571	284.584418	322.189795	93.883827	123.4163	793.81504	1293.448964	890.925262	802.612297	88.079506
PRKCDBP	14.327049	13.253207	28.742332	14.322473	23.986781	21.208686	21.074361	28.401701	19.858587	62.963825	86.782184	61.967763	14.127348	25.91366	33.745278	19.712961	10.963871	81.667445	17.862754	43.094877
PROM1	10.999749	12.136555	12.405049	11.005328	13.183178	20.423755	25.806534	17.04839	13.775688	20.763279	8.904687	12.974965	16.385968	50.303246	39.672248	16.293329	482.323548	14.404714	12.708673	22.298243
PRR5	26.369859	40.280446	24.589936	48.478808	56.899755	53.612956	26.159001	53.461784	103.090247	30.94439	39.218156	35.892602	25.909922	22.287093	16.698144	52.24102	68.206875	20.416526	53.668916	52.808248
PSAT1	30.480608	57.121705	25.691858	13.4421	14.38953	40.847336	24.810619	47.408175	46.893141	51.904892	27.617124	24.651705	159.275685	13.27271	15.19006	168.17416	28.714631	19.254096	207.378496	39.00566
PTPN13	11.16302	13.445071	11.927413	27.804878	18.404209	18.935545	18.831615	28.351635	9.517159	29.569704	10.596448	11.97721	9.772316	13.26801	25.724642	13.957284	9.740782	17.116207	7.50366	15.679463
PTPRK	83.326893	50.564377	11.041974	9.916379	9.662548	15.273718	19.195316	19.687985	33.091166	14.195345	9.348226	7.011989	34.877299	13.770152	39.124357	14.331748	10.062623	18.468739	43.844265	16.034233
PTPRS	17.827093	20.316518	20.210858	20.141727	19.410067	17.755843	24.430627	19.67726	17.898817	26.289424	14.624034	15.116618	16.858969	24.130406	12.615328	13.239731	20.918908	21.051771	13.935024	91.559541
PTTG2	20.322344	17.333057	13.241007	13.211793	9.337962	34.944826	26.942736	27.906485	26.150858	23.541527	47.705921	43.386717	18.640631	25.442434	12.822901	17.985143	8.546223	20.547819	9.551035	45.214047
QPRT	16.628459	20.068741	26.073509	56.570705	28.564415	28.995796	30.655331	28.504768	26.647453	41.053492	47.82859	262.219569	93.178084	29.601149	17.2497	29.60998	82.680798	43.404399	100.279233	71.915279
RAB9A	112.656083	117.689962	202.109963	230.459046	193.043414	164.497857	136.101817	115.546283	168.414553	210.023228	334.077305	314.48347	94.818004	231.146273	142.720277	213.001511	213.261784	759.246469	198.726244	159.411716
RAMP1	20.763808	22.082496	27.566317	20.236275	48.186293	60.146005	35.903709	30.163972	29.838614	33.586393	22.138471	192.592609	29.20721	15.524146	22.904495	43.123134	42.537009	149.72134	44.592273	124.167655
RARRES2	19.151999	21.000169	17.366198	24.326163	26.548726	13.937281	36.111842	18.251094	14.93854	22.800414	17.230226	14.775298	9.304641	18.60402	20.662631	11.14549	19.957553	23.10603	13.393015	265.737651
RETN	15.529069	17.078614	89.125022	76.806437	24.128485	23.915684	41.769625	30.156369	23.797983	25.833441	15.702533	13.807824	22.385371	24.071315	15.551512	18.609333	30.808057	24.327235	22.401027	31.963717
RNASE1	19.07773	14.86287	22.78343	20.365257	19.810501	16.36249	21.783092	20.195138	14.834357	535.900264	98.189993	293.296595	18.636832	16.39812	18.88089	12.993463	25.758481	54.149381	19.099538	48.527355
RNF122	48.469659	33.319447	54.715564	121.338048	39.727234	39.727066	92.694158	38.806549	37.639975	60.200543	33.337548	31.926228	35.366936	52.942859	62.406769	35.78511	38.828065	41.327867	148.069968	32.21021
RPL7	1033.574633	504.558697	164.136183	248.201605	852.595087	96.489851	87.506276	393.376581	420.372669	63.055888	121.95721	185.192881	126.865787	298.823192	98.339192	118.768751	330.120154	388.134499	217.995344	79.760586
RRAS	27.640827	21.462155	108.601952	388.54064	43.283645	41.636776	21.897825	73.411387	38.427517	129.871414	271.274825	203.627594	37.195031	44.869255	12.842061	31.235143	34.671722	99.031446	43.166935	102.012278
S100A12	14.044553	14.821336	655.939071	103.536381	29.626233	71.479678	617.979315	46.030848	27.259701	20.016516	31.095649	13.012204	20.560017	19.981576	43.821596	14.7543	58.425356	39.995036	123.81851	11.834322
S100B	9.971537	10.043027	9.601538	10.452426	18.790179	34.356598	11.656743	11.942484	22.328655	20.238801	10.358643	11.899717	11.873899	9.762509	10.503554	9.271949	8.389109	29.674311	10.105681	15.514153
S100P	15.494395	17.961812	117.668221	91.227635	25.231224	28.551515	741.148128	34.511334	28.068305	30.920071	27.529592	20.798301	43.586551	702.588322	1026.492039	25.051946	46.27062	16.120875	35.423633	16.095204
SCRN1	126.582676	230.92432	85.137569	225.967248	141.024658	67.689144	42.815461	33.915159	43.238825	30.874629	73.293637	90.385334	33.314178	99.020904	84.318116	30.401079	196.390983	134.783702	168.317944	114.814918
SDC1	24.798875	24.556989	20.626486	24.603969	23.520503	16.402889	26.789665	24.605142	19.219757	37.53327	25.554459	31.127249	19.106555	28.042081	16.316515	15.832975	21.861688	31.559053	996.563832	47.389321
SEC63	101.040874	95.0505	52.204347	64.649207	227.474336	53.770877	55.63382	77.730973	78.176038	40.254247	39.466444	44.340271	61.142757	65.950375	80.920445	70.502098	78.217186	65.938201	149.417529	63.673806
SERPINF2	25.165407	19.522715	22.717928	18.716837	15.753627	23.071006	21.027773	20.766168	17.823478	26.427075	22.968984	27.100463	24.251685	15.270162	8.418959	16.923375	20.484242	37.783758	29.915322	178.780591
SETBP1	149.477137	157.685031	25.125514	79.180727	140.016199	86.325128	26.226904	28.088925	36.941034	21.244005	17.205978	20.812313	11.299973	32.2871	31.012933	67.903298	45.555132	27.93847	77.955959	62.136996
SF3A3	96.658359	95.600659	109.447711	273.013646	188.179845	106.43066	90.562512	191.030686	191.068666	115.001505	146.546483	184.997574	76.565412	263.91632	70.536535	165.706371	220.032352	221.12181	54.315493	77.452224
SFTPD	12.11588	10.954136	26.135152	111.008415	27.51035	15.686397	21.006976	19.814971	13.736567	21.637851	11.760854	17.679207	16.931202	15.249774	10.32077	9.696179	13.408106	32.913468	9.981407	25.894058
SFXN3	22.731724	32.319373	79.386929	104.424083	146.879539	65.457673	59.411549	62.79976	70.137174	163.681368	49.675081	52.549458	140.562714	52.215067	77.072774	67.004259	59.282462	60.784315	26.167822	53.825662
SH3BP2	78.168433	44.213994	61.609032	78.314255	77.291273	73.510308	89.699659	42.022317	46.301601	34.941952	29.562566	28.184269	25.027619	24.318786	64.229262	37.374672	25.438504	36.888183	26.656363	28.250988
SIDT1	252.993243	167.513647	23.93276	30.601711	141.075299	65.242529	37.560114	80.33372	87.954197	40.838413	14.048635	13.890627	17.865861	50.332963	34.099601	120.109697	54.581168	27.397941	66.133314	56.191839
SIGLEC6	31.381166	65.913751	22.011177	30.17147	28.75293	28.086152	33.318228	27.619728	21.341474	34.516732	17.207657	20.742556	149.195466	39.984324	27.315162	21.01843	14.957768	22.486888	18.946217	77.828973
SLC12A3	18.573363	22.501971	21.132358	26.68073	16.308177	14.653929	24.892589	19.161144	17.721205	24.523042	11.621312	11.100721	19.668612	13.58495	15.883879	13.107683	20.477783	17.957539	22.91768	64.935478
SLC15A3	86.774867	68.714793	258.09511	457.180637	40.41398	29.092799	331.892613	45.339175	24.499045	550.079284	1508.414675	1224.507916	28.375164	31.651178	17.188038	10.073251	54.450142	371.492818	50.340933	47.547334
SLC17A5	42.41731	44.369869	52.4116	55.07441	44.431964	33.760255	70.253047	53.276451	40.912831	204.920275	23.011273	37.038666	62.590542	18.666991	28.407142	53.978668	58.73791	36.064504	105.096643	30.656659
SLC1A4	68.940654	80.552557	40.325698	74.900672	55.319101	48.355708	34.522247	37.776411	40.88737	84.879877	117.395652	53.088537	61.846674	88.175762	31.884438	134.191471	75.41653	62.483196	392.219417	100.473857
SLC38A1	488.024869	298.443971	28.947314	24.709206	377.681461	139.456718	62.9614	310.166576	424.882276	24.955668	21.826577	21.153176	40.402033	67.823631	224.980625	264.455439	153.167668	104.800042	306.882129	71.19978
SLC4A1AP	83.468921	84.079826	72.042072	54.333815	250.100631	66.835475	72.094629	77.116089	92.181389	69.751602	73.529014	71.101557	48.25522	91.597223	57.71279	105.214212	71.121172	66.337441	64.393294	27.363516
SLC6A13	20.435571	24.569672	28.771477	22.954602	20.980487	36.727811	33.085362	25.769611	26.840665	29.192645	41.57943	36.114688	33.843904	35.264914	26.529615	25.037985	15.494101	19.43796	75.419691	123.994654
SLC7A7	169.237973	135.184048	1028.398024	1426.352821	59.044589	55.355787	181.125691	71.833994	30.822721	209.814874	1257.300977	647.250127	47.593465	33.285783	39.207945	21.647626	97.776393	161.763661	275.039335	16.820741
SLCO2B1	13.728612	14.800601	22.331528	24.066926	13.859578	17.757702	24.280528	17.744589	14.833089	357.987464	144.379303	353.058568	66.411431	18.115565	17.587367	16.021624	28.021023	39.63364	25.392715	31.158849
SMARCD3	18.017934	19.66572	75.884838	51.763415	30.655101	22.967105	33.630249	34.850507	30.188219	19.71619	38.19507	36.757718	36.328443	21.40466	13.845868	17.444801	32.233512	23.897048	19.454202	29.063207
SOCS2	19.538202	25.226707	20.363483	16.489048	66.635863	55.133924	40.245825	64.01039	41.691954	27.158096	51.89447	30.662962	71.352492	1285.060803	54.299096	114.556121	119.39348	46.505508	38.504335	17.148116
SPAG4	11.325725	11.478598	15.264936	12.15739	19.158438	19.834579	28.812174	20.486664	19.669296	24.249901	21.615168	18.606778	39.707811	28.451624	14.249735	27.398451	19.143335	17.240859	371.180718	35.86771
STAB2	18.306329	15.571111	18.54075	22.528609	12.849539	13.713616	17.771878	19.768259	14.392314	26.621206	9.210147	7.147536	18.586773	14.869716	17.791254	11.603472	19.265754	16.84272	29.251201	28.827014
STEAP4	9.119141	10.57654	36.08464	16.201424	11.647294	13.536278	197.015525	14.149387	10.475475	15.495361	12.781317	13.029812	15.956456	20.372495	13.262141	10.164701	9.008594	17.826863	5.98215	15.17292
SYNE1	69.68298	40.631993	17.818347	13.062745	163.114596	39.497149	27.903777	23.558685	40.115046	18.085011	15.641658	19.558229	17.426693	16.342785	192.272073	21.128659	14.256763	19.451726	21.166104	17.017515
TAGLN	48.646936	37.709929	48.993052	122.899658	29.541961	30.253449	36.827382	28.872517	22.634231	23.947112	47.473968	43.976212	23.930994	51.777857	29.139971	26.5308	27.389737	38.594379	25.703237	28.326611
TBC1D8	27.254079	26.302264	73.24457	184.537478	40.435291	28.48446	41.414845	32.155992	22.748651	47.224905	89.97544	75.585088	41.938751	38.652698	34.079369	22.839244	29.304907	122.21801	22.52972	31.028954
TCL1A	793.890032	67.192697	27.088836	20.958407	15.089499	22.536261	35.2503	30.97811	26.965616	26.761426	14.626984	13.342963	18.974899	16.790544	34.238572	22.28995	51.304379	18.18706	58.392945	257.262746
TFEC	15.146478	34.273917	85.969385	24.001196	13.396333	22.695569	29.90247	15.6308	13.695922	54.297703	44.374457	53.039233	14.940536	15.100772	16.880091	17.101015	53.590011	49.780044	13.1997	54.633744
TGM3	18.672002	16.300634	20.784568	20.90622	16.165135	17.601321	155.504756	18.110154	19.168334	27.696014	18.643415	15.849489	19.602274	31.52757	18.459372	20.616826	13.56061	24.3912	26.35515	37.607696
TLL1	9.806159	9.853894	8.570944	13.931963	12.206779	11.96126	19.529872	11.446312	9.165693	12.452952	7.336204	7.513473	8.211164	14.311125	14.598182	11.299388	5.551838	13.338376	8.011406	95.110366
TLR5	19.843174	17.460772	131.547064	130.596679	23.757186	29.172926	95.833017	40.447733	23.713976	89.117851	42.20772	96.719577	21.433739	16.366559	24.187346	21.285088	22.254458	39.306336	22.179602	19.809178
TLR8	9.326644	10.197071	213.831991	197.109053	24.188523	31.481498	292.420631	25.793749	12.253403	69.954581	160.354789	88.426538	12.390629	16.069998	14.268155	12.103841	19.198504	82.842296	10.645465	22.79954
TM4SF5	13.144281	13.514463	16.795639	13.754338	14.892832	10.951245	19.070997	17.053159	17.365242	18.941427	7.056287	7.145807	21.415564	8.325165	11.553384	13.47751	15.18266	16.986616	48.576764	22.379722
TMC6	156.008214	112.477344	76.38329	219.0221	75.476948	145.328436	69.311177	151.529697	143.680756	115.210189	141.064862	189.397456	67.441982	119.978909	68.320255	80.448631	54.381447	105.893547	69.494617	80.230144
TMEM9B	293.101347	228.573028	262.318771	521.719466	362.024989	166.937887	131.588834	173.928996	182.808903	378.329686	338.709121	403.590934	165.65791	397.370783	319.54577	211.255829	153.463967	343.477066	237.806661	81.125367
TMF1	70.625121	60.706412	61.090016	47.031195	268.254172	67.253678	89.352496	80.817243	78.484571	45.294419	45.748351	45.817185	42.784169	81.460693	65.890176	83.921351	83.076419	60.810435	48.965697	44.231381
TNFRSF13B	124.133207	338.895192	33.107358	23.649437	40.935346	31.21117	34.023114	29.125857	25.752761	30.730162	16.406338	15.627486	21.171895	10.10383	21.092295	29.890241	37.180651	20.347301	179.71401	28.444222
TNFRSF25	18.995314	17.451847	28.864617	33.156779	52.951485	47.508162	29.25071	216.573247	131.381049	20.802744	13.7575	18.546814	17.918993	13.188372	10.26021	66.391757	37.763779	26.443589	19.723471	31.992937
TNNI2	16.102059	16.359424	32.202723	89.57081	19.939048	15.385139	62.88622	19.372397	14.147284	75.772996	36.851402	42.340209	15.470233	49.549443	17.239503	8.243401	30.354557	34.952897	13.257698	90.998102
TOMM22	100.576434	129.372456	98.182643	283.978538	92.057883	110.385209	50.822614	129.369659	112.300811	64.217611	126.506229	134.698281	97.004875	89.980878	18.947199	116.932793	133.710211	204.709071	103.887267	57.787875
TOMM34	80.379447	59.490119	71.872539	117.270555	33.665272	50.046656	70.406795	88.149934	77.745914	86.374166	113.789171	97.693357	86.604014	130.427354	39.187759	125.419841	100.268802	346.509197	133.883525	68.193609
TRAF3IP2	76.053841	60.215861	35.081902	15.748095	37.040323	30.006094	39.107844	48.639992	35.132365	31.0978	53.077523	29.147313	27.026936	62.792291	32.183553	25.540992	32.52301	45.146253	22.867023	25.92959
TRAK1	154.95303	109.652149	71.061341	128.523418	80.691011	54.649855	61.096939	53.641504	51.151459	79.817529	95.151292	93.652984	37.641573	77.644816	45.834056	47.265315	72.653979	102.732659	71.532559	39.435003
TRAT1	7.602024	10.179532	12.37832	13.7525	16.3826	29.139072	34.052008	233.619902	167.224774	22.332863	13.846022	10.402862	7.90875	85.34811	21.43144	204.139124	8.327837	17.831877	13.586566	45.77862
TREM1	30.079688	20.021537	189.038658	138.306372	16.857379	26.904589	769.950144	27.585641	22.57252	21.731906	60.239799	36.983424	21.372804	18.433463	31.077328	13.067561	36.339881	72.967739	29.709965	31.584105
TREML2	59.04704	33.622569	30.880067	38.213187	17.296613	26.363851	164.560937	27.612468	24.340533	22.517845	24.994337	30.28352	26.484259	52.631172	61.241102	25.736811	30.542854	22.12558	31.455028	33.772779
TRIB1	25.602814	35.533092	121.463386	206.812509	36.198403	27.74017	145.082925	72.855255	30.539571	80.262626	351.065142	440.992267	90.7217	147.058398	587.531069	36.756787	35.724998	249.75382	1094.112287	127.108803
TSPAN7	12.981302	11.847036	11.478765	15.329422	15.337593	12.502929	28.079896	17.00232	14.055431	12.812273	10.389817	42.686842	17.792821	13.094569	21.433891	22.85325	40.930453	17.215214	46.690806	20.178509
TUBB6	49.540871	81.367522	84.652872	56.615364	47.479817	29.116678	24.681594	33.205838	32.226433	103.75001	174.303105	203.20431	172.222695	25.16917	24.110248	32.497326	170.881843	175.122667	50.835865	125.387001
TULP2	38.289484	21.118409	25.525752	31.476398	22.228108	13.930949	35.925752	20.5217	16.024883	34.022782	8.486431	10.022635	18.850074	10.511064	18.530229	19.193374	19.341453	14.938388	26.313281	45.671166
TYRO3	17.435112	13.564413	21.301592	12.410238	12.9492	16.951365	21.001576	19.319012	15.128492	26.941883	21.34569	18.537986	22.00658	15.92271	10.252365	15.932346	17.711974	17.042779	23.143497	39.316333
UBE2J1	168.249447	316.486268	133.782872	365.069793	196.047608	92.658411	142.908453	98.398444	96.246187	70.893536	225.380084	187.877026	93.390708	289.346478	119.907104	94.232789	158.806213	162.939558	755.396137	92.266391
ULK2	16.382609	18.548793	34.846275	105.275696	63.011389	42.807536	27.077287	33.900296	32.038608	21.978049	43.445832	37.428174	24.066775	42.140711	25.351211	22.748981	27.000754	42.928965	16.124716	30.017961
WEE1	70.375352	162.492604	18.315532	16.898348	52.714224	45.89694	40.39497	43.890361	52.214372	27.584476	29.493918	22.905962	104.060825	67.890295	88.50318	110.091846	123.562292	37.631752	36.692971	24.306755
YTHDF3	89.49165	106.918051	137.70576	178.31002	448.823763	93.153565	199.934037	107.526416	105.570998	117.037653	96.037127	98.943623	92.368509	138.926155	152.13815	195.410953	127.92949	147.142716	54.070767	74.977108
ZDHHC13	48.139217	46.437612	25.584119	26.453911	49.292934	44.316425	44.759653	47.275107	53.746935	29.581447	44.326729	37.377875	47.182126	47.263817	130.803086	48.472729	31.561259	54.653496	32.560696	36.075264
ZNF180	21.947955	23.672059	42.684087	29.386068	48.376187	28.462633	36.944821	37.490384	26.046003	44.669762	11.159899	10.36369	42.509676	13.899326	38.80975	54.285333	41.74897	21.249647	15.487063	15.10172
ZNF189	50.613583	52.431255	67.020295	32.684124	44.143079	49.641924	71.167059	48.392426	41.599172	52.926244	51.875213	47.874599	67.814208	64.527545	48.319712	103.466538	145.85621	65.041942	49.140035	38.548225
ZNF34	23.090766	21.930932	37.692189	86.518237	35.528131	42.7392	33.737855	35.839276	34.693169	57.516148	42.127202	48.465928	26.272883	86.370701	12.854795	36.127624	34.858307	46.604482	25.291855	20.967011
ZNF552	54.907389	52.576011	29.827523	25.611868	44.522506	38.524592	31.517125	38.825543	46.393698	25.046679	21.135924	18.715038	29.427277	37.881023	181.422366	27.558131	25.552384	26.763197	29.038417	35.407014
ZNF593	45.727084	57.627538	54.503882	155.782646	51.397472	37.569888	24.822334	77.247055	77.265505	63.230452	113.078329	95.599543	69.75902	58.61634	10.944533	83.12565	75.546627	98.786585	127.375595	64.587392
