Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
CCR5	0.316844	0.313897	0.283035	0.2832	0.411962	0.353389	0.454935	0.443375
CCR8	0.631051	0.723323	0.868732	0.742936	0.610382	0.856288	0.559945	0.665119
CD160	0.157287	0.194261	0.139568	0.185623	0.12039	0.097962	0.129334	0.119069
CD163	0.587872	0.711011	0.469254	0.551552	0.43776	0.41879	0.569683	0.507643
CD19	0.067805	0.073447	0.069978	0.107844	0.156428	0.154036	0.109687	0.122445
CD1C	0.073438	0.06986	0.074841	0.084769	0.080957	0.081004	0.064708	0.072876
CD200	0.086156	0.088118	0.069978	0.102577	0.124363	0.127739	0.115997	0.128018
CD24	0.077831	0.068612	0.084765	0.084883	0.132432	0.143033	0.091562	0.118191
CD300E	0.631741	1.0	0.424353	0.384377	0.461132	0.44503	0.400047	0.438422
CD34	0.438019	0.544537	0.504261	0.744601	0.600981	0.817951	0.684966	1.0
CD36	0.339782	0.312903	0.328429	0.297528	0.381485	0.457859	0.425143	0.316051
CD40LG	0.606113	0.441623	0.623722	0.657409	0.716165	0.755262	1.0	0.894641
CD5	0.571378	0.510905	0.755341	0.725817	0.729757	0.788268	0.90146	1.0
CD70	0.156356	0.111809	0.14339	0.179481	0.134904	0.139921	0.075336	0.140548
CD79A	0.087968	0.096372	0.094672	0.175551	0.220744	0.21495	0.14484	0.20214
CD8A	0.130572	0.123142	0.138262	0.156943	0.173502	0.165984	0.190718	0.185348
CD8B	0.146537	0.132158	0.187707	0.207766	0.213287	0.212581	0.254088	0.250124
CDH2	0.105851	0.002734	0.09501	0.110553	0.152381	0.135344	0.177313	0.167347
CFAP58	0.094603	0.110921	0.06659	0.093056	0.128037	0.108928	0.056143	0.071788
CFH	0.212031	0.202846	0.209728	0.217939	0.180382	0.215361	0.207627	0.194939
CHL1	0.15954	0.117605	0.093313	0.212964	0.181395	0.135168	0.139359	0.151068
CHN1	0.095925	0.085569	0.129995	0.124143	0.152256	0.141634	0.149419	0.161038
CHSY3	0.2359	0.549524	0.348554	0.467912	0.247638	0.433408	0.010604	0.308188
CLDN9	0.387429	0.417544	0.413829	0.381107	0.389115	0.221344	0.324137	0.257335
CLEC10A	0.95314	1.0	0.794413	0.863462	0.486781	0.448383	0.411341	0.443669
CLECL1	0.086547	0.0938	0.084386	0.119726	0.153155	0.149689	0.124995	0.10057
CLIC3	0.329008	0.353162	0.300629	0.303365	0.096457	0.070992	0.109703	0.147685
CMTM2	0.010155	0.010128	0.008366	0.007996	0.023213	0.011929	0.013347	0.010495
CNTNAP2	0.092911	0.117583	0.109849	0.101062	0.08083	0.064116	0.070051	0.068389
CNTNAP3	0.007816	0.007462	0.004919	0.006281	0.025145	0.018648	0.011862	0.011052
COBLL1	0.029567	0.030118	0.029075	0.039487	0.034551	0.040063	0.031304	0.034798
COL19A1	0.025897	0.025126	0.024496	0.030476	0.033211	0.036002	0.028104	0.030619
COL4A3	0.069553	0.068134	0.072373	0.089495	0.078285	0.089387	0.053923	0.05593
COL4A4	0.238161	0.230848	0.259728	0.295094	0.244927	0.282997	0.221969	0.27323
COL5A3	1.0	0.870921	0.881161	0.932509	0.531842	0.476544	0.612653	0.613009
COL6A2	0.712152	0.699271	0.639527	0.725959	0.371884	0.331395	0.386178	0.478458
CORO2B	0.877398	0.899593	0.516566	0.872276	0.942979	0.953564	0.789986	1.0
CPA5	0.730015	0.842345	0.83909	0.882077	0.931644	1.0	0.881115	0.909025
CPNE5	0.168987	0.194479	0.179693	0.336755	0.274218	0.285617	0.222653	0.276397
CPNE7	0.75551	0.594188	0.770317	0.63145	0.373259	0.53122	0.515528	0.550087
CPVL	0.816195	0.949754	0.713757	0.627204	0.794095	0.91022	0.814187	0.663473
CRTAM	0.473074	0.42145	0.480486	0.512954	0.503544	0.511284	0.519615	0.538973
CSF3R	0.086069	0.099066	0.076578	0.070368	0.095536	0.06109	0.086655	0.085686
CTAG2	0.0	0.020444	0.422321	0.019891	0.023908	0.020844	0.0	0.0
CTGF	0.000563	0.002849	0.162883	0.16341	0.415914	0.168512	0.000176	0.170767
CTLA4	0.239176	0.212044	0.299188	0.318411	0.397441	0.394434	0.303449	0.339243
CXCL10	0.661453	1.0	0.76697	0.580314	0.888001	0.877514	0.508989	0.513537
CXCL2	0.021128	0.015437	0.015012	0.013157	0.020488	0.014568	0.015102	0.018884
CXCR1	0.011656	0.012091	0.009203	0.012364	0.025825	0.009743	0.008277	0.007197
CXCR2	0.007185	0.007921	0.005976	0.007223	0.016544	0.005794	0.00505	0.005086
CXCR6	0.157209	0.143151	0.144865	0.153664	0.16858	0.141562	0.192955	0.199929
CYP1B1	0.305441	0.305441	0.260922	0.212949	0.397675	0.369218	0.365988	0.344799
CYP26B1	0.0	0.0	0.0	0.0	0.082889	0.0	0.0	0.0
CYP4F22	0.830502	1.0	0.791772	0.740339	0.787123	0.820656	0.704784	0.755392
CYP4F3	0.011597	0.013819	0.016612	0.020683	0.030535	0.022414	0.017893	0.018311
DAB1	0.322795	0.352763	0.343467	0.389555	0.365574	0.321868	0.541756	0.256153
DACT1	0.176374	0.141521	0.1884	0.172667	0.190489	0.20711	0.161527	0.171928
DBNDD1	0.341216	0.372773	0.374026	0.42031	0.430427	0.386618	0.443483	0.451007
DCLK2	0.356693	0.396339	0.32436	0.42157	0.51075	0.626615	0.407946	0.449593
DDO	0.954073	1.0	0.880796	0.767414	0.815995	0.783973	0.873195	0.857297
DENND5B	0.153995	0.156795	0.156862	0.188352	0.164916	0.189487	0.167443	0.154876
DGKK	1.0	0.879645	0.82861	0.686366	0.106711	0.119496	0.142785	0.176075
DKK3	0.670233	0.670012	0.74611	1.0	0.605805	0.477518	0.605089	0.667348
DLGAP1	0.004253	0.003307	0.008401	0.319447	0.455334	0.35688	0.308874	0.283768
DNAJC5B	0.404602	0.412287	0.33898	0.410582	0.463432	0.488473	0.483638	0.398827
DPP4	0.189679	0.183245	0.222448	0.245664	0.310315	0.343889	0.264284	0.259268
DSC1	0.80747	0.696379	0.828973	0.887096	0.609166	0.753641	0.738388	0.762139
DSP	0.154742	0.143751	0.156253	0.163555	0.147774	0.158949	0.145985	0.141147
DUSP4	0.16315	0.143027	0.170381	0.12754	0.193089	0.184629	0.129401	0.171711
EBI3	0.51208	0.721385	0.504277	0.454894	0.877452	0.971193	0.482464	0.86
ECSCR	0.004898	0.358442	0.0	0.363313	0.839744	0.395887	0.936254	1.0
EDAR	0.359894	0.35957	0.41937	0.404664	0.439379	0.490956	0.47981	0.500985
EDARADD	0.719116	0.783022	0.65338	0.757939	0.607941	0.734543	0.581903	0.596122
ELOVL4	0.485235	0.445082	0.520737	0.461455	0.878415	0.730941	0.825296	0.679805
EML6	0.109848	0.098048	0.111761	0.143971	0.122273	0.139692	0.10351	0.110856
ENAH	0.574249	0.567858	0.5795	0.585973	0.624178	0.704301	0.637546	0.607498
EPHB1	0.007293	0.004472	0.00523	0.007399	0.00517	0.006049	0.005029	0.005238
EPHX2	0.346598	0.328768	0.441786	0.48473	0.371217	0.43459	0.472449	0.476704
EREG	0.072494	0.053971	0.052516	0.039002	0.051376	0.049474	0.046821	0.047095
ESPN	0.800928	0.840857	0.933954	1.0	0.829849	0.581615	0.534379	0.995073
ESPNL	0.438245	0.393802	0.22464	0.36932	0.272381	0.339346	0.270134	0.303687
FAM111B	0.064323	0.060588	0.068222	0.063588	0.063739	0.064873	0.069361	0.064381
FAM129C	0.229566	0.233838	0.218103	0.341595	0.315347	0.34594	0.224513	0.235052
FAM153A	0.502331	0.384945	0.486463	0.564441	0.548012	0.655434	0.635848	0.585788
FAM177B	0.147004	0.137341	0.13935	0.194599	0.148441	0.160847	0.163112	0.106621
FAM198B	0.436651	0.465795	0.396312	0.349817	0.433102	0.446247	0.476405	0.351247
FAM69B	0.327032	0.373019	0.32062	0.355476	0.345436	0.357597	0.330496	0.362997
FASLG	0.539614	0.544816	0.454068	0.397402	0.297067	0.283329	0.339297	0.312507
FAT4	0.381669	0.376589	0.369301	0.283911	0.134268	0.158846	0.134158	0.129329
FBLN2	0.359932	0.437247	0.425127	0.43562	0.530678	0.507936	0.523984	0.564004
FBLN7	0.604934	0.666722	0.707919	0.729083	0.636049	0.615741	0.673142	0.705146
FCER2	0.049491	0.057191	0.047508	0.074796	0.096079	0.079146	0.071254	0.079276
FCGR3B	0.000718	0.000998	0.000474	0.001098	0.013014	0.002452	0.000966	0.001014
FCN1	0.580791	1.0	0.34912	0.316852	0.39312	0.36638	0.39312	0.402107
FCRL1	0.028102	0.028736	0.029323	0.04285	0.056053	0.063031	0.038658	0.040371
FCRL2	0.063656	0.06392	0.062162	0.092042	0.172523	0.192198	0.131307	0.122009
FCRL5	0.049793	0.047007	0.050843	0.071875	0.198068	0.2281	0.133393	0.159535
FCRLA	0.027086	0.026614	0.026353	0.034833	0.057445	0.050509	0.040502	0.043085
FEZ1	0.232608	0.233861	0.208098	0.205029	0.239819	0.223432	0.213483	0.224897
FGFBP2	0.443562	0.344028	0.335965	0.31316	0.089951	0.060221	0.098911	0.114254
FGFR2	0.8926	0.949545	0.923117	0.964246	0.902332	0.842878	1.0	0.917491
FHIT	0.235021	0.185905	0.30449	0.306846	0.231901	0.282077	0.25911	0.264306
FLT4	0.862106	0.975449	0.928886	1.0	0.880369	0.935372	0.899242	0.987035
FMN1	0.066343	0.07172	0.084515	0.08224	0.219733	0.203373	0.211573	0.213633
FN1	1.0	0.766605	0.941493	0.716728	0.544966	0.67231	0.731114	0.697116
FPR3	0.970892	1.0	0.744357	0.892866	0.608848	0.621631	0.470771	0.703158
FXYD2	0.355335	0.363505	0.44004	0.492441	0.576964	0.425375	0.458697	0.466636
FXYD6	0.836684	0.951178	0.779349	0.782129	0.735585	0.739123	1.0	0.821609
GALNTL6	0.040498	0.039164	0.047754	0.063351	0.025768	0.031217	0.051676	0.03138
GDF7	0.204176	0.34216	0.176673	0.243515	0.181084	0.129085	0.010521	0.257665
GFPT2	1.0	0.683792	0.505733	0.754168	0.858668	0.752758	0.732858	0.846561
GLP1R	0.546613	0.48491	0.82564	0.460359	0.39633	0.422635	0.633239	0.519676
GNAT2	0.892094	0.603502	0.649637	0.511034	1.0	0.709931	0.630807	0.443181
GNG12	1.0	0.090265	0.692542	0.830695	0.700236	0.724374	0.061969	0.054175
GNLY	1.0	0.934786	0.782937	0.813407	0.342601	0.241825	0.358544	0.455691
GPM6A	0.028516	0.036258	0.038054	0.02865	0.068725	0.070625	0.04489	0.050776
GPR15	0.40527	0.39758	0.3961	0.398274	0.292365	0.252539	0.274323	0.311385
GPRC5B	0.735071	0.977925	0.86189	0.742149	0.809584	1.0	0.77403	0.791764
GREM2	0.257151	0.254039	0.291243	0.207061	0.313199	0.29843	0.26169	0.357227
GRIK4	0.544836	0.597442	0.542106	0.572363	0.071192	0.002493	0.081725	0.065805
GSDMA	0.930561	1.0	0.872815	0.827304	0.754623	0.729464	0.622189	0.743486
GZMB	0.545641	0.400035	0.31611	0.298494	0.062878	0.042388	0.059137	0.069398
GZMK	0.133871	0.091638	0.156623	0.156522	0.306826	0.28371	0.269102	0.295212
HBG2	0.32753	0.616696	0.405714	0.533919	0.334058	0.328038	0.596134	0.320873
HBQ1	0.004378	1.0	0.764211	0.339642	0.473964	0.749587	0.819444	0.563559
HEATR9	1.0	0.749038	0.762226	0.736083	0.53975	0.686733	0.727143	0.6623
HEY1	0.078595	0.08386	0.058078	0.060815	0.045743	0.04951	0.040599	0.045039
HIST1H1T	0.017821	0.022875	0.021865	0.02544	0.020188	0.026384	0.025417	0.018638
HLF	0.33766	0.339428	0.40004	0.36786	0.358614	0.358943	0.348995	0.387171
HNMT	0.388513	0.3403	0.319732	0.312939	0.375828	0.296925	0.321817	0.286597
HPCAL4	0.434397	0.392392	0.518288	0.493664	0.50336	0.532826	0.499026	0.596537
HRH4	0.856862	0.7263	0.797404	0.728438	0.981936	1.0	0.809237	0.894035
HSD11B1	0.003427	0.116182	0.289905	0.173084	0.361524	0.313448	0.279	0.260739
IGFBP3	0.507775	0.468568	0.571749	0.574103	0.486533	0.457664	0.443417	0.498454
IGFBP6	0.568018	0.560523	0.284471	0.496637	0.543555	0.678814	0.587034	1.0
IL1A	0.013388	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1B	0.001177	0.00157	0.001082	0.001227	0.004029	0.004685	0.001118	0.001191
IL1R2	0.018382	0.023087	0.016473	0.018572	0.02278	0.013384	0.011293	0.0139
INHBB	0.121067	0.09267	0.145122	0.120224	0.002972	0.01029	0.118779	0.096943
ISM1	0.498027	0.597847	0.614642	0.555936	0.664381	0.717354	0.674564	0.930688
JAKMIP1	0.148172	0.155942	0.158817	0.154702	0.214339	0.205588	0.188024	0.209249
JCHAIN	0.223094	0.162773	0.276994	1.0	0.342743	0.456062	0.230674	0.42782
KCNG1	0.058544	0.073376	0.067154	0.081509	0.070771	0.079193	0.057852	0.072866
KCNH8	0.08638	0.080325	0.098758	0.127798	0.088215	0.111451	0.079523	0.096709
KCNJ15	0.025074	0.033583	0.021146	0.02018	0.046193	0.029576	0.029422	0.022506
KHDRBS2	0.070952	0.058483	0.070231	0.074327	0.10145	0.102445	0.056476	0.061779
KIAA1257	0.083485	0.05769	0.093589	0.083068	0.134163	0.08324	0.091632	0.070766
KIAA1671	1.0	0.973838	0.983254	0.974893	0.82397	0.839366	0.9308	0.97326
KIR2DL1	1.0	0.956054	0.774773	0.750741	0.396275	0.294124	0.497938	0.5052
KIR2DL3	0.880698	1.0	0.681065	0.706305	0.339992	0.302183	0.349757	0.352858
KIR2DL4	0.927141	1.0	0.855153	0.965646	0.757017	0.603219	0.805795	0.806825
KIR2DS4	0.279533	0.412842	0.311277	0.375801	0.954698	0.826443	1.0	0.988119
KIR3DL1	0.959549	1.0	0.735102	0.728428	0.395021	0.403653	0.522408	0.520035
KIR3DL2	0.701244	0.70867	0.62278	0.547439	0.859925	0.745828	0.878471	0.987539
KLHL14	0.088124	0.086053	0.082131	0.156523	0.118161	0.135441	0.106251	0.109205
KLRC1	0.227262	0.192267	0.228762	0.216692	0.278408	0.21364	0.228762	0.262322
KLRC2	0.191161	0.155636	0.216244	0.194062	0.192889	0.174728	0.157328	0.234207
KLRC3	1.0	0.652863	0.794707	0.856029	0.357792	0.291766	0.301733	0.362693
KLRF1	0.422701	0.269435	0.356595	0.290781	0.107551	0.085374	0.110474	0.115989
KLRG1	0.101225	0.087409	0.105481	0.100481	0.139436	0.120614	0.136361	0.13952
KRT1	0.224664	0.20684	0.256078	0.279782	0.191104	0.144285	0.218932	0.231885
KRT23	0.020887	0.02335	0.020527	0.013719	0.038067	0.023639	0.027146	0.024822
KRT72	0.73957	0.697361	0.832236	0.897967	0.394483	0.369681	0.46174	0.46174
KRT73	0.744322	0.670848	0.795334	0.86256	0.337107	0.331538	0.375884	0.423535
LAG3	0.61081	0.585506	0.595962	0.611823	0.855336	0.736453	0.847635	1.0
LAMC3	0.63013	0.809387	0.869121	0.860927	0.622605	0.626565	1.0	0.773033
LARGE1	0.027829	0.030114	0.024299	0.034369	0.022053	0.030771	0.030424	0.026675
LDB2	0.684089	0.651689	0.594585	0.527971	0.543961	0.348677	0.40038	0.546198
LDLRAD3	0.869417	0.94979	0.803592	0.758463	0.891576	0.929526	0.928272	0.891881
LEF1	0.194442	0.132099	0.290135	0.241269	0.202078	0.272685	0.292365	0.260486
LGALS2	0.084334	0.106276	0.086042	0.086767	1.0	0.865201	0.871015	0.930693
LGALS9B	0.702335	0.777014	0.560556	0.56597	0.30941	0.284578	0.37586	0.366413
LILRA4	0.713403	0.717438	0.747259	1.0	0.436622	0.473352	0.46442	0.533692
LIM2	0.937024	1.0	0.859018	0.865957	0.631299	0.428347	0.45682	0.667279
LINC00494	0.202072	0.201105	0.193196	0.246611	0.20778	0.21385	0.155028	0.165326
LINC00926	0.117112	0.104175	0.110187	0.173989	0.161328	0.18645	0.10966	0.106363
LINC01550	0.376369	0.332219	0.479784	0.472658	0.373876	0.438096	0.409339	0.413417
LINGO2	0.417368	0.4648	0.408945	0.396881	0.11565	0.1542	0.156069	0.076901
LMF1	0.817508	0.857532	0.827839	1.0	0.766422	0.658869	0.752182	0.829551
LPAR3	0.003965	0.195925	0.243964	0.243773	0.484662	0.33675	0.54579	0.597683
LRIG3	0.0	0.0	0.0	0.954358	0.0	0.0	0.0	0.0
LRP1	0.780537	0.896309	0.623949	0.608077	0.490729	0.514901	0.536118	0.518824
LRRC43	0.840494	0.835673	0.755248	0.716838	0.388106	0.514888	0.449942	0.532175
LRRC7	0.465581	0.229969	0.186863	0.460369	0.195909	0.199129	0.282738	0.199129
LRRN3	0.622321	0.508664	0.651101	0.681556	0.628855	0.735147	0.801974	0.744986
LTF	0.220606	0.177499	0.311946	0.268593	0.853083	1.0	0.492084	0.840214
LYZ	1.0	0.976931	0.976931	0.549787	0.976931	0.976931	0.987463	0.976931
MACROD2	0.394243	0.402817	0.460658	0.471439	0.528528	0.465712	0.464039	0.520204
MAF	0.431537	0.418896	0.402667	0.388029	0.364375	0.325808	0.356313	0.394844
MAL	0.501001	0.412997	0.641766	0.547715	0.55892	0.601257	0.595793	0.624329
MB21D2	0.131644	0.137306	0.125281	0.125674	0.147374	0.138115	0.107707	0.122801
MCOLN3	0.7793	0.890629	0.884855	0.893139	0.790061	1.0	0.92147	0.91988
ME1	0.865503	0.949198	0.821496	1.0	0.567273	0.622563	0.739129	0.593605
MEOX1	0.769249	0.873065	0.859058	0.802759	1.0	0.888411	0.959867	0.90607
MGAM2	0.052904	0.000262	0.036072	3.9e-05	0.030751	0.055361	0.00099	0.000168
MIR99AHG	0.418875	0.40966	0.496415	0.005882	0.350791	0.432706	0.0	0.608461
MITF	0.367258	0.396941	0.463037	0.39933	0.490875	0.467373	0.542281	0.473357
MLC1	0.223801	0.246894	0.200529	0.186828	0.090889	0.085644	0.098671	0.10775
MME	0.003185	0.002616	0.002594	0.003857	0.010873	0.004724	0.004182	0.004177
MMP1	0.533354	1.0	0.529675	0.047272	0.005469	0.547643	0.01349	0.048326
MMP25	0.027327	0.031834	0.026157	0.030893	0.050908	0.030569	0.030251	0.03961
MMP28	0.48867	0.453676	0.609561	0.63211	0.548377	0.587816	0.602157	0.66029
MMP9	0.041139	0.044437	0.038977	0.043708	0.065793	0.055384	0.055672	0.058556
MOXD1	0.404324	0.36617	0.558926	0.854654	0.42145	0.348577	0.305228	0.544807
MS4A1	0.067379	0.051259	0.066658	0.102158	0.193106	0.23055	0.129489	0.122954
MS4A4A	1.0	0.89843	0.804781	0.757084	0.950094	0.911295	0.839037	0.816688
MS4A6A	0.928425	0.757714	0.742165	0.57897	0.722343	0.781546	0.881721	0.732703
MT1E	0.367637	0.365587	0.351963	0.381687	0.301135	0.277015	0.305274	0.343767
MTMR11	0.680107	0.753222	0.62133	0.522614	0.517009	0.487842	0.489857	0.483025
MYCL	0.889026	0.948553	0.809001	0.62908	0.718251	0.627709	0.772162	0.873818
MYO1B	0.369422	0.345486	0.348182	0.316296	0.38717	0.429124	0.313619	0.425764
MYOF	0.612484	0.861279	0.555651	0.575088	0.707953	0.656352	0.602189	0.490177
NCAM1	0.289533	0.297807	0.274277	0.24767	0.10733	0.098777	0.106166	0.117892
NCR1	0.193009	0.179499	0.133525	0.151334	0.057791	0.042415	0.052905	0.065601
NEFL	0.330383	0.303327	0.351032	0.315371	0.238368	0.229004	0.228281	0.251791
NETO1	0.073723	0.055314	0.055998	0.072051	0.065547	0.07743	0.088088	0.05682
NID1	0.773632	1.0	0.741918	0.684427	0.6741	0.798868	0.874128	0.744224
NLGN4Y	0.641286	0.401512	0.678325	0.622691	0.498241	0.472739	0.367491	0.377094
NMUR1	0.535646	0.6307	0.53642	0.50982	0.246208	0.215263	0.251347	0.292262
NOG	0.493283	0.469467	0.652699	0.617923	0.70164	0.770679	1.0	0.943282
NPAS2	0.797063	0.797419	0.953861	1.0	0.794438	0.82408	0.881473	0.889224
NPDC1	0.868025	1.0	0.947029	0.96388	0.78464	0.605646	0.749297	0.895229
NRCAM	0.86004	0.545775	0.848922	0.845992	0.865195	1.0	0.915733	0.933762
NRG1	0.387457	0.533485	0.370332	0.349836	0.403762	0.357411	0.467197	0.443822
NT5E	0.088438	0.078618	0.084736	0.097201	0.092258	0.110552	0.110819	0.105317
NTN4	0.336034	0.399935	0.509613	0.434903	0.550962	0.579675	0.428998	0.620659
NTNG1	0.326864	0.199859	0.284529	0.186265	0.321444	0.394366	0.218347	0.208975
NXPH4	0.452276	0.611298	0.605859	0.595919	1.0	0.960115	0.745025	0.60592
OLFM1	0.780942	1.0	0.697307	0.724289	0.378884	0.438263	0.243884	0.47294
OLFM4	0.305844	0.326407	0.45268	0.336784	1.0	0.990374	0.730311	0.856696
OSBPL10	0.031851	0.037704	0.032263	0.044902	0.051365	0.048151	0.037754	0.04475
OTX1	0.004681	0.005329	0.002809	0.068995	0.058066	0.005142	0.0	0.071885
PACSIN1	0.865719	0.749423	0.890597	1.0	0.562916	0.561946	0.609509	0.691884
PANX2	0.158753	0.208849	0.125262	0.146131	0.206477	0.163468	0.172869	0.185175
PAQR5	0.82207	0.926911	0.925948	0.984933	0.963715	0.930176	1.0	0.995949
PARM1	0.238801	0.256275	0.209196	0.332768	0.248192	0.264622	0.248844	0.260554
PAX5	0.071435	0.078091	0.095359	0.115894	0.090006	0.1036	0.099055	0.083801
PCDH1	0.290514	0.329333	0.310912	0.267235	0.074998	0.073578	0.090781	0.127036
PCDH9	0.107802	0.112491	0.089298	0.118686	0.105664	0.136857	0.114108	0.100819
PCSK1N	0.815965	0.912056	0.671984	0.941876	0.860052	0.717986	0.975937	1.0
PDCD1	0.578457	0.587945	0.462398	0.65568	0.467954	0.462486	0.541388	0.531442
PDGFB	0.87983	0.797832	0.980947	1.0	0.748792	0.740881	0.858288	0.874918
PDGFD	0.237599	0.206935	0.200687	0.197972	0.146333	0.139665	0.143593	0.156965
PHOSPHO1	0.063079	0.089562	0.053876	0.063414	0.06843	0.042974	0.040209	0.043103
PI16	0.234308	0.240839	0.292991	0.274555	0.25649	0.245422	0.28467	0.308449
PI3	0.014279	0.049646	0.014183	0.044554	0.093563	0.045713	0.018972	0.009692
PID1	0.632836	0.823996	0.501037	0.471163	0.300331	0.31178	0.318751	0.320992
PKIG	0.038988	0.045585	0.04409	0.053267	0.071798	0.062248	0.050526	0.058724
PLA2G7	0.853585	1.0	0.635958	0.599624	0.72928	0.766756	0.773108	0.781164
