Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
CHL1	0.754808	0.500616	0.540783	0.623171	0.950447	1.0
CHN1	0.531795	0.503522	0.58256	0.515916	0.601587	0.572594
CHSY3	0.991288	0.667786	0.983539	0.534023	1.0	0.703189
CLDN9	0.411033	0.627226	0.867586	0.980828	1.0	0.93877
CLEC10A	0.792035	1.0	0.647856	0.741858	0.542321	0.678534
CLEC17A	0.087812	0.088544	0.060696	0.072246	0.074895	0.082728
CLECL1	0.299462	0.29533	0.163984	0.145256	0.129937	0.162665
CLIC3	0.014703	0.022151	0.032261	0.037408	0.025356	0.031722
CMTM2	0.053161	0.060566	0.039025	0.045467	0.048307	0.073389
CNTNAP2	0.076396	0.090595	0.053738	0.052932	0.039541	0.056355
CNTNAP3	0.122897	0.134209	0.096593	0.10172	0.128399	0.123275
COBLL1	0.114536	0.105895	0.088517	0.09464	0.143843	0.133609
COL19A1	0.052506	0.054358	0.042009	0.042368	0.048993	0.0511
COL4A3	0.042003	0.079731	0.096618	0.110843	0.112526	0.126754
COL4A4	0.476701	0.430714	0.481145	0.567747	0.617889	0.546549
COL5A3	0.467641	0.488098	0.634941	0.545156	0.545156	0.894359
CORO2B	0.598588	0.770969	0.361507	0.684109	1.0	0.905127
CPA5	0.606155	0.421002	0.391799	1.0	0.32254	0.553795
CPNE5	0.0541	0.048854	0.040766	0.061597	0.039299	0.09819
CPNE7	0.729007	0.718427	0.683968	0.908947	0.861453	1.0
CPVL	0.939724	1.0	0.228373	0.287444	0.161934	0.243713
CRABP2	0.156609	0.207354	0.537108	0.868997	0.786704	0.792208
CSF3R	0.017028	0.025093	0.013901	0.012827	0.030336	0.023937
CSPG4	0.553801	0.67074	0.673585	0.801061	0.674594	0.811984
CTAG2	0.0	0.000359	0.770153	0.0	0.588499	0.003396
CTLA4	0.256972	0.26632	0.220163	0.286181	0.264858	0.325069
CXCL10	0.621483	0.575853	0.431141	0.417274	0.557072	1.0
CXCL2	0.389221	0.311899	0.501096	0.482595	0.723723	0.744679
CXCR1	0.018439	0.019572	0.015753	0.020688	0.015546	0.015555
CXCR2	0.014445	0.016177	0.007939	0.009838	0.009652	0.010177
CXCR3	0.237167	0.329914	0.335531	0.423222	0.367768	0.414719
CXCR6	0.391171	0.42387	0.427228	0.508938	0.349589	0.37221
CYP26B1	0.777348	0.607719	0.728578	0.922593	1.0	0.681844
CYP4F3	0.062446	0.072296	0.041819	0.041856	0.052662	0.04358
DAB1	0.786947	0.883157	0.580042	0.62089	0.871403	1.0
DACT1	0.295175	0.300892	0.237596	0.267694	0.192636	0.246512
DGKK	0.222003	0.237687	0.26439	0.286377	0.205995	0.20907
DKK3	1.0	0.981716	0.916986	0.760015	0.816331	0.92201
DNAAF1	0.155867	0.158651	0.115567	0.104058	0.149492	0.137313
DNAJC5B	0.966165	1.0	0.601605	0.586631	0.475434	0.593749
DOK7	0.364337	0.583401	1.0	0.827792	0.820119	0.881779
DSC1	0.273241	0.223958	0.220379	0.295054	0.291846	0.302233
DSP	0.349562	0.293303	0.528862	0.554669	1.0	0.521367
DUSP4	0.764506	0.682408	0.882274	1.0	0.927019	0.992643
EBF1	0.067001	0.157795	0.22086	0.123768	0.130866	0.125918
EBI3	0.581397	0.657757	0.721137	0.863187	0.728612	1.0
ECSCR	1.0	0.79454	0.040671	0.542741	0.00707	0.420065
EDAR	0.165474	0.187663	0.207907	0.338721	0.271468	0.255351
EDARADD	0.964822	0.97345	0.81894	1.0	0.873767	0.978245
EGR1	0.094225	0.084541	0.075775	0.079504	0.093002	0.069576
ELOVL4	0.801372	0.854665	0.917749	1.0	0.891903	0.980801
EML6	0.284647	0.248359	0.290334	0.237183	0.287735	0.2542
EMP1	0.89289	0.712487	0.888472	0.857576	0.752234	0.958778
ENAH	0.666131	0.540311	0.973837	0.932861	0.977936	1.0
ENHO	0.85644	0.98316	0.7989	1.0	0.734251	0.910714
EPB41L1	0.437903	0.445002	0.675511	0.524104	0.986643	0.590235
EPHB1	0.051355	0.058092	0.038086	0.042147	0.058835	0.044771
EPHX2	0.194337	0.189403	0.186167	0.159122	0.212052	0.225001
ERBB2	0.244107	0.324813	0.525026	0.585371	0.484861	0.414609
EREG	0.121208	0.108298	0.140471	0.14702	0.152282	0.163417
ESPN	0.585816	0.602249	0.732428	0.955622	0.784609	1.0
ESPNL	0.0	0.361035	0.284857	0.313363	0.466894	0.288872
ESR2	0.811213	1.0	0.760663	0.895169	0.980569	0.870131
F13A1	0.973457	1.0	0.206587	0.224237	0.137195	0.144853
FABP3	0.177693	0.184155	0.138401	0.168597	0.144557	0.170206
FAM111B	0.223177	0.19084	0.166437	0.161339	0.154307	0.156397
FAM129C	0.044702	0.051972	0.036479	0.033946	0.041785	0.042717
FAM153A	0.130473	0.126657	0.079625	0.132176	0.165226	0.173395
FAM177B	0.250066	0.270851	0.108046	0.191307	0.254601	0.172069
FAM184A	0.867112	0.716334	0.576509	0.622016	0.711864	0.702018
FAM19A1	0.713289	0.597448	0.340647	0.358352	0.613387	0.530611
FAM69B	0.387351	0.433878	0.509433	0.540692	0.44175	0.462858
FASLG	0.247254	0.264384	0.241671	0.259703	0.213623	0.220361
FAT4	1.0	0.823639	0.670993	0.949844	0.861877	0.734208
FBLN2	0.680107	0.547431	0.716687	0.748762	0.65691	0.58074
FBLN7	0.809363	0.864764	0.852632	0.951876	0.860995	0.930732
FBN2	0.878897	0.821316	0.765599	0.840049	1.0	0.880163
FCER1A	0.960262	1.0	0.41687	0.496021	0.4618	0.61152
FCER2	0.011486	0.013084	0.009024	0.008071	0.006957	0.006084
FCGR3B	0.038352	0.044349	0.016025	0.021075	0.02289	0.028257
FCN1	0.205656	0.325801	0.140578	0.221408	0.147415	0.173898
FCRL1	0.00807	0.009481	0.005219	0.00685	0.007264	0.008456
FCRL2	0.026639	0.029772	0.024686	0.027609	0.030891	0.031801
FCRL5	0.085571	0.087983	0.061431	0.064824	0.080328	0.076498
FCRLA	0.017019	0.015379	0.009852	0.015732	0.009963	0.012023
FEZ1	0.309271	0.2337	0.225939	0.241844	0.26064	0.304491
FGFBP2	0.011582	0.012014	0.010544	0.014301	0.009995	0.010304
FGFR2	0.882392	0.759885	1.0	0.919015	0.840241	0.773724
FHIT	0.091603	0.086073	0.069336	0.159195	0.123231	0.080452
FLT4	0.827654	0.932493	0.928225	1.0	0.992989	0.925181
FRMD7	1.0	0.007504	0.815808	0.862218	0.85287	0.0
GALNTL6	0.166764	0.2091	0.239424	0.225941	0.250344	0.211652
GDF15	0.171654	0.186629	0.316765	0.320242	0.331701	0.318935
GDF7	0.581302	0.54184	0.46862	0.717036	0.635226	0.573332
GFPT2	0.583934	0.542365	0.517131	0.529002	1.0	0.940752
GNAT2	0.774914	0.541278	0.498645	0.930964	1.0	0.702279
GNLY	0.0164	0.02562	0.027771	0.025816	0.024438	0.02667
GPC4	0.02713	0.020016	0.044221	0.014397	0.029571	0.016105
GPM6A	0.255188	0.225907	0.198654	0.181532	0.183102	0.185001
GPNMB	1.0	1.0	0.443274	0.549164	0.377551	0.425074
GPR15	0.155634	0.136093	0.110958	0.181639	0.154222	0.212078
GPR171	0.480261	0.482966	0.427116	0.487705	0.511499	0.670235
GPRC5B	0.662631	0.591609	0.569507	0.694606	0.940743	1.0
GREM2	0.723421	0.788198	0.761013	0.827106	0.965167	1.0
GRIK4	0.607603	0.207744	0.456789	0.595746	0.490269	0.145283
GSDMA	0.914351	1.0	0.622349	0.764876	0.712307	0.764719
GZMB	0.048839	0.067376	0.037973	0.044195	0.052591	0.069196
GZMK	0.102908	0.115759	0.082099	0.118077	0.095212	0.116052
HBG2	0.288719	0.315128	0.357753	0.297809	0.359233	0.407554
HEATR9	0.675047	1.0	0.884907	0.733849	0.566169	0.537177
HEY1	0.798308	0.779482	0.895948	1.0	0.853443	0.962193
HIST1H1T	0.364257	0.516391	0.534995	0.46528	0.560141	0.512968
HKDC1	0.780223	0.774942	0.864275	1.0	0.776283	0.793402
HLF	0.747942	0.764215	0.846363	0.793532	1.0	0.722298
HMSD	0.015511	0.399481	0.289693	0.92283	1.0	0.574295
HPCAL4	0.163235	0.334044	0.196647	0.191324	0.2914	0.241873
HRH4	0.965242	1.0	0.862153	0.813313	0.723455	0.796319
HSD3B7	0.103604	0.114244	0.107741	0.116584	0.114376	0.118825
ICOS	0.278796	0.277534	0.183701	0.229924	0.243694	0.278642
IER3	0.001441	0.001103	0.000906	0.001138	0.000689	0.000736
IFNG	1.0	0.908935	0.390326	0.562073	0.722198	0.788312
IGFBP3	0.298573	0.314281	0.771477	0.900437	1.0	0.98555
IGFBP6	0.369886	0.505178	0.501301	0.652785	0.868533	1.0
IGLL5	0.048297	0.079076	0.065027	0.07911	0.058918	0.04294
IGSF9B	0.618001	0.821497	0.479607	0.776185	1.0	0.809707
IL1A	0.197321	0.215636	0.261382	0.314341	0.382313	0.420904
IL1B	0.003145	0.002924	0.005513	0.006412	0.009201	0.009573
IL1R2	0.108575	0.125422	0.130895	0.137431	0.337521	0.323696
IL6ST	0.225955	0.215764	0.097205	0.139596	0.289588	0.22637
INHBB	0.821969	0.793315	0.881695	1.0	0.759965	0.807666
INPP4B	0.195423	0.215359	0.153696	0.187167	0.187631	0.196133
IQGAP3	0.750398	0.787312	1.0	0.749024	0.931697	0.876152
ISM1	0.682712	0.492751	0.411425	0.735526	0.63426	0.753698
ITGB5	0.744966	1.0	0.712321	0.580761	0.468331	0.504076
JAKMIP1	0.235219	0.254965	0.16922	0.249714	0.198815	0.230996
JCHAIN	0.739768	0.849016	0.25982	0.276484	0.322801	0.403278
KCNG1	0.072296	0.093072	0.062388	0.057435	0.066362	0.067267
KCNH8	0.109113	0.117274	0.064821	0.068788	0.084912	0.110554
KCNJ15	0.096781	0.090838	0.081465	0.114855	0.130553	0.123168
KHDRBS2	0.152772	0.122602	0.141605	0.164668	0.130855	0.078078
KIAA1257	0.403249	0.391257	0.322734	0.40729	0.431377	0.425975
KIAA1671	0.699598	0.597948	0.688766	0.722164	1.0	0.675255
KIR2DL1	0.04175	0.038296	0.031443	0.042047	0.100353	0.094925
KIR2DL4	1.0	0.359898	0.01003	0.523197	0.224273	0.205589
KIR2DS4	0.001585	0.0	0.569943	0.0	0.435535	0.005548
KIR3DL1	0.260539	0.012011	0.12557	0.132957	0.113309	0.253736
KIR3DL2	0.034019	0.031176	0.025609	0.034232	0.07747	0.076776
KIR3DX1	1.0	0.309494	0.572492	0.631003	0.389873	0.27937
KLF4	0.706946	0.659004	0.560703	0.621188	0.628158	0.6255
KLHL14	0.490652	0.439045	0.458504	0.51295	0.399042	0.423521
KLRC1	0.168657	0.180179	0.12705	0.128971	0.127796	0.13877
KLRC2	0.212534	0.196844	0.135262	0.161117	0.164041	0.141319
KLRC3	0.30702	0.242164	0.174301	0.23542	0.214866	0.244893
KLRD1	0.069754	0.07272	0.053851	0.075914	0.056237	0.065796
KLRF1	0.044425	0.043811	0.029973	0.037048	0.030539	0.037469
KLRG1	0.074004	0.066527	0.040563	0.05521	0.054028	0.0574
KRT1	0.177093	0.257948	0.23427	0.068898	0.423592	0.284804
KRT23	0.370619	0.333704	0.592961	0.791669	0.775479	0.859414
KRT72	0.09904	0.051007	0.00159	0.083919	0.12356	0.082733
KRT73	0.062188	0.069542	0.082488	0.078498	0.140379	0.090912
LAG3	0.480342	0.392753	0.391194	0.381794	0.464771	0.319461
LCN10	0.110318	0.121212	0.178841	0.1055	0.072699	0.050921
LCN2	0.303408	0.334814	0.709424	0.799015	1.0	0.888809
LDLRAD3	1.0	0.937879	0.811801	0.810381	0.812036	0.715104
LEF1	0.034063	0.037097	0.023597	0.028736	0.041531	0.032557
LGALS9B	0.276455	0.161584	0.090237	0.277816	0.197951	0.167985
LGR6	0.145112	0.368853	0.341933	0.424647	0.32295	0.429307
LILRA4	0.617654	0.690321	0.54252	0.513874	0.527886	0.602917
LIM2	0.278448	0.0	0.0	0.253585	0.0	0.0
LINGO2	0.97516	0.891329	0.807092	1.0	0.915392	0.88451
LMF1	0.632121	0.738345	0.549318	0.653383	0.716074	0.672493
LPL	0.008882	0.008371	0.026302	0.008664	0.008989	0.009644
LRRC4	0.288082	0.342114	0.345609	0.371945	0.37191	0.354864
LRRC43	1.0	0.890748	0.847739	0.950204	0.790309	0.766554
LRRC7	0.968365	1.0	0.660689	0.693526	0.85122	0.881317
LRRN3	0.189482	0.113207	0.151826	0.105371	0.152588	0.158807
LTF	0.436806	0.467733	0.394682	0.548031	0.512655	0.646114
LTK	0.698701	0.646995	0.64057	0.728472	0.607488	0.782525
LYVE1	1.0	0.908333	0.137735	0.142338	0.062796	0.113165
LYZ	0.363835	0.312819	0.057034	0.080867	0.064814	0.089756
MACROD2	0.748601	0.641026	0.828625	1.0	0.921506	0.9956
MAK	0.429884	0.377449	0.386766	0.430151	0.441742	0.44103
MAL	0.096515	0.109446	0.072883	0.093639	0.094718	0.103227
MANSC1	0.24289	0.216838	0.222536	0.250137	0.241265	0.214802
MB21D2	0.567671	0.527083	0.633193	0.751311	0.852453	0.937732
MEOX1	0.830197	0.837014	0.979932	1.0	0.701271	0.69651
METTL7B	1.0	0.945834	0.569819	0.658568	0.535595	0.514385
MGAM	0.054855	0.061386	0.045928	0.049427	0.076296	0.06234
MLC1	0.098966	0.146933	0.10731	0.090415	0.112056	0.122048
MMP1	0.631575	0.580779	0.83344	1.0	0.475966	0.745598
MMP19	0.288569	0.308822	0.273306	0.240456	0.336803	0.282288
MMP25	0.007953	0.007969	0.00904	0.007852	0.009789	0.009266
MMP28	0.394608	0.394274	0.164249	0.418848	0.271021	0.126064
MMP9	0.002002	0.002461	0.006201	0.002861	0.003207	0.00319
MOXD1	0.822413	0.766466	0.762248	0.947171	0.771613	1.0
MS4A1	0.008022	0.006962	0.004961	0.006566	0.007063	0.007618
MS4A3	0.972206	1.0	0.676479	0.760867	0.693656	0.65392
MS4A4E	1.0	0.795507	0.44168	0.398187	0.545007	0.401553
MS4A6A	1.0	0.850082	0.117567	0.131787	0.058203	0.10551
MSR1	1.0	0.950842	0.237556	0.25849	0.113853	0.202386
MTMR11	0.379257	0.376929	0.306728	0.325889	0.293591	0.306417
MZB1	0.172715	0.213491	0.202994	0.229027	0.216657	0.213312
NCAM1	0.172005	0.165331	0.175054	0.163622	0.189143	0.165126
NCAPH	0.076937	0.068189	0.097445	0.087854	0.092609	0.086434
NCR1	0.0	0.0	0.000362	0.000464	0.014234	0.000494
NCS1	0.559795	0.53526	0.675863	0.794592	0.761386	0.74238
NDUFC2-KCTD14	0.019708	0.007548	0.862877	0.711321	1.0	0.0
NEFL	0.127691	0.153347	0.115384	0.14605	0.126657	0.189909
NELL2	0.063673	0.054019	0.056234	0.067917	0.076495	0.090118
NES	0.813827	0.747052	0.948918	0.994578	0.897001	1.0
NID1	0.716199	0.75672	0.726936	0.710421	0.830711	0.782378
NKG7	0.017876	0.02692	0.024854	0.02871	0.018546	0.022901
NLGN4Y	1.0	0.652696	0.6293	0.51809	0.534537	0.527801
NLRP3	0.073482	0.077818	0.0517	0.055339	0.058837	0.067925
NMUR1	0.146677	0.13923	0.149584	0.172558	0.135323	0.151628
NOG	0.002887	0.081827	0.109372	0.094897	0.1309	0.190268
NPAS2	0.530293	0.434022	0.635697	0.731038	1.0	0.753768
NPDC1	0.245553	0.299805	0.336153	0.366583	0.364377	0.431023
NRCAM	0.643637	0.586119	0.895529	0.813083	1.0	0.91982
NRP1	0.890302	1.0	0.380094	0.32595	0.199579	0.263193
NT5E	0.190211	0.165359	0.156117	0.156762	0.197586	0.213241
NTN4	0.59425	0.543443	0.773631	1.0	0.763318	0.73802
NTNG1	0.721383	0.878033	0.691153	1.0	0.863403	0.939857
NUPR1	0.446413	0.627553	0.459476	0.485978	0.367419	0.370981
NXPH4	0.582088	0.639902	0.946932	1.0	0.809436	0.732131
OLFM1	0.720021	0.644831	1.0	0.617337	0.496577	0.518914
OLFM4	0.666316	0.528858	0.530434	0.521763	0.593638	1.0
OSBPL10	0.161396	0.155433	0.19014	0.186794	0.211305	0.16434
OSR2	0.612213	0.635189	0.89387	1.0	0.77672	0.762602
OTX1	0.639979	0.54702	0.944233	0.980716	1.0	0.811625
PACSIN1	0.805471	0.787782	0.771899	1.0	0.921439	0.89174
PANX2	0.116078	0.131936	0.150099	0.233487	0.18116	0.154784
PAQR5	0.72421	0.661183	0.57483	0.789459	0.58296	0.637576
PARM1	0.746025	0.715884	0.479019	0.567171	0.600319	0.563671
PAX5	0.01352	0.011274	0.01413	0.009594	0.013798	0.009182
PCDH1	0.300736	0.289895	0.437397	0.53446	0.38622	0.398024
PCDH9	0.363357	0.290798	0.338907	0.358812	0.320818	0.324383
PCSK1N	0.006804	0.294748	0.748582	0.390345	0.582366	1.0
PDCD1	0.174221	0.219687	0.347677	0.319021	0.317865	0.362537
PDGFD	0.335552	0.335552	0.254783	0.329522	0.292209	0.341655
PHOSPHO1	0.038626	0.048976	0.043132	0.042857	0.037178	0.045768
PI16	0.123248	0.150363	0.157675	0.119433	0.146493	0.174837
PID1	0.657732	0.690714	0.437868	0.501621	0.420195	0.409635
PKIG	0.104108	0.09339	0.086439	0.094361	0.082538	0.090791
PLD4	0.102151	0.138942	0.110175	0.143312	0.1469	0.130986
PLEKHG1	0.328966	0.306144	0.426743	0.443545	0.543105	0.476368
PLEKHG7	0.773342	1.0	0.912475	0.843258	0.738981	0.733794
PLEKHH2	1.0	0.832813	0.818819	0.718236	0.8972	0.832509
PLIN4	0.20699	0.315908	0.232704	0.255189	0.359207	0.361315
PLIN5	0.217192	0.254473	0.191532	0.206081	0.256665	0.252193
PLXDC1	0.402416	0.39682	0.356882	0.428104	0.400405	0.439418
PNOC	0.116086	0.138655	0.100178	0.155278	0.163655	0.173845
PNPLA3	1.0	0.828074	0.915549	0.983941	0.964616	0.825611
POU2AF1	0.179655	0.17717	0.16333	0.146996	0.165201	0.163717
PPARG	0.84887	0.869955	0.613418	0.608773	0.529972	0.630273
PPP1R14A	0.402404	0.578265	1.0	0.96255	0.947487	0.646639
PPP1R2P9	0.004952	0.001501	0.001797	0.000701	0.320011	0.0
PRF1	0.006704	0.008606	0.008043	0.009902	0.008767	0.008638
PRLR	1.0	0.92752	0.886236	0.885958	0.812604	0.77696
PRSS23	0.354924	0.35959	0.357285	0.490842	0.53491	0.623897
PRSS30P	0.032905	0.03893	0.031051	0.04299	0.034398	0.022814
PRSS35	0.76119	0.668765	0.777108	1.0	0.687625	0.953373
PRSS57	0.106146	0.193601	0.0	0.0	0.0	0.0
PTGDR	0.146161	0.153808	0.134861	0.143434	0.13746	0.133007
PTPN13	1.0	0.914143	0.854074	0.964727	0.780707	0.84343
PTPRG	0.758108	0.681569	0.781869	0.850736	1.0	0.931824
PTPRK	0.46148	0.404835	0.587975	0.623415	0.67079	0.618167
RAB44	0.481538	0.621261	0.296635	0.379631	0.527205	0.437466
RAPGEF5	0.756941	0.555484	0.693668	1.0	0.707243	0.737417
RARRES1	0.937976	1.0	0.429727	0.547697	0.857586	0.991966
RCAN2	0.768634	0.675303	0.666994	0.752191	0.921763	1.0
RDM1	0.672483	0.640589	0.641156	1.0	0.735517	0.977596
RETN	0.721817	1.0	0.645382	0.971601	0.618413	0.749181
RFPL2	0.680111	0.046203	0.821747	0.5739	0.579358	0.037706
RGS20	0.507385	0.461153	0.518009	0.579176	0.554148	0.666083
RNASE2	1.0	0.938615	0.273096	0.350573	0.18328	0.294007
RNF128	0.438868	0.389055	0.857794	0.31203	0.330537	0.432303
RNF157	0.283684	0.323425	0.319699	0.328141	0.384299	0.334432
RNF165	0.832308	0.771367	0.829737	0.894589	1.0	0.853078
RNF175	1.0	0.892285	0.662724	0.708002	0.909635	0.920074
RORC	0.531734	0.58087	0.598875	0.703413	0.593718	0.576244
S100P	0.043799	0.05063	0.030802	0.041972	0.047362	0.071649
S1PR5	0.008867	0.011129	0.01509	0.015403	0.011753	0.014201
SCGB3A1	0.003961	0.007948	0.389689	0.64099	0.473497	0.241616
SCIN	1.0	0.964134	0.585645	0.514502	0.385545	0.42777
SCN3A	0.03985	0.030307	0.024384	0.027046	0.018624	0.01973
SDS	0.233499	0.286016	0.2301	0.234051	0.188675	0.213505
SEMA3D	1.0	0.806759	0.688982	0.796466	0.936988	0.988284
SERPINB2	0.198582	0.164679	0.166425	0.194486	0.863508	1.0
SEZ6L	1.0	0.631924	0.397187	0.391287	0.404832	0.450415
SGCD	0.646753	0.329391	1.0	0.261259	0.591368	0.623376
SH2D1A	0.12709	0.147686	0.116656	0.132442	0.127779	0.131491
SH2D1B	0.061341	0.056317	0.043138	0.052387	0.043564	0.047001
SIGLEC12	0.683121	0.861674	0.932972	0.913329	1.0	0.852915
SIGLEC6	0.701997	0.576079	0.472698	0.643586	0.592884	0.68907
SIRPG	0.282346	0.357308	0.215654	0.304583	0.379707	0.331565
SLC22A31	0.024007	1.0	0.626643	0.896979	0.727505	0.535491
SLC26A8	0.513201	0.504528	0.380982	0.395125	0.481961	0.479713
SLC28A3	0.103559	0.072983	0.0496	0.065273	0.054332	0.077297
SLC30A3	0.839682	1.0	0.825	0.765457	0.726546	0.716124
SLC35G2	0.766933	0.811581	0.782827	0.851992	1.0	0.946891
SLC38A11	0.040709	0.029596	0.096784	0.063235	0.034991	0.041652
SLC4A10	0.859219	0.684572	0.469215	0.516592	0.640471	0.650369
SOX5	1.0	0.776246	0.893884	0.81882	0.794818	0.89506
SPARC	0.182372	0.177892	0.67007	0.161298	0.503899	0.464921
SPIB	0.086196	0.092894	0.085878	0.085979	0.091126	0.093193
SPOCD1	0.091001	0.06703	0.054232	0.07995	0.080129	0.084055
ST18	0.971644	0.772479	0.751779	0.614874	0.643556	0.651536
ST6GALNAC1	0.534007	0.574488	0.765863	1.0	0.802163	0.834128
