Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
CHN1	0.530359	0.502372	0.58158	0.514523	0.599944	0.571452
CHSY3	0.990553	0.668077	0.982479	0.533194	1.0	0.70263
CLDN9	0.410284	0.62628	0.867251	0.980535	1.0	0.939119
CLEC10A	0.791579	1.0	0.648254	0.741066	0.54221	0.678448
CLECL1	0.299315	0.295191	0.163839	0.14512	0.129806	0.162514
CLIC3	0.014637	0.022107	0.032245	0.037397	0.025325	0.031686
CMTM2	0.053141	0.060489	0.03905	0.045477	0.048309	0.073394
CNTNAP2	0.075993	0.090179	0.053671	0.052825	0.039393	0.05617
CNTNAP3	0.122775	0.134057	0.096502	0.101632	0.128217	0.123109
COBLL1	0.114451	0.105784	0.088437	0.0945	0.143845	0.133542
COL19A1	0.052485	0.054284	0.041934	0.042256	0.048943	0.051076
COL4A3	0.041642	0.079271	0.09618	0.110473	0.112196	0.126189
COL4A4	0.475106	0.429032	0.480088	0.567079	0.61742	0.544818
COL5A3	0.466081	0.486271	0.633366	0.543532	0.543532	0.890643
CORO2B	0.596812	0.770084	0.360298	0.681937	1.0	0.904104
CPA5	0.605751	0.419651	0.390776	1.0	0.322212	0.553267
CPNE5	0.051535	0.046415	0.038282	0.059052	0.036728	0.095802
CPNE7	0.727647	0.717635	0.682652	0.908869	0.860757	1.0
CPVL	0.942335	1.0	0.231022	0.290091	0.163188	0.246162
CRTAM	0.60161	0.52755	0.393111	0.446454	0.33176	0.395848
CSF3R	0.017027	0.024969	0.013891	0.012817	0.030334	0.023873
CTAG2	0.0	0.0	0.767908	0.0	0.586635	0.002348
CTGF	0.607685	0.498826	0.792697	0.680151	1.0	0.819694
CTLA4	0.256937	0.266193	0.219859	0.286039	0.264663	0.324378
CXCL10	0.620827	0.57552	0.430715	0.417052	0.556653	1.0
CXCL2	0.388927	0.311912	0.501151	0.482559	0.722878	0.744136
CXCR1	0.018405	0.019556	0.01575	0.020669	0.015538	0.015543
CXCR2	0.014427	0.016176	0.007931	0.009831	0.009652	0.010165
CXCR6	0.390827	0.423819	0.427139	0.508644	0.349305	0.371872
CYP1B1	0.598147	0.567375	0.254756	0.273619	0.292695	0.312761
CYP26B1	0.775457	0.607558	0.728256	0.922481	1.0	0.680985
CYP4F22	0.84527	0.867965	0.811825	1.0	0.894125	0.806557
CYP4F3	0.062382	0.072241	0.041819	0.04185	0.052557	0.043572
DAB1	0.78675	0.882919	0.578605	0.620419	0.870665	1.0
DACT1	0.29494	0.300689	0.23713	0.267544	0.192419	0.246192
DBNDD1	0.368267	0.405984	0.810625	1.0	0.831914	0.798608
DCLK2	0.948483	0.812053	0.939676	1.0	0.996073	0.979632
DDO	1.0	0.963951	0.562171	0.663698	0.4909	0.744718
DGKK	0.22123	0.237124	0.263371	0.285343	0.204755	0.208411
DKK3	1.0	0.98188	0.916718	0.760141	0.816077	0.922084
DLGAP1	0.86473	0.761426	0.778593	0.974487	0.932008	1.0
DNAJC5B	0.965709	1.0	0.601037	0.585664	0.475546	0.59329
DPP4	0.379698	0.360835	0.280403	0.341711	0.436283	0.484203
DSC1	0.272936	0.222781	0.219352	0.294559	0.291745	0.301456
DSP	0.350413	0.29383	0.529941	0.556171	1.0	0.523318
DUSP4	0.764191	0.681383	0.881712	1.0	0.926745	0.992328
EBF1	0.065734	0.156621	0.219716	0.122497	0.129548	0.124677
EBI3	0.580177	0.656864	0.720076	0.862276	0.726828	1.0
ECSCR	1.0	0.794699	0.04104	0.542629	0.007061	0.421092
EDAR	0.165112	0.186874	0.207298	0.338488	0.270889	0.254929
EDARADD	0.964632	0.973335	0.818975	1.0	0.873113	0.978544
ELOVL4	0.802226	0.856069	0.918691	1.0	0.892777	0.980806
EML6	0.280988	0.24454	0.286607	0.233154	0.283884	0.250281
ENAH	0.666664	0.541273	0.974814	0.933039	0.978913	1.0
EPHB1	0.051345	0.058073	0.03803	0.042106	0.058787	0.044742
EPHX2	0.191876	0.187011	0.183752	0.156635	0.209761	0.222621
EREG	0.121083	0.10812	0.140386	0.146977	0.152314	0.163352
ESPN	0.58475	0.601545	0.732201	0.955001	0.784199	1.0
ESPNL	0.0	0.359845	0.28345	0.312759	0.465378	0.287889
FAM111B	0.223108	0.190559	0.166184	0.161229	0.154064	0.156195
FAM129C	0.04444	0.05175	0.036255	0.033717	0.041513	0.042466
FAM153A	0.130197	0.12637	0.079295	0.131875	0.164991	0.172982
FAM177B	0.249573	0.269886	0.107312	0.190133	0.253943	0.171072
FAM184A	0.86656	0.715223	0.576126	0.620449	0.711096	0.701045
FAM198B	1.0	0.858391	0.525151	0.653475	0.552089	0.521911
FAM69B	0.386522	0.433458	0.509111	0.540281	0.440997	0.462169
FASLG	0.246556	0.26376	0.240832	0.258955	0.213324	0.219874
FAT4	1.0	0.823209	0.669366	0.949814	0.86086	0.734095
FBLN2	0.679587	0.546461	0.716192	0.748289	0.655901	0.579867
FBLN7	0.80716	0.863577	0.850879	0.951463	0.859383	0.92967
FCER2	0.011456	0.013045	0.009003	0.008053	0.006943	0.006066
FCGR3B	0.038306	0.044174	0.016014	0.021056	0.022882	0.028194
FCN1	0.203468	0.325333	0.139596	0.218977	0.146231	0.171631
FCRL1	0.00795	0.009366	0.005104	0.00674	0.00715	0.008337
FCRL2	0.026585	0.02973	0.024668	0.027564	0.030854	0.031765
FCRL5	0.085505	0.087916	0.061323	0.064701	0.080285	0.076401
FCRLA	0.016971	0.015342	0.009816	0.015698	0.009931	0.011977
FEZ1	0.308802	0.233663	0.22575	0.241844	0.260455	0.304179
FGFBP2	0.010937	0.01138	0.009902	0.013676	0.009347	0.009662
FGFR2	0.881421	0.758681	1.0	0.918488	0.838706	0.77246
FHIT	0.091491	0.085908	0.06927	0.159206	0.123258	0.080289
FLT4	0.826618	0.932506	0.928182	1.0	0.993856	0.924682
FMN1	0.789444	0.783173	0.485219	0.435664	0.504431	0.475623
FN1	1.0	0.79862	0.332787	0.249988	0.500322	0.328511
FPR3	0.998217	1.0	0.435467	0.495882	0.217193	0.340226
FXYD2	0.420338	0.470514	0.440529	0.555715	0.507721	0.549709
FXYD6	0.900485	1.0	0.717886	0.88188	0.707138	0.817779
GALNTL6	0.166171	0.208411	0.238499	0.225349	0.249762	0.211004
GDF7	0.579883	0.540379	0.467735	0.713736	0.632651	0.57189
GFPT2	0.583535	0.542034	0.516561	0.528828	1.0	0.940821
GLP1R	1.0	0.917887	0.711648	0.86124	0.72794	0.0
GNAT2	0.775336	0.541581	0.498534	0.930566	1.0	0.700894
GNG12	0.643081	0.518208	0.723897	0.928682	0.932591	1.0
GNLY	0.015985	0.025239	0.027354	0.02544	0.024057	0.026288
GPM6A	0.254775	0.225831	0.198599	0.181454	0.182979	0.184917
GPR15	0.155483	0.135756	0.110459	0.181521	0.153925	0.211829
GPRC5B	0.662011	0.590939	0.568917	0.693873	0.940691	1.0
GREM2	0.723504	0.788812	0.761617	0.828022	0.9647	1.0
GRIK4	0.605321	0.206603	0.455765	0.593329	0.488565	0.144986
GSDMA	0.915036	1.0	0.622152	0.764857	0.712504	0.764723
GZMB	0.048683	0.067145	0.037752	0.043986	0.052442	0.069078
GZMK	0.102663	0.115762	0.082138	0.11808	0.095097	0.116067
HBG2	0.288566	0.31447	0.357294	0.297587	0.358609	0.407549
HBQ1	1.0	0.035805	0.046338	0.938529	0.726814	0.010779
HEATR9	0.672904	1.0	0.885306	0.733313	0.565028	0.535687
HEY1	0.798591	0.779231	0.894753	1.0	0.854005	0.961803
HIST1H1T	0.36227	0.515578	0.534045	0.464015	0.559771	0.512606
HLF	0.748584	0.764402	0.84593	0.792965	1.0	0.722852
HNMT	1.0	0.893779	0.2951	0.310234	0.143121	0.253346
HPCAL4	0.162573	0.332724	0.195989	0.190581	0.290337	0.241608
HRH4	0.963882	1.0	0.86056	0.811421	0.72093	0.795805
HSD11B1	0.916329	1.0	0.672104	0.774292	0.692358	0.801566
IGFBP3	0.299117	0.31489	0.772387	0.900439	1.0	0.985559
IGFBP6	0.370195	0.505629	0.501586	0.653325	0.869845	1.0
IGLL5	0.048284	0.079047	0.06498	0.079082	0.058823	0.042877
IL1A	0.197218	0.215258	0.260989	0.314213	0.382064	0.42031
IL1B	0.003145	0.002923	0.005505	0.006403	0.00919	0.009572
IL1R2	0.1086	0.125374	0.130784	0.137172	0.337233	0.323598
INHBB	0.821423	0.792409	0.881425	1.0	0.759164	0.806686
ISM1	0.680121	0.491568	0.409955	0.733534	0.631413	0.751869
JAKMIP1	0.234511	0.254364	0.168204	0.249138	0.198008	0.230352
JCHAIN	0.738712	0.847537	0.259977	0.276309	0.322143	0.403049
KCNG1	0.072117	0.092924	0.062223	0.057209	0.066072	0.066998
KCNH8	0.108829	0.116816	0.064516	0.068571	0.084767	0.110246
KCNJ15	0.096756	0.090798	0.081398	0.114785	0.130614	0.123172
KHDRBS2	0.152337	0.122247	0.141127	0.164369	0.130377	0.077778
KIAA1257	0.403095	0.390887	0.322235	0.407171	0.430911	0.425732
KIAA1671	0.698641	0.597215	0.688043	0.721188	1.0	0.674452
KIR2DL1	0.041553	0.038228	0.031394	0.041873	0.099808	0.09473
KIR2DL3	0.063474	0.073621	0.055488	0.04954	0.04848	0.06865
KIR2DL4	1.0	0.359659	0.010198	0.522551	0.224591	0.205192
KIR2DS4	0.000683	0.0	0.567813	0.0	0.435233	0.005683
KIR3DL1	0.259733	0.012104	0.125193	0.132735	0.11298	0.252703
KIR3DL2	0.033844	0.031144	0.025579	0.034124	0.077196	0.076351
KIR3DX1	1.0	0.309076	0.572265	0.629822	0.388893	0.278441
KLHL14	0.490626	0.438591	0.458386	0.512958	0.398747	0.423348
KLRC1	0.168551	0.180187	0.126872	0.128811	0.127637	0.138674
KLRC2	0.212347	0.196613	0.135207	0.16098	0.163855	0.141319
KLRC3	0.306838	0.242044	0.174226	0.235269	0.214643	0.244801
KLRF1	0.04431	0.043677	0.029821	0.036915	0.030378	0.037357
KLRG1	0.073991	0.066487	0.040553	0.055118	0.053952	0.057304
KRT1	0.17646	0.257402	0.233648	0.068776	0.423003	0.284191
KRT23	0.370384	0.33372	0.592592	0.792481	0.776417	0.858511
KRT72	0.098845	0.05081	0.001594	0.083723	0.122996	0.082537
KRT73	0.061943	0.069309	0.082133	0.078108	0.139898	0.090532
LAG3	0.479496	0.391821	0.390114	0.380668	0.463789	0.318633
LAMC3	0.929353	0.6905	0.721846	0.783622	1.0	0.980085
LDB2	1.0	0.926872	0.772984	0.901685	0.837621	0.877269
LDLRAD3	1.0	0.937805	0.811574	0.809945	0.811645	0.714892
LEF1	0.034019	0.037051	0.023564	0.02866	0.041422	0.032519
LGALS2	0.062576	0.070295	0.066053	0.062403	0.069296	0.065104
LGALS9B	0.276176	0.161031	0.090002	0.277525	0.197344	0.16724
LILRA4	0.617251	0.689125	0.542156	0.51385	0.527798	0.602409
LIM2	0.276971	0.0	0.0	0.252719	0.0	0.0
LINGO2	0.975427	0.890928	0.806791	1.0	0.914894	0.883924
LMF1	0.631991	0.737451	0.548902	0.653178	0.714681	0.672191
LPAR3	0.895214	0.763361	0.712503	1.0	0.708897	0.786858
LRIG3	0.977183	0.868072	1.0	0.990977	0.986494	0.870377
LRP1	0.504384	0.610955	0.343356	0.225261	0.41854	0.262514
LRRC43	1.0	0.892028	0.849133	0.950662	0.790975	0.766755
LRRC7	0.968167	1.0	0.660819	0.694022	0.851743	0.882096
LRRN3	0.189012	0.112925	0.151059	0.105334	0.151908	0.158248
LTF	0.43625	0.467527	0.393977	0.548003	0.512269	0.64572
LYZ	0.348573	0.298516	0.056649	0.079218	0.064144	0.087875
MACROD2	0.748056	0.641019	0.829429	1.0	0.921396	0.995807
MAF	0.881551	0.810337	0.466988	0.475164	0.566818	0.566689
MAL	0.096418	0.109436	0.072784	0.093604	0.094668	0.103227
MB21D2	0.567488	0.526773	0.633331	0.751211	0.851942	0.937315
MCOLN3	0.994176	0.9143	0.9112	0.93078	1.0	0.986282
ME1	0.88783	0.781824	0.773869	0.814019	1.0	0.880813
MEOX1	0.829965	0.836154	0.979457	1.0	0.700171	0.695631
MGAM2	0.133767	0.139524	0.12547	0.129388	0.13963	0.122158
MITF	0.957175	1.0	0.923021	0.830955	0.729812	0.774798
MLC1	0.098524	0.146483	0.106988	0.089966	0.111663	0.121704
MME	0.028173	0.023872	0.026572	0.025345	0.030466	0.03624
MMP1	0.630365	0.58007	0.833378	1.0	0.475698	0.744475
MMP25	0.00795	0.007968	0.009029	0.007852	0.00978	0.009257
MMP28	0.393841	0.393525	0.163785	0.418502	0.269975	0.125845
MMP9	0.049685	0.060993	0.153905	0.070998	0.079582	0.079155
MOXD1	0.822069	0.765836	0.761689	0.946372	0.770981	1.0
MS4A1	0.007907	0.006835	0.004828	0.006435	0.006939	0.007497
MS4A4A	1.0	0.970364	0.205459	0.21216	0.09601	0.169836
MS4A6A	1.0	0.84176	0.118142	0.132635	0.058763	0.105946
MT1E	0.593357	0.411345	0.716269	1.0	0.892567	0.769707
MTMR11	0.379073	0.376537	0.306498	0.325599	0.293392	0.30619
MYCL	0.624846	0.623902	0.548443	0.651674	0.562907	0.597921
MYO1B	0.723351	0.589488	0.857968	0.993952	0.906336	1.0
MYOF	0.969173	1.0	0.814078	0.816064	0.966687	0.718496
NCAM1	0.171656	0.165169	0.174826	0.163505	0.189011	0.165031
NCR1	0.0	0.0	0.000363	0.000464	0.0142	0.000497
NDUFC2-KCTD14	0.019814	0.007562	0.863981	0.711569	1.0	0.0
NEFL	0.127424	0.152505	0.115149	0.145606	0.126405	0.189317
NETO1	0.0	0.0	0.002826	0.038702	0.02643	0.070778
NID1	0.715441	0.756436	0.726039	0.709624	0.829669	0.781838
NLGN4Y	1.0	0.652997	0.628414	0.518649	0.534838	0.528061
NMUR1	0.14659	0.13923	0.1494	0.172217	0.135158	0.151397
NOG	0.002899	0.081492	0.109172	0.09462	0.130419	0.189532
NPAS2	0.530375	0.433434	0.635788	0.730665	1.0	0.753166
NPDC1	0.245117	0.299486	0.335899	0.366412	0.364238	0.430717
NRCAM	0.642619	0.585379	0.894729	0.811734	1.0	0.919346
NRG1	0.423083	0.414281	0.181309	0.271788	0.230391	0.305113
NT5E	0.189739	0.164776	0.1556	0.156078	0.19704	0.212777
NTN4	0.59509	0.544552	0.774756	1.0	0.76429	0.738871
NTNG1	0.720972	0.877729	0.690705	1.0	0.863721	0.940533
NXPH4	0.582737	0.640272	0.947359	1.0	0.810354	0.733002
OLFM1	0.719986	0.645419	1.0	0.617486	0.496414	0.518971
OLFM4	0.664167	0.52736	0.529098	0.520176	0.591704	1.0
OSBPL10	0.161297	0.155324	0.189964	0.186534	0.210867	0.164244
OTX1	0.640674	0.54617	0.944492	0.981093	1.0	0.812826
PACSIN1	0.805864	0.788074	0.771607	1.0	0.921346	0.892245
PANX2	0.115875	0.131371	0.14958	0.233282	0.18066	0.154157
PAQR5	0.916833	0.83699	0.72811	1.0	0.737428	0.807264
PARM1	0.746025	0.715437	0.478467	0.566337	0.599159	0.56228
PAX5	0.013464	0.011241	0.014061	0.009558	0.013731	0.009148
PCDH1	0.300278	0.289387	0.436733	0.533992	0.385978	0.397728
PCDH9	0.361972	0.28917	0.337508	0.35752	0.319373	0.322816
PCSK1N	0.006913	0.29436	0.748015	0.389229	0.581066	1.0
PDCD1	0.174082	0.218705	0.346779	0.318169	0.317266	0.361917
PDGFB	0.383649	0.420685	1.0	0.79422	0.831632	0.765312
PDGFD	0.334934	0.334934	0.254228	0.329062	0.291815	0.340961
PHOSPHO1	0.038617	0.048962	0.043095	0.04282	0.03713	0.04577
PI16	0.122438	0.149705	0.15682	0.118441	0.145686	0.174279
PI3	0.121647	0.13178	0.112518	0.130939	0.150828	0.160831
PID1	0.657182	0.689621	0.437916	0.501534	0.420065	0.409584
PKIG	0.103929	0.093257	0.086314	0.094252	0.082394	0.090704
PLA2G7	1.0	0.959684	0.549384	0.630479	0.453442	0.586888
PLD4	0.102084	0.138764	0.11012	0.143208	0.146701	0.130919
PLEKHG7	0.772032	1.0	0.911835	0.841027	0.736983	0.733061
PLIN4	0.206573	0.315306	0.232133	0.254849	0.35858	0.36081
PLS3	0.602732	0.545894	0.930478	0.762229	0.754233	1.0
PLXDC1	0.402145	0.396703	0.356663	0.427699	0.400265	0.439007
PLXNB2	0.210738	0.293407	0.558125	0.504704	0.525195	0.475024
PNOC	0.115919	0.13836	0.099954	0.155022	0.163566	0.173795
POU2AF1	0.179165	0.176701	0.162824	0.146519	0.164621	0.16323
PPP1R14A	0.401417	0.578159	1.0	0.962524	0.947141	0.645798
PPP1R14C	0.795836	0.686177	0.846452	1.0	0.886487	0.936276
PPP1R2P9	0.005084	0.00131	0.001718	0.000298	0.318553	0.0
PRAMENP	0.206028	0.002131	0.149049	0.00155	0.113717	0.158102
PRF1	0.0062	0.00811	0.007541	0.009411	0.008271	0.008137
PRSS23	0.355117	0.359636	0.357291	0.491171	0.534754	0.623009
PRSS30P	0.032831	0.038793	0.030989	0.042784	0.034301	0.022714
PRSS35	0.762156	0.668467	0.777516	1.0	0.68777	0.953576
PRSS57	0.106095	0.193266	0.0	0.0	0.0	0.0
PTPN13	1.0	0.913715	0.854061	0.964746	0.780044	0.843101
RAPGEF5	0.75693	0.555121	0.693837	1.0	0.707414	0.737008
RASGRF1	1.0	0.578383	0.675646	0.850111	0.437994	0.456147
RCAN2	0.76837	0.674401	0.665919	0.75185	0.92134	1.0
RDM1	0.671921	0.640234	0.640957	1.0	0.735805	0.977969
RFPL2	0.678365	0.046515	0.818866	0.571794	0.577881	0.038011
RGS7	1.0	0.80363	0.416476	0.35937	0.613853	0.422831
RNF165	0.831694	0.770025	0.829218	0.894054	1.0	0.852676
RNF175	1.0	0.892254	0.663367	0.708202	0.909923	0.92024
RORC	0.531413	0.580626	0.598469	0.702832	0.593343	0.575657
S100P	0.043798	0.050578	0.030797	0.041984	0.047343	0.071598
S1PR5	0.00869	0.010947	0.014924	0.015238	0.011577	0.014042
SCGB3A1	0.003979	0.008078	0.388468	0.640787	0.472349	0.240938
SCN3A	0.039691	0.030146	0.024299	0.027003	0.01858	0.019643
SEMA3A	1.0	0.79283	0.781067	0.804699	0.913304	0.917446
SEMA3D	1.0	0.807269	0.689094	0.796989	0.93715	0.988908
SERPINB2	0.19947	0.165194	0.167067	0.195377	0.867579	1.0
SGCD	0.64626	0.329498	1.0	0.260404	0.591008	0.622601
SH2D1B	0.061302	0.056252	0.043103	0.052316	0.043528	0.046919
SHTN1	1.0	0.85928	0.816129	0.733217	0.889663	0.669142
SIGLEC6	0.701518	0.5749	0.472496	0.64335	0.592367	0.688747
SIRPG	0.281977	0.357308	0.215639	0.304485	0.379454	0.331302
SLC16A10	1.0	0.922886	0.714209	0.575753	0.512533	0.604031
SLC22A31	0.024253	1.0	0.626614	0.897913	0.72855	0.53579
SLC35G2	0.767312	0.811863	0.782899	0.85261	1.0	0.947195
SLC38A11	0.040534	0.029514	0.096511	0.063005	0.034899	0.04148
SLC4A10	0.858393	0.683665	0.468249	0.515337	0.640318	0.650009
SLC9A7P1	0.525255	0.496317	0.349409	0.414416	0.391773	0.414754
SORCS3	0.38778	0.354405	0.03327	0.850243	0.656548	0.256111
SOX5	1.0	0.775534	0.894134	0.818328	0.794106	0.894956
SPIB	0.086052	0.092782	0.085766	0.08586	0.090982	0.093081
SPON2	0.011715	0.01208	0.012822	0.01458	0.012715	0.013137
ST6GALNAC1	0.533811	0.573903	0.765819	1.0	0.801744	0.833655
ST8SIA1	0.934321	1.0	0.635673	0.746249	0.984494	0.832124
STAB1	0.574516	1.0	0.24956	0.154173	0.114716	0.158055
STEAP1B	0.964466	0.820279	0.879535	1.0	0.917531	0.966099
STYK1	1.0	0.738695	0.744557	0.765643	0.603969	0.738695
SYBU	0.790868	0.73081	0.866346	1.0	0.896705	0.880338
SYN3	0.29018	0.2912	0.275886	0.200947	0.232748	0.325241
SYT17	0.533239	0.539815	0.55664	0.683672	0.592578	0.575223
TCEA3	0.287648	0.281893	0.271459	0.319511	0.294201	0.303887
TCL1A	0.028292	0.035169	0.025819	0.033924	0.030285	0.037453
TCL1B	0.0	0.0	0.139549	0.0	0.108432	0.112565
TEK	0.424852	0.0	0.330835	0.31106	0.200787	0.422231
TFPI	0.924958	0.85513	0.7162	0.785157	1.0	0.818054
TGFBI	1.0	0.908438	0.28215	0.259851	0.156999	0.193383
TGM3	0.248605	0.289458	0.265365	0.482083	0.400178	0.463289
THBS1	0.051017	0.044309	0.142571	0.044109	0.052695	0.044284
THEMIS	0.097264	0.096434	0.076842	0.076474	0.081574	0.09094
THRB	0.841655	0.587491	0.985731	1.0	0.905322	0.915269
TIGIT	0.186922	0.218884	0.193149	0.233722	0.207954	0.201505
TJP1	0.554702	0.507806	0.655439	0.67831	1.0	0.650367
TMEM176A	0.136344	0.182887	0.114613	0.1225	0.133202	0.150648
TMEM176B	0.087292	0.101708	0.062048	0.071444	0.073821	0.07952
TNF	0.011914	0.012188	0.015871	0.017471	0.015413	0.016048
TNFRSF13B	0.057364	0.042664	0.032651	0.025498	0.059257	0.031144
TNFRSF4	0.038941	0.0	0.12587	0.168584	0.13406	0.142665
TNIP3	0.903199	0.753734	0.756959	0.797895	0.886633	1.0
TPO	0.59418	0.447048	1.0	0.810221	0.794092	0.689339
TPRG1	0.468321	0.547638	0.339062	0.332354	0.314734	0.345944
TSHZ2	0.257909	0.273716	0.165464	0.196172	0.299265	0.248065
TSPAN13	0.732522	0.674897	0.646461	0.850566	0.782555	0.852347
TSPAN15	0.63318	0.596077	0.822446	1.0	0.929587	0.990735
TUSC3	0.714246	0.679642	1.0	0.534761	0.749427	0.758481
UGT2B17	0.588234	0.531088	0.500881	0.61316	0.509686	0.547654
UTS2B	1.0	0.885973	0.77655	0.84119	0.980854	0.92058
VCAM1	0.395138	0.292414	0.219092	0.247776	0.828273	1.0
VCAN	0.64696	0.548535	0.129083	0.143289	0.340246	0.16319
VIT	0.979434	0.888769	0.346083	1.0	0.403986	0.877527
VNN3	0.035187	0.039926	0.034982	0.040448	0.04949	0.049829
VPREB3	0.022773	0.000619	0.048822	0.03883	0.036447	0.024367
WNT16	0.583394	0.640168	0.906904	0.913112	0.700193	0.771535
WNT7A	0.563484	0.579386	0.850983	1.0	0.698382	0.624318
WSCD2	0.930588	0.521812	0.363724	1.0	0.803736	0.305401
