Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
CST7	0.006043	0.074685	0.040804	0.0	0.047139	0.556184	0.999468	0.246534	0.009855
CSTA	1.0	0.507185	0.129766	0.015577	0.030406	0.012808	0.03422	0.338488	0.049383
CTNND1	0.276871	1.0	0.566393	0.207147	0.02969	0.0288	0.025735	0.0	0.034885
CTSW	0.008193	0.042997	0.0	0.005979	0.114659	1.0	0.910424	0.019244	0.043165
CUX2	0.008728	0.011607	0.050012	1.0	0.007733	0.007311	0.0086	0.006383	0.015559
CXCL1	0.032312	0.002031	0.00369	0.0	3.1e-05	0.00235	0.00349	1.0	0.004549
CXCL10	0.328263	0.827283	0.389521	0.021623	0.009559	0.020698	0.0	0.015503	0.036298
CXCL9	0.059924	1.0	0.741134	0.042495	0.022093	0.028967	0.015784	0.029587	0.04013
CYBB	1.0	0.118118	0.040084	0.345828	0.001831	0.0	0.012186	0.111069	0.270254
CYFIP1	0.53831	1.0	0.809011	0.266046	0.043405	0.009001	0.022018	0.0	0.014067
CYP1B1	1.0	0.002851	0.003904	0.004462	0.008282	0.013386	0.017042	0.069682	0.014687
CYP4F3	0.008523	0.004736	0.000208	0.0	0.003033	0.005169	0.000208	1.0	0.001067
CYYR1	0.022455	0.015957	0.352031	1.0	0.023584	0.049621	0.005319	0.017795	0.045213
DEFA4	0.010775	0.008253	0.006354	0.004782	0.125255	0.297661	0.0	0.157267	0.012642
DEPDC6	0.033551	1.0	0.319398	0.046598	0.021351	0.03478	0.001598	0.0	0.029557
DMD	0.0	0.078258	1.0	0.174032	0.002936	0.001075	0.012052	0.009738	0.052547
DPP4	0.00431	0.074138	1.0	0.709483	0.457837	0.084947	0.024713	0.014828	0.0
DPYSL2	0.516625	0.980428	1.0	0.876933	0.071161	0.007621	0.041341	0.0	0.015059
DSE	0.266735	0.755174	1.0	0.315444	0.010874	0.017188	0.0	0.223565	0.064705
DSP	0.016626	0.007255	0.295848	0.008464	0.002968	0.04474	0.0	0.020073	1.0
DST	0.069909	0.622297	1.0	0.408242	0.01841	0.00379	0.073897	0.001211	0.000841
DUSP6	1.0	0.083864	0.063382	0.124522	0.014731	0.00195	0.087428	0.760913	0.0
EBF1	0.004284	0.01797	0.001297	0.001389	0.001423	0.009227	0.0	0.002242	1.0
EGR3	0.051161	0.041309	0.030624	0.006988	0.009133	0.010144	0.005279	1.0	0.013015
EHF	0.01604	0.494857	1.0	0.017325	0.009007	0.008246	0.009475	0.019816	0.010558
EMILIN2	0.746146	1.0	0.434071	0.278087	0.034536	0.002814	0.015807	0.081832	0.0
EMP1	0.187025	1.0	0.343572	0.098258	0.0	0.015598	0.033345	0.01786	0.006754
EMR3	0.067694	0.032331	0.020227	0.008096	0.00903	0.01022	0.005215	1.0	0.010676
ENC1	0.037766	0.008333	0.005578	0.0	0.004741	0.074705	1.0	0.162839	0.009139
ENPP1	0.007589	0.013798	1.0	0.006272	0.003946	0.006735	0.01706	0.006874	0.00853
ENPP2	0.007298	0.58237	0.711721	1.0	0.013165	0.006314	0.0	0.009262	0.001022
EOMES	0.002256	0.0	0.000478	0.001554	0.057702	0.452127	0.672546	0.009561	0.005796
EPB41L3	0.752434	0.817307	0.368357	0.041059	0.03385	0.012778	0.01267	0.012107	0.014077
EPHA2	0.025816	0.03414	0.130617	1.0	0.022553	0.021786	0.025932	0.043958	0.032901
EPHA4	0.029967	0.008451	0.0	0.110728	0.399981	1.0	0.352363	0.046499	0.122973
EREG	0.388327	0.536235	0.07996	0.005558	0.001125	0.002027	0.068128	0.183837	0.0
ETS1	0.0	0.001072	0.001882	0.03654	0.31769	0.081131	0.105084	0.016728	0.015723
F13A1	1.0	0.435155	0.020901	0.180736	0.031448	0.035824	0.023182	0.177913	0.063393
FAIM3	0.006321	0.008273	0.0	0.004007	1.0	0.216596	0.012539	0.066812	0.484999
FAM102A	0.0	0.019015	0.077931	0.017405	1.0	0.46172	0.020246	0.038035	0.059034
FAM129C	0.003544	0.008093	0.041218	1.0	0.0	0.001245	0.009866	0.007421	0.232322
FAM135A	0.124619	0.483334	1.0	0.190897	0.069652	0.02374	0.026115	0.0	0.038421
FAM20B	0.005269	0.002168	0.001901	0.00183	0.001569	0.021827	0.0	0.002086	1.0
FBN2	0.284021	0.038203	0.00396	0.0	0.001228	0.005519	0.002562	0.017098	0.007105
FBXL16	0.06215	0.008627	0.009008	0.0	1.0	0.106296	0.007549	0.021111	0.052206
FCER1A	0.083519	1.0	0.058547	0.25336	0.028146	0.0	0.028769	0.023819	0.000613
FCER1G	0.880666	0.045435	0.012312	0.053819	0.016135	0.0	0.109792	0.392209	0.06571
FCGR2A	0.261037	0.081136	0.005617	0.000504	0.0	0.000658	0.006436	1.0	0.005421
FCGR2B	0.076017	0.331109	0.025249	0.003172	0.0	0.011527	0.015252	0.560675	1.0
FCGR3B	0.061822	0.001309	0.000401	0.001861	0.0	0.005591	0.008034	1.0	0.004493
FCN1	0.490271	0.183065	0.005698	0.0	0.009918	0.001993	0.009316	0.100748	0.01037
FCRL1	0.002707	0.020081	0.001203	0.0	0.001817	0.012002	0.002499	0.006774	1.0
FCRL3	0.00102	0.003628	0.004535	0.000544	0.008262	0.02022	0.026849	0.0	0.18395
FCRLA	0.000349	0.002296	0.000896	0.028643	0.0	0.00084	0.000896	0.000823	0.772708
FFAR2	0.10149	0.002307	0.002631	0.00137	0.000492	0.001813	0.00173	1.0	0.00584
FGFBP2	0.000524	0.000521	0.000695	0.0	0.004999	0.203152	0.89781	0.005397	0.003327
FKBP1B	0.036482	0.126865	1.0	0.001466	0.00033	0.003634	0.039398	0.005546	0.0
FLT3	0.0304	0.550179	1.0	0.312613	0.008397	0.007969	0.0131	0.009446	0.009145
FMNL2	0.119833	0.268757	1.0	0.372684	0.012369	0.012978	0.0	0.017261	0.011663
FPR2	0.161488	0.003703	0.003565	0.003274	0.00481	0.005244	0.005064	1.0	0.006395
FPR3	0.20465	1.0	0.477461	0.031296	0.05006	0.068071	0.01752	0.053145	0.10042
FZD2	0.345679	1.0	0.690165	0.283258	0.02737	0.023551	0.042806	0.023551	0.036918
GATA3	0.004068	0.000742	0.000757	0.0	0.629363	0.289759	1.0	0.011617	0.008863
GEM	0.011858	1.0	0.858067	0.084441	0.024793	0.04088	0.0	0.034711	0.022637
GIMAP1	0.364736	0.045073	0.013057	0.0	1.0	0.161691	0.058182	0.001525	0.000209
GIMAP5	0.18786	0.00603	0.00384	0.0	1.0	0.545206	0.042526	0.023446	0.061472
GIMAP6	0.432477	0.029954	0.007096	0.0	1.0	0.504843	0.136079	0.017131	0.006989
GIMAP7	0.325629	0.013046	0.005549	0.0	1.0	0.595112	0.185617	0.01672	0.025152
GIMAP8	1.0	0.050621	0.01599	0.16734	0.713537	0.24656	0.012313	0.092093	0.0
GK	0.06057	0.06919	0.031179	0.007729	0.003214	0.0	0.001552	1.0	0.001993
GNAL	0.012949	0.0	0.006933	0.002447	0.003411	0.03156	1.0	0.008483	0.023654
GNLY	0.003483	0.00092	0.000386	0.0	0.01528	0.335748	0.931881	0.008012	0.029519
GPM6B	0.0	0.009376	0.146418	1.0	0.023285	0.008905	0.000327	0.000808	0.001373
GPR109B	0.134091	0.027453	0.014046	0.001921	0.002402	0.002611	0.002874	1.0	0.001583
GPR171	0.00793	0.120781	0.148023	0.116209	1.0	0.804257	0.075631	0.045721	0.021146
GPR18	0.0	0.054205	0.110701	0.17674	0.190356	0.266498	0.15796	0.0071	1.0
GPR56	0.0	0.000721	0.001676	0.001318	0.00626	0.135598	0.769078	0.003468	0.004697
GPR97	0.021529	0.009822	0.008461	0.015317	0.007157	0.012504	0.086991	1.0	0.013323
GPRASP1	0.014844	0.003776	0.0	0.064583	1.0	0.626082	0.26276	0.018281	0.133594
GRIP1	0.019105	1.0	0.158626	0.068699	0.039157	0.005166	0.068699	0.005095	0.0
GZMA	0.001975	0.001642	0.001536	0.0	0.173189	0.399261	0.71019	0.014104	0.016512
GZMB	0.0	0.001402	0.11927	1.0	0.007537	0.093302	0.561786	0.00298	0.004057
GZMH	0.001188	0.001222	0.0	0.005886	0.011556	0.351524	1.0	0.008859	0.010774
GZMK	0.006096	0.000862	0.001137	0.0	0.23901	0.625212	0.25126	0.021467	0.012799
GZMM	0.00014	0.005456	0.007175	0.009043	0.063716	0.029871	1.0	0.00704	0.0
HBEGF	0.408991	0.852265	0.024425	0.009596	0.007486	0.015185	0.11807	0.083621	0.032145
HK3	1.0	0.14195	0.069095	0.067345	0.050422	0.049775	0.030983	0.434185	0.039992
HLA-DOB	0.0	0.370033	1.0	0.059525	0.004428	0.012672	0.002201	0.002878	0.864172
HLA-DPB2	0.010661	0.748428	1.0	0.366469	0.00164	0.005383	0.006651	0.0	0.048929
HLA-DQA1	0.024815	1.0	0.56423	0.208899	0.001562	0.001283	0.01289	0.0	0.149576
HLA-DQB1	0.210572	1.0	0.800278	0.354107	0.013151	0.032495	0.032767	0.017665	0.257222
HLA-DQB2	0.049869	1.0	0.885677	0.073598	0.032829	0.035924	0.036962	0.041304	0.066383
HMOX1	1.0	0.102671	0.12174	0.0	0.021199	0.019247	0.061299	0.152502	0.031276
HNMT	0.632146	0.069039	0.008839	0.0	0.003579	0.001762	0.001473	0.007553	0.013058
HOPX	0.00308	0.003106	0.002013	0.0	0.095545	0.149279	0.801562	0.012277	0.067962
HOXA9	0.016104	0.427428	1.0	0.171379	0.0	0.021757	0.160534	0.002126	0.013485
HSPC159	0.02781	0.006616	0.017768	0.003497	0.009374	0.015471	0.006427	1.0	0.025896
ICOS	0.003385	0.004219	0.003581	0.0	0.242145	0.111356	0.00991	0.016896	0.007653
IDO1	0.009136	0.287424	1.0	0.005018	0.004058	0.004542	0.004567	0.054996	0.00298
IDO2	0.005517	0.294857	1.0	0.005277	0.001684	0.0042	0.0	0.003358	0.006813
IFNG	0.011416	0.0	0.00843	0.000878	0.043315	0.848329	1.0	0.016473	0.010362
IGJ	0.00186	0.002095	0.099818	1.0	0.031667	0.049021	0.0	0.001982	0.962998
IGLL3	0.032334	0.048851	0.030062	0.115879	0.028473	0.077508	0.0	0.058236	1.0
IKZF3	0.006704	0.003028	0.0	0.004325	0.072114	0.42148	0.024654	0.010208	1.0
IL18	0.020642	0.117665	0.075361	0.021705	0.0	0.00032	0.026599	0.001474	8.1e-05
IL1R2	0.017841	0.37557	0.075116	0.001975	0.000471	0.000613	0.0	1.0	0.000341
IL22RA2	0.011597	0.785181	1.0	0.055417	0.005632	0.011687	0.0	0.014259	0.017902
IL2RB	0.007079	0.001222	0.000446	0.0	0.153617	0.254404	1.0	0.02241	0.020471
IL32	0.006928	0.00218	0.000525	0.0	1.0	0.319587	0.045615	0.029274	0.011363
IL3RA	0.035706	0.037523	0.077359	1.0	0.015476	0.01853	0.017412	0.046184	0.06149
IL7R	0.0	0.045559	0.029572	0.003987	1.0	0.415543	0.034831	0.031154	0.009876
INSR	0.262017	1.0	0.940128	0.627838	0.016742	0.011469	0.03348	0.031379	0.033908
ITGA6	0.003923	0.0	0.035245	0.001715	1.0	0.225757	0.170565	0.113607	0.001544
ITK	0.002804	0.000263	6.6e-05	0.0	1.0	0.616188	0.350617	0.017099	0.006881
ITM2A	0.002256	0.0	0.000453	0.011882	0.707775	0.435167	0.335753	0.026254	0.074121
ITM2C	0.0	0.081449	0.152202	1.0	0.015088	0.019206	0.003191	0.008573	0.019763
ITPRIPL2	0.40064	1.0	0.859407	0.294041	0.005491	0.005895	0.0	0.0001	0.010546
KANK1	0.017456	0.022729	0.041391	1.0	0.203159	0.024958	0.01317	0.0	0.050798
KCND3	0.016053	0.009723	1.0	0.002988	0.0	0.013846	0.000294	0.013871	0.025347
KCNJ15	0.033184	0.0	0.002922	0.000473	0.004466	0.00944	0.00206	1.0	0.014
KCNJ2	0.104688	0.024788	0.026437	0.0	0.003349	0.011963	0.000711	1.0	0.016385
KCNK17	0.011294	0.044328	0.107351	1.0	0.006702	0.010372	0.00602	0.0	0.010698
KCTD12	1.0	0.922484	0.891298	0.454695	0.03846	0.005554	0.008072	0.151562	0.0
KIAA0125	0.0432	0.059799	0.033622	0.708254	0.035721	0.066773	0.023152	0.042808	1.0
KIAA1324	0.022626	0.001191	0.003992	0.0	0.03363	0.017193	0.004636	1.0	0.009176
KIAA1598	0.269583	0.444473	1.0	0.40189	0.005874	0.002331	0.020572	0.002969	0.00226
KIF16B	0.091954	0.248798	1.0	0.092904	0.155269	0.038867	0.048603	0.0	0.011898
KIF21A	0.003891	0.015301	0.016614	0.005122	0.350419	0.812845	0.671329	0.0	0.013987
KIT	0.02431	0.370828	1.0	0.065856	0.031239	0.065259	0.2432	0.155644	0.028196
KLF4	1.0	0.552236	0.282197	0.134286	0.007865	0.001353	0.054008	0.095308	0.0
KLRA1	0.00448	0.009558	0.0	0.112306	0.059954	0.942377	0.056153	0.008602	0.046595
KLRB1	0.002848	0.000414	0.000251	0.0	0.251593	0.367985	0.53243	0.013192	0.01782
KLRC3	0.000711	0.000583	0.000292	0.000583	0.0	0.275268	1.0	0.001399	0.003717
KLRC4	0.00086	0.0	0.0	0.001564	0.002076	1.0	0.481458	0.00682	0.001564
KLRD1	0.005475	0.000284	0.000397	0.0	0.011689	0.676421	0.905131	0.007671	0.037988
KLRF1	0.000704	0.003491	0.002126	0.00911	0.0	0.11114	1.0	0.002489	0.008069
KLRG1	0.021898	0.007144	0.017208	0.0	0.321436	1.0	0.137106	0.012077	0.061502
KLRK1	0.011374	0.006868	0.002967	0.013736	0.021653	0.93937	1.0	0.026967	0.040549
KRT23	0.017296	0.003396	0.003266	0.002713	0.002642	0.004694	0.000437	1.0	0.005444
KRT5	0.032402	0.02507	0.145244	1.0	0.02671	0.038934	0.026754	0.030023	0.032717
LAMP3	0.002598	1.0	0.683126	0.059047	0.015943	0.008061	0.0	0.022715	0.004518
LBH	0.0	0.011763	0.001058	0.06731	1.0	0.525859	0.33063	0.01912	0.773652
LCK	0.003847	0.002362	0.000371	0.0	1.0	0.44629	0.220647	0.023546	0.0247
LDLRAP1	0.041148	0.048813	0.017896	0.0	1.0	0.236669	0.080092	0.027928	0.016911
LEPREL1	0.009845	0.068217	0.195426	1.0	0.007667	0.006213	0.0	0.005612	0.007752
LGALS2	0.468629	0.988494	1.0	0.020881	0.005222	0.0	0.008076	0.00694	0.009906
LGMN	0.008083	0.376519	0.868881	1.0	0.029495	0.005123	0.016484	0.0	0.010166
LILRA3	0.298932	0.041205	0.021804	0.014323	0.010226	0.004877	0.004166	0.247648	0.013684
LILRA4	0.010947	0.018604	0.152195	1.0	0.011524	0.010686	0.004876	0.016558	0.036912
LOC100233209	0.009815	0.0	0.000163	0.023295	0.21893	1.0	0.14189	0.0332	0.069561
LOC439949	0.00412	0.003263	0.031652	0.0	1.0	0.886341	0.176046	0.015402	0.013542
LOC643733	0.004734	0.008313	0.001693	0.0	0.197331	0.335153	0.245544	0.014594	0.202285
LOC650392	0.043839	0.041844	0.037854	0.036466	1.0	0.179427	0.027617	0.049304	0.073767
LOC90925	0.002829	0.000404	0.000202	0.001414	0.001231	0.004181	0.0	0.004405	0.339867
LRRN3	0.018541	0.00733	0.005252	0.007099	1.0	0.648322	0.0	0.024437	0.043518
LTF	0.051308	0.0	0.781263	0.009241	0.768766	1.0	0.006931	0.502257	0.020023
LY86	0.840918	1.0	0.995447	0.054855	0.007172	0.005813	0.0124	0.0	0.846776
LYRM2	0.479101	0.003459	0.0	0.009554	0.251269	0.786298	0.500988	0.035019	1.0
MAFB	1.0	0.172992	0.056086	0.00193	0.008329	0.006513	0.059251	0.121162	0.0
MAFF	0.022493	0.193101	0.201107	0.004241	0.011671	0.031504	1.0	0.236232	0.0
MAK	0.038026	0.02248	0.014783	0.016127	0.01686	0.018551	0.012706	1.0	0.011728
MAL	0.001859	0.000742	0.000353	0.003444	0.368685	0.042525	0.0	0.004616	0.003726
MANSC1	0.02473	0.001786	0.001042	0.0	0.011043	0.002199	0.001116	1.0	0.00268
METTL8	0.050914	0.104983	0.113686	0.242385	0.133397	0.056989	0.123368	0.010183	1.0
MFHAS1	0.06364	0.050722	0.049295	0.0	1.0	0.108979	0.564281	0.031828	0.017753
MGAM	0.014869	0.001404	0.000558	0.000832	0.0	0.000973	0.064365	1.0	0.000434
MGC29506	0.017795	0.020035	0.081454	1.0	0.00726	0.02173	0.0	0.016451	0.15937
MGST1	1.0	0.144171	0.169984	0.115638	0.027605	0.036559	0.014099	0.022525	0.050037
MME	0.027851	0.009903	0.014036	0.053232	0.014033	0.018337	0.008754	1.0	0.02345
