Bleh	CD4.positive..alpha.beta.T.cell	CD14.positive..CD16.negative.classical.monocyte	mature.neutrophil	cytotoxic.CD56.dim.natural.killer.cell	memory.B.cell	CD38.negative.naive.B.cell	macrophage	memory.CD4.positive.alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
C1ORF186	0.229	0.0772	0.028171	0.0	54.537429	5.048571	0.002571	1.053286	0.0
C4BPB	0.815041	0.0148	0.026757	0.0	0.056857	0.099143	0.0	0.092286	0.0
C4ORF50	0.012816	0.001314	0.009586	0.113643	0.029429	0.0	0.0	0.190071	0.799857
CA6	1.011184	0.002686	0.009586	0.0	0.0	0.0	0.0	0.120571	0.289643
CACHD1	1.974918	0.018429	0.816543	0.0	0.0	0.021143	0.013071	0.010143	0.0
CACNA1E	0.0	0.005886	8.147257	0.0	0.029429	0.021143	0.005429	0.008429	0.0
CACNA1I	4.23151	0.012571	0.036414	0.0	0.0	0.021143	0.0	2.045286	0.671571
CAMK4	98.005755	0.398829	0.137529	0.111857	0.446	0.235429	0.001357	33.4635	22.062571
CAPN11	0.00551	0.006286	0.009586	0.0	0.0	0.0	1.460857	0.016786	0.0
CAV1	1.589286	0.0038	0.009586	0.0	0.056857	0.494286	0.083964	0.0	0.015714
CCL20	0.005796	115.932114	0.556614	0.0	0.0	0.0	0.094429	0.955286	0.023143
CCL22	0.001918	0.002686	0.009586	0.0	0.069	0.0	95.770643	0.0	0.0
CCL3	0.034796	3555.674114	11.084114	64.028857	0.211429	2.189143	40.017464	0.134643	0.690429
CCL3L3	0.0	497.866971	18.686286	0.6635	0.0	0.559143	4.673964	0.875286	0.178429
CCL4	0.337939	1810.707257	21.786757	231.098429	0.201286	0.552	4.944536	1.593214	73.065286
CCL4L2	0.021653	229.727829	15.889257	13.8315	0.143429	0.132	3.738107	0.215143	2.346643
CCL5	3.93398	6.234514	0.780871	505.947714	1.440571	0.848	0.966071	65.625071	521.668
CCNA1	0.001224	0.003314	0.151271	0.0	0.0	0.099143	11.162857	0.0	0.0
CCR3	0.022816	0.075286	25.757171	0.050214	0.132857	0.032857	0.027071	0.012643	0.213571
CCR4	1.181224	0.439686	0.1104	0.0	0.056857	0.044857	0.119071	78.831857	18.294786
CCR5	0.084837	1.454971	0.244743	0.756143	0.056857	0.0	7.729786	2.031	22.380857
CCR8	0.108551	0.000457	0.009586	0.0	0.0	0.0	0.0	3.3305	0.941857
CD160	0.051245	0.122571	0.079743	133.748714	0.056857	0.111429	0.004143	0.081429	22.4255
CD19	0.081449	0.1016	0.607857	0.130286	102.522571	111.746	0.050643	0.028429	0.0
CD1C	0.0	10.518571	0.068471	0.084429	130.655714	8.300286	0.156571	0.0735	0.0
CD200	0.880184	0.023286	0.405729	0.032571	1.533429	33.179429	0.001357	0.218714	0.015714
CD24	0.088755	0.0832	6.234343	0.249143	93.692571	24.949571	0.045714	0.0	0.0
CD300E	0.001918	127.736229	0.658086	0.032	0.029429	0.044857	0.038	0.010143	0.0
CD34	0.218571	0.036914	0.009586	0.010714	0.0	0.0	0.003214	0.0	0.0
CD3D	232.675918	0.880029	0.2379	10.691357	0.0	0.0	0.008429	252.505143	288.676143
CD3G	57.02151	0.373514	0.130386	4.337714	0.0	0.0	0.0	76.538429	90.971143
CD40LG	7.836816	0.088971	0.0818	0.049714	0.0	0.032857	0.0	20.512714	1.163286
CD5	51.632776	0.5262	0.250757	0.291929	0.465143	0.822571	0.006286	77.698857	36.383
CD70	0.099286	0.013486	0.039157	0.079571	13.969857	0.0	0.010321	1.851071	1.69
CD79A	1.054653	0.271343	0.773543	1.036	359.480857	408.770286	0.455964	0.127714	0.330643
CD8A	0.014327	0.627171	0.179557	19.620286	0.0	0.021143	0.00775	0.387143	269.677714
CD8B	0.739449	0.460286	0.094757	1.126143	0.0	0.0	0.0	0.506357	276.696857
CD9	0.708694	6.946114	7.598814	0.079571	0.829	4.343143	717.550286	0.612643	0.395571
CDH2	0.062143	0.005714	3.506414	0.021286	0.0	0.0	0.0	0.0	0.019857
CDO1	0.053612	0.0	0.057629	0.0	0.132857	0.148571	0.0	0.77	0.019857
CFH	0.448633	0.160543	0.086714	1.172643	0.0	0.0	0.008071	15.002071	4.906571
CHIT1	0.160694	2.119714	17.001271	0.033214	0.794286	1.205	1390.1735	0.028429	0.0
CHL1	0.003143	0.0012	0.021814	0.0	2.247571	4.106	0.0	0.0	0.0
CHN1	0.743755	0.166971	0.780557	0.383429	0.143429	0.344	0.116929	13.0165	2.577357
CHSY3	0.004327	0.001086	0.009586	0.998	0.0	0.0	0.040143	0.0	0.0
CLDN9	0.001918	0.011829	4.1248	0.0	0.0	0.0	0.064571	0.012643	0.0
CLEC10A	0.007061	21.259429	0.040671	0.009571	0.0	0.032857	0.549893	0.056143	0.0
CLEC17A	0.004204	0.814371	0.4084	0.032	53.92	54.215429	0.024571	0.0	0.0
CLECL1	0.197959	1.777486	0.009586	0.034	57.329429	1.352	4.528357	3.573	4.928429
CLIC3	0.050306	0.034743	0.009586	150.315429	0.166	0.066	0.100857	0.891286	7.594857
CMTM2	0.024469	3.113686	315.452571	0.193429	0.0	0.0	0.0175	0.135143	0.124643
CNTNAP2	0.021143	0.000286	0.026729	0.016071	0.849571	12.829429	0.0	0.0	0.0
CNTNAP3	0.043122	0.0308	70.949671	0.0	0.201286	0.0	0.0005	0.012643	0.023143
COBLL1	0.230388	0.126457	0.2385	0.107	86.175143	97.797429	0.151357	0.03	0.0
COL19A1	0.071571	0.004114	0.009586	0.026786	9.940714	71.560286	0.0	0.0	0.0
COL4A3	0.071449	0.008457	0.009586	0.087714	31.912714	1.198286	0.0	0.049286	0.053857
COL4A4	0.039082	0.002114	0.009586	0.123429	5.981429	0.344	0.0	0.018571	0.027571
COL5A3	0.039061	0.0076	0.031971	0.162071	0.0	0.0	0.111786	2.477571	2.614643
CORO2B	0.001878	0.001486	0.009586	0.0	0.044286	1.232571	0.0005	0.0	0.0
CPA5	1.472878	0.0	0.009586	0.0	0.0	0.0	0.01	1.682214	2.273214
CPNE5	0.148816	0.114743	0.457757	0.089286	33.461571	8.788571	0.006	0.104	0.148143
CPNE7	0.057082	0.0	0.075057	0.078143	0.0	0.0	0.019714	1.763357	1.213357
CPVL	0.347245	236.351029	0.923443	0.096143	0.029429	0.111429	67.320607	0.145357	0.122
CRABP2	0.218673	0.371057	3.5241	0.146571	0.166	0.243714	381.362	0.127714	0.089
CSF3R	0.107837	259.927714	5078.124857	0.100571	0.081429	0.283429	37.845036	0.02	0.0
CSPG4	0.006531	0.002771	0.009586	0.0	0.0	0.0	2.020107	0.010143	0.0
CTAG2	0.00849	0.955943	0.009586	0.0	0.0	0.0	0.113143	0.0	0.019929
CTLA4	18.320633	0.095143	0.041557	0.186	0.0	0.0	0.001357	24.651571	6.289714
CXCL10	0.00602	4.085314	0.076357	0.016071	0.044286	0.0	0.064107	0.0	0.0
CXCL2	0.055347	99.444057	3.522443	0.111857	0.0	0.225714	1.118179	0.0	0.0
CXCR1	0.00751	0.428371	461.277143	8.170214	0.029429	0.021143	0.15	0.036786	0.237429
CXCR2	0.005265	2.715429	1311.279543	18.712429	0.0	0.0	0.126107	0.0	0.45
CXCR3	0.155449	0.035114	0.031971	1.978857	2.600857	0.111429	0.004071	6.930786	15.486071
CXCR6	0.160041	0.028343	0.076071	1.585286	0.0	0.122143	0.015	2.839429	26.802929
CYP26B1	0.001837	0.000286	2.288786	0.034	0.0	0.0	0.0	0.0	0.009214
CYP4F3	0.007102	1.1136	152.0894	0.0	0.0	0.021143	0.020714	0.0	0.031571
DAB1	0.287898	0.000629	0.082886	0.1005	0.0	0.021143	0.0005	1.739714	0.241571
DACT1	19.24349	0.049543	0.388386	0.044143	0.344	1.683143	0.254286	1.480643	0.011
DGKK	0.0	0.000857	0.027529	2.416143	0.029429	0.0	0.0	0.0	0.178857
DKK3	0.244347	0.0	0.057743	0.044571	0.091714	0.032857	0.0	0.062571	1.530571
DNAAF1	0.000776	40.466057	1.759514	0.247143	0.264571	0.148571	0.056571	0.068286	0.17
DNAJC5B	0.003429	0.189029	0.009586	0.028429	5.186	0.539714	1.252714	0.0	0.0
DOK7	0.002735	0.005343	0.033357	1.800929	6.843714	0.941714	0.002571	0.02	0.032286
DSC1	5.344306	0.002629	0.065529	0.068286	0.0	0.0	0.0	0.324143	0.0995
DSP	0.002571	0.0016	0.055929	0.0	0.344	6.872286	1.123857	0.010143	0.0
DUSP4	0.279694	0.037629	0.193529	0.0445	0.179143	0.044857	0.127571	6.591	1.343143
EBF1	0.041898	0.065771	0.147029	0.055071	17.871	21.884571	0.0	0.026143	0.037857
EBI3	0.007673	0.0402	0.009586	0.028429	2.274	0.283429	0.0125	0.0	0.0
ECSCR	0.46451	0.0116	0.009586	0.0	0.0	0.0	0.038393	0.086214	0.0
EDAR	10.416061	0.002857	0.009586	0.0	0.0	0.0	0.0	0.811286	0.111857
EDARADD	0.092653	0.011343	0.0153	0.792	0.0	0.0	0.003143	1.213429	2.950286
EGR1	0.043939	119.138971	5.718686	0.176929	5.419429	0.507286	0.140857	0.062571	0.070571
ELOVL4	0.144714	0.004343	0.0153	0.055286	0.0	0.0	0.001357	1.841071	0.905714
EML6	0.275082	0.256743	0.849486	0.285643	19.338571	1.717429	0.113214	0.206357	0.273429
EMP1	0.380816	1.7174	0.0772	0.056571	0.0	0.0	201.8295	0.538643	0.155357
ENAH	0.081898	0.012829	0.066386	0.038	0.091714	2.257857	0.089714	0.0	0.0
ENHO	0.02449	1.057486	0.0375	0.016071	0.0	0.0	0.012643	0.026143	0.0365
EPB41L1	0.061551	0.039429	0.1649	0.106429	0.056857	0.0	24.150607	0.032643	0.026857
EPHB1	0.01498	0.271343	219.8636	0.073429	0.155714	0.132	1.632786	0.072	0.089
EPHX2	46.560673	0.211314	0.162014	0.524571	0.706	0.516	0.034321	12.098786	4.7515
ERBB2	1.098347	0.2952	1.115443	55.993286	0.775143	1.437714	0.374571	0.570929	2.264429
EREG	0.055673	78.024171	0.582671	0.039429	0.0	0.077714	0.179071	0.0	0.0
ESPN	0.080245	0.0	0.009586	0.134714	0.0	0.0	0.08925	1.276214	0.592429
ESPNL	0.009204	0.001029	0.047529	0.020286	2.327286	0.055429	0.0	0.023714	0.009214
ESR2	0.017286	0.004171	0.2278	0.079571	4.905714	1.576857	0.0	0.016786	0.046786
F13A1	0.224306	65.4728	3.024071	0.128357	0.233143	0.395571	0.685071	0.741143	0.057929
FABP3	0.0	0.002686	0.044957	0.039429	0.0	0.0	124.372	0.035143	0.0
FAM111B	0.028041	0.007571	0.009586	0.701929	16.792571	50.668429	2.259571	0.157714	0.42
FAM129C	0.083449	0.375343	2.402657	0.257143	199.463429	204.608571	0.030179	0.072429	0.085786
FAM153A	40.288673	0.139657	0.009586	0.061643	0.283429	1.410571	0.0	11.898786	0.997929
FAM177B	0.048776	0.008914	0.909114	0.026643	3.253714	14.816286	0.0	0.026143	0.023143
FAM184A	6.696939	0.023429	0.0744	0.072786	0.155714	0.235429	0.021286	1.148714	0.654071
FAM19A1	1.341102	0.003314	0.0153	0.349857	0.0	0.055429	0.0	1.561714	2.691286
FAM69B	0.111204	0.012771	0.022229	0.062286	0.812	12.272857	0.007143	0.054	0.044571
FASLG	0.026061	0.005829	0.022829	16.910214	0.029429	0.032857	0.0	0.190786	2.606571
FAT4	0.07349	0.0	0.009586	3.615357	0.0	0.021143	0.0	0.0	0.024
FBLN2	0.041653	0.0668	0.009586	0.242	7.637714	1.728857	0.014036	0.0	0.199286
FBLN7	3.046449	0.0278	0.046043	0.055429	0.132857	0.032857	0.002286	5.811286	0.216214
FBN2	0.017592	7.966371	2.083343	0.0	0.0	0.021143	0.09675	0.0	0.0
FCER1A	0.11651	7.824771	0.169	0.125714	0.081429	0.0	0.016286	0.025357	0.0
FCER2	0.018204	1.468371	1.0552	0.145857	33.515714	219.43	0.636357	0.0	0.013
FCGR3B	0.015	1.238943	4233.4892	6.0125	0.056857	0.0	0.049214	0.0	0.254643
FCN1	0.026816	2319.349543	104.353629	0.174214	0.069	0.265429	4.677143	0.033786	0.013
FCRL1	0.267041	0.133857	2.946757	0.626143	203.731429	488.525429	0.0	0.050714	0.103
FCRL2	0.061816	0.056229	0.385114	0.167357	116.484286	156.469714	0.002643	0.0	0.013
FCRL5	0.085714	0.0294	0.009586	0.067857	41.581143	65.439143	0.0	0.0	0.0
FCRLA	0.012673	0.113029	0.117671	0.181071	191.966	99.687714	0.443821	0.0	0.0
FEZ1	0.143531	0.420771	0.117586	25.598571	0.056857	0.0	0.039464	0.162571	2.523571
FGFBP2	0.83349	0.420057	0.4931	431.062	0.273714	0.333143	0.0	0.707286	88.229
FGFR2	0.004449	0.012914	0.071686	0.095429	0.0	0.0	0.0	0.2265	0.823
FHIT	93.408245	1.339829	0.419586	1.847429	0.985143	2.758571	3.487536	17.922143	1.435429
FLT4	0.85051	0.042571	0.0153	0.073429	0.0	0.0	0.003536	0.770714	2.526
FRMD7	0.003918	0.659	0.041029	0.010714	0.0	0.0	0.0005	0.0	0.0
GALNTL6	0.0	0.026057	0.049329	0.028429	8.122	0.552	0.042786	0.0	0.0
GDF15	0.031592	0.261343	1.257371	0.043786	0.044286	0.0	61.214357	0.012643	0.0
GDF7	0.025592	0.002	0.021043	0.010714	3.152286	0.546143	0.002714	0.187143	0.013
GFPT2	0.024367	0.000457	0.009586	0.179071	0.0	0.156286	0.037429	0.105143	0.820857
GNAT2	0.008469	0.020571	1.831071	0.0	0.0	0.0	0.029071	0.0	0.015714
GNLY	2.992	2.255371	2.133786	2201.428286	0.898	1.285429	0.002286	6.111929	225.201
GPC4	0.0	0.064657	0.582671	0.0	0.029429	0.403714	70.456821	0.0	0.0
GPM6A	0.002408	0.004286	0.009586	0.034	32.331857	2.636571	0.0	0.0	0.0
GPNMB	0.001388	0.876029	0.021043	0.0	0.069	0.166286	2567.873643	0.040857	0.019857
GPR15	1.053306	0.259771	0.0191	1.020143	0.300429	0.0	0.0	20.619071	3.376571
GPR171	20.211878	0.133543	1.033486	4.648786	0.081429	0.634857	0.0	39.607857	45.472429
GPRC5B	0.781776	0.005714	0.0153	0.0	0.0	0.0	0.116571	0.158714	0.032857
GREM2	0.220694	0.002286	0.0153	0.139429	0.0	0.0	0.0	4.014571	0.154571
GRIK4	0.006857	0.001143	0.009586	3.844714	0.0	0.273429	0.005786	0.0	0.0
GSDMA	0.221571	0.003343	0.009586	0.114214	0.0	0.0	0.011357	0.130143	1.483929
GZMB	0.522878	0.788514	0.479643	1099.672143	0.738429	0.532571	0.025429	0.2315	99.299857
GZMK	4.519469	0.3692	0.223286	6.827143	0.0	0.0	0.001357	42.869214	268.107714
HBG2	12.930796	0.430514	0.5092	0.160857	0.056857	0.324	0.011214	0.0	0.0
HEATR9	0.025061	0.0542	0.009586	0.560643	0.0	0.0	0.0	0.058214	0.861929
HEY1	0.01298	0.077114	8.4847	0.033214	0.0	0.0	0.040107	0.0	0.011
HIST1H1T	0.007224	0.014257	6.174157	0.0	0.0	0.0	0.011214	0.021714	0.0
HKDC1	3.457163	0.002343	0.009586	0.020286	0.0	0.0	0.012571	2.757	1.246857
HLF	0.160612	0.013457	0.051857	0.043286	0.0	0.0	0.001357	3.391429	0.236
HMSD	0.0	0.443143	0.019014	0.010714	0.0	0.0	0.005286	0.0	0.009214
HPCAL4	4.748694	0.013514	0.043071	0.055429	0.029429	0.0	0.0	6.233571	0.419929
HRH4	0.073122	0.002971	0.2965	0.049714	0.029429	0.021143	0.03	1.473286	0.097643
HSD3B7	0.097041	0.518971	1.824243	0.056571	0.155714	0.189714	89.994071	0.046786	0.058429
ICOS	31.303714	0.149371	0.041557	0.255071	0.0	0.021143	0.0	26.535429	7.543571
IER3	1.676776	430.677314	56.142829	1.179571	0.132857	0.485429	17.5685	0.859214	1.023429
IFNG	0.147388	0.017086	0.009586	4.386357	0.0	0.225714	0.0	2.021	4.784071
IGFBP3	1.12602	0.058743	0.036771	0.541071	0.044286	0.0	0.0	4.502929	7.295357
IGFBP6	0.061224	0.040457	0.009586	0.017143	0.091714	0.0	1.306607	0.2965	1.566143
IGLL5	1.461673	0.025657	0.009586	0.089	30.839429	77.023714	0.0	0.0	0.0
IGSF9B	3.086796	0.0214	0.022829	0.174	0.056857	0.0	0.0	3.646	1.037143
IL1A	0.000653	18.374171	0.372857	0.021286	0.091714	0.099143	0.074071	0.0	0.0
IL1B	0.040857	4641.480457	139.653457	0.380214	0.044286	0.606571	0.25325	0.045571	0.0
IL1R2	0.0	2.1452	201.358371	0.0	0.0	0.0	0.573	0.064286	0.061357
IL6ST	277.425184	28.0532	11.198914	2.612	3.445857	7.674	9.686107	33.130571	4.310643
INHBB	0.000449	0.014457	2.5405	0.010714	0.0	0.0	0.002714	0.0	0.0
INPP4B	71.716633	0.5294	0.072029	0.160286	0.0	0.156286	0.025571	54.526143	24.038429
IQGAP3	0.018449	0.043457	0.1002	0.032429	0.0	0.0	7.524429	0.0	0.015714
ISM1	2.637449	0.001486	0.009586	0.0	0.0	0.0	0.264429	3.521214	0.361643
ITGB5	0.223306	0.848286	0.111729	0.101786	0.132857	0.132	98.238214	0.352	0.364857
JAKMIP1	0.247755	0.037	0.0191	2.344286	0.044286	0.044857	0.002714	6.504071	23.890857
JCHAIN	31.821327	0.383143	0.441714	0.246286	225.745143	35.601857	0.001857	0.0	0.019857
KCNG1	0.0	0.007486	0.009586	0.0	0.666857	34.170857	0.108321	0.0	0.0
KCNH8	0.014898	0.010771	0.026729	0.009571	1.282714	16.741714	0.001357	0.012643	0.0
KCNJ15	0.029673	2.378686	119.455114	0.0	0.0	0.0	0.042107	0.016786	0.0
KHDRBS2	0.006939	0.292971	0.009586	0.022857	7.375714	16.758	0.004071	0.0	0.0
KIAA1257	0.114163	0.115171	12.837257	0.038929	0.044286	0.0	0.0115	0.048429	0.035571
KIAA1671	0.433061	0.011486	0.0191	2.053571	0.0	0.032857	0.112893	0.197071	3.2895
KIR2DL1	0.003429	0.002686	0.087214	4.414	0.0	0.0	0.0	0.0	0.015714
KIR2DL4	0.004163	0.018314	0.078971	2.089429	0.0	0.0	0.005929	0.0	0.019857
KIR2DS4	0.003	0.012	0.009586	1.338857	0.0	0.0	0.0	0.016786	0.071714
KIR3DL1	0.001224	0.008343	0.137214	5.191857	0.0	0.0	0.0	0.0	0.519071
KIR3DL2	0.08402	0.016943	0.053729	5.427714	0.0	0.0	0.001357	0.304571	0.295571
KIR3DX1	0.006286	0.006514	0.009586	3.535929	0.044286	0.0	0.002714	0.0	0.131143
KLF4	0.05098	61.299114	6.156871	0.088857	0.383143	1.104857	0.635536	0.468571	0.056786
KLHL14	0.03249	0.021029	0.009586	0.026714	14.546286	23.311286	0.0	0.0	0.0
KLRC1	0.221633	0.026171	0.036386	78.685286	0.0	0.0	0.0	0.0	12.847571
KLRC2	0.07302	0.007886	0.009586	41.646286	0.056857	0.0	0.0	0.0	4.452214
KLRC3	0.048755	0.036514	0.046643	21.658714	0.0	0.0	0.0	0.0	2.957286
KLRD1	0.258367	0.477943	1.758886	270.215286	0.344	0.044857	0.034607	0.202429	114.319571
KLRF1	0.382816	0.368543	0.352429	310.260143	0.455429	0.225714	0.1255	0.162571	13.426571
KLRG1	6.632959	1.005457	0.283514	71.939643	0.516571	1.124	1.842464	26.060929	154.040571
KRT1	0.179204	0.039029	0.022229	0.0	0.0	0.0	0.01	10.603786	0.057
KRT23	0.002408	0.854914	70.888571	0.016071	0.0	0.0	0.007429	0.015286	0.023143
KRT72	16.844633	0.014686	0.031114	1.531714	0.0	0.0	0.0	1.482571	0.1145
KRT73	13.832551	0.020657	0.065614	1.746	0.0	0.0	0.002714	1.343214	0.117429
LAG3	0.181816	0.0258	0.2198	0.726071	0.0	0.0	0.014107	0.303643	6.675
LCN10	0.235673	0.010371	0.009586	0.017143	9.257571	15.339143	0.0	0.0515	0.062214
LCN2	0.028327	0.211257	10.318814	0.0	0.081429	0.122143	0.0	0.035143	0.0
LDLRAD3	0.019041	4.327171	0.062729	0.009571	0.0	0.032857	0.553143	0.0	0.0
LEF1	660.794612	1.106714	0.193243	3.6635	0.029429	0.731857	0.0	130.072	47.814143
LGALS9B	0.033918	0.001657	0.581629	12.285143	0.0	0.066	0.098714	0.012643	0.019929
LGR6	0.087429	0.026314	0.081357	14.221571	0.069	0.111429	0.0	0.107929	3.269786
LILRA4	0.022429	0.257857	2.365114	0.051143	12.263714	0.189714	0.411893	0.086143	0.0
LIM2	0.002041	0.0	0.009586	4.311143	0.0	0.0	0.0	0.016786	0.115786
LINGO2	0.003429	0.000343	0.009586	4.473286	0.0	0.032857	0.0	0.0	0.011
LMF1	9.769	0.066	0.0191	0.010714	0.179143	0.0	0.448786	2.387786	0.861429
LPL	0.014898	0.554457	0.053971	0.0	0.0	0.021143	585.314429	0.0	0.040714
LRRC4	0.018796	1.1094	30.920929	0.076857	0.155714	0.111429	0.030429	0.036786	0.054143
LRRC43	0.031306	0.0368	0.092243	3.528643	0.0	0.0	0.046	0.0	0.137286
LRRC7	1.508714	0.008343	0.022829	0.009571	0.0	0.0	0.004214	0.008429	0.0
LRRN3	14.802184	0.082857	0.074886	0.0	0.029429	0.122143	0.003929	1.564786	0.656071
LTF	0.005469	0.015657	11.366857	0.045	0.0	0.111429	0.033893	0.0	0.0
LTK	0.24551	0.040114	0.031971	0.083357	1.668286	0.243714	0.011929	7.770929	5.432
LYVE1	0.041224	0.055114	5.027357	0.0	0.056857	0.099143	0.0	0.0	0.0
LYZ	1.480469	18758.0088	514.7766	0.920643	0.201286	2.290429	2293.867643	1.730286	0.099357
MACROD2	0.053265	0.033514	0.052529	0.140429	0.948857	8.670714	0.082643	0.0	0.0
MAK	0.013143	0.702914	14.503414	0.020286	0.029429	0.032857	0.010143	0.041714	0.027571
MAL	136.473796	0.309143	0.155671	0.0	0.056857	0.077714	0.0	115.571286	7.207143
MANSC1	0.343	0.495171	27.899186	0.026786	0.056857	0.141	0.115679	0.102071	0.064571
MB21D2	2.980204	1.034971	0.009586	0.077143	0.402571	0.0	1.001	19.9575	0.734071
MEOX1	0.791673	0.017143	0.009586	0.0	0.0	0.0	0.001357	2.903786	0.527143
METTL7B	0.0	0.0716	0.009586	0.0	0.044286	0.122143	9.388714	0.0	0.0
MGAM	0.019388	1.881771	158.5282	7.876286	0.029429	0.0	0.018286	0.0	0.072571
MLC1	0.138102	1.052371	0.5185	49.389929	0.029429	0.099143	0.011464	0.028429	0.756286
MMP1	0.418204	0.004743	0.009586	0.0	0.029429	0.0	0.049964	0.0	0.0
MMP19	0.003469	0.491914	0.009586	0.034	0.044286	0.0	33.63775	0.0	0.009214
MMP25	0.064143	4.539171	767.720171	0.376214	0.029429	0.0	0.043107	0.227643	0.340214
MMP28	8.219837	0.012971	0.009586	0.0	0.132857	0.0	0.016214	0.300357	0.131214
MMP9	0.006673	0.489943	74.795014	0.009571	0.0	0.0	1856.517714	0.046786	0.0
MOXD1	0.030122	0.000343	0.022229	0.010714	0.678	1.893429	0.012357	0.0	0.011
MS4A1	0.052653	0.616029	0.085243	0.549	379.786286	466.590571	0.0	0.313286	4.669143
MS4A3	0.036408	0.128629	4.326129	0.016071	0.0	0.0	0.016429	0.0	0.0
MS4A4E	0.0	6.690743	0.260343	0.0	0.056857	0.044857	0.044571	0.0	0.023143
MS4A6A	0.184857	426.3262	23.4802	0.032571	0.0	0.132	9.657607	0.401786	0.141286
