Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
BLK	0.912967	1.0	0.000579	0.00101	0.0	0.001918	0.004394	0.005677
BLNK	0.838623	1.0	0.006362	0.001399	0.000591	0.0	0.000957	0.0
BMX	0.0	0.0	0.004939	0.001132	1.0	0.0	0.015915	0.0
BNC2	0.0	0.003475	0.000112	1.0	0.004633	0.002332	0.002482	0.014355
BOK	0.0	0.008034	0.000499	1.0	0.001116	0.0	0.002927	0.003593
BTNL9	0.848086	0.950957	0.00308	0.009286	0.013463	0.0	0.000727	0.0
C12ORF74	0.138717	1.0	0.0	0.0	0.007423	0.0	0.001075	0.0
C1ORF186	0.092571	1.0	0.001416	0.0	0.000517	0.019313	0.004199	0.0
CA6	0.0	0.0	0.000367	0.0	0.001311	0.016495	0.138337	0.039625
CACHD1	0.007174	0.0	0.006253	0.0	0.277047	0.003441	0.670076	0.0
CACNA1E	0.002595	0.003612	0.000722	0.0	1.0	0.001035	0.0	0.0
CAMP	0.0	0.007918	0.017204	0.0	0.806756	0.0	9.7e-05	0.0
CASC15	0.0	0.0	0.029303	0.0	0.011505	0.002989	0.118077	0.003901
CAV1	0.311011	0.035775	0.002391	0.0	0.006031	0.0	1.0	0.009888
CBS	0.0	0.0	0.000775	0.018605	1.0	0.0	0.009578	0.007266
CCL20	0.0	0.0	1.0	0.0	0.004801	0.00824	5e-05	0.0002
CCL22	0.0	0.023977	0.000933	0.0	0.003331	0.0	0.000667	0.0
CCL3	0.000606	5e-05	1.0	0.017998	0.003108	2.8e-05	0.0	0.000184
CCL3L3	0.001123	0.0	1.0	0.001333	0.037533	0.001758	0.0	0.000358
CCL5	8.9e-05	0.000873	0.007218	0.668593	0.0	0.085822	0.004173	0.689399
CCR3	0.000785	0.00467	0.002433	0.001459	1.0	0.0	0.000395	0.007805
CCR4	0.000569	0.000721	0.005578	0.0	0.0014	1.0	0.014984	0.232074
CCR5	0.0	0.00254	0.06501	0.033785	0.010935	0.090747	0.003791	1.0
CCR8	0.0	0.0	0.000137	0.0	0.002878	1.0	0.032593	0.282798
CD160	0.00045	4.2e-05	0.000533	1.0	0.000213	0.000226	0.0	0.16735
CD163	0.001627	0.0	1.0	0.000475	0.013491	0.000148	0.000123	0.0
CD19	1.0	0.917461	0.000909	0.001166	0.00544	0.000254	0.000729	0.0
CD1C	0.063528	1.0	0.080506	0.000646	0.000524	0.000563	0.0	0.0
CD200	1.0	0.045764	0.000228	0.000508	0.01176	0.006121	0.026067	0.0
CD24	0.266292	1.0	0.000888	0.002659	0.06654	0.0	0.000947	0.0
CD300E	0.000126	8.2e-05	0.357466	9e-05	0.001842	2.8e-05	5e-06	0.0
CD34	0.0	0.0	0.016035	0.004654	0.004164	0.0	0.094945	0.0
CD36	0.000465	9.5e-05	1.0	9.7e-05	0.006296	0.000394	0.000195	0.0
CD40LG	0.001029	0.0	0.002785	0.001556	0.002561	0.64215	0.245331	0.036417
CD5	0.007337	0.002751	0.003534	0.000528	0.0	0.993684	0.659248	0.463588
CD70	0.0	1.0	0.000965	0.005696	0.002803	0.132505	0.007107	0.120975
CD79A	1.0	0.879383	0.000351	0.002223	0.00158	0.0	0.002268	0.000497
CD8A	7.8e-05	0.0	0.002326	0.072755	0.000666	0.001436	5.3e-05	1.0
CD8B	0.0	0.0	0.001664	0.00407	0.000342	0.00183	0.002672	1.0
CDH2	0.0	0.0	0.00163	0.006071	1.0	0.0	0.017723	0.005663
CFAP58	0.0	0.0	0.015287	0.016205	1.0	0.0	0.001106	0.0
CFH	0.0	0.0	0.010701	0.078165	0.00578	1.0	0.029905	0.32706
CHL1	1.0	0.547387	0.000292	0.0	0.005313	0.0	0.000765	0.0
CHN1	0.015581	0.0	0.001829	0.018644	0.049493	1.0	0.046634	0.189071
CHSY3	0.0	0.0	0.001088	1.0	0.009605	0.0	0.004335	0.0
CLDN9	0.0	0.0	0.002868	0.0	1.0	0.003065	0.000465	0.0
CLEC10A	0.001079	0.0	0.698298	0.000314	0.001336	0.001844	0.000232	0.0
CLECL1	0.02342	1.0	0.030843	0.000426	0.0	0.062167	0.003286	0.085814
CLIC3	0.000375	0.001041	0.000167	1.0	0.0	0.005866	0.000271	0.050466
CMTM2	0.0	0.0	0.009871	0.000613	1.0	0.000428	7.8e-05	0.000395
CNTNAP2	1.0	0.066221	2.2e-05	0.001253	0.002083	0.0	0.001648	0.0
CNTNAP3	0.0	0.002837	0.000434	0.0	1.0	0.000178	0.000608	0.000326
COBLL1	1.0	0.88116	0.001293	0.001094	0.002439	0.000307	0.002356	0.0
COL19A1	1.0	0.138914	5.7e-05	0.000374	0.000134	0.0	0.001	0.0
COL4A3	0.037294	1.0	0.0	0.002484	3.5e-05	0.00128	0.001974	0.001423
COL4A4	0.057178	1.0	0.0	0.020289	0.00125	0.002752	0.006183	0.004258
COL5A3	0.0	0.0	0.001289	0.027484	0.005422	0.420146	0.006624	0.443391
COL6A2	0.004393	0.0	0.001306	0.613109	0.004424	0.153104	0.155712	1.0
CORO2B	0.935589	0.033615	0.001128	0.0	0.007276	0.0	0.001425	0.0
CPA5	0.0	0.0	0.0	0.0	0.003233	0.567412	0.496803	0.766757
CPNE5	0.260674	1.0	0.000763	0.0	0.011041	0.000441	0.001784	0.001764
CPNE7	0.0	0.0	0.0	0.044315	0.042565	1.0	0.032371	0.688095
CPVL	0.000347	0.0	1.0	0.000282	0.003783	0.000491	0.001345	0.000392
CRTAM	0.002033	0.0	0.098439	0.319089	0.004668	0.023989	0.07084	1.0
CSF3R	5.6e-05	1.6e-05	0.051186	2e-05	1.0	4e-06	2.1e-05	0.0
CTAG2	0.0	0.0	1.0	0.0	0.010027	0.0	0.008881	0.020847
CTGF	0.091468	0.0	0.0	0.0	0.005901	0.006244	1.0	0.0
CTLA4	0.0	0.0	0.00386	0.007545	0.001686	1.0	0.743183	0.255145
CXCL10	0.0	0.007833	0.72258	0.002843	0.013505	0.0	0.001065	0.0
CXCL2	0.00227	0.0	1.0	0.001125	0.035421	0.0	0.000557	0.0
CXCR1	3e-05	4.8e-05	0.000912	0.017696	1.0	6.3e-05	0.0	0.000498
CXCR2	0.0	0.0	0.002071	0.01427	1.0	0.0	4e-06	0.000343
CXCR6	0.004557	0.0	0.001057	0.059146	0.002838	0.105937	0.005971	1.0
CYP1B1	0.002332	0.0	1.0	0.000557	0.042253	0.0	0.000188	0.0
CYP26B1	0.0	0.0	0.000125	0.014855	1.0	0.0	0.000802	0.004026
CYP4F22	0.0	0.0	0.037182	0.113176	0.002543	0.033183	0.007402	0.338485
CYP4F3	0.000139	0.0	0.007322	0.0	1.0	0.0	4.7e-05	0.000208
DAB1	0.012153	0.0	0.000361	0.057768	0.047643	1.0	0.165486	0.138857
DACT1	0.086944	0.017314	0.002004	0.001723	0.019622	0.076415	1.0	0.0
DBNDD1	1.0	0.067591	0.0	0.001053	0.001789	0.028643	0.134359	0.009274
DCLK2	0.328422	1.0	0.012744	0.006674	0.001958	0.002204	0.0	0.001794
DDO	0.0	0.0	0.277775	0.0	0.002979	0.0	0.001788	0.005149
DENND5B	0.722803	1.0	0.010145	0.003582	0.012164	0.000463	0.004129	0.0
DGKK	0.0	0.007495	0.000218	0.615346	0.007011	0.0	0.0	0.045552
DKK3	0.01407	0.039273	0.0	0.019086	0.024726	0.026794	0.104632	0.655409
DLGAP1	0.0	1.0	0.017931	0.0	0.086164	0.174652	0.004201	0.008467
DNAJC5B	0.104071	1.0	0.03645	0.005482	0.001848	0.0	0.000661	0.0
DPP4	0.0	0.009615	0.004934	0.002247	0.001091	1.0	0.826639	0.503529
DSC1	0.0	0.0	0.000492	0.012777	0.012261	0.060652	1.0	0.018618
DSP	1.0	0.050056	0.000233	0.0	0.008138	0.001476	0.000374	0.0
DUSP4	0.001103	0.021594	0.0	0.001049	0.023789	1.0	0.036938	0.199213
EBI3	0.124639	1.0	0.017678	0.012502	0.004215	0.0	0.003374	0.0
ECSCR	0.0	0.0	0.008523	0.0	0.007043	0.063348	0.341311	0.0
EDAR	0.0	0.0	0.000274	0.0	0.00092	0.077888	1.0	0.010739
EDARADD	0.0	0.0	0.003845	0.268449	0.005186	0.411292	0.031405	1.0
ELOVL4	0.0	0.0	0.002359	0.030029	0.00831	1.0	0.078603	0.49195
EML6	0.07898	1.0	0.002634	0.004144	0.033615	0.0	0.003592	0.003506
ENAH	1.0	0.04062	0.005682	0.01683	0.029402	0.0	0.036272	0.0
EPHB1	0.000532	0.00064	0.001166	0.000266	1.0	0.000259	0.0	0.000337
EPHX2	0.007629	0.011724	0.001063	0.007814	0.0	0.257265	1.0	0.098914
EREG	0.000996	0.0	1.0	0.000505	0.007468	0.0	0.000714	0.0
ESPN	0.0	0.0	0.0	0.06408	0.00456	0.607063	0.03817	0.281803
ESPNL	0.023385	1.0	0.0	0.008278	0.019989	0.009752	0.003514	0.003519
FAM111B	1.0	0.331321	0.0	0.013706	4e-05	0.002964	0.000404	0.008141
FAM129C	1.0	0.974845	0.001481	0.000903	0.011393	0.0	5.4e-05	6.5e-05
FAM153A	0.034782	0.006799	0.003229	0.001292	0.0	0.295171	1.0	0.024537
FAM177B	1.0	0.219134	0.0	0.001197	0.060794	0.001164	0.002692	0.000961
FAM198B	0.0	0.0	1.0	0.000183	0.013709	0.0	0.008693	0.0
FAM69B	1.0	0.065189	0.0	0.004039	0.000771	0.003363	0.008029	0.002594
FASLG	0.001599	0.001396	0.0	1.0	0.001006	0.010941	0.001197	0.15385
FAT4	0.005848	0.0	0.0	1.0	0.002651	0.0	0.020327	0.006638
FBLN2	0.226358	1.0	0.008746	0.031685	0.001255	0.0	0.005454	0.026092
FBLN7	0.000874	0.018165	0.0	0.004777	0.003154	1.0	0.521943	0.032578
FCER2	1.0	0.15274	0.006692	0.000665	0.004809	0.0	8.3e-05	5.9e-05
FCGR3B	0.0	1.3e-05	0.000293	0.00142	1.0	0.0	4e-06	6e-05
FCN1	2.1e-05	5e-06	0.190662	1.3e-05	0.008577	2e-06	1e-06	0.0
FCRL1	1.0	0.416973	0.00017	0.001178	0.005929	0.0	0.000443	0.000107
FCRL2	1.0	0.744453	0.000359	0.00107	0.002461	0.0	0.000395	8.3e-05
FCRL5	1.0	0.635417	0.000449	0.001037	0.000146	0.0	0.00131	0.0
FCRLA	0.519299	1.0	0.000589	0.000943	0.000613	0.0	6.6e-05	0.0
FEZ1	0.0	0.002221	0.016437	1.0	0.004593	0.006351	0.005607	0.098583
FGFBP2	0.000138	0.0	0.00034	1.0	0.000509	0.001006	0.001299	0.204173
FGFR2	0.0	0.0	0.004169	0.030808	0.023143	0.073123	0.001436	0.265698
FHIT	0.025153	0.006082	0.009896	0.015355	0.0	0.188222	1.0	0.010924
FLT4	0.0	0.0	0.011031	0.019026	0.003964	0.199702	0.220378	0.654519
FMN1	0.18645	0.002952	0.341749	0.003612	0.004822	1.0	0.0	0.001396
FN1	0.008875	0.100735	0.09946	0.008766	0.0	0.000212	0.860474	0.01476
FPR3	0.0	0.007625	0.608123	0.0	0.004986	0.0	0.000518	0.0
FXYD2	0.059637	0.018017	0.041449	0.0	0.003439	0.097839	0.390271	1.0
FXYD6	0.00283	0.0	0.923445	0.0	0.007221	0.0	0.00115	0.0
GALNTL6	0.067964	1.0	0.003208	0.0035	0.006073	0.0	0.0	0.0
GDF7	0.172728	1.0	0.0	0.002766	0.006045	0.05877	0.007489	0.003492
GFPT2	0.144722	0.0	0.000423	0.165822	0.008876	0.097363	0.022564	0.760121
GLP1R	0.0	0.0	0.0	1.0	0.020411	0.0	0.000832	0.011808
GNAT2	0.0	0.0	0.01058	0.0	0.941724	0.0	0.004356	0.008082
GNG12	0.0	0.0	0.004087	0.0	0.029807	0.105059	0.372004	0.0
GNLY	9.9e-05	0.0	0.000348	0.563623	0.000317	0.001335	0.000536	0.057451
GPM6A	0.081547	1.0	0.000133	0.001052	0.000296	0.0	7.4e-05	0.0
GPR15	0.0	0.01457	0.012599	0.049476	0.000926	1.0	0.051084	0.16376
GPRC5B	0.0	0.0	0.004057	0.0	0.010863	0.112689	0.555069	0.023329
GREM2	0.0	0.0	0.000569	0.034731	0.003811	1.0	0.054973	0.038503
GRIK4	0.071118	0.0	0.000297	1.0	0.002493	0.0	0.001784	0.0
GSDMA	0.0	0.0	0.000705	0.024099	0.002023	0.02746	0.046751	0.313106
GZMB	0.000274	0.000461	0.000507	1.0	0.000226	0.0	0.000265	0.090108
GZMK	0.0	0.0	0.001377	0.025464	0.000833	0.159895	0.016857	1.0
HBG2	0.025056	0.004397	0.033294	0.01244	0.039379	0.0	1.0	0.0
HBQ1	0.0	0.0	0.009196	0.438123	0.004103	0.0	0.003197	0.0
HEATR9	0.0	0.0	0.01255	0.129817	0.00222	0.01348	0.005803	0.19958
HEY1	0.0	0.0	0.009089	0.003915	1.0	0.0	0.00153	0.001296
HIST1H1T	0.0	0.0	0.002309	0.0	1.0	0.003517	0.00117	0.0
HLF	0.0	0.0	0.003968	0.012763	0.015291	1.0	0.047358	0.069587
HNMT	0.003508	0.0	1.0	0.000562	0.005507	0.0	0.000442	0.0
HPCAL4	0.0	0.004721	0.002168	0.008892	0.00691	1.0	0.761793	0.067366
HRH4	0.004649	0.006769	0.0	0.011958	0.075094	0.376155	0.017947	0.02422
HSD11B1	0.0	0.0	0.021697	0.0	0.028444	1.0	0.018241	0.008453
IGFBP3	0.0	0.00607	0.008052	0.074167	0.00504	0.617232	0.154348	1.0
IGFBP6	0.0	0.044033	0.019424	0.00823	0.004602	0.142352	0.029394	0.751917
IL1A	0.005396	0.004991	1.0	0.001158	0.020292	0.0	3.6e-05	0.0
IL1B	0.000131	1e-05	1.0	8.2e-05	0.030088	1e-05	9e-06	0.0
IL1R2	0.0	0.0	0.010654	0.0	1.0	0.000319	0.0	0.000305
INHBB	0.0	0.0	0.005691	0.004217	1.0	0.0	0.000177	0.0
ISM1	0.0	0.0	0.000422	0.0	0.002722	1.0	0.749017	0.102704
JAKMIP1	0.001079	0.001055	0.00075	0.097403	0.0	0.271659	0.009578	1.0
JCHAIN	0.128752	0.816397	0.001386	0.000891	0.001597	0.0	0.11508	7.2e-05
KCNG1	1.0	0.019515	0.000219	0.0	0.000281	0.0	0.0	0.0
KCNH8	1.0	0.076618	0.000643	0.000572	0.001597	0.000755	0.00089	0.0
KCNJ15	0.0	0.0	0.019913	0.0	1.0	0.000141	0.000248	0.0
KHDRBS2	1.0	0.440131	0.017482	0.001364	0.000572	0.0	0.000414	0.0
KIAA1257	0.0	0.00345	0.008972	0.003032	1.0	0.003773	0.008893	0.002771
KIAA1671	0.00972	0.0	0.003398	0.607516	0.00565	0.0583	0.128114	0.973146
KIR2DL1	0.0	0.0	0.000253	0.415376	0.008207	0.0	0.000323	0.001479
KIR2DL3	0.0	0.0	0.000737	0.628363	0.004907	0.0	0.0	0.013203
KIR2DL4	0.0	0.0	0.003997	0.456042	0.017236	0.0	0.000909	0.004334
KIR2DS4	0.0	0.0	0.002768	0.308863	0.002211	0.003872	0.000692	0.016544
KIR3DL1	0.0	0.0	0.000853	0.531075	0.014036	0.0	0.000125	0.053096
KIR3DL2	0.0	0.0	0.003122	1.0	0.009899	0.056114	0.01548	0.054456
KLHL14	1.0	0.624002	0.000902	0.001146	0.000411	0.0	0.001394	0.0
KLRC1	0.0	0.0	0.000333	1.0	0.000462	0.0	0.002817	0.163278
KLRC2	0.0	0.001365	0.000189	1.0	0.00023	0.0	0.001753	0.106905
KLRC3	0.0	0.0	0.000958	0.568345	0.001224	0.0	0.001279	0.077602
KLRF1	0.000204	0.000944	0.000664	1.0	0.000612	0.0	0.00071	0.042774
KLRG1	0.005466	0.001516	0.004695	0.466035	0.0	0.16765	0.041295	1.0
KRT1	0.0	0.0	0.003681	0.0	0.002096	1.0	0.0169	0.005375
KRT23	0.0	0.0	0.01206	0.000227	1.0	0.000216	3.4e-05	0.000326
KRT72	0.0	0.0	0.000872	0.090932	0.001847	0.088014	1.0	0.006797
KRT73	0.0	0.0	0.001493	0.126224	0.004743	0.097105	1.0	0.008489
LAG3	0.0	0.0	0.003558	0.100125	0.03031	0.041872	0.025073	0.920485
LAMC3	0.0	0.089886	0.0	0.0	0.005533	0.004865	0.366542	0.0
LARGE1	1.0	0.07296	0.001711	0.008282	0.0	0.004405	0.004399	0.001418
LDB2	0.0	0.0	0.0	1.0	0.006017	0.0	0.068546	0.011457
LDLRAD3	0.007593	0.0	1.0	0.002212	0.014496	0.0	0.0044	0.0
LEF1	0.001063	0.0	0.00163	0.0055	0.000248	0.196806	1.0	0.072317
LGALS2	0.0	0.000279	0.352192	0.0	0.001749	8e-05	0.000133	0.0
LGALS9B	0.005372	0.0	0.000135	1.0	0.047344	0.001029	0.002761	0.001622
LILRA4	0.012901	0.833991	0.017536	0.003478	0.160839	0.005858	0.001525	0.0
LIM2	0.0	0.0	0.0	0.898809	0.001998	0.0035	0.000425	0.02414
LINC00494	1.0	0.817721	0.000387	0.001845	0.000662	0.0	0.001291	0.0
LINC00926	1.0	0.491165	0.002204	0.00127	0.0	6.4e-05	0.001106	6.3e-05
LINC01550	0.001082	0.0	0.00215	0.000879	0.002031	0.232123	1.0	0.201595
LINGO2	0.007345	0.0	7.7e-05	1.0	0.002143	0.0	0.000766	0.002459
LMF1	0.0	0.008685	0.0032	0.000519	0.000926	0.115764	0.473616	0.041763
LPAR3	0.0	0.063048	0.004333	0.046469	0.004214	0.405601	0.132518	1.0
LRIG3	0.0	0.0	0.0	0.0	0.039627	0.082679	1.0	0.082384
LRP1	0.003403	0.00334	1.0	0.0	0.003361	0.006262	0.006812	0.005697
LRRC43	0.0	0.0	0.010429	1.0	0.026141	0.0	0.008872	0.038906
LRRC7	0.0	0.0	0.00553	0.006344	0.015131	0.005587	1.0	0.0
LRRN3	0.008252	0.001988	0.005598	0.0	0.005059	0.105713	1.0	0.044323
LTF	0.001927	0.0	0.000271	0.000778	0.196623	0.0	9.5e-05	0.0
LYZ	1e-05	0.0	0.084567	4e-06	0.00232	7e-06	6e-06	0.0
MACROD2	1.0	0.109432	0.003865	0.016196	0.006058	0.0	0.006143	0.0
MAF	0.000741	0.0	0.023738	0.333069	0.004374	1.0	0.041114	0.322657
MAL	0.000569	0.000417	0.002265	0.0	0.001141	0.846839	1.0	0.05281
MB21D2	0.0	0.020171	0.051859	0.003865	0.00048	1.0	0.149328	0.036782
MCOLN3	0.0	0.0	0.003141	0.003077	0.009217	0.372859	0.167413	0.019472
ME1	0.007959	0.0	0.26004	0.014655	0.003609	0.027857	0.0124	0.320788
MEOX1	0.0	0.0	0.005841	0.0	0.003266	0.989317	0.269722	0.179597
MGAM2	0.0	0.0	0.001515	0.01136	1.0	0.0	0.000215	0.0
MIR99AHG	0.0	0.0	0.016351	0.039015	0.073423	0.011567	1.0	0.0
MITF	0.003571	0.0	1.0	0.0	0.030091	0.001424	0.000655	0.0
MLC1	0.001433	2e-05	0.020744	1.0	0.009928	0.0	0.002222	0.014745
MME	0.004458	0.000502	0.001661	0.0	1.0	0.000448	0.000416	0.000207
MMP1	0.0	0.053645	0.008646	0.0	0.017474	0.0	0.762333	0.0
MMP25	0.0	3.8e-05	0.005913	0.00049	1.0	0.000297	8.4e-05	0.000443
MMP28	0.0	0.016163	0.001578	0.0	0.001166	0.036541	1.0	0.015963
MMP9	0.0	0.0	0.00655	0.000128	1.0	0.000626	8.9e-05	0.0
MOXD1	1.0	0.358081	0.000181	0.005659	0.01174	0.0	0.015909	0.00581
MS4A1	1.0	0.813939	0.001208	0.001064	7e-05	0.000559	0.0	0.009895
MS4A4A	0.005191	0.020989	0.843675	0.0	0.01139	0.0	0.0	0.0
MS4A6A	0.00031	0.0	1.0	7.6e-05	0.055076	0.000942	0.000434	0.000331
MT1E	0.0	0.0	0.044635	0.025586	0.000736	0.04065	0.069975	1.0
MTMR11	0.0	0.0	1.0	0.007807	0.004797	0.001903	0.008866	0.00389
MYCL	0.0	0.0	1.0	0.000668	0.059072	0.001773	0.001056	0.0
MYO1B	1.0	0.090335	0.0	0.002253	0.004654	0.021305	0.07218	0.00705
MYOF	0.0	0.000532	1.0	0.001083	0.01051	0.002478	0.014461	0.000514
NCAM1	0.001538	0.00026	0.003619	1.0	0.004279	0.000558	0.0	0.005323
NCR1	0.000349	0.000979	0.002872	1.0	0.053636	0.0	0.00034	0.011132
NEFL	0.0	0.0	0.000939	0.0	0.002891	1.0	0.105947	0.011879
NETO1	1.0	0.060223	0.0	0.001058	0.001656	0.0	0.0	0.0
NID1	0.001624	0.0	0.370392	0.0	0.004098	0.000971	0.009239	0.0
NLGN4Y	0.0	0.0	0.003949	0.036916	0.007047	0.0	0.002491	1.0
NMUR1	0.000809	0.0	0.000305	1.0	0.002477	0.004897	0.001101	0.078889
NOG	0.0	0.0	0.000773	0.0	0.000746	0.014617	0.797382	0.007167
NPAS2	0.0	0.0	0.002576	0.0	0.002348	0.028399	0.32873	0.007139
NPDC1	0.0	0.0	0.007494	0.00041	0.00483	0.628877	0.043442	0.121226
NRCAM	0.017139	0.007642	0.00181	0.0	0.032211	0.0	0.442543	0.017324
NRG1	0.003257	0.0	1.0	0.0	0.016253	0.0	0.002584	0.0
NT5E	1.0	0.158712	0.0	0.00115	0.000215	0.042799	0.022952	0.03233
NTN4	0.0	0.0	0.001634	0.005623	0.027042	1.0	0.132409	0.47168
NTNG1	0.179932	1.0	0.001856	0.047658	0.007326	0.0	0.003026	0.0
NXPH4	0.105308	0.840733	0.0	0.012284	0.004142	0.0	0.007019	0.0
OLFM1	0.005021	0.0	0.963617	0.0	0.010216	0.0	0.000504	0.0
OLFM4	0.005414	0.007536	0.000922	0.004116	0.751849	0.0	0.0	0.0
OSBPL10	0.795825	1.0	0.001315	0.002	0.0	0.00041	0.000562	0.000199
OTX1	0.011307	0.020526	0.0	0.002701	1.0	0.0	0.000165	0.0
PACSIN1	0.0	0.019936	0.002701	0.012444	0.002853	0.033505	0.021792	0.212361
PANX2	0.0	0.0	0.025353	0.000664	1.0	0.000585	0.00048	0.0
PAQR5	0.0	0.0	0.000609	0.005713	0.350926	0.0	0.001066	0.0
PARM1	1.0	0.216862	0.018882	0.001354	0.001356	0.0	0.004878	0.0
PAX5	1.0	0.679951	0.000416	0.00151	0.000112	0.0	2.5e-05	0.0
PCDH1	0.0	0.0	0.000202	1.0	0.001058	0.0	0.008642	0.073056
PCDH9	1.0	0.086314	0.0	0.010786	0.000485	0.000119	0.006365	9e-06
PCSK1N	0.0	0.0	0.000582	0.0	0.005407	0.286509	0.047914	0.179407
PDCD1	0.0	0.021667	0.004885	0.008758	0.004181	0.427089	0.01454	1.0
PDGFB	0.0	0.0	0.017432	0.014237	0.004867	0.160144	0.089457	0.401601
PDGFD	0.001231	0.00244	0.0	1.0	0.003868	0.003729	0.0012	0.120687
PHOSPHO1	0.000407	0.000819	0.001764	0.003281	1.0	0.000111	0.0	0.001
PI16	0.059888	0.015732	0.0	0.00963	0.011813	1.0	0.062604	0.075581
PI3	0.0	0.0	0.000741	0.001014	1.0	0.0	0.000106	0.0
PID1	0.00162	0.0	1.0	0.001424	0.003999	0.0	0.0	0.0
PKIG	0.985332	1.0	0.001622	0.0	0.00066	0.000925	0.005642	0.00228
PLA2G7	0.001769	0.0	0.843409	0.0	0.009145	0.0	0.000187	0.0
PLD4	0.199299	1.0	0.057639	0.000881	0.002834	0.00027	0.000626	0.0
PLEKHG7	0.085953	1.0	0.000209	0.013934	0.005843	0.0	0.003732	0.006706
PLIN4	0.003264	0.002417	0.003841	0.000594	1.0	0.000784	0.0	0.000811
PLS3	0.0	0.0	0.004571	0.0	0.00222	0.090768	0.095838	0.003639
PLXDC1	0.001279	0.0	0.006441	0.060008	0.004682	0.124376	1.0	0.130178
PLXNB2	0.00038	0.007851	0.471487	0.0	0.001856	0.000159	0.000459	0.000135
PNOC	0.769903	1.0	0.029927	0.001134	0.001129	0.000422	0.000848	0.0
PPP1R14A	0.378881	0.95502	0.004855	0.007185	0.002026	0.0	0.002933	0.0
PPP1R14C	0.0	0.0	0.053774	0.011938	0.011956	0.023163	0.00504	0.340943
PRF1	0.0	4.3e-05	0.000106	1.0	6.2e-05	0.010062	0.00198	0.202577
PRSS23	0.000351	0.0	0.000849	1.0	0.002159	0.002173	0.003073	0.149831
PRSS30P	0.0	0.001606	0.00144	1.0	0.001023	0.001263	0.001723	0.054153
