Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ANXA3	0.017584	0.00524	0.012047	0.025824	0.007004	0.008528	0.026354	0.079272	0.016898	0.005629	0.07684	0.032734	0.006965	0.0	0.012464	0.036076	0.005787	0.468008	0.014455	0.029847
AOC2	0.147489	0.263481	0.204624	0.220468	0.223805	0.114383	0.239394	0.25076	0.219438	0.190352	0.0	0.192074	0.181217	0.141327	0.144093	0.137775	0.254608	1.0	0.237553	0.235358
APOBEC3A	0.417917	0.446597	0.052393	0.047939	0.077644	0.020106	0.005602	0.220731	0.241308	0.025468	0.036873	0.116089	0.555614	0.053539	0.0	0.037516	0.004842	1.0	0.006224	0.014176
APOBEC3G	0.322396	0.740312	0.350801	0.702799	1.0	0.888911	0.138054	0.217645	0.0	0.643255	0.450033	0.134514	0.630615	0.118368	0.618169	0.500173	0.849188	0.308659	0.219664	0.58291
APOE	0.006013	0.002466	0.013309	0.011161	0.027792	0.009846	0.0229	0.0	0.012484	0.002999	0.046137	0.694441	1.0	0.602463	0.012861	0.025873	0.011722	0.011076	0.013574	0.039806
ARID4A	0.07698	0.128835	0.127372	0.115294	1.0	0.180708	0.032512	0.191763	0.522651	0.129217	0.168081	0.019532	0.090987	0.138182	0.115497	0.17213	0.173069	0.305325	0.0035	0.0
ARNT2	0.039179	0.036831	0.044135	0.049474	0.035157	0.03254	0.077742	0.052015	0.003861	0.0	0.059285	0.100693	0.062021	0.013176	0.016961	0.087601	0.010289	0.056595	0.081926	1.0
ASGR1	0.50078	1.0	0.10842	0.033583	0.065148	0.065596	0.065248	0.050927	0.016374	0.0	0.075264	0.171072	0.278836	0.33421	0.020499	0.189896	0.026043	0.068311	0.022987	0.050023
ASGR2	1.0	0.298104	0.143966	0.055215	0.103208	0.068889	0.104609	0.033375	0.00388	0.0	0.148148	0.035496	0.140928	0.414515	0.013829	0.366952	0.021865	0.111167	0.048216	0.011677
ASRGL1	0.413698	0.368352	0.00535	0.0	0.048663	0.012289	0.366259	0.614693	0.748283	0.035753	0.671581	1.0	0.062746	0.176461	0.039143	0.023006	0.013738	0.2545	0.35342	0.012057
ATP2A1	0.070558	0.027305	0.122717	0.172263	0.036452	0.135467	0.167644	0.035707	0.0202	0.096716	0.0	0.125464	0.07044	0.052555	0.177503	0.094878	0.122773	0.148088	0.206842	1.0
ATP2B1	0.230889	0.306556	0.160134	0.102328	1.0	0.188349	0.096572	0.140357	0.262396	0.207199	0.207944	0.004821	0.058605	0.140246	0.356181	0.279803	0.169142	0.610277	0.019143	0.0
BEX1	0.014688	0.009419	0.03241	0.02089	0.000474	0.029052	0.152897	0.070683	0.035837	0.021746	1.0	0.018336	0.003294	0.0	0.007755	0.013541	0.018408	0.099067	0.035699	0.003635
BMX	0.1041	0.103073	0.060417	0.103072	0.017278	0.039497	0.081044	0.32959	0.125938	0.0	0.095646	0.180136	0.081177	0.063715	0.051114	0.106027	0.125439	1.0	0.152616	0.282352
C1QA	0.042637	0.318426	0.012329	0.006596	0.013756	0.003542	0.028239	0.023738	0.001512	0.0	0.094506	0.364636	0.303534	0.287395	0.002982	0.064931	0.003774	0.009615	0.047513	0.052408
C1QB	0.030977	0.163443	0.01749	0.0125	0.01409	0.006256	0.019041	0.0	0.014865	0.011874	0.078667	0.260428	1.0	0.540457	0.006324	0.054838	0.009027	0.016849	0.03383	0.017414
CA4	0.053263	0.083311	0.060148	0.054199	0.073417	0.061599	0.0	0.14245	0.12376	0.029132	0.015302	0.162601	0.077832	0.082406	0.044501	0.06526	0.020912	1.0	0.017324	0.146317
CACNA2D3	1.0	0.382308	0.164284	0.132633	0.135598	0.053713	0.036522	0.000347	0.078315	0.086246	0.144023	0.226989	0.075364	0.092634	0.026192	0.44665	0.033138	0.081708	0.0	0.140366
CALB2	0.022044	0.015573	0.016514	0.033237	0.015322	0.019126	1.0	0.01953	0.0	0.033282	0.01154	0.00976	0.019214	0.014849	0.01117	0.035964	0.010676	0.050432	0.040861	0.024522
CALML4	0.660569	1.0	0.326678	0.22246	0.214621	0.16983	0.085134	0.345899	0.0	0.140776	0.171447	0.247182	0.463915	0.559488	0.148678	0.334847	0.078601	0.263154	0.324395	0.141072
CAMK4	0.055049	0.061627	0.934869	0.149557	0.126401	1.0	0.042129	0.047361	0.065845	0.52738	0.0	0.123566	0.022579	0.010793	0.153111	0.068986	0.127494	0.207023	0.104182	0.034902
CASP1	1.0	0.817809	0.1872	0.268201	0.422549	0.284884	0.055804	0.31981	0.32597	0.382846	0.233777	0.039986	0.492025	0.262999	0.244857	0.423303	0.208932	0.570304	0.143792	0.0
CCR2	1.0	0.104789	0.150223	0.080804	0.0	0.125125	0.028046	0.275592	0.169145	0.319417	0.061704	0.042749	0.029951	0.078108	0.249127	0.12453	0.029907	0.153514	0.908715	0.080799
CCR3	0.009234	0.002082	0.010508	0.00929	0.0	0.007719	0.007773	0.260645	1.0	0.009127	0.00156	0.023171	0.001597	0.003547	0.001391	0.002315	0.001802	0.237433	0.004356	0.01739
CD14	0.928418	0.348778	0.054135	0.033623	0.01284	0.011674	0.019439	0.019485	0.002997	0.0	0.042961	0.268585	1.0	0.410731	0.002739	0.089626	0.003273	0.382516	0.011546	0.011652
CD160	0.017081	0.01988	0.044532	0.661621	1.0	0.292095	0.0	0.009953	0.035082	0.21247	0.001598	0.010054	0.010475	0.016553	0.049811	0.006441	0.087171	0.061307	0.03054	0.026937
CD163	0.151423	0.041643	0.019832	0.019082	0.002994	0.005806	0.01171	0.007252	0.00789	0.0	0.041798	0.274244	0.309089	0.311874	0.005104	0.051912	0.006403	0.022572	0.01115	0.009142
CD19	0.021409	0.011788	0.027364	0.014435	0.016122	0.016033	0.040635	0.0	0.011198	0.000961	0.03192	0.059036	0.028149	0.028719	0.566864	0.007738	1.0	0.032671	0.055703	0.007056
CD1D	1.0	0.747212	0.146144	0.059233	0.199949	0.037386	0.003501	0.031063	0.028569	0.0	0.043759	0.04702	0.102607	0.06325	0.227635	0.13987	0.281976	0.149319	0.231828	0.039366
CD1E	0.156496	0.16443	0.090742	0.071701	0.060615	0.031692	0.156644	0.154519	0.013287	0.0	0.030445	0.108717	0.129808	0.835007	0.003293	1.0	0.041306	0.106994	0.007429	0.252318
CD207	0.136486	0.187101	0.135925	0.076	0.045909	0.102316	0.145122	0.127665	0.0	0.087584	0.040305	0.252348	0.032247	0.094451	0.105757	1.0	0.09726	0.344247	0.176681	0.215202
CD209	0.022575	0.02029	0.015212	0.020847	0.013133	0.012049	0.023903	0.0	0.012222	0.009642	0.008636	0.202147	0.26731	1.0	0.013044	0.02733	0.015293	0.032496	0.028234	0.018311
CD38	0.013186	0.028216	0.02711	0.107188	0.095743	0.02351	0.006256	0.0	0.002609	0.062516	0.11935	0.005267	0.340772	0.005102	0.013522	0.033257	0.021224	0.00833	1.0	0.061109
CD3D	0.013579	0.007799	0.280967	0.03	0.026949	0.567958	0.002061	0.00347	0.010048	1.0	0.009625	0.0	0.005566	0.003944	0.005259	0.007281	0.004913	0.025117	0.012547	0.015702
CD3E	0.04768	0.029173	0.946272	0.257264	0.13309	1.0	0.033701	0.004918	0.019417	0.977766	0.028245	0.05557	0.013214	0.016364	0.037054	0.0	0.050294	0.073515	0.164439	0.04568
CD3G	0.015004	0.00964	0.56082	0.069303	0.080605	1.0	0.000873	0.009219	0.0	0.462572	0.005109	0.015821	0.000484	0.00363	0.009333	0.010335	0.006115	0.03142	0.015969	0.018659
CD4	0.251161	0.313715	0.434232	0.079681	0.042664	0.038971	0.01352	0.005448	0.047618	0.0	0.062854	0.418276	0.374364	0.562674	0.01523	0.099952	0.029462	0.074979	0.028619	0.093401
CD40LG	0.116425	0.140178	1.0	0.223146	0.0	0.175546	0.131345	0.016006	0.047162	0.369459	0.207053	0.067567	0.038482	0.043804	0.044696	0.046457	0.062202	0.125462	0.125439	0.357706
CD79A	0.020732	0.011212	0.032692	0.014052	0.006909	0.025666	0.0	0.004887	0.012478	0.006017	0.033703	0.036069	0.013989	0.016169	0.567588	0.003332	1.0	0.029469	0.221211	0.000715
CD8A	0.009427	0.0	0.01291	0.142826	0.069446	1.0	0.008957	0.000648	0.005124	0.039369	0.004513	0.004461	0.000526	0.001129	0.002541	0.007237	0.003837	0.033881	0.008934	0.002651
CDC14B	0.200936	0.0027	0.469956	0.489643	0.226944	0.356885	0.03661	1.0	0.484203	0.188756	0.189145	0.740153	0.082474	0.0	0.235386	0.180353	0.086541	0.316459	0.18686	0.119139
CDC42EP4	0.237448	0.90674	0.102475	0.080155	0.121012	0.054472	0.088135	1.0	0.080407	0.021141	0.129563	0.300417	0.581676	0.401991	0.019695	0.37441	0.0	0.200694	0.07257	0.328958
CDK2AP2	0.205746	0.523198	0.283088	0.320811	0.283742	0.293644	0.047957	0.356014	0.133708	0.597933	0.084115	0.251822	0.016521	0.037942	0.22979	0.452949	0.210909	0.124207	1.0	0.415781
CDKN1C	0.161539	1.0	0.099067	0.050085	0.240088	0.048027	0.054831	0.127228	0.021534	0.0	0.110298	0.028368	0.048646	0.04253	0.013209	0.052305	0.000456	0.125	0.025196	0.001636
CDR2L	0.129358	0.123169	0.110304	0.178413	0.068984	0.192546	0.148211	0.082298	0.0	0.024532	0.116142	0.233899	0.20991	1.0	0.123476	0.301862	0.168586	0.109382	0.051666	0.270165
CEACAM1	0.040289	0.123297	0.11056	0.067506	0.014152	0.059151	0.154256	1.0	0.297512	0.095866	0.032796	0.138131	0.081709	0.042345	0.071205	0.0	0.06309	0.548686	0.123791	0.115534
CEACAM3	0.119931	0.391615	0.028983	0.010975	0.166878	0.034934	0.038063	0.031932	0.0	0.061766	0.023075	0.038345	0.035305	0.03116	0.049365	0.019843	0.097952	1.0	0.17049	0.049228
CECR1	0.625808	0.492739	0.162959	0.136708	0.274086	0.170036	0.0	0.044324	0.121791	0.214322	0.20971	0.137682	0.146271	0.187708	0.211445	0.185557	0.273375	0.040867	1.0	0.144778
CES1	1.0	0.21747	0.132088	0.071235	0.372533	0.088051	0.091064	0.00905	0.122939	0.032889	0.048446	0.317572	0.53716	0.230409	0.011475	0.343436	0.0	0.116237	0.020934	0.162992
CETN1	0.364299	0.461107	0.297019	0.431417	0.0	0.285342	0.461626	0.260792	0.238193	0.36392	0.212625	0.458391	0.140905	0.18998	0.307081	0.224829	0.46593	0.697351	1.0	0.634464
CFB	0.038774	0.038893	0.013647	0.014613	0.014603	0.009363	0.002828	0.016941	0.007321	0.0	0.019747	0.063497	1.0	0.11698	0.010691	0.059623	0.00253	0.016969	0.021577	0.020274
CHMP7	0.187121	0.180807	0.468229	0.050809	0.089814	0.358625	0.043766	0.08022	0.13512	0.331431	0.525646	0.250083	0.012133	0.0	0.683886	0.077879	1.0	0.119366	0.080421	0.008532
CHST7	0.264298	1.0	0.171044	0.076343	0.245738	0.112005	0.029788	0.084794	0.001876	0.131356	0.035374	0.476798	0.415312	0.471379	0.0166	0.590528	0.0	0.617472	0.031673	0.316388
CIB2	0.093296	0.10154	0.108008	0.077117	0.0	0.118827	0.097494	0.095741	0.046368	0.069675	0.151292	0.079878	0.109688	0.07779	0.108257	0.092589	0.078938	0.091293	0.163756	1.0
CIITA	0.131852	0.342616	0.048697	0.033979	0.056434	0.044809	0.042497	0.035117	0.082873	0.050354	0.152495	0.373083	0.192985	0.292212	0.585586	1.0	0.783028	0.066842	0.0	0.373475
CLCC1	0.170709	0.155451	0.255182	0.252076	0.553974	0.114818	0.227086	0.204381	0.18447	0.249346	0.450102	0.496017	0.155389	0.118392	0.280728	0.448225	0.028757	0.0	0.275141	0.236109
CLCF1	0.24141	1.0	0.126371	0.196789	0.448492	0.19239	0.172023	0.16639	0.352806	0.183903	0.18653	0.206532	0.519029	0.230169	0.187159	0.360528	0.379452	0.340842	0.238164	0.0
CLEC4E	0.325125	0.141342	0.037124	0.050591	0.0	0.022825	0.026895	0.062335	0.100778	0.030925	0.031164	0.167008	0.176294	0.033586	0.027702	0.075573	0.035582	1.0	0.045486	0.045949
CLEC5A	0.403974	0.062692	0.047374	0.025473	0.002787	0.014359	0.034843	0.042664	0.018481	0.0	0.016904	0.83708	0.460192	0.13878	0.010325	0.239044	0.015463	0.214196	0.032502	0.082242
CLIC2	0.129338	0.183413	0.045708	0.053507	0.036144	0.016683	0.016934	0.075158	0.017743	0.054156	0.283146	0.287392	0.335633	0.596696	0.005848	1.0	0.0	0.096563	0.217331	0.183789
CNNM1	0.03852	0.025657	0.071756	0.100409	0.057063	0.074519	0.0	0.075452	0.150789	0.046508	0.003824	0.023964	0.138507	0.155175	0.026255	0.012755	0.047335	0.16369	0.079767	1.0
CNOT1	0.198172	0.03903	0.193516	0.031878	0.443273	0.161265	0.191749	0.14768	0.170707	0.29725	0.11174	0.108541	0.034356	0.068794	0.449339	0.085167	0.531629	0.092331	0.4192	0.0
COL4A3	0.082826	0.041947	0.210585	0.25745	0.313743	0.135965	0.024757	0.073612	0.022839	0.049311	0.0	0.282741	0.051665	0.047182	1.0	0.11199	0.319671	0.250329	0.219509	0.504866
CP	0.034604	0.018522	0.039325	0.09523	0.041148	0.02094	0.0	0.013736	0.096404	0.036701	0.042342	0.074101	0.136138	0.034489	0.090527	0.03927	0.062916	0.071202	0.097766	0.613047
CRISPLD2	0.919422	0.219643	0.105564	0.078216	0.041239	0.024796	0.084436	1.0	0.114829	0.009242	0.054509	0.2015	0.360717	0.053983	0.058632	0.051292	0.033512	0.68822	0.102703	0.0
CRLF2	0.185032	0.096575	0.077914	0.090473	0.0	0.075367	0.21146	0.534973	0.14894	0.035108	0.104376	0.300425	0.07173	0.0462	0.02644	1.0	0.054028	0.200816	0.197561	0.219973
CSTA	1.0	0.690831	0.025251	0.038298	0.081796	0.016334	0.032265	0.004943	0.124834	0.002682	0.340075	0.034488	0.146344	0.12552	0.0	0.268451	0.003397	0.497672	0.023094	0.000148
CTLA4	0.050403	0.059318	1.0	0.067523	0.029332	0.237894	0.021597	0.001054	0.0	0.226207	0.021467	0.093095	0.040006	0.045474	0.042807	0.132142	0.026157	0.066486	0.060143	0.0269
CXCL10	0.082263	0.111558	0.022445	0.040614	0.0	0.013814	0.01813	0.018727	0.011673	0.026909	0.029852	0.018899	1.0	0.014986	0.009415	0.082811	0.011002	0.034876	0.023548	0.089523
CXCL9	0.048197	0.048277	0.02157	0.054262	0.009745	0.022418	0.007514	0.0	0.021039	0.02786	0.03448	0.020617	1.0	0.032865	0.020248	0.04075	0.024779	0.041852	0.040475	0.059911
CYCS	0.069424	0.047641	0.094522	0.042818	0.397956	0.214139	0.664971	0.041145	0.043648	0.294401	0.190701	0.016589	0.028748	0.04871	0.192338	0.077197	0.196899	0.0	1.0	0.03341
CYP2B6	0.050577	0.047931	0.071977	0.17749	0.071224	0.074659	0.044284	0.040294	0.285795	0.091323	0.0	0.039656	0.027429	0.025362	0.149971	0.089758	0.181683	0.172111	0.064075	1.0
CYP4F3	0.029544	0.013858	0.015956	0.014075	0.009289	0.005398	0.015426	0.027804	0.047644	0.027011	0.0	0.048598	0.010922	0.000964	0.004724	0.01243	0.006935	1.0	0.013755	0.056988
CYSLTR1	0.328617	0.958155	0.505634	0.412932	0.328839	0.092102	0.0	0.480026	0.921362	0.105486	0.343259	0.230698	0.372018	0.415303	0.588577	0.328412	0.513309	1.0	0.051497	0.412576
DEFB1	0.498562	0.247124	0.205901	0.332338	0.0	0.253923	0.242366	0.163437	0.181467	0.160559	0.228666	0.251177	1.0	0.19939	0.161027	0.308856	0.183654	0.42525	0.240259	0.401835
DENND3	0.34398	0.869215	0.12784	0.308627	0.374058	0.113471	0.008556	1.0	0.558415	0.242909	0.187012	0.27488	0.26716	0.154327	0.29913	0.322149	0.482506	0.979124	0.39284	0.0
DPYD	0.82565	0.47938	0.354532	0.305231	0.537304	0.210243	0.066498	0.471137	0.095308	0.264756	0.131273	0.247276	0.673417	0.802865	0.081699	0.244757	0.156491	0.367227	0.057873	0.0
DUSP4	0.046892	0.003135	0.233627	0.130912	0.100806	0.180328	0.88173	0.0	0.033066	1.0	0.026261	0.094419	0.020955	0.022236	0.176794	0.171418	0.050783	0.029428	0.110146	0.065682
DYSF	0.507461	0.252058	0.040681	0.129545	0.03137	0.045239	0.045147	0.036044	0.025395	0.043806	0.102777	0.097828	0.177633	0.126737	0.0	0.051273	0.002933	1.0	0.047527	0.033026
EDN1	0.03504	0.055733	0.015108	0.01864	0.000957	0.003731	0.029594	0.029281	0.014401	0.0	0.019392	0.053463	1.0	0.111404	0.001962	0.021864	0.004234	0.232636	0.032558	0.145922
EIF1	0.206652	0.613506	0.372523	0.091205	0.667554	0.449026	0.066296	1.0	0.169547	0.177732	0.25594	0.261746	0.499874	0.50975	0.27642	0.449669	0.318022	0.125316	0.327576	0.0
ELSPBP1	0.29291	0.272827	0.226995	0.193768	0.107442	0.161783	1.0	0.0	0.244234	0.283277	0.154197	0.577493	0.068951	0.014074	0.175323	0.088647	0.233358	0.346509	0.447097	0.537276
EMILIN2	0.16447	0.462927	0.056585	0.028281	0.043541	0.030902	0.0	1.0	0.015251	7.2e-05	0.057811	0.449777	0.745046	0.797179	0.011904	0.486312	0.010212	0.06841	0.003797	0.161361
ESPL1	0.15078	0.090332	0.136471	0.114891	0.0	0.132337	0.475347	0.11412	0.03796	1.0	0.667634	0.284233	0.277688	0.261878	0.182086	0.130048	0.143073	0.21258	0.21609	0.526349
EVL	0.088662	0.711952	0.588124	0.403131	0.365802	0.577606	0.0618	0.517843	0.171268	0.382068	0.10805	0.210456	0.376842	1.0	0.173682	0.306548	0.359718	0.043604	0.0	0.046902
FARS2	0.349185	1.0	0.697599	0.61986	0.26874	0.541717	0.222724	0.476977	0.0	0.298712	0.899362	0.572801	0.733362	0.605859	0.52619	0.691417	0.649031	0.17175	0.348187	0.520219
FBLN1	0.01871	0.02499	0.01499	0.006146	0.014726	0.00962	0.02314	0.000466	0.000947	0.006767	0.018476	0.024394	0.001254	0.0	0.021262	0.034884	0.012806	0.037791	0.052622	0.234298
FCHO1	0.275122	1.0	0.627667	0.310245	0.128485	0.415236	0.207017	0.30652	0.046504	0.262957	0.262069	0.252237	0.387429	0.592405	0.424714	0.171861	0.642965	0.752698	0.0	0.324792
FCN1	0.611221	1.0	0.028284	0.014126	0.024583	0.006133	0.002129	0.014631	0.003543	0.000354	0.022522	0.053137	0.146147	0.101487	0.000785	0.053765	0.001434	0.089567	0.006814	0.0
FGFR3	0.030487	0.0	0.069228	0.072535	0.206954	0.070659	0.104312	0.11905	0.343638	0.026231	0.07094	0.111079	0.134637	0.130806	0.022553	0.157865	0.01889	0.110214	0.077655	1.0
FGR	0.754529	1.0	0.038867	0.192133	0.263171	0.054855	0.022219	0.077837	0.359178	0.037896	0.050299	0.085444	0.183225	0.177208	0.071475	0.188497	0.071602	0.475245	0.0	0.011128
FKBP11	0.018617	0.027663	0.082474	0.146527	0.183488	0.134995	0.009325	0.048828	0.0	0.231054	0.078445	0.005649	0.020196	0.015483	0.050553	0.036446	0.019356	0.027444	1.0	0.022016
FLT4	0.482901	0.38265	0.820882	0.682928	0.870708	0.924991	0.233191	0.103879	0.391378	0.589043	0.403978	0.752672	0.0	0.070268	0.635018	0.381345	0.798903	0.661896	0.184009	1.0
FMO5	0.942117	0.704914	0.246975	0.579909	0.168431	0.08951	0.607484	0.93582	0.331092	0.024009	0.250944	0.270458	0.419527	0.384295	0.200363	0.173116	0.376998	0.392011	0.0	0.29875
FST	0.136483	0.0	0.130458	0.10801	0.106111	0.118548	1.0	0.037561	0.219635	0.085206	0.110007	0.092851	0.385	0.3306	0.084187	0.106208	0.073283	0.137642	0.206448	0.5953
FSTL1	0.022824	0.0	0.017887	0.010805	0.013563	0.01766	0.039579	0.005573	0.030854	0.021947	0.093286	0.016635	0.019326	0.013469	0.015291	0.034654	0.018704	0.040517	0.043268	0.032456
FUT3	0.063852	0.049702	0.042088	0.053944	0.040618	0.035278	0.021589	0.0	0.039347	0.037884	0.032223	0.133275	0.018608	0.028788	0.051171	0.032337	0.069647	0.097538	0.123353	1.0
FXYD6	1.0	0.427778	0.181371	0.146937	0.300531	0.101304	0.073232	0.0	0.035994	0.027628	0.609647	0.757735	0.82094	0.351646	0.070359	0.229928	0.1147	0.177688	0.179222	0.644354
GAS7	0.601381	0.366715	0.026135	0.168213	0.27461	0.033662	0.155678	0.0	0.073838	0.066402	0.061368	0.263809	0.117922	0.191905	0.053879	0.195559	0.084187	0.444796	0.034825	0.086031
GATA2	0.02839	0.012955	0.014216	0.013064	0.012345	0.01661	0.08125	1.0	0.041441	0.020314	0.122247	0.033288	0.002094	0.0	0.016104	0.00614	0.017083	0.035566	0.034234	0.016742
GBP1	0.154975	0.141866	0.134254	0.132426	0.141019	0.176313	0.046532	0.024815	0.028825	0.139824	0.04473	0.018328	1.0	0.065858	0.050349	0.141938	0.044229	0.213343	0.01132	0.0
GCH1	0.315514	0.344385	0.141446	0.246751	0.878176	0.221468	0.066712	0.06401	0.064555	1.0	0.256211	0.000144	0.147846	0.0	0.248025	0.067426	0.226648	0.157515	0.025181	0.025132
GFOD1	0.200528	0.825644	0.052349	1.0	0.299643	0.157149	0.45405	0.141108	0.829967	0.273192	0.418065	0.53919	0.327151	0.570654	0.317391	0.203017	0.20814	0.464579	0.375829	0.025095
GIMAP4	0.977302	1.0	0.658595	0.82891	0.624181	0.607871	0.0	0.023645	0.021589	0.23286	0.090921	0.6958	0.737601	0.29648	0.007082	0.10768	0.00558	0.483009	0.001558	0.01039
GJB1	0.06806	0.055916	0.021709	0.015581	0.016481	0.049092	0.031739	0.0	0.036729	0.02976	0.084483	0.064831	0.029317	0.037726	0.040542	0.026421	0.022183	0.118138	0.077094	1.0
GLRA1	0.314813	0.636877	0.442728	0.597667	0.121084	0.251862	0.583106	0.291641	0.754387	0.312655	0.037846	0.888855	0.0	0.012463	0.23588	0.28718	0.21189	0.834338	0.27932	0.572911
GLRX2	0.291256	0.294887	0.110137	0.185767	0.080744	0.131746	0.491877	0.105453	0.136066	1.0	0.510966	0.119133	0.232609	0.219549	0.174307	0.265785	0.0	0.24491	0.349897	0.025508
GP5	0.033187	0.034644	0.102356	0.070559	0.088506	0.075923	0.060793	0.06243	0.101644	0.009806	0.034711	0.096087	0.037165	0.025686	0.011398	0.048961	0.015654	0.074394	0.0	1.0
GPNMB	0.007733	0.004154	0.002113	0.003455	0.0	0.001019	0.022316	0.001575	0.012181	0.002016	0.005872	1.0	0.545687	0.59369	0.002857	0.030365	0.001615	0.003638	0.01471	0.025735
HAGH	0.212818	1.0	0.364541	0.168853	0.236889	0.243277	0.056083	0.4927	0.069794	0.27944	0.462149	0.692388	0.594064	0.587331	0.152164	0.516868	0.024961	0.046883	0.225322	0.541925
HAVCR1	0.101344	0.091996	0.294419	0.666811	0.68989	0.186831	0.140389	0.117151	0.165403	0.272066	0.0	0.305016	0.014395	0.002709	0.10741	0.146204	0.172434	0.249884	0.113288	1.0
HBD	0.008466	0.026572	0.013568	0.014587	0.008722	0.011611	0.064395	0.052771	0.011603	0.003317	1.0	0.011185	0.000593	0.000387	0.004882	0.006964	0.00641	0.039085	0.07417	0.010123
HCK	0.722646	1.0	0.036025	0.042998	0.029296	0.002128	0.021821	0.025863	0.309637	0.0	0.070923	0.112007	0.525847	0.397466	0.059202	0.354981	0.017783	0.505054	0.006144	0.018115
HDC	0.006158	0.002431	0.004082	0.004765	0.00154	0.003994	0.138927	1.0	0.01094	0.004069	0.02805	0.019706	0.0	0.000582	0.001984	0.002289	0.003732	0.010308	0.006734	0.00576
HGD	0.053579	0.064464	0.043061	0.042924	0.00854	0.042034	0.084056	0.123668	0.039901	0.011757	0.026914	0.077374	0.035869	0.039538	0.019783	0.071354	0.009872	0.083595	0.0	1.0
HIST1H2BC	0.006635	0.0409	0.014262	0.008767	0.037602	0.007602	0.006282	0.032686	0.028834	0.004632	0.005783	0.013668	0.016606	0.0	0.024605	0.014365	0.093768	0.200833	0.047668	0.017164
HOMER2	0.025684	0.00381	0.047674	0.280842	0.0709	0.01688	0.185958	0.061255	0.102715	0.012835	0.045272	0.074503	0.0	0.637324	0.036392	0.639862	0.054669	0.057302	0.237822	0.212359
HOXA2	0.035364	0.101746	0.065484	0.095007	0.187958	0.033719	0.030199	0.173213	0.135666	0.040401	0.039198	0.087358	0.063359	0.074684	0.028211	0.080894	0.050618	0.116702	0.0	1.0
HPSE	0.826844	0.499784	0.166722	0.095355	0.029207	0.053042	0.057986	0.017626	0.0	0.124358	0.093283	0.140761	0.19729	0.089878	0.020874	0.054311	0.018659	1.0	0.004651	0.037961
HTRA1	0.217752	0.011122	0.06098	0.068882	0.038938	0.035313	0.118604	0.0	0.010008	0.031143	0.107535	1.0	0.168388	0.147291	0.005238	0.055498	0.021963	0.09772	0.133381	0.131978
