Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
GLRX2	0.007717	0.003347	0.035234	0.016106	0.033444	0.020244	0.033488	0.014434
GP5	0.109622	0.116472	0.12569	0.12458	0.11478	0.117385	0.123204	0.119912
GPNMB	0.006421	0.00599	0.005347	0.006059	0.006358	0.006482	0.00628	0.006287
HAGH	0.166958	0.208911	0.143605	0.196912	0.136097	0.097112	0.167109	0.177472
HAVCR1	0.395302	0.372232	0.416146	0.437597	0.362999	0.35366	0.343687	0.375361
HBD	0.01445	0.02099	0.019379	0.020665	0.022005	0.024274	0.035631	0.019016
HCK	0.424434	0.530441	0.365955	0.350871	0.470786	0.430952	0.46746	0.434091
HDC	0.027427	0.025128	0.030384	0.033516	0.027467	0.027663	0.026303	0.029102
HGD	0.060029	0.055251	0.059163	0.062249	0.061595	0.064394	0.054557	0.052257
HIST1H2BC	0.044318	0.053205	0.053099	0.056212	0.109016	0.059264	0.079639	0.063392
HOMER2	0.059143	0.060379	0.068347	0.058667	0.053398	0.049078	0.055287	0.049765
HOXA2	0.09966	0.103526	0.099568	0.082062	0.10727	0.089148	0.093458	0.102906
HPSE	0.274439	0.341053	0.276169	0.20856	0.202174	0.225112	0.175907	0.197433
HTRA1	0.035853	0.043484	0.041713	0.027394	0.041803	0.039335	0.049623	0.050806
ICOS	0.132273	0.117448	0.209586	0.170357	0.177872	0.176234	0.169336	0.178078
IFI27	0.025681	0.025452	0.024006	0.019927	0.018967	0.020033	0.030352	0.027114
IFNB1	0.021362	0.020838	0.029011	0.02137	0.068	0.086064	0.030773	0.021404
IFT20	0.302362	0.265095	0.302615	0.287696	0.387334	0.3655	0.358246	0.329686
IGFBP2	0.037034	0.037466	0.039728	0.038369	0.039147	0.042772	0.042839	0.044832
IL15RA	0.243164	0.384576	0.287575	0.202947	0.282975	0.248171	0.186519	0.199162
IL1R2	0.042279	0.049735	0.03917	0.042601	0.049548	0.035451	0.032761	0.036042
IL1RAP	0.153146	0.142623	0.14837	0.139785	0.155349	0.147877	0.13892	0.140544
IL1RL1	0.08346	0.077148	0.079983	0.083778	0.075858	0.074762	0.067377	0.068958
IL2RA	0.124692	0.110842	0.123062	0.12278	0.109903	0.110809	0.104597	0.102906
IL32	0.786807	0.751791	0.919705	0.839778	0.94646	0.94986	0.963418	1.0
IL4R	0.409964	0.441278	0.445799	0.522707	0.526494	0.551095	0.521812	0.525251
IL5RA	0.088722	0.094755	0.100493	0.093947	0.098203	0.096938	0.088853	0.100313
IL6ST	1.0	0.714957	0.972826	0.96351	0.776574	0.933183	0.908457	0.76616
ING2	0.038104	0.018282	0.04677	0.04783	0.10474	0.078869	0.089557	0.10398
IRS1	0.493973	0.507053	0.532454	0.52387	0.546382	0.551628	0.524685	0.542438
JRKL	0.325127	0.294265	0.372758	0.383233	0.338487	0.336625	0.439355	0.360838
KCNJ15	0.050983	0.063931	0.046104	0.044679	0.083429	0.057571	0.05729	0.047787
KIF1A	0.070986	0.061959	0.061534	0.065236	0.061583	0.068562	0.020533	0.07428
KIF22	0.759339	0.635591	0.808209	0.824109	0.900686	0.766407	0.954412	0.962562
KIR3DL1	0.131647	0.135676	0.100606	0.099015	0.057461	0.058332	0.072681	0.072339
KLHL18	0.429259	0.503553	0.333234	0.327165	0.338742	0.382471	0.393222	0.393852
KLRC3	0.514719	0.353209	0.41963	0.451455	0.20914	0.177596	0.181162	0.21229
KLRD1	0.399357	0.318441	0.339748	0.33554	0.223752	0.199416	0.212232	0.237462
KLRF1	0.468447	0.324565	0.408943	0.338127	0.158897	0.126828	0.162197	0.169047
KRT19	0.054136	0.052585	0.052818	0.051971	0.050266	0.051954	0.061047	0.05402
KRT5	0.236727	0.246232	0.235109	0.260707	0.168263	0.176706	0.169406	0.161946
KSR1	0.515404	0.622978	0.46355	0.536498	0.518067	0.512711	0.478956	0.505167
LAIR1	0.228863	0.260607	0.250439	0.2545	0.253294	0.253942	0.286131	0.255138
LAMP3	0.031739	0.032952	0.03409	0.02935	0.032693	0.033111	0.030241	0.028926
LGALS13	0.515107	0.145367	0.144289	0.576981	0.143987	0.180674	0.19181	0.148156
LILRA3	0.242519	0.300521	0.226041	0.191833	0.75765	0.727829	0.774239	0.748394
LILRA4	0.16664	0.167827	0.175459	0.232962	0.108969	0.116046	0.11453	0.129627
LILRA5	0.732652	0.761528	0.675526	0.555523	1.0	0.791696	0.721286	0.701579
LILRB1	0.662802	0.811838	0.577346	0.56435	0.839637	0.829509	0.805776	0.682851
LIMA1	0.087618	0.079931	0.091972	0.093382	0.085384	0.084474	0.103118	0.096561
LIMK2	0.713625	0.626573	0.836369	0.906264	0.68881	0.714923	0.790583	0.752974
LIPF	0.013264	0.009918	0.070426	0.013604	0.065253	0.013537	0.157106	0.00173
LRP5L	0.021933	0.027404	0.024436	0.027728	0.022663	0.02077	0.025269	0.022633
LRRC8D	0.122106	0.126488	0.123814	0.124825	0.135737	0.15568	0.185825	0.141991
LSM4	0.74696	0.780309	0.742317	0.699076	0.812637	0.747723	0.756505	0.794662
MAG	0.085536	0.103509	0.097621	0.114889	0.095521	0.095362	0.104562	0.120102
MAL	0.59823	0.510173	0.707184	0.629951	0.644249	0.676429	0.67467	0.696272
MAOA	0.011694	0.002292	0.003081	0.01243	0.014121	0.011838	0.015724	0.013382
MAPK7	0.701099	0.873038	0.61857	0.516942	0.512504	0.481613	0.478005	0.611126
MAT2B	0.161532	0.140394	0.189832	0.156596	0.173705	0.195647	0.163676	0.161909
MEST	0.036529	0.034392	0.038106	0.039843	0.039883	0.041144	0.043009	0.037692
MME	0.047278	0.044653	0.044629	0.050251	0.076209	0.05355	0.051554	0.051548
MMP25	0.216496	0.255054	0.205682	0.247531	0.420139	0.243869	0.241345	0.322381
MMP8	0.471057	0.427019	0.500378	0.468901	0.707017	0.80991	0.582496	0.641393
MMP9	0.002643	0.002776	0.00255	0.002743	0.003912	0.003378	0.003401	0.003544
MOCS3	0.496343	0.532325	0.556272	0.453019	0.483194	0.477885	0.533823	0.519358
MPO	0.014721	0.018305	0.016913	0.014795	0.020011	0.018996	0.019225	0.022515
MPPED2	0.631113	0.622063	0.626586	0.612372	0.697089	0.691795	0.740925	0.756911
MRPL3	0.052633	0.045952	0.057688	0.056011	0.050514	0.062257	0.05628	0.049277
MRPL4	0.800287	1.0	0.825761	0.930218	0.786321	0.817166	0.84121	0.946225
MS4A1	0.063682	0.049375	0.062416	0.090739	0.146934	0.172796	0.112064	0.10652
MS4A6A	0.807484	0.755453	0.749202	0.670565	0.745772	0.76669	0.795428	0.746608
MT1X	0.045383	0.058729	0.049734	0.031717	0.096574	0.054907	0.095562	0.069198
MTMR11	0.266823	0.294595	0.240047	0.199538	0.197288	0.181865	0.183423	0.18016
MTSS1	0.535133	0.418934	0.41334	0.384779	0.412908	0.421327	0.384508	0.417061
MUC1	0.064289	0.095537	0.078219	0.075862	0.096427	0.094202	0.082912	0.082568
MYLIP	0.051639	0.046584	0.058403	0.053424	0.060486	0.073349	0.101056	0.095102
NAGA	0.492785	0.60636	0.426357	0.447243	0.44914	0.450846	0.494141	0.457068
NBN	0.167735	0.13337	0.156813	0.12737	0.168754	0.172356	0.151801	0.125371
NBR1	1.0	0.885147	0.968	0.929605	0.922222	0.959317	0.925568	0.91837
NDRG2	0.309434	0.293871	0.303455	0.321168	0.300765	0.265547	0.291575	0.330459
NEFL	0.588083	0.556853	0.607124	0.572313	0.491891	0.483713	0.483315	0.501924
NME1	0.025115	0.044408	0.022043	0.041476	0.031405	0.018362	0.023954	0.028272
NOTCH4	0.206708	0.228546	0.205756	0.204605	0.192071	0.183293	0.171138	0.196903
NOV	0.040484	0.028163	0.023632	0.03314	0.05417	0.049395	0.039451	0.048363
NPEPPS	0.557469	0.462115	0.509578	0.486161	0.476977	0.517912	0.510899	0.50483
NR2E3	0.428086	0.360438	0.396702	0.397818	0.407774	0.460376	0.428545	0.368355
NR4A2	0.019976	0.020441	0.016255	0.015334	0.034823	0.032049	0.010023	0.012745
NRG1	0.742356	0.987135	0.715856	0.682827	0.768476	0.693061	0.879386	0.837759
NRGN	0.831689	0.7037	0.757541	0.644689	0.907163	1.0	0.994064	0.866185
NUDT1	0.199493	0.217099	0.194762	0.227749	0.190514	0.225073	0.181135	0.217319
NUDT18	0.230408	0.276418	0.248723	0.279291	0.228357	0.1939	0.18624	0.263169
NXT1	0.0	0.021357	0.015399	0.019237	0.031253	0.035761	0.025554	0.033531
NXT2	0.012466	0.007147	0.021465	0.0	0.012594	0.021285	0.016825	0.012694
OLFM1	0.306723	0.364504	0.290672	0.296365	0.217221	0.232715	0.181795	0.240993
OR2F1	0.263971	0.25648	0.377986	0.262042	0.36821	0.265133	0.272721	0.264558
OR2J2	0.249507	0.244703	0.319347	0.249408	0.313343	0.250092	0.254579	0.249845
ORM1	0.089302	0.083724	0.076444	0.084086	0.105083	0.099577	0.10111	0.099461
OSBPL10	0.137792	0.150871	0.13919	0.170585	0.187046	0.177826	0.150904	0.169862
PALLD	0.027985	0.025607	0.030806	0.026428	0.026436	0.024844	0.023916	0.022422
PANX1	0.213107	0.246017	0.207482	0.202243	0.222944	0.223055	0.209128	0.18266
PAX5	0.115442	0.123693	0.146476	0.170375	0.139409	0.15604	0.150654	0.131085
PCGF2	0.033143	0.029258	0.021546	0.027301	0.025247	0.023266	0.019296	0.017124
PDGFB	0.107309	0.097859	0.11866	0.119988	0.092791	0.091534	0.104752	0.106812
PDK4	0.442056	0.3426	0.314896	0.5483	0.316889	0.453453	0.139759	0.19536
PGLYRP1	0.12593	0.136548	0.144513	0.145669	0.263009	0.2386	0.163069	0.199157
PHEX	0.107727	0.095331	0.101844	0.111177	0.084615	0.085172	0.093941	0.09135
PI3	0.01423	0.026283	0.014171	0.024839	0.042646	0.02516	0.016184	0.011851
PIK3CG	0.146887	0.13344	0.141909	0.122316	0.127508	0.118439	0.130018	0.110855
PLAT	0.025517	0.02479	0.024867	0.029651	0.02566	0.024026	0.023456	0.029922
POU2AF1	0.022506	0.02403	0.024649	0.036493	0.03682	0.038309	0.028047	0.034077
PPA1	0.046434	0.043266	0.05162	0.044471	0.075177	0.082099	0.06283	0.063162
PROM1	0.020059	0.025171	0.023003	0.022934	0.0278	0.025065	0.02703	0.025346
PRR5	1.0	0.920712	0.991277	0.983794	0.665585	0.606712	0.733468	0.842435
PSAT1	0.052547	0.057456	0.058663	0.059152	0.073619	0.067442	0.074367	0.073737
PTPN13	0.784839	0.781533	0.806951	0.747742	0.769354	0.803345	0.773561	0.792031
PTPRK	0.21299	0.183371	0.195215	0.203687	0.198211	0.212698	0.196645	0.202659
PTPRS	0.220332	0.217066	0.230952	0.261637	0.188733	0.195405	0.186485	0.199367
PTTG2	0.367468	0.356385	0.356896	0.346133	0.329898	0.378297	0.292983	0.311992
QPRT	0.085424	0.063431	0.054948	0.061161	0.065475	0.0614	0.063224	0.057843
RAB9A	0.017084	0.003806	0.013193	0.002005	0.000532	0.0	0.016729	0.010695
RAMP1	0.044917	0.046401	0.053542	0.051878	0.044494	0.037029	0.045923	0.038764
RARRES2	0.046255	0.045993	0.040751	0.05773	0.034844	0.042511	0.036568	0.046558
RETN	0.640061	0.628825	0.418212	0.547854	0.700893	0.614715	0.838785	0.761549
RNASE1	0.01855	0.018235	0.016145	0.017402	0.016085	0.016951	0.019403	0.021645
RNASE4	0.510046	0.499017	0.418766	0.418123	0.40327	0.4008	0.406602	0.431333
RNF122	0.008278	0.01514	0.0	0.015244	0.075844	0.051301	0.043019	0.049471
RPL7	0.9847	0.866324	0.980375	0.936699	0.993215	1.0	0.993748	0.977678
RRAS	0.191766	0.249829	0.159784	0.154861	0.191913	0.201768	0.169712	0.197838
S100A12	0.758063	0.854171	0.758063	0.675517	1.0	0.896456	0.997628	0.832613
S100B	1.0	0.887181	0.855053	0.92588	0.302013	0.311288	0.29081	0.316765
S100P	0.015321	0.019173	0.021652	0.021878	0.023095	0.02253	0.014911	0.021374
SCRN1	0.084862	0.093712	0.064778	0.077256	0.052313	0.058294	0.037569	0.047755
SDC1	0.001913	0.001994	0.001999	0.005071	0.001252	0.002288	0.001116	0.003533
SEC63	0.101041	0.076049	0.096812	0.076023	0.103603	0.127852	0.117773	0.102716
SERPINF2	0.097552	0.101387	0.095801	0.104006	0.088641	0.084547	0.091001	0.097308
SETBP1	0.103289	0.107547	0.097364	0.102535	0.09786	0.099611	0.087296	0.09099
SF3A3	0.202731	0.21403	0.232089	0.265529	0.22309	0.254082	0.270903	0.234474
SFTPD	0.120179	0.129145	0.115496	0.109584	0.130089	0.113098	0.100305	0.12934
SFXN3	0.467195	0.445641	0.421668	0.480169	0.416299	0.411298	0.443129	0.494189
SH3BP2	0.885693	1.0	0.766294	0.795619	0.691	0.685644	0.715361	0.674199
SIDT1	0.193116	0.172226	0.190793	0.187318	0.204759	0.208702	0.204655	0.215666
SIGLEC6	0.072964	0.084376	0.078126	0.097963	0.083821	0.082477	0.072048	0.083434
SLC12A3	0.194346	0.190238	0.198005	0.204901	0.173124	0.177644	0.165683	0.18538
SLC15A3	0.071283	0.098967	0.067231	0.063468	0.079237	0.073949	0.075771	0.081206
SLC17A5	0.08507	0.079641	0.073408	0.070357	0.089129	0.093019	0.111474	0.094422
SLC1A4	0.004689	0.009108	0.0015	0.010237	0.001065	0.0	0.002977	0.003887
SLC38A1	0.313209	0.233292	0.332351	0.329987	0.274146	0.319999	0.320735	0.29969
SLC4A1AP	0.149457	0.139605	0.146043	0.149982	0.135908	0.136629	0.130521	0.149457
SLC6A13	0.01375	0.036469	0.029251	0.036335	0.032267	0.039338	0.031782	0.033305
SLC7A7	0.222147	0.237616	0.199419	0.170698	0.206307	0.218783	0.209759	0.195713
SLC9A3R1	0.70073	0.655979	0.709114	0.671113	0.515224	0.480265	0.565722	0.624257
SLCO2B1	0.014554	0.018449	0.011254	0.012509	0.015927	0.0	0.012583	0.011525
SMARCD3	0.824857	1.0	0.762818	0.686481	0.968442	0.919095	0.991046	0.992898
SOCS2	0.016167	0.014761	0.018308	0.015644	0.021217	0.021945	0.016868	0.016421
SPAG4	0.02415	0.027289	0.026932	0.022181	0.028241	0.026287	0.025396	0.025283
STAB2	0.471189	0.483151	0.501092	0.465438	0.5198	0.496173	0.528457	0.499142
STEAP4	0.194633	0.213569	0.182487	0.157093	0.280742	0.246297	0.307118	0.21586
SYNE1	0.939304	0.789118	0.884032	0.917176	0.730744	0.754079	0.795125	0.845724
TAGLN	0.383527	0.450612	0.309047	0.369273	0.296304	0.295086	0.223609	0.315647
TBC1D8	0.365186	0.349674	0.290903	0.236102	0.291012	0.274417	0.239172	0.221202
TCL1A	0.057838	0.058043	0.060414	0.085715	0.061355	0.058003	0.047425	0.04842
TFEC	0.801944	0.785403	0.728619	0.570673	0.798102	0.847559	0.675424	0.590843
TGM3	0.032435	0.01092	0.0	0.032306	0.036543	0.032712	0.008172	0.032908
TLL1	0.092023	0.091801	0.091465	0.092663	0.08947	0.092286	0.095946	0.092437
TLR5	0.277612	0.276322	0.230631	0.201997	0.230847	0.233283	0.223835	0.214675
TLR8	0.302986	0.306942	0.263916	0.241944	0.308181	0.31396	0.330469	0.287512
TM4SF5	0.128797	0.131398	0.122864	0.128491	0.245516	0.129572	0.051862	0.130529
TMC6	0.960237	0.954224	0.998939	1.0	0.898571	0.898571	0.954989	0.958553
TMEM9B	0.080355	0.057563	0.084992	0.073055	0.086023	0.100465	0.07753	0.054336
TMF1	0.042109	0.026093	0.041397	0.032214	0.033103	0.039362	0.034001	0.024237
TNFRSF10C	0.208198	0.270326	0.195518	0.199321	0.629641	0.296543	0.238523	0.25883
TNFRSF13B	0.050504	0.058785	0.047617	0.069915	0.074647	0.071874	0.061085	0.071862
TNFRSF25	0.78787	0.735739	0.910173	1.0	0.8661	0.765292	0.922951	0.991808
TNNI2	0.535626	0.766449	0.509019	0.483316	0.374955	0.312493	0.301561	0.333456
TOMM22	0.353335	0.312978	0.351156	0.318091	0.421344	0.395006	0.40576	0.388072
TOMM34	0.023623	0.034988	0.018009	0.027445	0.004516	0.009696	0.015988	0.014632
TRAF3IP2	0.380601	0.333624	0.402602	0.4165	0.330105	0.367109	0.338005	0.438658
TRAK1	0.273139	0.275333	0.218527	0.260555	0.25625	0.252539	0.232751	0.245028
TRAT1	0.420035	0.304946	0.460571	0.417032	0.528472	0.548274	0.515579	0.478721
TREM1	0.101614	0.095378	0.084559	0.078725	0.232861	0.17837	0.097566	0.115889
TREML2	0.082568	0.096141	0.084646	0.09664	0.10234	0.098282	0.084017	0.088235
TRIB1	0.011918	0.013547	0.009111	0.016101	0.055677	0.061266	0.016447	0.019123
TSPAN7	0.201609	0.199208	0.165086	0.22173	0.246519	0.233298	0.250256	0.28633
TUBB6	0.075004	0.067021	0.050088	0.071141	0.050101	0.050944	0.032601	0.036689
TULP2	0.098171	0.22859	0.07792	0.264748	0.220872	0.250315	0.247221	0.234021
TYRO3	0.53457	0.576335	0.470748	0.455719	0.464665	0.457032	0.504421	0.447086
UBE2J1	0.0	0.010216	0.011489	0.034912	0.042477	0.070909	0.043298	0.026219
