Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
IRS1	0.686095	0.730021	0.761086	0.793486	1.0	0.867437
JRKL	0.544955	0.484256	0.484923	0.49847	0.501626	0.481444
KCNJ15	0.170748	0.161258	0.142951	0.202607	0.236734	0.221837
KIF1A	0.361471	0.38925	0.774409	0.871904	1.0	0.820492
KIF22	0.61772	0.688136	1.0	0.958119	0.949282	0.943254
KIR3DL1	0.030874	0.0	0.020387	0.021087	0.018921	0.030451
KLHL18	0.550821	0.496985	0.600436	0.657276	0.489291	0.610831
KLRC3	0.119518	0.102962	0.086282	0.101288	0.096619	0.104064
KLRD1	0.181892	0.191097	0.141627	0.199867	0.149096	0.173669
KLRF1	0.070255	0.068916	0.04961	0.05944	0.050237	0.060202
KRT19	0.245347	0.345732	0.819152	1.0	0.972959	0.88436
KRT5	0.623208	0.646832	0.888839	1.0	0.965619	0.818697
KSR1	0.09675	0.110225	0.088906	0.095922	0.117359	0.085376
LAIR1	0.034947	0.03427	0.013999	0.011686	0.0	0.003312
LAMP3	0.054994	0.047396	0.046518	0.049851	0.056428	0.052167
LGALS13	0.234357	0.709166	0.0	0.04401	0.127649	0.015192
LILRA4	0.12548	0.138392	0.111823	0.107279	0.109646	0.122577
LILRA5	0.271175	0.278864	0.208649	0.311696	0.225339	0.245521
LILRB1	0.064206	0.04728	0.035427	0.042149	0.035832	0.039364
LIMA1	0.628017	0.577381	0.710527	0.836557	0.817705	0.899247
LIMK2	0.468228	0.548159	0.620406	0.672647	0.910682	0.739165
LIPF	0.088566	0.326492	0.277328	0.192964	0.177296	0.200731
LRP5L	0.014419	0.01563	0.017267	0.017541	0.017507	0.016011
LRRC8D	0.351127	0.310394	0.262051	0.33919	0.242316	0.270232
LSM4	0.500341	0.578854	0.817688	1.0	0.834748	0.881651
MAG	0.115714	0.144282	0.107637	0.141608	0.036718	0.096998
MAL	0.132801	0.1534	0.099972	0.129649	0.130899	0.143356
MAOA	0.070835	0.070201	0.062357	0.070594	0.066582	0.058319
MAPK7	0.26258	0.282318	0.365493	0.218941	0.309476	0.255553
MAT2B	0.090174	0.079431	0.046043	0.050866	0.03763	0.042694
MEST	0.355785	0.27945	0.379209	0.441412	0.43974	0.4186
MME	0.150055	0.132923	0.144692	0.138629	0.16178	0.19005
MMP25	0.033769	0.033968	0.043191	0.03271	0.050571	0.045103
MMP8	0.763933	0.700825	0.608115	0.601059	0.569359	0.588025
MMP9	0.003068	0.003699	0.008974	0.004201	0.004638	0.004624
MOCS3	0.757079	0.743629	0.813907	0.885756	0.756152	0.77277
MPO	0.01843	0.018042	0.014097	0.015903	0.012897	0.020142
MPPED2	0.855474	0.78053	0.948323	1.0	0.979658	0.76122
MRPL3	0.515408	0.441043	0.502152	0.554418	0.545378	0.541669
MRPL4	0.409285	0.482502	0.472927	0.536437	0.514542	0.510442
MS4A1	0.009196	0.008284	0.006934	0.008069	0.008361	0.008869
MS4A6A	1.0	0.945843	0.497281	0.519764	0.369699	0.483964
MT1X	0.179224	0.245481	0.476449	0.519097	0.339672	0.476449
MTMR11	0.139013	0.13808	0.110529	0.11839	0.104517	0.110344
MTSS1	1.0	0.90666	0.693116	0.581646	0.767722	0.719937
MUC1	0.163529	0.145981	0.333856	0.398243	1.0	0.285777
MYLIP	0.101198	0.105291	0.064274	0.067033	0.104064	0.097908
NAGA	0.529457	0.712573	0.52751	0.622806	0.48905	0.514856
NBN	0.804595	0.72806	0.681882	0.77082	0.95908	1.0
NBR1	1.0	0.995464	0.771873	0.839926	0.776835	0.795022
NDRG2	0.724162	0.738867	0.852915	0.82018	0.93248	0.964692
NEFL	0.387917	0.414921	0.376309	0.407867	0.3867	0.449377
NGFRAP1	0.114487	0.10547	0.118413	0.125825	0.120177	0.13613
NME1	0.741367	0.699439	0.677558	0.805613	0.675334	0.741367
NOTCH4	0.094853	0.103322	0.071458	0.106162	0.092903	0.099255
NOV	0.578105	0.534345	0.906015	1.0	0.957128	0.930805
NPEPPS	0.55763	0.615131	0.65344	0.497478	0.708481	0.490805
NR2E3	0.702605	0.82154	0.487783	0.698032	0.763378	0.708023
NR4A2	0.020679	0.021252	0.020364	0.019836	0.024524	0.021609
NRG1	0.802383	0.783869	0.435952	0.569984	0.506107	0.615414
NRGN	0.039222	0.050764	0.032368	0.045978	0.038243	0.044871
NUDT1	0.147796	0.225074	0.251158	0.239445	0.213945	0.206459
NUDT18	0.105523	0.154478	0.121722	0.146868	0.097776	0.129905
NXT1	0.284997	0.274139	0.218583	0.327762	0.218941	0.29573
NXT2	0.248569	0.215589	0.100827	0.121357	0.084182	0.140594
OLFM1	0.453909	0.415326	0.600253	0.401833	0.346023	0.358384
OR2F1	0.343851	0.332797	0.353483	0.349927	0.35248	0.304685
OR2J2	0.299297	0.292448	0.304896	0.303183	0.304304	0.274788
ORM1	0.077553	0.02721	0.10432	0.087542	0.115874	0.107097
OSBPL10	0.504623	0.486142	0.592789	0.585903	0.646488	0.517198
PALLD	0.11651	0.102818	0.112563	0.100506	0.160703	0.117154
PANX1	1.0	0.919327	0.714955	0.832456	0.677436	0.743615
PAX5	0.052356	0.04962	0.053075	0.047004	0.052739	0.046444
PCGF2	0.085376	0.067127	0.065025	0.083804	0.118121	0.074456
PDGFB	0.169346	0.186819	0.459761	0.361092	0.381606	0.343131
PDK4	0.359089	0.319453	0.390264	0.389291	0.254792	0.282499
PGLYRP1	0.070947	0.085948	0.067894	0.098071	0.092986	0.107893
PHEX	0.209957	0.205496	0.1465	0.190677	0.181661	0.177662
PI3	0.054771	0.058493	0.050421	0.058089	0.065752	0.070261
PIK3CG	0.763591	0.772165	0.349472	0.369906	0.397945	0.439174
PLAT	0.194549	0.196897	0.166195	0.198573	0.521903	0.513176
POU2AF1	0.018407	0.018171	0.017125	0.015903	0.017274	0.017142
PPA1	0.390953	0.347649	0.401305	0.474879	0.444216	0.474879
PRKCDBP	0.25298	0.276996	0.219565	0.237874	0.239553	0.23399
PROM1	0.24313	0.232025	0.342818	0.384824	0.415423	0.417778
PRR5	0.204417	0.228192	0.305669	0.291778	0.266925	0.267048
PSAT1	0.467494	0.37146	0.5834	0.64461	0.555482	0.465004
PTPN13	1.0	0.91776	0.877168	0.964704	0.817694	0.869802
PTPRK	0.676469	0.601701	0.833278	0.883178	0.943057	0.871386
PTPRS	0.393455	0.417296	0.483079	0.50796	0.632586	0.506495
PTTG2	0.34011	0.317508	0.327525	0.296633	0.368571	0.281214
QPRT	0.370514	0.388166	0.839296	1.0	0.960162	0.892648
RAB9A	0.08452	0.101797	0.088345	0.112021	0.06718	0.121514
RAMP1	0.059943	0.06215	0.066263	0.083752	0.081484	0.089966
RARRES2	0.222682	0.249373	0.499112	0.607039	0.615807	0.584412
RETN	0.64753	0.882263	0.569627	0.861187	0.538523	0.672356
RNASE1	0.926181	1.0	0.629701	0.67244	0.428569	0.583424
RNASE4	0.542167	0.554446	0.369121	0.40995	0.464562	0.406019
RNF122	0.056898	0.082069	0.04548	0.081052	0.067998	0.087916
RPL7	1.0	0.873711	0.853238	0.894185	0.894185	0.894185
RRAS	0.073962	0.086463	0.111887	0.119805	0.118188	0.104282
S100A12	0.307549	0.29207	0.10886	0.177077	0.179772	0.257233
S100B	0.984169	1.0	0.621601	0.716536	0.694778	0.900096
S100P	0.068402	0.0782	0.048593	0.065542	0.07356	0.110138
SCRN1	0.447364	0.375065	0.572992	0.617103	0.662302	0.573093
SDC1	0.038433	0.040644	0.088799	0.086203	0.086484	0.071745
SEC63	0.465006	0.409245	0.285602	0.213935	0.477429	0.332546
SERPINF2	0.049496	0.048576	0.04234	0.042389	0.044695	0.044046
SETBP1	0.214394	0.193609	0.178127	0.206733	0.244182	0.206914
SF3A3	0.828583	0.830071	1.0	0.818147	0.910825	0.953567
SFTPD	0.112014	0.105816	0.102095	0.116774	0.100474	0.116603
SFXN3	0.674162	0.760455	0.653311	0.561618	0.513421	0.536379
SH3BP2	0.553463	0.823492	1.0	0.819554	0.726599	0.8457
SIDT1	0.155896	0.167255	0.123083	0.106457	0.152421	0.124405
SIGLEC6	0.121803	0.102473	0.084812	0.111702	0.104732	0.119476
SLC12A3	0.458504	0.434994	0.324825	0.383942	0.388928	0.413349
SLC15A3	0.108976	0.165462	0.124673	0.124042	0.136802	0.147303
SLC17A5	0.356581	0.326892	0.274519	0.325227	0.273459	0.334248
SLC1A4	0.056267	0.046506	0.033908	0.041978	0.031188	0.033125
SLC38A1	0.3855	0.36649	0.438102	0.545013	0.651854	0.53083
SLC4A1AP	0.295674	0.291018	0.252186	0.285737	0.251256	0.273296
SLC6A13	0.130678	0.131667	0.123714	0.162784	0.097381	0.10596
SLC7A7	0.165534	0.169426	0.087004	0.090166	0.059892	0.072754
SLC9A3R1	0.057469	0.080388	0.082317	0.096659	0.096033	0.091052
SLCO2B1	0.579573	0.611016	0.369935	0.361377	0.234291	0.224175
SMARCD3	0.490656	0.455118	0.428793	0.49198	0.445977	0.439153
SOCS2	0.022473	0.021628	0.016073	0.019807	0.018585	0.019213
SPAG4	0.072991	0.087532	0.102426	0.113614	0.093299	0.088029
STAB2	0.709879	0.709859	0.504832	0.505944	0.661337	0.466063
STEAP4	0.241634	0.238898	0.168932	0.180235	0.245144	0.233313
SYNE1	0.431503	0.379751	0.298319	0.358094	0.34236	0.315688
TAGLN	0.230364	0.265002	1.0	0.603296	0.751613	0.791572
TBC1D8	0.252305	0.285302	0.24473	0.221562	0.302945	0.276117
TCL1A	0.046988	0.059067	0.042931	0.05664	0.050394	0.063339
TFEC	1.0	0.963964	0.477048	0.438486	0.280538	0.368453
TGM3	0.05533	0.060604	0.057757	0.081788	0.073085	0.079323
TLL1	0.23142	0.246363	0.264861	0.252922	0.276179	0.281087
TLR5	0.363615	0.353285	0.222571	0.25436	0.183388	0.195267
TLR8	0.298148	0.284258	0.142045	0.15565	0.128432	0.146292
TM4SF5	0.176984	0.178442	0.309189	0.134759	0.292842	0.364274
TMC6	0.162246	0.307745	0.413254	0.225887	0.395155	0.371434
TMEM9B	0.296928	0.279613	0.140524	0.195661	0.103175	0.18459
TMF1	0.383389	0.463318	0.269212	0.348939	0.270959	0.423591
TNFRSF10C	0.444727	0.531844	0.306032	0.344888	0.298037	0.329063
TNFRSF13B	0.04088	0.036149	0.032536	0.029775	0.041528	0.031917
TNFRSF25	0.143355	0.15292	0.170249	0.150518	0.203573	0.209901
TNNI2	0.290697	0.351659	0.327625	0.346752	0.345445	0.369508
TOMM22	0.920473	0.797397	0.872812	1.0	0.948614	0.959062
TOMM34	0.164592	0.173077	0.275662	0.306497	0.248107	0.277882
TRAF3IP2	0.734414	0.681725	0.81081	0.968729	1.0	0.946393
TRAK1	0.342152	0.351463	0.422262	0.417137	0.504216	0.371863
TRAT1	0.242359	0.256922	0.176949	0.195867	0.178617	0.191236
TREM1	0.469662	0.514991	0.363604	0.430363	0.530404	0.619678
TREML2	0.092949	0.096966	0.094617	0.107816	0.109912	0.100846
TRIB1	0.317348	0.328703	0.297464	0.300317	0.392	0.343808
TSPAN7	0.48983	0.496388	0.723472	0.426971	0.444078	0.423212
TUBB6	0.64482	0.768672	0.915904	0.94594	0.948061	1.0
TULP2	0.906016	0.881384	0.624453	0.445893	0.751851	0.568025
TYRO3	0.804351	0.845694	0.816658	0.811653	0.837695	0.864197
UBE2J1	0.215744	0.200272	0.102117	0.139526	0.124519	0.152459
ULK2	0.908436	0.810491	0.771361	0.643706	0.62158	0.493562
WEE1	0.797784	0.647642	0.734601	0.737962	0.782266	0.846585
YTHDF3	0.330607	0.296269	0.363857	0.282369	0.382322	0.311038
ZC3H12A	0.049723	0.06791	0.125072	0.119594	0.24106	0.223763
ZDHHC13	0.635522	0.468583	0.514203	0.449282	0.418679	0.529507
ZNF180	0.973408	0.887618	0.869178	1.0	0.865804	0.949452
ZNF189	0.111349	0.092602	0.077359	0.084912	0.06098	0.061069
ZNF34	0.3688	0.3688	0.319146	0.368387	0.311288	0.358408
ZNF552	0.291395	0.29118	0.304088	0.322791	0.307566	0.342343
ZNF593	0.167915	0.195265	0.227352	0.26415	0.222611	0.234183
