Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
CA6	0.801734	0.736434	0.808613	0.911937	0.941521	0.869027	0.922975	1.0
CACHD1	0.718503	0.749887	0.987763	0.885822	0.810705	0.930144	1.0	0.930144
CACNA1E	0.001177	0.065076	0.026507	0.035665	0.108448	0.078433	0.045518	0.04324
CACNA1I	0.606719	0.557976	0.725122	0.82058	0.745702	0.807095	0.905319	1.0
CAMK4	0.171264	0.135968	0.231429	0.234397	0.1877	0.243991	0.240954	0.217835
CAPN11	0.006562	0.361138	0.261676	0.265296	0.235478	0.277567	0.340553	0.180325
CASC15	0.876231	0.894601	0.870107	1.0	0.780833	0.85435	0.786748	0.650401
CAV1	0.327511	0.352764	0.165171	0.732899	0.441	0.472223	0.673196	0.783347
CCL20	0.005846	0.008741	0.0	0.007233	0.008973	0.006281	0.005111	0.010539
CCL22	0.030162	0.027649	0.028744	0.025325	0.028942	0.029656	0.028528	0.026007
CCL3	0.001565	0.001829	0.001385	0.001798	0.002928	0.004084	0.001626	0.001889
CCL3L3	0.003178	0.00395	0.003134	1.8e-05	0.010262	0.010588	0.008185	0.011612
CCL4	0.028678	0.025524	0.019085	0.023611	0.019248	0.013387	0.014632	0.017103
CCL4L2	0.021056	0.024576	0.018906	0.027743	0.063438	0.039962	0.041241	0.04455
CCL5	0.72806	0.45287	0.584013	0.669503	0.924886	0.689504	0.777012	1.0
CCNA1	0.112363	0.165429	0.117079	0.111222	0.214973	0.250317	0.182979	0.212708
CCR3	0.179857	0.194614	0.197287	0.224953	0.240558	0.233312	0.208697	0.237387
CCR4	0.094181	0.091214	0.109009	0.100621	0.075691	0.079163	0.07964	0.089827
CCR5	0.316968	0.314179	0.28309	0.283229	0.412561	0.353967	0.455348	0.443568
CCR8	0.633139	0.725794	0.870835	0.745176	0.612966	0.858087	0.56182	0.668111
CD160	0.157611	0.194661	0.139921	0.185924	0.120734	0.098366	0.129719	0.119408
CD19	0.067841	0.073563	0.070073	0.107826	0.156487	0.154165	0.109656	0.122523
CD1C	0.073521	0.069951	0.074919	0.084824	0.08101	0.081063	0.064818	0.072923
CD200	0.086825	0.088675	0.070627	0.103051	0.124855	0.128299	0.116521	0.128646
CD24	0.077886	0.068625	0.084904	0.084974	0.132337	0.143149	0.091674	0.118257
CD300E	0.63074	1.0	0.421912	0.382099	0.458275	0.4422	0.397996	0.435367
CD34	0.437553	0.54524	0.504043	0.744658	0.60101	0.81797	0.683991	1.0
CD3D	0.489352	0.448644	0.770079	0.790106	0.830253	0.930066	1.0	0.995947
CD3G	0.512481	0.376514	0.625733	0.580131	0.637789	0.619221	0.763076	0.632685
CD40LG	0.606918	0.441816	0.624269	0.65779	0.716245	0.755595	1.0	0.896133
CD5	0.573327	0.512883	0.75686	0.726463	0.730634	0.790425	0.903455	1.0
CD70	0.156913	0.112013	0.143856	0.180081	0.135398	0.140431	0.075575	0.141035
CD79A	0.088051	0.096444	0.094726	0.175756	0.220772	0.215048	0.144927	0.201953
CD8A	0.130679	0.123032	0.138357	0.15706	0.173668	0.165993	0.190572	0.185336
CD8B	0.146531	0.132301	0.187688	0.207604	0.213294	0.212489	0.254287	0.250341
CD9	0.011192	0.010326	0.013471	0.010811	0.014486	0.014499	0.013397	0.014024
CDH2	0.106173	0.002734	0.095071	0.111149	0.15292	0.135778	0.178048	0.167787
CDO1	0.647103	0.683649	0.64234	1.0	0.136203	0.16639	0.207632	0.168395
CFH	0.212504	0.203075	0.210123	0.218282	0.180656	0.215741	0.20796	0.195355
CHIT1	0.001198	0.000853	0.001272	0.001131	0.001668	0.001558	0.00129	0.001604
CHL1	0.159976	0.118122	0.093902	0.21352	0.182155	0.135655	0.139666	0.151736
CHN1	0.098104	0.087838	0.132082	0.12622	0.154562	0.143939	0.151957	0.163441
CHSY3	0.23726	0.550816	0.35063	0.46995	0.249928	0.435576	0.010736	0.310117
CLDN9	0.38815	0.418542	0.414867	0.382259	0.389842	0.221976	0.324951	0.258523
CLEC10A	0.954618	1.0	0.794264	0.864384	0.486602	0.448546	0.411064	0.443646
CLEC17A	0.071856	0.077249	0.0656	0.086441	0.107244	0.099875	0.086337	0.098006
CLECL1	0.086649	0.093864	0.084453	0.119771	0.153292	0.149879	0.125045	0.10064
CLIC3	0.329045	0.352889	0.300632	0.303551	0.096445	0.071024	0.109711	0.147636
CMTM2	0.010169	0.010143	0.008388	0.008011	0.023231	0.011934	0.013368	0.010512
CNTNAP2	0.093401	0.117713	0.110043	0.101426	0.081156	0.064361	0.070324	0.068637
CNTNAP3	0.007845	0.007498	0.004954	0.006286	0.025244	0.018713	0.011937	0.01109
COBLL1	0.029643	0.0302	0.029165	0.039521	0.0346	0.0401	0.031391	0.034832
COL19A1	0.025982	0.025196	0.024566	0.030603	0.033324	0.036099	0.028168	0.030729
COL4A3	0.070071	0.06866	0.072904	0.090018	0.078787	0.089845	0.054269	0.056305
COL4A4	0.238853	0.231836	0.260282	0.29586	0.245782	0.284318	0.222916	0.274041
COL5A3	1.0	0.870596	0.880943	0.933092	0.532251	0.477415	0.612257	0.612624
CORO2B	0.878566	0.901186	0.516858	0.873283	0.943902	0.95525	0.790339	1.0
CPA5	0.731609	0.843365	0.839725	0.882461	0.931609	1.0	0.880972	0.909486
CPNE5	0.171213	0.19654	0.181742	0.338478	0.276429	0.28776	0.224648	0.278505
CPNE7	0.757755	0.596346	0.771661	0.633364	0.374662	0.532609	0.517751	0.552437
CPVL	0.81872	0.952827	0.714553	0.628093	0.797207	0.914151	0.817269	0.663462
CRABP2	0.006835	0.006313	0.005746	0.00459	0.005476	0.004709	0.00809	0.006149
CSF3R	0.086774	0.100016	0.077385	0.070849	0.096329	0.061457	0.087265	0.08606
CSPG4	0.304484	0.316961	0.293973	0.26116	0.295603	0.278698	0.279264	0.232095
CTAG2	0.0	0.01998	0.425147	0.019427	0.023687	0.020432	0.0	0.0
CTLA4	0.23929	0.212142	0.29937	0.318765	0.397691	0.394781	0.303732	0.339754
CXCL10	0.661113	1.0	0.767886	0.58066	0.888054	0.87839	0.5104	0.514459
CXCL2	0.021192	0.015446	0.015042	0.013191	0.020549	0.014594	0.015141	0.018942
CXCR1	0.011669	0.012103	0.009217	0.012377	0.025822	0.009759	0.008288	0.007211
CXCR2	0.007194	0.007929	0.005981	0.00723	0.016538	0.005797	0.005052	0.005089
CXCR3	0.625285	0.679418	0.725657	1.0	0.596686	0.564116	0.895336	0.929244
CXCR6	0.157467	0.143222	0.145069	0.153869	0.168808	0.141629	0.193039	0.200053
CYP26B1	0.0	0.0	0.0	0.0	0.082889	0.0	0.0	0.0
CYP4F3	0.011626	0.013865	0.016656	0.020693	0.030568	0.02243	0.017918	0.018363
DAB1	0.323616	0.354533	0.344733	0.390081	0.366891	0.322783	0.544084	0.256364
DACT1	0.17655	0.141867	0.188462	0.173032	0.190562	0.207556	0.161728	0.172328
DGKK	1.0	0.878946	0.828369	0.687301	0.10672	0.119805	0.143026	0.176297
DKK3	0.66909	0.66875	0.745302	1.0	0.60546	0.477507	0.604692	0.665566
DNAAF1	0.013276	0.012853	0.012765	0.012794	0.01706	0.018904	0.013493	0.020126
DNAJC5B	0.406008	0.413726	0.340129	0.411888	0.465277	0.4899	0.4854	0.400529
DOK7	0.302414	0.35765	0.391736	0.401765	0.293711	0.189595	0.225438	0.281144
DPP4	0.189848	0.183576	0.222619	0.245689	0.310294	0.34402	0.264184	0.259193
DSC1	0.808809	0.697054	0.8302	0.888235	0.610551	0.754902	0.739867	0.763389
DSP	0.15549	0.144383	0.156945	0.164106	0.148214	0.159325	0.146834	0.141749
DUSP4	0.163519	0.143818	0.171082	0.128036	0.193915	0.185274	0.129811	0.17224
EBF1	0.055471	0.045434	0.037881	0.079808	0.092107	0.099144	0.066712	0.077851
EBI3	0.514253	0.722172	0.505293	0.455757	0.880958	0.975609	0.483695	0.863361
ECSCR	0.004889	0.35847	0.0	0.363973	0.839465	0.395117	0.933946	1.0
EDAR	0.359994	0.359733	0.419905	0.40526	0.440307	0.491165	0.4803	0.50118
EDARADD	0.722151	0.786337	0.655917	0.761815	0.609094	0.737701	0.583769	0.59878
EGR1	0.019574	0.030026	0.018068	0.055035	0.55094	0.664644	0.038804	0.044529
ELOVL4	0.486751	0.44679	0.522541	0.463227	0.880532	0.732925	0.826626	0.682177
EML6	0.114673	0.102765	0.116427	0.14855	0.126755	0.144374	0.108239	0.115605
EMP1	0.011338	0.011473	0.010095	0.011235	0.009921	0.013156	0.011097	0.011261
ENAH	0.576315	0.569371	0.580961	0.588042	0.625278	0.705583	0.638897	0.609167
ENHO	0.938717	0.614687	0.978194	1.0	0.694896	0.829985	0.83156	0.921613
EPB41L1	0.023699	0.019299	0.013839	0.026073	0.01575	0.023732	0.015344	0.0233
EPHB1	0.007308	0.004496	0.005257	0.007414	0.005194	0.006062	0.00504	0.005264
EPHX2	0.348514	0.330509	0.443784	0.48607	0.373206	0.436619	0.473675	0.477927
ERBB2	0.170619	0.198926	0.141883	0.144487	0.063474	0.060016	0.070569	0.07929
EREG	0.072528	0.054067	0.052623	0.039046	0.051479	0.049514	0.046832	0.047113
ESPN	0.800103	0.840393	0.934042	1.0	0.828725	0.582609	0.533842	0.996257
ESPNL	0.439605	0.395372	0.225862	0.370414	0.273517	0.34098	0.271631	0.305322
ESR2	0.45303	0.559117	0.535458	0.56854	0.468229	0.493871	0.528766	0.430844
F13A1	0.538361	0.58664	0.47974	0.405041	0.486965	0.49528	0.545077	0.446169
FABP3	0.016963	0.020439	0.016701	0.018557	0.015956	0.008489	0.020103	0.019553
FAM129C	0.229947	0.234117	0.218301	0.342111	0.315503	0.346411	0.224857	0.23526
FAM153A	0.502935	0.384894	0.486864	0.564452	0.547864	0.65612	0.636663	0.586006
FAM177B	0.148041	0.13838	0.140535	0.195605	0.149651	0.161965	0.164134	0.107349
FAM184A	0.332103	0.390849	0.45284	0.382786	0.543351	0.540375	0.555778	0.505241
FAM19A1	0.806516	0.462818	0.659111	0.765414	0.528795	0.609977	0.630713	0.751898
FAM69B	0.328085	0.374005	0.321161	0.35643	0.346329	0.358341	0.331398	0.363781
FASLG	0.540473	0.545887	0.45459	0.398016	0.297546	0.283991	0.339997	0.31276
FAT4	0.382425	0.378072	0.370285	0.284828	0.134527	0.159172	0.134348	0.12993
FBLN2	0.360579	0.43779	0.426074	0.436469	0.531888	0.508211	0.524629	0.564692
FBLN7	0.607254	0.669128	0.710557	0.731574	0.638128	0.617946	0.675529	0.707584
FBN2	0.475248	0.581977	0.451889	0.469145	0.511922	0.516044	0.563189	0.562107
FCER1A	0.965229	0.630187	0.891486	1.0	0.904856	0.980398	0.875957	0.932603
FCER2	0.049541	0.057166	0.047575	0.074818	0.096105	0.07919	0.071219	0.079317
FCGR3B	0.000719	0.001	0.000476	0.001099	0.013007	0.002454	0.000968	0.001016
FCN1	0.551898	1.0	0.330784	0.296769	0.372752	0.343604	0.372752	0.380644
FCRL1	0.028215	0.028837	0.029422	0.042973	0.056218	0.063113	0.038797	0.040492
FCRL2	0.063702	0.063973	0.06221	0.092051	0.172761	0.192291	0.131375	0.122182
FCRL5	0.049936	0.047068	0.050935	0.071968	0.19822	0.228099	0.133542	0.159642
FCRLA	0.027093	0.026621	0.026365	0.034853	0.057489	0.050578	0.04055	0.043164
FEZ1	0.232666	0.234049	0.208181	0.205094	0.239813	0.223651	0.213563	0.225172
FGFBP2	0.444937	0.345186	0.337396	0.314657	0.090627	0.060883	0.099519	0.114831
FGFR2	0.892602	0.94935	0.923073	0.963419	0.901731	0.842467	1.0	0.917863
FHIT	0.23492	0.186108	0.305176	0.30729	0.231823	0.282426	0.259171	0.264424
FLT4	0.862952	0.975078	0.928677	1.0	0.880428	0.934811	0.899035	0.987372
FRMD7	0.0	0.0	0.0	0.3671	0.023195	0.0	0.463778	0.0
GALNTL6	0.040668	0.039411	0.048029	0.063531	0.025856	0.031411	0.051908	0.031634
GDF15	0.008806	0.00852	0.005911	0.010725	0.011346	0.011783	0.017156	0.013386
GDF7	0.205219	0.34328	0.176855	0.244143	0.181614	0.129677	0.010442	0.258929
GFPT2	1.0	0.683281	0.505041	0.756329	0.858678	0.753247	0.732859	0.846112
GNAT2	0.891479	0.604713	0.650808	0.511202	1.0	0.709228	0.631419	0.443074
GNLY	1.0	0.930457	0.786827	0.824027	0.344919	0.239583	0.360187	0.453313
GPC4	0.010557	0.010817	0.004225	0.007006	0.005515	0.007577	0.007229	0.003454
GPM6A	0.028597	0.03642	0.038229	0.028686	0.069004	0.070962	0.045004	0.050879
GPNMB	0.001194	0.001056	0.000847	0.001077	0.001177	0.001221	0.001149	0.001154
GPR15	0.405893	0.39805	0.396591	0.399058	0.292534	0.252617	0.274452	0.311501
GPR171	0.28271	0.200813	0.28271	0.210562	0.351652	0.340731	0.389014	0.372325
GPRC5B	0.736598	0.979703	0.865663	0.743999	0.811702	1.0	0.775446	0.79366
GREM2	0.257882	0.254744	0.292192	0.208016	0.31464	0.299327	0.262505	0.358124
GRIK4	0.547152	0.599556	0.543931	0.574704	0.071539	0.002493	0.082116	0.066228
GSDMA	0.930794	1.0	0.872816	0.827215	0.754064	0.729151	0.622918	0.743023
GZMB	0.551656	0.402961	0.318064	0.301349	0.063104	0.042596	0.059351	0.069555
GZMK	0.133935	0.091667	0.156755	0.156708	0.306573	0.283521	0.269688	0.294877
HBG2	0.328272	0.61765	0.405806	0.534339	0.334797	0.328641	0.596834	0.321545
HEATR9	1.0	0.749056	0.762939	0.735998	0.54066	0.686853	0.726866	0.662628
HEY1	0.078966	0.084101	0.058256	0.060883	0.046018	0.049821	0.040805	0.045165
HIST1H1T	0.017862	0.022925	0.021914	0.025477	0.02025	0.02638	0.025452	0.018661
HLF	0.3385	0.340911	0.401222	0.369106	0.360256	0.360346	0.35076	0.388823
HMSD	0.67202	0.649806	1.0	0.971168	0.604873	0.719313	0.864046	0.010969
HPCAL4	0.435339	0.393544	0.518938	0.494844	0.504434	0.533666	0.499663	0.5967
HRH4	0.855732	0.727134	0.79683	0.728995	0.981207	1.0	0.809357	0.893568
HSD3B7	0.044185	0.045564	0.040802	0.044593	0.042719	0.048003	0.041832	0.044114
ICOS	0.288738	0.248777	0.485771	0.387366	0.409622	0.404343	0.386363	0.410771
IER3	0.041312	0.045362	0.03863	0.02392	0.042293	0.028642	0.033179	0.041555
IFNG	0.479657	0.326022	0.561601	0.284716	0.375592	0.387314	0.407789	0.322043
IGFBP3	0.507791	0.468919	0.572401	0.575305	0.486853	0.458315	0.444277	0.498575
IGFBP6	0.569251	0.560979	0.284249	0.496276	0.543068	0.678618	0.588566	1.0
IGSF9B	0.935674	0.928152	0.990916	1.0	0.618154	0.556383	0.560294	0.585
IL1A	0.013509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1B	0.001177	0.001571	0.001082	0.001228	0.004032	0.004683	0.001119	0.001192
IL1R2	0.018393	0.023111	0.016508	0.018575	0.022828	0.013402	0.011337	0.013933
IL2RB	0.949856	1.0	0.972676	0.832047	0.293633	0.255633	0.35823	0.422441
IL6ST	0.209517	0.137515	0.202327	0.199885	0.152485	0.193083	0.186734	0.151157
INHBB	0.121825	0.093289	0.145866	0.120674	0.002915	0.010009	0.119498	0.097823
INPP4B	0.144567	0.118889	0.151972	0.154888	0.165889	0.197771	0.181391	0.188715
IQGAP3	0.055685	0.057571	0.093397	0.053654	0.07431	0.05256	0.069579	0.038536
ISM1	0.499452	0.599915	0.616608	0.557846	0.667303	0.718988	0.676718	0.932105
ITGB5	0.02879	0.030787	0.032708	0.026156	0.030754	0.032408	0.02605	0.02433
JAKMIP1	0.148887	0.156575	0.159543	0.155459	0.214942	0.206435	0.188928	0.210028
JCHAIN	0.222865	0.162467	0.276368	1.0	0.342256	0.456461	0.230237	0.428927
KCNG1	0.05872	0.073621	0.067425	0.081773	0.070979	0.079313	0.058044	0.073106
KCNH8	0.086593	0.080493	0.099059	0.128345	0.088328	0.111765	0.079759	0.097003
KCNJ15	0.025124	0.033648	0.021194	0.020253	0.046203	0.029596	0.029464	0.022561
KHDRBS2	0.071202	0.058729	0.070559	0.074602	0.101704	0.102774	0.056639	0.06196
KIAA1257	0.083852	0.057835	0.09398	0.08329	0.13443	0.083482	0.092088	0.071076
KIAA1671	1.0	0.975271	0.982926	0.975651	0.825496	0.839903	0.931268	0.973595
KIR2DL1	1.0	0.956608	0.775699	0.751401	0.396738	0.294448	0.49776	0.505202
KIR2DL4	0.926513	1.0	0.853919	0.964834	0.755718	0.603046	0.804119	0.805296
KIR2DS4	0.280031	0.413047	0.311553	0.376168	0.953983	0.82546	1.0	0.987798
KIR3DL1	0.959659	1.0	0.735019	0.728203	0.395085	0.404187	0.522364	0.51987
KIR3DL2	0.701858	0.709018	0.62364	0.548768	0.861063	0.747486	0.879252	0.987982
KLF4	0.299312	0.398341	0.257628	0.311706	0.748562	1.0	0.407657	0.4017
KLHL14	0.08841	0.086365	0.082425	0.156552	0.118367	0.135603	0.106539	0.109394
KLRC1	0.227467	0.192281	0.228936	0.216806	0.278331	0.213736	0.228936	0.262569
KLRC2	0.19135	0.155641	0.216497	0.194293	0.193132	0.174885	0.157425	0.234431
KLRC3	1.0	0.652573	0.794336	0.855377	0.357951	0.291879	0.301589	0.362646
KLRD1	0.162108	0.123529	0.133208	0.130808	0.085939	0.075757	0.081224	0.092044
KLRF1	0.42366	0.269347	0.356876	0.290903	0.107628	0.085597	0.110566	0.116189
KLRG1	0.101223	0.087463	0.105489	0.100455	0.139401	0.120689	0.136393	0.139502
KRT1	0.225492	0.207614	0.256632	0.280432	0.191657	0.144503	0.219695	0.232749
KRT23	0.020928	0.023415	0.020578	0.013787	0.038173	0.023673	0.027298	0.024924
KRT72	0.739304	0.697297	0.832236	0.898035	0.394754	0.369681	0.462254	0.462254
KRT73	0.745142	0.671309	0.796011	0.862405	0.337549	0.332157	0.375958	0.423643
LAG3	0.611353	0.586288	0.596783	0.612522	0.854893	0.736343	0.84714	1.0
LARGE1	0.027891	0.030174	0.024388	0.034474	0.022106	0.030836	0.030456	0.026793
LCN10	0.218545	0.246118	0.235141	0.311957	0.330285	0.329504	0.295561	0.28232
LCN2	0.351545	0.286765	0.465849	0.32973	1.0	0.998979	0.635556	0.893946
LDLRAD3	0.869586	0.95167	0.804617	0.759427	0.892346	0.931633	0.930257	0.892613
LEF1	0.195242	0.132161	0.290866	0.241419	0.202674	0.273618	0.293401	0.260759
LGALS9B	0.703172	0.77765	0.56091	0.566584	0.309713	0.284732	0.376499	0.367016
LGR6	0.753803	0.731192	0.652111	0.623843	0.33739	0.296514	0.386745	0.391533
LILRA4	0.714273	0.718094	0.747992	1.0	0.436852	0.473898	0.464926	0.534417
LIM2	0.937216	1.0	0.858977	0.866163	0.632144	0.429617	0.458031	0.667519
LINC00346	0.952241	0.860003	0.815174	0.874911	0.927046	1.0	0.910557	0.925722
LINC00494	0.202613	0.201589	0.193567	0.246708	0.208346	0.214389	0.155738	0.166015
LINC00926	0.117306	0.104374	0.11025	0.174318	0.161458	0.186865	0.109778	0.106513
LINC01550	0.376369	0.33255	0.479715	0.472592	0.373914	0.438368	0.409096	0.413163
LINGO2	0.418547	0.466391	0.409916	0.397879	0.116058	0.15474	0.156592	0.077117
LMF1	0.8175	0.857801	0.827763	1.0	0.765812	0.658533	0.751277	0.829666
LPL	0.004489	0.004223	0.003698	0.004509	0.001778	0.001963	0.002396	0.001926
LRRC4	0.064456	0.083241	0.066499	0.071296	0.132128	0.126452	0.127044	0.116388
LRRC43	0.842252	0.837921	0.756893	0.719511	0.388964	0.516241	0.450746	0.533839
LRRC7	0.466433	0.231228	0.187861	0.460941	0.196833	0.200133	0.284253	0.199912
LRRN3	0.62323	0.509351	0.651766	0.682264	0.62944	0.735861	0.801755	0.745557
LTF	0.220788	0.177835	0.312346	0.268676	0.853741	1.0	0.493227	0.841387
LTK	0.740194	0.740414	0.774229	0.924564	0.910034	0.826391	0.899155	1.0
LYVE1	0.112953	0.090475	0.120947	0.073812	0.16899	0.121529	0.138507	0.078425
LYZ	1.0	0.964464	0.951607	0.654561	0.964464	0.951607	0.971735	0.951607
MACROD2	0.394538	0.403296	0.461648	0.472438	0.529764	0.466692	0.465112	0.521044
MAK	0.136773	0.111699	0.129316	0.126133	0.197876	0.149242	0.178185	0.135355
MAL	0.501779	0.412762	0.642012	0.54825	0.558679	0.600472	0.595597	0.624317
MANSC1	0.105565	0.104561	0.084676	0.095828	0.12039	0.106015	0.118891	0.106345
MB21D2	0.131952	0.137578	0.125658	0.126132	0.147713	0.138434	0.108034	0.123133
MEOX1	0.771798	0.8738	0.859601	0.804296	1.0	0.889359	0.960393	0.906182
METTL7B	0.092908	0.059966	0.092189	0.03457	0.05496	0.066591	0.108893	0.063534
MGAM	0.020258	0.023244	0.020835	0.021399	0.03732	0.027303	0.028633	0.027739
MIR99AHG	0.420737	0.411482	0.497983	0.00672	0.353978	0.433928	0.000686	0.611696
MLC1	0.224213	0.247101	0.201025	0.187282	0.091288	0.086092	0.099108	0.10813
MMP1	0.536166	1.0	0.530173	0.046128	0.006913	0.548144	0.013254	0.047074
MMP19	0.25941	0.238493	0.245967	0.246618	0.206418	0.200693	0.229373	0.247643
MMP25	0.027333	0.031834	0.026169	0.030888	0.050933	0.030574	0.030251	0.039614
MMP28	0.489716	0.453676	0.61044	0.632196	0.549386	0.5882	0.602971	0.660996
MMP9	0.001661	0.001792	0.001575	0.001764	0.002654	0.002233	0.002248	0.002362
MOXD1	0.405441	0.36721	0.561642	0.856481	0.423725	0.350385	0.305839	0.546326
MS4A1	0.067484	0.051358	0.06674	0.102337	0.193233	0.230736	0.129649	0.12292
MS4A3	0.58151	0.596329	0.640221	0.622208	0.861629	1.0	0.799791	0.900355
MS4A6A	0.942742	0.761264	0.749729	0.584412	0.728986	0.789945	0.890962	0.738498
MSR1	0.012024	0.012899	0.011321	0.010237	0.009184	0.008856	0.008158	0.00663
MTMR11	0.680274	0.753679	0.621165	0.522308	0.516882	0.487962	0.489941	0.483041
MZB1	0.272164	0.281432	0.275605	1.0	0.349786	0.356243	0.221837	0.479676
NCAM1	0.289728	0.297881	0.274331	0.247687	0.107494	0.09897	0.106277	0.118045
NCAPH	0.010288	0.011126	0.010106	0.009554	0.00759	0.009901	0.01067	0.005732
NCR1	0.193232	0.179645	0.133806	0.151693	0.058113	0.042712	0.053235	0.065992
NCS1	0.048795	0.056805	0.039953	0.037844	0.039268	0.029332	0.043387	0.053101
NEFL	0.331142	0.303517	0.351575	0.316095	0.238844	0.229521	0.229031	0.252257
NELL2	0.162985	0.123347	0.206912	0.235604	0.21761	0.271577	0.289264	0.282938
NES	0.007307	0.006986	0.09867	0.112082	0.064429	0.007011	0.0	0.006601
NID1	0.774346	1.0	0.742437	0.685005	0.674722	0.799347	0.873911	0.744916
NKG7	0.904209	0.930059	0.83825	0.886373	0.279642	0.221454	0.324637	0.410622
NLGN4Y	0.643176	0.402272	0.681251	0.624543	0.498913	0.473837	0.369002	0.378788
NLRP3	0.051731	0.059125	0.047351	0.041981	0.060397	0.060604	0.048902	0.041528
NMUR1	0.535644	0.630767	0.53642	0.510313	0.246262	0.21542	0.251418	0.29245
NOG	0.493369	0.469445	0.65322	0.618638	0.702287	0.771411	1.0	0.942802
NPAS2	0.796987	0.797618	0.954106	1.0	0.795209	0.823596	0.880408	0.888256
NPDC1	0.867541	1.0	0.946703	0.963541	0.784665	0.605316	0.749381	0.894899
NRCAM	0.860935	0.547281	0.849567	0.847556	0.866361	1.0	0.915919	0.933656
NRP1	0.037345	0.03856	0.035293	0.035525	0.040511	0.0409	0.043592	0.038845
