Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
BANK1	0.026878	0.025921	0.031358	0.045256	0.068344	0.065587	0.034153	0.03913
BATF3	0.00118	0.002239	0.002036	0.002706	0.002941	0.0	0.000158	0.00043
BCL11B	0.068773	0.050595	0.089155	0.075174	0.090644	0.101276	0.082381	0.095461
BLK	0.216815	0.217528	0.224364	0.412644	0.447613	0.47591	0.266622	0.328714
BLNK	0.016345	0.017244	0.01639	0.02157	0.023472	0.024878	0.017064	0.016917
BST1	0.79457	0.912744	0.660693	0.592903	1.0	0.892045	0.975399	0.916372
BTBD11	0.047691	0.043653	0.04968	0.048862	0.048624	0.051925	0.049778	0.04968
BTBD3	0.063074	0.068226	0.057731	0.06661	0.063126	0.058654	0.064604	0.058837
BTLA	0.023802	0.020866	0.026169	0.031279	0.036104	0.039892	0.034701	0.034998
BTNL8	0.006238	0.005774	0.004127	0.003823	0.011121	0.008102	0.003289	0.003289
C10ORF128	0.05227	0.061995	0.042029	0.044004	0.040442	0.03118	0.027594	0.040205
C12ORF57	0.415821	0.412667	0.534264	0.550393	0.686167	0.696311	0.746484	0.770027
C15ORF48	0.013597	0.013519	0.012044	0.013286	0.014838	0.015615	0.013092	0.010803
C1ORF54	0.000283	0.0037	0.000414	0.001864	0.002545	0.002586	0.0	0.001654
C5AR1	0.088645	0.101161	0.066586	0.058725	0.126193	0.114425	0.075089	0.077128
CACNA2D3	0.043332	0.036887	0.037255	0.037378	0.036552	0.03523	0.035352	0.03534
CADM1	0.002432	0.003026	0.004053	0.007073	0.0	0.000973	0.00389	0.003307
CAMK2N1	0.080934	0.08915	0.104094	0.090404	0.110998	0.101106	0.097251	0.115898
CAMK4	0.579303	0.440022	0.839205	0.852874	0.647434	0.899245	0.885182	0.776731
CAPZA1	0.877411	0.731192	0.834777	0.732802	0.953911	0.962934	1.0	0.809091
CCDC50	0.013422	0.011855	0.013028	0.014173	0.011013	0.012403	0.008737	0.009406
CCDC88A	0.295615	0.223514	0.267102	0.239085	0.17013	0.244377	0.231769	0.178459
CCL20	0.121915	0.14614	0.0	0.133897	0.14775	0.125432	0.114708	0.159448
CCL5	0.409285	0.332037	0.370576	0.392992	0.453219	0.398464	0.417992	0.471724
CCR2	0.237085	0.270885	0.208713	0.192737	0.243682	0.244808	0.358503	0.248233
CCR3	0.022653	0.024609	0.024942	0.028625	0.03074	0.029748	0.026463	0.030324
CCR6	0.130966	0.122839	0.131856	0.142559	0.167851	0.1551	0.156041	0.164716
CCR7	0.211977	0.162539	0.25265	0.283691	0.233544	0.245184	0.309797	0.287218
CD14	0.416369	0.508973	0.37481	0.352496	0.397228	0.379532	0.407635	0.410972
CD160	0.176538	0.232054	0.151414	0.219775	0.125917	0.097688	0.137756	0.124051
CD163	0.215038	0.26878	0.163519	0.199905	0.149729	0.141693	0.207138	0.180202
CD1C	0.003772	0.003157	0.004011	0.005949	0.005227	0.005244	0.00221	0.003671
CD1D	0.486605	0.444727	0.373755	0.293171	0.348883	0.274362	0.298099	0.281136
CD2	0.362583	0.259588	0.405523	0.384142	0.384574	0.406273	0.463992	0.449042
CD200	0.027432	0.027902	0.023279	0.031683	0.03765	0.038575	0.035381	0.038659
CD207	0.006277	0.015936	0.005854	0.010537	0.002394	0.006895	0.006374	0.011136
CD22	0.103115	0.130671	0.114217	0.226038	0.291054	0.345367	0.188498	0.191783
CD24	0.021768	0.01877	0.024016	0.024043	0.041131	0.045565	0.026265	0.035759
CD247	0.888337	0.78783	0.858587	0.862755	0.700145	0.626682	0.74383	0.763943
CD27	0.371057	0.317778	0.456004	0.534294	0.423661	0.459753	0.524234	0.543723
CD300LF	0.308575	0.358183	0.280733	0.207296	0.263264	0.206385	0.187924	0.206857
CD33	0.635442	0.74504	0.606997	0.488368	0.555268	0.555268	0.611666	0.561979
CD36	0.52613	0.492318	0.511634	0.471764	0.580703	0.661562	0.62936	0.496132
CD3D	0.347781	0.330057	0.458933	0.464209	0.478463	0.502118	0.518271	0.517595
CD3E	0.683966	0.609654	0.784581	0.808926	0.823498	0.844115	0.971121	1.0
CD3G	0.401165	0.281885	0.497388	0.459034	0.507899	0.491763	0.607429	0.50303
CD79A	0.15206	0.17024	0.166496	0.327175	0.412243	0.403263	0.269482	0.378311
CD79B	0.239361	0.285103	0.228635	0.435572	0.579616	0.56937	0.372957	0.427878
CD8A	0.068944	0.064111	0.074266	0.086161	0.097173	0.092262	0.108109	0.104875
CD8B	0.537972	0.473846	0.722591	0.806132	0.834139	0.830781	0.999675	0.982484
CD96	0.764781	0.580649	0.853132	0.891305	0.825698	0.96444	1.0	0.994936
CDA	0.112005	0.128222	0.089729	0.089167	0.273567	0.203125	0.231074	0.276104
CEACAM8	0.206175	0.184832	0.246578	0.219524	0.308448	0.326767	0.261202	0.321324
CENPK	0.262753	0.197827	0.322094	0.292719	0.133112	0.145316	0.143011	0.141313
CEP78	0.156215	0.086358	0.113111	0.093422	0.059499	0.056964	0.06764	0.071481
CFP	0.532689	0.643489	0.499009	0.466844	0.537618	0.517367	0.570875	0.563822
CHI3L1	0.009007	0.009778	0.009492	0.010482	0.01619	0.014675	0.010241	0.012012
CHN2	0.057467	0.064589	0.057285	0.055241	0.078198	0.073452	0.064043	0.066168
CLC	0.132443	0.10825	0.127261	0.138402	0.195397	0.185306	0.150462	0.190281
CLEC10A	0.05523	0.058476	0.043836	0.048812	0.022314	0.020007	0.017725	0.019677
CLEC2D	0.654055	0.410185	0.659758	0.67198	0.820156	0.909189	0.93023	0.869989
CLEC4A	0.202412	0.183604	0.149707	0.134126	0.198928	0.209921	0.200696	0.167732
CLEC4C	0.014985	0.011883	0.013647	0.014792	0.009155	0.011251	0.009309	0.008964
CLIC2	0.054874	0.057094	0.055421	0.055086	0.047439	0.050979	0.051451	0.053812
CLIC3	0.357379	0.383753	0.322604	0.326322	0.079869	0.055576	0.094239	0.138008
CLLU1	0.020214	0.025916	0.029717	0.023308	0.02246	0.002764	0.022939	0.031997
CMTM2	0.010121	0.0101	0.008803	0.008533	0.020781	0.011482	0.012633	0.010385
CNTNAP3	0.045581	0.044603	0.036434	0.040827	0.082687	0.070543	0.055955	0.054123
COCH	0.046922	0.046922	0.051339	0.059895	0.045266	0.047647	0.045784	0.047474
COIL	0.0545	0.043525	0.059762	0.046889	0.049262	0.058635	0.058823	0.056661
COL24A1	0.09414	0.094599	0.098008	0.104198	0.088063	0.105054	0.092868	0.094879
CPNE5	0.128226	0.150589	0.13756	0.291531	0.22651	0.237284	0.176898	0.228765
CPVL	0.24767	0.274932	0.227688	0.208583	0.243446	0.267329	0.247343	0.216681
CR2	0.168831	0.199629	0.198887	0.233915	0.197403	0.217885	0.19295	0.19214
CREB5	0.044822	0.054811	0.039693	0.032531	0.056825	0.051219	0.056168	0.046188
CRISP3	0.55356	0.458417	0.648703	0.56614	0.847638	0.95143	0.699157	0.740962
CRISPLD2	0.058987	0.074586	0.052923	0.041038	0.073984	0.055962	0.060392	0.066992
CRTAM	0.211731	0.188486	0.215395	0.230176	0.225779	0.229418	0.232955	0.242556
CSF3R	0.36944	0.392782	0.349824	0.337973	0.387065	0.317487	0.370274	0.368707
CST3	0.894362	1.0	0.830127	0.842394	0.96973	0.933749	0.96973	0.986513
CST7	0.513628	0.460984	0.437368	0.413632	0.253297	0.175033	0.222274	0.298435
CSTA	0.1203	0.116666	0.116376	0.087966	0.200148	0.170394	0.165892	0.141096
CTNND1	0.130599	0.140984	0.090614	0.094108	0.09103	0.107799	0.124468	0.112573
CTSW	0.965001	1.0	0.871779	0.985807	0.628344	0.540929	0.634442	0.712898
CUX2	0.021341	0.018833	0.021327	0.024281	0.012953	0.01598	0.015772	0.014358
CXCL1	0.000114	0.002478	0.0	0.004457	0.010627	0.006428	0.003977	0.003321
CXCL10	0.031044	0.048594	0.036516	0.026892	0.042744	0.042178	0.023401	0.023539
CXCL11	0.144018	0.141666	0.175372	0.109528	0.136179	0.172394	0.123245	0.157343
CXCL9	0.010603	0.011893	0.007122	0.008153	0.007766	0.007612	0.0	0.004801
CXCR2	0.00615	0.006872	0.005029	0.006178	0.017185	0.004858	0.004201	0.004236
CYBB	0.626658	0.661387	0.585326	0.505364	0.621188	0.640449	0.610666	0.539792
CYFIP1	0.061503	0.087867	0.048928	0.04865	0.052767	0.056203	0.061228	0.058822
CYP1B1	0.104722	0.104722	0.085816	0.067494	0.14711	0.133373	0.131992	0.122434
CYP4F3	0.007703	0.008588	0.009655	0.011138	0.014885	0.011763	0.010123	0.010279
CYYR1	0.031356	0.029752	0.027346	0.037919	0.019203	0.01896	0.02297	0.02452
DEFA4	0.081419	0.119048	0.198774	0.134892	0.214771	0.159318	0.107825	0.175923
DMD	0.149928	0.106392	0.111975	0.105897	0.12074	0.103841	0.111732	0.113611
DPP4	0.121794	0.11681	0.148138	0.167672	0.227012	0.260991	0.183793	0.17931
DPYSL2	0.021483	0.029921	0.017427	0.014814	0.016013	0.012935	0.017338	0.014754
DSE	0.028123	0.027264	0.020869	0.020147	0.028127	0.027161	0.026964	0.023757
DSP	0.046352	0.042725	0.046856	0.049174	0.043934	0.047561	0.043531	0.041919
DST	0.036991	0.037837	0.032149	0.033472	0.034045	0.03969	0.033482	0.034239
DUSP6	0.215906	0.286321	0.206749	0.240847	0.575114	0.677381	0.420039	0.360869
EBF1	0.016302	0.013902	0.012023	0.021329	0.023898	0.025287	0.018711	0.021026
EGR3	0.004039	0.006148	0.003504	0.008722	0.041454	0.044349	0.003695	0.006205
EHF	0.04655	0.044094	0.038361	0.04233	0.044912	0.037543	0.047096	0.045731
EMILIN2	0.27591	0.364353	0.230146	0.206754	0.284271	0.271597	0.283009	0.283371
EMP1	0.081834	0.082616	0.075578	0.081313	0.074796	0.090959	0.080792	0.081574
ENC1	0.039833	0.038169	0.034603	0.032028	0.028724	0.027586	0.028823	0.029904
ENPP1	0.08772	0.085151	0.090801	0.100263	0.094108	0.095345	0.096719	0.0918
ENPP2	0.019035	0.019738	0.017646	0.019492	0.021399	0.022341	0.025206	0.021176
EOMES	0.095424	0.077654	0.081677	0.071613	0.098154	0.090837	0.099511	0.10582
EPB41L3	0.269064	0.397418	0.196946	0.19243	0.312627	0.310858	0.244413	0.205648
EPHA2	0.031309	0.026084	0.030834	0.033165	0.011718	0.010887	0.014053	0.010541
EPHA4	0.041097	0.036564	0.046395	0.050535	0.031151	0.036978	0.036326	0.039876
EPPK1	0.155562	0.166304	0.182223	0.184266	0.168089	0.170613	0.187775	0.185251
EREG	0.226346	0.17994	0.176256	0.142093	0.173521	0.168255	0.161484	0.162153
ETS1	0.964166	0.716113	0.9904	1.0	0.861833	0.944985	0.924848	0.93547
F13A1	0.262932	0.292882	0.227938	0.183242	0.232448	0.237366	0.26662	0.207729
FAM102A	0.523641	0.41983	0.653068	0.710127	0.526712	0.582974	0.697793	0.710127
FAM129C	0.643928	0.65956	0.607826	0.98616	0.911386	0.998416	0.628431	0.663725
FAM135A	0.056284	0.05344	0.053127	0.048825	0.056881	0.060531	0.056568	0.05417
FAM198B	0.127261	0.139167	0.111977	0.095509	0.125718	0.130855	0.143263	0.096081
FAM20B	0.010776	0.009881	0.010396	0.01036	0.009969	0.010911	0.010347	0.009099
FBN2	0.18618	0.219733	0.179209	0.18454	0.198175	0.199713	0.214066	0.213738
FBXL16	0.035117	0.037363	0.050646	0.044277	0.045355	0.048072	0.057725	0.071941
FCER1A	0.172389	0.109335	0.159846	0.179578	0.162306	0.175379	0.156655	0.166863
FCER1G	0.96444	1.0	0.916095	0.873558	0.995253	0.96444	0.995253	0.96444
FCER2	0.366183	0.441598	0.346676	0.638053	0.895574	0.688451	0.596681	0.689834
FCGR2A	0.375767	0.441888	0.321021	0.28524	0.374419	0.365819	0.275436	0.270277
FCGR2B	0.043994	0.083047	0.045812	0.08086	0.066684	0.053679	0.035351	0.043057
FCGR3B	0.000595	0.001301	0.0	0.001541	0.050412	0.005443	0.001218	0.001335
FCN1	0.899161	1.0	0.734464	0.706764	0.781959	0.757141	0.781959	0.790861
FCRL1	0.152746	0.15658	0.160189	0.256524	0.360102	0.412336	0.225523	0.237915
FCRL3	0.955612	0.890539	0.866329	1.0	0.959026	0.949569	0.797508	0.898646
FCRLA	0.052188	0.051462	0.051007	0.064258	0.104519	0.091216	0.073923	0.078254
FFAR2	0.014482	0.019813	0.016278	0.015332	0.05802	0.031209	0.016701	0.014367
FGFBP2	0.340373	0.289781	0.285666	0.271726	0.080537	0.050476	0.089491	0.105286
FKBP1B	0.011348	0.014392	0.011872	0.008798	0.011001	0.00918	0.014574	0.010774
FLT3	0.006202	0.006633	0.004962	0.004335	0.001275	0.001373	0.001454	0.001379
FMNL2	0.06557	0.065051	0.054911	0.052352	0.056563	0.053842	0.04976	0.053012
FPR2	0.024514	0.034844	0.022779	0.017622	0.042274	0.029073	0.029503	0.019648
FPR3	0.111685	0.114426	0.091267	0.104589	0.079459	0.080689	0.066482	0.087823
FZD2	0.083768	0.115222	0.069426	0.067471	0.082627	0.070255	0.080916	0.090939
G0S2	0.002277	0.003542	0.00093	0.001965	0.047986	0.008472	0.0	0.001759
GATA3	0.026954	0.028053	0.033619	0.0308	0.021952	0.023347	0.026244	0.030584
GEM	0.045398	0.044652	0.05019	0.037729	0.001038	0.046037	0.043614	0.0
GIMAP1	0.858695	0.909038	0.957867	1.0	0.724134	0.69864	0.977073	0.944007
GIMAP4	0.768038	0.711114	0.801595	0.745715	0.72922	0.756676	0.87151	0.73948
GIMAP5	0.651006	0.586981	0.714756	0.703593	0.745841	0.760877	0.982468	0.869303
GIMAP6	0.375491	0.362026	0.403118	0.388139	0.312461	0.33007	0.407631	0.365715
GIMAP7	0.773122	0.620488	0.819761	0.715355	0.615902	0.664584	0.878516	0.756535
GIMAP8	0.704423	0.692056	0.643622	0.549135	0.464143	0.388978	0.632845	0.540078
GK	0.053557	0.058726	0.050547	0.042954	0.069711	0.052183	0.050027	0.047001
GNAL	0.176688	0.160894	0.156607	0.150013	0.148155	0.139274	0.149674	0.156607
GNLY	0.598435	0.581234	0.539041	0.549114	0.381129	0.319067	0.387081	0.424906
GPM6B	0.027547	0.026375	0.029828	0.031501	0.028049	0.028938	0.029148	0.028624
GPR171	0.135164	0.089272	0.135164	0.094067	0.178803	0.171938	0.203547	0.192485
GPR18	0.021417	0.021648	0.021417	0.021754	0.03687	0.037919	0.056514	0.038504
GPRASP1	0.136094	0.11377	0.164844	0.190365	0.176082	0.193639	0.210026	0.209573
GRIP1	0.085681	0.092628	0.10768	0.083365	0.096102	0.107294	0.087997	0.10768
GZMA	0.402087	0.346805	0.382757	0.314797	0.287298	0.244633	0.280738	0.323343
GZMB	0.286793	0.250697	0.225969	0.220605	0.069805	0.045864	0.065871	0.077855
GZMH	0.324688	0.292734	0.265956	0.265255	0.050181	0.040677	0.054654	0.065213
GZMK	0.162207	0.102767	0.19526	0.195125	0.398	0.368522	0.349055	0.382287
GZMM	0.584081	0.631404	0.573521	0.612184	0.470281	0.412226	0.424641	0.571941
HBEGF	0.008991	0.00863	0.005358	0.002395	0.014888	0.017889	0.0	0.002202
HK3	0.838939	1.0	0.701347	0.70566	0.851969	0.745579	0.792601	0.83674
HLA-DOB	0.005364	0.007658	0.006604	0.010367	0.014273	0.020445	0.006941	0.008097
HLA-DPB2	0.047358	0.054055	0.047927	0.046196	0.053121	0.050752	0.04567	0.045923
HLA-DQA1	0.451696	0.512806	0.350094	0.459091	0.214786	0.225686	0.14311	0.178516
HLA-DQB1	0.157328	0.22577	0.134509	0.159909	0.084142	0.069028	0.036781	0.04501
HLA-DQB2	0.003961	0.013992	0.0	0.005942	0.040913	0.030986	0.006517	0.022297
HMOX1	0.736526	0.831935	0.575845	0.549693	0.749655	0.671227	0.537789	0.598868
HNMT	0.229761	0.191944	0.176372	0.171097	0.219028	0.159212	0.177855	0.152221
HOPX	0.179012	0.15111	0.160505	0.16575	0.117191	0.09506	0.112983	0.1241
HOXA9	0.026719	0.021536	0.030028	0.025249	0.022722	0.02326	0.022859	0.038667
HS3ST3B1	0.031015	0.033387	0.035715	0.033429	0.030601	0.03001	0.03923	0.043666
ICOS	0.187545	0.158029	0.354146	0.265448	0.28526	0.280318	0.264394	0.286275
ID3	0.026814	0.025452	0.031618	0.029902	0.022304	0.017364	0.046324	0.040341
IDO1	0.000914	0.002149	0.001294	0.001978	0.001362	0.000154	0.0	0.000185
IDO2	0.038609	0.035406	0.036173	0.036979	0.033923	0.035118	0.034446	0.03579
IFNG	0.047945	0.035077	0.054443	0.031612	0.03934	0.040386	0.041974	0.034694
IGFBP3	0.033697	0.030693	0.03869	0.038912	0.032131	0.029936	0.028856	0.032962
IKZF3	0.680294	0.525852	0.609803	0.665225	0.618512	0.619161	0.597751	0.572298
IL18	0.309058	0.229379	0.277417	0.223473	0.211211	0.215709	0.210481	0.235042
IL1R2	0.003053	0.004001	0.002674	0.003091	0.003939	0.002078	0.001675	0.002181
IL22RA2	0.00358	0.004475	0.002024	0.002491	0.000982	0.004545	0.004104	0.002131
IL2RB	0.302886	0.312173	0.30744	0.280736	0.122125	0.105042	0.149324	0.172588
IL32	0.727531	0.692939	0.837652	0.779569	0.873566	0.879827	0.916283	1.0
IL3RA	0.143334	0.131485	0.149301	0.181085	0.087953	0.100824	0.073491	0.085603
IL7	0.254175	0.247351	0.226076	0.243738	0.287091	0.32964	0.25578	0.310212
IL7R	0.477003	0.306475	0.483405	0.498902	0.435723	0.495342	0.530507	0.519862
INSR	0.003945	0.00904	0.004993	0.003142	0.00437	0.003836	0.004036	0.003142
ITGA6	0.407341	0.253746	0.452952	0.395205	0.424996	0.505262	0.473774	0.455113
ITK	0.190244	0.135084	0.199231	0.200037	0.177065	0.213868	0.215466	0.199231
ITM2A	0.126362	0.100558	0.159285	0.151528	0.245288	0.269271	0.243824	0.25202
ITM2C	0.025943	0.022735	0.028583	0.084295	0.015774	0.017043	0.015067	0.031872
ITPRIPL2	0.022715	0.024519	0.017535	0.016537	0.018436	0.016911	0.018821	0.017213
KANK1	0.087819	0.076288	0.095102	0.088009	0.113499	0.106827	0.119682	0.120896
KCND3	0.024754	0.040296	0.035275	0.04056	0.026495	0.029991	0.0	0.025153
KCNJ15	0.003398	0.006151	0.002227	0.00192	0.010187	0.004836	0.004815	0.002644
KCNJ2	0.00684	0.007369	0.005905	0.006026	0.008597	0.006477	0.008726	0.00753
KCNK17	0.01013	0.007606	0.005064	0.007501	0.002535	0.00236	0.0	0.003409
KCTD12	0.146472	0.137123	0.127774	0.092403	0.145092	0.155024	0.167903	0.139325
KIAA1324	0.012557	0.013587	0.014355	0.012943	0.014242	0.013329	0.013136	0.013764
KIF16B	0.115005	0.113155	0.118705	0.111256	0.114927	0.122015	0.106826	0.112522
KIF21A	0.194135	0.172322	0.178381	0.184844	0.194906	0.191953	0.190499	0.191991
KIT	0.004169	0.0	0.004622	0.0303	0.005491	0.005629	0.007728	0.010397
KLF4	0.227606	0.322523	0.187592	0.239306	0.644575	0.867304	0.332734	0.326602
KLRB1	0.352536	0.256245	0.340158	0.337617	0.310577	0.293034	0.302972	0.335903
KLRC3	0.418088	0.254555	0.32014	0.349147	0.121119	0.09605	0.099548	0.122868
KLRC4	0.954125	0.595119	0.849385	0.675074	0.847984	0.621448	0.941638	1.0
KLRD1	0.202671	0.146894	0.1604	0.157159	0.092528	0.077725	0.085742	0.102209
KLRF1	0.343552	0.230943	0.296984	0.248304	0.084311	0.063563	0.08729	0.092216
KLRG1	0.094303	0.074874	0.100521	0.093185	0.15245	0.122942	0.147471	0.15259
KLRK1	0.915048	0.699882	0.884823	0.918286	0.747568	0.727929	0.811387	0.77843
KRT23	0.005048	0.005627	0.00497	0.003235	0.008929	0.005692	0.006506	0.005985
KRT5	0.014374	0.016558	0.014132	0.018999	0.001213	0.002855	0.001427	0.0
LAMP3	0.008751	0.009328	0.009857	0.007645	0.009257	0.009396	0.008088	0.007424
LBH	0.617614	0.496053	0.680196	0.719309	0.55925	0.591557	0.703633	0.705471
LCK	0.408926	0.373783	0.465165	0.529028	0.422602	0.414174	0.475579	0.504232
LDLRAP1	0.748144	0.586326	0.901543	1.0	0.62361	0.715773	0.842321	0.829073
LGALS2	0.048929	0.066013	0.050205	0.050742	0.460217	0.428588	0.429849	0.445455
LGMN	0.014199	0.017138	0.016122	0.018537	0.013863	0.013547	0.014331	0.013828
LILRA4	0.007664	0.007767	0.00842	0.014558	0.001957	0.00267	0.002493	0.003878
LPAR6	0.221843	0.178833	0.218844	0.173972	0.216948	0.225001	0.260204	0.198523
LRRN3	0.054253	0.043052	0.057023	0.060313	0.054945	0.0662	0.073299	0.067154
LTF	0.128123	0.089966	0.219723	0.174944	0.841295	1.0	0.425909	0.827567
LY86	0.211475	0.187901	0.187694	0.160169	0.231447	0.270071	0.245134	0.240699
LYRM2	0.072682	0.058145	0.063004	0.055613	0.065805	0.066381	0.059134	0.066685
MAFB	0.04248	0.06064	0.024518	0.034552	0.113609	0.12287	0.042682	0.040521
MAFF	0.008217	0.00765	0.007606	0.007717	0.009235	0.008086	0.006857	0.007174
MAK	0.030209	0.025664	0.028927	0.028334	0.040548	0.032465	0.037424	0.029916
MAL	0.506172	0.41468	0.651186	0.555468	0.567707	0.608313	0.603357	0.632537
MANSC1	0.030815	0.030647	0.02687	0.029028	0.033762	0.030889	0.033458	0.030974
METTL8	0.060629	0.057307	0.060274	0.06522	0.054999	0.056825	0.055658	0.054086
MFHAS1	0.134989	0.152007	0.152641	0.162968	0.125854	0.127439	0.132655	0.156921
MGAM	0.009212	0.010356	0.009432	0.009635	0.015772	0.011892	0.012389	0.012071
MGST1	0.087401	0.087714	0.068728	0.053174	0.1003	0.120651	0.141672	0.122002
MME	0.00062	2.5e-05	0.0	0.001229	0.007036	0.002002	0.001523	0.001523
MMP12	0.01585	0.015213	0.015251	0.015112	0.014007	0.014449	0.016771	0.014145
MPHOSPH6	0.619065	0.471252	0.555188	0.469441	0.91877	1.0	0.816325	0.88908
MS4A1	0.042266	0.030186	0.041698	0.068742	0.131998	0.154328	0.088518	0.083388
MS4A6A	0.518346	0.474604	0.470426	0.412663	0.464058	0.481073	0.506526	0.467721
MS4A7	0.774816	0.579901	0.399005	0.352063	0.573165	0.665457	0.578687	0.504466
MXD1	0.050013	0.051371	0.030325	0.029465	0.065544	0.041611	0.029103	0.032258
MYBL1	0.112081	0.080438	0.091684	0.077428	0.078429	0.074873	0.064774	0.077567
MYC	0.393773	0.355216	0.440063	0.488521	0.490209	0.484601	0.541926	0.546141
MYOF	0.094894	0.141877	0.085442	0.08887	0.11213	0.102678	0.093226	0.074529
NAP1L5	0.052797	0.054679	0.058377	0.048934	0.055587	0.054943	0.050114	0.047646
NAPSB	0.15239	0.189312	0.159608	0.205406	0.279962	0.287736	0.270736	0.248264
NAV1	0.008473	0.007283	0.007095	0.00797	0.006183	0.00742	0.006934	0.006046
NCALD	0.103959	0.086222	0.088954	0.092086	0.078437	0.069113	0.072562	0.07785
NCAM1	0.137784	0.14283	0.128793	0.113416	0.044846	0.041291	0.044296	0.049342
NELL2	0.111382	0.07583	0.1504	0.175965	0.159475	0.207504	0.22398	0.217903
NFE2	0.212897	0.308335	0.192337	0.200408	0.275008	0.223122	0.327851	0.262427
NKG7	0.839176	0.851203	0.819854	0.836257	0.484934	0.436405	0.516958	0.579338
NLRC3	0.475877	0.408663	0.492678	0.502509	0.294982	0.326032	0.36747	0.385886
NLRC4	0.298083	0.276483	0.207362	0.234902	0.296751	0.287194	0.260878	0.23627
NLRP7	0.013872	0.017834	0.020576	0.023722	0.003152	0.007404	0.00417	0.003288
NOG	0.169231	0.161598	0.22261	0.211067	0.240907	0.265018	0.356117	0.331725
NPC1	0.046656	0.043787	0.03415	0.050005	0.025589	0.021975	0.02723	0.026574
NRP1	0.040072	0.041018	0.038704	0.038809	0.04228	0.042491	0.044384	0.041228
NT5E	0.112772	0.101471	0.108586	0.122937	0.117197	0.138505	0.138962	0.132504
OASL	0.03108	0.050331	0.037296	0.028444	0.050674	0.038911	0.037296	0.031012
OCIAD2	0.094112	0.081092	0.140833	0.149673	0.13053	0.143275	0.145454	0.144231
ODF2L	0.362076	0.259644	0.406968	0.389243	0.406835	0.414183	0.409374	0.365416
OLFM4	0.424954	0.439566	0.521575	0.446537	0.85617	0.851249	0.692657	0.7676
OLIG1	0.106086	0.130628	0.097752	0.105558	0.210978	0.182748	0.436528	0.337127
OXNAD1	0.301786	0.173041	0.323741	0.365864	0.318481	0.390047	0.371888	0.333815
P2RX5	0.045131	0.04507	0.054297	0.099575	0.151062	0.147733	0.103754	0.108975
P2RY10	0.056581	0.04403	0.051938	0.065865	0.087733	0.092127	0.096283	0.10293
PACSIN1	0.016661	0.013629	0.017311	0.020366	0.00893	0.00893	0.010158	0.012192
PADI4	0.575695	0.428679	0.430982	0.461982	0.777881	0.565786	1.0	0.860305
PAPD5	6.3e-05	0.001331	0.000814	0.0	0.001439	0.0018	0.00088	0.001105
PDGFC	0.076407	0.076254	0.076254	0.077401	0.092461	0.09613	0.092461	0.088103
PDK4	0.265317	0.194072	0.176498	0.360931	0.177261	0.274098	0.06481	0.098796
PDLIM1	0.012468	0.011043	0.014204	0.023271	0.023495	0.030949	0.018164	0.021775
