Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ANXA3	0.037571	0.011197	0.02574	0.05518	0.014965	0.018221	0.056311	0.169382	0.036107	0.012028	0.164186	0.069943	0.014883	0.0	0.026633	0.077084	0.012364	1.0	0.030887	0.063774
AOC2	0.147489	0.263481	0.204624	0.220468	0.223805	0.114383	0.239394	0.25076	0.219438	0.190352	0.0	0.192074	0.181217	0.141327	0.144093	0.137775	0.254608	1.0	0.237553	0.235358
APOBEC3A	0.417917	0.446597	0.052393	0.047939	0.077644	0.020106	0.005602	0.220731	0.241308	0.025468	0.036873	0.116089	0.555614	0.053539	0.0	0.037516	0.004842	1.0	0.006224	0.014176
APOBEC3G	0.275454	0.63252	0.299723	0.600469	0.854396	0.759482	0.117953	0.185955	0.0	0.549595	0.384506	0.114928	0.538796	0.101133	0.528161	0.427346	0.725544	0.263717	0.18768	0.498036
APOE	0.006013	0.002466	0.013309	0.011161	0.027792	0.009846	0.0229	0.0	0.012484	0.002999	0.046137	0.694441	1.0	0.602463	0.012861	0.025873	0.011722	0.011076	0.013574	0.039806
ARID4A	0.07698	0.128835	0.127372	0.115294	1.0	0.180708	0.032512	0.191763	0.522651	0.129217	0.168081	0.019532	0.090987	0.138182	0.115497	0.17213	0.173069	0.305325	0.0035	0.0
ARNT2	0.039179	0.036831	0.044135	0.049474	0.035157	0.03254	0.077742	0.052015	0.003861	0.0	0.059285	0.100693	0.062021	0.013176	0.016961	0.087601	0.010289	0.056595	0.081926	1.0
ASGR1	0.50078	1.0	0.10842	0.033583	0.065148	0.065596	0.065248	0.050927	0.016374	0.0	0.075264	0.171072	0.278836	0.33421	0.020499	0.189896	0.026043	0.068311	0.022987	0.050023
ASGR2	0.862738	0.257186	0.124205	0.047636	0.089041	0.059433	0.09025	0.028794	0.003347	0.0	0.127813	0.030624	0.121584	0.357617	0.011931	0.316583	0.018863	0.095908	0.041597	0.010074
ASRGL1	0.413698	0.368352	0.00535	0.0	0.048663	0.012289	0.366259	0.614693	0.748283	0.035753	0.671581	1.0	0.062746	0.176461	0.039143	0.023006	0.013738	0.2545	0.35342	0.012057
ATP2A1	0.070558	0.027305	0.122717	0.172263	0.036452	0.135467	0.167644	0.035707	0.0202	0.096716	0.0	0.125464	0.07044	0.052555	0.177503	0.094878	0.122773	0.148088	0.206842	1.0
ATP2B1	0.230889	0.306556	0.160134	0.102328	1.0	0.188349	0.096572	0.140357	0.262396	0.207199	0.207944	0.004821	0.058605	0.140246	0.356181	0.279803	0.169142	0.610277	0.019143	0.0
BEX1	0.037792	0.032647	0.055098	0.043849	0.023911	0.051819	0.17276	0.092474	0.058446	0.044684	1.0	0.041355	0.026665	0.023448	0.031022	0.036672	0.041424	0.120192	0.058311	0.026998
BMX	0.1041	0.103073	0.060417	0.103072	0.017278	0.039497	0.081044	0.32959	0.125938	0.0	0.095646	0.180136	0.081177	0.063715	0.051114	0.106027	0.125439	1.0	0.152616	0.282352
C1QA	0.116929	0.873272	0.033813	0.018089	0.037724	0.009714	0.077445	0.0651	0.004145	0.0	0.259178	1.0	0.83243	0.788171	0.008177	0.178072	0.010351	0.026369	0.130302	0.143726
C1QB	0.030977	0.163443	0.01749	0.0125	0.01409	0.006256	0.019041	0.0	0.014865	0.011874	0.078667	0.260428	1.0	0.540457	0.006324	0.054838	0.009027	0.016849	0.03383	0.017414
CA4	0.089762	0.118652	0.096381	0.090662	0.109139	0.097777	0.038553	0.175511	0.157542	0.066561	0.053265	0.194885	0.113384	0.117782	0.081338	0.101296	0.058658	1.0	0.055209	0.179229
CACNA2D3	1.0	0.382308	0.164284	0.132633	0.135598	0.053713	0.036522	0.000347	0.078315	0.086246	0.144023	0.226989	0.075364	0.092634	0.026192	0.44665	0.033138	0.081708	0.0	0.140366
CALB2	0.02337	0.016908	0.017847	0.034548	0.016657	0.020455	1.0	0.020859	0.001355	0.034592	0.01288	0.011102	0.020544	0.016185	0.012511	0.03727	0.012017	0.051719	0.042161	0.025844
CALML4	0.660569	1.0	0.326678	0.22246	0.214621	0.16983	0.085134	0.345899	0.0	0.140776	0.171447	0.247182	0.463915	0.559488	0.148678	0.334847	0.078601	0.263154	0.324395	0.141072
CAMK4	0.055049	0.061627	0.934869	0.149557	0.126401	1.0	0.042129	0.047361	0.065845	0.52738	0.0	0.123566	0.022579	0.010793	0.153111	0.068986	0.127494	0.207023	0.104182	0.034902
CASP1	0.823332	0.673329	0.154128	0.220819	0.347898	0.234554	0.045945	0.26331	0.268381	0.31521	0.192476	0.032921	0.4051	0.216535	0.201599	0.348519	0.172021	0.46955	0.118389	0.0
CCR2	0.783318	0.082083	0.117672	0.063295	0.0	0.098013	0.021969	0.215876	0.132494	0.250205	0.048334	0.033486	0.023461	0.061183	0.195145	0.097546	0.023427	0.12025	0.711812	0.063291
CCR3	0.009234	0.002082	0.010508	0.00929	0.0	0.007719	0.007773	0.260645	1.0	0.009127	0.00156	0.023171	0.001597	0.003547	0.001391	0.002315	0.001802	0.237433	0.004356	0.01739
CD14	0.928418	0.348778	0.054135	0.033623	0.01284	0.011674	0.019439	0.019485	0.002997	0.0	0.042961	0.268585	1.0	0.410731	0.002739	0.089626	0.003273	0.382516	0.011546	0.011652
CD160	0.017081	0.01988	0.044532	0.661621	1.0	0.292095	0.0	0.009953	0.035082	0.21247	0.001598	0.010054	0.010475	0.016553	0.049811	0.006441	0.087171	0.061307	0.03054	0.026937
CD163	0.485525	0.133525	0.06359	0.061183	0.009598	0.018615	0.037548	0.023254	0.025299	0.0	0.134024	0.879341	0.991071	1.0	0.016366	0.166452	0.02053	0.072376	0.035753	0.029313
CD19	0.021409	0.011788	0.027364	0.014435	0.016122	0.016033	0.040635	0.0	0.011198	0.000961	0.03192	0.059036	0.028149	0.028719	0.566864	0.007738	1.0	0.032671	0.055703	0.007056
CD1D	1.0	0.747212	0.146144	0.059233	0.199949	0.037386	0.003501	0.031063	0.028569	0.0	0.043759	0.04702	0.102607	0.06325	0.227635	0.13987	0.281976	0.149319	0.231828	0.039366
CD1E	0.156496	0.16443	0.090742	0.071701	0.060615	0.031692	0.156644	0.154519	0.013287	0.0	0.030445	0.108717	0.129808	0.835007	0.003293	1.0	0.041306	0.106994	0.007429	0.252318
CD207	0.136486	0.187101	0.135925	0.076	0.045909	0.102316	0.145122	0.127665	0.0	0.087584	0.040305	0.252348	0.032247	0.094451	0.105757	1.0	0.09726	0.344247	0.176681	0.215202
CD209	0.022575	0.02029	0.015212	0.020847	0.013133	0.012049	0.023903	0.0	0.012222	0.009642	0.008636	0.202147	0.26731	1.0	0.013044	0.02733	0.015293	0.032496	0.028234	0.018311
CD38	0.013186	0.028216	0.02711	0.107188	0.095743	0.02351	0.006256	0.0	0.002609	0.062516	0.11935	0.005267	0.340772	0.005102	0.013522	0.033257	0.021224	0.00833	1.0	0.061109
CD3D	0.013579	0.007799	0.280967	0.03	0.026949	0.567958	0.002061	0.00347	0.010048	1.0	0.009625	0.0	0.005566	0.003944	0.005259	0.007281	0.004913	0.025117	0.012547	0.015702
CD3E	0.01808	0.011062	0.358813	0.097551	0.050466	0.379186	0.012779	0.001865	0.007363	0.370756	0.01071	0.021071	0.005011	0.006205	0.01405	0.0	0.019071	0.027876	0.062353	0.017321
CD3G	0.015004	0.00964	0.56082	0.069303	0.080605	1.0	0.000873	0.009219	0.0	0.462572	0.005109	0.015821	0.000484	0.00363	0.009333	0.010335	0.006115	0.03142	0.015969	0.018659
CD4	0.132249	0.165186	0.228644	0.041956	0.022465	0.02052	0.007119	0.002869	0.025073	0.0	0.033096	0.220242	0.197121	0.296275	0.008019	0.05263	0.015513	0.03948	0.015069	0.04918
CD40LG	0.116425	0.140178	1.0	0.223146	0.0	0.175546	0.131345	0.016006	0.047162	0.369459	0.207053	0.067567	0.038482	0.043804	0.044696	0.046457	0.062202	0.125462	0.125439	0.357706
CD79A	0.020732	0.011212	0.032692	0.014052	0.006909	0.025666	0.0	0.004887	0.012478	0.006017	0.033703	0.036069	0.013989	0.016169	0.567588	0.003332	1.0	0.029469	0.221211	0.000715
CD8A	0.009427	0.0	0.01291	0.142826	0.069446	1.0	0.008957	0.000648	0.005124	0.039369	0.004513	0.004461	0.000526	0.001129	0.002541	0.007237	0.003837	0.033881	0.008934	0.002651
CDC14B	0.200936	0.0027	0.469956	0.489643	0.226944	0.356885	0.03661	1.0	0.484203	0.188756	0.189145	0.740153	0.082474	0.0	0.235386	0.180353	0.086541	0.316459	0.18686	0.119139
CDC42EP4	0.237448	0.90674	0.102475	0.080155	0.121012	0.054472	0.088135	1.0	0.080407	0.021141	0.129563	0.300417	0.581676	0.401991	0.019695	0.37441	0.0	0.200694	0.07257	0.328958
CDK2AP2	0.192404	0.515189	0.271045	0.309402	0.271711	0.281779	0.031965	0.345196	0.119156	0.591179	0.06873	0.239254	0.0	0.021781	0.216852	0.443759	0.197653	0.109495	1.0	0.405968
CDKN1C	0.161539	1.0	0.099067	0.050085	0.240088	0.048027	0.054831	0.127228	0.021534	0.0	0.110298	0.028368	0.048646	0.04253	0.013209	0.052305	0.000456	0.125	0.025196	0.001636
CDR2L	0.129358	0.123169	0.110304	0.178413	0.068984	0.192546	0.148211	0.082298	0.0	0.024532	0.116142	0.233899	0.20991	1.0	0.123476	0.301862	0.168586	0.109382	0.051666	0.270165
CEACAM1	0.040289	0.123297	0.11056	0.067506	0.014152	0.059151	0.154256	1.0	0.297512	0.095866	0.032796	0.138131	0.081709	0.042345	0.071205	0.0	0.06309	0.548686	0.123791	0.115534
CEACAM3	0.119931	0.391615	0.028983	0.010975	0.166878	0.034934	0.038063	0.031932	0.0	0.061766	0.023075	0.038345	0.035305	0.03116	0.049365	0.019843	0.097952	1.0	0.17049	0.049228
CES1	0.942241	0.204909	0.124459	0.067121	0.351016	0.082965	0.085804	0.008528	0.115838	0.030989	0.045648	0.299229	0.506134	0.217101	0.010812	0.3236	0.0	0.109524	0.019725	0.153577
CETN1	0.364299	0.461107	0.297019	0.431417	0.0	0.285342	0.461626	0.260792	0.238193	0.36392	0.212625	0.458391	0.140905	0.18998	0.307081	0.224829	0.46593	0.697351	1.0	0.634464
CFB	0.038774	0.038893	0.013647	0.014613	0.014603	0.009363	0.002828	0.016941	0.007321	0.0	0.019747	0.063497	1.0	0.11698	0.010691	0.059623	0.00253	0.016969	0.021577	0.020274
CHMP7	0.187121	0.180807	0.468229	0.050809	0.089814	0.358625	0.043766	0.08022	0.13512	0.331431	0.525646	0.250083	0.012133	0.0	0.683886	0.077879	1.0	0.119366	0.080421	0.008532
CHST7	0.264298	1.0	0.171044	0.076343	0.245738	0.112005	0.029788	0.084794	0.001876	0.131356	0.035374	0.476798	0.415312	0.471379	0.0166	0.590528	0.0	0.617472	0.031673	0.316388
CIB2	0.093296	0.10154	0.108008	0.077117	0.0	0.118827	0.097494	0.095741	0.046368	0.069675	0.151292	0.079878	0.109688	0.07779	0.108257	0.092589	0.078938	0.091293	0.163756	1.0
CIITA	0.114133	0.296574	0.042153	0.029413	0.04885	0.038788	0.036787	0.030398	0.071737	0.043588	0.132002	0.322947	0.167052	0.252944	0.506894	0.865619	0.677804	0.057859	0.0	0.323287
CLCC1	0.308153	0.28061	0.460639	0.455032	1.0	0.207263	0.409921	0.368936	0.332994	0.450104	0.812496	0.895379	0.280499	0.213714	0.506753	0.809108	0.051911	0.0	0.496667	0.42621
CLCF1	0.24141	1.0	0.126371	0.196789	0.448492	0.19239	0.172023	0.16639	0.352806	0.183903	0.18653	0.206532	0.519029	0.230169	0.187159	0.360528	0.379452	0.340842	0.238164	0.0
CLEC4E	0.325125	0.141342	0.037124	0.050591	0.0	0.022825	0.026895	0.062335	0.100778	0.030925	0.031164	0.167008	0.176294	0.033586	0.027702	0.075573	0.035582	1.0	0.045486	0.045949
CLEC5A	0.482598	0.074893	0.056594	0.030431	0.00333	0.017153	0.041625	0.050967	0.022078	0.0	0.020194	1.0	0.549759	0.165791	0.012334	0.285569	0.018473	0.255885	0.038828	0.098249
CLIC2	0.129338	0.183413	0.045708	0.053507	0.036144	0.016683	0.016934	0.075158	0.017743	0.054156	0.283146	0.287392	0.335633	0.596696	0.005848	1.0	0.0	0.096563	0.217331	0.183789
CNNM1	0.03852	0.025657	0.071756	0.100409	0.057063	0.074519	0.0	0.075452	0.150789	0.046508	0.003824	0.023964	0.138507	0.155175	0.026255	0.012755	0.047335	0.16369	0.079767	1.0
CNOT1	0.372763	0.073417	0.364006	0.059963	0.833803	0.303342	0.360682	0.277788	0.321102	0.559132	0.210185	0.204168	0.064624	0.129403	0.845212	0.160199	1.0	0.173676	0.788521	0.0
COL4A3	0.082826	0.041947	0.210585	0.25745	0.313743	0.135965	0.024757	0.073612	0.022839	0.049311	0.0	0.282741	0.051665	0.047182	1.0	0.11199	0.319671	0.250329	0.219509	0.504866
CP	0.056447	0.030213	0.064146	0.155339	0.06712	0.034157	0.0	0.022406	0.157253	0.059866	0.069068	0.120873	0.222068	0.056258	0.147667	0.064058	0.102629	0.116144	0.159476	1.0
CRISPLD2	0.919422	0.219643	0.105564	0.078216	0.041239	0.024796	0.084436	1.0	0.114829	0.009242	0.054509	0.2015	0.360717	0.053983	0.058632	0.051292	0.033512	0.68822	0.102703	0.0
CRLF2	0.185032	0.096575	0.077914	0.090473	0.0	0.075367	0.21146	0.534973	0.14894	0.035108	0.104376	0.300425	0.07173	0.0462	0.02644	1.0	0.054028	0.200816	0.197561	0.219973
CSTA	1.0	0.690831	0.025251	0.038298	0.081796	0.016334	0.032265	0.004943	0.124834	0.002682	0.340075	0.034488	0.146344	0.12552	0.0	0.268451	0.003397	0.497672	0.023094	0.000148
CTLA4	0.050403	0.059318	1.0	0.067523	0.029332	0.237894	0.021597	0.001054	0.0	0.226207	0.021467	0.093095	0.040006	0.045474	0.042807	0.132142	0.026157	0.066486	0.060143	0.0269
CXCL10	0.082263	0.111558	0.022445	0.040614	0.0	0.013814	0.01813	0.018727	0.011673	0.026909	0.029852	0.018899	1.0	0.014986	0.009415	0.082811	0.011002	0.034876	0.023548	0.089523
CXCL9	0.048197	0.048277	0.02157	0.054262	0.009745	0.022418	0.007514	0.0	0.021039	0.02786	0.03448	0.020617	1.0	0.032865	0.020248	0.04075	0.024779	0.041852	0.040475	0.059911
CYCS	0.069424	0.047641	0.094522	0.042818	0.397956	0.214139	0.664971	0.041145	0.043648	0.294401	0.190701	0.016589	0.028748	0.04871	0.192338	0.077197	0.196899	0.0	1.0	0.03341
CYP2B6	0.050577	0.047931	0.071977	0.17749	0.071224	0.074659	0.044284	0.040294	0.285795	0.091323	0.0	0.039656	0.027429	0.025362	0.149971	0.089758	0.181683	0.172111	0.064075	1.0
CYP4F3	0.029544	0.013858	0.015956	0.014075	0.009289	0.005398	0.015426	0.027804	0.047644	0.027011	0.0	0.048598	0.010922	0.000964	0.004724	0.01243	0.006935	1.0	0.013755	0.056988
CYSLTR1	0.328617	0.958155	0.505634	0.412932	0.328839	0.092102	0.0	0.480026	0.921362	0.105486	0.343259	0.230698	0.372018	0.415303	0.588577	0.328412	0.513309	1.0	0.051497	0.412576
DEFB1	0.498562	0.247124	0.205901	0.332338	0.0	0.253923	0.242366	0.163437	0.181467	0.160559	0.228666	0.251177	1.0	0.19939	0.161027	0.308856	0.183654	0.42525	0.240259	0.401835
DENND3	0.34398	0.869215	0.12784	0.308627	0.374058	0.113471	0.008556	1.0	0.558415	0.242909	0.187012	0.27488	0.26716	0.154327	0.29913	0.322149	0.482506	0.979124	0.39284	0.0
DPYD	1.0	0.580609	0.429397	0.369685	0.650765	0.254639	0.080541	0.570626	0.115434	0.320664	0.158993	0.299492	0.815621	0.972404	0.098951	0.296442	0.189537	0.444774	0.070094	0.0
DUSP4	0.046892	0.003135	0.233627	0.130912	0.100806	0.180328	0.88173	0.0	0.033066	1.0	0.026261	0.094419	0.020955	0.022236	0.176794	0.171418	0.050783	0.029428	0.110146	0.065682
DYSF	0.507461	0.252058	0.040681	0.129545	0.03137	0.045239	0.045147	0.036044	0.025395	0.043806	0.102777	0.097828	0.177633	0.126737	0.0	0.051273	0.002933	1.0	0.047527	0.033026
EDN1	0.03504	0.055733	0.015108	0.01864	0.000957	0.003731	0.029594	0.029281	0.014401	0.0	0.019392	0.053463	1.0	0.111404	0.001962	0.021864	0.004234	0.232636	0.032558	0.145922
EIF1	0.206652	0.613506	0.372523	0.091205	0.667554	0.449026	0.066296	1.0	0.169547	0.177732	0.25594	0.261746	0.499874	0.50975	0.27642	0.449669	0.318022	0.125316	0.327576	0.0
ELSPBP1	0.29291	0.272827	0.226995	0.193768	0.107442	0.161783	1.0	0.0	0.244234	0.283277	0.154197	0.577493	0.068951	0.014074	0.175323	0.088647	0.233358	0.346509	0.447097	0.537276
EMILIN2	0.16447	0.462927	0.056585	0.028281	0.043541	0.030902	0.0	1.0	0.015251	7.2e-05	0.057811	0.449777	0.745046	0.797179	0.011904	0.486312	0.010212	0.06841	0.003797	0.161361
ESPL1	0.15078	0.090332	0.136471	0.114891	0.0	0.132337	0.475347	0.11412	0.03796	1.0	0.667634	0.284233	0.277688	0.261878	0.182086	0.130048	0.143073	0.21258	0.21609	0.526349
EVL	0.080362	0.645304	0.533068	0.365393	0.331558	0.523535	0.056015	0.469366	0.155235	0.346301	0.097935	0.190754	0.341565	0.906387	0.157424	0.277851	0.326044	0.039522	0.0	0.042512
FARS2	0.349185	1.0	0.697599	0.61986	0.26874	0.541717	0.222724	0.476977	0.0	0.298712	0.899362	0.572801	0.733362	0.605859	0.52619	0.691417	0.649031	0.17175	0.348187	0.520219
FBLN1	0.079856	0.106658	0.063978	0.02623	0.06285	0.04106	0.098762	0.00199	0.004041	0.028882	0.078859	0.104114	0.005352	0.0	0.090747	0.148887	0.054655	0.161294	0.224593	1.0
FCHO1	0.194629	0.707428	0.44403	0.219476	0.090894	0.29375	0.14645	0.216841	0.032899	0.186024	0.185395	0.178439	0.274079	0.419084	0.300454	0.121579	0.454852	0.53248	0.0	0.229767
FCN1	0.611221	1.0	0.028284	0.014126	0.024583	0.006133	0.002129	0.014631	0.003543	0.000354	0.022522	0.053137	0.146147	0.101487	0.000785	0.053765	0.001434	0.089567	0.006814	0.0
FGFR3	0.030487	0.0	0.069228	0.072535	0.206954	0.070659	0.104312	0.11905	0.343638	0.026231	0.07094	0.111079	0.134637	0.130806	0.022553	0.157865	0.01889	0.110214	0.077655	1.0
FGR	0.754529	1.0	0.038867	0.192133	0.263171	0.054855	0.022219	0.077837	0.359178	0.037896	0.050299	0.085444	0.183225	0.177208	0.071475	0.188497	0.071602	0.475245	0.0	0.011128
FKBP11	0.018617	0.027663	0.082474	0.146527	0.183488	0.134995	0.009325	0.048828	0.0	0.231054	0.078445	0.005649	0.020196	0.015483	0.050553	0.036446	0.019356	0.027444	1.0	0.022016
FLT4	0.482901	0.38265	0.820882	0.682928	0.870708	0.924991	0.233191	0.103879	0.391378	0.589043	0.403978	0.752672	0.0	0.070268	0.635018	0.381345	0.798903	0.661896	0.184009	1.0
FMO5	1.0	0.748223	0.262149	0.615538	0.17878	0.095009	0.644807	0.993316	0.351434	0.025485	0.266361	0.287075	0.445303	0.407906	0.212673	0.183752	0.40016	0.416095	0.0	0.317105
FST	0.136483	0.0	0.130458	0.10801	0.106111	0.118548	1.0	0.037561	0.219635	0.085206	0.110007	0.092851	0.385	0.3306	0.084187	0.106208	0.073283	0.137642	0.206448	0.5953
FSTL1	0.244667	0.0	0.19174	0.115824	0.145394	0.18931	0.424275	0.059743	0.33075	0.235271	1.0	0.17832	0.207167	0.144389	0.163918	0.371482	0.200504	0.434327	0.463825	0.347923
FUT3	0.063852	0.049702	0.042088	0.053944	0.040618	0.035278	0.021589	0.0	0.039347	0.037884	0.032223	0.133275	0.018608	0.028788	0.051171	0.032337	0.069647	0.097538	0.123353	1.0
FXYD6	1.0	0.427778	0.181371	0.146937	0.300531	0.101304	0.073232	0.0	0.035994	0.027628	0.609647	0.757735	0.82094	0.351646	0.070359	0.229928	0.1147	0.177688	0.179222	0.644354
GAS7	1.0	0.609788	0.043459	0.279712	0.456632	0.055975	0.258867	0.0	0.122781	0.110416	0.102045	0.438672	0.196085	0.319107	0.089592	0.325183	0.139989	0.739625	0.057909	0.143056
GATA2	0.02839	0.012955	0.014216	0.013064	0.012345	0.01661	0.08125	1.0	0.041441	0.020314	0.122247	0.033288	0.002094	0.0	0.016104	0.00614	0.017083	0.035566	0.034234	0.016742
GBP1	0.154975	0.141866	0.134254	0.132426	0.141019	0.176313	0.046532	0.024815	0.028825	0.139824	0.04473	0.018328	1.0	0.065858	0.050349	0.141938	0.044229	0.213343	0.01132	0.0
GCH1	0.315514	0.344385	0.141446	0.246751	0.878176	0.221468	0.066712	0.06401	0.064555	1.0	0.256211	0.000144	0.147846	0.0	0.248025	0.067426	0.226648	0.157515	0.025181	0.025132
GFOD1	0.245319	0.835413	0.105442	1.0	0.33888	0.204371	0.484637	0.189228	0.839493	0.313912	0.450668	0.565007	0.364848	0.594708	0.355635	0.247669	0.252505	0.494576	0.410799	0.079714
GIMAP4	0.96618	0.988619	0.6511	0.819476	0.617077	0.600953	0.0	0.023376	0.021343	0.23021	0.089886	0.687881	0.729207	0.293106	0.007002	0.106455	0.005517	0.477512	0.00154	0.010272
GJB1	0.104056	0.092381	0.059495	0.053604	0.05447	0.085821	0.069138	0.038625	0.073936	0.067236	0.119844	0.100951	0.06681	0.074894	0.077601	0.064026	0.059951	0.1522	0.112741	1.0
GLRA1	0.354178	0.716514	0.498088	0.672401	0.136225	0.283355	0.656019	0.328108	0.848718	0.35175	0.042579	1.0	0.0	0.014021	0.265375	0.323089	0.238385	0.938666	0.314247	0.644549
GLRX2	0.291256	0.294887	0.110137	0.185767	0.080744	0.131746	0.491877	0.105453	0.136066	1.0	0.510966	0.119133	0.232609	0.219549	0.174307	0.265785	0.0	0.24491	0.349897	0.025508
GP5	0.033187	0.034644	0.102356	0.070559	0.088506	0.075923	0.060793	0.06243	0.101644	0.009806	0.034711	0.096087	0.037165	0.025686	0.011398	0.048961	0.015654	0.074394	0.0	1.0
GPNMB	0.007733	0.004154	0.002113	0.003455	0.0	0.001019	0.022316	0.001575	0.012181	0.002016	0.005872	1.0	0.545687	0.59369	0.002857	0.030365	0.001615	0.003638	0.01471	0.025735
HAGH	0.192667	1.0	0.348273	0.147576	0.217353	0.223905	0.031919	0.479713	0.045981	0.260994	0.44838	0.684513	0.583672	0.576766	0.13046	0.5045	0.0	0.022483	0.20549	0.530198
HAVCR1	0.101344	0.091996	0.294419	0.666811	0.68989	0.186831	0.140389	0.117151	0.165403	0.272066	0.0	0.305016	0.014395	0.002709	0.10741	0.146204	0.172434	0.249884	0.113288	1.0
HBD	0.008082	0.026195	0.013186	0.014206	0.008338	0.011228	0.064032	0.052404	0.01122	0.002931	1.0	0.010802	0.000206	0.0	0.004496	0.006579	0.006025	0.038713	0.073812	0.009739
HCK	0.722646	1.0	0.036025	0.042998	0.029296	0.002128	0.021821	0.025863	0.309637	0.0	0.070923	0.112007	0.525847	0.397466	0.059202	0.354981	0.017783	0.505054	0.006144	0.018115
HDC	0.006158	0.002431	0.004082	0.004765	0.00154	0.003994	0.138927	1.0	0.01094	0.004069	0.02805	0.019706	0.0	0.000582	0.001984	0.002289	0.003732	0.010308	0.006734	0.00576
HGD	0.053579	0.064464	0.043061	0.042924	0.00854	0.042034	0.084056	0.123668	0.039901	0.011757	0.026914	0.077374	0.035869	0.039538	0.019783	0.071354	0.009872	0.083595	0.0	1.0
HIST1H2BC	0.033036	0.203653	0.071013	0.043656	0.187231	0.03785	0.031278	0.162751	0.143572	0.023064	0.028797	0.068056	0.082686	0.0	0.122513	0.07153	0.466897	1.0	0.237351	0.085464
HOMER2	0.04014	0.005954	0.074506	0.43891	0.110805	0.02638	0.290622	0.095732	0.160527	0.02006	0.070753	0.116436	0.0	0.996034	0.056875	1.0	0.085439	0.089554	0.371677	0.331883
HOXA2	0.035364	0.101746	0.065484	0.095007	0.187958	0.033719	0.030199	0.173213	0.135666	0.040401	0.039198	0.087358	0.063359	0.074684	0.028211	0.080894	0.050618	0.116702	0.0	1.0
HPSE	0.826844	0.499784	0.166722	0.095355	0.029207	0.053042	0.057986	0.017626	0.0	0.124358	0.093283	0.140761	0.19729	0.089878	0.020874	0.054311	0.018659	1.0	0.004651	0.037961
HTRA1	0.217752	0.011122	0.06098	0.068882	0.038938	0.035313	0.118604	0.0	0.010008	0.031143	0.107535	1.0	0.168388	0.147291	0.005238	0.055498	0.021963	0.09772	0.133381	0.131978
ICOS	0.033212	0.049222	1.0	0.094223	0.032394	0.473557	0.016998	0.076963	0.017929	0.756868	0.020484	0.059162	0.05865	0.040349	0.017466	0.059156	0.006769	0.040861	0.0	0.110635
