Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
FCGR2B	0.772126	0.926047	0.336836	0.449828	0.322597	0.43697
FCGR3B	0.13326	0.14602	0.06145	0.081961	0.088726	0.106411
FCN1	0.373218	0.459175	0.31556	0.384008	0.321552	0.343912
FCRL1	0.045317	0.051416	0.033187	0.039978	0.041829	0.047103
FCRLA	0.037384	0.03507	0.027147	0.035651	0.027328	0.030395
FFAR2	0.112246	0.109614	0.080695	0.066661	0.078165	0.082688
FGFBP2	0.007728	0.007977	0.007131	0.009362	0.006816	0.006996
FKBP1B	0.0656	0.066492	0.076183	0.073059	0.057822	0.075928
FLT3	0.008439	0.007544	0.002655	0.003616	0.003542	0.005332
FMNL2	0.872095	0.763043	0.416839	0.423669	0.36128	0.391085
FPR2	0.054231	0.065787	0.047155	0.0649	0.058163	0.072851
FPR3	0.998857	1.0	0.447506	0.513719	0.201559	0.340644
FZD2	0.03015	0.053129	0.068982	0.074316	0.048566	0.056323
G0S2	0.056177	0.074792	0.093194	0.122343	0.207615	0.244595
GATA3	0.003954	0.004272	0.002854	0.00351	0.006522	0.004454
GEM	0.394383	0.348904	0.634926	0.752785	0.669062	0.768954
GIMAP1	0.018959	0.016504	0.007929	0.010707	0.003865	0.007787
GIMAP4	0.172033	0.179698	0.093437	0.124874	0.04302	0.070197
GIMAP5	0.105109	0.137543	0.118805	0.130307	0.072802	0.069614
GIMAP6	0.13804	0.161612	0.086369	0.110171	0.059129	0.067673
GIMAP7	0.05051	0.060328	0.047869	0.060283	0.036497	0.047909
GIMAP8	0.063169	0.060112	0.04207	0.051562	0.035815	0.041608
GK	0.386894	0.426112	0.269211	0.27502	0.457376	0.487473
GNAL	0.248287	0.232777	0.234502	0.276672	0.245095	0.257341
GNLY	0.030758	0.050936	0.055717	0.051385	0.048387	0.053372
GPM6B	0.060165	0.056912	0.053261	0.066756	0.058334	0.068063
GPR171	0.268912	0.271024	0.230051	0.275389	0.292436	0.411013
GPR18	0.042552	0.04222	0.031967	0.03674	0.03504	0.030317
GPRASP1	0.076172	0.077656	0.054531	0.063598	0.073757	0.07513
GRIP1	0.403396	0.35304	0.480217	0.548437	0.512352	0.435353
GZMA	0.108296	0.118182	0.067992	0.098936	0.063354	0.082265
GZMB	0.053286	0.075018	0.040038	0.04796	0.057902	0.077286
GZMH	0.011887	0.012731	0.007345	0.009816	0.008144	0.008184
GZMK	0.118473	0.136694	0.088377	0.140124	0.107894	0.137059
GZMM	0.0	0.007121	0.013537	0.015984	0.01583	0.015094
HBEGF	0.053074	0.053818	0.025473	0.035179	0.024182	0.031275
HK3	0.435578	0.711313	0.519532	0.345084	0.163021	0.23791
HLA-DOB	0.006516	0.006056	0.003192	0.000315	0.004091	0.0
HLA-DPB2	0.053941	0.051171	0.025804	0.042642	0.043189	0.041801
HLA-DQA1	0.791634	0.871917	0.400149	0.51003	0.561903	0.643336
HLA-DQB1	0.240169	0.28049	0.166771	0.192973	0.187682	0.214002
HLA-DQB2	0.004312	0.00395	0.005176	0.003875	0.00125	0.0
HMOX1	0.717721	1.0	0.726857	0.7836	0.453297	0.653202
HNMT	1.0	0.953778	0.490155	0.509448	0.244762	0.430382
HOPX	0.026038	0.027804	0.017771	0.019317	0.019719	0.020465
HOXA9	0.472158	0.44126	0.633312	0.806842	0.452877	0.526499
HS3ST3B1	0.035487	0.033479	0.028412	0.03252	0.032602	0.032383
ICOS	0.179666	0.178743	0.113051	0.144657	0.15423	0.179535
IDO1	0.019512	0.016158	0.015354	0.022846	0.014729	0.023903
IDO2	0.044617	0.039436	0.035382	0.039244	0.039196	0.034551
IFNG	0.141157	0.127854	0.058834	0.080962	0.101616	0.110467
IGFBP3	0.294077	0.311897	0.803626	0.914858	1.0	0.987416
IGHM	0.0	0.003616	0.005075	0.001724	0.002686	0.003606
IGKC	0.796721	1.0	0.555051	0.681906	0.637234	0.676055
IGKV4-1	0.020196	0.038538	0.008527	0.014754	0.009073	0.011861
IGLJ3	0.000364	0.001432	0.0	0.062929	0.03497	0.017058
IGLV4-60	0.001884	0.00029	0.00058	0.08	0.0	0.003768
IKZF3	0.278763	0.313149	0.260381	0.296713	0.302552	0.27487
IL18	1.0	0.967091	0.446927	0.515912	0.336808	0.533706
IL1R2	0.028391	0.034683	0.036504	0.038788	0.107658	0.103416
IL22RA2	0.032846	0.038577	0.022105	0.036231	0.018213	0.037839
IL2RB	0.006356	0.009236	0.009576	0.011121	0.017176	0.007682
IL32	0.099283	0.151118	0.23659	0.280764	0.442826	0.357621
IL3RA	0.007998	0.010463	0.00231	0.005928	0.007631	0.012503
IL7R	0.083712	0.086944	0.101468	0.102324	0.157901	0.144881
INSR	0.033921	0.029185	0.027253	0.034571	0.03636	0.028843
ITGA6	0.5211	0.451666	0.476792	0.446792	0.535974	0.46127
ITK	0.044061	0.043683	0.031235	0.039217	0.072647	0.060385
ITM2A	0.090175	0.101563	0.078583	0.091534	0.103094	0.11112
ITM2C	0.060267	0.120846	0.179921	0.188346	0.165422	0.168998
ITPRIPL2	0.13429	0.114696	0.124119	0.146521	0.122587	0.1283
KANK1	0.212842	0.185531	0.200027	0.232205	0.200552	0.201736
KCND3	0.087037	0.087576	0.053956	0.077878	0.095335	0.098145
KCNJ15	0.029698	0.027193	0.023185	0.037972	0.04573	0.041889
KCNJ2	0.018551	0.017193	0.013962	0.015658	0.018344	0.017646
KCNK17	0.011268	0.012488	0.0	0.009366	0.007012	0.012184
KCTD12	0.623118	0.555137	0.264272	0.289633	0.276533	0.234975
KIAA1324	0.014622	0.013097	0.010528	0.013909	0.014617	0.013838
KIF16B	0.37184	0.334866	0.257096	0.257869	0.220166	0.282128
KIF21A	0.816206	0.754396	0.834788	0.770648	0.870334	0.940178
KIT	0.024201	0.020525	0.005616	0.016481	0.018618	0.020831
KLF4	0.389296	0.359283	0.296783	0.335504	0.33983	0.338095
KLRB1	0.049177	0.053853	0.024394	0.040213	0.036703	0.048222
KLRC3	0.057645	0.047078	0.036729	0.045999	0.042851	0.047515
KLRC4	0.215546	0.250271	0.180821	0.210085	0.203032	0.170497
KLRD1	0.069545	0.073559	0.048847	0.077984	0.051881	0.064099
KLRF1	0.026128	0.025679	0.015544	0.020455	0.015888	0.020743
KLRG1	0.057091	0.048083	0.019196	0.034851	0.033595	0.03746
KLRK1	0.067377	0.074485	0.037308	0.056171	0.039017	0.057974
KRT23	0.116839	0.102177	0.203698	0.279626	0.273766	0.306431
KRT5	0.377065	0.395006	0.619588	0.723394	0.689043	0.55479
LAMP3	0.018355	0.015322	0.01483	0.016341	0.019066	0.017218
LBH	0.148351	0.177376	0.196137	0.268611	0.208952	0.190325
LCK	0.027068	0.032596	0.02713	0.036608	0.039648	0.042066
LDLRAP1	0.039981	0.045125	0.035896	0.036	0.035741	0.044818
LGALS2	0.005543	0.006931	0.006147	0.005505	0.00675	0.005982
LGMN	0.993653	1.0	0.602074	0.610614	0.509278	0.599572
LILRA4	0.003477	0.004678	0.002252	0.001795	0.002023	0.003246
LPAR6	0.677288	0.609584	0.309699	0.362227	0.156411	0.218486
LRRN3	0.015526	0.009235	0.012524	0.008526	0.012524	0.013078
LTF	0.023103	0.027723	0.017199	0.039532	0.034141	0.05519
LY86	0.207244	0.217029	0.049263	0.07459	0.022498	0.044064
LYRM2	0.679965	0.64028	0.388713	0.483539	0.318564	0.406029
MAFB	0.169444	0.174768	0.17262	0.184956	0.161235	0.096283
MAFF	0.036741	0.0383	0.043651	0.054841	0.063085	0.067175
MAK	0.081219	0.071605	0.073151	0.081343	0.083546	0.083445
MAL	0.070923	0.083109	0.05056	0.068313	0.069362	0.077074
MANSC1	0.059173	0.053367	0.054633	0.060885	0.058801	0.052921
METTL8	0.38099	0.339884	0.242277	0.302001	0.270971	0.264503
MFHAS1	0.488833	0.48804	0.512767	0.605989	0.548161	0.57965
MGAM	0.02345	0.026394	0.019472	0.020998	0.033933	0.026917
MGST1	0.354039	0.279658	0.238614	0.362586	0.32671	0.333754
MME	0.018822	0.014541	0.017282	0.016034	0.021412	0.02785
MMP12	0.099889	0.096019	0.112422	0.117213	0.115186	0.132049
MPHOSPH6	1.0	0.928093	0.568148	0.771218	0.53503	0.608142
MS4A1	0.003399	0.002951	0.002126	0.00278	0.002988	0.00323
MS4A6A	1.0	0.928449	0.374849	0.395558	0.259548	0.358008
MS4A7	0.954217	1.0	0.457369	0.47906	0.2264	0.34106
MXD1	0.116963	0.112395	0.051569	0.049862	0.096964	0.103421
MYBL1	0.046598	0.045924	0.036706	0.040556	0.054927	0.051266
MYC	0.329988	0.341046	0.578755	0.641923	0.548697	0.487526
MYOF	0.815428	0.846813	0.680331	0.6824	0.813628	0.589224
NAP1L5	0.11659	0.11269	0.095866	0.103019	0.095615	0.106625
NAPSB	0.045515	0.064266	0.035078	0.045421	0.047964	0.049352
NAV1	0.037333	0.035028	0.044932	0.041257	0.088352	0.043927
NCAM1	0.074182	0.070994	0.075581	0.070168	0.082554	0.070813
NELL2	0.029887	0.023779	0.025087	0.032671	0.038613	0.048866
NFE2	0.019031	0.018773	0.013532	0.018343	0.017287	0.017951
NKG7	0.047132	0.083065	0.075384	0.090051	0.049978	0.06748
NLRC3	0.048027	0.051754	0.040154	0.044449	0.047607	0.047634
NLRC4	0.286923	0.284655	0.175358	0.198497	0.138421	0.157142
NLRP7	0.03464	0.01887	0.033518	0.041937	0.037393	0.013872
NOG	0.0	0.040332	0.048425	0.044336	0.054179	0.068592
NPC1	0.305944	0.334869	0.262768	0.205114	0.321032	0.220523
NRP1	0.927106	1.0	0.464944	0.398583	0.235119	0.319344
NT5E	0.245157	0.209998	0.1978	0.1986	0.25574	0.280176
OASL	0.107534	0.111685	0.077632	0.098307	0.069432	0.10789
OCIAD2	0.42104	0.414709	0.745936	0.76801	0.724341	0.833262
ODF2L	0.881244	0.760042	0.775063	0.779838	0.971951	1.0
OLFM4	0.626136	0.546177	0.546556	0.541257	0.584557	0.811885
OLIG1	0.045934	0.051987	0.060498	0.045192	0.048881	0.068085
OXNAD1	0.072974	0.074672	0.051441	0.066429	0.073013	0.082604
P2RX5	0.004388	0.006389	0.0	0.00491	0.001993	0.003934
P2RY10	0.067999	0.064105	0.054493	0.067323	0.08229	0.1045
PACSIN1	0.017413	0.016919	0.016391	0.023562	0.021032	0.020055
PADI4	0.150011	0.161903	0.106411	0.118489	0.149097	0.136901
PAPD5	0.005899	0.000569	0.001954	4.7e-05	0.001123	0.0
PDGFC	0.635805	0.485725	0.553892	0.652888	0.656283	0.636789
PDK4	0.203803	0.178096	0.232428	0.231398	0.134524	0.153049
PDLIM1	0.124412	0.101932	0.234508	0.258399	0.306201	0.258399
PFKFB2	0.174139	0.151752	0.201949	0.17309	0.181811	0.187736
PFN2	0.687422	0.587191	0.862072	0.977235	1.0	0.967511
PGAP1	0.162548	0.169975	0.134773	0.122585	0.161824	0.141535
PHLDA2	0.033433	0.032442	0.031014	0.031757	0.01944	0.018643
PI3	0.023134	0.02567	0.020861	0.025449	0.030589	0.033401
PIK3IP1	0.053761	0.086022	0.067257	0.080271	0.180579	0.161643
PKHD1L1	0.744557	0.58265	0.66654	0.681919	0.723165	0.685415
PKIB	0.963138	1.0	0.382938	0.359066	0.307174	0.417857
PKP2	0.893318	0.774024	0.956695	0.972673	1.0	0.934245
PLA2G7	1.0	0.955523	0.489305	0.5833	0.38207	0.535939
PLCB1	0.188499	0.166462	0.129257	0.158985	0.154081	0.148753
PLS3	0.600282	0.542752	0.934665	0.763418	0.756311	1.0
PNOC	0.018033	0.022466	0.015007	0.025518	0.027111	0.029168
PON2	0.452155	0.431971	0.432633	0.433926	0.470315	0.535688
POU2AF1	0.025883	0.025467	0.023307	0.020875	0.023598	0.023349
PPBP	0.009026	0.020124	0.008089	0.017707	0.019888	0.018822
PPM1J	0.027502	0.038732	0.040252	0.041187	0.043535	0.039017
PROK2	0.022364	0.021691	0.01674	0.018093	0.017973	0.019985
PRSS23	0.195164	0.198346	0.196828	0.298442	0.335318	0.40867
PTGDS	0.0	0.001643	0.005807	0.004951	0.011172	0.010577
PTGS1	0.237889	0.245506	0.416558	0.468615	0.346282	0.295664
PTGS2	0.022755	0.019358	0.02045	0.023591	0.020927	0.023892
PVRIG	0.043166	0.035872	0.036257	0.021671	0.032482	0.03434
PYHIN1	0.151933	0.145334	0.11571	0.135989	0.138381	0.131172
RAB30	0.251716	0.215482	0.248447	0.243206	0.274879	0.285205
RAB7B	0.073912	0.082325	0.08808	0.084146	0.096328	0.107575
RARRES3	0.097498	0.15962	0.07463	0.128837	0.10874	0.130373
RASD1	0.0	0.00194	0.001527	0.005221	0.002064	0.002384
RASGRP1	0.058723	0.065459	0.040701	0.050717	0.071848	0.071131
RASGRP3	1.0	0.932467	0.623057	0.672224	0.721955	0.700167
RASSF4	0.294282	0.422729	0.154209	0.170776	0.09962	0.134467
RBMS3	0.394959	0.37513	0.421053	0.292124	0.3946	0.436788
RBP7	0.336177	0.322014	0.205186	0.251738	0.1317	0.199321
RGS7	0.140795	0.12275	0.084686	0.078711	0.104751	0.085394
RHOH	0.072224	0.120927	0.03938	0.055417	0.110323	0.094032
RIN2	0.907088	1.0	0.750611	0.856121	0.666027	0.678533
RNASE2	1.0	0.942327	0.236656	0.321597	0.137276	0.259
RNF165	0.197366	0.186184	0.196807	0.209311	0.229733	0.201308
ROBO1	0.233802	0.233143	0.233143	0.282667	0.30358	0.212571
RORA	0.059136	0.060096	0.044006	0.049165	0.07958	0.059829
RPL36	0.306392	0.538943	0.741193	0.865293	0.775427	0.802732
RRAS2	0.617907	0.455171	0.850202	0.974257	0.886999	1.0
RTN1	0.0731	0.075847	0.042865	0.052921	0.043478	0.054031
S100A12	0.099748	0.091516	0.024583	0.046751	0.047794	0.076927
S100A8	0.683887	0.683887	0.392797	0.416135	0.456014	0.505111
S100A9	0.716261	0.769563	0.563521	0.621437	0.650521	0.709535
S100B	0.391595	0.396069	0.215545	0.261862	0.251941	0.353141
S100P	0.03791	0.046009	0.023379	0.035836	0.04238	0.070615
S1PR1	0.500877	0.538551	0.46933	0.562031	0.347373	0.439043
S1PR5	0.0	0.001563	0.004112	0.004325	0.001974	0.00352
SCML1	0.085878	0.090662	0.054412	0.05008	0.060055	0.064081
SCML4	0.057864	0.061641	0.04529	0.050933	0.054334	0.055708
SCN3A	0.122562	0.106646	0.095827	0.100466	0.083581	0.086038
SCN9A	0.209756	0.219817	0.171785	0.178659	0.180183	0.172866
SERPINF1	0.093098	0.141161	0.072671	0.092408	0.098437	0.105357
SH2D1A	0.020727	0.027901	0.017168	0.022514	0.021017	0.022219
SIRPG	0.069032	0.088503	0.052659	0.074895	0.094698	0.081717
SIRT2	0.305271	0.454327	0.351602	0.389105	0.365353	0.350279
SKAP1	0.083634	0.097969	0.048539	0.075658	0.106557	0.083094
SKI	0.060717	0.081584	0.089926	0.078594	0.134077	0.07874
SLAMF1	0.369812	0.318866	0.235138	0.289356	0.395301	0.33093
SLAMF6	0.060394	0.052332	0.029649	0.03977	0.030197	0.02917
SLAMF8	0.085473	0.104249	0.071938	0.068093	0.070604	0.076708
SLC22A4	0.074025	0.080878	0.053828	0.051138	0.060125	0.062824
SLC41A2	0.66109	0.534056	0.538505	0.693704	0.782149	0.838561
SLC46A2	0.095752	0.098964	0.070872	0.089715	0.061033	0.070246
SLC7A7	0.250929	0.256345	0.100338	0.105709	0.054944	0.073484
SLFN13	0.570014	0.552429	0.48458	0.46265	0.575945	0.547032
SLFN5	1.0	0.961845	0.649934	0.865252	0.784342	0.749413
SMPD3	0.10221	0.12824	0.115768	0.112981	0.116078	0.108044
SMPDL3A	1.0	0.931595	0.31945	0.321923	0.155741	0.282083
SNX8	0.390774	0.743553	0.793089	0.908771	0.641958	0.715847
SPATS2L	0.128344	0.151308	0.081971	0.098989	0.117531	0.115946
SPIB	0.040864	0.045534	0.040669	0.040718	0.044221	0.045712
SPOCK2	0.017055	0.035356	0.036601	0.054851	0.12041	0.115682
SPON2	0.0	0.00033	0.001053	0.002716	0.000947	0.001342
SRPX	0.051935	0.059393	0.042836	0.043422	0.045249	0.05546
SSPN	0.549531	0.48816	0.583485	0.734973	0.716344	0.639344
ST7	0.381913	0.317016	0.300433	0.30817	0.366673	0.399886
ST8SIA1	0.620341	0.66212	0.444096	0.506403	0.653083	0.556949
STAB1	0.775893	1.0	0.516762	0.37582	0.292679	0.380503
STAP1	0.047985	0.04269	0.035246	0.033699	0.030568	0.035886
STAT4	0.081661	0.085387	0.052559	0.065087	0.103221	0.106105
STEAP4	0.108676	0.106397	0.067627	0.074346	0.111515	0.10383
STMN3	0.0	0.008502	0.005622	0.010036	0.014187	0.016903
SWAP70	0.2877	0.300407	0.266494	0.245361	0.193136	0.20066
SYTL2	0.531632	0.465003	0.911023	1.0	0.929508	0.90383
TACSTD2	0.562549	0.503493	0.78964	0.947764	1.0	0.916702
