Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
CD2	0.006787	0.133811	0.030234	0.019031	1.0	0.607538	0.190579	0.019144	0.0131
CD200	0.005082	0.007193	0.009319	0.003127	0.005948	0.009777	0.0	0.006855	0.744246
CD207	0.018765	1.0	0.625732	0.006244	0.011945	0.019313	0.0	0.012385	0.027449
CD247	0.001413	0.0	0.000304	0.01691	0.338475	0.095213	1.0	0.011847	0.001939
CD27	0.005371	0.004166	0.001399	0.0	1.0	0.20585	0.004944	0.012997	0.097599
CD300LF	1.0	0.720904	0.232697	0.13936	0.00676	0.008948	0.003408	0.938929	0.016142
CD33	0.821425	1.0	0.357303	0.03384	0.023536	0.029739	0.030425	0.108715	0.035572
CD36	1.0	0.259196	0.086762	0.628553	0.001396	0.0	0.008106	0.018845	0.004302
CD3D	0.007287	0.002198	0.00147	0.0	0.732311	1.0	0.024329	0.025866	0.037108
CD3E	0.010087	0.0	0.000687	0.003285	0.687979	0.139887	0.020871	0.025376	0.012519
CD3G	0.010425	0.000624	0.0	0.000567	0.74112	1.0	0.05594	0.031249	0.037955
CD79A	0.005697	0.012812	0.009016	0.012256	0.002581	0.009301	0.0	0.007525	0.38718
CD79B	0.004903	0.016723	0.00317	0.00381	0.012978	0.00482	0.009601	0.0	0.307822
CD8A	0.005188	0.001277	0.002255	0.0	0.003541	1.0	0.153426	0.018768	0.010156
CD8B	0.033509	0.007448	0.007543	0.005829	0.017911	1.0	0.019824	0.073878	0.085131
CD96	0.001221	0.000146	0.0	0.0	0.080003	0.09445	0.078134	0.002391	0.014723
CDA	0.53302	0.001637	0.004734	0.005746	0.004966	0.004853	0.0	1.0	0.010926
CDK14	0.066285	0.074008	0.078037	0.030893	0.0	0.021945	0.002955	0.457909	0.64673
CEACAM8	0.015335	0.002844	0.006906	0.0	0.539614	1.0	0.009749	0.436935	0.007718
CENPK	0.001143	0.031175	0.025392	0.064558	1.0	0.304245	0.18705	0.0	0.049049
CEP78	0.006646	0.048483	0.068371	0.103906	0.056118	0.115163	1.0	0.0	0.0031
CFP	0.933475	1.0	0.342787	0.030659	0.029676	0.005632	0.011281	0.556113	0.003842
CHI3L1	0.006528	0.003542	0.004292	0.002157	0.004754	0.00694	0.0	1.0	0.001998
CIITA	0.102865	0.740799	0.716187	0.193763	0.001668	0.001711	0.0	0.036452	0.221927
CLC	0.007825	0.003835	0.003458	0.100437	0.043769	0.026424	0.001103	1.0	0.017251
CLEC10A	0.043795	1.0	0.254716	0.046019	0.001569	0.0	0.0238	0.004553	0.003774
CLEC2D	0.0	0.008794	0.004041	0.009028	0.199236	0.382463	0.028466	0.006644	0.334838
CLEC4A	1.0	0.255859	0.119144	0.079666	0.005032	0.001664	0.015202	0.825312	0.064498
CLEC4C	0.000843	0.003805	0.136283	1.0	0.002169	0.0	0.001431	0.019112	0.003546
CLIC2	0.067619	1.0	0.966958	0.080009	0.003669	0.001416	0.011329	0.01232	0.0
CLIC3	0.0	0.005477	0.081801	1.0	0.013019	0.021775	0.797929	0.003357	0.000106
CMTM2	0.074017	0.00023	0.0	0.0	0.001638	0.001959	0.000561	1.0	0.004032
CNTNAP3	0.012597	0.0	0.002067	0.002584	0.010853	0.014908	0.010078	1.0	0.013178
CNTNAP3B	0.009391	0.0	0.001926	0.002247	0.007618	0.011484	0.005137	1.0	0.019264
COBLL1	0.012753	0.0	0.012834	0.67196	0.007436	0.011228	0.008375	0.008266	0.373722
COCH	0.025911	0.007866	0.004002	0.003864	0.007176	0.020935	0.0	0.017775	1.0
COIL	0.287677	0.0	0.002631	0.016914	0.160631	1.0	0.576105	0.033151	0.773528
COL24A1	0.00349	0.002377	0.03437	1.0	0.0	0.002206	0.016287	0.004158	0.011836
CPNE5	0.026117	0.00574	0.011251	0.0	0.011605	0.022342	0.001837	0.022639	0.458174
CPVL	0.53906	0.625508	1.0	0.054323	0.006274	0.0	0.016205	0.006214	0.010969
CR2	0.001169	0.012155	0.00051	0.00034	0.007039	0.005244	0.0	0.001921	0.057268
CREB5	0.190473	0.138854	0.01279	0.00351	0.0	0.001469	0.001496	1.0	0.002065
CRISP3	0.025948	0.037481	0.057662	0.040364	0.738341	1.0	0.0	0.472255	0.038922
CRISPLD2	0.328971	0.0	0.000422	0.0022	0.007487	0.008366	0.00877	1.0	0.005424
CRTAM	0.21738	0.08758	0.1791	0.0	0.03405	0.577711	0.261133	0.009575	0.002919
CSF3R	0.16321	0.062279	0.01137	0.002388	0.0	0.000349	0.000774	1.0	2.7e-05
CST3	0.984821	0.887656	1.0	0.370429	0.01587	0.0	0.058103	0.089979	0.005062
CST7	0.006046	0.074725	0.040825	0.0	0.047164	0.55648	1.0	0.246665	0.00986
CSTA	1.0	0.504587	0.125179	0.010388	0.025295	0.007605	0.02913	0.335001	0.044372
CTNND1	0.153425	0.554141	0.313861	0.114788	0.016452	0.015959	0.014261	0.0	0.019331
CTSW	0.0151	0.049661	0.006964	0.012901	0.120824	1.0	0.911047	0.026074	0.049828
CUX2	0.002361	0.005257	0.043909	1.0	0.001358	0.000934	0.002231	0.0	0.009235
CXCL1	0.036776	0.006635	0.008286	0.004613	0.004644	0.006952	0.008087	1.0	0.009141
CXCL10	0.148897	0.375249	0.176683	0.009808	0.004336	0.009388	0.0	0.007032	0.016464
CXCL11	0.017608	0.20707	0.054331	0.003689	0.0	0.003065	0.003527	0.002975	0.001904
CXCL9	0.01796	0.400467	0.295137	0.010868	0.002567	0.005364	0.0	0.005616	0.009906
CXCR2	0.026357	0.003241	0.00293	0.002942	0.0	0.001146	0.008184	1.0	0.000453
CYBB	1.0	0.118118	0.040084	0.345828	0.001831	0.0	0.012186	0.111069	0.270254
CYP1B1	1.0	0.0	0.001057	0.001616	0.005447	0.010565	0.014232	0.067022	0.011871
CYP4F3	0.008806	0.005021	0.000494	0.000286	0.003318	0.005453	0.000494	1.0	0.001353
CYYR1	0.017228	0.010695	0.348566	1.0	0.018363	0.044538	0.0	0.012543	0.040107
DBN1	0.05098	0.0	1.0	0.134691	0.028808	0.111788	0.024887	0.164374	0.04917
DEFA4	0.063203	0.054969	0.048766	0.043633	0.437028	1.0	0.028019	0.54156	0.069299
DMD	0.0	0.019115	0.244262	0.042509	0.000717	0.000263	0.002944	0.002379	0.012835
DPP4	0.00431	0.074138	1.0	0.709483	0.457837	0.084947	0.024713	0.014828	0.0
DPYSL2	0.516625	0.980428	1.0	0.876933	0.071161	0.007621	0.041341	0.0	0.015059
DSE	0.266735	0.755174	1.0	0.315444	0.010874	0.017188	0.0	0.223565	0.064705
DSP	0.016626	0.007255	0.295848	0.008464	0.002968	0.04474	0.0	0.020073	1.0
DST	0.047342	0.425974	0.684869	0.279251	0.012043	0.002021	0.050076	0.000254	0.0
DUSP6	0.886598	0.074353	0.056194	0.110401	0.01306	0.001729	0.077513	0.674624	0.0
EBF1	0.004284	0.01797	0.001297	0.001389	0.001423	0.009227	0.0	0.002242	1.0
EGR3	0.046126	0.036222	0.02548	0.001719	0.003875	0.004892	0.0	1.0	0.007777
EHF	0.007858	0.490656	1.0	0.009155	0.000767	0.0	0.001239	0.011666	0.002331
EMILIN2	0.746146	1.0	0.434071	0.278087	0.034536	0.002814	0.015807	0.081832	0.0
EMP1	0.01325	0.070848	0.024341	0.006961	0.0	0.001105	0.002362	0.001265	0.000479
ENC1	0.037766	0.008333	0.005578	0.0	0.004741	0.074705	1.0	0.162839	0.009139
ENPP1	0.003332	0.009011	0.911007	0.002128	0.0	0.002551	0.011994	0.002678	0.004193
ENPP2	0.002513	0.200512	0.245048	0.344303	0.004533	0.002174	0.0	0.003189	0.000352
EOMES	0.003354	0.0	0.000711	0.00231	0.085796	0.672262	1.0	0.014216	0.008618
EPB41L3	0.779492	0.847797	0.375097	0.030484	0.022893	0.000707	0.000593	0.0	0.002075
EPHA2	0.004119	0.012628	0.111255	1.0	0.000784	0.0	0.004238	0.022665	0.011362
EPHA4	0.029967	0.008451	0.0	0.110728	0.399981	1.0	0.352363	0.046499	0.122973
EREG	0.724173	1.0	0.149114	0.010364	0.002097	0.003781	0.127048	0.342828	0.0
ETS1	0.0	0.000928	0.00163	0.031643	0.275108	0.070257	0.090999	0.014486	0.013616
F13A1	1.0	0.423097	0.0	0.163247	0.010772	0.015241	0.00233	0.160364	0.043399
FAM102A	0.0	0.019015	0.077931	0.017405	1.0	0.46172	0.020246	0.038035	0.059034
FAM129C	0.004405	0.00895	0.042047	1.0	0.000865	0.002108	0.010722	0.008279	0.232985
FAM135A	0.124619	0.483334	1.0	0.190897	0.069652	0.02374	0.026115	0.0	0.038421
FAM198B	1.0	0.155759	0.039844	0.031135	0.000826	0.001787	0.002567	0.018075	0.0
FAM20B	0.005269	0.002168	0.001901	0.00183	0.001569	0.021827	0.0	0.002086	1.0
FBN2	1.0	0.134509	0.013943	0.0	0.004325	0.019432	0.009022	0.060201	0.025015
FBXL16	0.068472	0.015311	0.015689	0.006742	1.0	0.112321	0.014239	0.02771	0.058596
FCER1A	0.083519	1.0	0.058547	0.25336	0.028146	0.0	0.028769	0.023819	0.000613
FCER1G	1.0	0.051591	0.01398	0.061112	0.018321	0.0	0.124669	0.445355	0.074614
FCER2	0.007862	0.002808	0.000169	0.000823	0.001888	0.003575	0.0	0.001685	0.070012
FCGR2A	0.261037	0.081136	0.005617	0.000504	0.0	0.000658	0.006436	1.0	0.005421
FCGR2B	0.076017	0.331109	0.025249	0.003172	0.0	0.011527	0.015252	0.560675	1.0
FCGR3B	0.063286	0.002867	0.00196	0.003419	0.001561	0.007143	0.009582	1.0	0.006047
FCN1	1.0	0.373396	0.011623	0.0	0.020229	0.004064	0.019002	0.205495	0.021153
FCRL1	0.001522	0.011293	0.000677	0.0	0.001022	0.006749	0.001405	0.003809	0.562347
FCRL3	0.000453	0.001612	0.002015	0.000242	0.003671	0.008983	0.011928	0.0	0.081721
FCRLA	0.000147	0.000968	0.000378	0.012076	0.0	0.000354	0.000378	0.000347	0.32577
FFAR2	0.105681	0.00696	0.007283	0.006028	0.005154	0.006469	0.006386	1.0	0.010477
FGFBP2	0.000584	0.000581	0.000774	0.0	0.005568	0.226275	1.0	0.006011	0.003705
FKBP1B	0.036482	0.126865	1.0	0.001466	0.00033	0.003634	0.039398	0.005546	0.0
FLT3	0.027117	0.548656	1.0	0.310286	0.00504	0.00461	0.009758	0.006091	0.005789
FMNL2	0.048831	0.109516	0.407491	0.151865	0.00504	0.005289	0.0	0.007034	0.004752
FPR2	0.158734	0.00043	0.000292	0.0	0.001541	0.001977	0.001796	1.0	0.003131
FPR3	0.161997	0.850525	0.398167	0.011926	0.02817	0.043762	0.0	0.030841	0.071766
FZD2	0.329897	1.0	0.682692	0.265971	0.003911	0.0	0.01972	0.0	0.01369
G0S2	0.101086	0.092093	0.04624	0.002509	0.000105	0.001094	0.033391	1.0	0.000418
GATA3	0.004068	0.000742	0.000757	0.0	0.629363	0.289759	1.0	0.011617	0.008863
GEM	0.011858	1.0	0.858067	0.084441	0.024793	0.04088	0.0	0.034711	0.022637
GIMAP1	0.372683	0.057018	0.025403	0.012509	1.0	0.172177	0.069964	0.014015	0.012716
GIMAP4	0.972443	0.022793	0.004658	0.0	1.0	0.564215	0.095705	0.877202	0.064742
GIMAP5	0.18786	0.00603	0.00384	0.0	1.0	0.545206	0.042526	0.023446	0.061472
GIMAP6	0.432477	0.029954	0.007096	0.0	1.0	0.504843	0.136079	0.017131	0.006989
GIMAP7	0.325629	0.013046	0.005549	0.0	1.0	0.595112	0.185617	0.01672	0.025152
GIMAP8	1.0	0.050621	0.01599	0.16734	0.713537	0.24656	0.012313	0.092093	0.0
GK	0.06057	0.06919	0.031179	0.007729	0.003214	0.0	0.001552	1.0	0.001993
GNAL	0.012949	0.0	0.006933	0.002447	0.003411	0.03156	1.0	0.008483	0.023654
GNLY	0.003737	0.000987	0.000414	0.0	0.016397	0.36029	1.0	0.008598	0.031677
GPM6B	0.0	0.00578	0.090269	0.616514	0.014355	0.00549	0.000202	0.000498	0.000846
GPR171	0.0	0.113753	0.141213	0.109144	1.0	0.802693	0.068242	0.038094	0.013322
GPR18	0.0	0.043466	0.088768	0.141724	0.152642	0.213698	0.126664	0.005694	0.801876
GPRASP1	0.014844	0.003776	0.0	0.064583	1.0	0.626082	0.26276	0.018281	0.133594
GRIP1	0.019105	1.0	0.158626	0.068699	0.039157	0.005166	0.068699	0.005095	0.0
GZMA	0.002781	0.002312	0.002163	0.0	0.243862	0.562188	1.0	0.019859	0.023251
GZMB	0.0	0.001402	0.11927	1.0	0.007537	0.093302	0.561786	0.00298	0.004057
GZMH	0.001188	0.001222	0.0	0.005886	0.011556	0.351524	1.0	0.008859	0.010774
GZMK	0.007995	0.001131	0.001491	0.0	0.313458	0.819957	0.329525	0.028153	0.016786
GZMM	0.006433	0.011715	0.013423	0.01528	0.069608	0.035977	1.0	0.01329	0.006294
HBEGF	0.475278	1.0	0.020051	0.002497	0.0	0.009114	0.130902	0.090124	0.02919
HK3	1.0	0.124355	0.050007	0.048221	0.03095	0.03029	0.011113	0.422582	0.020307
HLA-DOB	0.00318	0.372037	1.0	0.062516	0.007594	0.015811	0.005374	0.006049	0.864604
HLA-DPB2	0.010661	0.748428	1.0	0.366469	0.00164	0.005383	0.006651	0.0	0.048929
HLA-DQA1	0.007568	0.304965	0.17207	0.063707	0.000476	0.000391	0.003931	0.0	0.045616
HLA-DQB1	0.200052	1.0	0.797617	0.345499	0.0	0.019602	0.019877	0.004573	0.247323
HLA-DQB2	0.038006	1.0	0.88425	0.062032	0.020754	0.023887	0.024939	0.029334	0.054726
HMOX1	1.0	0.102671	0.12174	0.0	0.021199	0.019247	0.061299	0.152502	0.031276
HNMT	1.0	0.109213	0.013983	0.0	0.005662	0.002787	0.00233	0.011949	0.020656
HOPX	0.003842	0.003875	0.002511	0.0	0.119198	0.186235	1.0	0.015317	0.084787
HOXA9	0.016104	0.427428	1.0	0.171379	0.0	0.021757	0.160534	0.002126	0.013485
HS3ST3B1	0.0	0.023802	0.110477	1.0	0.317789	0.10506	0.098519	0.070504	0.000342
ICOS	0.007711	0.009611	0.008158	0.0	0.551587	0.253659	0.022574	0.038487	0.017433
ID3	0.016544	0.347426	0.101593	0.004902	0.213035	0.3	0.0	0.023824	1.0
IDO1	0.006665	0.285648	1.0	0.002537	0.001575	0.00206	0.002085	0.052639	0.000494
IDO2	0.005517	0.294857	1.0	0.005277	0.001684	0.0042	0.0	0.003358	0.006813
IFNG	0.006274	0.0	0.004633	0.000483	0.023804	0.466208	0.549561	0.009053	0.005694
IGFBP3	0.001018	0.0	0.006528	0.122778	0.01383	0.021374	0.004525	0.001813	0.001765
IKZF3	0.003037	0.001371	0.0	0.001959	0.032663	0.190902	0.011167	0.004623	0.452934
IL18	0.17543	1.0	0.640468	0.184462	0.0	0.00272	0.226059	0.012527	0.000692
IL1R2	0.017841	0.37557	0.075116	0.001975	0.000471	0.000613	0.0	1.0	0.000341
IL22RA2	0.011597	0.785181	1.0	0.055417	0.005632	0.011687	0.0	0.014259	0.017902
IL2RB	0.008091	0.00224	0.001465	0.001019	0.15448	0.255164	1.0	0.023406	0.02147
IL32	0.006928	0.00218	0.000525	0.0	1.0	0.319587	0.045615	0.029274	0.011363
IL3RA	0.032204	0.034027	0.074008	1.0	0.0119	0.014965	0.013843	0.04272	0.058081
IL7	0.024011	0.229694	0.078708	0.015099	0.048651	0.050909	0.00671	0.0	0.870684
IL7R	0.0	0.045559	0.029572	0.003987	1.0	0.415543	0.034831	0.031154	0.009876
INSR	0.254251	1.0	0.939498	0.623922	0.006395	0.001066	0.023309	0.021186	0.023742
ITGA6	0.003923	0.0	0.035245	0.001715	1.0	0.225757	0.170565	0.113607	0.001544
ITK	0.002804	0.000263	6.6e-05	0.0	1.0	0.616188	0.350617	0.017099	0.006881
ITM2A	0.003188	0.0	0.00064	0.016788	1.0	0.614837	0.474378	0.037093	0.104725
ITM2C	0.0	0.081449	0.152202	1.0	0.015088	0.019206	0.003191	0.008573	0.019763
ITPRIPL2	0.40064	1.0	0.859407	0.294041	0.005491	0.005895	0.0	0.0001	0.010546
KANK1	0.017456	0.022729	0.041391	1.0	0.203159	0.024958	0.01317	0.0	0.050798
KCND3	0.016053	0.009723	1.0	0.002988	0.0	0.013846	0.000294	0.013871	0.025347
KCNJ15	0.033426	0.00025	0.003172	0.000723	0.004715	0.009688	0.00231	1.0	0.014247
KCNJ2	0.104688	0.024788	0.026437	0.0	0.003349	0.011963	0.000711	1.0	0.016385
KCNK17	0.029859	0.062273	0.124112	1.0	0.025353	0.028954	0.024684	0.018777	0.029274
KCTD12	1.0	0.922484	0.891298	0.454695	0.03846	0.005554	0.008072	0.151562	0.0
KIAA1324	0.022626	0.001191	0.003992	0.0	0.03363	0.017193	0.004636	1.0	0.009176
KIF16B	0.091954	0.248798	1.0	0.092904	0.155269	0.038867	0.048603	0.0	0.011898
KIF21A	0.004787	0.018824	0.020439	0.006302	0.431102	1.0	0.825901	0.0	0.017208
KIT	0.0	0.355152	1.0	0.042581	0.007102	0.041969	0.224344	0.134606	0.003982
KLF4	1.0	0.552236	0.282197	0.134286	0.007865	0.001353	0.054008	0.095308	0.0
KLRB1	0.005349	0.000777	0.000472	0.0	0.472537	0.691142	1.0	0.024777	0.033469
KLRC3	0.000711	0.000583	0.000292	0.000583	0.0	0.275268	1.0	0.001399	0.003717
KLRC4	0.00086	0.0	0.0	0.001564	0.002076	1.0	0.481458	0.00682	0.001564
KLRD1	0.006049	0.000313	0.000439	0.0	0.012914	0.747319	1.0	0.008475	0.04197
KLRF1	0.000704	0.003491	0.002126	0.00911	0.0	0.11114	1.0	0.002489	0.008069
KLRG1	0.024625	0.009912	0.019948	0.002788	0.323328	1.0	0.139511	0.014831	0.064118
KLRK1	0.008432	0.003913	0.0	0.010801	0.018742	0.93919	1.0	0.024071	0.037694
KRT23	0.021291	0.007448	0.007318	0.006768	0.006697	0.00874	0.004501	1.0	0.009488
KRT5	0.017895	0.010454	0.13243	1.0	0.012118	0.024526	0.012163	0.015481	0.018216
LAMP3	0.002598	1.0	0.683126	0.059047	0.015943	0.008061	0.0	0.022715	0.004518
LBH	0.0	0.009407	0.000846	0.053833	0.799765	0.420564	0.264426	0.015291	0.618739
LCK	0.003847	0.002362	0.000371	0.0	1.0	0.44629	0.220647	0.023546	0.0247
LDLRAP1	0.041148	0.048813	0.017896	0.0	1.0	0.236669	0.080092	0.027928	0.016911
LGALS2	0.469131	0.988505	1.0	0.021805	0.00616	0.000943	0.009012	0.007877	0.01084
LGMN	0.008083	0.376519	0.868881	1.0	0.029495	0.005123	0.016484	0.0	0.010166
LILRA4	0.009347	0.017017	0.150824	1.0	0.009925	0.009086	0.003267	0.014968	0.035355
LOC643733	0.00935	0.016419	0.003345	0.0	0.38975	0.661963	0.484977	0.028825	0.399536
LPAR6	0.921291	0.219384	0.056353	0.0	1.0	0.407402	0.074925	0.024129	0.034598
LRRN3	0.018541	0.00733	0.005252	0.007099	1.0	0.648322	0.0	0.024437	0.043518
LTF	0.089857	0.040634	0.790151	0.0495	0.778162	1.0	0.047283	0.522482	0.059843
LY86	0.842628	1.0	0.995496	0.065019	0.017849	0.016504	0.023021	0.010754	0.848424
LYRM2	0.479101	0.003459	0.0	0.009554	0.251269	0.786298	0.500988	0.035019	1.0
MAFB	1.0	0.172992	0.056086	0.00193	0.008329	0.006513	0.059251	0.121162	0.0
MAFF	0.022493	0.193101	0.201107	0.004241	0.011671	0.031504	1.0	0.236232	0.0
MAK	0.02661	0.010879	0.003091	0.00445	0.005192	0.006904	0.000989	1.0	0.0
MAL	0.005042	0.002012	0.000958	0.009341	1.0	0.115344	0.0	0.012522	0.010107
MANSC1	0.02473	0.001786	0.001042	0.0	0.011043	0.002199	0.001116	1.0	0.00268
MEGF9	0.160565	0.007592	0.0	0.001068	0.008174	0.00948	0.021826	1.0	0.014709
METTL8	0.04115	0.095775	0.104568	0.234591	0.124481	0.047288	0.11435	0.0	1.0
MFHAS1	0.06364	0.050722	0.049295	0.0	1.0	0.108979	0.564281	0.031828	0.017753
MGST1	1.0	0.131932	0.158114	0.102991	0.013699	0.022781	0.0	0.008546	0.036452
MME	0.01266	0.000762	0.003501	0.029487	0.0035	0.006353	0.0	0.657142	0.009742
MPHOSPH6	0.090375	0.139244	0.074383	0.012496	0.001947	0.493809	0.479917	0.0	0.008033
MS4A1	0.004581	0.027026	0.00018	0.0	0.003948	0.049913	0.001651	0.004005	1.0
MS4A6A	1.0	0.478626	0.234974	0.659978	0.012501	0.001255	0.0	0.153468	0.02946
MS4A7	1.0	0.540554	0.255227	0.033554	0.021539	0.01348	0.0	0.023922	0.034114
MTSS1	0.500432	0.067451	0.0	0.004171	0.44234	0.259365	0.38058	0.026296	1.0
MXD1	0.073594	0.030204	0.015419	0.019266	0.00458	0.00588	0.033538	1.0	0.0
MYBL1	0.001336	0.008483	0.008035	0.0	0.191977	0.258305	1.0	0.009723	0.000693
MYC	0.103298	0.016656	0.055169	0.0	1.0	0.349694	0.114939	0.016638	0.173835
MYOF	0.719303	1.0	0.69975	0.361412	0.019983	0.01363	0.0	0.005597	0.027894
NAP1L5	0.001073	0.044355	0.025898	0.095293	0.069382	0.069538	1.0	0.021462	0.0
NAPSB	0.076531	0.580236	1.0	0.60766	0.000812	0.0	0.007716	0.000259	0.099054
NAV1	0.042562	0.591124	1.0	0.065314	0.019037	0.022175	0.0	0.009399	0.050566
NCALD	0.007675	0.064483	1.0	0.0	0.149717	0.18354	0.518067	0.012103	0.017039
NCAM1	0.003928	0.001451	0.033378	0.006772	0.0	0.012376	1.0	0.002662	0.008057
NELL2	0.006023	0.000748	0.003085	0.0	0.894747	1.0	0.053042	0.024146	0.015021
NFE2	0.389945	0.015722	0.002542	0.003403	0.001504	0.002265	0.0	1.0	0.006218
NKG7	0.010483	0.010212	0.006903	0.014902	0.014103	0.597377	1.0	0.009131	0.042182
