Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
ADGRG6	0.0	0.0	0.0	0.0	0.000322	0.000322	0.000109	0.000727
ADGRL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADGRL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADIRF	0.003938	0.009399	0.008862	0.00589	0.009747	0.005234	0.008563	0.011647
ADRA1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRA2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADRB1	0.0	0.0	0.0	0.0	0.000971	0.0	0.001685	0.0
AFP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGMO	0.013343	0.015833	0.020583	0.013557	0.014448	0.0047	0.003909	0.021721
AIM2	0.571762	0.698177	0.573073	0.640089	1.0	0.942427	0.581686	0.572286
AJAP1	0.01033	0.003661	0.006782	0.0053	0.0	0.002448	0.01042	0.004761
AK4	0.0	0.003003	0.003138	0.001655	0.005084	0.006967	0.008168	0.001301
AKR1B10	0.001272	0.001274	6.2e-05	0.000732	0.006218	0.004334	0.004067	0.004069
AKR1C1	0.000835	0.000462	0.000442	0.000894	0.000102	0.000143	0.00039	0.0
ALDH1A1	0.020284	0.025683	0.016435	0.015194	0.025189	0.026309	0.02243	0.02279
ALDH1L1	0.00546	0.005657	0.004321	0.002528	0.004908	0.006289	0.003953	0.004549
ALDH3A1	0.006453	0.004769	0.002178	0.003014	0.004556	0.003772	0.004361	0.006765
ALMS1P1	0.009364	0.012627	0.01589	0.0	0.036604	0.051358	0.005004	0.038732
ALOX15B	0.051257	0.046716	0.027938	0.029094	0.013125	0.008932	0.010528	0.018752
ALOX5AP	0.78329	0.731576	0.860279	0.843476	0.970709	0.927312	1.0	0.95544
ALPK2	0.0	0.0	2e-06	0.0	0.0	1.4e-05	0.0	0.0
ALPK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMDHD1	0.327001	0.459183	0.502957	0.767587	0.600001	0.690897	0.869214	1.0
AMN	0.029237	0.044696	0.046711	0.056124	0.038995	0.026773	0.050201	0.090835
ANGPT2	0.000965	0.000547	0.000873	0.000798	0.001246	0.001381	0.001162	0.000662
ANGPTL1	0.0	0.0	0.0	0.0	1.8e-05	0.0	0.0	7.6e-05
ANKRD20A3	0.019298	0.060469	0.021453	0.051951	0.092965	0.041855	0.087917	0.09796
ANKRD33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD36BP2	0.18143	0.102747	0.169455	0.19466	0.230529	0.255784	0.216032	0.21426
ANKS1B	0.034181	0.033571	0.035402	0.027293	0.042269	0.077976	0.051861	0.045409
ANO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANO4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANPEP	0.132666	0.174464	0.11235	0.102649	0.198817	0.185132	0.212517	0.217084
ANXA10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8	0.000226	5e-05	0.0	5.9e-05	0.0	0.0	5.8e-05	0.00017
AOAH	0.937427	1.0	0.804775	0.75205	0.758603	0.810863	0.839918	0.775603
AOX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APCDD1	0.001195	0.00107	0.001123	0.000495	0.001078	0.000726	0.001938	0.001502
APLN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APOA1	0.0	0.000504	0.005737	0.005093	0.014633	0.0	0.029299	0.01958
APOBEC3H	1.0	0.520371	0.475314	0.550972	0.270086	0.267184	0.129463	0.370637
APOE	0.0	0.0	1.4e-05	2e-05	1.6e-05	1.4e-05	8e-06	3.2e-05
AQP1	0.000853	0.0	0.0	0.000636	0.0	0.0	0.0	0.0
AQP3	0.08095	0.069911	0.100861	0.111352	0.070873	0.069599	0.086781	0.090776
AQP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AREG	0.003364	0.002156	0.000867	0.001699	0.000404	0.000614	0.000134	0.000176
ARHGAP29	0.000913	0.000195	0.000544	0.000447	0.000733	0.000251	0.000882	0.000956
ARHGAP31	0.070718	0.115636	0.059504	0.057263	0.056737	0.067993	0.069031	0.081542
ARHGAP9	0.932347	1.0	0.943522	0.997465	0.601101	0.546982	0.684629	0.673139
ARHGDIG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMC9	0.000737	0.0	0.000842	0.000343	0.000393	0.001275	0.000201	0.000457
ARPP21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ART5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARTN	4.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASIC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASPN	0.0	0.0	0.0	0.0	0.0	0.0	0.000362	0.0
ASRGL1	0.144959	0.157939	0.126977	0.13244	0.11174	0.115188	0.133381	0.10329
ATG9B	0.207185	0.182482	0.282676	0.262632	0.206428	0.209956	0.291481	0.226594
ATP13A4	0.003975	0.001937	0.004988	0.002624	0.032135	0.048236	0.025254	0.027525
ATP5L2	0.858678	0.416934	0.547469	0.338508	0.981296	1.0	0.521578	0.461947
ATP6V0A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V0D2	0.227847	0.156027	0.131802	0.147217	0.240609	0.198078	0.36684	0.2499
ATP8B4	0.201818	0.144377	0.175887	0.150009	0.112118	0.117985	0.112319	0.082056
B3GALT2	0.000248	0.000646	0.000461	0.0	0.000655	0.000496	0.001077	0.000894
B3GALT5-AS1	0.003366	0.0	0.0	0.003417	0.02154	0.003417	0.010796	0.0
BAIAP2L2	0.056186	0.051064	0.048472	0.073204	0.028518	0.027683	0.03751	0.052041
BCL11A	0.383627	0.351241	0.326107	0.373224	0.428834	0.409611	0.366164	0.41497
BCL6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCO2	0.210015	0.171331	0.17575	0.182783	0.19139	0.236028	0.178797	0.144759
BDKRB1	0.001183	0.000799	0.001812	0.001361	0.000878	0.001896	0.001732	0.001281
BDKRB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BEND4	0.00148	0.004968	0.017956	0.037188	0.034176	0.041102	0.0134	0.024917
BEST3	0.032975	0.028114	0.033162	0.034578	0.044662	0.042071	0.036316	0.04143
BHLHA15	0.029347	0.031843	0.019823	0.116888	0.019934	0.067829	0.019656	0.151495
BICC1	0.0	0.0	0.0	0.0	6.5e-05	0.000283	0.0	0.000142
BLID	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BLNK	0.443888	0.48557	0.44623	0.663791	0.740967	0.792038	0.477288	0.470522
BMP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMP6	0.000452	0.000307	0.00098	0.001273	0.002784	0.002537	0.001158	0.000804
BMP8A	0.95615	0.750207	0.783319	1.0	0.645186	0.597212	0.626549	0.751906
BMPER	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMX	0.0	0.0	0.0	0.0	0.0	0.000169	0.0	0.0
BNIPL	0.016452	0.012671	0.014296	0.012664	0.01497	0.015568	0.014736	0.012454
BRINP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRINP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BST2	0.240186	0.316775	0.256765	0.24554	0.314874	0.264007	0.248934	0.262496
BTBD11	0.180333	0.153905	0.193931	0.188639	0.18669	0.208072	0.19426	0.193813
BTNL9	0.450207	0.294606	0.419405	1.0	0.033115	0.043568	0.052865	0.057293
C10ORF10	0.005507	0.006658	0.005903	0.00569	0.006007	0.00564	0.00363	0.003379
C10ORF128	0.883977	1.0	0.755878	0.781616	0.73478	0.60462	0.547411	0.731889
C10ORF62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10ORF67	0.081646	0.076543	0.052346	0.055309	0.081975	0.11358	0.04642	0.098272
C12ORF56	0.005172	0.008485	0.048023	0.008776	0.033999	0.012059	0.036788	0.038677
C19ORF33	0.000446	0.001236	0.00184	0.002062	0.001351	0.001462	0.000898	0.002813
C1ORF106	0.000296	9.2e-05	0.000203	0.000314	0.000183	0.000304	0.000374	3e-06
C1ORF116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1ORF162	0.986196	0.993515	0.890521	0.932143	0.961929	1.0	0.990996	0.816438
C1ORF220	0.449404	0.460849	0.345588	0.807373	0.618271	0.626852	1.0	0.517889
C1QL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1S	0.00035	0.000242	0.00024	0.000341	0.000135	0.0	0.000306	0.000161
C20ORF144	0.179316	0.0	0.0	0.0	0.051181	0.042952	0.007506	0.091326
C2CD4A	0.064057	0.036697	0.028328	0.022108	0.039875	0.057731	0.064399	0.034728
C2CD4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2CD4C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	0.000531	0.000551	0.000105	0.000848	0.000336	0.000312	0.000504	0.000439
C4ORF22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5AR1	0.720544	0.812702	0.562502	0.506391	1.0	0.907531	0.622103	0.637324
C5AR2	0.732307	1.0	0.584834	0.629247	0.900043	0.663902	0.798939	0.683611
C5ORF49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C6ORF223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7	1.1e-05	1.2e-05	7e-06	4e-06	1.5e-05	1.8e-05	1.5e-05	1.9e-05
C8ORF34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C9ORF50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CA12	0.0	0.0	0.0	0.0	0.0	0.0	0.000202	0.0
CA2	0.067683	0.091203	0.083585	0.088504	0.116789	0.153939	0.111934	0.070159
CA3	0.006019	0.012902	0.009388	0.007603	0.006412	0.010252	0.0	0.0
CA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABP1	0.042163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1A	0.001556	0.004432	0.006789	0.00264	0.012023	0.006459	0.010608	0.009783
CACNB2	0.083302	0.082322	0.098821	0.076285	0.082322	0.089299	0.075162	0.075046
CACNB4	0.00967	0.007987	0.009712	0.006892	0.008818	0.009954	0.013121	0.00694
CACNG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	0.001457	0.001856	0.002438	0.005308	0.000511	0.000824	0.002344	0.001966
CADM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADPS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCRL	0.020894	0.016921	0.01454	0.012653	0.018304	0.010613	0.007588	0.015291
CAMK1G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2A	0.060332	0.05438	0.155512	0.089731	0.264026	0.23935	0.116265	0.102178
CAMK2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2N2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPN11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPN14	0.001403	0.003022	0.004398	0.006206	0.0	0.004789	0.004263	6.7e-05
CAPN3	0.053697	0.057284	0.055085	0.05327	0.047852	0.043777	0.051135	0.049496
CAPNS2	0.0	0.0	0.0	0.0	0.0	0.001145	0.0	0.0
CAPS	0.093198	0.109955	0.102744	0.115969	0.092846	0.079961	0.098107	0.089572
CARD14	0.943806	0.91338	0.964579	1.0	0.852786	0.595875	0.777545	0.9193
CARD8	0.668203	0.543936	0.640186	0.66441	0.594616	0.568699	0.544691	0.563767
CASC15	0.022116	0.023311	0.021682	0.031685	0.015842	0.020439	0.016141	0.009765
CATSPER3	0.520444	0.093213	0.130317	0.059729	0.440724	0.172851	0.320362	0.273303
CBLC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBLN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC141	0.004166	0.003991	0.00496	0.005036	0.0065	0.00892	0.004912	0.005426
CCDC158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC81	0.000762	0.0	0.001537	0.001314	0.006849	0.002088	0.003366	0.004281
CCDC85A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCIN	0.0	0.0	0.0	0.0	0.0	0.012464	0.0	0.0
CCK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL27	0.479632	0.956815	0.455088	0.607657	0.719142	1.0	0.413768	0.502603
CCL5	0.828005	0.632657	0.724094	0.786017	0.95094	0.799655	0.854529	1.0
CCNA1	0.000764	0.002223	0.000866	0.000729	0.00452	0.006931	0.002908	0.004382
CCR1	0.510843	0.574632	0.439575	0.427241	1.0	0.95704	0.655683	0.519626
CD24	0.003826	0.003039	0.00438	0.004387	0.007958	0.008724	0.00491	0.006954
CD274	0.083024	0.08951	0.050125	0.049603	0.081017	0.070052	0.08267	0.090778
CD34	0.000281	0.000615	0.000475	0.001415	0.000809	0.001868	0.001139	0.003224
CD38	0.59462	0.763554	0.693446	1.0	0.498241	0.505884	0.424089	0.584765
CD69	0.024297	0.021042	0.027167	0.033201	0.045545	0.048666	0.0181	0.028772
CD79A	0.428095	0.467235	0.459555	0.811167	1.0	0.978792	0.683514	0.923947
CD9	0.00091	0.0	0.003283	0.000513	0.004317	0.00433	0.003217	0.003862
CD93	0.126461	0.149362	0.109536	0.094763	0.118359	0.123052	0.151491	0.131795
CDH1	0.00176	0.002111	0.001844	0.001854	0.001005	0.000943	0.000442	0.000711
CDH10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH11	5.5e-05	0.0	6.2e-05	8.8e-05	8.3e-05	8.3e-05	0.000103	8.3e-05
CDH15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH23	0.985464	1.0	0.788465	0.867473	0.792394	0.738091	0.710232	0.734732
CDH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDHR1	0.093298	0.084208	0.11682	0.137568	0.054866	0.036429	0.075495	0.091896
CDON	0.0	0.000134	0.000281	0.000458	0.000328	0.000768	0.00079	7e-05
CDS1	0.0017	0.00025	0.007201	0.001242	0.00063	0.0	0.0	0.000306
CEACAM1	0.11543	0.108776	0.114539	0.127734	0.261399	0.258788	0.171764	0.202275
CEMIP	8.9e-05	0.00012	9.2e-05	0.000138	7.3e-05	7.2e-05	9.6e-05	0.000104
CEND1	0.006088	0.003976	0.011739	0.003195	0.0	0.000302	0.008378	0.002308
CFAP221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFAP61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFD	0.115182	0.17525	0.11158	0.118003	0.253009	0.220441	0.205324	0.243322
CFP	0.800635	1.0	0.742734	0.691344	0.808769	0.772488	0.861788	0.85001
CGN	0.0	0.0	0.0	0.0	0.000402	0.000977	2.7e-05	0.0
CGNL1	6.6e-05	0.000365	0.000761	0.00073	0.00018	0.000408	0.000305	2.1e-05
CH25H	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHD5	0.030777	0.0	0.012662	0.003117	0.0051	0.019025	0.0	0.030777
CHI3L1	0.000196	0.000267	0.000239	0.000343	0.001148	0.000928	0.000318	0.000538
CHI3L2	0.145272	0.147925	0.205576	0.192378	0.094961	0.135627	0.120699	0.142208
CHL1	0.0	0.0	0.0	0.000246	0.0	0.0	0.0	0.0
CHODL	0.0	0.0	0.0	0.000645	0.0	0.0	0.0	0.0
CHRDL1	0.0	0.000855	0.000931	0.001153	0.001023	3.9e-05	0.0	3.8e-05
CHRFAM7A	0.059604	0.020605	0.044204	0.023113	0.045715	0.043961	0.071741	0.053212
CHRM2	0.0	0.0	0.0	0.0	0.0	1e-05	0.0	0.0
CHRM3	0.0	0.0	0.0	0.000455	0.00113	0.0	0.0	0.000799
CHRM4	0.0	0.002251	0.0	0.0	0.004452	0.0	0.0	0.0
CHRNA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA5	0.071933	0.041301	0.042732	0.036394	0.006617	0.010874	0.028848	0.053885
CHRNA7	0.0	0.025702	0.0	0.0	0.0	0.01255	0.0	0.028435
CHST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHST2	0.538089	0.496595	0.405872	0.355919	0.221662	0.151794	0.206492	0.271008
CHST5	0.672613	0.584019	0.397393	0.228555	0.515864	0.329025	1.0	0.480611
CITED1	0.0	0.001132	0.0	0.0	0.0	9.2e-05	0.0	0.0
CLCA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLCNKB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN4	0.000129	8.1e-05	0.000129	0.00014	0.000159	0.0001	0.000186	0.0001
CLDN5	7.7e-05	0.000156	7.6e-05	0.000109	0.000611	0.000841	0.000517	0.0002
CLDN6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC14A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC18B	0.005457	0.010272	0.0066	0.006705	0.006293	0.004803	0.004551	0.002749
CLEC18C	0.0	0.00296	0.0	2e-05	0.0	0.002778	0.0	0.0
CLEC1A	0.069011	0.078428	0.057957	0.044621	0.090821	0.082915	0.073615	0.069381
CLEC3B	0.019356	0.029827	0.013381	0.022649	0.025815	0.014352	0.010847	0.015509
CLEC7A	1.0	0.735352	0.732017	0.612164	0.937765	0.858976	0.831329	0.672565
CLIC3	0.199491	0.212038	0.18281	0.184501	0.058702	0.040992	0.067743	0.092499
CLIC6	0.0	0.0	0.0	0.0	0.0	0.000102	0.0	4.4e-05
CMKLR1	0.196234	0.220242	0.154892	0.154302	0.037789	0.028567	0.026397	0.031233
CMPK2	0.063844	0.081507	0.080458	0.069739	0.080738	0.091578	0.05355	0.051319
CNFN	0.084155	0.045329	0.099916	0.081601	0.121754	0.155439	0.066722	0.160614
CNIH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNNM1	0.035325	0.019361	0.061482	0.060585	0.026064	0.031671	0.034876	0.03962
CNR1	0.001335	0.0	0.000267	0.002352	0.0	0.0	0.002317	0.0
CNTD1	0.512987	0.552557	0.582248	0.56553	0.661709	1.0	0.878044	0.820317
CNTNAP2	0.007215	0.014379	0.011453	0.009503	0.004293	0.000716	0.002668	0.002105
CNTNAP3	0.0	0.0	0.0	0.0	0.002829	0.001274	0.000172	1e-05
COCH	0.048915	0.048792	0.06645	0.112102	0.043043	0.051743	0.044461	0.051022
COL10A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL14A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL21A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL22A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL23A1	0.001248	0.003937	0.0	0.002606	0.004242	0.002191	0.0	0.000978
COL24A1	0.033458	0.034483	0.040753	0.05436	0.024433	0.056821	0.031741	0.034991
COL2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL4A4	0.003918	0.003731	0.005188	0.007125	0.004427	0.006474	0.003376	0.005783
COL9A3	0.011185	0.020581	0.017265	0.01008	0.091052	0.102619	0.064623	0.089561
COLCA2	0.0	0.0	0.04769	0.0	0.0	0.066319	0.0	0.024218
COLEC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COLEC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORIN	0.017667	0.014206	0.014697	0.013736	0.017389	0.02179	0.011448	0.017261
CORO2B	0.002296	0.002435	0.0	0.002245	0.00289	0.003044	0.001536	0.003442
CP	0.000661	0.000378	0.000713	0.000856	0.000589	0.000574	0.000589	0.0
CPA3	0.537248	0.367045	0.412133	0.469961	0.459716	0.536529	0.465471	0.585428
CPA6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPEB1	0.001318	0.002285	0.002435	0.001584	0.004253	0.001101	0.004144	0.001101
CPNE5	0.336611	0.44237	0.381534	1.0	0.765719	0.809092	0.562603	0.773946
CPXM1	0.004471	0.005757	0.007076	0.007063	0.001861	0.002079	0.002471	0.004592
CPXM2	0.001324	7e-05	0.000478	0.0	0.00036	0.000517	0.0	0.0
CPZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRB3	0.014018	0.018717	0.022311	0.014625	0.015777	0.009671	0.013189	0.015158
CREB3L1	0.001158	0.002108	0.003874	0.000721	0.003347	0.003152	0.005179	0.001861
CREG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRMP1	0.000437	0.000424	0.0	0.0	0.0	0.0	0.0	0.0
CRYM	0.012199	0.020821	0.006322	0.010208	0.0	0.004698	0.0	0.0
CSDC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	0.91082	1.0	0.711398	0.70843	0.710671	0.726244	0.697133	0.703512
CSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSMD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSMD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST6	0.0	0.0	0.0	0.000472	0.0	0.0	0.0	0.000285
CSTA	0.115654	0.11212	0.11193	0.089136	0.191824	0.161105	0.156764	0.13433
CTSK	0.012267	0.017325	0.013095	0.016789	0.012462	0.013484	0.014973	0.015749
CTSW	0.954016	1.0	0.847203	0.980793	0.585461	0.495557	0.592426	0.673569
