Symbol	Monocytes_CD14+CD16-	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	NK_cells	Neutrophils	B_cells
CD1C	0.050749	1.0	0.121592	0.001754	0.004037	0.001441	0.012172	0.0	0.129543
CD1D	1.0	0.860133	0.101033	0.0	0.002771	0.000244	0.017783	0.021847	0.072719
CD2	0.0	0.127891	0.023607	0.012327	1.0	0.604856	0.185048	0.012441	0.006355
CD200	0.006828	0.009665	0.012522	0.004202	0.007992	0.013136	0.0	0.009211	1.0
CD207	0.018765	1.0	0.625732	0.006244	0.011945	0.019313	0.0	0.012385	0.027449
CD22	0.018171	0.093291	0.111022	0.061022	0.001147	0.020742	0.0	0.038466	1.0
CD24	0.001519	0.011206	0.007891	0.004076	0.010257	0.027084	0.0	0.059556	0.333797
CD247	0.001413	0.0	0.000304	0.01691	0.338475	0.095213	1.0	0.011847	0.001939
CD27	0.005371	0.004166	0.001399	0.0	1.0	0.20585	0.004944	0.012997	0.097599
CD300LF	1.0	0.71995	0.230073	0.136417	0.003364	0.00556	0.0	0.93872	0.012778
CD33	0.817121	1.0	0.341812	0.010552	0.0	0.006353	0.007055	0.087232	0.012327
CD36	0.482511	0.125065	0.041864	0.303284	0.000673	0.0	0.003911	0.009093	0.002076
CD3D	0.007287	0.002198	0.00147	0.0	0.732311	1.0	0.024329	0.025866	0.037108
CD3E	0.014661	0.0	0.000999	0.004775	1.0	0.203331	0.030337	0.036885	0.018196
CD3G	0.010425	0.000624	0.0	0.000567	0.74112	1.0	0.05594	0.031249	0.037955
CD79A	0.014714	0.03309	0.023286	0.031655	0.006666	0.024022	0.0	0.019436	1.0
CD79B	0.015929	0.054326	0.010299	0.012377	0.04216	0.01566	0.031189	0.0	1.0
CD8A	0.005188	0.001277	0.002255	0.0	0.003541	1.0	0.153426	0.018768	0.010156
CD8B	0.027842	0.001628	0.001724	0.0	0.012153	1.0	0.014077	0.068448	0.079767
CD96	0.005523	0.000659	0.0	0.0	0.361903	0.427255	0.35345	0.010815	0.066602
CEACAM8	0.015335	0.002844	0.006906	0.0	0.539614	1.0	0.009749	0.436935	0.007718
CENPK	0.001143	0.031175	0.025392	0.064558	1.0	0.304245	0.18705	0.0	0.049049
CEP78	0.006646	0.048483	0.068371	0.103906	0.056118	0.115163	1.0	0.0	0.0031
CFP	0.933218	1.0	0.340253	0.026921	0.025934	0.001797	0.007467	0.554401	0.0
CHI3L1	0.006528	0.003542	0.004292	0.002157	0.004754	0.00694	0.0	1.0	0.001998
CHN2	0.325526	0.675739	1.0	0.031769	0.00607	0.10754	0.327195	0.002428	0.0
CLC	0.006729	0.002735	0.002357	0.099443	0.042713	0.025348	0.0	1.0	0.016165
CLEC10A	0.043795	1.0	0.254716	0.046019	0.001569	0.0	0.0238	0.004553	0.003774
CLEC2D	0.0	0.022993	0.010567	0.023604	0.520928	1.0	0.074427	0.017371	0.875477
CLEC4A	1.0	0.254619	0.117675	0.078132	0.003374	0.0	0.01356	0.82502	0.062939
CLEC4C	0.000843	0.003805	0.136283	1.0	0.002169	0.0	0.001431	0.019112	0.003546
CLIC2	0.067619	1.0	0.966958	0.080009	0.003669	0.001416	0.011329	0.01232	0.0
CLIC3	0.0	0.005477	0.081801	1.0	0.013019	0.021775	0.797929	0.003357	0.000106
CLLU1	0.001728	0.012612	0.002246	0.068072	0.00022	0.00412	0.0	0.00546	1.0
CMTM2	0.074017	0.00023	0.0	0.0	0.001638	0.001959	0.000561	1.0	0.004032
CNTNAP3	0.012597	0.0	0.002067	0.002584	0.010853	0.014908	0.010078	1.0	0.013178
CNTNAP3B	0.009391	0.0	0.001926	0.002247	0.007618	0.011484	0.005137	1.0	0.019264
COCH	0.025911	0.007866	0.004002	0.003864	0.007176	0.020935	0.0	0.017775	1.0
COIL	0.287677	0.0	0.002631	0.016914	0.160631	1.0	0.576105	0.033151	0.773528
COL24A1	0.00349	0.002377	0.03437	1.0	0.0	0.002206	0.016287	0.004158	0.011836
CPNE5	0.057003	0.012528	0.024555	0.0	0.02533	0.048764	0.004009	0.049411	1.0
CPVL	0.53906	0.625508	1.0	0.054323	0.006274	0.0	0.016205	0.006214	0.010969
CR2	0.020408	0.212245	0.008905	0.005937	0.122921	0.091566	0.0	0.033544	1.0
CREB5	0.190473	0.138854	0.01279	0.00351	0.0	0.001469	0.001496	1.0	0.002065
CRISP3	0.025948	0.037481	0.057662	0.040364	0.738341	1.0	0.0	0.472255	0.038922
CRISPLD2	0.328971	0.0	0.000422	0.0022	0.007487	0.008366	0.00877	1.0	0.005424
CRTAM	0.376278	0.151598	0.310017	0.0	0.058939	1.0	0.452014	0.016575	0.005053
CSF3R	0.16321	0.062279	0.01137	0.002388	0.0	0.000349	0.000774	1.0	2.7e-05
CST3	0.984821	0.887656	1.0	0.370429	0.01587	0.0	0.058103	0.089979	0.005062
CST7	0.006046	0.074725	0.040825	0.0	0.047164	0.55648	1.0	0.246665	0.00986
CSTA	1.0	0.500791	0.118476	0.002805	0.017826	0.0	0.02169	0.329905	0.037049
CTNND1	0.254484	0.919144	0.520596	0.190398	0.027289	0.026471	0.023654	0.0	0.032064
CTSW	0.008193	0.042997	0.0	0.005979	0.114659	1.0	0.910424	0.019244	0.043165
CUX2	0.002361	0.005257	0.043909	1.0	0.001358	0.000934	0.002231	0.0	0.009235
CXCL1	0.032312	0.002031	0.00369	0.0	3.1e-05	0.00235	0.00349	1.0	0.004549
CXCL10	0.396797	1.0	0.470844	0.026137	0.011554	0.025019	0.0	0.018739	0.043876
CXCL11	0.085032	1.0	0.262382	0.017815	0.0	0.0148	0.017031	0.014366	0.009193
CXCL9	0.044848	1.0	0.736982	0.027139	0.00641	0.013395	0.0	0.014024	0.024737
CXCR2	0.026357	0.003241	0.00293	0.002942	0.0	0.001146	0.008184	1.0	0.000453
CYBB	0.80599	0.095202	0.032307	0.278733	0.001476	0.0	0.009822	0.08952	0.217822
CYFIP1	0.53831	1.0	0.809011	0.266046	0.043405	0.009001	0.022018	0.0	0.014067
CYP1B1	1.0	0.0	0.001057	0.001616	0.005447	0.010565	0.014232	0.067022	0.011871
CYP4F3	0.008523	0.004736	0.000208	0.0	0.003033	0.005169	0.000208	1.0	0.001067
CYYR1	0.017228	0.010695	0.348566	1.0	0.018363	0.044538	0.0	0.012543	0.040107
DEFA4	0.070164	0.061991	0.055834	0.050739	0.441211	1.0	0.035241	0.544966	0.076215
DMD	0.0	0.062572	0.799563	0.139149	0.002348	0.00086	0.009636	0.007786	0.042015
DPP4	0.00431	0.074138	1.0	0.709483	0.457837	0.084947	0.024713	0.014828	0.0
DPYSL2	0.516625	0.980428	1.0	0.876933	0.071161	0.007621	0.041341	0.0	0.015059
DSE	0.266735	0.755174	1.0	0.315444	0.010874	0.017188	0.0	0.223565	0.064705
DSP	0.001953	0.000852	0.034748	0.000994	0.000349	0.005255	0.0	0.002358	0.117452
DST	0.069126	0.621979	1.0	0.407744	0.017584	0.002951	0.073117	0.00037	0.0
DUSP6	1.0	0.083864	0.063382	0.124522	0.014731	0.00195	0.087428	0.760913	0.0
EBF1	0.004284	0.01797	0.001297	0.001389	0.001423	0.009227	0.0	0.002242	1.0
EGR3	0.046126	0.036222	0.02548	0.001719	0.003875	0.004892	0.0	1.0	0.007777
EHF	0.000898	0.056062	0.114258	0.001046	8.8e-05	0.0	0.000142	0.001333	0.000266
EMILIN2	0.746146	1.0	0.434071	0.278087	0.034536	0.002814	0.015807	0.081832	0.0
EMP1	0.028954	0.154815	0.05319	0.015212	0.0	0.002415	0.005162	0.002765	0.001046
ENC1	0.037766	0.008333	0.005578	0.0	0.004741	0.074705	1.0	0.162839	0.009139
ENPP1	0.003658	0.009892	1.0	0.002336	0.0	0.002801	0.013166	0.00294	0.004602
ENPP2	0.007298	0.58237	0.711721	1.0	0.013165	0.006314	0.0	0.009262	0.001022
EOMES	0.003354	0.0	0.000711	0.00231	0.085796	0.672262	1.0	0.014216	0.008618
EPB41L3	0.366236	0.398328	0.176235	0.014323	0.010756	0.000332	0.000279	0.0	0.000975
EPHA2	0.004119	0.012628	0.111255	1.0	0.000784	0.0	0.004238	0.022665	0.011362
EPHA4	0.029967	0.008451	0.0	0.110728	0.399981	1.0	0.352363	0.046499	0.122973
EREG	0.724173	1.0	0.149114	0.010364	0.002097	0.003781	0.127048	0.342828	0.0
ETS1	0.0	0.002777	0.004875	0.094658	0.822976	0.21017	0.272221	0.043335	0.040731
F13A1	0.902061	0.38166	0.0	0.147258	0.009717	0.013749	0.002102	0.144658	0.039148
FAM102A	0.0	0.019015	0.077931	0.017405	1.0	0.46172	0.020246	0.038035	0.059034
FAM129C	0.003544	0.008093	0.041218	1.0	0.0	0.001245	0.009866	0.007421	0.232322
FAM135A	0.124619	0.483334	1.0	0.190897	0.069652	0.02374	0.026115	0.0	0.038421
FAM198B	1.0	0.155759	0.039844	0.031135	0.000826	0.001787	0.002567	0.018075	0.0
FAM20B	0.005269	0.002168	0.001901	0.00183	0.001569	0.021827	0.0	0.002086	1.0
FBN2	1.0	0.134509	0.013943	0.0	0.004325	0.019432	0.009022	0.060201	0.025015
FBXL16	0.064437	0.011045	0.011425	0.002439	1.0	0.108476	0.009969	0.023499	0.054518
FCER1A	0.083519	1.0	0.058547	0.25336	0.028146	0.0	0.028769	0.023819	0.000613
FCER1G	0.579424	0.029893	0.0081	0.03541	0.010616	0.0	0.072237	0.258049	0.043233
FCGR2A	0.261037	0.081136	0.005617	0.000504	0.0	0.000658	0.006436	1.0	0.005421
FCGR2B	0.076017	0.331109	0.025249	0.003172	0.0	0.011527	0.015252	0.560675	1.0
FCGR3B	0.061822	0.001309	0.000401	0.001861	0.0	0.005591	0.008034	1.0	0.004493
FCN1	1.0	0.373396	0.011623	0.0	0.020229	0.004064	0.019002	0.205495	0.021153
FCRL1	0.002707	0.020081	0.001203	0.0	0.001817	0.012002	0.002499	0.006774	1.0
FCRLA	0.000451	0.002971	0.00116	0.037069	0.0	0.001087	0.00116	0.001065	1.0
FFAR2	0.101048	0.001816	0.002141	0.000879	0.0	0.001323	0.001239	1.0	0.005351
FGFBP2	0.000584	0.000581	0.000774	0.0	0.005568	0.226275	1.0	0.006011	0.003705
FKBP1B	0.036482	0.126865	1.0	0.001466	0.00033	0.003634	0.039398	0.005546	0.0
FLT3	0.022611	0.546566	1.0	0.307091	0.000432	0.0	0.005171	0.001488	0.001185
FMNL2	0.119833	0.268757	1.0	0.372684	0.012369	0.012978	0.0	0.017261	0.011663
FPR2	0.158734	0.00043	0.000292	0.0	0.001541	0.001977	0.001796	1.0	0.003131
FPR3	0.043688	0.229372	0.107379	0.003216	0.007597	0.011802	0.0	0.008317	0.019354
FZD2	0.329897	1.0	0.682692	0.265971	0.003911	0.0	0.01972	0.0	0.01369
G0S2	0.100992	0.091998	0.04614	0.002405	0.0	0.000989	0.03329	1.0	0.000314
GATA3	0.004068	0.000742	0.000757	0.0	0.629363	0.289759	1.0	0.011617	0.008863
GEM	0.011858	1.0	0.858067	0.084441	0.024793	0.04088	0.0	0.034711	0.022637
GIMAP1	0.364736	0.045073	0.013057	0.0	1.0	0.161691	0.058182	0.001525	0.000209
GIMAP4	0.972443	0.022793	0.004658	0.0	1.0	0.564215	0.095705	0.877202	0.064742
GIMAP5	0.18786	0.00603	0.00384	0.0	1.0	0.545206	0.042526	0.023446	0.061472
GIMAP6	0.432477	0.029954	0.007096	0.0	1.0	0.504843	0.136079	0.017131	0.006989
GIMAP7	0.325629	0.013046	0.005549	0.0	1.0	0.595112	0.185617	0.01672	0.025152
GIMAP8	1.0	0.050621	0.01599	0.16734	0.713537	0.24656	0.012313	0.092093	0.0
GK	0.06057	0.06919	0.031179	0.007729	0.003214	0.0	0.001552	1.0	0.001993
GNAL	0.012949	0.0	0.006933	0.002447	0.003411	0.03156	1.0	0.008483	0.023654
GNLY	0.003737	0.000987	0.000414	0.0	0.016397	0.36029	1.0	0.008598	0.031677
GPM6B	0.0	0.009376	0.146418	1.0	0.023285	0.008905	0.000327	0.000808	0.001373
GPR171	0.0	0.113753	0.141213	0.109144	1.0	0.802693	0.068242	0.038094	0.013322
GPR18	0.0	0.054205	0.110701	0.17674	0.190356	0.266498	0.15796	0.0071	1.0
GPRASP1	0.014844	0.003776	0.0	0.064583	1.0	0.626082	0.26276	0.018281	0.133594
GRIP1	0.019105	1.0	0.158626	0.068699	0.039157	0.005166	0.068699	0.005095	0.0
GZMA	0.002781	0.002312	0.002163	0.0	0.243862	0.562188	1.0	0.019859	0.023251
GZMB	0.0	0.001402	0.11927	1.0	0.007537	0.093302	0.561786	0.00298	0.004057
GZMH	0.001188	0.001222	0.0	0.005886	0.011556	0.351524	1.0	0.008859	0.010774
GZMK	0.00975	0.001379	0.001818	0.0	0.382287	1.0	0.401881	0.034335	0.020472
GZMM	0.007668	0.012943	0.014649	0.016503	0.070764	0.037175	1.0	0.014516	0.007529
HBEGF	0.475278	1.0	0.020051	0.002497	0.0	0.009114	0.130902	0.090124	0.02919
HK3	1.0	0.114515	0.039331	0.037525	0.020061	0.019393	0.0	0.416094	0.009298
HLA-DOB	0.010671	0.376755	1.0	0.06956	0.015051	0.023207	0.012848	0.013518	0.865622
HLA-DPB2	0.010661	0.748428	1.0	0.366469	0.00164	0.005383	0.006651	0.0	0.048929
HLA-DQA1	0.024815	1.0	0.56423	0.208899	0.001562	0.001283	0.01289	0.0	0.149576
HLA-DQB1	0.200052	1.0	0.797617	0.345499	0.0	0.019602	0.019877	0.004573	0.247323
HLA-DQB2	0.045401	1.0	0.885139	0.069241	0.028281	0.03139	0.032433	0.036795	0.061992
HMOX1	0.652069	0.066948	0.079383	0.0	0.013823	0.01255	0.039971	0.099442	0.020394
HNMT	0.259222	0.02831	0.003625	0.0	0.001468	0.000722	0.000604	0.003097	0.005355
HOPX	0.003842	0.003875	0.002511	0.0	0.119198	0.186235	1.0	0.015317	0.084787
HOXA9	0.016104	0.427428	1.0	0.171379	0.0	0.021757	0.160534	0.002126	0.013485
HS3ST3B1	0.0	0.023802	0.110477	1.0	0.317789	0.10506	0.098519	0.070504	0.000342
ICOS	0.013979	0.017424	0.01479	0.0	1.0	0.459872	0.040925	0.069776	0.031606
IDO1	0.006175	0.285295	1.0	0.002044	0.001081	0.001567	0.001592	0.052171	0.0
IDO2	0.005517	0.294857	1.0	0.005277	0.001684	0.0042	0.0	0.003358	0.006813
IFNG	0.011416	0.0	0.00843	0.000878	0.043315	0.848329	1.0	0.016473	0.010362
IGFBP3	0.0042	0.0	0.026926	0.506402	0.057042	0.088159	0.018662	0.007476	0.007279
IGHM	0.007009	0.047271	0.013769	0.249551	0.006355	0.049893	0.003299	0.014551	1.0
IGKC	0.000331	0.00103	0.003861	0.169062	0.000321	0.000543	0.0	0.001324	0.213442
IGKV4-1	0.003813	0.010197	0.00258	0.002206	0.000117	0.018399	0.0	0.006251	1.0
IGLJ3	0.050018	0.050239	0.051227	0.060225	0.04727	0.06941	0.036093	0.067797	1.0
IGLV4-60	0.058587	0.085797	0.071739	0.073623	0.044348	0.06388	0.070435	0.089217	1.0
IKZF3	0.006704	0.003028	0.0	0.004325	0.072114	0.42148	0.024654	0.010208	1.0
IL18	0.067175	0.382915	0.245245	0.070633	0.0	0.001042	0.086561	0.004797	0.000265
IL1R2	0.017841	0.37557	0.075116	0.001975	0.000471	0.000613	0.0	1.0	0.000341
IL22RA2	0.011597	0.785181	1.0	0.055417	0.005632	0.011687	0.0	0.014259	0.017902
IL2RB	0.007079	0.001222	0.000446	0.0	0.153617	0.254404	1.0	0.02241	0.020471
IL32	0.006928	0.00218	0.000525	0.0	1.0	0.319587	0.045615	0.029274	0.011363
IL3RA	0.020548	0.022394	0.062856	1.0	0.0	0.003102	0.001967	0.031191	0.046737
IL7R	0.0	0.045559	0.029572	0.003987	1.0	0.415543	0.034831	0.031154	0.009876
INSR	0.253455	1.0	0.939434	0.62352	0.005334	0.0	0.022266	0.020141	0.0227
ITGA6	0.003923	0.0	0.035245	0.001715	1.0	0.225757	0.170565	0.113607	0.001544
ITK	0.002804	0.000263	6.6e-05	0.0	1.0	0.616188	0.350617	0.017099	0.006881
ITM2A	0.003188	0.0	0.00064	0.016788	1.0	0.614837	0.474378	0.037093	0.104725
ITM2C	0.0	0.081449	0.152202	1.0	0.015088	0.019206	0.003191	0.008573	0.019763
ITPRIPL2	0.40064	1.0	0.859407	0.294041	0.005491	0.005895	0.0	0.0001	0.010546
KANK1	0.017456	0.022729	0.041391	1.0	0.203159	0.024958	0.01317	0.0	0.050798
KCND3	0.016053	0.009723	1.0	0.002988	0.0	0.013846	0.000294	0.013871	0.025347
KCNJ15	0.033184	0.0	0.002922	0.000473	0.004466	0.00944	0.00206	1.0	0.014
KCNJ2	0.104688	0.024788	0.026437	0.0	0.003349	0.011963	0.000711	1.0	0.016385
KCNK17	0.013659	0.046614	0.109486	1.0	0.009078	0.012739	0.008397	0.002392	0.013064
KCTD12	1.0	0.922484	0.891298	0.454695	0.03846	0.005554	0.008072	0.151562	0.0
KIAA1324	0.022626	0.001191	0.003992	0.0	0.03363	0.017193	0.004636	1.0	0.009176
KIF16B	0.091954	0.248798	1.0	0.092904	0.155269	0.038867	0.048603	0.0	0.011898
KIF21A	0.004787	0.018824	0.020439	0.006302	0.431102	1.0	0.825901	0.0	0.017208
KIT	0.0	0.355152	1.0	0.042581	0.007102	0.041969	0.224344	0.134606	0.003982
KLF4	1.0	0.552236	0.282197	0.134286	0.007865	0.001353	0.054008	0.095308	0.0
KLRB1	0.005349	0.000777	0.000472	0.0	0.472537	0.691142	1.0	0.024777	0.033469
KLRC3	0.000711	0.000583	0.000292	0.000583	0.0	0.275268	1.0	0.001399	0.003717
KLRC4	0.00086	0.0	0.0	0.001564	0.002076	1.0	0.481458	0.00682	0.001564
KLRD1	0.006049	0.000313	0.000439	0.0	0.012914	0.747319	1.0	0.008475	0.04197
KLRF1	0.000704	0.003491	0.002126	0.00911	0.0	0.11114	1.0	0.002489	0.008069
KLRG1	0.021898	0.007144	0.017208	0.0	0.321436	1.0	0.137106	0.012077	0.061502
KLRK1	0.008432	0.003913	0.0	0.010801	0.018742	0.93919	1.0	0.024071	0.037694
KRT23	0.016866	0.00296	0.00283	0.002277	0.002206	0.004259	0.0	1.0	0.005009
KRT5	0.00752	0.0	0.123264	1.0	0.001681	0.01422	0.001727	0.00508	0.007843
LAMP3	0.002598	1.0	0.683126	0.059047	0.015943	0.008061	0.0	0.022715	0.004518
LBH	0.0	0.011763	0.001058	0.06731	1.0	0.525859	0.33063	0.01912	0.773652
LCK	0.003847	0.002362	0.000371	0.0	1.0	0.44629	0.220647	0.023546	0.0247
LDLRAP1	0.041148	0.048813	0.017896	0.0	1.0	0.236669	0.080092	0.027928	0.016911
LGALS2	0.468629	0.988494	1.0	0.020881	0.005222	0.0	0.008076	0.00694	0.009906
LGMN	0.0027	0.12578	0.290259	0.334061	0.009853	0.001711	0.005507	0.0	0.003396
LILRA4	0.0061	0.013795	0.148041	1.0	0.00668	0.005838	0.0	0.011739	0.032193
LPAR6	0.921291	0.219384	0.056353	0.0	1.0	0.407402	0.074925	0.024129	0.034598
LRRN3	0.018541	0.00733	0.005252	0.007099	1.0	0.648322	0.0	0.024437	0.043518
LTF	0.051308	0.0	0.781263	0.009241	0.768766	1.0	0.006931	0.502257	0.020023
LY86	0.840918	1.0	0.995447	0.054855	0.007172	0.005813	0.0124	0.0	0.846776
LYRM2	0.479101	0.003459	0.0	0.009554	0.251269	0.786298	0.500988	0.035019	1.0
MAFB	1.0	0.172992	0.056086	0.00193	0.008329	0.006513	0.059251	0.121162	0.0
MAFF	0.022493	0.193101	0.201107	0.004241	0.011671	0.031504	1.0	0.236232	0.0
MAK	0.02661	0.010879	0.003091	0.00445	0.005192	0.006904	0.000989	1.0	0.0
MAL	0.005042	0.002012	0.000958	0.009341	1.0	0.115344	0.0	0.012522	0.010107
MANSC1	0.02473	0.001786	0.001042	0.0	0.011043	0.002199	0.001116	1.0	0.00268
METTL8	0.04115	0.095775	0.104568	0.234591	0.124481	0.047288	0.11435	0.0	1.0
MFHAS1	0.06364	0.050722	0.049295	0.0	1.0	0.108979	0.564281	0.031828	0.017753
MGAM	0.014869	0.001404	0.000558	0.000832	0.0	0.000973	0.064365	1.0	0.000434
MGST1	1.0	0.131932	0.158114	0.102991	0.013699	0.022781	0.0	0.008546	0.036452
MME	0.019266	0.001159	0.005328	0.044871	0.005326	0.009668	0.0	1.0	0.014826
MMP12	0.009169	1.0	0.816992	0.0	0.003351	0.011795	0.004607	0.003833	0.014007
MPHOSPH6	0.044662	0.068813	0.036759	0.006176	0.000962	0.244035	0.23717	0.0	0.00397
MS4A1	0.004581	0.027026	0.00018	0.0	0.003948	0.049913	0.001651	0.004005	1.0
MS4A6A	0.715356	0.342388	0.16809	0.472119	0.008943	0.000897	0.0	0.109784	0.021075
MS4A7	0.995954	0.538368	0.254194	0.033418	0.021452	0.013425	0.0	0.023825	0.033976
MXD1	0.073594	0.030204	0.015419	0.019266	0.00458	0.00588	0.033538	1.0	0.0
MYBL1	0.001336	0.008483	0.008035	0.0	0.191977	0.258305	1.0	0.009723	0.000693
MYC	0.103298	0.016656	0.055169	0.0	1.0	0.349694	0.114939	0.016638	0.173835
MYOF	0.719303	1.0	0.69975	0.361412	0.019983	0.01363	0.0	0.005597	0.027894
NAP1L5	0.001073	0.044355	0.025898	0.095293	0.069382	0.069538	1.0	0.021462	0.0
NAPSB	0.076531	0.580236	1.0	0.60766	0.000812	0.0	0.007716	0.000259	0.099054
NAV1	0.042562	0.591124	1.0	0.065314	0.019037	0.022175	0.0	0.009399	0.050566
NCAM1	0.003928	0.001451	0.033378	0.006772	0.0	0.012376	1.0	0.002662	0.008057
NELL2	0.006023	0.000748	0.003085	0.0	0.894747	1.0	0.053042	0.024146	0.015021
NFE2	0.389945	0.015722	0.002542	0.003403	0.001504	0.002265	0.0	1.0	0.006218
