Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
HTRA1	50.694798	15.546833	24.02772	25.37191	20.278295	19.661655	33.829642	13.654909	15.357269	18.952308	31.94672	183.756499	42.297892	38.709417	14.545842	23.095159	17.390777	30.277245	36.343247	36.104639
ICOS	16.203883	20.278164	262.245996	31.730773	15.99561	128.269259	12.077339	27.338154	12.314254	200.370155	12.964633	22.808016	22.677498	18.020203	12.196635	22.806301	9.474306	18.150317	7.751508	35.907581
IFI27	19.862613	22.343401	32.863946	19.698974	25.884517	27.043975	33.896487	9.527926	12.267625	14.402895	63.404976	27.624591	605.424453	34.217672	17.935015	46.981118	14.697428	24.188624	75.932387	139.424936
IFNB1	14.592769	10.048513	13.428327	11.366828	9.566131	12.921871	17.0403	8.624413	15.145539	8.501838	11.887008	12.837928	11.83225	8.995349	9.678102	17.575608	11.166496	14.505132	11.986694	133.039818
IFT20	168.150391	193.377523	105.01949	113.262742	209.293254	119.701547	66.637328	74.603872	154.822488	158.361323	235.195957	113.747613	42.159323	65.158177	163.437988	155.225032	113.317807	112.783575	205.164526	50.747772
IGFBP2	17.960182	17.079367	18.530677	16.066663	34.74784	22.094068	296.78959	16.944146	27.146805	11.291193	22.879347	31.938328	22.059862	27.932551	11.417909	16.900901	11.384084	16.969163	11.821183	25.652569
IL15RA	56.76373	48.668971	38.653063	50.594543	63.762283	48.241205	30.988632	20.676437	18.198432	96.812562	45.00771	17.091316	66.526337	17.317901	49.435364	29.448023	36.871237	53.332249	89.102437	37.626699
IL1R2	49.060908	30.616535	22.148739	15.439591	24.733597	13.958117	18.890596	20.736333	19.567624	15.536029	15.381256	46.77827	31.41673	54.540967	12.169181	143.568295	11.366631	361.452109	15.778735	21.965093
IL1RAP	28.877572	31.947233	29.774862	22.802365	41.135191	22.77637	40.770405	51.155381	58.617535	36.415524	30.680701	23.176908	24.928176	31.840664	18.044712	30.206743	21.603696	143.446267	9.801005	14.562264
IL1RL1	19.221628	17.257455	16.823842	22.133854	13.497412	15.930234	135.758388	149.926071	64.244359	19.398218	19.892654	19.009492	14.351084	14.039361	15.897682	20.539273	17.4362	39.479091	20.140929	24.592897
IL2RA	23.955659	17.289642	83.576454	43.377219	18.80791	40.042	29.117406	69.609079	23.85087	185.049826	18.403293	33.289339	68.765118	21.081191	60.591478	34.666593	25.921181	32.02635	18.652139	38.848381
IL32	21.181972	13.728248	371.00708	230.229917	86.14319	547.367633	46.31685	48.635219	20.637611	571.627151	22.35625	16.397308	69.334626	21.187101	22.6351	28.582425	16.332305	26.279744	16.182827	25.941113
IL4R	124.059611	103.219178	133.460531	79.876435	78.662099	140.621533	128.323977	98.602159	126.616843	142.96585	63.028144	143.97882	115.742221	117.996554	77.747353	87.586546	375.64061	154.195343	42.157546	61.198774
IL5RA	15.703347	17.233199	16.809901	19.365878	13.305044	17.668185	27.043188	105.209476	126.518973	13.190071	15.364423	22.960775	23.854369	22.964176	19.119905	24.666075	16.719945	55.238337	38.148993	23.24275
IL6ST	37.18355	15.955134	66.958464	27.414636	60.366498	48.109168	53.217849	12.631238	25.445839	35.01581	29.46056	28.894912	36.237525	34.355542	35.431951	30.160865	48.381224	32.292755	129.424717	30.560537
ING2	39.822784	88.872575	53.466085	44.226252	64.759352	60.282687	43.941227	116.454834	64.957805	37.039684	60.939224	63.481238	108.432819	121.012868	41.271638	83.529162	33.26759	58.745403	27.456181	27.280063
IRS1	16.843855	8.009778	22.0623	19.372087	13.25058	23.278461	14.649941	11.985749	20.503201	25.007422	12.577439	12.837163	13.367414	12.076048	28.203657	14.838423	34.698691	18.620963	29.189448	20.14548
JRKL	33.078076	18.707911	36.414753	38.095963	28.074684	31.085672	46.191043	28.037145	38.951935	40.868765	43.90836	24.924072	29.091427	28.107682	33.231249	20.179724	26.279413	36.359727	18.76812	68.188967
KCNJ15	43.18707	22.105727	19.064352	26.176201	21.863513	16.519066	28.884961	18.534581	23.500884	14.109581	14.987185	27.542389	19.471191	13.970518	18.446702	19.832268	17.606422	218.971758	24.176471	28.818263
KIF1A	13.622158	16.453778	18.942263	19.761297	22.691474	19.100546	11.63766	13.691011	20.345354	14.313712	14.447974	18.478314	10.596884	9.506352	17.769338	16.764938	23.672172	21.839717	14.588582	110.885997
KIF22	35.923948	80.975973	83.774233	42.837826	64.601764	87.884556	42.292233	176.891991	35.001255	76.855639	55.070107	32.71381	22.122568	20.208357	57.807921	76.32342	50.837653	41.666582	32.192351	23.384583
KIR3DL1	23.072414	25.487793	24.635147	227.978783	119.687631	33.203056	23.694336	21.726197	15.285888	81.156299	14.377425	26.289561	16.549378	14.907102	16.680348	17.34562	20.499599	39.650258	21.377296	30.894786
KLHL18	55.755279	110.794151	44.977605	43.176255	67.680813	44.495634	33.095235	79.696922	45.560048	45.284921	46.317655	80.866526	52.583207	51.647409	63.693625	43.961443	57.262093	66.949115	52.05471	30.832367
KLRC3	10.523502	10.135987	12.754512	241.222422	143.919387	82.907986	9.883228	10.237876	11.565515	86.492231	6.057088	10.127222	10.861977	9.579869	12.402225	13.727086	10.848924	16.18972	7.988661	16.488796
KLRD1	22.254326	24.500777	28.65626	331.256296	270.529164	158.350244	17.260585	15.519584	18.742484	215.328064	14.037461	16.189271	17.780828	14.694228	21.637093	17.099285	18.634457	42.453891	23.841347	13.787807
KLRF1	22.900955	36.996518	25.039171	565.693282	673.748957	88.756659	9.697763	42.711176	17.153272	41.081935	16.848788	18.881381	21.005789	25.999136	16.985125	21.951671	15.17427	42.631888	11.137692	26.331445
KRT19	10.13001	10.508263	11.998656	9.579039	16.277722	11.572269	171.021925	14.385653	12.11458	5.968737	11.460969	11.424393	9.873239	9.542035	9.792627	16.774696	9.490013	13.958314	6.556856	42.931564
KRT5	19.10683	16.587608	17.731615	15.27227	20.59448	13.92686	23.694485	8.197329	23.41757	13.817111	16.725955	19.298538	10.378597	10.101124	16.177764	14.407534	20.014564	23.159041	32.339282	76.129411
KSR1	29.754294	51.046701	31.059512	33.526259	39.833867	32.204445	23.312384	34.100962	210.080816	25.308691	30.474805	28.109128	23.544305	18.866856	26.653087	21.904454	19.534752	36.795936	23.545412	28.589347
LAIR1	134.234561	221.707595	82.819746	117.439577	66.851539	78.873992	88.562448	540.341422	69.799646	57.66523	124.715356	112.303839	413.762792	302.280213	58.231114	147.029479	169.391616	70.558928	40.742073	59.76154
LAMP3	33.458323	19.951349	51.065599	29.088037	14.424692	33.739765	19.815019	45.447058	50.525242	36.361113	13.943639	60.253661	133.221992	47.03768	12.535688	363.560224	14.404797	59.876088	127.041285	39.006018
LGALS13	14.806773	19.496024	15.301019	22.898256	8.742914	14.385614	13.123651	15.067145	15.266562	16.489305	15.554785	26.449833	21.46551	23.430003	15.325265	12.387322	17.066095	22.332979	19.493603	21.506837
LILRA3	257.425718	269.153924	32.34396	33.177277	19.422757	20.421981	23.13061	22.816739	14.903129	8.733084	34.443009	43.310791	425.939128	135.643238	15.339754	95.110943	19.251962	123.928456	15.77393	11.150931
LILRA4	29.126502	31.43404	23.614922	29.403595	30.575304	26.710066	22.82271	30.681445	40.114926	10.929415	35.148358	32.681869	33.753721	41.414371	59.583381	26.82069	58.68698	38.705645	20.650143	218.846761
LILRA5	70.352988	171.940619	31.724043	26.339767	18.322461	15.024066	13.287153	18.653326	9.879939	13.638833	13.975857	29.963701	111.697649	44.101029	15.528148	43.360524	18.077155	91.439507	16.968047	23.508743
LILRB1	261.57202	338.294796	39.534533	66.915153	50.646021	39.544588	20.934799	268.311459	17.96634	21.171645	35.478725	69.617431	283.362864	206.378371	86.450108	136.509713	88.789535	104.633678	65.411368	75.197719
LIMA1	24.435072	19.214455	74.86713	43.1404	28.67787	49.825709	182.832127	21.517976	16.641157	47.078885	44.290892	51.628624	74.208216	149.422444	39.25853	44.41842	34.756001	18.803839	46.957396	16.921181
LIMK2	46.696082	31.988834	42.221488	48.331446	29.699384	39.102105	43.448508	43.394784	57.212739	48.828387	43.221017	35.464899	54.284855	21.660486	44.940897	26.467343	56.851674	185.640222	23.459708	39.824896
LIPF	14.541258	17.679231	13.655879	21.294083	8.581608	15.130103	10.213126	28.752788	10.308865	14.321349	9.104582	14.978616	23.402844	20.990309	13.32647	18.426089	15.374296	25.216114	13.15559	62.781704
LRP5L	47.978872	105.123906	52.924075	61.457696	44.795495	43.39816	29.443246	922.152526	38.247065	37.852642	75.879736	112.543368	61.170911	74.419544	25.363491	82.078492	30.964999	54.727708	15.259363	55.611242
LRRC8D	203.627592	201.136361	142.837022	101.411407	116.455422	142.772433	66.605725	35.002553	71.82602	159.899086	326.228777	191.339718	81.105576	89.427665	134.294551	92.279135	138.708109	94.543672	129.743228	66.61185
LSM4	74.429622	195.565503	121.010607	88.911046	105.040074	135.425977	51.963545	143.892528	55.32303	85.94577	85.242638	126.183474	192.355209	205.887501	105.784274	164.205376	88.984276	37.439499	48.31696	144.088973
MAG	17.716045	28.772258	19.38011	21.732218	16.062875	15.45443	17.877938	23.519966	19.91221	11.229028	15.047598	23.200731	14.515489	14.017755	20.05885	17.040428	18.962558	22.261214	11.089922	78.979363
MAL	21.98082	17.005704	320.712587	24.36834	16.506136	182.897099	52.733834	20.103642	16.42615	127.546184	29.512972	13.065304	16.023397	24.780659	22.589584	20.981611	27.710858	34.512741	52.96145	16.454911
MAOA	17.527764	10.637799	16.043457	14.350743	11.884975	13.026233	77.067869	33.629806	17.112509	15.41621	19.253436	46.115077	70.411593	476.221065	12.767108	38.945621	10.399204	18.268452	10.48444	32.325935
MAPK7	55.67954	85.040053	38.530643	35.194146	34.378493	39.041352	34.280091	45.211405	23.583625	33.15533	26.701664	32.366561	51.413285	48.983391	32.970703	38.13253	33.731944	33.50114	30.271205	29.133607
MAT2B	148.028241	132.764789	169.068447	206.914849	189.561397	252.701348	200.888276	181.400137	1094.070575	170.001135	115.808077	72.792611	130.12854	175.130871	610.101473	160.858673	693.213097	153.052214	436.96115	61.928644
MEST	26.547397	18.464747	22.265919	20.060254	16.247098	27.5614	17.623942	12.134218	24.630071	19.793799	441.47297	24.101309	11.403056	11.188716	24.243403	17.809022	26.698287	28.198344	39.545481	31.70105
MME	20.19588	15.719422	16.019474	13.867911	10.221485	13.227523	20.892352	12.499424	29.78551	8.94602	35.455286	22.838645	16.575013	15.957078	16.661382	14.457333	17.167256	238.54936	20.947029	32.555792
MMP25	54.898416	33.714498	35.653552	38.630152	26.507233	37.014126	29.037509	275.048951	63.353442	42.22659	29.567596	27.616578	49.681395	41.162143	24.159923	53.925595	27.887798	167.153017	47.026403	29.055998
MMP8	15.037825	10.17883	13.563454	16.589225	9.318403	11.404919	24.059479	9.997669	23.82023	14.00398	17.536167	44.572114	7.394264	6.948941	14.465381	11.97298	17.198906	41.06901	35.790045	22.452493
MMP9	71.048437	19.121285	31.306045	41.192762	30.565612	24.329045	43.25798	14.534043	29.451714	46.078957	40.63705	1082.375474	3825.404778	2402.56263	22.460579	213.215089	22.020235	479.801002	80.783036	40.173535
MOCS3	30.824446	16.58147	33.99311	25.993057	19.857629	24.969369	41.483213	18.869865	14.927211	37.887512	23.783114	38.803114	25.069081	27.340857	24.299619	18.789631	28.761606	32.078836	40.20538	24.591459
MPO	43.198404	34.880547	23.447348	29.213562	16.046429	16.635142	27.958006	72.8887	30.978605	15.113319	879.922955	45.479235	45.855922	42.880359	13.239024	21.327809	14.566961	41.159018	23.478977	21.211638
MPPED2	10.305006	12.257029	15.069221	20.841707	13.972698	11.919634	17.570814	9.555447	16.979727	11.346468	27.695689	15.594695	6.65776	6.769345	10.993897	14.547355	14.501921	16.876208	11.16469	25.845648
MRPL3	148.095675	236.470862	204.307622	145.315835	148.606767	207.723698	309.60766	63.405157	74.057517	903.288469	816.340803	100.968762	111.359692	165.734104	342.391224	170.231027	255.071865	45.634884	446.754326	79.456447
MRPL4	39.612616	41.804354	53.745949	34.676542	38.097691	60.7536	90.724336	20.699527	11.309007	87.901298	50.055728	45.006093	43.657143	45.236235	53.510907	33.411145	48.491099	17.326545	92.440234	31.306231
MS4A1	23.624898	16.373152	25.687031	23.599104	17.084305	29.09363	15.781221	24.885814	57.174162	19.754349	19.03951	18.177337	12.435397	13.626376	1425.959673	19.240838	1518.542733	31.438092	78.463525	14.108921
MS4A6A	446.048556	285.909853	62.511952	39.22915	22.32234	19.856361	36.473171	216.227021	38.895714	13.142594	84.641099	110.812924	84.453534	675.750915	22.166089	161.105148	23.840581	86.604565	32.117381	43.908639
MT1X	149.809474	185.102129	132.530483	68.890617	103.874123	162.443045	201.18525	60.41167	67.638641	221.999743	119.873683	199.526207	624.849502	146.602072	72.140467	79.438375	43.618082	86.176673	69.072537	37.566048
MTMR11	179.564981	194.876801	37.92173	27.489013	35.276543	23.231725	25.985822	35.995076	16.342581	16.634058	23.38404	47.218556	45.061238	33.356051	18.38268	52.584733	20.352026	32.297852	39.632004	28.679173
MTSS1	67.895716	199.655697	45.310135	134.126352	122.446425	41.456778	73.791774	47.419903	31.833963	27.85776	35.824888	51.224605	53.515305	86.251774	110.100048	104.303879	136.833853	30.107368	25.862018	45.051617
MUC1	24.309448	20.359561	31.924194	16.519176	25.788929	29.018633	33.583377	29.694779	24.002279	31.138081	43.883654	27.32528	61.029106	27.572684	25.360144	38.70461	21.15941	31.797983	31.150458	168.447873
MYLIP	97.701217	307.902186	150.01503	131.508224	225.332085	131.21379	45.35543	684.669364	123.091213	84.54223	126.183317	49.449869	105.479133	111.74344	118.916417	196.025262	131.391102	266.957808	40.018574	37.044678
NAGA	193.452331	253.911961	53.572599	40.045886	44.329254	40.308289	164.862168	31.446662	29.904059	65.506892	82.70445	103.273568	82.301948	150.593305	64.641531	99.476183	56.918086	39.678142	77.758441	68.614923
NBN	87.183403	73.595585	64.779692	102.763161	169.809757	81.174063	61.549086	57.856174	178.244292	92.436443	114.397344	75.75723	107.383916	69.558193	105.049169	79.740635	71.558353	169.780826	50.550549	28.481623
NBR1	63.478412	21.869924	58.810694	54.015345	73.091448	69.582731	87.73089	26.12004	128.577885	87.393357	35.374724	35.00807	20.301084	32.997768	66.606362	27.352792	61.079901	71.626657	129.494635	28.171768
NDRG2	26.940377	27.401592	39.612261	31.904702	29.699949	26.814568	37.551812	27.179903	28.732258	19.004154	23.714184	41.41162	48.461579	52.430672	26.730855	97.854022	29.17256	32.037292	32.155033	37.380019
NEFL	13.464449	17.563712	29.247697	13.723334	14.756236	14.192071	40.638664	19.86067	13.818341	12.555351	8.745382	18.326731	14.494803	13.278259	14.100501	18.845121	13.41267	24.832125	9.933653	20.626591
NME1	82.868615	123.789816	110.453121	54.002661	53.056751	121.382951	351.918976	40.359591	38.173911	454.432273	636.154175	135.481919	91.866551	106.057962	233.52819	99.924562	176.186247	43.197605	509.07225	285.792178
NOTCH4	30.033923	82.35066	26.049263	27.009172	40.02537	22.245078	31.516706	21.50202	27.590954	17.958455	24.797951	22.837366	25.50794	16.457332	29.446933	20.098326	35.386104	25.004261	27.610472	29.0777
NOV	18.18954	22.753984	18.72602	15.79636	20.272267	14.682938	19.469776	32.711642	45.327816	14.896248	23.093895	33.428137	24.621323	28.346076	13.593262	19.122639	18.685799	116.420838	16.949947	22.849851
NPEPPS	81.254098	70.583677	80.709665	61.617603	241.197871	81.319427	54.369239	129.18536	140.203799	106.969532	82.533166	31.246253	59.871167	74.879931	77.2394	102.608601	70.26796	113.237158	42.282147	33.223622
NR2E3	16.862504	14.625443	18.570413	17.403898	27.860256	15.032506	11.688024	9.6247	24.84972	12.491883	13.427158	24.625188	10.350706	10.206289	18.805404	14.586988	20.035185	19.898992	12.097325	20.168455
NR4A2	44.378568	237.047362	97.480891	87.959475	937.663102	170.097323	49.64216	179.533355	103.189407	121.023405	147.691623	19.620665	49.373216	34.249654	60.676807	112.927004	48.230551	179.093779	69.097567	12.652635
NRG1	41.974092	20.084322	18.196528	15.010718	20.306958	16.365356	20.2966	14.266314	17.326129	12.092518	12.901273	13.308543	11.224971	11.929372	14.297764	21.649547	15.558008	21.691122	15.276184	14.442313
NRGN	183.156218	129.233601	41.339907	29.186406	34.199155	29.902046	61.241037	27.200958	19.744434	22.555611	47.949498	32.367839	24.088339	47.573654	20.875755	27.737916	23.024125	72.8599	33.352733	62.374135
NUDT1	55.355002	129.69746	78.876525	52.286829	73.514465	86.944648	57.01744	62.901288	12.661107	78.907102	279.654092	181.827243	40.586782	64.728852	78.845213	125.895397	69.077524	21.416308	23.265285	312.489187
NUDT18	54.244607	119.092006	56.650818	48.60511	35.356786	52.855445	25.22853	78.091801	21.376223	50.220026	43.917342	96.442296	105.166233	81.773497	34.302071	75.497661	39.321002	46.26592	34.971465	93.725649
NXT1	93.772891	225.249908	164.150397	98.999333	156.154896	224.056743	79.756476	155.127613	89.827221	220.956538	243.795467	50.34836	187.901648	191.35917	97.110422	217.32286	116.470466	105.740605	163.338339	79.600575
NXT2	64.947039	110.436086	58.756905	66.086125	90.646294	59.648458	220.756115	53.752361	29.759779	79.54871	79.104757	35.526101	94.351477	85.265605	70.971962	93.796849	47.130859	55.637105	36.443814	100.776301
OLFM1	37.202375	55.595725	19.501765	17.612825	13.392056	15.312107	17.247371	11.502681	18.034496	12.701929	19.206385	23.47824	23.836636	21.128798	13.603529	24.965363	13.015912	18.555871	18.239404	25.823821
OR2F1	18.765612	13.921443	18.142429	15.288038	15.638387	12.856058	24.352629	10.100194	20.922957	13.351206	15.198518	20.78211	9.727019	9.947481	11.758545	12.761771	14.705465	18.940282	18.959694	17.303378
OR2J2	13.327599	14.863942	14.175469	11.626898	7.645069	9.688608	14.477809	12.429201	7.961652	9.119287	9.13408	23.936919	8.206225	8.262144	10.83052	13.681019	12.482022	15.812214	10.817018	31.453587
ORM1	24.142762	22.196142	17.526099	15.945409	12.49927	16.91123	16.810126	21.490147	12.715256	8.145658	14.887871	43.18347	71.607499	15.634066	16.182976	15.722678	15.922593	185.875281	15.696599	50.761562
OSBPL10	16.340269	11.229483	19.387839	18.609009	20.490086	18.371116	16.262919	11.486394	22.977182	19.380567	23.420195	20.364002	16.201821	23.093357	104.869939	16.473223	105.278523	21.347561	48.382862	14.938525
PALLD	52.110787	43.404097	25.142992	60.396199	34.00972	22.000018	59.61768	660.417709	10.13307	17.983118	22.758238	90.717933	64.220082	322.839532	25.649088	127.072675	25.612387	20.7719	14.170945	55.390979
PANX1	49.183798	50.369655	46.199168	50.002509	80.050548	44.615341	57.919752	23.516535	29.982679	63.785534	36.478339	48.919503	93.926979	38.536156	34.666781	53.397597	25.542392	24.171302	33.607998	22.645455
PAX5	23.444126	15.458401	18.675271	20.578075	21.445564	22.346667	23.533675	9.278338	35.318889	20.027486	38.734785	22.052208	12.432153	10.260643	169.26117	16.972492	212.025286	24.081326	43.329057	40.009481
PCGF2	24.94241	42.002228	27.850591	23.907789	24.759645	24.079738	29.883097	15.031703	21.87178	28.474406	30.258084	25.268575	54.521158	38.416585	29.00033	21.754022	28.858802	34.708164	47.627785	179.949603
PDGFB	23.785801	19.348625	23.793776	21.254071	14.802611	22.101126	21.497696	21.547493	18.798034	15.182914	22.140192	32.430576	31.85218	39.577951	18.279732	29.783514	23.899041	21.918929	24.158839	132.150355
PDK4	68.8027	123.613441	22.074513	20.581843	15.184665	14.733716	15.143374	19.410778	125.205551	10.274054	22.585063	26.753803	32.039133	41.872915	14.581064	32.800723	21.18425	36.611015	14.620722	23.45818
PGLYRP1	26.528751	21.397766	21.153206	20.276139	17.987482	18.578705	20.660928	30.703169	53.204637	8.959322	23.013781	45.077452	16.973305	17.564939	14.748401	16.893025	16.898476	169.471845	22.097281	21.543899
PHEX	18.762702	15.933051	23.688283	17.646354	14.805312	22.578339	15.994278	16.708634	19.501602	22.024607	9.925041	16.45506	13.085658	13.123202	21.865499	17.808453	22.604715	30.842584	31.334576	116.527892
PI3	33.552777	14.969003	18.812796	34.375455	16.042712	16.402216	15.019609	12.868174	15.993177	14.584191	13.128197	30.77307	18.590268	12.491856	20.632043	14.666681	25.143567	486.95299	17.407045	21.851552
PIK3CG	42.021653	143.056456	58.978775	102.466015	146.060281	50.712067	31.681813	184.595215	66.941615	65.664238	34.451611	36.371577	85.420994	81.712739	68.211915	88.262767	73.094665	121.694664	25.789171	53.972231
PLAT	12.767167	11.083174	17.851873	18.630138	18.944618	11.147667	312.298203	16.172317	17.539343	15.804892	11.081472	13.376957	14.389554	11.157077	13.035531	23.921633	15.91152	21.211834	11.266314	19.297408
POU2AF1	18.192298	9.692728	41.105262	23.048092	22.353088	26.712652	12.960419	17.652717	80.29677	20.443178	23.855564	25.879545	13.441854	16.72148	579.456401	14.442516	793.327089	22.954448	1310.106229	22.610489
PPA1	427.74706	362.78887	369.031768	137.42057	142.905488	423.191534	322.189795	93.883827	123.4163	793.81504	1293.448964	241.342297	883.864571	284.584418	419.289092	890.925262	277.606414	69.693782	802.612297	88.079506
PROM1	12.405049	11.005328	17.04839	20.423755	13.183178	13.775688	16.385968	50.303246	39.672248	16.293329	482.323548	20.763279	8.904687	12.974965	12.136555	14.404714	10.999749	25.806534	12.708673	22.298243
PRR5	24.589936	48.478808	53.461784	53.612956	56.899755	103.090247	25.909922	22.287093	16.698144	52.24102	68.206875	30.94439	39.218156	35.892602	40.280446	20.416526	26.369859	26.159001	53.668916	52.808248
PSAT1	25.691858	13.4421	47.408175	40.847336	14.38953	46.893141	159.275685	13.27271	15.19006	168.17416	28.714631	51.904892	27.617124	24.651705	57.121705	19.254096	30.480608	24.810619	207.378496	39.00566
PTPN13	11.927413	27.804878	28.351635	18.935545	18.404209	9.517159	9.772316	13.26801	25.724642	13.957284	9.740782	29.569704	10.596448	11.97721	13.445071	17.116207	11.16302	18.831615	7.50366	15.679463
PTPRK	11.041974	9.916379	19.687985	15.273718	9.662548	33.091166	34.877299	13.770152	39.124357	14.331748	10.062623	14.195345	9.348226	7.011989	50.564377	18.468739	83.326893	19.195316	43.844265	16.034233
PTPRS	20.210858	20.141727	19.67726	17.755843	19.410067	17.898817	16.858969	24.130406	12.615328	13.239731	20.918908	26.289424	14.624034	15.116618	20.316518	21.051771	17.827093	24.430626	13.935024	91.559541
PTTG2	13.241007	13.211793	27.906485	34.944826	9.337962	26.150858	18.640631	25.442434	12.822901	17.985143	8.546223	23.541527	47.705921	43.386717	17.333057	20.547819	20.322344	26.942736	9.551035	45.214047
QPRT	26.073509	56.570705	28.504768	28.995796	28.564415	26.647453	93.178084	29.601149	17.2497	29.60998	82.680798	41.053492	47.82859	262.219569	20.068741	43.404399	16.628459	30.655331	100.279233	71.915279
RAB9A	202.109963	230.459046	115.546283	164.497857	193.043414	168.414553	94.818004	231.146273	142.720277	213.00151	213.261784	210.023228	334.077305	314.48347	117.689962	759.246469	112.656083	136.101817	198.726244	159.411716
RAMP1	27.566317	20.236275	30.163972	60.146005	48.186293	29.838614	29.20721	15.524146	22.904495	43.123134	42.537009	33.586393	22.138471	192.592609	22.082496	149.72134	20.763808	35.903709	44.592273	124.167655
RARRES2	17.366198	24.326163	18.251094	13.937281	26.548726	14.93854	9.304641	18.60402	20.662631	11.14549	19.957553	22.800414	17.230226	14.775298	21.000169	23.10603	19.151999	36.111842	13.393014	265.737651
RETN	89.125022	76.806437	30.156369	23.915684	24.128485	23.797983	22.385371	24.071315	15.551512	18.609333	30.808057	25.833441	15.702533	13.807824	17.078614	24.327235	15.529069	41.769625	22.401027	31.963717
RNASE1	22.78343	20.365257	20.195138	16.36249	19.810501	14.834357	18.636832	16.39812	18.88089	12.993463	25.758481	535.900264	98.189993	293.296595	14.86287	54.149381	19.07773	21.783092	19.099538	48.527355
RNASE4	71.021695	28.618354	24.321278	16.637786	17.125556	14.125229	12.080742	22.215031	8.283444	19.945931	20.17916	34.553044	40.494257	42.010005	34.980406	38.032401	15.306652	19.338386	39.586952	22.322294
RNF122	54.715564	121.338048	38.806549	39.727066	39.727234	37.639975	35.366936	52.942859	62.406769	35.78511	38.828065	60.200543	33.337548	31.926228	33.319447	41.327867	48.469659	92.694158	148.069968	32.21021
RPL7	164.136182	248.201605	393.376581	96.489851	852.595087	420.372669	126.865787	298.823192	98.339192	118.76875	330.120154	63.055888	121.95721	185.192881	504.558697	388.134499	1033.574633	87.506276	217.995344	79.760586
RRAS	108.601951	388.54064	73.411387	41.636776	43.283645	38.427517	37.195031	44.869255	12.842061	31.235143	34.671722	129.871414	271.274825	203.627594	21.462155	99.031446	27.640827	21.897825	43.166935	102.012278
S100A12	655.939071	103.536381	46.030848	71.479678	29.626233	27.259701	20.560017	19.981576	43.821596	14.7543	58.425356	20.016516	31.095649	13.012204	14.821336	39.995036	14.044553	617.979315	123.81851	11.834322
S100B	9.601538	10.452426	11.942484	34.356598	18.790179	22.328655	11.873899	9.762509	10.503554	9.271949	8.389109	20.238801	10.358643	11.899717	10.043027	29.674311	9.971537	11.656743	10.105681	15.514153
S100P	117.668221	91.227635	34.511334	28.551515	25.231224	28.068305	43.586551	702.588322	1026.492039	25.051946	46.27062	30.920071	27.529592	20.798301	17.961812	16.120875	15.494395	741.148128	35.423633	16.095204
SCRN1	85.137569	225.967248	33.915159	67.689144	141.024658	43.238825	33.314178	99.020904	84.318116	30.401079	196.390983	30.874629	73.293637	90.385334	230.92432	134.783702	126.582676	42.815461	168.317944	114.814918
SDC1	20.626486	24.603969	24.605142	16.402889	23.520503	19.219757	19.106555	28.042081	16.316515	15.832975	21.861688	37.53327	25.554459	31.127249	24.556989	31.559053	24.798875	26.789665	996.563832	47.389321
SEC63	52.204347	64.649207	77.730973	53.770877	227.474336	78.176038	61.142757	65.950375	80.920445	70.502098	78.217186	40.254247	39.466444	44.340271	95.0505	65.938201	101.040874	55.63382	149.417529	63.673806
SERPINF2	22.717928	18.716837	20.766168	23.071006	15.753627	17.823478	24.251685	15.270162	8.418959	16.923375	20.484242	26.427075	22.968984	27.100463	19.522715	37.783758	25.165407	21.027773	29.915322	178.780591
SETBP1	25.125514	79.180727	28.088925	86.325128	140.016199	36.941034	11.299973	32.2871	31.012933	67.903298	45.555132	21.244005	17.205978	20.812313	157.685031	27.93847	149.477137	26.226904	77.955959	62.136996
SF3A3	109.447711	273.013646	191.030686	106.43066	188.179845	191.068666	76.565412	263.91632	70.536535	165.706371	220.032352	115.001505	146.546483	184.997574	95.600659	221.12181	96.658359	90.562512	54.315493	77.452224
SFTPD	26.135152	111.008415	19.814971	15.686397	27.51035	13.736567	16.931202	15.249774	10.32077	9.696179	13.408106	21.637851	11.760854	17.679207	10.954136	32.913468	12.11588	21.006976	9.981407	25.894058
SFXN3	79.386929	104.424082	62.79976	65.457673	146.879538	70.137174	140.562714	52.215067	77.072774	67.004259	59.282462	163.681368	49.675081	52.549458	32.319373	60.784315	22.731724	59.411549	26.167822	53.825662
SH3BP2	61.609032	78.314255	42.022317	73.510308	77.291273	46.301601	25.027619	24.318786	64.229262	37.374672	25.438504	34.941952	29.562566	28.184269	44.213994	36.888183	78.168433	89.699659	26.656363	28.250988
SIDT1	23.93276	30.601711	80.33372	65.242529	141.075299	87.954197	17.865861	50.332963	34.099601	120.109697	54.581168	40.838413	14.048635	13.890627	167.513647	27.397941	252.993243	37.560114	66.133314	56.191839
SIGLEC6	22.011177	30.17147	27.619728	28.086152	28.75293	21.341474	149.195466	39.984324	27.315162	21.01843	14.957768	34.516732	17.207657	20.742556	65.913751	22.486888	31.381166	33.318228	18.946217	77.828973
