TissueNames	Epithelial Cell Airway	Canonical Epithelial Cell	Epithelial Cell Placental	placental.pericyte	pulmonary.artery.endothelial.cell	vein.endothelial.cell	Glomerular Endothelial Cell	articular.chondrocyte.of.knee.joint	Canonical Endothelial	hair.follicular.keratinocyte	Cardiac Fibroblast	mononuclear.cell	myometrial.cell	kidney.epithelial.cell	subcutaneous.preadipocyte	Osteoblast	epithelial.cell.of.umbilical.artery	bronchus.fibroblast.of.lung	Smooth Muscle	hair.follicle.dermal.papilla.cell	thoracic.aorta.endothelial.cell	epithelial.cell.of.proximal.tubule	Endometrial or Mammary Endothelial	Skeletal Muscle Myoblast	skeletal.muscle.satellite.cell	Melanocyte	mesenchymal.stem.cell.of.Whartons.jelly	fibroblast.of.villous.mesenchyme
ACSM5	0.0	0.068816	0.0	0.001866	0.0	0.011219	0.012183	0.011355	0.101153	0.0	1.0	0.0	0.0	0.0	0.215597	0.490758	0.0	0.0	0.002107	0.003691	0.0	0.005242	0.011009	0.371096	0.0	0.010757	0.004508	0.0
ACTA2	0.004985	0.004733	0.011671	0.135592	0.004371	0.003557	0.021424	0.011108	0.005143	0.006455	0.172001	0.0	0.062131	0.008826	0.015535	0.262684	0.003031	0.017623	0.223165	0.10672	0.005247	0.005942	0.013062	0.333367	0.026379	0.007713	0.234964	1.0
ACTG1P17	0.02061	0.008844	0.030915	0.001534	0.012287	0.001361	0.001361	0.012657	0.005777	0.010787	0.003573	0.01351	0.0	0.016491	0.087221	0.004687	0.017043	0.014139	0.015839	0.002516	0.005256	0.006324	0.0	0.011166	0.038617	0.010348	0.01482	0.006514
ACTG2	0.02204	9.7e-05	0.002457	0.498575	0.0	0.001448	0.00307	8.3e-05	0.000732	0.001409	0.008156	0.000169	0.062198	0.00448	0.001625	0.001041	0.004109	0.138915	0.161536	0.031565	0.0	0.0	0.008142	0.01495	0.004283	0.008884	1.0	0.45286
ACTN2	0.0	0.002282	0.012626	0.0	0.027455	0.002402	0.0	0.0	0.00414	0.0	0.03435	0.0	0.0	0.00433	0.002006	0.0	0.003673	0.0	0.007029	0.002628	0.029869	0.00615	0.001512	1.0	0.034876	0.013125	0.002822	0.0
ACVR1C	0.03636	0.08876	0.0	0.015645	0.011974	0.0	0.037846	0.013985	0.004291	0.073508	0.023687	0.735775	0.0	0.021414	0.0	0.023774	0.021589	0.0	0.038983	1.0	0.008041	0.047461	0.0	0.115724	0.024124	0.372258	0.012586	0.020103
ACVRL1	8.4e-05	0.000711	0.000134	0.009841	0.475158	0.481742	0.823676	0.007005	0.420584	0.000624	0.15651	0.0	0.026032	0.004972	0.167837	0.00841	1.0	0.019357	0.040498	0.070275	0.308198	0.002616	0.370532	0.063477	0.023969	0.000839	0.002034	0.012249
ADAM12	0.000289	0.015145	0.005631	0.10739	0.0	0.001308	0.022132	0.512902	0.002776	0.002294	0.076932	0.00288	0.054583	0.05683	0.490341	1.0	0.002822	0.010371	0.255346	0.353817	0.000115	0.009281	0.000818	0.025152	0.473672	0.042975	0.219133	0.204181
ADAM33	0.003207	0.00043	0.011382	0.063008	0.000163	0.0	0.0	0.008684	0.0003	0.0006	0.223444	0.0	0.104423	0.001091	0.503615	0.028234	0.003222	0.091734	0.210468	1.0	0.0	0.0	0.0	0.00072	0.068543	0.000994	0.06118	0.214335
ADAMTS12	0.016511	0.008152	0.034009	1.0	0.001456	0.002123	0.040185	0.026432	0.0158	0.006521	0.303215	0.0	0.111704	0.01623	0.192721	0.039404	0.003263	0.128408	0.224593	0.087685	0.000608	0.017072	0.007944	0.181845	0.087271	0.006858	0.435511	0.451683
ADAMTS16	0.0	0.027232	0.0	0.042243	0.0	0.0	0.121631	0.007105	0.0	0.0	0.0	0.0	0.068268	0.243301	0.362962	0.142482	0.0	0.128272	0.188316	0.0	0.0	0.028342	0.0	0.029655	0.038845	0.004595	0.142173	0.159897
ADAMTS18	0.011885	0.001452	0.0	0.001275	0.405165	1.0	0.444025	0.00025	0.485506	0.0	0.009276	0.0	0.0	0.015389	0.0	0.0	0.010936	0.0	0.030773	0.025664	0.124585	0.00774	0.279822	0.0	0.0	0.0	0.002789	0.0
ADAMTS19	0.011626	0.004259	0.0	0.75845	0.0	0.0	0.016739	0.0	0.000496	0.006077	0.038187	0.0	0.0	0.016395	0.020431	0.0	0.0	0.0	0.546849	0.0	0.0	0.026726	0.0	0.003554	0.0	0.0	1.0	0.370339
ADAMTS4	0.004227	0.001234	0.0	0.259971	0.666252	0.50986	0.355655	0.004071	0.409439	0.028024	0.117504	0.001846	0.265821	0.004873	0.047575	0.033922	0.334967	0.103234	0.138063	0.319425	1.0	0.0	0.431118	0.088197	0.191534	0.184146	0.156066	0.12606
ADAMTS5	0.0	0.035911	0.000589	0.045794	0.0	0.0	0.015606	1.0	0.003383	0.0	0.039591	0.0	0.022512	0.063238	0.096551	0.167374	0.0	0.003658	0.042314	0.216884	0.000101	0.013085	0.002768	0.243148	0.171931	0.000427	0.01979	0.082996
ADAMTS9	0.00083	0.191697	0.048265	0.050338	0.195949	0.380845	0.308166	0.017251	0.26261	0.00065	0.062651	0.0	0.005399	0.875547	0.011126	0.00997	0.203116	0.015586	0.036541	0.026684	1.0	0.222054	0.172041	0.036113	0.007862	0.020362	0.030646	0.00546
ADAMTSL2	0.0	2.6e-05	0.0	0.390496	0.0	0.001643	0.004316	0.002589	0.001411	0.0	1.0	0.001373	0.0	0.026425	0.0	0.002205	0.0	0.0	0.080105	0.0	0.0	0.0	0.0	0.045757	0.008943	0.0	0.004846	0.003078
ADAMTSL3	0.019377	0.063592	0.0	0.001306	0.000511	0.002431	0.013532	0.070891	0.271676	0.002085	0.055061	0.0	0.0	0.009559	0.002966	0.004024	0.0	0.014354	0.005824	0.001149	0.0	0.011935	0.016942	0.005098	0.003383	0.0	0.001833	0.0
ADCY10	0.0	0.073613	0.0	0.07871	0.017544	0.183499	0.037459	0.059033	0.025605	1.0	0.035404	0.0	0.0	0.0	0.122333	0.128971	0.0	0.0	0.071598	0.0	0.021337	0.084874	0.0	0.092935	0.0	0.028212	0.0	0.0
ADD2	0.0	0.014744	0.0	0.001947	0.184916	0.048562	0.027918	0.0	0.481984	0.0128	0.015476	0.09382	0.0	0.322616	0.002254	0.0	0.136825	0.02468	0.002494	0.003194	0.282795	1.0	0.389393	0.0	0.004967	0.049229	0.073603	0.0
ADGRB3	0.0	0.000161	0.066066	0.023052	0.0	0.0	0.0	0.008435	0.0	0.0	0.905602	0.0085	0.076626	0.166388	0.075724	0.0	0.0	0.201803	0.139826	0.257566	0.0	1.0	0.084546	0.0	0.055377	0.142209	0.046362	0.01906
ADGRD1	0.0	2.3e-05	0.0	0.072327	0.0	0.0	0.0	0.039099	0.010329	0.0	0.465493	0.073359	0.0	0.002045	0.030782	0.009339	0.00451	0.027167	0.228378	0.004564	0.0	0.0	0.009416	0.127265	0.0	0.026537	0.040833	0.0
ADGRF3	0.0	0.000378	0.0231	0.0	0.001929	0.016113	0.047504	0.003963	0.011728	0.016686	0.0	0.016895	0.0	0.010742	0.124783	0.014575	0.0	0.0	0.004502	0.0	0.049433	0.040099	0.024287	0.013401	0.0	0.007509	0.0	0.0
ADGRF4	0.857347	1.0	0.635557	0.00793	0.0	0.0	0.010091	0.0	0.0	0.190437	0.030284	0.0	0.020986	0.22949	0.0	0.0	0.0	0.0	0.010924	0.0	0.0	0.119342	0.0	0.0	0.011562	0.0	0.1465	0.008689
ADGRF5	0.0	0.000335	0.020506	0.000827	0.023066	0.342627	1.0	0.0	0.304604	0.0	0.010415	0.0	0.0	0.000569	0.000296	0.0	0.012951	0.0	0.008319	0.0	0.01285	0.000484	0.286167	0.003035	0.000246	0.00022	0.0	0.006493
ADGRG6	0.184587	0.150887	0.716695	0.120758	0.072495	0.307682	0.386417	0.462837	0.112151	0.13209	0.041643	0.007958	0.125876	0.181582	0.001548	0.0	1.0	0.05972	0.02647	0.000677	0.113675	0.23932	0.714452	0.034528	0.004045	0.412635	0.171975	0.541624
ADGRL2	0.203018	0.217055	0.195638	0.058743	0.218763	0.614577	0.585273	0.016654	0.224328	0.031036	0.306781	0.0	0.034504	0.085236	0.695179	0.310888	0.222156	0.097816	0.334072	0.295347	0.150963	0.08835	0.166727	0.030664	1.0	0.001786	0.115102	0.047349
ADGRL4	0.001309	0.013884	0.0	0.066557	0.426853	0.81652	0.518458	0.000872	0.575072	0.002434	0.081378	0.0	0.005557	0.062765	0.076241	0.058754	0.479335	0.038051	0.095427	0.007931	1.0	0.038335	0.509304	0.036235	0.279129	0.001019	0.023589	0.008507
ADH1B	0.0	0.000467	0.0	0.0	0.0	0.0	0.0	0.002311	0.000269	0.0	0.386031	0.0	0.001552	5.6e-05	0.43281	0.000307	0.000982	0.007321	1.0	0.028555	3.1e-05	0.0	0.0	0.000398	0.011926	0.000169	0.0	0.000261
ADIRF	0.241107	0.144641	0.005036	0.001732	0.101326	0.038566	0.106512	0.238701	0.130026	0.157423	0.049285	0.0	0.151876	0.000818	0.196016	0.053673	0.024185	0.105402	1.0	0.061755	0.038297	0.004564	0.19618	0.458998	0.110274	0.0	0.119353	0.012512
ADRA1D	0.007352	7.8e-05	0.023117	0.266434	0.00405	0.0	0.077139	0.0	0.01219	0.029877	0.023428	0.0	1.0	0.061063	0.006418	0.0	0.0	0.26335	0.093246	0.371737	0.002804	0.058259	0.573291	0.061063	0.0	0.0	0.022369	0.163437
ADRA2A	0.0	0.000596	0.131921	0.004713	0.040858	0.052641	0.116192	1.0	0.005103	0.0	0.49139	0.010062	0.0	0.0	0.075626	0.027089	0.0	0.0	0.071442	0.247637	0.072236	0.00948	0.0	0.137243	0.0	0.0	0.007626	0.127843
ADRA2C	0.0	0.007359	0.002511	0.033472	0.002733	0.003386	0.007719	0.006148	0.001548	0.009577	0.033945	0.0	1.0	0.019433	0.0	0.011205	0.007095	0.003149	0.007382	0.004096	0.000323	0.008164	0.002748	0.156271	0.005065	0.002044	0.004146	0.055316
ADRB1	0.027265	0.146298	0.002881	0.0	0.012617	0.360496	0.022571	0.0	1.0	0.08442	0.001921	0.110297	0.0	0.007061	0.0	0.0	0.0	0.011292	0.0	0.0	0.0	0.014044	0.161953	0.0	0.0	0.0	0.002289	0.0
AFP	0.125753	0.048606	0.2289	0.043281	0.0	0.01738	0.0	0.008633	0.00033	0.0	0.256352	0.0	0.235488	0.0	0.071907	0.0	0.0	0.779054	0.243743	0.017153	0.0	0.277065	0.0	0.074066	0.466092	0.009258	0.113598	0.016812
AGMO	0.156623	0.024232	0.0	0.008213	0.0	1.0	0.003909	0.017713	0.225129	0.0	0.07077	0.0	0.0	0.004008	0.148187	0.033398	0.517985	0.0	0.060054	0.025432	0.0	0.0	0.181894	0.097323	0.737272	0.039137	0.004404	0.0
AIM1L	1.0	0.411135	0.261455	0.001614	0.002665	0.0	0.001314	0.0	0.005141	0.060376	0.0	0.000418	0.0	0.112963	0.0	0.0	0.0	0.014357	8e-05	0.0	0.0	0.072493	0.0	0.0	0.0	0.0	0.004577	0.0
AIM2	0.0	0.0	0.005068	0.029907	0.0	0.0	0.0	0.0	0.0	0.016831	0.0	0.158903	0.349523	0.0	0.200891	0.030993	0.0	0.0	0.00276	0.002534	0.009637	0.02027	0.0	0.0	0.0	0.030948	0.009728	0.006696
AJAP1	0.071953	0.294348	0.006782	0.103977	0.0	0.0	0.076265	0.0	0.002368	1.0	0.023341	0.0	0.0	0.058479	0.0	0.034944	0.0	0.0499	0.003421	0.018505	0.004447	0.137124	0.082328	0.0	0.0	0.012913	0.0	0.017157
AK4	0.388606	0.668122	0.277248	0.004023	0.298381	0.360499	0.183448	0.784949	0.184789	0.317278	0.678545	0.01966	0.026867	0.151647	0.541084	0.232071	0.171714	0.035189	0.372764	0.142685	0.312982	0.25881	0.115738	0.629962	1.0	0.11444	0.111214	0.0
AKR1B10	1.0	0.304538	0.0	0.005741	0.006027	0.001217	0.0	0.016452	0.001055	0.018563	0.08684	0.0	0.011991	0.0	0.014679	0.019983	0.020301	0.005296	0.094195	0.001916	0.008015	0.0	0.017104	0.020285	0.036327	0.001789	0.023847	0.001829
AKR1C1	0.125938	0.19526	0.000472	0.018663	0.021219	0.008932	0.0	0.445623	0.078146	0.078156	0.485629	0.004777	0.019974	0.000915	1.0	0.253381	0.004666	0.069451	0.448954	0.125943	0.005433	0.001968	0.000649	0.161789	0.479378	0.001938	0.0119	0.014112
ALDH1A1	0.001721	0.014149	9.6e-05	0.001067	0.194891	0.097269	0.041023	2e-05	1.0	0.0	0.004861	0.003387	0.340139	0.000943	0.00019	7e-05	0.069895	0.000113	0.052117	8.6e-05	0.037009	0.000655	0.033434	0.916639	0.006698	0.008406	0.040224	0.169347
ALDH1L1	0.094923	0.154043	0.009916	0.013832	0.0	0.0	0.0	0.0	0.000154	0.008165	1.0	0.0	0.07805	0.016552	0.0	0.0	0.0	0.014262	0.012238	0.00058	0.000466	0.006496	0.0	0.00229	0.0	0.003564	0.000922	0.033078
ALDH3A1	1.0	0.54894	0.000973	0.0	0.038073	0.008009	0.000999	0.0996	0.008298	0.05049	0.022071	0.0	0.0	0.005585	0.000895	0.0	0.006645	0.0	0.025791	0.134485	0.021252	0.027119	0.014537	0.036327	0.003735	0.005898	0.022342	0.0
ALOX15B	1.0	0.537163	0.003662	0.0	0.0	0.0	0.0	0.000963	0.0	0.947472	0.011565	0.0005	0.011434	0.002062	0.014756	0.0	0.0	0.0	0.001418	0.0	0.0	0.011071	0.0	0.362358	0.028905	0.000451	0.0	0.0
ALOX5AP	0.000208	0.001132	0.000905	0.001982	0.000173	0.000276	0.000257	0.0	0.000423	0.004993	0.000678	0.049959	0.0	0.08667	0.0	5.3e-05	0.0	0.000679	0.000873	7.5e-05	2.2e-05	0.002241	0.002603	0.01356	0.000214	0.0	0.001116	0.000189
ALPK2	0.001136	0.050616	0.398954	0.04955	0.0	0.000274	0.016945	0.073755	0.000299	0.000319	0.043679	0.008498	0.028121	0.025149	0.005713	0.688874	0.0	0.007989	0.053792	1.0	0.0	0.013389	0.001245	0.111312	0.010931	0.001104	0.164235	0.508535
ALPK3	0.008133	0.139018	0.00371	0.0126	0.215854	1.0	0.93317	0.013313	0.526754	0.00163	0.025443	0.0	0.005437	0.648583	0.000237	0.002436	0.154188	0.017864	0.044694	0.001123	0.262667	0.369458	0.230194	0.529763	0.023724	0.000879	0.007436	0.008877
ALX1	0.0	0.006918	0.0	0.002014	0.0	0.012367	0.005368	0.0	0.004344	0.0	0.03653	0.0	0.088204	0.007354	0.185325	0.0	0.0	0.01837	0.010186	0.00063	0.005559	0.0	0.0	0.0	0.02318	1.0	0.057124	0.014077
AMDHD1	0.007104	0.009257	0.04642	0.015353	0.004335	0.013727	0.0	0.077125	0.011007	0.118818	0.006593	0.047202	0.0	0.052621	0.015533	0.016376	0.0	0.022969	0.017661	0.0	0.0115	0.022096	0.0	0.100485	0.025889	0.109275	0.134713	0.013848
AMN	0.065227	0.097486	0.046722	0.001711	0.002088	0.00333	0.004242	0.000675	0.002041	0.019423	0.064548	0.011887	0.0	0.013876	0.0	0.001093	0.004871	1.0	0.002234	0.002392	0.000464	0.001845	0.0	0.001598	0.0	0.0	0.002216	0.002371
ANGPT2	0.0	0.000354	0.0	0.001684	0.182835	0.270181	0.527671	0.000235	1.0	0.0	0.066543	9.5e-05	0.0	0.001059	0.0	0.000223	0.23237	0.0	0.002451	0.000388	0.140932	0.000521	0.334572	4.7e-05	0.000138	0.000437	0.000431	0.000879
ANGPTL1	0.0	0.000741	0.0	0.175361	0.0	0.0	0.0	0.196761	0.000662	0.0	1.0	0.000646	0.11065	0.0	0.048149	0.238083	0.047361	0.013648	0.216801	0.009467	0.0	0.0	0.0	0.79963	0.064364	0.000582	0.104777	0.050026
ANKRD20A1	0.0	0.026727	0.0	0.0	0.325049	0.339245	0.074768	0.006328	0.573748	0.0	0.013211	0.015819	0.0	0.017152	0.0	0.0	0.180051	0.0	0.013766	0.0	1.0	0.070855	0.054661	0.0	0.0	0.063361	0.0194	0.0
ANKRD20A3	0.079272	0.014083	0.015203	0.0	0.161124	0.190647	0.075743	0.004412	0.214495	0.0	0.026469	0.0	0.0	0.065563	0.013981	0.0	0.177684	0.0	0.002715	0.0	0.645378	0.036378	0.019275	0.0	0.0	0.008077	0.012081	0.0
ANKRD33	0.0	0.0	0.0	0.039703	0.082038	0.112892	1.0	0.0	0.073667	0.0	0.055848	0.015786	0.0	0.019373	0.524516	0.0	0.172088	0.0	0.016065	0.0	0.229969	0.0	0.382863	0.0	0.658814	0.0	0.051423	0.0
ANKRD36BP2	0.004697	0.02907	0.018644	0.0	0.001326	0.040909	0.098724	0.004549	1.0	0.0	0.0	0.355147	0.0	0.003939	0.0	0.0	0.001871	0.0	0.000587	0.006083	0.007583	0.017591	0.113262	0.0	0.00172	0.000898	0.0	0.001742
ANKS1B	0.0	0.123515	0.459813	0.033331	0.017003	0.040198	0.012491	0.367275	0.016686	0.0	0.440986	0.008284	0.0	0.006583	1.0	0.13533	0.025505	0.0	0.125971	0.360255	0.051359	0.025156	0.011336	0.031478	0.39145	0.102849	0.341988	0.040067
ANO1	0.377801	0.182647	1.0	0.012364	0.009518	0.005183	0.046024	0.003656	0.004062	0.856784	0.00932	0.0	0.0	0.019271	0.0	0.006163	0.003225	0.0	0.077658	0.005105	0.002572	0.01713	0.014045	0.0	0.0	0.0	0.00188	0.0
ANO2	0.001055	0.017676	0.00135	0.0	0.202096	0.856615	0.357198	0.001958	1.0	0.0	0.003728	0.002897	0.0	0.012937	0.0	0.000948	0.370771	0.008896	0.000469	0.005856	0.432968	0.026358	0.202183	0.061509	0.0	0.0	0.001287	0.002056
ANO3	0.006139	0.0	0.0	0.00463	0.001925	0.0	0.005983	0.001691	0.0	0.0	0.077813	0.0	0.0	0.0	0.329271	0.0	0.0	0.057801	0.186994	0.01207	0.0	0.0	0.0	0.008064	0.319595	0.00424	0.0	0.0077
ANPEP	0.0	0.01591	0.022662	0.240697	0.046739	0.03093	0.43547	0.061122	0.012722	0.069046	0.221979	0.134462	0.337548	0.008454	1.0	0.127645	0.008915	0.194401	0.123972	0.384953	0.047109	0.033462	0.134354	0.078302	0.534904	0.002005	0.092177	0.06805
ANXA10	0.025735	0.016958	0.0	0.552057	0.002094	0.0	0.048377	0.0	0.016221	0.0	0.183166	0.0	0.428569	0.0	0.003317	0.043385	0.013399	0.053499	0.951094	0.0	0.0	0.050439	0.0	0.070054	0.465207	0.007263	1.0	0.004767
ANXA8	0.257564	0.201828	1.0	0.013446	0.0	0.0	7.1e-05	0.000145	2e-06	0.28202	0.005175	0.000199	0.005803	0.003167	6.3e-05	0.000422	0.000256	0.00041	0.001062	0.000846	0.0	0.004827	0.0	0.000136	0.000573	3.7e-05	0.00317	0.006076
AOAH	0.0	0.002721	0.002143	0.0	0.0	0.002309	0.001794	0.000707	0.001687	0.0	0.0	1.0	0.0	0.018466	0.0	0.0	0.004922	0.0	0.0	0.0	0.000934	0.007107	0.000694	0.0	0.0	0.000224	0.000335	0.0
AOX1	0.035565	0.065605	0.05007	0.023511	0.039601	0.032333	0.01854	0.503659	0.013996	0.09616	0.399849	0.0	0.485969	0.002395	1.0	0.336189	0.005881	0.166542	0.119079	0.259744	0.025863	0.0488	0.088976	0.490334	0.851721	0.009163	0.008621	0.141773
APCDD1	0.001508	0.000194	0.00327	0.003993	0.000376	0.000298	0.000482	0.020589	0.000205	0.011025	0.081672	0.0	0.000726	0.001739	0.000772	0.004321	0.0	0.010489	0.003676	1.0	0.000812	0.000851	0.000462	0.039326	0.00266	0.006127	0.000551	0.009511
APLN	0.00147	8.3e-05	3.7e-05	9.1e-05	0.095819	0.167716	1.0	0.003362	0.050792	0.005673	0.024308	0.0	0.0	0.000125	0.000408	0.000171	0.063425	0.000466	0.002866	0.000458	0.085881	0.000747	0.278639	0.001398	0.004202	6.7e-05	0.0	0.0
APOA1	0.0	0.020258	0.009734	0.0	0.004641	0.005093	0.005093	0.002095	0.003047	0.0	1.0	0.020886	0.056986	0.0	0.0	0.006833	0.0	0.0	0.294313	0.009412	0.005931	0.0	0.0	0.055632	0.042224	0.007639	0.023207	0.0
APOBEC3H	0.019205	0.054887	0.028926	0.007795	0.019628	0.022164	0.009744	0.003569	0.010348	0.037002	0.019988	0.145051	0.304001	0.009086	0.032494	0.0	0.022187	0.031273	0.030021	0.0	0.042637	0.0	0.267949	0.004414	0.0	0.035441	0.0	0.0
APOE	0.006659	0.013773	0.001905	0.001739	0.000194	8.7e-05	0.000872	0.0	0.000502	0.021411	1.0	8.2e-05	0.00272	0.013166	0.014654	0.006541	0.000382	0.004439	0.003571	0.000231	4.3e-05	0.003895	0.000392	0.025195	0.010588	0.02618	0.000103	0.001712
AQP1	0.0	0.087761	0.012315	0.05171	0.095395	0.0521	0.05505	0.006624	0.323862	0.0	0.514569	0.003735	0.033636	0.023462	0.124862	0.005513	0.118877	0.01314	1.0	0.671989	0.044273	0.022734	0.043434	0.323974	0.032219	0.000954	0.016649	0.283822
AQP3	1.0	0.119795	0.001733	0.004616	0.000683	0.0	0.000388	0.001404	0.000532	0.038032	0.013624	0.029795	0.002808	0.000808	0.00048	0.000217	0.000199	0.004913	0.006626	9.6e-05	4.6e-05	0.003405	0.001888	0.023187	0.00094	0.000146	0.000415	0.000648
AQP5	0.046248	0.028933	0.0	0.0	0.005947	0.001705	0.000591	0.000247	0.003072	0.0	0.094223	0.0	0.0	0.000606	0.0	0.0	0.031505	0.0	0.000958	0.0	0.000336	0.001241	0.0	0.000703	0.0	0.0	0.000665	0.0
