Bleh	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
FCN1	0.265429	0.069	2319.349543	0.174214	104.353629	0.033786	0.026816	0.013
FCRL1	488.525429	203.731429	0.133857	0.626143	2.946757	0.050714	0.267041	0.103
FCRL2	156.469714	116.484286	0.056229	0.167357	0.385114	0.0	0.061816	0.013
FCRL5	65.439143	41.581143	0.0294	0.067857	0.009586	0.0	0.085714	0.0
FCRLA	99.687714	191.966	0.113029	0.181071	0.117671	0.0	0.012673	0.0
FEZ1	0.0	0.056857	0.420771	25.598571	0.117586	0.162571	0.143531	2.523571
FGFBP2	0.333143	0.273714	0.420057	431.062	0.4931	0.707286	0.83349	88.229
FGFR2	0.0	0.0	0.012914	0.095429	0.071686	0.2265	0.004449	0.823
FHIT	2.758571	0.985143	1.339829	1.847429	0.419586	17.922143	93.408245	1.435429
FLT4	0.0	0.0	0.042571	0.073429	0.0153	0.770714	0.85051	2.526
FMN1	2.666286	0.105	4.833971	0.114214	0.1311	14.021929	0.063796	0.083286
FN1	0.032857	0.273714	0.270371	0.032571	0.009586	0.010143	2.265755	0.048286
FPR3	0.0	0.029429	2.346943	0.0	0.019243	0.0	0.002	0.0
FXYD2	0.677714	0.211429	0.473943	0.009571	0.0481	1.105714	4.382	11.213143
FXYD6	0.032857	0.0	10.720886	0.0	0.083829	0.0	0.013347	0.0
GALNTL6	0.552	8.122	0.026057	0.028429	0.049329	0.0	0.0	0.0
GDF7	0.546143	3.152286	0.002	0.010714	0.021043	0.187143	0.025592	0.013
GFPT2	0.156286	0.0	0.000457	0.179071	0.009586	0.105143	0.024367	0.820857
GLP1R	0.0	0.0	0.0	0.931571	0.019014	0.0	0.000776	0.011
GNAT2	0.0	0.0	0.020571	0.0	1.831071	0.0	0.008469	0.015714
GNG12	0.0	0.0	0.001314	0.0	0.009586	0.033786	0.119633	0.0
GNLY	1.285429	0.898	2.255371	2201.428286	2.133786	6.111929	2.992	225.201
GPM6A	2.636571	32.331857	0.004286	0.034	0.009586	0.0	0.002408	0.0
GPR15	0.0	0.300429	0.259771	1.020143	0.0191	20.619071	1.053306	3.376571
GPRC5B	0.0	0.0	0.005714	0.0	0.0153	0.158714	0.781776	0.032857
GREM2	0.0	0.0	0.002286	0.139429	0.0153	4.014571	0.220694	0.154571
GRIK4	0.273429	0.0	0.001143	3.844714	0.009586	0.0	0.006857	0.0
GSDMA	0.0	0.0	0.003343	0.114214	0.009586	0.130143	0.221571	1.483929
GZMB	0.532571	0.738429	0.788514	1099.672143	0.479643	0.2315	0.522878	99.299857
GZMK	0.0	0.0	0.3692	6.827143	0.223286	42.869214	4.519469	268.107714
HBG2	0.324	0.056857	0.430514	0.160857	0.5092	0.0	12.930796	0.0
HBQ1	0.0	0.0	0.021486	1.023643	0.009586	0.0	0.007469	0.0
HEATR9	0.0	0.0	0.0542	0.560643	0.009586	0.058214	0.025061	0.861929
HEY1	0.0	0.0	0.077114	0.033214	8.4847	0.0	0.01298	0.011
HIST1H1T	0.0	0.0	0.014257	0.0	6.174157	0.021714	0.007224	0.0
HLF	0.0	0.0	0.013457	0.043286	0.051857	3.391429	0.160612	0.236
HNMT	0.166286	0.0	47.403486	0.026643	0.261029	0.0	0.020939	0.0
HPCAL4	0.0	0.029429	0.013514	0.055429	0.043071	6.233571	4.748694	0.419929
HRH4	0.021143	0.029429	0.002971	0.049714	0.2965	1.473286	0.073122	0.097643
HSD11B1	0.0	0.0	0.060686	0.0	0.079557	2.797	0.05102	0.023643
IGFBP3	0.0	0.044286	0.058743	0.541071	0.036771	4.502929	1.12602	7.295357
IGFBP6	0.0	0.091714	0.040457	0.017143	0.009586	0.2965	0.061224	1.566143
IL1A	0.099143	0.091714	18.374171	0.021286	0.372857	0.0	0.000653	0.0
IL1B	0.606571	0.044286	4641.480457	0.380214	139.653457	0.045571	0.040857	0.0
IL1R2	0.0	0.0	2.1452	0.0	201.358371	0.064286	0.0	0.061357
INHBB	0.0	0.0	0.014457	0.010714	2.5405	0.0	0.000449	0.0
ISM1	0.0	0.0	0.001486	0.0	0.009586	3.521214	2.637449	0.361643
JAKMIP1	0.044857	0.044286	0.037	2.344286	0.0191	6.504071	0.247755	23.890857
JCHAIN	35.601857	225.745143	0.383143	0.246286	0.441714	0.0	31.821327	0.019857
KCNG1	34.170857	0.666857	0.007486	0.0	0.009586	0.0	0.0	0.0
KCNH8	16.741714	1.282714	0.010771	0.009571	0.026729	0.012643	0.014898	0.0
KCNJ15	0.0	0.0	2.378686	0.0	119.455114	0.016786	0.029673	0.0
KHDRBS2	16.758	7.375714	0.292971	0.022857	0.009586	0.0	0.006939	0.0
KIAA1257	0.0	0.044286	0.115171	0.038929	12.837257	0.048429	0.114163	0.035571
KIAA1671	0.032857	0.0	0.011486	2.053571	0.0191	0.197071	0.433061	3.2895
KIR2DL1	0.0	0.0	0.002686	4.414	0.087214	0.0	0.003429	0.015714
KIR2DL3	0.0	0.0	0.0084	7.166	0.055957	0.0	0.0	0.150571
KIR2DL4	0.0	0.0	0.018314	2.089429	0.078971	0.0	0.004163	0.019857
KIR2DS4	0.0	0.0	0.012	1.338857	0.009586	0.016786	0.003	0.071714
KIR3DL1	0.0	0.0	0.008343	5.191857	0.137214	0.0	0.001224	0.519071
KIR3DL2	0.0	0.0	0.016943	5.427714	0.053729	0.304571	0.08402	0.295571
KLHL14	23.311286	14.546286	0.021029	0.026714	0.009586	0.0	0.03249	0.0
KLRC1	0.0	0.0	0.026171	78.685286	0.036386	0.0	0.221633	12.847571
KLRC2	0.0	0.056857	0.007886	41.646286	0.009586	0.0	0.07302	4.452214
KLRC3	0.0	0.0	0.036514	21.658714	0.046643	0.0	0.048755	2.957286
KLRF1	0.225714	0.455429	0.368543	310.260143	0.352429	0.162571	0.382816	13.426571
KLRG1	1.124	0.516571	1.005457	71.939643	0.283514	26.060929	6.632959	154.040571
KRT1	0.0	0.0	0.039029	0.0	0.022229	10.603786	0.179204	0.057
KRT23	0.0	0.0	0.854914	0.016071	70.888571	0.015286	0.002408	0.023143
KRT72	0.0	0.0	0.014686	1.531714	0.031114	1.482571	16.844633	0.1145
KRT73	0.0	0.0	0.020657	1.746	0.065614	1.343214	13.832551	0.117429
LAG3	0.0	0.0	0.0258	0.726071	0.2198	0.303643	0.181816	6.675
LAMC3	0.0	0.155714	0.0	0.0	0.009586	0.008429	0.63498	0.0
LARGE1	48.149429	3.542286	0.113943	0.430143	0.031614	0.243571	0.243265	0.099857
LDB2	0.0	0.0	0.0	3.198214	0.019243	0.0	0.219224	0.036643
LDLRAD3	0.032857	0.0	4.327171	0.009571	0.062729	0.0	0.019041	0.0
LEF1	0.731857	0.029429	1.106714	3.6635	0.193243	130.072	660.794612	47.814143
LGALS2	0.0	0.091714	115.662629	0.0	0.574371	0.026143	0.043653	0.0
LGALS9B	0.066	0.0	0.001657	12.285143	0.581629	0.012643	0.033918	0.019929
LILRA4	0.189714	12.263714	0.257857	0.051143	2.365114	0.086143	0.022429	0.0
LIM2	0.0	0.0	0.0	4.311143	0.009586	0.016786	0.002041	0.115786
LINC00494	14.478571	11.839429	0.0056	0.026714	0.009586	0.0	0.018694	0.0
LINC00926	393.074286	193.214286	1.160629	0.793643	0.294914	0.319857	0.729286	0.319714
LINC01550	0.032857	0.0	0.065314	0.026714	0.0617	7.051214	30.377102	6.123857
LINGO2	0.032857	0.0	0.000343	4.473286	0.009586	0.0	0.003429	0.011
LMF1	0.0	0.179143	0.066	0.010714	0.0191	2.387786	9.769	0.861429
LPAR3	0.0	0.143429	0.009857	0.105714	0.009586	0.922714	0.301469	2.274929
LRIG3	0.0	0.0	0.0	0.0	0.009586	0.02	0.241898	0.019929
LRP1	0.388571	0.383143	86.033314	0.096143	0.384943	0.634286	0.68151	0.585714
LRRC43	0.0	0.0	0.0368	3.528643	0.092243	0.0	0.031306	0.137286
LRRC7	0.0	0.0	0.008343	0.009571	0.022829	0.008429	1.508714	0.0
LRRN3	0.122143	0.029429	0.082857	0.0	0.074886	1.564786	14.802184	0.656071
LTF	0.111429	0.0	0.015657	0.045	11.366857	0.0	0.005469	0.0
LYZ	2.290429	0.201286	18758.0088	0.920643	514.7766	1.730286	1.480469	0.099357
MACROD2	8.670714	0.948857	0.033514	0.140429	0.052529	0.0	0.053265	0.0
MAF	0.021143	0.0	0.677629	9.507714	0.124857	28.545786	1.173633	9.2105
MAL	0.077714	0.056857	0.309143	0.0	0.155671	115.571286	136.473796	7.207143
MB21D2	0.0	0.402571	1.034971	0.077143	0.009586	19.9575	2.980204	0.734071
MCOLN3	0.0	0.0	0.009771	0.009571	0.028671	1.159857	0.520776	0.060571
ME1	0.021143	0.0	0.690771	0.038929	0.009586	0.074	0.032939	0.852143
MEOX1	0.0	0.0	0.017143	0.0	0.009586	2.903786	0.791673	0.527143
MGAM2	0.0	0.0	0.013257	0.099429	8.752229	0.0	0.001878	0.0
MIR99AHG	0.0	0.0	0.011914	0.028429	0.0535	0.008429	0.728653	0.0
MITF	0.021143	0.0	5.920629	0.0	0.178157	0.008429	0.003878	0.0
MLC1	0.099143	0.029429	1.052371	49.389929	0.5185	0.028429	0.138102	0.756286
MME	1.568143	0.190857	0.5944	0.016071	348.131257	0.171929	0.160755	0.088
MMP1	0.0	0.029429	0.004743	0.0	0.009586	0.0	0.418204	0.0
MMP25	0.0	0.029429	4.539171	0.376214	767.720171	0.227643	0.064143	0.340214
MMP28	0.0	0.132857	0.012971	0.0	0.009586	0.300357	8.219837	0.131214
MMP9	0.0	0.0	0.489943	0.009571	74.795014	0.046786	0.006673	0.0
MOXD1	1.893429	0.678	0.000343	0.010714	0.022229	0.0	0.030122	0.011
MS4A1	466.590571	379.786286	0.616029	0.549	0.085243	0.313286	0.052653	4.669143
MS4A4A	0.032857	0.132857	5.3404	0.0	0.0721	0.0	0.0	0.0
MS4A6A	0.132	0.0	426.3262	0.032571	23.4802	0.401786	0.184857	0.141286
MT1E	0.0	0.0	0.581171	0.333143	0.009586	0.529286	0.911102	13.020429
MTMR11	0.0	0.0	23.650343	0.184643	0.113443	0.045	0.209673	0.092
MYCL	0.0	0.0	16.038457	0.010714	0.947429	0.028429	0.016939	0.0
MYO1B	6.815857	0.626	0.011314	0.026643	0.042986	0.156286	0.502469	0.059286
MYOF	0.021143	0.029429	15.584914	0.038	0.184714	0.059714	0.246204	0.029143
NCAM1	0.088857	0.029429	0.185629	46.514143	0.216329	0.043286	0.017347	0.264857
NCR1	0.088857	0.166	0.397657	122.424571	6.609986	0.046143	0.087714	1.408429
NEFL	0.0	0.0	0.011829	0.0	0.036443	12.603571	1.335306	0.149714
NETO1	20.120571	1.211714	0.0	0.021286	0.033329	0.0	0.0	0.0
NID1	0.021143	0.0	4.821686	0.0	0.053343	0.012643	0.120265	0.0
NLGN4Y	0.0	0.0	0.005371	0.050214	0.009586	0.0	0.003388	1.360214
NMUR1	0.021143	0.0	0.007971	26.139714	0.064743	0.128	0.028776	2.062143
NOG	0.0	0.0	0.009943	0.0	0.009586	0.187929	10.251551	0.092143
NPAS2	0.0	0.0	0.010514	0.0	0.009586	0.115929	1.341918	0.029143
NPDC1	0.0	0.0	0.1958	0.010714	0.126186	16.43	1.134959	3.167143
NRCAM	0.066	0.029429	0.006971	0.0	0.124043	0.0	1.704204	0.066714
NRG1	0.055429	0.0	17.020629	0.0	0.276643	0.0	0.04398	0.0
NT5E	50.388286	8.015429	0.021657	0.079571	0.032486	2.177286	1.177653	1.65
NTN4	0.0	0.0	0.003114	0.010714	0.051529	1.9055	0.252306	0.898786
NTNG1	0.235429	1.308429	0.002429	0.062357	0.009586	0.0	0.003959	0.0
NXPH4	0.243714	1.945714	0.0	0.028429	0.009586	0.0	0.016245	0.0
OLFM1	0.021143	0.0	4.057286	0.0	0.043014	0.0	0.002122	0.0
OLFM4	0.021143	0.029429	0.0036	0.016071	2.935971	0.0	0.0	0.0
OSBPL10	71.711143	90.101143	0.149657	0.211357	0.031243	0.068143	0.081837	0.049143
OTX1	0.044857	0.081429	0.0	0.010714	3.967143	0.0	0.000653	0.0
PACSIN1	0.0	0.132857	0.018	0.082929	0.019014	0.223286	0.145224	1.415214
PANX2	0.0	0.0	0.365429	0.009571	14.413871	0.008429	0.006918	0.0
PAQR5	0.0	0.0	0.001143	0.010714	0.658171	0.0	0.002	0.0
PARM1	7.071	1.533429	0.133514	0.009571	0.009586	0.0	0.03449	0.0
PAX5	85.696571	58.269429	0.035657	0.129429	0.009586	0.0	0.002122	0.0
PCDH1	0.0	0.0	0.001829	9.061571	0.009586	0.0	0.078306	0.662
PCDH9	13.706714	1.201429	0.020086	0.167714	0.026729	0.021714	0.107204	0.020214
PCSK1N	0.0	0.0	0.002457	0.0	0.022829	1.209714	0.202306	0.7575
PDCD1	0.0	0.190857	0.043029	0.077143	0.036829	3.762071	0.128082	8.808643
PDGFB	0.0	0.0	0.081771	0.066786	0.022829	0.751214	0.419633	1.883857
PDGFD	0.055429	0.081429	0.028971	21.53	0.112129	0.109143	0.054776	2.623857
PHOSPHO1	0.077714	0.132857	0.259543	0.462857	134.065714	0.038	0.023122	0.157143
PI16	1.237143	0.333143	0.011057	0.208214	0.2529	20.484	1.292755	1.558429
PI3	0.0	0.0	0.048657	0.066571	65.621357	0.0	0.00698	0.0
PID1	0.044857	0.0	27.693257	0.039429	0.110743	0.0	0.0	0.0
PKIG	93.779143	95.171714	0.388257	0.234286	0.296943	0.322071	0.769959	0.450714
PLA2G7	0.032857	0.0	15.663571	0.0	0.169843	0.0	0.003469	0.0
PLD4	13.719429	68.838571	3.967771	0.060643	0.195114	0.018571	0.043122	0.0
PLEKHG7	0.141	1.640429	0.000343	0.022857	0.009586	0.0	0.006122	0.011
PLIN4	0.055429	0.044286	0.063029	0.020286	13.175771	0.022786	0.012469	0.023143
PLS3	0.0	0.0	0.019743	0.0	0.009586	0.392	0.413898	0.015714
PLXDC1	0.021143	0.0	0.106486	0.992143	0.077414	2.056357	16.533429	2.152286
PLXNB2	0.148571	1.440571	81.628314	0.082786	0.403871	0.110357	0.162102	0.106071
PNOC	23.091143	29.992286	0.897571	0.034	0.033857	0.012643	0.025429	0.0
PPP1R14A	1.792857	4.519143	0.022971	0.034	0.009586	0.0	0.013878	0.0
PPP1R14C	0.0	0.0	0.043114	0.009571	0.009586	0.018571	0.004041	0.273357
