Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
APOBEC3G	0.124255	0.107209	0.21067	0.217146	0.015324	0.245889	0.15386	0.021009	0.08931	0.599597	0.703109	1.0	0.076197	0.008666	0.0959	0.006311	0.0	0.136899	0.048745	0.014237	0.011834	0.030027
APOL3	0.011402	0.039609	0.060182	0.101815	0.078138	0.139016	0.093599	0.023179	0.082049	0.098529	0.098476	0.082909	0.082724	0.012866	1.0	0.031098	0.011125	0.069951	0.015256	0.0	0.000879	0.000752
APOL6	0.011812	0.00588	0.001954	0.002596	0.00625	0.002586	0.053619	0.001274	0.007711	0.003916	0.007178	0.378961	0.006102	0.007442	1.0	0.001905	0.00331	0.1597	0.017862	0.002333	0.0	0.013642
AQP9	0.00064	0.000185	0.000225	8e-05	0.000118	0.000169	3.9e-05	0.000445	0.003775	0.012875	0.005907	0.0	0.148356	0.333812	0.31379	0.028255	0.081798	0.105332	0.041187	0.136104	0.008489	1.0
ARHGAP22	0.007447	0.012047	0.003814	0.010937	0.019967	0.003409	0.000995	0.004344	0.006751	0.0	0.023521	0.005013	0.014231	0.05481	0.11405	0.087613	0.103349	1.0	0.011521	0.01347	0.023256	0.002662
ARRB1	0.006074	0.00552	0.008388	0.008463	0.008176	0.013069	0.011459	0.007974	0.0	0.005456	0.037421	0.099103	0.326838	0.246069	0.709191	0.29306	0.026619	0.018724	0.027646	0.017685	0.013742	0.018788
ASGR1	0.036793	0.038469	0.038587	0.007273	0.005871	0.00839	0.003163	0.0	0.014857	0.308435	0.005868	0.010422	1.0	0.10663	0.020702	0.154767	0.073132	0.029433	0.051354	0.062531	0.036304	0.071996
ASGR2	0.00637	0.008758	0.008761	0.006056	0.010698	0.013939	0.009122	0.007105	0.060684	0.095951	0.005908	0.006117	0.958651	0.010206	0.003826	0.484549	0.01848	0.001942	0.002263	0.0	0.020066	0.019228
ATP8B4	0.04555	0.027819	0.026335	0.019624	0.014854	0.010578	0.023264	0.0	0.014247	0.037292	0.281169	0.484977	0.091662	0.037099	0.00207	0.546341	0.294873	0.038682	0.852118	1.0	0.172034	0.032102
AZU1	0.015702	0.026664	0.043441	0.063926	0.0	0.034301	0.01006	0.002055	0.001771	0.022052	0.392009	0.106261	0.084432	0.040606	0.150211	0.298496	0.052383	0.047812	0.575846	1.0	0.1018	0.070638
BACH2	1.0	0.26994	0.02137	0.151358	0.312423	0.090448	0.088921	0.043952	0.089424	0.124154	0.097036	0.104557	0.0	0.001964	0.005974	0.00095	0.001539	0.006994	0.006113	0.003688	0.030939	0.018372
BANK1	0.831735	1.0	0.011321	0.002416	0.003776	0.003334	0.0	0.001533	0.003111	0.005542	0.003061	0.003518	0.008902	0.000227	0.001209	0.002645	0.00483	0.001579	0.008164	0.009551	0.107725	0.003735
BARX2	0.023226	0.039433	0.02011	0.019216	0.017227	0.009593	0.027414	0.0321	1.0	0.32435	0.03027	0.048281	0.028061	0.025479	0.021469	0.053296	0.039497	0.03723	0.104456	0.048867	0.148826	0.13851
BCL11B	0.016208	0.011596	0.013856	0.579929	1.0	0.689272	0.111019	0.439993	0.37847	0.355116	0.10765	0.064719	0.005185	0.003779	0.00238	0.0	0.006278	0.003562	0.000391	0.000152	0.035911	0.016252
BCL2A1	0.00275	0.018027	0.0	0.037829	0.028564	0.051547	0.085734	0.047207	0.007182	0.026976	0.035168	0.034153	0.165762	0.416041	0.528174	0.009071	0.004491	0.415343	0.060141	0.243889	1.0	0.661071
BCL7A	1.0	0.381318	0.159791	0.082347	0.08133	0.044117	0.019473	0.036626	0.141753	0.020915	0.0	0.026953	0.020487	0.022796	0.093687	0.144712	0.234394	0.16917	0.117107	0.149209	0.045265	0.084241
BEND5	1.0	0.441325	0.312664	0.242375	0.352639	0.068048	0.04316	0.048278	0.0	0.051834	0.08583	0.016932	0.05516	0.071845	0.053558	0.043434	0.070084	0.094471	0.048265	0.064734	0.099682	0.136483
BFSP1	0.0	0.028554	0.010014	0.090731	1.0	0.002421	0.02853	0.416461	0.048594	0.84401	0.213514	0.088991	0.104815	0.058033	0.232702	0.182208	0.088536	0.029442	0.208655	0.337278	0.037797	0.085992
BHLHE41	0.038547	0.066494	0.177177	0.005075	0.0	0.001661	0.008919	0.000836	0.017809	0.013049	0.006227	0.006236	0.004629	1.0	0.023207	0.056541	0.057091	0.098273	0.044076	0.043185	0.006709	0.011035
BIRC3	0.161326	0.095493	0.02791	0.028589	0.057881	0.100185	0.268781	0.031606	0.226869	0.015995	0.020266	0.105197	0.008462	0.015217	0.181244	0.01586	0.035438	1.0	0.0	0.179379	0.144145	0.005876
BLK	0.543413	1.0	0.01034	0.039141	0.018264	0.003358	0.000689	0.024936	0.000432	0.003831	0.000577	0.001249	0.007927	0.002246	0.001116	0.001908	0.002174	0.002619	0.00073	0.0	0.009321	0.000519
BMP2K	0.086395	0.062705	0.022578	0.027222	0.024181	0.0	0.037619	0.065538	0.012677	0.0276	0.023366	0.027019	0.110951	0.10124	0.220578	0.334351	0.138672	0.208002	1.0	0.874196	0.308615	0.196653
BPI	0.004226	0.007908	0.009166	0.059714	0.0361	0.006333	0.0	0.009112	0.004546	0.013497	0.858978	0.165092	0.282893	0.008932	0.010495	0.020241	0.007341	0.00882	1.0	0.851285	0.397228	0.056262
BRAF	1.0	0.3574	0.163415	0.037357	0.006116	0.028048	0.03722	0.006558	0.204145	0.142883	0.085639	0.068929	0.072026	0.091355	0.114219	0.042311	0.058034	0.110315	0.027215	0.086895	0.337774	0.255616
BRSK2	0.104777	0.0	0.522498	0.105063	0.06066	0.205278	0.630638	0.879537	0.180327	1.0	0.241666	0.223293	0.127744	0.094328	0.106182	0.077499	0.053214	0.426057	0.730925	0.192883	0.066401	0.129548
BST1	0.022967	0.023955	0.009848	0.024484	0.049727	0.024002	0.025722	0.021746	0.014242	0.130273	0.058921	0.031693	0.649513	0.158671	0.026533	0.083138	0.060117	0.043308	0.174089	0.181042	0.0	0.725855
BTNL8	0.005084	0.003227	0.0	0.003443	0.012634	0.007218	0.010779	0.006434	0.02401	0.032503	0.001594	0.003654	0.009726	0.015059	0.00833	0.000798	0.006245	0.008656	0.003096	0.006471	0.08522	1.0
C11ORF80	0.23045	0.166472	1.0	0.059353	0.026409	0.057467	0.04842	0.04748	0.026664	0.053219	0.030581	0.049356	0.023716	0.030046	0.0	0.024952	0.032099	0.049752	0.052411	0.050232	0.056797	0.031123
C1ORF54	0.0	0.000549	0.015085	0.042754	0.05301	0.052101	0.014397	0.009612	0.00203	0.017745	0.025559	0.006635	0.074662	0.290836	0.235841	0.421532	1.0	0.231013	0.049779	0.055683	0.080478	0.001606
C3AR1	0.003578	0.0	0.014796	0.01289	0.000309	0.010778	0.001221	0.001361	0.045357	0.061036	0.070242	0.040204	0.132734	0.07516	0.444372	0.284463	0.083666	0.017302	0.480734	0.510476	1.0	0.069421
C5AR1	0.00546	0.00327	0.000125	0.003781	0.001224	6.2e-05	0.0	0.000283	0.001474	0.031727	0.024784	0.011713	0.3354	0.395292	0.019024	0.150984	0.093299	0.068943	0.04084	0.058352	0.208855	1.0
C5AR2	0.01175	0.034492	0.03038	0.005115	0.123244	0.008554	0.033645	0.012146	0.113306	0.046532	0.083972	0.06664	0.140302	0.100013	0.034567	0.146122	0.05542	0.040234	0.0	0.098232	0.743857	1.0
CA8	0.034282	0.037178	0.028312	0.00954	0.042444	0.025957	0.020165	1.0	0.169356	0.268663	0.013981	0.015628	0.013198	0.005335	0.105525	0.009185	0.0	0.10948	0.320996	0.703922	0.021122	0.074444
CAMP	0.00159	0.0	0.013818	0.028592	0.073142	0.044337	0.001825	0.056394	0.002109	0.006472	1.0	0.061927	0.059371	0.097005	0.031983	0.046614	0.040082	0.007298	0.119075	0.089499	0.30745	0.909021
CASP5	0.017209	0.035191	9.3e-05	0.026008	0.008189	0.003196	0.0	0.072912	0.21622	0.012425	0.054287	0.097349	0.220775	0.084155	1.0	0.047566	0.027396	0.088285	0.003306	0.123239	0.101356	0.932298
CCDC102B	0.029116	0.022508	0.0226	0.07871	0.037516	0.057261	0.001087	0.022353	0.020847	0.075632	0.096183	0.008381	0.020121	1.0	0.0	0.004952	0.706009	0.034211	0.172217	0.024147	0.142141	0.023728
CCL1	0.001633	0.002639	0.002352	0.00293	0.012298	0.002044	0.007047	0.004384	0.001596	0.003299	0.003524	0.017873	0.003199	0.004141	0.005001	0.002471	0.002707	0.285091	0.000131	1.0	0.002215	0.001837
CCL13	0.028957	0.025319	0.014665	0.017643	0.005587	0.017256	0.009295	0.001185	0.010734	0.010252	0.013701	0.013951	0.012495	0.024635	0.02697	1.0	0.564522	0.837658	0.014614	0.102023	0.0178	0.015266
CCL14	0.025825	0.0213	0.059888	0.026252	0.010001	0.034695	0.028921	0.010767	0.059272	0.059658	0.024817	0.027039	0.040119	0.064971	0.500115	1.0	0.112676	0.067684	0.037358	0.058163	0.045801	0.09853
CCL17	0.005377	0.007996	0.011609	0.011041	0.001829	0.003518	0.025374	0.004724	0.060271	0.008117	0.010496	0.004839	0.009364	0.016712	0.007437	0.095588	0.395441	1.0	0.002942	0.00596	0.013136	0.004139
CCL18	0.001074	0.001216	0.004049	0.002322	0.001432	0.000497	0.006044	0.001994	0.001125	0.008339	0.002632	0.005907	0.002757	0.228212	0.10106	1.0	0.137193	0.141397	0.033779	0.07496	0.003336	0.003475
CCL19	0.002206	0.004087	0.007724	0.002179	0.000927	0.001666	0.002552	0.001299	0.000869	0.000445	0.003171	0.004294	0.003344	0.003308	1.0	0.004005	0.005043	0.093469	0.000963	0.000382	0.004489	0.003397
CCL20	0.00704	0.004753	0.002327	0.011066	0.002211	0.005193	0.285275	0.034298	0.002081	0.003133	0.003189	0.003533	0.003265	0.001887	0.132232	0.00216	0.002474	0.275707	0.002372	1.0	0.005509	0.003922
CCL22	0.000848	0.000371	0.0	0.000135	0.000633	0.00026	0.000269	0.000145	0.017469	0.000103	0.000229	0.001847	0.000429	0.083562	0.014391	0.027816	0.13266	1.0	0.000151	0.003041	0.002414	0.001296
CCL23	0.003344	0.002771	0.009461	0.00254	0.003336	0.004782	0.000842	0.002199	0.012595	0.003934	0.011497	0.007729	0.006658	0.044176	0.1116	1.0	0.058221	0.068352	0.120162	0.098802	0.096815	0.01042
CCL4	0.035958	0.014134	0.000955	0.059303	0.0	0.004437	0.28238	0.002213	0.005441	0.207877	0.282675	1.0	0.070592	0.043898	0.300318	0.074164	0.046577	0.103743	0.022306	0.9068	0.162853	0.062296
CCL5	0.0	0.003603	0.000564	0.598876	0.008915	0.163913	0.096029	0.002633	0.007944	1.0	0.903351	0.615118	0.004369	0.004232	0.8836	0.012128	0.002084	0.340356	0.001397	0.033603	0.014735	0.00597
CCL7	0.079473	0.043109	0.055889	0.051883	0.045521	0.035287	0.018947	0.050887	0.053113	0.073121	0.030068	0.017234	0.032871	0.679381	0.24817	0.084936	0.020298	0.071489	0.139583	1.0	0.108395	0.097116
CCL8	0.048957	0.019736	0.021659	0.006048	0.005247	0.012491	0.016635	0.007283	0.015511	0.021688	0.009265	0.009139	0.026304	0.031947	1.0	0.623127	0.017176	0.334778	0.011452	0.292731	0.00365	0.019202
CCND2	0.036664	0.061696	0.100464	0.101221	0.047557	0.182155	0.385444	0.063889	0.174806	0.042014	0.165786	1.0	0.019434	0.050104	0.0	0.004508	0.05842	0.03824	0.043076	0.064909	0.062004	0.039196
CCR10	0.019188	0.072699	1.0	0.124988	0.034583	0.332052	0.03907	0.084152	0.021165	0.016161	0.058417	0.015203	0.040849	0.032984	0.025441	0.047412	0.021644	0.050823	0.016306	0.046573	0.136708	0.079805
CCR2	0.12521	0.104114	0.578757	0.087452	0.000393	0.243497	0.082012	0.011125	0.068568	0.382201	0.009944	0.011662	1.0	0.020719	0.006023	0.003759	0.018252	0.018739	0.017991	0.0	0.052781	0.06306
CCR3	0.018732	0.002905	0.006156	0.005963	0.0	0.011656	0.006386	0.001281	0.037921	0.003873	0.017692	0.010513	0.010867	0.010235	0.007284	0.004116	0.010911	0.008231	0.003215	0.009196	1.0	0.216828
CCR5	0.021667	0.019267	0.0	0.394277	0.011923	0.173246	0.15708	0.20175	0.190292	1.0	0.221771	0.575197	0.184857	0.894785	0.603384	0.308873	0.612665	0.240993	0.042778	0.089154	0.034734	0.016285
CCR6	0.660856	0.668511	0.048403	0.331182	0.109031	1.0	0.293994	0.284213	0.17937	0.522844	0.060774	0.224115	0.024802	0.0	0.016259	0.025506	0.025741	0.051703	0.020592	0.029305	0.03631	0.059056
CCR7	0.216452	0.108229	0.007877	0.289449	0.504151	0.151842	0.162915	0.103575	0.362613	0.024517	0.035017	0.024033	0.005698	0.015117	1.0	0.0033	0.01294	0.818283	0.0	0.000843	0.033601	0.01789
CD160	0.126046	0.075433	0.028529	0.341439	0.024033	0.027223	0.037652	0.011307	0.065358	1.0	0.758591	0.200707	0.017529	0.01616	0.009564	0.0	0.010784	0.012911	0.008364	0.01806	0.040989	0.060066
CD180	0.535004	0.804753	0.397963	0.020121	0.0	0.005357	0.021684	0.009299	0.056452	0.039157	0.005026	0.00282	0.200143	0.064464	0.035061	1.0	0.030876	0.025362	0.014831	0.010703	0.030759	0.03161
CD19	1.0	0.7218	0.232485	0.010555	0.009999	0.0	0.005208	0.012843	0.022305	0.012697	0.004803	0.005894	0.015053	0.005954	0.007001	0.012536	0.009282	0.014562	0.009026	0.010334	0.046494	0.027862
CD1A	0.085212	0.052946	0.031581	0.011518	0.006561	0.010365	0.006856	0.007994	0.032112	0.01538	0.007726	0.007278	0.018551	0.012644	0.008297	0.008025	1.0	0.086641	0.004895	0.009231	0.015061	0.025866
CD1B	0.083373	0.019865	0.020201	0.002141	4.7e-05	0.010724	0.001503	0.0	0.00197	0.014477	0.008238	0.005521	0.011083	0.009056	0.003421	0.006941	1.0	0.145978	0.006428	0.008613	0.006055	0.021028
CD1C	0.140155	0.303194	0.00152	0.002871	0.006352	0.01974	0.00176	0.002532	0.0	0.00358	0.002048	0.001454	0.053646	0.001368	0.000632	0.015847	1.0	0.103706	0.001683	0.001902	0.000819	0.025389
CD1D	0.085364	0.147521	0.070235	0.003802	0.008579	0.001595	0.0	0.015207	0.016577	0.101579	0.00356	0.003966	1.0	0.015473	0.13196	0.01193	0.030398	0.016177	0.022894	0.006321	0.01626	0.046984
CD1E	0.002711	0.002338	0.002259	0.002633	0.005835	0.00301	0.000423	0.003704	0.005277	0.000395	0.002764	0.000532	0.007014	0.002179	0.00126	0.009457	1.0	0.158228	0.002337	0.002543	0.002301	0.00137
CD2	0.022003	0.021297	0.019023	0.578734	0.56581	0.678842	0.556036	1.0	0.797005	0.414834	0.43997	0.214048	0.007871	0.002676	0.0	0.005421	0.005379	0.002464	0.015778	0.001863	0.036021	0.03329
CD209	0.019067	0.003719	0.002495	0.001851	0.030294	0.0	0.00185	0.002776	0.050435	0.036531	0.009509	0.005593	0.02467	0.108939	0.063613	1.0	0.891623	0.077269	0.018398	0.057185	0.027385	0.041707
CD22	1.0	0.544835	0.0	0.00563	0.010489	0.010792	0.006615	0.008055	0.033146	0.018804	0.006996	0.004118	0.0037	0.041125	0.013231	0.061901	0.041465	0.005425	0.082054	0.05707	0.02618	0.016273
CD244	0.016886	0.008224	0.004268	0.247357	0.06377	0.020728	0.001989	0.042904	0.027295	0.448336	0.737672	0.688317	0.331022	0.001609	0.011594	0.031831	0.002233	0.0	0.035516	0.008153	1.0	0.013681
CD247	0.0	0.001868	0.002605	0.341187	0.436362	0.329379	0.132665	0.328381	0.604655	0.566426	1.0	0.938342	0.000722	1.6e-05	0.000203	0.003619	0.001245	0.000549	0.006519	0.005085	0.027088	0.00225
CD27	0.041226	0.557644	1.0	0.746007	0.544394	0.564473	0.142745	0.774193	0.948925	0.302816	0.014736	0.005214	0.006464	0.000191	0.006606	0.006468	0.004915	0.003101	0.004743	0.0	0.0522	0.029008
CD28	0.048564	0.05451	0.037413	0.208352	0.179506	0.402907	1.0	0.566359	0.695128	0.206897	0.007047	0.00428	0.007579	0.0	0.001009	0.064961	0.011262	0.001706	8.9e-05	0.005795	0.012073	0.051649
CD300A	0.000847	0.009737	0.014584	0.133937	0.031441	0.073038	0.005308	0.003881	0.010895	0.421927	1.0	0.873458	0.406723	0.125145	0.034792	0.321946	0.006264	0.0	0.141407	0.197426	0.447953	0.772323
CD33	0.004508	0.001886	0.005751	0.003284	0.002225	0.000363	0.0	0.00167	0.013617	0.041181	0.000859	0.001124	0.449431	0.114347	0.07007	0.16707	0.218431	0.00151	0.242556	0.260572	0.007844	0.00795
CD37	0.962648	0.842771	0.051464	0.320176	0.212224	0.306639	0.05609	0.256471	0.346488	0.126216	0.145784	0.110207	0.322788	0.099146	0.017623	0.16389	0.022605	0.0	0.050108	0.073611	0.132439	0.22735
CD38	0.043352	0.0493	1.0	0.021001	0.019127	0.011577	0.035417	0.089576	0.052333	0.013129	0.112219	0.066498	0.014265	0.002081	0.990991	0.047861	0.0	0.274295	0.062138	0.107962	0.019327	0.027772
CD3D	0.004813	0.008577	0.004027	0.760719	0.788216	0.634459	0.393698	1.0	0.672097	0.628376	0.012621	0.01225	0.003541	0.003284	0.000729	0.0	0.00497	0.006364	0.00151	5.2e-05	0.041398	0.012628
CD3E	0.092054	0.052318	0.086222	0.471924	0.285681	0.520555	0.226987	0.238899	0.431491	0.135072	0.027704	0.017728	0.007982	0.004904	0.003582	0.003814	0.005493	0.01223	0.001235	0.0	0.024713	0.056681
CD3G	0.012148	0.021637	0.004761	1.0	0.853243	0.915301	0.340374	0.720282	0.384789	0.331833	0.071233	0.030587	0.004945	0.004794	0.002128	0.0	0.004304	0.006818	0.001242	0.000723	0.029852	0.043383
CD4	0.00623	0.004226	0.027424	0.008872	0.241221	0.362376	0.164461	0.427449	0.543275	0.032262	0.000509	0.0	0.325836	0.047494	0.149398	1.0	0.126108	0.06233	0.013749	0.021119	0.008741	0.028774
CD40	0.10748	0.094638	0.05653	0.007107	0.00063	0.004454	0.004482	0.001386	0.017655	0.012268	0.004081	0.007243	0.014537	0.080506	1.0	0.04138	0.115653	0.375857	0.0	0.023676	0.007184	0.012749
CD40LG	0.059347	0.04316	0.022628	0.204143	0.536138	1.0	0.771137	0.948924	0.018311	0.518911	0.016225	0.043667	0.010784	0.016892	0.012743	0.019529	0.0053	0.001385	0.0	0.006818	0.024742	0.042521
CD5	0.090253	0.009042	0.083216	0.229787	0.275837	0.465917	0.221176	0.384973	1.0	0.0979	0.030371	0.005881	0.039275	0.023162	0.03092	0.001856	0.026562	0.023275	0.0	0.011241	0.034476	0.012504
CD6	0.006479	0.009419	0.048078	0.318506	0.132174	0.589626	0.510522	0.340413	0.389141	0.057059	0.11046	0.058202	0.009347	0.010058	0.018107	0.00896	0.010455	0.009201	4.6e-05	0.0	0.054654	0.021618
CD68	0.0	0.000458	0.000527	0.004271	0.001596	0.001115	0.002467	0.002115	0.001835	0.00839	0.008087	0.00095	0.071717	0.15202	0.066563	0.247175	0.101325	0.06113	0.015108	0.0199	0.003779	0.00294
CD69	1.0	0.609413	0.012453	0.458691	0.531534	0.664431	0.126923	0.736461	0.062129	0.552863	0.213242	0.662301	0.004538	0.000345	0.003676	0.0	0.001278	0.004946	0.050083	0.177147	0.770774	0.049599
CD7	0.000377	0.000558	0.000639	0.242676	0.220587	0.163303	0.137541	0.23152	0.863226	0.044075	0.180654	0.228714	0.000907	0.000419	0.00013	0.007473	0.001627	0.001074	0.0	0.00086	0.003974	0.001422
CD70	0.135857	0.314871	0.254165	0.112023	0.045605	0.121486	0.183297	0.095105	1.0	0.139289	0.101393	0.081036	0.082653	0.068681	0.17168	0.045748	0.069404	0.344099	0.090926	0.044863	0.128654	0.143298
CD72	1.0	0.131289	0.001187	0.00851	0.025488	0.001072	0.00635	0.002498	0.021706	0.003376	0.042512	0.010067	0.001703	0.001969	0.002047	0.082171	0.012335	0.000976	0.0	0.006226	0.004702	0.001826
CD79A	1.0	0.810715	0.315081	0.030153	0.010075	0.008269	0.00298	0.031116	0.030044	0.011185	0.007264	0.006411	0.009378	0.005197	0.00389	0.000138	0.006387	0.010594	0.0	0.004716	0.037284	0.016593
CD79B	1.0	0.788544	0.145211	0.032129	0.041375	0.05102	0.02586	0.065122	0.138961	0.040312	0.054873	0.03638	0.020264	0.004977	0.004309	0.006877	0.003891	0.005669	0.0	0.003911	0.028845	0.032688
CD80	0.023379	0.070914	0.075798	0.010551	0.016897	0.014743	0.037636	0.018591	0.081486	0.037899	0.030476	0.025157	0.027195	0.072094	0.805468	0.029873	0.126747	1.0	0.021054	0.033585	0.018598	0.023687
CD86	0.072883	0.127826	0.062724	0.017777	0.001246	0.01477	0.013609	0.0	0.032912	0.069882	0.018056	0.013042	0.306816	0.164725	0.317149	0.61911	0.380965	1.0	0.029628	0.039009	0.01755	0.02957
CD8A	0.052605	0.030859	0.000315	1.0	0.0	0.010663	0.012071	0.013206	0.003983	0.109238	0.092317	0.115514	0.016332	0.009539	0.000484	0.002251	0.013628	0.012299	0.004624	0.006207	0.013595	0.05851
CD8B	0.003314	0.002508	0.003493	1.0	0.036401	0.001963	0.000855	0.02959	0.000848	0.026946	0.002924	0.002	0.001406	0.001485	0.0	0.000181	0.001327	0.001136	0.000181	0.000446	0.006425	0.005999
CD96	0.036043	0.050293	0.017136	0.567292	0.471054	0.517815	0.074289	0.148065	0.97588	1.0	0.537283	0.704838	0.000925	0.001442	0.01055	0.0	0.005825	0.008021	0.023694	0.003243	0.134615	0.01948
CDA	0.0	0.000231	0.003176	0.000729	0.000622	0.00203	0.000755	0.000864	0.001151	0.044554	0.025296	0.000194	0.288137	0.094713	0.00038	0.005958	0.093712	0.007973	0.022482	0.020827	0.09457	1.0
CDC25A	0.024798	0.019186	0.043406	0.003965	0.020251	0.0	1.0	0.102724	0.094427	0.074502	0.019394	0.611468	0.026195	0.045575	0.059676	0.026171	0.026412	0.017126	0.086264	0.2992	0.02677	0.040111
CDH12	0.019972	0.059429	0.000925	0.005712	0.002451	0.009308	0.072003	0.015269	0.649105	1.0	0.106279	0.015269	0.013754	0.030892	0.029907	0.011893	0.138222	0.085961	0.408747	0.165399	0.291184	0.09397
CDHR1	0.03872	0.063268	0.006229	0.112517	0.347597	0.025812	0.089941	0.066675	0.004986	0.537668	1.0	0.098637	0.016139	0.012855	0.010895	0.074088	0.0	0.008358	0.053986	0.018568	0.007487	0.090353
CDK6	0.064579	0.036938	0.011269	0.189029	0.046807	0.314935	0.117522	0.041152	0.204923	0.042027	0.051427	1.0	0.029776	0.038566	0.014039	0.0	0.227729	0.19723	0.126978	0.004631	0.186313	0.02379
CEACAM3	0.010617	0.007368	0.028389	0.010923	0.006313	0.004268	0.0	0.008987	0.042296	0.03607	0.069866	0.030674	0.095327	0.053361	0.037523	0.032752	0.049178	0.079754	0.068101	0.058456	0.041642	1.0
CEACAM8	0.030732	0.0345	0.007552	0.058421	0.001058	0.028973	0.012823	0.0	0.014532	0.004625	0.399663	0.066101	0.000791	0.000137	0.003924	0.002895	0.003958	0.006	1.0	0.76901	0.096837	0.06096
CEMP1	0.073969	0.065004	0.0	0.011974	0.125348	0.007893	0.009513	0.196044	0.655053	0.416428	0.060946	0.13337	0.021272	0.024533	0.042715	0.124606	0.00084	0.006442	0.01744	0.11072	0.156166	0.07859
