0.0	0.36	0.49	0.11	0.01	0.03
0.87	0.01	0.11	0.01	0.0	0.0
0.69	0.02	0.02	0.17	0.06	0.04
0.03	0.0	0.25	0.68	0.02	0.02
0.01	0.0	0.08	0.0	0.0	0.91
0.0	0.0	0.62	0.0	0.01	0.37
0.08	0.65	0.27	0.0	0.0	0.0
0.01	0.03	0.04	0.01	0.23	0.68
0.0	0.01	0.01	0.0	0.21	0.77
0.04	0.16	0.74	0.0	0.01	0.05
0.0	0.02	0.93	0.02	0.02	0.01
0.03	0.33	0.0	0.61	0.02	0.01
0.02	0.09	0.67	0.04	0.16	0.02
0.16	0.0	0.68	0.15	0.0	0.01
0.39	0.06	0.02	0.03	0.15	0.35
0.93	0.0	0.01	0.06	0.0	0.0
0.58	0.01	0.0	0.1	0.3	0.01
0.01	0.69	0.13	0.04	0.09	0.04
0.0	0.87	0.02	0.05	0.01	0.05
0.09	0.2	0.12	0.43	0.11	0.05
0.26	0.01	0.01	0.28	0.0	0.44
0.33	0.02	0.01	0.59	0.05	0.0
0.27	0.01	0.0	0.05	0.16	0.51
0.01	0.0	0.32	0.01	0.65	0.01
0.01	0.15	0.68	0.07	0.0	0.09
0.0	0.26	0.06	0.01	0.01	0.66
0.05	0.0	0.83	0.1	0.01	0.01
0.35	0.25	0.12	0.17	0.08	0.03
0.0	0.02	0.87	0.08	0.01	0.02
0.55	0.12	0.01	0.26	0.04	0.02
0.02	0.0	0.03	0.02	0.76	0.17
0.02	0.47	0.44	0.0	0.06	0.01
0.06	0.19	0.59	0.09	0.06	0.01
0.18	0.64	0.01	0.01	0.11	0.05
0.05	0.01	0.74	0.0	0.06	0.14
0.09	0.73	0.09	0.02	0.05	0.02
0.04	0.16	0.58	0.02	0.2	0.0
0.05	0.0	0.02	0.4	0.1	0.43
0.0	0.05	0.16	0.01	0.44	0.34
0.61	0.22	0.05	0.08	0.01	0.03
0.25	0.26	0.14	0.27	0.04	0.04
0.11	0.72	0.02	0.07	0.0	0.08
0.07	0.06	0.64	0.08	0.11	0.04
0.03	0.17	0.02	0.13	0.01	0.64
0.0	0.0	0.02	0.95	0.0	0.03
0.12	0.01	0.08	0.01	0.69	0.09
0.42	0.07	0.12	0.05	0.0	0.34
0.01	0.18	0.79	0.0	0.0	0.02
0.0	0.49	0.0	0.03	0.0	0.48
0.01	0.0	0.0	0.95	0.04	0.0
0.01	0.4	0.0	0.01	0.03	0.55
0.05	0.23	0.45	0.04	0.15	0.08
0.0	0.04	0.66	0.26	0.03	0.01
0.37	0.21	0.01	0.0	0.0	0.41
0.04	0.36	0.1	0.0	0.43	0.07
0.0	0.5	0.01	0.0	0.49	0.0
0.0	0.11	0.05	0.28	0.02	0.54
0.02	0.06	0.9	0.0	0.0	0.02
0.14	0.23	0.35	0.18	0.05	0.05
0.01	0.0	0.89	0.01	0.0	0.09
0.01	0.51	0.0	0.36	0.12	0.0
0.02	0.55	0.0	0.14	0.25	0.04
0.02	0.0	0.96	0.0	0.0	0.02
0.01	0.35	0.4	0.12	0.1	0.02
0.02	0.02	0.04	0.02	0.77	0.13
0.01	0.01	0.0	0.15	0.47	0.36
0.01	0.0	0.45	0.5	0.03	0.01
0.71	0.01	0.01	0.25	0.0	0.02
0.02	0.01	0.72	0.21	0.01	0.03
0.46	0.03	0.11	0.3	0.08	0.02
0.07	0.46	0.02	0.0	0.02	0.43
0.06	0.07	0.55	0.18	0.01	0.13
0.0	0.02	0.8	0.0	0.02	0.16
0.66	0.1	0.01	0.01	0.22	0.0
0.07	0.68	0.15	0.02	0.07	0.01
0.0	0.0	0.96	0.01	0.02	0.01
0.09	0.08	0.33	0.03	0.19	0.28
0.02	0.04	0.04	0.0	0.87	0.03
0.0	0.0	0.05	0.63	0.12	0.2
0.25	0.01	0.2	0.39	0.0	0.15
0.49	0.11	0.07	0.07	0.08	0.18
0.01	0.09	0.79	0.07	0.0	0.04
0.02	0.0	0.01	0.97	0.0	0.0
0.4	0.4	0.01	0.03	0.14	0.02
0.07	0.52	0.03	0.01	0.16	0.21
0.0	0.0	0.65	0.34	0.01	0.0
0.3	0.5	0.0	0.02	0.17	0.01
0.06	0.59	0.01	0.03	0.0	0.31
0.0	0.07	0.19	0.03	0.55	0.16
0.0	0.18	0.01	0.02	0.59	0.2
0.0	0.59	0.0	0.01	0.02	0.38
0.54	0.22	0.1	0.03	0.07	0.04
0.0	0.12	0.01	0.01	0.01	0.85
0.01	0.02	0.03	0.12	0.79	0.03
0.01	0.0	0.75	0.1	0.13	0.01
0.0	0.0	0.03	0.91	0.05	0.01
0.23	0.0	0.03	0.01	0.71	0.02
0.11	0.4	0.05	0.16	0.25	0.03
0.02	0.23	0.12	0.11	0.5	0.02
0.05	0.01	0.58	0.23	0.01	0.12
0.01	0.0	0.0	0.95	0.0	0.04
0.04	0.06	0.43	0.04	0.16	0.27
0.6	0.03	0.01	0.35	0.0	0.01
0.06	0.05	0.05	0.17	0.01	0.66
0.01	0.02	0.94	0.02	0.0	0.01
0.01	0.05	0.13	0.77	0.04	0.0
0.37	0.18	0.05	0.25	0.03	0.12
0.4	0.08	0.4	0.05	0.06	0.01
0.24	0.48	0.0	0.04	0.01	0.23
0.12	0.02	0.85	0.0	0.0	0.01
0.49	0.03	0.11	0.01	0.17	0.19
0.01	0.27	0.23	0.39	0.07	0.03
0.05	0.07	0.29	0.03	0.55	0.01
0.84	0.02	0.03	0.06	0.04	0.01
0.02	0.64	0.0	0.04	0.0	0.3
0.13	0.5	0.33	0.01	0.02	0.01
0.15	0.0	0.05	0.09	0.29	0.42
0.06	0.33	0.01	0.57	0.03	0.0
0.8	0.0	0.02	0.0	0.01	0.17
0.11	0.01	0.02	0.84	0.0	0.02
0.09	0.76	0.04	0.09	0.01	0.01
0.07	0.28	0.05	0.16	0.39	0.05
0.01	0.3	0.28	0.01	0.03	0.37
0.01	0.0	0.44	0.0	0.55	0.0
0.09	0.01	0.02	0.01	0.0	0.87
0.27	0.05	0.22	0.28	0.12	0.06
0.61	0.0	0.01	0.23	0.01	0.14
0.12	0.23	0.48	0.06	0.04	0.07
0.17	0.01	0.38	0.25	0.14	0.05
0.04	0.16	0.75	0.01	0.0	0.04
0.06	0.02	0.01	0.88	0.03	0.0
0.34	0.01	0.0	0.29	0.01	0.35
0.84	0.01	0.03	0.07	0.02	0.03
0.49	0.0	0.0	0.02	0.47	0.02
0.09	0.0	0.03	0.84	0.02	0.02
0.03	0.0	0.2	0.02	0.52	0.23
0.01	0.0	0.85	0.11	0.02	0.01
0.56	0.0	0.05	0.09	0.04	0.26
0.52	0.03	0.12	0.14	0.13	0.06
0.0	0.25	0.0	0.13	0.61	0.01
0.56	0.16	0.01	0.19	0.05	0.03
0.22	0.05	0.05	0.18	0.09	0.41
0.02	0.39	0.49	0.05	0.04	0.01
0.1	0.02	0.01	0.0	0.57	0.3
0.69	0.0	0.01	0.0	0.02	0.28
0.01	0.05	0.25	0.38	0.29	0.02
0.2	0.08	0.01	0.19	0.02	0.5
0.26	0.03	0.0	0.23	0.42	0.06
0.21	0.16	0.39	0.09	0.0	0.15
0.01	0.02	0.01	0.95	0.0	0.01
0.02	0.58	0.17	0.2	0.01	0.02
0.0	0.01	0.05	0.87	0.05	0.02
0.01	0.06	0.01	0.4	0.14	0.38
0.03	0.26	0.09	0.2	0.34	0.08
0.33	0.3	0.08	0.07	0.07	0.15
0.0	0.93	0.0	0.01	0.03	0.03
0.03	0.42	0.04	0.03	0.39	0.09
0.02	0.24	0.16	0.55	0.0	0.03
0.0	0.57	0.37	0.02	0.0	0.04
0.1	0.04	0.02	0.02	0.67	0.15
0.46	0.02	0.04	0.04	0.23	0.21
0.09	0.01	0.82	0.01	0.07	0.0
0.02	0.06	0.66	0.22	0.01	0.03
0.54	0.02	0.11	0.04	0.07	0.22
0.04	0.0	0.0	0.03	0.92	0.01
0.09	0.04	0.02	0.01	0.01	0.83
0.18	0.72	0.0	0.09	0.01	0.0
0.92	0.0	0.0	0.01	0.0	0.07
0.03	0.05	0.14	0.74	0.03	0.01
0.29	0.5	0.03	0.02	0.14	0.02
0.0	0.13	0.26	0.02	0.02	0.57
0.01	0.0	0.0	0.09	0.8	0.1
0.05	0.0	0.06	0.09	0.73	0.07
0.0	0.01	0.17	0.06	0.01	0.75
0.68	0.19	0.01	0.02	0.01	0.09
0.06	0.26	0.09	0.09	0.05	0.45
0.39	0.02	0.01	0.01	0.15	0.42
0.14	0.12	0.11	0.25	0.34	0.04
0.09	0.05	0.21	0.06	0.02	0.57
0.12	0.0	0.01	0.83	0.01	0.03
0.01	0.9	0.04	0.04	0.0	0.01
0.02	0.04	0.01	0.07	0.84	0.02
0.0	0.46	0.0	0.01	0.51	0.02
0.02	0.1	0.33	0.34	0.05	0.16
0.01	0.02	0.0	0.95	0.01	0.01
0.67	0.03	0.09	0.2	0.0	0.01
0.01	0.01	0.04	0.09	0.78	0.07
0.04	0.28	0.02	0.01	0.14	0.51
0.0	0.09	0.75	0.11	0.03	0.02
0.0	0.0	0.25	0.71	0.01	0.03
0.03	0.03	0.0	0.91	0.01	0.02
0.16	0.09	0.02	0.59	0.13	0.01
0.0	0.05	0.04	0.01	0.88	0.02
0.49	0.03	0.0	0.02	0.31	0.15
0.1	0.0	0.02	0.0	0.01	0.87
0.0	0.38	0.1	0.29	0.07	0.16
0.0	0.07	0.0	0.01	0.01	0.91
0.01	0.8	0.18	0.01	0.0	0.0
0.16	0.08	0.73	0.01	0.01	0.01
0.69	0.11	0.04	0.01	0.0	0.15
0.49	0.41	0.06	0.02	0.01	0.01
0.01	0.29	0.08	0.53	0.06	0.03
0.01	0.72	0.08	0.02	0.15	0.02
0.03	0.0	0.03	0.0	0.93	0.01
0.01	0.01	0.19	0.43	0.1	0.26
0.31	0.1	0.0	0.01	0.0	0.58
0.17	0.01	0.01	0.02	0.69	0.1
0.0	0.01	0.0	0.98	0.01	0.0
0.0	0.56	0.01	0.41	0.0	0.02
0.03	0.38	0.28	0.01	0.02	0.28
0.41	0.0	0.01	0.01	0.0	0.57
0.14	0.01	0.0	0.37	0.44	0.04
0.19	0.01	0.0	0.05	0.0	0.75
0.28	0.01	0.01	0.69	0.01	0.0
0.14	0.72	0.01	0.0	0.07	0.06
0.13	0.01	0.02	0.08	0.02	0.74
0.04	0.0	0.01	0.7	0.05	0.2
0.0	0.01	0.04	0.92	0.0	0.03
0.35	0.18	0.26	0.15	0.01	0.05
0.22	0.19	0.34	0.12	0.01	0.12
0.01	0.67	0.0	0.31	0.01	0.0
0.02	0.0	0.1	0.02	0.69	0.17
0.03	0.3	0.0	0.4	0.26	0.01
0.05	0.04	0.05	0.22	0.4	0.24
0.08	0.88	0.03	0.0	0.0	0.01
0.17	0.77	0.02	0.0	0.03	0.01
0.1	0.0	0.89	0.0	0.0	0.01
0.18	0.2	0.2	0.15	0.25	0.02
0.01	0.0	0.59	0.0	0.37	0.03
0.01	0.0	0.94	0.01	0.02	0.02
0.65	0.07	0.06	0.09	0.01	0.12
0.02	0.07	0.16	0.01	0.38	0.36
0.01	0.02	0.48	0.35	0.09	0.05
0.0	0.42	0.44	0.13	0.0	0.01
0.11	0.02	0.74	0.01	0.0	0.12
0.34	0.6	0.03	0.0	0.01	0.02
0.08	0.19	0.07	0.01	0.65	0.0
0.72	0.0	0.05	0.01	0.17	0.05
0.08	0.09	0.4	0.26	0.03	0.14
0.61	0.26	0.0	0.05	0.03	0.05
0.27	0.04	0.05	0.57	0.05	0.02
0.03	0.01	0.02	0.66	0.06	0.22
0.07	0.16	0.13	0.03	0.02	0.59
0.0	0.63	0.0	0.03	0.19	0.15
0.01	0.0	0.01	0.01	0.97	0.0
0.16	0.01	0.02	0.43	0.33	0.05
0.48	0.13	0.03	0.09	0.25	0.02
0.12	0.13	0.65	0.02	0.06	0.02
0.74	0.07	0.05	0.1	0.04	0.0
0.38	0.04	0.14	0.24	0.0	0.2
0.13	0.07	0.05	0.03	0.02	0.7
0.0	0.33	0.01	0.0	0.31	0.35
0.01	0.18	0.8	0.0	0.0	0.01
0.1	0.05	0.24	0.0	0.31	0.3
0.01	0.03	0.95	0.01	0.0	0.0
0.5	0.12	0.04	0.24	0.03	0.07
0.31	0.01	0.41	0.02	0.22	0.03
0.01	0.0	0.07	0.04	0.01	0.87
0.15	0.09	0.01	0.63	0.08	0.04
0.49	0.0	0.01	0.21	0.23	0.06
0.0	0.96	0.0	0.02	0.01	0.01
0.02	0.56	0.04	0.37	0.01	0.0
0.73	0.06	0.06	0.0	0.1	0.05
0.02	0.19	0.02	0.04	0.12	0.61
0.41	0.4	0.01	0.16	0.0	0.02
0.09	0.25	0.48	0.07	0.08	0.03
0.02	0.0	0.02	0.61	0.3	0.05
0.0	0.14	0.09	0.04	0.15	0.58
0.02	0.03	0.0	0.07	0.78	0.1
0.02	0.08	0.65	0.15	0.02	0.08
0.03	0.26	0.01	0.51	0.0	0.19
0.02	0.69	0.0	0.03	0.17	0.09
0.78	0.01	0.0	0.0	0.0	0.21
0.21	0.01	0.26	0.49	0.03	0.0
0.41	0.01	0.21	0.06	0.27	0.04
0.0	0.05	0.03	0.13	0.08	0.71
0.06	0.01	0.43	0.0	0.47	0.03
0.05	0.07	0.2	0.0	0.04	0.64
0.37	0.01	0.14	0.0	0.0	0.48
0.0	0.04	0.04	0.02	0.88	0.02
0.36	0.03	0.32	0.28	0.01	0.0
0.01	0.03	0.01	0.22	0.72	0.01
0.21	0.04	0.41	0.3	0.02	0.02
0.05	0.02	0.85	0.02	0.05	0.01
0.04	0.01	0.03	0.0	0.0	0.92
0.6	0.03	0.27	0.01	0.06	0.03
0.26	0.01	0.06	0.67	0.0	0.0
0.79	0.04	0.16	0.0	0.01	0.0
0.23	0.08	0.01	0.0	0.01	0.67
0.03	0.04	0.01	0.74	0.04	0.14
0.03	0.01	0.02	0.6	0.27	0.07
0.0	0.04	0.47	0.12	0.0	0.37
0.02	0.15	0.39	0.07	0.14	0.23
0.01	0.0	0.04	0.88	0.06	0.01
0.0	0.06	0.93	0.01	0.0	0.0
0.52	0.06	0.01	0.36	0.05	0.0
0.02	0.18	0.04	0.01	0.05	0.7
0.04	0.68	0.02	0.03	0.2	0.03
0.01	0.0	0.88	0.05	0.02	0.04
0.01	0.03	0.0	0.41	0.01	0.54
0.14	0.02	0.65	0.01	0.11	0.07
0.07	0.01	0.01	0.88	0.0	0.03
0.0	0.0	0.01	0.04	0.37	0.58
0.01	0.01	0.98	0.0	0.0	0.0
0.36	0.35	0.1	0.06	0.12	0.01
0.08	0.06	0.19	0.1	0.18	0.39
0.03	0.02	0.73	0.0	0.01	0.21
0.02	0.11	0.04	0.71	0.0	0.12
0.93	0.03	0.0	0.0	0.0	0.04
0.96	0.01	0.0	0.0	0.02	0.01
0.0	0.01	0.01	0.27	0.0	0.71
0.58	0.18	0.07	0.05	0.12	0.0
0.01	0.12	0.04	0.79	0.03	0.01
0.11	0.07	0.02	0.61	0.17	0.02
0.02	0.01	0.35	0.39	0.11	0.12
0.01	0.15	0.01	0.27	0.42	0.14
0.09	0.0	0.08	0.13	0.0	0.7
0.0	0.08	0.43	0.14	0.29	0.06
0.0	0.03	0.0	0.0	0.01	0.96
0.02	0.0	0.0	0.01	0.01	0.96
0.04	0.05	0.07	0.08	0.72	0.04
0.22	0.3	0.0	0.01	0.46	0.01
0.05	0.17	0.0	0.76	0.01	0.01
0.81	0.09	0.02	0.07	0.0	0.01
0.0	0.11	0.02	0.0	0.85	0.02
0.0	0.04	0.19	0.01	0.01	0.75
0.46	0.12	0.15	0.14	0.03	0.1
0.31	0.01	0.0	0.68	0.0	0.0
0.0	0.02	0.12	0.6	0.23	0.03
0.03	0.08	0.58	0.21	0.02	0.08
0.0	0.01	0.96	0.03	0.0	0.0
0.0	0.46	0.03	0.48	0.02	0.01
0.01	0.0	0.05	0.94	0.0	0.0
0.0	0.3	0.19	0.5	0.0	0.01
0.0	0.0	0.01	0.0	0.75	0.24
0.87	0.1	0.01	0.02	0.0	0.0
0.2	0.27	0.3	0.02	0.12	0.09
0.04	0.4	0.01	0.07	0.46	0.02
0.01	0.01	0.12	0.0	0.85	0.01
0.12	0.05	0.42	0.06	0.21	0.14
0.01	0.07	0.47	0.16	0.02	0.27
0.4	0.12	0.18	0.07	0.06	0.17
0.01	0.0	0.07	0.84	0.04	0.04
0.71	0.03	0.04	0.03	0.1	0.09
0.97	0.01	0.02	0.0	0.0	0.0
0.01	0.56	0.31	0.03	0.03	0.06
0.07	0.23	0.0	0.21	0.06	0.43
0.03	0.02	0.88	0.0	0.07	0.0
0.57	0.03	0.02	0.3	0.0	0.08
0.1	0.01	0.7	0.0	0.18	0.01
0.12	0.04	0.17	0.16	0.5	0.01
0.03	0.02	0.04	0.45	0.06	0.4
0.36	0.0	0.51	0.12	0.01	0.0
0.21	0.06	0.12	0.58	0.01	0.02
0.08	0.83	0.04	0.03	0.0	0.02
0.82	0.0	0.04	0.01	0.05	0.08
0.04	0.01	0.01	0.01	0.23	0.7
0.04	0.0	0.43	0.01	0.39	0.13
0.02	0.02	0.62	0.34	0.0	0.0
0.34	0.06	0.25	0.14	0.04	0.17
0.29	0.04	0.02	0.45	0.14	0.06
0.0	0.0	0.92	0.02	0.01	0.05
0.0	0.03	0.02	0.05	0.9	0.0
0.06	0.85	0.01	0.03	0.05	0.0
0.38	0.09	0.43	0.0	0.05	0.05
0.08	0.02	0.02	0.76	0.08	0.04
0.98	0.0	0.01	0.0	0.0	0.01
0.37	0.1	0.1	0.26	0.16	0.01
0.0	0.13	0.67	0.1	0.01	0.09
0.62	0.01	0.05	0.08	0.22	0.02
0.02	0.21	0.54	0.07	0.05	0.11
0.04	0.52	0.0	0.04	0.33	0.07
0.01	0.98	0.01	0.0	0.0	0.0
0.07	0.0	0.4	0.51	0.01	0.01
0.06	0.15	0.29	0.19	0.27	0.04
0.42	0.02	0.01	0.21	0.05	0.29
0.04	0.58	0.07	0.11	0.03	0.17
0.0	0.01	0.87	0.02	0.01	0.09
0.05	0.13	0.74	0.01	0.05	0.02
0.01	0.25	0.01	0.34	0.38	0.01
0.41	0.09	0.12	0.08	0.25	0.05
0.45	0.0	0.02	0.01	0.0	0.52
0.0	0.91	0.08	0.01	0.0	0.0
0.84	0.0	0.08	0.0	0.06	0.02
0.26	0.12	0.48	0.08	0.01	0.05
0.2	0.0	0.66	0.04	0.0	0.1
0.01	0.36	0.01	0.01	0.59	0.02
0.28	0.64	0.02	0.05	0.0	0.01
0.8	0.02	0.09	0.01	0.06	0.02
0.06	0.04	0.0	0.06	0.03	0.81
0.07	0.27	0.36	0.0	0.25	0.05
0.04	0.03	0.22	0.09	0.09	0.53
0.83	0.13	0.0	0.03	0.0	0.01
0.0	0.03	0.34	0.03	0.0	0.6
0.24	0.52	0.21	0.02	0.01	0.0
0.17	0.12	0.29	0.0	0.22	0.2
0.02	0.2	0.18	0.04	0.55	0.01
0.08	0.1	0.36	0.34	0.07	0.05
0.03	0.65	0.18	0.08	0.02	0.04
0.47	0.18	0.07	0.06	0.16	0.06
0.05	0.87	0.0	0.03	0.01	0.04
0.01	0.01	0.01	0.28	0.67	0.02
0.12	0.33	0.04	0.5	0.01	0.0
0.04	0.88	0.06	0.0	0.02	0.0
0.0	0.0	0.5	0.39	0.04	0.07
0.26	0.01	0.04	0.16	0.07	0.46
0.0	0.0	0.0	0.0	0.02	0.98
0.04	0.57	0.06	0.1	0.21	0.02
0.04	0.01	0.01	0.82	0.12	0.0
0.96	0.0	0.0	0.0	0.03	0.01
0.06	0.01	0.0	0.25	0.01	0.67
0.05	0.21	0.59	0.03	0.03	0.09
0.02	0.02	0.25	0.06	0.64	0.01
0.01	0.8	0.08	0.0	0.0	0.11
0.06	0.39	0.01	0.48	0.0	0.06
0.0	0.05	0.8	0.01	0.12	0.02
0.0	0.0	0.42	0.24	0.33	0.01
0.32	0.37	0.04	0.12	0.05	0.1
0.08	0.53	0.01	0.1	0.01	0.27
0.65	0.09	0.03	0.12	0.0	0.11
0.1	0.0	0.01	0.02	0.83	0.04
0.34	0.18	0.02	0.03	0.22	0.21
0.34	0.17	0.07	0.16	0.01	0.25
0.03	0.0	0.08	0.18	0.54	0.17
0.33	0.0	0.05	0.02	0.0	0.6
0.01	0.75	0.12	0.01	0.11	0.0
0.37	0.01	0.55	0.01	0.05	0.01
0.86	0.0	0.12	0.01	0.01	0.0
0.09	0.08	0.03	0.75	0.03	0.02
0.04	0.22	0.34	0.13	0.08	0.19
0.97	0.01	0.0	0.01	0.0	0.01
0.13	0.0	0.08	0.64	0.13	0.02
0.05	0.0	0.28	0.03	0.3	0.34
0.01	0.0	0.01	0.61	0.1	0.27
0.53	0.04	0.22	0.15	0.01	0.05
0.0	0.0	0.74	0.19	0.0	0.07
0.01	0.62	0.01	0.3	0.01	0.05
0.0	0.0	0.01	0.4	0.0	0.59
0.02	0.0	0.02	0.77	0.16	0.03
0.32	0.01	0.34	0.02	0.23	0.08
0.01	0.26	0.01	0.64	0.03	0.05
0.0	0.57	0.03	0.3	0.08	0.02
0.0	0.0	0.66	0.03	0.29	0.02
0.01	0.03	0.01	0.04	0.03	0.88
0.0	0.63	0.09	0.03	0.23	0.02
0.6	0.06	0.01	0.28	0.03	0.02
0.04	0.09	0.0	0.43	0.32	0.12
0.0	0.02	0.0	0.0	0.01	0.97
0.1	0.0	0.62	0.1	0.03	0.15
0.02	0.01	0.38	0.0	0.58	0.01
0.03	0.06	0.06	0.13	0.1	0.62
0.03	0.04	0.17	0.31	0.37	0.08
0.86	0.0	0.04	0.04	0.04	0.02
0.01	0.87	0.03	0.0	0.01	0.08
0.31	0.0	0.03	0.28	0.0	0.38
0.07	0.01	0.48	0.39	0.02	0.03
0.07	0.76	0.11	0.01	0.01	0.04
0.35	0.19	0.01	0.14	0.0	0.31
0.0	0.0	0.0	0.17	0.82	0.01
0.72	0.03	0.02	0.02	0.1	0.11
0.0	0.02	0.98	0.0	0.0	0.0
0.5	0.23	0.06	0.09	0.01	0.11
0.01	0.0	0.0	0.08	0.0	0.91
0.01	0.08	0.0	0.01	0.28	0.62
0.0	0.0	0.01	0.0	0.01	0.98
0.03	0.1	0.03	0.06	0.04	0.74
0.36	0.29	0.01	0.26	0.03	0.05
0.07	0.0	0.02	0.04	0.87	0.0
0.74	0.04	0.0	0.04	0.01	0.17
0.72	0.14	0.04	0.07	0.01	0.02
0.0	0.23	0.7	0.02	0.04	0.01
0.02	0.01	0.84	0.02	0.1	0.01
0.15	0.79	0.01	0.0	0.03	0.02
0.01	0.0	0.39	0.05	0.04	0.51
0.02	0.64	0.09	0.15	0.02	0.08
0.37	0.11	0.02	0.0	0.49	0.01
0.37	0.05	0.01	0.07	0.42	0.08
0.0	0.0	0.01	0.0	0.75	0.24
0.05	0.03	0.2	0.28	0.43	0.01
0.12	0.02	0.1	0.41	0.25	0.1
0.7	0.04	0.09	0.09	0.08	0.0
0.67	0.01	0.02	0.22	0.01	0.07
0.0	0.05	0.32	0.0	0.23	0.4
