Row	ascites7873R1	ascites7873R2	ascites7882R1	ascites7882R2	ascites7892R1	ascites7892R2
RPL10A	1427.96	1469.54	1505.52	1648.59	1484.29	1634.55
TUBA1B	1606.26	1726.57	1579.11	1536.88	1186.4	1396.1
ANXA2	1616.85	1641.7	1350.82	1502.47	1352.38	1538.73
RPL36A	1703.86	1771.19	1354.16	1481.24	1179.69	1508.45
RPLP2	811.106	1185.59	1736.47	1699.34	1740.09	1660.5
UBB	1167.56	1301.56	1692.98	1615.2	1403.47	1562.65
RPS13	1619.6	1561.31	1228.99	1496.88	1272.33	1563.95
RPL5	1502.78	1392.6	1479.06	1524.61	1303.46	1471.8
EIF4A1	1423.89	1406.44	1523.43	1515.42	1375.26	1425.99
PGK1	1778.41	1617.06	1651.91	1368.38	1060.5	1151.12
NACA	1481.94	1535.46	1335.3	1478.47	1257.63	1514.67
MYL12B	1222.59	1072.01	1301.77	1593.96	1565.16	1732.54
RPL24	1305.68	1307.55	1482.15	1446.55	1328.06	1510.44
UBA52	1103.17	1387.64	1606.62	1525.34	1273.16	1449.92
RPL13	823.848	1089.13	1425.77	1731.54	1597.78	1649.25
IFI30	1599.33	2056.94	1212.77	1367.32	916	1164.24
MT-CO2	999.804	868.876	1250.75	1157.56	2564.39	1362.66
CXCL8	727.482	770.138	1060.4	1378.76	1923.22	2304.45
RPL27	1229.41	1426.17	1344.64	1448.73	1227.53	1467.26
FAM83A	2237.5	1371.46	930.983	893.189	1242.45	1399.93
NPM1	1121.85	1259.75	1190.5	1534.85	1267.78	1564.86
RPL15	837.831	1046.71	1699.83	1621.9	1299.03	1386.46
WDR74	2339.18	1292.81	961.031	922.999	950.196	1301.01
CD74	1308.01	1674	1102.92	1273.42	1182.15	1172.07
GNB2L1	932.4	1140.42	1507.61	1374.63	1291.75	1311.71
RPL3	940.279	1125.15	1245.46	1456.07	1370.27	1398.56
CD63	1600.05	1669.25	1030.29	1149.79	935.972	1112.69
CFL1	995.802	1240.92	1410.09	1391.97	1157.7	1240.17
EEF1G	867.96	1053.68	1237.16	1452.65	1343.35	1358.13
VIM	1444.63	1424.09	1169.78	984.531	1122.17	1138.58
RPL38	1154.29	1211.74	1166.14	1268.89	1188.6	1283.72
COX7C	1245.86	1204.4	1185.65	1209.69	1073	1292.38
RPSA	1078.89	1191.5	1145.23	1300.25	1183.11	1303.97
RPS21	934.647	1021.28	1289.21	1370.89	1271.99	1277.71
YBX1	1056.84	1065.19	1363.42	1314.02	1047.36	1156.33
S100A6	915.789	1069.07	1245.18	1208.48	1124.39	1328.39
DDX5	1451.9	1300.52	1049.32	860.087	1095.17	1121.93
H3F3B	1131.9	1093.97	1163.51	1204.29	1073.37	1166.52
RPS2	858.543	967.113	1124.91	1303.43	1230.66	1225.79
RPS14	849.453	999.494	1021.12	1260.25	1237.05	1282.65
CALM2	1398.28	1263.7	1009.04	1018.74	884.828	1016.46
RPL18	759.14	865.199	1196.99	1393.39	1187.02	1169.59
HSP90AB1	912.421	790.953	1154.09	1246.35	1267.23	1146.83
MYL12A	1060.38	964.299	989.121	1156.88	1050.98	1195.52
EEF2	1055.79	1216.11	946.363	1041.04	982.878	1147.08
PKM	1082.42	1034.2	1084.59	1019.89	1103.27	933.889
COX6C	924.964	874.84	944.861	1156.9	1066.75	1237.18
CCL2	1322.68	1299.82	964.365	1058.09	623.753	878.7
PRDX1	1171.82	1070.7	963.935	1067.27	842.193	1000.18
LDHA	1011.72	960.024	1016.94	1055.56	1025.84	907.628
RPS4X	1063.87	1065.53	907.416	961.08	890.552	994.586
YWHAZ	813.153	692.884	922.894	996.753	1295.8	1002.45
S100A4	1006.86	1099.13	901.644	953.86	816.268	939.494
RPL23A	1128.81	1065.12	796.06	891.105	866.056	925.272
ITM2B	1145.42	1034.59	717.72	918.099	870.749	959.768
RPL14	845.137	907.198	819.599	1227.55	860.274	962.84
PABPC1	803.662	665.418	956.786	721.588	1718.92	751.292
RPL23AP42	601.445	922.591	1070.36	1012.6	899.446	1041.64
RAN	962.171	876.218	879.293	1060.14	828.646	907.002
NPC2	1346.14	1311.3	707.124	791.879	575.434	729.116
PFDN5	1115.86	1185.14	756.677	852.367	683.383	855.206
HIST1H1C	574.786	865.587	786.233	931.101	1081.02	1181.74
RPL35	348.606	715.287	1064.67	1118.31	1010.82	1154.86
TPI1	680.577	837.756	904.039	1046.51	885.971	948.83
LYZ	1488.47	1394.47	517.762	635.471	545.135	678.683
CALR	937.199	1042.93	838.932	918.42	727.306	783.916
NAMPT	737.389	735.178	640.349	721.5	1136.84	1255.32
SERF2	522.01	796.527	1127.11	1025.88	822.723	906.306
HIST1H1E	516.445	774.534	808.52	933.236	1068.39	1048.87
HMGN2	1032.65	851.389	747.978	823.71	838.805	835.855
HMGB1	857.008	789.528	891.195	893.075	779.522	885.337
FCER1G	1407.32	1295.87	612.845	647.618	501.622	617.913
FAU	710.342	873.427	759.659	936.419	831.929	914.103
HIST1H4C	636.831	766.432	766.858	1026.72	849.575	962.654
H3F3A	907.589	844.369	807.147	780.65	858.077	775.253
FN1	1197.81	1066.49	658.318	559.392	813.951	651.08
UQCRH	747.304	691.799	783.348	958.411	821.769	897.42
MT-ND4L	606	502.253	707.074	663.513	1687.62	723.908
TMBIM6	1022.53	937.559	701.262	738.219	663.66	738.405
CALM1	927.857	820.691	864.396	764.356	684.714	735.213
TPM3	928.645	890.122	757.57	749.031	705.75	748.495
CTSS	1237.32	1181.85	549.657	621.971	546.673	622.511
RPS25	857.84	832.222	716.347	793.922	686.193	844.231
SAT1	811.636	799.101	634.115	635.124	772.807	970.894
TXNIP	937.657	940.02	543.226	611.246	766.541	807.669
CD24	535.63	435.397	830.899	1032.01	895.47	876.282
NME1-NME2	673.377	660.878	795.553	852.083	792.241	830.763
HNRNPC	784.264	747.21	717.944	793.987	722.447	805.257
ANXA1	785.608	727.074	723.887	791.682	685.496	826.529
HSP90B1	918.167	808.07	729.576	743.41	654.076	672.626
FCGR3A	1283.81	1211.63	552.698	605.074	351.421	482.964
CDC42	897.632	824.729	794.705	701.578	578.737	689.469
USMG5	845.181	726.693	756.759	767.744	597.639	765.42
GABARAP	870.22	856.131	749.268	705.494	614.751	654.72
COX6B1	565.185	643.173	803.567	853.482	778.209	803.958
LGALS1	443.755	637.924	1626.48	668.342	495.141	571.633
SLPI	415.019	450.435	741.833	942.011	919.829	934.573
VSIG4	1190.32	1301.51	549.61	555.034	320.103	474.88
HNRNPA1	806.955	754.825	664.024	683.25	768.385	686.32
PLCG2	395.621	573.52	929.131	786.031	747.489	930.176
PTP4A2	776.206	706.11	684.943	655.636	733.103	788.991
PFN1	649.99	734.003	825.386	782.281	617.279	687.389
NFKBIA	459.07	532.14	533.445	518.998	1069.63	1182.32
RPS18	589.606	637.517	723.649	821.22	717.366	779.698
GNAS	510.007	559.202	802.334	792.637	887.559	706.415
RPL7A	633.834	752.079	644.851	780.72	707.087	737.967
CCT5	594.422	554.222	721.714	851.748	739.703	788.046
EIF4G2	691.124	605.105	929.485	546.584	863.297	613.087
MTRNR2L12	1520.81	829.625	465.813	435.361	604.8	374.81
HIST1H2BD	456.39	574.633	675.384	735.601	832.292	933.35
P4HB	671.319	707.343	664.381	745.714	711.183	665.081
GPNMB	908.368	913.619	588.048	665.257	516.207	569.013
COX7A2	778.189	724.535	687.516	700.589	563.887	700.761
RHOA	885.432	843.972	663.847	623.985	546.136	585.54
RPS5	368.543	519.671	760.281	930.063	752.588	806.256
OAZ1	493.236	677.124	758.91	818.259	661.251	698.965
SUB1	733.592	633.487	610.824	700.767	674.516	750.227
CAP1	842.546	828.727	588.129	630.616	510.809	594.335
RPL29	477.136	625.623	737.41	770.559	649.308	723.239
CD47	573.892	490.7	622.274	713.847	777.647	791.277
LAPTM5	912.41	940.307	487.528	527.474	569.681	532.217
ARPC2	833.245	840.022	584.468	575.097	538.116	589.861
SLC25A3	723.14	624.025	664.427	626.204	648.16	668.953
ANXA5	819.986	781.702	539.392	610.922	527.3	616.377
RPL18A	255.1	411.319	887.915	901.598	705.693	733.055
HNRNPK	715.692	636.143	682.072	627.384	634.903	595.627
PLAU	224.579	236.841	605.26	697.072	1061.44	1022.68
HSP90AA1	520.149	423.924	618.64	612.059	1047.03	575.255
UQCRB	649.649	580.789	577.515	671.403	571.597	704.965
ARHGDIB	823.02	873.063	471.172	552.307	448.916	551.254
ATP5B	682.454	565.487	957.807	528.922	481.9	501.769
EEF1D	312.536	471.76	672.912	782.851	714.025	753.241
TUBA1C	469.709	523.375	715.895	694.393	615.137	686.558
EIF3L	681.711	609.864	586.912	618.192	593.95	604.291
CANX	800.262	724.974	605.55	528.636	528.867	499.172
RPL36	253.555	462.139	687.438	808.427	709.844	757.551
HIST1H3B	418.556	468.488	659.936	767.882	684.73	673.585
CAPNS1	472.27	531.5	683.599	712.291	635.388	615.71
ATP5J2	665.435	742.19	542.146	648.158	469.551	568.065
ATP5F1	631.377	614.868	541.413	657.183	554.233	615.457
SET	607.79	543.523	682.726	605.735	551.004	617.854
H2AFZ	483.546	448.826	786.997	634.259	593.252	655.503
LCP1	804.946	770.322	429.582	450.847	587.973	550.779
CSDE1	606.219	537.067	686.691	572.375	600.251	562.753
KRT8	294.079	350.377	601.029	708.639	815.401	750.885
EEF1B2	675.611	667.351	554.404	548.523	493.376	571.955
HIST1H2BH	267.004	344.697	733.076	750.555	680.563	727.105
CD53	823.873	829.689	382.502	449.236	423.378	521.618
HIST1H2AE	232.556	400.566	578.139	736.364	668.88	781.804
BTF3	630.326	600.783	559.38	528.681	500.705	578.163
EIF3E	566.448	489.847	540.19	620.202	555.915	618.264
S100A10	629.826	538.628	572.755	541.958	557.061	538.895
NCL	593.148	502.616	632.853	544.159	558.859	537.979
STMN1	498.401	413.398	574.727	647.396	611.456	620.468
RNASE1	876.375	1051.79	391.414	433.024	243.954	365.043
SOD2	351.972	353.677	363.023	389.142	891.883	963.765
COX4I1	305.151	492.548	577.003	667.479	636.897	615.272
MT1E	481.568	396.143	554.093	669.004	609.632	572.686
ARL6IP1	542.255	450.25	510.75	588.872	576.261	603.846
ATP5A1	511.805	482.433	575.469	613.864	524.063	549.607
HNRNPH1	636.362	560.699	610.718	432.922	499.459	517.044
TMA7	541.697	556.457	538.066	576.198	495.618	540.711
TPM4	581.819	530.773	446.183	500.088	604.673	541.596
ARPC3	694.432	702.429	434.578	511.051	369.357	492.98
ATP5L	510.682	540.356	610.429	541.401	437.6	553.479
TIMP1	353.859	438.068	427.307	504.009	718.858	744.257
RBM39	671.729	615.161	479.801	375.248	517.24	517.339
RPL22	546.18	494.734	507.036	579.825	482.137	565.287
NDUFB9	345.212	392.474	554.167	662.996	576.166	609.74
EIF3C	401.426	324.112	549.502	590.091	724.454	549.709
ALOX5AP	659.506	685.58	329.953	431.8	492.745	536.881
CD163	836.613	775.146	401.704	368.037	374.743	364.285
GSTP1	184.941	263.309	590.386	735.312	684.841	646.223
LIPA	924.638	855.917	365.459	369.074	253.638	334.147
PDIA3	665.061	606.748	443.464	497.504	403.195	458.895
SKP1	581.335	534.119	487.537	493.605	459.657	518.55
RPS26	270.097	462.024	496.435	605.1	579.973	658.076
HNRNPL	535.508	479.03	537.993	500.138	525.668	488.982
HIST1H2BK	193.606	334.217	657.5	608.568	582.678	670.143
RBM3	559.298	601.344	451.452	492.411	416.098	514.254
RPS28P7	114.808	412.545	555.963	796.343	520.079	627.991
HIF1A	582.11	497.408	444.645	459.12	539.753	501.973
MS4A6A	958.408	918.902	308.99	338.985	201.718	291.812
COX8A	302.759	390.115	589.748	675.902	524.749	532.79
TGFBI	835.982	802.835	383.875	379.024	284.906	325.102
APLP2	660.835	627.395	420.561	439.305	426.145	418.953
UQCRQ	689.738	606.138	363.045	497.52	392.895	427.127
HMGN1	567.043	495.095	456.335	496.5	458.921	499.265
EIF5	565.568	500.584	534.002	379.701	485.122	498.291
TRIM28	248.289	295.283	607.775	593.243	654.722	554.124
LGMN	723.611	756.325	381.325	400.007	310.982	378.796
PSMB4	360.284	382.912	509.465	603.822	521.735	567.212
RPS15	186.604	388.943	695.472	614.622	526.292	530.65
APOC1	634.497	804.1	430.43	444.653	232.53	371.264
CYBB	818.91	750.686	334.555	362.148	313.633	337.232
SLC39A8	447.94	411.462	432.248	526.513	521.364	572.672
YWHAQ	454.223	395.265	497.688	535.476	494.123	510.978
SRSF3	494.341	466.362	491.096	491.217	454.148	479.704
NDUFS5	441.443	417.176	452.682	554.394	448.15	529.481
BZW1	497.799	454.727	515.146	419.265	450.131	502.235
PDIA6	493.572	485.974	462.797	521.845	414.387	452.999
UBE2D3	540.617	480.295	526.874	401.817	412.278	445.196
DAZAP2	458.038	474.302	431.795	468.61	491.009	477.605
CNBP	456.555	426.481	514.111	489.312	438.525	475.345
UBL5	555.461	523.53	431.082	461.205	393.776	419.1
HIST1H1B	244.892	331.99	507.527	572.183	565.132	557.038
RPL36AL	489.976	467.374	483.776	476.242	396.179	456.726
COX6A1	403.88	408.778	450.523	550.889	463.756	479.862
HIST1H2BC	284.444	370.018	516.644	556.228	500.839	528.459
LAPTM4B	346.44	296.921	489.83	612.026	516.958	493.106
EIF5A	314.333	334.57	651.738	518.194	491.918	435.882
CD14	386.107	589.437	547.667	565.134	287.182	349.039
HLA-DRB1	509.588	649.049	358.383	412.346	370.168	420.855
ACTR3	570.22	516.231	521.275	424.309	309.993	369.687
ST13	441.244	397.894	452.384	520.722	442.492	456.439
ATF4	436.1	449.793	453.485	455.677	434.2	469.301
ATP5I	343.87	406.117	460.017	538.266	451.614	496.436
SDCBP	521.236	464.85	393.372	413.197	476.8	426.087
FCGRT	477.238	689.303	395.082	422.753	303.868	391.575
PLLP	184.048	367.63	1125.32	345.556	258.179	392.307
HIST1H4H	248.036	356.383	508.552	596.326	439.57	515.323
TMEM123	482.213	425.055	386.776	456.201	430.326	468.303
PPP1CB	396.666	326.5	435.82	482.768	507.743	468.565
SPINT2	247.982	276.871	486.48	584.896	513.114	503.924
LDHB	447.377	394.334	399.379	489.232	413.356	464.605
BOLA2B	168.484	257.652	455.176	587.083	563.248	572.927
TOMM6	418.753	378.502	412.223	495.302	423.244	476.436
CDV3	502.945	455.587	394.813	426.177	400.966	422.284
HIST1H4J	79.8734	275.31	611.592	590.973	514.47	526.038
TUBA1A	415.364	471.094	488.175	467.352	338.057	399.745
MT-ATP6	226.951	188.174	356.666	319.542	1098.12	352.243
SNRPE	419.468	348.578	463.463	456.619	414.559	438.826
FABP5	603.291	538.049	378.131	378.456	282.689	356.284
RPL9	606.622	531.076	308.663	397.855	313.509	375.844
HIST2H2AC	364.364	455.035	304	392.842	474.699	529.109
CTSC	640.271	611.324	305.994	371.302	268.685	322.347
ACADVL	252.434	352.819	589.078	431.083	442.487	450.698
CD52	450.91	565.414	311.789	427.63	323.475	421.453
AP2M1	391.713	449.406	496.795	420.968	353.771	386.577
HLA-DRB5	507.274	623.871	333.662	397.543	281.383	354.533
SRP9	469.288	412.844	373.538	441.566	361.585	424.444
ITGB1	439.985	394.208	383.574	433.76	394.744	421.595
PSMA6	453.497	407.82	393.128	409.595	370.627	431.037
HNRNPDL	471.924	447.752	362.41	397.431	350.668	417.817
SLIRP	405.741	372.039	371.993	448.463	388.687	459.564
CAPZA1	506.602	469.488	376.546	350.096	389.506	348.153
SLC3A2	449.59	427.841	377.573	396.174	380.519	397.044
NDUFB1	491.404	455.781	368.886	368.018	333.447	410.05
MARCO	438.2	606.427	341.128	355.077	279.131	405.775
TRAM1	386.65	334.898	375.736	472.311	416.261	439.197
ASAH1	634.264	608.543	296.269	318.253	241.494	309.911
PGAM1	392.944	389.838	394.197	462.542	374.997	391.654
CD68	417.314	630.61	373.494	395.305	252.143	334.372
OST4	338.459	346.964	484.288	458.353	369.471	404.445
MYH9	338.968	343.017	428.388	361.319	521.58	405.259
EIF4B	367.109	376.145	390.704	417.31	419.4	421.91
ATP5C1	431.461	384.805	384.21	405.077	376.983	405.671
RPN1	389.894	368.871	370.47	447.517	400.24	406.529
HIST1H1D	394.94	502.476	285.099	320.901	400.613	473.518
SF3B1	495.035	435.033	343.082	340.6	365.245	397.711
CTSZ	522.045	597.96	336.07	354.771	240.905	324.006
BCL2A1	437.944	424.058	252.412	300.519	413.65	535.712
NOP10	454.717	514.286	386.878	384.18	276.42	343.688
TYROBP	496.708	591.06	323.279	365.973	257.839	318.732
EMP3	418.333	510.624	358.201	379.867	319.196	366.198
MCL1	426.953	410.534	343.708	340.351	405.184	413.997
CD44	422.469	396.265	282.251	253.212	629.939	353.654
HDGF	258.927	258.632	430.886	468.534	487.819	423.588
FAM49B	544.862	483.826	300.491	325.184	316.82	348.121
HIST1H2BG	248.049	303.542	364.393	438.168	450.812	512.673
MT-ATP8	323.277	219.667	370.56	289.807	713.375	398.077
EIF3M	384.328	359.871	396.516	405.762	364.086	399.994
NEDD8	411.457	422.825	358.948	402.831	331.877	378.527
CD36	611.391	554.984	318.132	339.411	191.341	288.809
C14orf2	466.032	435.938	332.572	362.735	320.787	384.188
VAPA	418.314	354.405	404.681	378.256	365.23	366.852
HSPD1	362.653	301.051	423.034	415.107	381.238	396.892
XRCC6	368.265	318.597	360.627	425.398	373.046	405.507
CTSD	226.908	422.017	422.257	432.08	373.412	371.579
TAGLN2	243.464	292.884	380.327	435.048	457.129	425.808
PSMD2	284.584	278.919	456.758	378.512	453.758	377.045
TOMM7	302.352	372.252	360.168	409.449	373.928	405.484
SNRPD2	238.474	297.354	412.262	446.816	390.409	431.179
ATP5H	427.842	443.017	325.719	375.394	294.037	346.659
DYNLL1	365.231	313.441	421.022	408.943	332.719	366.427
SFPQ	426.438	389.944	351.21	295.058	375.562	367.537
CAPZA2	531.912	454.284	310.7	332.205	257.865	312.125
SUMO2	381.467	347.784	357.21	403.405	334.697	367.106
PPIB	297.756	391.217	411.183	392.753	324.583	372.498
CCT3	326.54	300.441	390.218	407.223	369.725	394.791
ILF2	322.531	292.086	359.045	416.114	394.488	404.305
XRCC5	441.95	344.188	321.682	375.516	344.315	354.31
ARPC4	422.663	426.275	366.869	355.907	293.638	312.33
DAD1	417.508	388.809	304.064	379.722	318.305	355.667
RPS17	664.901	506.72	255.315	254.993	197.029	277.135
SQLE	279.342	222.257	399.79	463.114	416.78	373.427
ATP6V0E1	491.385	461.596	314.35	304.831	243.231	310.936
HIST2H2BE	188.863	318.397	292.308	374.665	461.102	481.213
EIF4A2	410.997	346.594	370.309	322.302	324.914	339.485
RPN2	340.258	358.211	346.607	379.676	333.443	353.634
2-Sep	448.384	370.408	325.293	328.103	324.514	313.691
CALM3	321.854	434.017	374.12	362.675	293.992	317.977
EIF4H	335.895	325.264	367.163	364.758	336.406	365.461
MSR1	580.285	556.622	271.168	281.028	164.06	238.078
HDLBP	448.824	357.564	336.974	324.841	316.191	303.619
WDR1	257.827	343.737	426.074	376.841	332.115	350.857
MDK	156.604	174.36	439.005	513.01	404.736	398.667
CTNNB1	352.72	322.503	343.907	356.979	363.919	344.064
NFE2L1	266.083	229.068	408.184	414.659	419.102	345.205
PSMA7	322.48	328.247	352.666	388.207	323.824	357.094
RPS28	147.139	267.53	390.725	459.853	409.779	396.206
S100A11	345.16	363.62	321.995	347.53	356.185	328.045
CTSH	431.419	456.881	279.564	319.454	257.391	311.773
RPS16	214.382	239.653	421.779	376.278	466.823	336.183
ZFAND5	423.156	356.041	358.795	245.37	335.614	334.386
GPX1	283.748	379.632	399.596	417.945	270.348	295.614
HIST1H2AD	211.389	242.688	335.08	427.709	402.597	423.912
TMEM59	395.655	373.542	309.991	329.311	295.635	331.638
EIF3K	252.117	309.373	357.08	390.082	355.699	365.497
KRT7	128.61	143.01	422.28	420.403	472.431	442.518
GDI2	424.519	375.079	308.72	335.516	274.782	308.816
EIF3H	311.831	293.423	363.04	359.209	355.115	340.206
ARPC5	427.428	402.734	321.042	339.569	249.382	276.533
VAMP8	469.624	477.323	286.325	302.678	220.881	250.291
TMED10	312.06	290.812	342.121	379.034	350.606	318.507
COTL1	258.862	329.927	318.149	369.575	356.822	355.172
DDX3X	374.999	329.196	339.024	279.649	346.648	316.003
PSME2	379.483	397.929	309.687	316.085	276.28	304.766
HNRNPU	376.485	308.497	356.571	296.409	340.894	292.265
GPI	190.202	240.382	381.95	406.541	414.166	325.993
TMED2	339.512	298.737	332.728	352.854	299.832	333.808
ATP6V0B	231.385	295.447	443.029	344.212	311.251	330.779
HNRNPA2B1	373.8	326.534	362.09	276.578	330.041	280.898
ACTN4	166.196	185.691	369.053	376.883	502.883	347.174
PGD	226.106	233.157	349.773	356.21	423.795	356.613
FCN1	320.596	413.662	279.342	354.996	272.335	301.051
PSMC1	342.737	335.199	273.312	341.988	299.634	344.817
HIST1H2BO	192.701	228.427	358.831	363.688	377.579	414.058
PNRC1	306.313	287.104	226.348	270.585	429.742	412.12
VDAC2	304.384	261.115	379.362	334.492	319.529	331.138
APP	231.542	237.596	353.374	381.934	374.555	345.344
CSNK1A1	375.615	342.537	347.229	276.619	283.115	299.071
PSMB1	319.999	315.377	282.954	344.593	305.302	349.9
SSR2	284.1	302.937	307.811	355.791	314.909	352.091
ATP6V1G1	313.83	304.99	315.557	338.885	301.961	341.617
PPA1	292.815	243.265	311.824	375.393	329.913	356.995
ID2	475.479	453.106	234.419	257.078	211.719	269.407
CLTC	365.88	317.955	293.253	285.955	358.184	272.434
CHCHD2	353.463	318.809	285.146	339.073	283.59	310.557
UCHL1	219.791	194.455	336.62	378.037	377.773	383.085
GRB2	432.507	475.22	256.481	265.399	226.822	228.604
SSR3	348.85	298.261	313.848	314.752	299.649	294.622
CST3	258.528	385.863	309.798	369.053	252.24	294.043
SRSF5	335.306	342.46	304.329	268.26	314.924	299.383
HIST1H2BJ	181.616	245.256	308.545	377.921	337.307	413.493
KRT18	141.048	159.254	317.5	367.771	433.569	437.009
PTPRC	410.97	404.411	221.485	250.575	290.459	273.67
PICALM	395.806	363.634	275.115	234.198	331.871	249.275
CYCS	293.5	260.607	296.123	346.815	309.729	335.077
SERBP1	283.813	264.974	341.112	337.062	281.56	321.248
PRDX6	300.266	267.107	281.792	343.183	320.91	314.793
SAP18	296.726	294.381	294.863	334.332	276.127	328.171
HIST1H2AM	200.265	252.678	295.486	362.027	339.986	373.842
ATP5G2	236.949	301.868	349.172	353.408	284.664	291.821
EIF3D	263.995	273.327	320.115	347.587	303.892	302.319
ELF3	132.927	162.414	368.139	368.539	422.34	356.058
IGFBP2	102.266	140.747	355.671	467.492	395.16	347.828
RAP1B	371.872	335.682	321.156	264.207	244.432	269.81
TACSTD2	204.659	176.025	306.583	377.472	387.706	353.234
SEC61G	382.604	371.062	272.563	290.677	205.199	277.89
KRT19	81.3538	121.841	352.012	450.223	410.085	375.583
UQCRC2	293.761	242.689	350.581	321.347	275.122	304.475
EPCAM	223.36	188.907	325.606	363.013	339.178	347.307
