Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
BST1	65.21842	67.587931	33.768561	68.855598	129.370385	67.69994	71.823227	62.291412	44.303338	322.460856	151.410145	86.137077	1567.219569	390.53906	73.768331	209.464822	154.277349	113.982438	427.499859	444.167531	10.161067	1750.231329
BTNL8	15.222361	13.267575	9.87055	13.495474	23.170426	17.469058	21.218127	16.643192	35.146118	44.086659	11.54872	13.716778	20.109202	25.723419	18.63943	10.710251	16.444651	18.982398	13.130003	16.682446	99.582654	1062.582186
C11ORF80	531.849262	393.771566	2192.7069	162.584788	91.485419	158.514894	138.98934	136.961868	92.034718	149.346697	100.49005	141.009339	85.672431	99.334361	34.488729	88.340559	103.764819	141.865471	147.602409	142.900141	157.069336	101.6588
C1ORF54	41.710795	44.309468	113.097039	244.029576	292.561755	288.264436	109.841078	87.198413	51.317784	125.68176	162.659319	73.108886	395.023018	1418.001252	1157.753062	2036.475768	4773.895505	1134.906101	277.275721	305.21081	422.548798	49.309394
C3AR1	131.099556	97.68303	235.873079	218.067024	100.57262	198.343358	109.085646	110.39684	521.296033	667.738611	753.718029	473.171437	1337.368233	799.644712	4247.947251	2754.457112	879.087847	259.277603	4587.545998	4865.330497	9437.290602	746.04456
C5AR1	92.392333	64.883661	25.374709	71.29814	39.175831	24.574226	23.79988	27.360837	42.314246	422.402794	335.174822	170.959416	4237.561451	4989.998907	262.803764	1920.668117	1195.953955	889.957822	536.888673	756.900798	2647.728393	12587.17469
CA8	17.996179	18.543866	16.867203	13.317182	19.539739	16.421781	15.326472	200.623699	43.540052	62.320181	14.156998	14.468469	14.009072	12.521986	31.468976	13.250167	11.513104	32.217015	72.216895	144.63216	15.507554	25.59129
CAMP	32.24982	29.66512	52.127423	76.145061	148.565513	101.739764	32.632427	121.339966	33.092761	40.186195	1655.267194	130.333791	126.178855	187.357366	81.656501	105.440367	94.823218	41.528614	223.23414	175.154221	529.456282	1507.37221
CASP5	16.22879	25.411171	7.489071	20.721948	11.623167	9.073509	7.441335	44.672568	117.85066	13.785883	35.161925	57.151281	120.176609	50.413984	518.075715	31.730418	21.430591	52.522483	9.129397	70.371326	59.197315	483.504732
CCDC102B	7.52423	6.165616	6.184618	17.720018	9.251048	13.310381	1.761755	6.133756	5.824258	17.087214	21.312139	3.261428	5.674858	207.122882	1.538368	2.55642	146.682838	8.571629	36.943569	6.502718	30.760434	6.416535
CCL1	9.15145	10.418237	10.057154	10.78454	22.583955	9.669431	15.970309	12.616524	9.104707	11.249562	11.533439	29.605474	11.123315	12.309725	13.392764	10.207179	10.503729	366.165883	7.259317	1266.591321	9.884653	9.407692
CCL13	195.35077	171.430295	101.359685	120.948249	41.659769	118.40293	66.045789	12.707086	75.511299	72.337665	95.020509	96.666433	87.087699	166.931929	182.28391	6581.432651	3717.503489	5513.790278	101.026889	675.869791	121.977344	105.316265
CCL14	70.017159	58.919159	153.552373	71.064461	31.210885	91.769591	77.609072	33.087893	152.041729	152.988413	67.544591	72.994882	105.070247	166.019789	1233.172359	2459.096418	283.011761	172.673032	98.301519	149.322667	119.00638	248.318196
CCL17	42.21616	58.995879	82.146216	78.504283	19.483587	30.304781	170.338355	38.033751	393.92646	59.77162	75.011793	38.771742	67.760499	114.842229	55.411581	620.213461	2541.410819	6414.906541	26.617419	45.951707	91.928664	34.285915
CCL18	19.938772	21.68817	56.609196	35.317617	24.351231	12.825795	81.202364	31.276707	20.568287	109.494638	39.138433	79.513199	40.681349	2820.01871	1252.527933	12334.37123	1697.959294	1749.786143	423.110479	930.7825	47.81946	49.528767
CCL19	78.521606	139.744332	258.101682	77.622978	36.871407	60.929232	89.778345	48.985624	34.993399	21.178481	109.92318	146.46007	115.552553	114.366799	32553.88074	137.074204	170.847117	3048.871233	38.048672	19.152438	152.801299	117.263639
CCL20	39.50876	26.992462	13.716778	61.5411	13.082024	29.401365	1562.138826	188.675502	12.369263	18.130335	18.435175	20.31818	18.851132	11.310471	724.614868	12.804997	14.520878	1509.776445	13.965285	5473.438695	31.128959	22.444681
CCL22	46.071255	31.325072	19.847513	24.035297	39.429591	27.878537	28.170319	24.333063	560.184443	23.022278	26.916775	76.965557	33.117333	2604.46642	464.972961	880.202204	4123.086134	30950.32751	24.523128	113.920916	94.521516	59.926784
CCL23	19.743473	16.592536	53.413024	15.318374	19.698156	27.65693	5.971549	13.441268	70.659948	22.990982	64.615716	43.882127	37.986144	244.47936	615.574234	5505.223986	321.781001	377.539773	662.698787	545.134546	534.198314	58.689663
CCL4	1661.464071	817.481665	307.806613	2564.294556	270.872236	442.475749	11191.41447	356.472639	481.279116	8310.145807	11202.80591	38944.01868	3000.888772	1968.542066	11885.1113	3139.008389	2072.163482	4282.933369	1133.500818	35339.68536	6568.915331	2680.048326
CCL5	19.568499	88.239565	30.325422	11434.94887	189.493277	3143.971755	1850.010235	69.758415	171.000916	19080.91475	17238.65692	11744.53738	102.842597	100.233683	16862.16904	250.750217	59.293477	6507.212063	46.191506	660.091381	300.437911	133.363067
CCL7	80.549195	45.948406	58.108588	54.297203	48.243586	38.505591	22.958429	53.34938	55.467311	74.504488	33.539946	21.328393	36.206542	651.364803	241.065018	85.74723	24.243492	72.952353	137.743851	956.436285	108.068813	97.336807
CCL8	229.3384	97.029399	105.738251	35.054201	31.425793	64.2239	82.98777	40.644117	77.900223	105.870155	49.618588	49.047132	126.767245	152.319386	4535.517152	2829.09296	85.439777	1523.493213	59.520763	1333.111492	24.193119	94.609849
CCND2	299.043389	447.614548	677.713898	682.208579	363.696915	1162.572673	2369.155331	460.631484	1118.95465	330.798871	1065.420393	6016.733404	196.775837	378.81108	81.430532	108.189616	428.17114	308.393647	337.101213	466.685495	449.445195	314.069521
CCR10	52.988733	92.315465	773.818466	130.744128	64.302502	282.922393	67.600224	100.732455	54.441448	50.764032	81.818907	50.059414	68.907589	63.127949	57.584016	73.731138	54.79312	76.238247	50.870125	73.114391	139.357934	97.537963
CCR2	420.037065	360.021646	1710.33313	312.620344	64.946724	756.551645	297.144765	95.476934	258.89847	1151.152529	92.119094	97.005356	2908.726283	122.771369	80.9645	74.521205	115.752811	117.139888	115.01161	63.828478	213.986251	243.228817
CCR3	135.02223	31.145302	52.480317	51.215399	12.078055	88.582059	53.989978	20.484816	260.968032	37.496303	128.200791	81.078455	83.40127	79.251784	59.889263	39.092809	83.692469	66.101683	33.178819	72.433773	6575.502616	1435.2148
CCR5	98.763554	93.009513	46.81934	992.044258	75.403886	462.152429	423.397301	530.485672	503.016801	2444.179396	578.483223	1425.773385	489.987509	2191.941547	1493.347557	787.300008	1515.597414	624.566205	149.374751	260.553832	130.089752	85.861545
CCR6	327.498797	331.084345	40.644117	173.089616	69.04044	486.343816	155.671784	151.090758	101.985381	262.858288	46.438383	122.942409	29.59035	17.973639	25.588956	29.920117	30.030028	42.189747	27.618488	31.699299	34.980047	45.633787
CCR7	3811.326733	1939.045683	202.926176	5074.201816	8788.597127	2693.556404	2885.120974	1858.531026	6339.949771	490.805175	672.466559	482.442932	165.23535	328.194929	17366.91051	123.746312	290.530233	14223.15516	66.658953	81.245848	647.963633	376.155734
CD160	446.129422	281.825172	129.564104	1145.34982	114.967836	125.324323	159.178552	73.656333	249.119562	3283.208487	2499.533496	688.496341	93.856262	89.410707	67.999459	36.951075	71.958401	78.862662	64.101208	95.579485	170.013108	231.942332
CD180	1502.166724	2247.885466	1123.318028	78.779645	23.154895	37.963199	83.100642	48.861573	179.216347	131.403455	37.049525	30.949417	576.44692	201.363847	120.080425	2787.643912	108.5105	93.267666	64.155137	52.743082	108.188362	110.540975
CD19	7315.689158	5295.93686	1743.474914	132.241659	128.203975	55.613618	93.425928	148.855613	217.547687	147.792767	90.486058	98.401907	164.902622	98.838895	106.444901	146.623569	122.998223	161.334423	121.141199	130.640189	393.165692	257.896311
CD1A	1294.174017	818.783472	504.004017	208.394926	135.372291	191.405351	139.716514	156.481645	511.824337	265.29985	152.535786	145.924869	312.022588	224.985807	160.945247	156.93915	14772.22773	1315.229715	110.816832	174.711917	260.606189	419.794414
CD1B	1351.157456	338.330744	343.68989	55.677589	22.286532	192.553269	45.504005	21.530891	52.941063	252.416596	152.905207	109.575838	198.281706	165.954	76.082614	132.219362	15969.53236	2349.595156	124.039653	158.889088	118.103026	356.883693
CD1C	1349.225244	2899.133023	31.297374	44.14189	77.234687	204.510044	33.580187	40.923915	16.851048	50.881723	36.323195	30.678025	526.834127	29.851155	22.859693	167.50326	9523.260691	1002.723527	32.851249	34.928291	24.637517	258.212996
CD1D	243.574824	416.303075	201.532109	16.922732	30.197636	10.79075	6.35703	48.617055	52.423483	288.634597	16.24956	17.377832	2785.253606	49.35528	373.059453	39.50876	90.829753	51.310818	69.976129	23.92167	51.541528	136.921522
CD1E	53.251528	49.962713	49.272531	52.56295	80.735441	55.877697	33.114143	61.987066	75.82639	32.865705	53.710785	34.07711	91.106151	48.570298	40.478809	112.605017	8828.20894	1421.6131	49.954839	51.765822	49.639798	41.447957
CD2	419.435019	409.582214	377.872252	8182.951228	8002.722844	9578.936337	7866.426688	14057.43026	11226.69889	5897.393241	6247.906848	3097.47128	222.357789	149.914948	112.605017	188.194798	187.612485	146.968878	332.623839	138.588805	614.912043	576.827296
CD209	68.811567	26.730329	23.37354	21.608975	99.593996	16.533686	21.605916	24.144531	154.815343	116.693533	42.604992	31.869533	84.173767	315.21768	190.945084	2758.297802	2461.153302	228.387062	66.977958	173.320349	91.615989	130.883982
CD22	3293.629651	1803.150148	19.03487	37.470486	53.382009	54.374377	40.697675	45.412257	127.573896	80.611888	41.942302	32.520359	31.152325	153.701718	62.36132	221.734771	154.817522	36.801049	287.729064	205.91697	104.763845	72.321562
CD244	59.708989	38.511776	28.831769	623.694747	174.438983	69.110061	23.255078	123.377248	85.180755	1115.507714	1823.542464	1702.765135	828.429835	22.324337	46.758659	96.281434	23.850776	18.38716	105.298522	38.337662	2465.483607	51.865069
CD247	23.667793	53.690276	65.552599	5508.526368	7038.536622	5318.708728	2156.371127	5302.661793	9743.994501	9129.432322	16099.47966	15108.26954	35.27406	23.928681	26.933718	81.838701	43.678977	32.485531	128.466187	105.40584	459.132629	59.83785
CD27	388.819748	4138.587476	7350.586942	5506.313911	4042.377012	4188.175594	1125.960048	5710.976341	6979.725316	2288.252945	196.470555	127.331635	136.409192	90.854958	137.440137	136.436149	125.157664	111.987206	123.911669	89.470648	468.497546	300.104521
CD28	170.654108	183.928429	145.757787	527.402796	462.999864	961.774233	2294.871098	1326.705724	1614.199583	524.154354	77.96042	71.783789	79.149018	62.227203	64.48081	207.261407	87.371838	66.036309	62.425829	75.16641	89.180809	177.54057
CD300A	30.698538	77.945193	103.706512	738.031313	193.296363	414.372303	54.405888	46.81934	84.099719	2268.609727	5340.892712	4668.361682	2187.807203	691.303715	211.104829	1737.241257	59.48757	26.194874	777.727871	1075.456564	2406.92936	4130.857899
CD33	25.374709	16.717487	29.48172	21.336353	17.837172	11.691368	10.491854	16.007387	55.451604	146.462005	13.328498	14.20414	1494.400184	388.038188	241.845056	562.116042	731.695808	15.478404	811.352233	870.835795	36.390034	36.741888
CD37	13247.62405	11610.29035	802.224818	4472.430176	2997.964479	4287.536344	865.415939	3602.317619	4831.809557	1823.236151	2090.502205	1604.568691	4508.112105	1453.500603	340.016978	2337.797784	408.061717	99.310704	783.70927	1104.720671	1908.23192	3204.567177
CD38	588.264831	659.947714	12117.94539	318.883456	296.299431	205.305051	492.627653	1145.360549	696.507444	224.011224	1418.265485	867.219429	237.701862	90.854201	12009.36242	642.610487	65.777618	3371.628895	814.673661	1366.953817	298.704522	400.488832
CD3D	103.224846	174.40258	88.376779	14396.85632	14916.803	12009.36242	7456.754789	18921.47848	12721.06851	11894.34724	250.869553	243.853281	79.182061	74.309498	26.013773	12.220501	106.196715	132.550572	40.77674	13.209725	795.027696	250.997444
CD3E	1233.172359	756.799349	1163.254876	5787.182458	3554.437369	6370.192958	2850.795927	2993.594839	5302.45403	1748.883874	461.714571	342.123115	225.280885	188.381695	172.535164	175.317922	195.448679	276.20651	144.399365	129.594284	425.86481	809.110134
CD3G	55.981192	87.608127	31.36207	3348.560467	2859.409338	3066.253514	1149.980649	2416.241107	1298.021187	1121.515185	252.91638	117.440436	31.974649	31.471874	22.583955	15.491729	29.835795	38.215358	19.63068	17.901695	114.99021	160.090982
CD4	138.457377	118.351266	351.016303	164.950933	2495.269425	3710.379943	1725.414846	4363.016183	5524.681644	399.537547	81.075688	75.969559	3343.906153	552.30523	1574.336844	10105.34674	1340.751384	701.098643	213.86638	287.783772	163.639094	364.557161
CD40	1493.347557	1328.267122	838.389044	203.057154	119.805117	168.957329	169.313128	129.512436	338.660146	269.401443	164.161907	204.806354	298.573308	1146.591678	12966.60573	643.639203	1598.408075	4943.303284	111.701033	416.059728	204.056012	275.592766
CD40LG	65.372313	51.832591	34.65894	186.485321	464.17898	852.172106	660.741868	809.450384	31.048068	449.769447	29.303165	52.256796	24.752135	29.860593	26.390602	32.066152	20.164518	16.890389	15.731724	21.434319	36.426936	51.298184
CD5	482.770912	212.200784	459.325188	947.657002	1101.084704	1734.374565	918.969041	1464.692495	3513.782725	508.249512	283.262039	201.670163	312.928888	259.243454	285.092347	188.25878	270.573074	259.619163	182.074808	219.526769	296.940265	223.734679
CD6	75.856532	91.349783	295.072409	1720.140098	738.232116	3148.85189	2731.999076	1835.581311	2092.360886	342.397991	623.803382	348.424324	90.969968	94.717921	137.132008	88.933867	96.809067	90.200581	41.956976	41.71625	329.727065	155.633594
CD68	3.286119	8.412133	9.182954	51.108455	21.158965	15.769453	30.908205	26.970703	23.836006	97.22501	93.833684	13.922933	806.304721	1705.45606	748.595945	2770.911453	1137.825995	687.763418	172.44659	226.110991	45.596855	36.201552
CD69	8246.962733	5037.059721	131.150713	3798.407191	4397.041606	5489.202469	1071.887678	6081.160743	539.393834	4572.324665	1781.265844	5471.704926	66.102888	31.651214	59.021371	28.81247	39.312389	69.456987	440.398374	1484.634024	6363.149838	436.42217
CD7	15.629048	17.280121	18.022586	2234.707961	2032.402798	1507.773715	1271.833268	2132.53501	7917.977191	415.832575	1666.682281	2106.83981	20.483734	16.011335	13.368126	80.617694	27.072563	22.008572	12.173455	20.047651	48.572123	25.192408
CD70	294.656618	647.922809	528.125607	247.621456	116.552608	266.295994	388.274986	214.235954	1999.95277	301.429339	226.644934	186.47187	189.664424	162.091307	365.348629	116.836311	163.518124	705.601167	205.988977	115.088512	280.441998	309.341105
CD72	1434.004736	194.058978	8.359414	18.812706	43.045283	8.195551	15.729353	10.230803	37.646943	11.483968	67.34452	21.03489	9.096324	9.476287	9.588069	123.95208	24.271335	8.058898	6.665662	15.552131	13.377426	9.272238
CD79A	12117.94539	9835.923	3860.541888	425.445643	183.377161	161.603369	97.846051	437.054105	424.121796	196.766692	149.494787	139.203087	174.974517	124.565858	108.817022	63.579509	138.913678	189.639752	61.915818	118.775806	511.414911	261.960019
CD79B	5975.189254	4719.84198	900.569822	229.234663	284.130451	341.386122	192.017763	425.107005	863.466954	277.814576	364.259984	254.476175	158.798695	68.046229	64.079099	79.324207	61.597105	72.149573	38.49728	61.715264	209.739212	232.555713
CD80	131.257626	345.17138	367.149264	73.528599	102.085948	92.392333	195.416557	109.708059	392.74642	196.59827	163.192191	139.256818	148.429452	350.482739	3650.811207	160.481079	596.431817	4526.24129	120.790446	177.185724	109.740993	132.640443
CD86	354.743362	599.860932	309.418323	108.892209	35.145174	95.476934	90.301125	29.58459	176.416646	341.353682	110.138407	87.770412	1398.4001	764.48118	1444.502959	2791.659069	1729.206247	4490.947531	161.765503	203.619478	107.883396	161.505336
CD8A	564.478092	348.10879	44.21286	9990.737125	41.075062	147.171253	161.181739	172.47313	80.703059	1127.953469	959.595157	1190.400365	203.576442	135.984765	45.893411	63.476145	176.667157	163.44477	87.086495	102.834623	176.345618	623.229856
CD8B	21.530891	18.559302	22.191269	3697.963718	143.577059	16.546391	12.461458	118.454797	12.435511	108.699557	20.093033	16.683195	14.494433	14.783925	9.306658	9.973398	14.201607	13.497949	9.973785	10.950164	33.005437	31.433291
CD96	140.069682	182.421559	83.877812	1718.974851	1432.94769	1571.924274	253.739025	473.005091	2933.320651	3005.007369	1629.78438	2127.768209	35.697669	37.232658	64.302502	32.948073	50.261496	56.786501	103.366561	42.585544	433.031001	90.843799
CDA	7.453474	8.28214	18.837853	10.065145	9.68188	14.732106	10.15947	10.550017	11.578362	167.178048	98.139576	8.147552	1040.419935	346.995886	8.817497	28.81247	343.409189	36.037324	88.05105	82.116983	346.483321	3592.43191
CDC25A	14.444179	13.221048	18.499093	9.904201	13.45315	9.040054	226.961818	31.425793	29.61784	25.275677	13.266471	142.292332	14.748581	18.971747	22.044725	14.743241	14.795912	12.772122	27.838915	74.242304	14.873748	17.781006
