gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
AKR1E2	0.198485	0.112859	0.150613	0.144893	0.170528	0.179339	0.212005	0.168831	0.301389	0.146647	0.261282	0.259965	0.162654	0.156021	0.154437	0.2465	0.050719	0.198558	0.223371	0.139512	0.119578
ALDH1A1	0.009878	0.015799	0.038091	0.005792	0.011364	0.008611	0.008023	0.035751	0.009666	0.003623	0.071224	0.018713	0.021899	0.022006	0.014479	0.030982	0.062618	0.0125	0.008793	0.040037	0.018596
ALDH6A1	0.330702	0.439067	0.492323	0.33236	0.387638	0.277881	0.163203	0.068138	0.178126	0.314096	0.209825	0.363739	0.23793	0.649472	0.366952	0.305506	0.114884	0.257774	0.207646	0.48168	0.187439
ALDOC	0.16894	0.133553	0.206617	0.150491	0.192633	0.18808	0.179963	0.114328	0.082859	0.407468	0.10459	0.182179	0.265172	0.297107	0.192197	0.143368	0.13473	0.27182	0.221767	0.352382	0.12231
ALOX12P2	0.513443	0.262271	0.341133	0.41493	0.622444	0.433452	0.493363	0.610773	0.502633	0.593197	0.498371	0.637305	0.561195	0.442048	0.389741	0.454702	0.058979	0.55813	0.535884	0.389206	0.37847
ALOX15B	0.088891	0.525162	1.0	0.083902	0.02942	0.0348	0.023865	0.296109	0.04275	0.109865	0.043222	0.148507	0.025533	0.21005	0.074137	0.122285	0.067027	0.084304	0.037119	0.262336	0.045768
ALS2CL	0.266314	0.193416	0.220364	0.833088	0.232617	0.347816	0.280823	0.285303	0.212358	0.713239	0.169333	0.203987	0.160247	0.371127	0.311028	0.196622	0.204967	0.347616	0.121412	0.154423	0.184715
AMIGO2	0.097281	0.149408	0.021621	0.093086	0.072743	0.12441	0.266712	0.047373	0.288572	0.016064	0.389795	0.065566	0.090525	0.123108	0.10654	0.298143	0.105286	0.204242	0.142229	0.264435	0.291234
AMN	0.549929	0.380429	0.988379	0.308414	0.371638	0.45955	0.474325	1.0	0.625202	0.548534	0.448176	0.376261	0.510172	0.414275	0.560727	0.396295	0.200335	0.445378	0.752261	0.368979	0.380218
ANGPT1	0.086978	0.084459	0.007732	0.090694	0.025615	0.042768	0.090575	0.006016	0.184164	0.008124	0.092571	0.097112	0.009217	0.140113	0.088748	0.060763	0.047659	0.024771	0.003907	0.318096	0.12589
ANK2	0.212077	0.136708	0.065609	0.068095	0.021324	0.050983	0.070633	0.065225	0.025384	0.003845	0.056269	0.061536	0.041776	0.117627	0.090231	0.06974	0.1552	0.00498	0.000467	0.175741	0.087416
ANK3	0.137583	0.153717	0.289736	0.125317	0.16275	0.087414	0.242214	0.207335	0.108544	0.243076	0.095149	0.063325	0.043279	0.204565	0.189123	0.136168	0.091857	0.228946	0.017231	0.178741	0.125276
ANKRD1	6e-06	6e-06	1e-06	7.1e-05	1e-05	3e-06	1.2e-05	1e-06	7e-05	3e-05	9.5e-05	3.7e-05	7e-06	2.3e-05	1.8e-05	0.000102	8.3e-05	1.8e-05	5.6e-05	6e-06	5.6e-05
ANKRD33B	0.729991	0.860041	0.861056	0.489008	0.983764	0.368421	0.841894	0.532314	0.875336	0.977705	0.845282	0.550963	0.782967	0.964484	0.484063	1.0	0.44994	0.604885	0.423478	0.798898	0.402168
ANKRD36BP2	0.023184	0.005419	0.003832	0.052244	0.044351	0.010366	0.004949	0.026901	0.04179	0.03613	0.270529	0.069668	0.02771	0.021823	0.005743	0.07658	0.097295	0.050304	0.010683	0.004465	0.003954
ANKRD37	0.537835	0.666453	0.705497	0.443534	0.381078	0.445733	0.358509	0.409746	0.347144	0.999868	0.826334	0.733671	0.472801	0.946286	0.571262	0.458208	1.0	0.565037	0.643711	0.55781	0.586983
ANO10	0.285106	0.226432	0.82026	0.314444	0.414485	0.359344	0.268603	0.653082	0.556146	0.363679	0.350569	0.42463	0.22575	0.411654	0.48435	0.340637	0.172805	0.577116	0.192855	0.290627	0.250677
ANO5	0.017294	0.020208	0.004651	0.036182	0.027061	0.009756	0.125049	0.003514	0.024358	0.042711	0.051387	0.04615	0.035482	0.022365	0.00885	0.031142	0.054615	0.018743	0.021031	0.027165	0.011883
ANPEP	0.056134	0.033475	0.03481	0.047632	0.021802	0.1195	0.014337	0.048156	0.023005	0.002728	0.011944	0.022343	0.032854	0.024068	0.025247	0.020653	0.026523	0.010372	0.142232	0.024737	0.069618
ANXA3	0.047529	0.092311	0.056315	0.030706	0.139633	0.201242	0.247715	0.01592	0.021159	0.020099	0.008636	0.025797	0.013472	0.052133	0.056393	0.021813	0.025488	0.108662	0.014378	0.108229	0.267627
AP1M2	0.183012	0.181794	0.22002	0.250826	0.328919	0.28261	0.313136	0.113609	0.107993	0.39461	0.116857	0.142522	0.10926	0.252052	0.313091	0.173014	0.068153	0.397785	0.094889	0.139754	0.152864
AP1S3	0.00043	0.007806	0.011325	0.000111	1.5e-05	0.004145	0.000402	0.0082	0.000808	1.7e-05	0.0026	0.000621	0.00182	3.7e-05	0.006831	0.0	0.014705	0.004516	4.4e-05	0.00043	0.021764
APCDD1	0.475472	0.359141	0.566931	0.833297	0.37048	0.294529	0.080254	0.381775	0.041767	1.0	0.051097	0.139542	0.057031	0.682486	0.411653	0.111242	0.309406	0.259424	0.000787	0.221816	0.163021
APLP2	0.052282	0.045469	0.185545	0.065764	0.061716	0.076574	0.044433	0.158499	0.015834	0.035567	0.091811	0.068195	0.040607	0.066647	0.059242	0.075182	0.168115	0.064422	0.078636	0.064498	0.073171
APOBEC3A	0.010108	0.009857	0.000234	0.007489	0.016794	0.052399	0.068376	0.029821	0.108766	0.000101	0.094926	0.00194	0.027664	6.5e-05	0.011774	0.072336	0.02377	0.035269	0.127311	0.000815	0.095613
APOBEC3B	0.05846	0.187113	0.085787	0.224644	0.214197	0.238488	0.257394	0.295183	0.435812	0.110947	0.260659	0.301834	0.830438	0.060782	0.252351	0.169638	0.11884	0.486795	1.0	0.131828	0.474402
APOC2	0.15775	0.182471	0.169949	0.124213	0.195504	0.178565	0.143123	0.147024	0.252059	0.328395	0.392353	0.419019	0.378672	0.180812	0.175652	0.285813	1.0	0.231276	0.326025	0.091016	0.145324
APOD	0.181592	0.152385	1.0	0.088564	0.018055	0.055022	0.02457	0.454694	0.025198	0.041235	0.036571	0.393287	0.044137	0.302708	0.089528	0.046407	0.370784	0.009611	0.002394	0.423854	0.071529
APOE	0.00215	0.003554	0.005206	0.001719	0.002402	0.001458	0.00086	0.003188	0.001081	0.003126	0.004754	0.004344	0.005362	0.003474	0.001345	0.00264	0.002802	0.00161	0.005445	0.003024	0.001379
APOLD1	0.439049	0.202229	0.465587	0.25746	0.177344	0.332965	0.482919	0.210995	1.0	0.159397	0.471043	0.888089	0.085578	0.438466	0.195892	0.29372	0.308384	0.157023	0.064705	0.411454	0.482045
AQP1	0.949382	0.357888	0.547101	1.0	0.240005	0.371928	0.083195	0.462824	0.236015	0.098261	0.184427	0.405538	0.282537	0.972109	0.752557	0.255393	0.574324	0.18598	0.020136	0.942263	0.381708
AQP3	0.510621	0.237243	0.51486	0.748687	0.284094	0.407679	1.0	0.741796	0.127342	0.439743	0.069346	0.093035	0.110967	0.36258	0.42549	0.173603	0.180769	0.540855	0.017519	0.066723	0.155428
ARAP2	0.174213	0.122573	0.186275	0.189552	0.186138	0.104683	0.415656	0.242299	0.214101	0.311485	0.241123	0.089064	0.093825	0.174089	0.179511	0.227564	0.249276	0.217179	0.167539	0.079891	0.09099
AREG	0.000801	0.009609	0.019542	0.002941	0.008595	0.038841	0.009034	0.002468	0.013725	0.003161	0.007095	0.00114	0.007253	0.008434	0.006083	0.00044	0.001108	0.017889	0.024703	0.006588	0.048555
ARG1	0.062881	0.217704	0.191063	0.14007	0.424142	0.178731	0.062841	0.620446	0.014149	1.0	0.061522	0.145852	0.033362	0.277564	0.866179	0.051858	0.07681	0.694516	0.003134	0.032395	0.095394
ARG2	0.098994	0.182152	1.0	0.09791	0.139537	0.127228	0.061909	0.922804	0.181138	0.068072	0.09856	0.122595	0.078867	0.090452	0.14209	0.052646	0.239984	0.238284	0.077966	0.161155	0.136823
ARHGAP22	0.012045	0.016254	0.021143	0.008793	0.012862	0.023629	0.011271	0.032444	0.04759	0.009991	0.047752	0.007495	0.025617	0.006291	0.009911	0.014675	0.083573	0.012112	0.067476	0.009207	0.026021
ARHGAP31	0.423885	0.337501	0.515726	0.226856	0.10236	0.294782	0.334781	0.606627	0.477241	0.299541	0.401244	0.29116	0.467023	0.275626	0.193921	0.403403	0.479955	0.104639	0.583318	0.411838	0.388292
ARHGEF10	0.591179	0.289349	0.15346	0.452837	0.263372	0.367999	0.36023	0.114482	0.272444	0.3188	0.264109	0.296696	0.220254	0.492568	0.26631	0.241511	0.22648	0.225574	0.126314	0.400179	0.267758
ARHGEF17	0.375901	0.263747	0.300137	0.389455	0.388067	0.363387	0.31006	0.248577	0.285008	0.30828	0.309392	0.477688	0.333394	0.341452	0.311227	0.412472	0.182239	0.2845	0.301605	0.348564	0.261266
ARHGEF4	0.12612	0.132368	0.203095	0.374132	0.237938	0.178749	0.125279	0.214819	0.068797	0.331228	0.042816	0.049969	0.0417	0.182312	0.18459	0.058499	0.161652	0.260434	0.032097	0.095108	0.089401
ARID5B	0.132991	0.122863	0.145795	0.108886	0.16951	0.123427	0.223484	0.144139	0.169674	0.173009	0.207024	0.110153	0.085067	0.133091	0.117991	0.242113	0.070934	0.085863	0.081665	0.098582	0.130098
ARL10	0.393202	0.387928	0.17117	0.418095	0.521372	0.424642	0.320273	0.108945	0.48599	0.454959	0.262043	0.370483	0.315035	0.393076	0.337796	0.220848	0.516194	0.324855	0.218005	0.321358	0.39102
ARL4A	0.282888	0.40461	0.333863	0.287712	0.466525	0.198471	0.166631	0.185965	0.309597	0.315054	0.199888	0.170114	0.141879	0.55133	0.325682	0.203202	0.133271	0.303405	0.112577	0.256944	0.18721
ARMCX1	0.326703	0.390823	0.408629	0.305629	0.361782	0.420906	0.522906	0.31402	0.483426	0.29504	0.657004	0.458713	0.128629	0.567551	0.396498	0.466601	0.500604	0.221881	0.075212	1.0	0.545256
ARPC1A	0.379502	0.369041	0.17665	0.322535	0.727893	0.686325	0.522861	0.133794	0.013902	0.381427	0.079766	0.911595	0.242275	0.401997	0.580167	0.166357	0.115624	1.0	0.110093	0.361245	0.544449
ARRDC3	0.423916	0.438225	0.613387	0.554767	0.700793	0.272057	0.816429	0.643512	0.151851	0.482713	0.357715	0.328917	0.136773	0.645279	0.541799	0.353189	0.520139	0.745389	0.46563	0.581274	0.480623
ARSK	0.192144	0.270351	0.152697	0.254664	0.541915	0.236053	0.257216	0.204702	0.441301	1.0	0.330545	0.479783	0.384913	0.402601	0.309552	0.231348	0.116506	0.648792	0.207258	0.192216	0.176808
ASAP2	0.38115	0.533353	0.289933	0.494466	0.305136	0.347998	0.595477	0.158753	0.193573	1.0	0.414119	0.423989	0.080632	0.674281	0.342715	0.55752	0.812069	0.343623	0.010894	0.686241	0.491182
ASGR2	0.378472	0.224797	0.34808	0.191861	0.220566	0.285117	0.450461	0.465581	0.484461	0.287375	0.273255	0.273709	0.233149	0.222381	0.263372	0.344644	0.195857	0.256682	0.756582	0.129883	0.23261
ASPH	0.061551	0.064109	0.065724	0.043417	0.034382	0.053491	0.086176	0.046497	0.060252	0.04357	0.067291	0.056045	0.012539	0.075146	0.048203	0.055584	0.06841	0.043392	0.00691	0.159815	0.088174
ASPM	0.093743	0.155775	0.06978	0.277395	0.230846	0.26205	0.03945	0.081161	0.043412	0.238972	0.032156	0.159249	0.502404	0.060744	0.280196	0.061728	0.199438	0.28933	0.306933	0.028531	0.324689
ASRGL1	0.273998	0.323105	0.044274	0.317547	0.416037	0.340709	0.48974	0.040199	0.508009	0.253662	1.0	0.830066	0.390371	0.304073	0.266267	0.764909	0.196277	0.263996	0.35109	0.42892	0.492452
ASTN2	0.06034	0.193526	0.217467	0.053915	0.087116	0.055184	0.023088	0.247401	0.210687	0.028117	0.122736	0.1667	0.127264	0.084054	0.040291	0.067144	0.236709	0.048437	0.03109	0.331118	0.16177
ASXL1	0.029126	0.008002	0.005018	0.022629	0.018425	0.020708	0.026395	0.008679	0.026164	0.010737	0.024477	0.023197	0.022668	0.015792	0.011793	0.022012	0.017867	0.008866	0.031852	0.007358	0.008661
ATN1	0.141708	0.122509	0.468816	0.157962	0.167147	0.142956	0.132461	0.523817	0.138541	0.218862	0.166978	0.191114	0.174038	0.14537	0.130842	0.191307	0.16863	0.163008	0.189792	0.093711	0.084945
ATOH8	0.119568	0.102273	0.142321	0.099132	0.059891	0.085942	0.096127	0.154753	0.141665	0.05605	0.09672	0.083145	0.087464	0.112553	0.095915	0.092046	0.07178	0.072563	0.114883	0.138805	0.062505
ATP13A3	0.014828	0.016096	0.039527	0.006231	0.008089	0.029058	0.056448	0.046648	0.042302	0.003305	0.068401	0.013183	0.011869	0.002255	0.008625	0.048893	0.025085	0.009564	0.021515	0.003414	0.031584
ATP2B1	0.165897	0.102097	0.045289	0.055142	0.065058	0.064667	0.048405	0.060417	0.096031	0.060417	0.117363	0.05009	0.065497	0.090912	0.086192	0.097202	0.122291	0.06422	0.074007	0.055142	0.106425
ATP2B4	0.569064	0.341368	0.336669	0.44623	0.364401	0.253458	0.449007	0.277582	0.130925	0.398284	0.181775	0.251237	0.262334	0.510254	0.336669	0.457331	0.201324	0.272382	0.210074	0.27552	0.187163
ATP2C2	0.224356	0.276094	0.270729	0.245918	0.548795	0.300267	0.401085	0.342338	0.178268	0.460198	0.142598	0.13213	0.146811	0.322238	0.379747	0.203919	0.175829	0.400678	0.152824	0.126778	0.152156
ATP5J2	0.013516	0.01408	0.026165	0.024507	0.01816	0.024306	0.004703	0.026681	0.012854	0.019631	0.005771	0.036824	0.032506	0.01426	0.020071	0.003584	0.044629	0.024852	0.014688	0.017848	0.019484
ATP6AP1L	0.810689	0.507173	0.162755	0.800843	0.629178	0.6058	1.0	0.240766	0.378286	0.366384	0.344702	0.300383	0.183959	0.607713	0.438464	0.444139	0.415246	0.342465	0.606975	0.502376	0.420968
ATP6V0D2	0.015825	0.027846	0.000955	0.039286	0.0474	0.022347	0.018987	0.003602	0.067614	0.057421	0.287822	0.086973	0.051763	0.023595	0.010078	0.09158	0.149601	0.047741	0.034008	0.008588	0.047958
ATP6V1G2	0.199869	0.181816	0.137334	0.341431	0.402164	0.204232	0.178726	0.192187	0.331039	0.366267	0.467507	0.521762	0.483815	0.295502	0.115087	0.53129	0.328906	0.396565	0.297877	0.394015	0.324542
ATP8B2	0.16551	0.134811	0.118687	0.076678	0.069562	0.14944	0.107625	0.159777	0.125332	0.052244	0.101045	0.10234	0.236901	0.106388	0.08214	0.095345	0.161428	0.048363	0.14603	0.179203	0.182657
ATP8B4	0.031034	0.024895	0.001228	0.013264	0.000429	0.035784	0.028351	0.00479	0.005699	0.000571	0.012353	0.001762	0.005003	0.023685	0.005452	0.003602	0.094231	0.000646	0.15776	0.081227	0.082137
ATP9A	0.30622	0.27769	0.729744	0.268289	0.321276	0.21685	1.0	0.515911	0.209898	0.158198	0.291101	0.223423	0.12554	0.316638	0.254355	0.48506	0.344592	0.293882	0.195496	0.387289	0.214963
AUH	0.276071	0.718204	0.275515	0.419769	0.216846	0.348951	0.411481	0.061806	0.411689	0.250696	0.706506	0.313217	0.722787	0.534561	0.379248	0.433579	0.21168	0.28113	0.39173	1.0	0.613137
B3GAT1	0.816559	0.451506	0.324086	0.582038	0.522943	0.419282	0.627732	0.63152	0.751566	0.710595	0.892038	0.800517	0.734601	0.502679	0.444268	0.880388	0.393798	0.571156	1.0	0.615266	0.491959
B3GNT7	0.035545	0.076488	0.130037	0.009573	0.010307	0.063013	0.02918	0.210053	0.143229	0.011878	0.142165	0.110675	0.044563	0.021656	0.031373	0.030799	0.471119	0.021676	0.117097	0.044103	0.109527
B4GALNT3	0.534322	0.434672	0.578827	0.630536	1.0	0.511867	0.81068	0.568301	0.398442	0.987084	0.42328	0.47584	0.445664	0.573921	0.577914	0.621057	0.376683	0.724196	0.445804	0.448037	0.430244
B9D1	0.149054	0.208137	0.369321	0.133581	0.181188	0.229365	0.124051	0.350448	0.178097	0.209621	0.106798	0.180181	0.125561	0.137721	0.200063	0.086116	0.147474	0.244612	0.159063	0.209385	0.255208
BAALC	0.05096	0.1198	0.015674	0.068828	0.131541	0.124098	0.05883	0.008302	0.208702	0.04338	0.172493	0.502443	0.06163	0.077224	0.040772	0.063503	0.130252	0.125197	0.021259	0.353532	0.287237
BACH2	0.036902	0.014796	0.013092	0.020226	0.09414	0.010221	0.036892	0.013083	0.018015	0.015509	0.012227	0.013303	0.022635	0.023259	0.008019	0.022224	0.018774	0.011054	0.043437	0.021701	0.015292
BAG2	0.07496	0.077362	0.020649	0.047287	0.004862	0.107067	0.003616	0.033391	0.011687	0.0	0.009219	0.029887	0.179565	0.090153	0.050221	0.007317	0.054412	0.005908	0.040588	0.215025	0.191102
