Symbol	A	B	C	D	E	F	G	H	I	J	K	L
ATP8B4	0.783892	0.875826	0.34301	0.351128	0.567453	2.427034	1.085653	1.243517	1.229476	0.117709	0.312145	0.38385
ATXN8OS	0.104804	0.0	0.207776	0.093255	0.003876	0.010709	0.173483	0.037391	0.014414	0.294966	0.05182	0.068668
AZU1	0.521342	0.593129	0.22082	0.445232	0.585699	0.223092	1.216807	0.703497	0.861154	0.32927	0.414588	2.686708
BACH2	0.556461	0.559592	0.713742	0.751598	0.634573	0.257479	0.362397	0.213336	0.204015	0.711385	0.76194	0.286353
BANK1	0.215449	0.267072	0.056128	0.021757	0.109558	0.074436	0.237986	0.139151	0.137821	0.058464	0.046984	0.031274
BARX2	0.201145	0.147675	0.048378	0.015432	0.10772	0.032912	0.121594	0.0	0.066956	0.035826	0.170328	0.032867
BCL11B	3.468633	3.424145	6.198142	6.077736	5.168037	1.773938	1.325091	0.671671	0.664879	6.070963	5.630075	5.788318
BCL2A1	0.054496	0.065823	0.047224	0.053622	0.0	0.052268	0.128257	0.128414	0.129952	0.037571	0.061872	0.063351
BCL7A	0.816679	0.647267	0.353288	0.365561	0.453733	0.295321	0.856694	0.470344	0.383258	0.496587	0.095574	0.349583
BEND5	1.960847	1.897245	1.443023	1.718126	1.710673	1.089835	1.746575	0.753504	0.962829	1.414258	1.707678	1.115691
BFSP1	0.875627	1.091143	0.862207	0.813089	1.772081	2.919953	1.082227	0.0	0.328858	0.266133	2.09536	0.084671
BIRC3	2.344802	2.218299	3.044173	2.874745	1.361991	0.689019	1.761229	1.781135	1.794249	3.109336	1.32765	2.769406
BLK	1.616548	1.67781	0.397587	0.473371	0.756479	0.392517	1.79704	0.781924	0.814897	0.328152	0.660143	0.338055
BMP2K	0.34441	0.321178	0.07214	0.069571	0.204723	0.196754	0.471876	0.45713	0.51398	0.003248	0.0	0.075301
BPI	0.89526	0.862468	0.224136	0.265318	0.290927	0.524501	1.483718	1.146616	1.335898	0.050504	0.292865	2.032392
BRAF	0.011137	0.020158	0.027599	0.009816	0.084055	0.105038	0.034298	0.046513	0.029492	0.0	0.069115	0.068066
BRSK2	1.497631	1.444725	2.883912	0.910073	0.884077	0.178582	0.307762	1.160167	1.946848	2.105666	0.441187	0.401136
BST1	1.356125	1.408995	0.179187	0.18334	0.463265	0.61142	2.675308	3.853789	3.796012	0.011554	0.0	0.16342
BTNL8	0.028728	0.440648	0.331995	0.007434	0.243173	0.318047	1.665002	0.0	0.036618	0.021114	0.007295	0.046914
C11ORF80	0.584733	0.609058	0.600954	0.60163	0.498038	0.4834	0.489136	0.233277	0.233605	0.661246	0.550565	0.657009
C1ORF54	0.642339	0.641011	0.499074	0.508072	0.414065	0.308598	1.039971	1.433955	1.395271	0.527534	0.388209	0.916076
C3AR1	0.375489	0.364964	0.052048	0.045232	0.138724	0.217313	0.618009	1.181348	1.242205	0.003059	0.043022	0.025652
C5AR1	2.053333	2.151409	0.186319	0.19918	0.533183	0.904644	4.317376	3.657224	3.983061	0.054107	0.014975	0.096462
CA8	0.037353	0.077157	0.098504	0.046917	0.029416	0.027723	0.126895	0.103353	0.069471	0.045399	0.0	0.063164
CAMP	0.45577	0.428606	0.189508	0.178237	0.267005	0.362251	5.138154	0.338176	0.340156	0.002952	0.0	5.186189
CASP5	0.792775	1.009831	0.060814	0.021227	0.328205	0.26909	1.935404	1.773396	1.503087	0.0	0.042577	0.028748
CCDC102B	0.054143	0.030961	0.151318	0.131173	0.057389	0.09905	0.089907	0.119547	0.08732	0.071778	0.158775	0.018053
CCL1	0.105341	0.109547	0.213597	0.156253	0.203199	0.195653	0.115644	0.244935	0.297139	0.202596	0.357485	0.398707
CCL13	0.010956	0.048886	0.022164	0.063066	0.023534	0.052292	0.049898	0.019613	0.076504	0.04401	0.075378	0.061881
CCL14	0.349696	0.322604	0.010854	0.067754	0.003781	0.093004	0.426998	0.615927	0.671356	0.056869	0.0	0.036681
CCL17	0.004842	0.000158	0.000794	0.000541	0.0	0.006266	0.002074	0.003682	0.009814	0.001285	0.00903	0.000374
CCL18	0.022611	0.017415	0.016336	0.0	0.005913	0.014353	0.024248	0.017831	0.024246	0.007325	0.016134	0.005893
CCL19	0.019144	0.003522	0.008059	0.001443	0.0	0.00929	0.003994	0.01261	0.030977	0.003702	0.002982	0.000319
CCL20	2.798359	3.08782	0.243061	0.283034	0.54823	0.967138	4.046763	5.455605	5.654267	0.133922	0.188672	0.275006
CCL22	0.001023	0.001356	0.000794	0.000493	0.000122	1.1e-05	0.000152	0.00184	0.001719	0.002013	0.001593	0.0
CCL23	0.241835	0.209197	0.156409	0.146604	0.099195	0.2088	0.259089	0.342965	0.338958	0.089207	0.06446	0.133356
CCL4	0.00928	0.0	0.001059	0.007625	0.009585	0.019641	0.004034	0.023647	0.021526	0.009178	0.002305	0.002214
CCL5	4.387581	4.078723	3.857077	3.728696	6.097075	7.468439	2.229425	1.19434	1.222615	3.243171	5.874463	3.728696
CCL7	0.040206	0.093915	0.021062	0.017329	0.028708	0.0	0.397632	0.127496	0.103653	0.02697	0.020645	0.007047
CCL8	0.148444	0.123848	0.024853	0.0	0.034171	0.066486	0.165928	0.282288	0.273307	0.032468	0.04016	0.061135
CCND2	3.87268	3.829171	5.490387	5.398113	5.574516	6.15235	2.091206	1.401471	1.424603	5.241705	5.556693	5.707214
CCR10	0.585655	0.268317	0.885861	0.723242	0.458092	0.465915	0.631155	0.246462	0.476415	0.505581	0.346432	0.976846
CCR2	0.406188	0.536724	0.44829	0.431276	0.369795	0.180269	0.503839	0.883979	0.939182	0.412481	0.404101	0.484792
CCR3	0.139999	0.143079	0.028605	0.066416	0.086107	0.103158	0.953577	0.007402	0.013816	0.008131	0.0	0.17079
CCR5	0.022047	0.096315	0.024044	0.058076	0.033985	0.007805	0.019756	0.03456	0.012398	0.07927	0.058459	0.0
CCR6	6.479611	6.396117	6.958041	6.451236	6.340875	6.610645	6.506439	5.528505	5.121539	6.644801	6.522458	6.59562
CCR7	2.161035	2.209023	3.89753	3.739015	3.111321	0.235146	1.176556	0.590796	0.536446	3.847512	3.24604	2.618931
CD160	1.605883	1.598936	0.507771	0.599175	1.709272	5.84881	0.541716	0.152896	0.115962	0.09076	0.89386	0.029507
CD180	0.134699	0.182537	0.204213	0.098838	0.026637	0.149476	0.171194	0.092426	0.217115	0.190016	0.107866	0.073191
CD19	1.891546	1.78016	0.182322	0.20183	0.252372	0.347657	1.738519	0.732232	0.643317	0.083057	0.146952	0.0
CD1A	0.093265	0.099728	0.007312	0.049228	0.022958	0.051374	0.11829	0.181077	0.175551	0.013922	0.0	0.018635
CD1B	0.070408	0.066569	0.008514	0.002223	0.040061	0.020448	0.071769	0.11638	0.128543	0.026713	0.0	0.018385
CD1C	0.310024	0.246378	0.078873	0.094905	0.095057	0.121337	0.331002	0.43255	0.439688	0.028304	0.036398	0.041211
CD1D	1.977606	2.484424	0.279478	0.267532	0.493681	0.813855	3.04303	5.026795	4.939309	0.099267	0.043119	0.09629
CD1E	0.097007	0.065038	0.018993	0.039026	0.027505	0.04422	0.114862	0.156507	0.148613	0.047317	0.031522	0.019641
CD2	1.990743	1.908306	3.720179	3.817634	3.022389	1.300155	0.639939	0.358212	0.387551	3.759791	2.943281	3.915776
CD209	0.078168	0.216745	0.030636	0.007762	0.0	0.008864	0.242502	0.369835	0.376586	0.019325	0.003511	0.029112
CD22	0.512261	0.493171	0.138056	0.191923	0.167254	0.227469	0.526132	0.307234	0.294972	0.148928	0.153468	0.064742
CD244	0.8884	0.928282	0.40204	0.386901	0.859277	2.131053	0.516111	0.961605	0.932314	0.055843	0.502535	0.10054
CD247	3.497065	3.499811	3.560557	3.613916	3.560557	7.668859	2.007413	0.811139	0.805769	3.434196	3.219608	3.474685
CD27	1.901644	2.117906	4.353158	4.597757	3.962516	0.253992	0.855894	0.34235	0.411425	4.21759	4.431656	4.034412
CD28	0.702542	0.814976	2.866178	2.342993	1.238455	0.0	0.387537	0.265091	0.192268	3.016567	1.737998	3.427116
CD300A	2.201713	2.26885	0.773269	0.667207	1.665406	4.860191	2.774827	2.326381	2.156197	0.419322	1.099261	0.633016
CD33	2.73094	2.654161	0.228071	0.211026	0.464364	0.871006	3.664649	5.30901	5.392453	0.0	0.027236	0.186045
CD37	3.590556	3.64479	2.579954	2.615364	2.392684	2.238061	3.080287	3.206827	3.46099	2.750203	2.639967	2.426949
CD38	0.23338	0.230198	0.109933	0.117273	0.149665	0.608575	0.158784	0.099307	0.116527	0.10659	0.132791	0.055546
CD3D	3.119196	3.089784	4.555972	4.588887	4.501017	0.627186	1.482052	0.860389	0.833653	4.511764	4.660706	4.587507
CD3E	1.278652	1.362438	3.531457	3.208309	3.5351	0.935039	0.352541	0.150859	0.200331	3.446858	3.831315	3.368836
CD3G	1.880469	2.000723	4.573113	4.184834	4.426669	0.606365	0.584757	0.431144	0.402445	4.903729	5.326495	4.436583
CD4	0.550391	0.48413	0.694451	0.717829	0.11626	0.16167	0.704858	1.085929	1.024544	0.932623	0.0	0.994354
CD40	0.157857	0.191641	0.044057	0.047653	0.064348	0.085769	0.18293	0.173564	0.193358	0.0	0.035106	0.038358
CD40LG	0.878404	0.872594	3.115038	3.614501	0.612959	0.110961	0.438398	0.424821	0.357942	2.815123	0.663391	4.29607
CD5	1.075221	1.136257	3.96593	3.895294	2.483602	0.0	0.427896	0.204552	0.222941	4.325958	3.038537	5.262669
CD6	3.12703	2.985552	5.722026	5.694827	4.714461	2.296393	1.413209	0.63277	0.584958	5.872054	5.008441	6.108424
CD68	3.795827	3.864087	0.400125	0.41003	1.3892	1.921139	5.059671	6.349742	6.179385	0.103106	0.125644	0.212173
CD69	6.148131	6.125128	5.223986	5.374807	5.535429	5.633308	4.131144	2.644611	2.640865	5.258547	5.361779	6.531592
CD7	3.433326	3.189389	3.718451	3.78954	4.628781	6.255521	1.263304	0.449535	0.441828	3.733249	4.130225	2.795577
CD70	0.197792	0.143186	0.17157	0.198947	0.183111	0.032853	0.105618	0.079785	0.141136	0.128696	0.252589	0.374811
CD72	1.137592	1.020141	0.418121	0.396709	0.466323	0.773311	0.953504	0.590803	0.634033	0.257169	0.373011	0.274604
CD79A	4.863646	4.928837	1.174028	1.159377	1.87769	1.633918	4.730853	2.56344	2.847262	0.773752	1.34046	0.15317
CD79B	5.712029	5.421076	1.517431	1.800703	1.57044	2.309776	5.388943	2.877731	2.991353	1.209712	0.882597	1.316307
CD80	0.083016	0.066068	0.0569	0.082511	0.00582	0.103427	0.0	0.067844	0.089253	0.069819	0.017512	0.036789
CD86	3.283907	2.89512	0.314083	0.330095	0.684407	0.867185	3.854867	5.375308	5.142023	0.167924	0.152074	0.263579
CD8A	2.981321	3.02838	2.085415	2.166999	6.448061	2.489747	0.84623	0.477921	0.510291	0.044639	6.805291	0.09127
CD8B	0.738203	0.693285	0.520279	0.417359	4.172639	0.098853	0.191942	0.151654	0.163571	0.038309	5.263811	0.04768
CD96	3.491649	3.412185	5.348326	5.093375	5.472471	4.18054	1.227492	0.57138	0.507723	5.163893	5.730605	5.054422
CDA	0.983124	1.104734	0.107782	0.082118	0.316301	0.434023	3.725291	2.32799	2.540313	0.073152	0.121649	0.198975
CDC25A	0.361003	0.309765	0.484259	0.697938	0.728979	0.993428	0.294944	0.516926	0.094018	0.906489	0.173494	0.749254
CDH12	0.129391	0.138616	0.585672	0.16856	0.236142	0.104123	0.561163	0.030591	0.131877	0.307726	0.0	0.239745
CDK6	2.263775	2.538713	4.079765	4.059703	3.946395	2.84096	1.322409	1.07759	1.043633	4.725411	4.777233	4.56408
CEACAM3	0.349103	0.314856	0.006793	0.0	0.034783	0.111656	1.726609	0.428597	0.532934	0.006752	0.003217	0.026401
CEACAM8	0.151298	0.061163	0.009919	0.052951	0.031115	0.10234	0.683809	0.010442	0.0	0.013615	0.014085	1.599167
CEMP1	1.384705	1.877091	1.662824	0.247247	1.204357	1.328149	1.308456	1.337689	1.218692	0.958705	1.229435	1.516995
CFP	1.459818	1.553945	0.400765	0.403278	0.457657	0.5738	3.06146	3.889332	3.922193	0.273393	0.224608	0.286878
CHI3L1	0.144194	0.149449	0.063959	0.073304	0.09995	0.134988	1.057405	0.105238	0.074173	0.08036	0.075481	0.120315
CHI3L2	0.372406	0.311871	0.31724	0.427722	0.300936	0.690074	0.141623	0.069648	0.057802	0.334056	0.285242	0.11956
CHST15	2.003493	1.873816	0.239099	0.233517	0.433812	0.738588	4.827814	3.772983	3.782373	0.085825	0.038793	0.027149
CHST7	1.204122	1.039796	0.871264	0.949957	0.775316	1.557799	1.633168	1.558633	1.686695	0.820901	0.697718	1.108363
CLC	0.131811	0.124712	0.132613	0.137623	0.029753	0.049484	0.182831	0.088695	0.095904	0.126976	0.020147	0.781079
CLEC10A	0.123717	0.159414	0.083488	0.0	0.076123	0.093887	0.123012	0.240386	0.241477	0.044553	0.062427	0.065318
CLEC2D	5.753515	6.127584	6.466861	6.579268	6.408717	5.201377	4.700681	4.547736	4.752713	6.49734	6.458552	6.461779
CLEC4A	3.346295	3.162054	0.291965	0.312891	0.688818	1.123471	5.203042	5.886353	5.943917	0.145789	0.130642	0.175209
CLEC7A	0.401069	0.430685	0.014616	0.0	0.1258	0.193183	0.92784	1.168078	1.020609	0.003195	0.013202	0.035439
CLIC2	0.07551	0.059465	0.008431	0.0262	0.029404	0.020644	0.134469	0.179633	0.169349	0.013088	0.033338	0.004288
CMA1	0.186468	0.065794	0.115428	0.030253	0.086643	0.0	0.247272	0.151007	0.003958	0.025085	0.131863	0.063721
COL8A2	0.821137	0.818194	0.865714	0.919114	0.740596	0.924495	1.057777	1.345599	1.388164	0.746161	0.960159	0.780738
COLQ	1.202031	1.147569	1.154666	1.138429	1.932199	4.444277	0.816581	0.587013	0.575323	0.856732	1.675582	0.826198
CPA3	0.047773	0.042859	0.053733	0.054875	0.033614	0.027905	0.053847	0.027694	0.037264	0.061427	0.037879	0.212861
CR2	0.624243	0.68624	0.40731	0.456652	0.383851	0.120595	0.553832	0.301972	0.248378	0.413912	0.446245	0.302134
CREB5	1.101005	1.060849	0.158749	0.326375	0.492839	0.768161	4.495238	2.432213	2.212897	0.114627	0.085437	0.18654
CRISP3	0.025029	0.052767	0.002626	0.003244	0.005831	0.01323	0.04185	0.064533	0.019987	0.025003	0.150115	0.006565
CRTAM	0.01488	0.206354	0.056631	0.0	0.338234	0.178434	0.044283	0.147438	0.158557	0.050893	0.081621	0.086124
CRYBB1	0.058424	0.113404	0.335469	0.057499	0.005318	0.011413	0.0	0.05151	0.093981	0.149154	0.298885	0.060764
CSF1	0.296317	0.113199	0.101226	0.070397	0.073523	0.263413	0.104357	0.0	0.084042	0.074258	0.0574	0.264049
CSF2	0.051318	0.004465	0.015142	0.021519	0.02771	0.006941	0.103573	0.037896	0.085086	0.045531	0.195914	0.052164
CSF3R	2.709622	2.590342	0.270146	0.222735	0.744177	1.146404	6.489109	3.916047	3.856555	0.0	0.001692	0.129883
CST7	2.883005	2.825874	1.804021	1.855349	3.971482	6.441505	1.564495	0.307772	0.304209	0.87007	3.369249	1.335434
CTLA4	1.008537	1.073918	3.730605	3.913642	0.981274	0.285235	0.509456	0.305226	0.309874	4.004977	0.978684	5.296679
CTSG	0.129527	0.149223	0.082936	0.027363	0.232514	0.119953	0.606507	0.041793	0.0736	0.18818	0.129067	2.219609
CTSW	1.942213	1.941895	1.199585	1.257293	3.132467	4.452483	0.5992	0.23677	0.20187	0.667166	2.918904	0.658029
CXCL10	0.235853	0.248023	0.014363	0.009409	0.054958	0.082802	0.432495	0.712383	0.683061	0.000927	0.0	0.01793
CXCL11	0.001053	0.041916	0.031176	0.009336	0.054003	0.014703	0.064813	0.003923	0.038981	0.029612	0.010863	0.017358
CXCL13	0.024639	0.003739	0.027205	0.022864	0.03856	0.00253	0.008605	0.072399	0.011355	0.003872	0.000879	0.002416
CXCL3	0.054743	0.092546	0.050744	0.046344	0.03204	0.060629	0.020889	0.120654	0.039104	0.055746	0.067327	0.080913
CXCL5	0.002578	0.065695	0.036617	0.051676	0.041648	0.015681	0.025749	0.022651	0.024343	0.005577	0.000184	0.017665
CXCL9	0.017432	0.004363	0.001453	0.000164	0.007369	0.006624	0.026599	0.041419	0.043125	0.0	0.003172	0.003407
CXCR1	0.249893	0.274158	0.107089	0.126488	0.160416	0.295299	2.62495	0.075042	0.059158	0.072892	0.070808	0.0
CXCR5	4.928181	4.903142	2.120062	2.367545	1.065855	0.921914	4.523369	1.979855	2.114195	2.916407	1.050901	4.748286
CXCR6	0.742348	0.854257	1.151568	1.291902	2.107989	0.427552	0.177481	0.0	0.008451	0.806451	2.195676	1.296284
CXORF57	1.88469	1.985361	2.610758	3.264173	2.046707	1.809123	1.549295	0.795661	0.65817	2.603345	2.171255	2.725841
CYP27A1	0.503436	0.53721	0.104967	0.099204	0.130018	0.17716	0.836995	1.513678	1.462878	0.052625	0.038512	0.064419
CYP27B1	0.003686	0.032054	0.000885	0.014388	0.028347	0.011458	0.003928	0.003184	0.0	0.008695	0.011525	0.027038
DACH1	0.350529	0.674402	0.209838	1.111794	0.140716	1.747287	1.242245	1.29373	0.442434	0.18872	0.190273	0.797645
DAPK2	0.096806	0.273005	0.156253	0.024381	0.23793	0.040348	0.518627	0.019429	0.0	0.008509	0.127926	0.072053
DEFA4	0.271037	0.248019	0.148962	0.161327	0.340775	0.206541	1.659224	0.0	0.028182	0.229805	0.2786	5.091734
DENND5B	1.60327	1.600672	0.322934	0.222808	0.109588	0.361231	1.52479	0.519176	0.702212	0.034709	0.184753	0.079571
DEPDC5	1.477299	1.049735	1.30272	1.116782	1.412992	1.54614	1.373135	1.419354	1.613175	1.729172	1.346667	1.261627
DGKA	2.234748	2.343427	5.50004	5.245475	3.531683	0.520256	1.09347	0.653146	0.891909	5.285661	3.636505	5.091029
DHRS11	0.915335	0.704003	1.052864	1.115969	0.897894	0.853933	0.741925	0.90534	0.848509	1.256084	1.010113	1.135497
DHX58	1.231072	1.12517	1.45079	1.504107	1.230304	1.020607	1.317462	1.394642	1.327512	1.456728	1.293437	1.202238
DPEP2	2.772566	2.776095	2.690312	2.483573	1.792775	1.923951	4.849842	3.566619	3.581383	2.935996	1.555732	2.278638
DPP4	0.421301	0.466129	0.780437	0.843718	0.715613	0.166562	0.231794	0.071119	0.188087	0.494922	0.891075	0.752461
DSC1	0.850766	0.94919	1.542484	1.499846	1.753836	0.360105	0.487811	0.341462	0.382703	1.558495	2.045135	0.496347
DUSP2	4.118681	4.25836	3.217437	3.229043	5.905088	4.912285	4.176907	5.141118	4.115943	3.748138	4.946532	3.699062
EAF2	0.879193	0.888257	0.247275	0.22719	0.296224	0.270576	1.069101	0.889916	0.87524	0.166372	0.201268	0.165214
EBI3	0.029573	0.030978	0.008163	0.002225	0.056213	0.032508	0.055208	0.063702	0.046865	0.000877	0.002837	0.006677
EFNA5	0.24729	0.328729	0.031878	0.024756	0.069495	0.747886	0.080504	0.226198	0.100446	0.059729	0.083575	0.009823
EGR2	1.511131	1.682667	0.345971	0.269439	0.447734	0.882784	2.826769	4.263952	4.54429	0.238386	0.220764	0.251087
ELANE	0.293555	0.287252	0.126454	0.179592	0.386088	0.20156	1.061975	0.231795	0.218034	0.322849	0.224606	3.460513
EMR1	0.140694	0.132749	0.095221	0.085029	0.030563	0.059484	0.244783	0.369996	0.3813	0.100648	0.0	0.0828
EMR2	2.111917	2.066674	0.294285	0.278988	0.477298	0.739597	4.231523	4.737633	4.42587	0.215821	0.121186	0.265156
EMR3	0.230604	0.188614	0.096168	0.003829	0.11699	0.144435	1.104512	0.288193	0.304093	0.062291	0.020872	0.02153
EPB41	2.177816	2.112347	3.148739	2.945518	2.478496	1.978572	1.497705	1.552064	1.421086	3.476893	2.519229	3.288971
EPHA1	0.759934	0.781444	1.55101	1.7186	1.218153	0.15197	0.236526	0.35465	0.121663	1.630874	1.43912	1.085909
EPN2	0.78147	0.38285	0.828091	0.463039	0.650106	0.529095	0.913459	0.349965	0.050452	0.648496	0.758229	0.893836
ETS1	4.824436	5.14435	6.529485	5.938943	6.069067	5.170499	2.468168	1.722378	1.658886	6.261511	5.600721	5.885237
ETV3	0.617599	0.594608	0.45125	0.452823	0.590498	0.510158	0.518675	0.910898	0.92676	0.70315	0.660123	0.795835
FAIM3	4.269338	4.222319	5.129975	5.177471	4.715488	3.336241	2.833404	1.297295	1.415455	5.08187	4.802712	4.602298
FAM124B	0.310757	0.179788	0.249977	0.755867	0.0	0.776929	0.893765	0.330272	0.93162	0.366288	0.208389	1.018012
FAM174B	0.024632	0.230232	0.707149	0.887938	0.307148	0.000473	0.248622	0.043014	0.0	0.844806	0.047327	0.917753
FAM65B	5.098253	5.071332	5.788557	5.400969	5.070094	4.012799	6.152328	3.552113	3.322569	5.502377	4.588493	5.246399
FASLG	0.578437	0.568264	0.266399	0.362805	0.629882	2.035844	0.21805	0.038886	0.0	0.194374	0.370958	0.161323
FBXL8	1.431849	1.164415	2.290366	2.510798	1.293901	0.860021	0.980333	0.288119	0.745688	2.520781	1.002248	3.249104
FCER1A	1.306459	1.390738	0.780717	0.708316	0.334737	0.478457	1.75155	2.41603	2.485729	0.768586	0.299235	3.922247
FCER2	4.126712	3.69179	0.485541	0.655537	0.718875	0.876149	3.806947	1.513059	1.790989	0.452685	0.440894	0.004312
FCGR2B	0.660449	0.58725	0.294771	0.264824	0.318891	0.340354	0.827712	0.664981	0.655157	0.312436	0.320607	0.299665
FCGR3B	0.512946	0.518085	0.082915	0.073061	0.175166	0.294291	2.509505	0.064502	0.051617	0.011229	0.018836	0.003274
FCN1	3.981923	3.75768	1.01576	1.003603	1.891857	2.524143	5.623418	7.617608	8.281102	0.027875	0.030625	0.440448
FCRL2	0.591035	0.576753	0.182304	0.121931	0.147014	0.214968	0.609742	0.367556	0.318669	0.109204	0.130153	0.031286
FES	2.703363	2.686147	0.435848	0.431502	0.840524	2.291282	4.634418	4.875387	5.04988	0.294238	0.292965	0.429633
FFAR2	0.954493	1.088341	0.099996	0.144364	0.323039	0.386893	2.661144	2.28721	2.064884	0.008885	0.011173	0.006054
FLJ13197	0.501108	0.042653	0.75015	1.064338	0.948253	0.24094	0.19077	0.094328	0.0	1.207229	0.728579	0.276422
FLT3LG	2.121467	2.19118	5.101113	5.108472	4.217944	0.796715	1.072859	0.629204	0.600368	5.46761	4.677973	5.101113
FLVCR2	1.647026	1.577207	0.829442	0.738472	0.845011	0.993248	1.679609	3.069451	3.03136	0.849896	0.866474	0.865185
FOSB	3.740035	3.557051	0.430867	0.412758	1.260147	1.752315	5.154647	6.451822	6.453578	0.342598	0.368716	1.269122
FOXP3	0.221328	0.142639	0.366217	0.217863	0.223348	0.008803	0.176835	0.223568	0.274001	0.317932	0.054928	0.242883
FPR1	1.989658	1.816341	0.173228	0.171423	0.585675	0.832323	2.986976	3.072258	3.014151	0.007911	0.0	0.065468
FPR2	1.13246	1.140507	0.233835	0.139405	0.34154	0.492009	3.975561	2.127983	2.281425	0.0	0.12244	0.072245
FPR3	0.033727	0.021795	0.010641	0.003986	0.016888	0.009719	0.04993	0.099796	0.083193	0.0	0.007933	0.00544
FRK	0.350487	1.254641	0.631241	1.165907	0.212466	0.415298	0.222134	0.790156	0.377295	0.523413	1.952322	0.146553
FRMD4A	0.041877	0.007396	0.344	0.153378	0.087411	0.0	0.001891	0.004395	0.004719	0.016635	0.010732	0.142662
FRMD8	3.274774	2.808309	3.799875	3.627785	3.32875	4.707307	3.480139	2.512269	2.343054	3.249586	3.335505	3.365575
FZD2	0.987023	0.913847	0.105642	0.02802	0.28317	0.609339	1.454029	1.889812	2.048837	0.0	0.058857	0.030455
FZD3	0.807668	0.807644	1.310646	0.998539	1.138856	0.910466	0.331002	0.29478	0.103103	1.206337	1.21981	1.047996
GAL3ST4	0.619119	0.643431	1.356904	1.230488	0.971886	0.36843	0.390178	0.360307	0.0	1.525579	1.112627	0.932407
GALR1	1.813926	1.629697	0.577127	0.742049	0.208114	0.930947	2.38097	0.692195	2.426308	0.859929	0.361265	0.24473
GFI1	1.610972	1.646257	2.06582	2.082112	3.190153	4.216761	0.846954	0.581506	0.460345	1.955475	3.340526	2.328856
GGT5	0.0	0.080049	0.006304	0.043082	0.03732	0.035701	0.005192	0.035651	0.040461	0.048188	0.024373	0.042499
GIPR	0.072112	0.113657	0.014859	0.379434	0.094902	0.110254	0.212437	0.068619	0.122146	0.136215	0.109737	0.003922
