gene_symbol	ACD	ACN	ALO	ATD	BCC	BU	CHA	DLE	ENL	ICD	LL	MEL	MF	NS	PS	RR	SAR	SCC	SJS	WA	WPO
C15ORF48	1.306357	2.133699	1.727489	0.927357	1.249927	1.649671	2.127784	1.29025	2.180774	1.56074	1.835849	0.998988	1.287841	1.426705	1.880985	2.223767	2.228789	1.702733	2.068531	1.514671	2.09536
C17ORF60	0.371557	0.567186	0.573425	0.189633	0.0	0.590817	0.464864	0.986321	0.588028	0.083008	0.774685	0.19453	0.690548	0.170744	0.282302	0.580371	1.071394	0.061984	1.22856	0.343656	0.70492
C19ORF77	0.211279	0.165358	0.108819	0.241285	0.274703	0.231344	0.243779	0.180068	0.371006	0.247348	0.257738	0.402489	0.387072	0.243779	0.241641	0.237373	0.0	0.307259	0.421835	0.140352	0.140352
C1ORF150	0.479879	0.298227	0.524618	0.059111	0.028129	0.124407	0.089951	0.503997	0.074474	0.109303	0.044471	0.050558	0.060336	0.255733	0.329717	0.0	0.873371	0.01551	0.212655	0.382597	0.287366
C1QA	0.965425	0.857498	0.461033	0.286936	0.431897	1.322159	0.375832	0.808841	0.884374	0.093986	1.556364	1.40704	2.221367	0.727719	0.877723	1.883367	1.677714	0.882525	2.644624	0.954031	1.078222
C1QB	0.748198	1.106096	0.406289	0.382848	0.408462	1.185109	1.055367	0.849204	1.911336	0.012723	1.853099	1.408601	1.802199	0.485988	0.766312	2.072642	1.754531	0.713654	2.691567	0.829136	1.321471
C1QTNF4	0.305714	0.568624	0.848777	0.167692	0.158471	0.182629	0.096487	0.713867	0.073766	0.047899	0.050811	0.054213	0.163589	0.331977	0.296479	0.301907	0.360735	0.0	0.153364	0.710108	0.316077
C1S	2.16666	1.940931	1.594053	2.141538	1.734991	2.073081	2.158796	2.047391	2.037151	0.457002	2.195594	2.027444	2.103048	2.070506	2.081113	2.500399	1.909944	1.570484	0.193446	2.116019	2.00656
C20ORF103	0.296365	0.206314	0.188131	0.263882	0.544589	0.157288	0.210686	0.578712	0.436834	0.156126	0.397143	0.385489	0.327229	0.13189	0.166607	0.313489	0.376465	0.376036	0.430686	0.115524	0.335222
C20ORF187	0.422217	0.32944	0.044024	0.447223	0.51785	0.334744	0.367324	0.051751	0.408982	0.539055	0.423932	0.491968	0.523694	0.414948	0.392461	0.487538	0.0	0.518748	0.466842	0.33311	0.317664
C21ORF7	0.05216	0.177408	0.053959	0.191787	0.12268	0.146641	0.161192	0.050725	0.014172	0.149655	0.046077	0.036868	0.192627	0.13905	0.117418	0.124637	0.511875	0.145639	0.747264	0.272314	0.385134
C2ORF88	0.10956	0.268332	0.115779	0.16292	0.058855	0.121104	0.031207	0.048179	0.150482	0.115086	0.171122	0.267551	0.025263	0.209207	0.108412	0.15884	0.121568	0.054484	0.019355	0.492026	0.225768
C2ORF89	0.580262	0.268995	0.0	0.314668	0.313718	0.289608	0.501772	0.180197	0.2835	0.247633	0.422394	0.361674	0.799577	0.261543	0.375264	0.651722	0.602318	0.336624	0.713347	0.232885	0.326577
C3ORF42	0.283933	0.441998	0.53568	0.906987	0.576202	0.319093	0.364533	1.064629	0.331241	1.627019	0.640528	0.150223	0.694936	0.622906	0.428436	0.696125	1.02294	0.469235	1.1309	0.188628	0.0
C4ORF31	0.269632	0.418079	0.787391	0.302191	0.031069	0.0	0.397806	0.064979	0.051068	0.276427	0.290594	0.114088	0.049633	0.52321	0.216394	0.551192	0.104771	0.160711	0.10918	0.722933	0.377127
C5AR1	0.211561	0.439466	0.179083	0.134445	0.197731	1.23865	0.158734	0.249059	0.438985	0.028829	0.688608	0.266538	0.506383	0.126804	0.092946	0.35275	1.007543	0.165529	1.692176	0.140315	0.731197
C5ORF20	0.704449	0.632105	0.28838	1.007959	0.441661	0.38002	0.783355	0.747996	0.511266	0.350628	1.348415	0.501228	1.796705	0.343644	0.647432	1.974916	1.967499	0.466012	0.791339	0.232986	0.69736
C5ORF23	0.43849	0.437956	0.625213	1.085565	0.620703	0.18624	0.452947	0.6117	0.267965	1.032818	0.56203	0.244804	0.0	1.013508	0.906688	0.528937	0.466391	0.579589	0.143361	0.857867	0.216859
C5ORF39	0.436969	0.291961	0.544756	0.279955	0.231966	0.27198	0.458657	0.835973	0.492279	0.0	0.567744	0.333379	0.917953	0.252146	0.310069	0.496038	0.644972	0.347662	1.197992	0.371282	0.384718
C8ORF4	0.551716	0.762853	1.271929	0.646591	0.389836	1.066035	1.176242	1.231414	1.359671	0.02519	0.769942	0.578117	0.459507	0.874639	0.650138	0.607602	1.269413	0.476615	0.084962	1.467817	1.589749
C9ORF173	0.047867	0.056118	0.411457	0.113659	0.151018	0.149943	0.077399	0.438816	0.028901	0.283483	0.121616	0.122148	0.159099	0.141892	0.162879	0.209789	0.001512	0.199898	0.134402	0.046837	0.0
C9ORF38	0.13942	0.014549	0.032093	0.085453	0.069729	0.0	0.119322	0.137131	0.12196	0.046661	0.067913	0.066464	0.08178	0.099498	0.192245	0.062478	0.49313	0.058866	0.231023	0.050598	0.0328
CA1	0.311585	0.269101	0.154446	0.453978	0.507598	0.485711	0.295616	0.053278	0.247482	0.550884	0.439503	0.570697	0.326246	0.395604	0.333375	0.576459	0.0	0.573314	0.352013	0.334803	0.323875
CACNA2D2	0.41661	0.717155	0.985375	0.257648	1.42946	0.150839	0.472999	0.924986	0.571209	0.588815	0.541513	0.063168	0.389432	0.446936	0.225213	0.494715	0.027117	0.0	0.586515	0.545309	0.212596
CACNA2D3	0.275258	0.770867	0.117724	0.525844	0.662426	0.63034	0.27004	0.143788	0.885437	0.050049	0.887761	0.280485	0.194127	0.374112	0.54565	0.123907	0.52655	0.656572	0.353955	0.65511	0.941567
CADPS2	0.520048	0.70416	0.592201	0.857978	0.435842	0.527672	1.168795	0.462038	1.439946	0.586973	1.185278	0.92179	0.399953	0.716959	0.531918	1.025389	1.338162	0.555416	0.02574	1.145529	0.791754
CALCRL	0.465248	0.462981	0.527421	0.416726	0.376983	0.515764	0.203074	0.441954	0.302832	0.147792	0.184404	0.368706	0.37987	0.49533	0.449813	0.247806	0.484616	0.561988	0.085762	0.682782	0.640169
CALN1	0.140315	0.24847	0.452425	0.323065	0.229216	0.1204	0.160373	0.368095	0.181972	0.499255	0.376283	0.292429	0.288802	0.417531	0.545153	0.513971	0.304064	0.212205	0.227794	0.03952	0.0
CAMK4	0.386236	0.167546	0.207311	0.149272	0.108599	0.101839	0.218054	0.575456	0.28189	0.067605	0.268503	0.239716	1.174504	0.053611	0.160999	0.325872	0.619804	0.100575	1.063463	0.103527	0.290708
CARD18	1.084964	2.347815	2.352544	0.628742	1.822718	1.915934	0.530714	1.815787	0.972107	1.66543	0.586077	1.426243	0.533554	1.761244	1.935563	0.914126	0.700409	2.215842	0.053589	2.046621	2.149322
CARD9	0.478801	0.339368	0.298895	0.243253	0.040943	0.452579	0.42789	0.260215	0.286158	0.419923	0.316818	0.060203	0.652449	0.132075	0.338075	0.432547	0.461297	0.162348	1.06643	0.143539	0.340015
CCDC110	0.127338	0.289979	0.203751	0.296006	0.127338	0.130207	0.020238	0.014705	0.101635	0.272958	0.18813	0.204729	0.127338	0.251056	0.141528	0.263981	0.65667	0.122563	0.126383	1.133404	0.277956
CCDC64	1.331813	1.16686	1.974743	1.725777	0.440547	0.872343	0.956293	1.826047	0.920179	2.249081	0.665394	0.247717	0.775801	1.515878	1.34671	0.671154	0.336456	1.015921	2.19684	0.482197	0.345506
CCDC65	0.322415	0.26877	1.035365	0.145807	0.15783	0.329333	0.308606	1.321173	0.152483	0.108593	0.136476	0.078244	0.382219	0.188695	0.293459	0.215693	1.561456	0.094054	0.868703	0.2374	0.301715
CCL13	1.609633	0.759915	1.571667	0.814164	0.085518	0.968864	0.489825	1.842112	0.498292	0.126105	0.584886	0.597765	2.353975	0.691071	0.839668	0.998979	2.358545	0.317523	0.726924	1.226988	1.462753
CCL17	1.099662	0.191063	0.817029	0.389898	0.015804	0.155689	0.090396	0.295551	0.014101	0.104311	0.0	0.073052	1.886319	0.071567	0.187843	0.126062	0.637278	0.047161	0.216082	0.041059	0.352721
CCL18	1.08994	1.779417	1.302407	1.158484	0.424885	1.456249	0.208437	0.808031	2.122004	0.042654	1.591726	1.364095	2.616506	0.480802	0.93234	1.380121	1.692994	0.631264	0.883115	0.156551	1.968879
CCL2	1.467541	1.056373	1.612371	0.799426	0.814876	1.713333	0.893368	1.611109	0.387485	0.378816	0.788545	0.850679	1.188004	0.751191	0.941915	0.61573	1.612792	0.571919	1.779431	0.744297	1.965708
CCL21	1.431863	1.249462	0.935507	0.497705	0.249007	1.179946	0.120694	1.537261	0.0	0.486515	0.026123	0.490383	0.898129	0.746382	0.953843	0.166882	1.06936	0.517613	0.076611	0.742171	1.092987
CCL22	0.699461	0.282997	0.385964	0.723405	0.212488	0.282356	0.597582	0.299716	0.496912	0.673835	0.264822	0.163626	0.564197	0.10606	0.371912	0.509241	0.536277	0.186374	0.90856	0.013468	0.43514
CCL23	0.212832	0.299682	0.338642	0.115761	0.007694	0.347747	0.043976	0.142171	0.318848	0.05593	0.102165	0.078673	0.218489	0.128335	0.071664	0.11728	0.574232	0.041454	0.285331	0.607257	0.71309
CCL26	1.469482	0.197067	0.782491	1.027504	0.10989	0.279216	0.140611	0.35961	0.146332	0.180992	0.063525	0.119293	1.80068	0.216216	0.229571	0.126375	0.256518	0.114116	0.170825	0.340823	0.800092
CCL8	0.84783	0.653206	0.183001	0.283144	0.491125	1.71014	2.46944	1.199298	2.062058	0.054343	2.004312	1.023593	1.430729	0.439499	0.633994	2.370738	2.076192	0.608997	2.425684	0.726605	2.506452
CCNE2	0.281254	0.468504	0.344734	0.610036	0.687456	0.566091	0.463468	0.369733	0.233312	0.488346	0.21533	0.323967	0.892847	0.333341	0.686993	0.245537	0.53813	0.939147	0.165796	0.322799	0.933067
CCR10	0.161363	0.147148	0.191011	0.093904	0.049422	0.062968	0.083243	0.202702	0.057713	0.027344	0.118099	0.084129	2.306216	0.108656	0.139392	0.259677	0.128039	0.006372	0.236241	0.415484	0.078376
CCR2	1.146349	1.062642	0.223701	0.489595	0.334233	0.747044	1.288824	0.460093	1.865193	0.26695	1.259208	0.504933	1.078251	0.394318	0.5841	1.347585	1.169528	0.294921	2.001306	0.552921	1.033236
CCR3	0.04203	0.066624	0.015882	0.036095	0.046515	0.051532	0.091526	0.036752	0.049688	0.063547	0.075413	0.075413	0.102214	0.041534	0.039386	0.060142	0.025185	0.069714	0.143557	0.0	0.152065
CCR7	0.772172	0.252693	0.165242	0.410566	0.388854	0.410566	0.50246	0.685003	0.518719	0.046973	0.439113	0.446637	1.435681	0.118814	0.470673	0.700612	0.348041	0.36712	1.490777	0.027307	0.51285
CCR9	0.226923	0.184261	0.030304	0.288519	0.244898	0.170892	0.21548	0.0	0.249953	0.244898	0.163883	0.231226	0.249953	0.192031	0.204085	0.12016	0.081243	0.254292	0.347732	0.231226	0.145748
CCRL1	1.742501	1.193057	0.866492	0.915112	0.638388	1.27528	2.277676	1.138912	0.950263	0.478979	0.892252	0.621984	0.187413	1.371892	1.126065	1.380852	1.46242	1.177743	0.032353	1.993315	1.590745
CCRL2	0.115474	0.359175	0.059326	0.0	0.09092	0.507666	0.645846	0.221173	1.906972	0.025839	1.800762	0.219188	0.424163	0.067082	0.121367	1.384398	1.295929	0.132911	1.692439	0.127284	0.680198
CD14	1.206277	1.492552	0.446373	0.600496	0.537555	1.761284	0.899667	0.627897	1.443722	0.138963	1.685067	1.392423	1.471035	0.929923	1.05972	1.528286	1.430338	0.758657	2.707164	1.192328	1.766842
CD160	0.089871	0.132952	0.034986	0.053509	0.0	0.003991	0.083512	0.190007	0.464817	0.023786	0.747388	0.051094	0.942991	0.028866	0.001994	0.523241	0.453569	0.034304	0.063905	0.105527	0.045246
CD163	1.202016	1.472417	0.814604	0.463475	0.323448	1.883142	1.512925	1.163144	1.961934	0.041713	2.039233	1.279655	1.515445	0.694126	0.861969	1.804806	1.709284	0.468777	2.637112	1.045824	1.960532
CD19	0.089309	0.0	0.130909	0.081421	0.152455	0.082296	0.044337	0.2272	0.049167	0.170898	0.118904	0.173373	0.398132	0.048029	0.089895	0.230722	0.082296	0.187993	0.240688	0.026589	0.072998
CD1A	1.848476	1.127374	1.340399	1.233125	0.91243	0.648876	1.25152	0.311241	0.818978	2.313239	0.996514	0.741974	1.374486	1.497645	1.014451	1.431648	0.869458	1.076735	0.184751	0.327519	0.146163
CD1B	0.857785	0.232856	0.461792	0.649641	0.331874	0.119754	0.190172	0.071702	0.178271	0.376591	0.556045	0.323983	0.813843	0.266188	0.416695	1.07301	0.427974	0.385435	0.130578	0.121023	0.197822
CD1C	1.805516	0.730048	0.846717	1.242638	0.2021	0.361545	0.684805	0.141568	0.875836	0.534258	0.975885	0.607271	1.061028	0.766567	0.708798	0.972268	0.659553	0.306061	0.253766	0.500179	0.356807
CD1D	0.362853	0.506973	0.185304	0.069557	0.044472	0.385318	0.662393	0.224879	0.753864	0.070928	0.357073	0.150005	0.217263	0.068531	0.078146	0.336983	0.857293	0.108128	1.420084	0.424632	0.810621
CD1E	1.325263	0.789782	1.661722	0.765466	0.377328	0.393343	0.431992	0.626771	0.217128	0.839565	0.353756	0.314308	1.482294	0.783835	0.861998	0.741917	0.845008	0.454192	0.37424	0.472231	0.445183
