Symbol	A	B	C	D	E	F	G	H	I	J	K	L
ITGA3	0.006337	0.003732	0.009407	0.008424	0.008203	0.004098	0.002379	0.0	0.001227	0.009377	0.004908	0.012426
ITGA4	0.030169	0.030266	0.030885	0.027172	0.030333	0.024698	0.026834	0.036356	0.043935	0.028041	0.033129	0.027759
ITGA5	0.036022	0.034733	0.037221	0.036472	0.033543	0.046004	0.060268	0.041283	0.038412	0.037113	0.027159	0.030266
ITGA6	0.003838	0.004362	0.009703	0.011157	0.009385	0.006696	0.000409	0.000117	0.0	0.013294	0.01312	0.00852
ITGA7	0.001227	0.003681	0.005458	0.00541	0.000335	0.002512	0.004787	0.002705	0.002678	0.000268	0.003829	0.005843
TRHR	0.000243	0.000117	0.000108	0.000119	0.00119	0.0	0.000251	0.001053	0.000358	0.0	0.000477	0.0
LOC100132289	0.009377	0.00942	0.010547	0.008764	0.007791	0.008989	0.007533	0.009782	0.011686	0.011633	0.009461	0.009385
LOC100132288	0.002344	0.000625	0.003097	0.001436	0.001636	0.001053	0.004761	0.005008	0.00584	0.000264	0.001948	0.000757
LOC100132287	0.000446	0.000233	0.000238	0.0	0.001819	0.0	0.001298	0.0	0.003035	0.0	0.000119	0.000837
TCAM1	0.002968	0.000409	0.000957	0.003446	0.002776	0.003681	0.000596	0.002216	0.001227	0.004908	0.001874	0.00409
LOC100132144	0.000119	0.0	0.000268	0.0	0.003272	0.000132	0.001633	0.000383	0.001915	0.0	0.0	0.000625
OSAP	0.0	0.002321	0.000179	0.003733	0.002454	0.0	0.0	8.4e-05	0.000625	0.0	8.9e-05	8.4e-05
LOC100132146	0.0	0.000132	0.0	0.0	0.000216	9.6e-05	0.0	9.6e-05	0.0	8.4e-05	0.0	0.0
LOC440558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC440551	0.004851	0.0	0.005094	0.000479	0.000529	0.001983	0.000574	0.002393	0.003517	0.00097	0.006605	0.0
LOC440550	0.0	0.0	0.0	0.000179	0.000957	0.000119	0.0	0.0	0.000117	8.4e-05	0.0	0.0
CHST9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000243
CHST8	9.6e-05	0.000358	0.001227	0.000409	0.0	0.000191	0.002846	0.003097	0.000191	0.000264	0.001758	0.000108
LOC650330	0.0	0.0	0.000596	0.0	0.0	0.0	0.0	0.0	8.9e-05	0.0	0.000117	0.000625
CHST1	0.000264	0.007036	0.002216	0.003124	0.00611	0.00119	0.000191	0.006817	0.001399	0.003302	0.007277	0.003681
CHST3	0.000479	0.002062	0.003213	0.003354	0.004116	0.0031	0.001192	0.000649	0.005524	0.000264	0.008705	0.006201
CHST2	0.01551	0.018189	0.008586	0.009286	0.01196	0.031687	0.017047	0.028142	0.020926	0.006988	0.003683	0.003966
CHST5	0.002595	0.004021	8.9e-05	0.000596	0.000179	0.000714	0.000121	0.0	0.0	0.0	0.000753	0.001627
CHST4	0.0	0.0	0.0	0.000238	0.001092	8.9e-05	9.6e-05	0.0	0.003159	0.000108	0.000238	0.0
CHST7	0.035825	0.032141	0.027653	0.029715	0.025027	0.043784	0.045481	0.043817	0.046706	0.026356	0.022826	0.033957
CHST6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAX	0.09408	0.086886	0.020056	0.021587	0.04148	0.149855	0.188244	0.141426	0.147994	0.008299	0.008228	0.007141
LOC100133888	0.007697	0.00632	0.004098	0.003571	0.004412	0.007366	0.00598	0.007676	0.008397	0.007464	0.006445	0.007771
BCL2A1	0.007791	0.009094	0.00688	0.007701	0.000954	0.007563	0.01636	0.016374	0.016561	0.005605	0.008589	0.008789
LOC649060	0.0	0.0	0.000216	0.0	0.000132	0.000238	0.000661	0.000849	0.001925	0.0	0.0	0.0
LOC100133887	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100133885	0.002776	0.000121	0.003265	0.003272	0.006201	0.006135	0.0031	0.002344	8.4e-05	0.002183	0.003681	0.000661
LOC100133882	9.6e-05	0.0	0.000803	0.0	0.000325	0.001407	0.000233	0.0	0.0	0.0	0.000358	0.000108
ITGAV	0.007031	0.008397	0.009703	0.00818	0.009738	0.013881	0.009582	0.013341	0.011545	0.007535	0.00919	0.010463
LOC649067	0.005169	0.000108	0.000191	0.0	0.0	0.0	0.0	0.0	8.4e-05	0.000268	0.000287	0.0
LOC652792	0.0	0.000119	0.0	0.000216	0.0	0.0	0.0	0.000121	0.001436	0.000119	0.00357	0.001636
LOC652793	0.0	0.000179	0.000108	0.000179	0.0	0.0	0.000119	0.0	0.000238	0.000119	0.000649	0.0
LOC652790	0.000108	0.000661	0.000477	0.002911	0.000121	0.000715	0.002266	0.001312	0.0	0.000119	0.000397	9.6e-05
ITGAL	0.108383	0.11131	0.113046	0.107031	0.150207	0.227254	0.111825	0.103177	0.10845	0.102244	0.141545	0.112553
ITGAM	0.124324	0.136931	0.043064	0.045314	0.098001	0.274466	0.186292	0.192638	0.200818	0.026122	0.058843	0.032311
LOC652794	0.0007	0.0	0.000335	0.003681	0.0	0.0	0.000191	0.0	0.0	0.0	0.0	0.000179
LOC652798	0.003181	0.000862	0.000325	0.000233	0.000132	0.000364	0.003272	0.000251	0.005951	0.001073	0.000661	0.001227
LOC652799	0.0	0.000714	0.001058	0.0	0.0	0.0	0.001283	0.00119	0.000485	0.000818	0.0	8.4e-05
ITGAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAE	0.04934	0.052274	0.041164	0.048025	0.053999	0.06148	0.054934	0.056836	0.063069	0.047833	0.065073	0.046948
LOC646949	0.009218	0.008873	0.011802	0.010916	0.010612	0.007513	0.007574	0.008454	0.009301	0.01225	0.013594	0.011782
LOC653441	0.002146	0.0	0.0	0.000803	0.000119	0.000957	0.0	0.001636	0.003272	0.001789	0.0	0.000625
LOC100132429	0.0	0.000117	0.0	0.0	8.4e-05	0.0	0.000132	0.0	0.0	0.000119	0.000238	0.0
LOC100132428	0.007035	0.003382	0.002454	0.004431	0.004548	0.002588	0.001339	0.000117	0.00304	0.003808	0.001983	0.000541
LOC646942	1.380587	1.188083	1.728935	1.685537	1.534104	1.038759	0.893294	0.844924	0.844924	2.126288	1.440964	1.554798
LOC100132426	8.4e-05	0.0	0.0	0.0	0.0	8.9e-05	0.0	0.000358	0.0	0.0	0.0	0.0
LOC100132425	0.007036	0.008903	0.009211	0.010707	0.007574	0.008956	0.00818	0.008228	0.006516	0.009291	0.004016	0.009669
LOC100132424	0.0	0.0	0.001339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC646946	8.4e-05	0.0	0.000753	0.0	0.000661	0.000583	0.0	0.000108	0.001696	9.6e-05	0.000117	0.0
LOC646947	0.0	0.000119	0.000753	0.0	0.000264	0.003681	0.00035	0.0	0.0	0.0	0.0	0.0
IGF2R	0.211548	0.212629	0.165231	0.163493	0.222912	0.452809	0.454674	0.150837	0.149366	0.13447	0.166068	0.127592
LOC649396	0.0	0.000541	0.000446	0.004781	0.002921	0.000803	0.0	0.000818	0.000957	0.001454	0.003733	8.4e-05
LOC649397	0.000243	0.000479	0.000409	0.000862	0.000793	0.000818	0.000216	0.0	0.000649	8.4e-05	0.0	0.000233
LOC649395	0.005317	0.00409	0.003895	0.000409	0.000179	0.003213	0.003013	0.000397	0.0	0.004604	0.000383	0.000191
SLC36A3	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4e-05	0.0	0.0
CKS1B	0.044579	0.041182	0.040789	0.037901	0.038112	0.043199	0.039524	0.045603	0.04302	0.042127	0.034701	0.043079
SLC36A1	0.008454	0.007274	0.003302	0.004404	0.005726	0.007466	0.010928	0.012759	0.012768	0.004431	0.008705	0.005648
LOC649639	0.004412	0.006709	0.009458	0.008007	0.00584	0.009522	0.003787	0.003966	0.005948	0.010978	0.00898	0.008397
C14orf115	0.002045	0.000862	0.002566	0.0	0.003683	0.000479	0.00536	0.000108	0.000264	0.000596	0.000536	0.000409
C14orf112	0.112998	0.115717	0.114242	0.130262	0.124995	0.133742	0.098675	0.121515	0.12111	0.109943	0.13655	0.131807
LOC729269	0.0	0.004882	0.000179	0.000358	0.0	0.0	0.003446	0.000477	0.00409	0.004054	0.000606	0.001227
LOC729266	0.0	0.002216	0.0	0.001723	0.000119	0.000803	0.000803	0.0	0.00125	0.001213	0.0	0.000238
LOC729264	0.0	0.000818	0.00279	0.0	0.0	0.001088	0.000121	0.0	0.000243	0.003265	0.002489	0.000119
C14orf118	9.6e-05	0.000383	8.4e-05	0.000121	0.000119	0.001636	0.003097	0.00723	0.003569	8.9e-05	0.000466	0.000715
ARTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000325
ART1	0.005485	0.008836	0.007658	0.009407	0.009824	0.007358	0.009291	0.008589	0.00849	0.008548	0.008397	0.005943
ART3	0.0	0.0	0.0	9.6e-05	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
ART5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ART4	0.00125	8.4e-05	0.0	0.001623	0.000238	0.000714	0.000477	0.000108	0.000132	0.000216	0.0	0.002272
MGC57346	0.013225	0.012119	0.017259	0.019912	0.016374	0.014069	0.011195	0.005444	0.006135	0.018476	0.015627	0.016259
LOC647707	0.000132	0.0	0.000132	0.0	0.000715	0.0	0.000477	0.0	0.0	0.0	0.0	0.000216
CRTAM	0.0	0.001633	0.000108	0.0	0.004463	0.001166	8.4e-05	0.000757	0.000835	9.6e-05	0.000233	0.000238
CADPS2	0.002908	0.000117	0.006135	0.003354	0.0	0.002489	0.000479	0.000119	0.000446	0.0	0.0	0.0
RLF	0.021268	0.020926	0.022209	0.024723	0.024131	0.0285	0.024136	0.023324	0.020582	0.021831	0.029038	0.025358
CRTAP	0.081099	0.085023	0.046004	0.041008	0.0407	0.035702	0.065671	0.134879	0.132088	0.047455	0.036789	0.048863
OR2A12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADPGK	0.053391	0.054329	0.039351	0.042332	0.042983	0.047444	0.057768	0.075256	0.071733	0.043023	0.042792	0.03772
HPYR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000541	0.0
CPEB4	0.009015	0.00942	0.005831	0.007006	0.007393	0.007574	0.009216	0.012668	0.013785	0.006031	0.00718	0.005598
CPEB1	0.0	0.000119	0.000649	0.0	0.000117	0.0	0.0	0.0	0.000862	0.000132	0.000818	0.000121
CPEB3	0.017291	0.017317	0.015627	0.014676	0.017344	0.018193	0.019037	0.019828	0.020272	0.018072	0.019708	0.015951
CPEB2	0.011043	0.012924	0.01227	0.010463	0.009913	0.014815	0.021344	0.018405	0.018072	0.013211	0.012674	0.013356
SRBD1	0.025889	0.021963	0.022904	0.024864	0.024358	0.027379	0.032197	0.028208	0.0285	0.022657	0.02348	0.020965
ABAT	0.005015	0.007362	0.000287	0.001607	0.004098	0.00844	0.010147	0.00678	0.008203	0.002304	0.002056	0.001948
LOC100134140	0.0	0.00035	0.000108	0.000574	0.0	0.000167	0.000264	0.0	0.0	0.0	0.0007	0.000803
LOC651177	0.0	0.0	0.0	8.9e-05	0.0	0.0	8.9e-05	0.0	0.0	0.000233	0.0	0.0
LOC649937	0.0	0.0	0.000119	0.0	0.00119	0.0	0.0	0.0	0.000108	0.0	0.0	0.0
LOC100134144	0.018164	0.018164	0.012954	0.012445	0.014816	0.018415	0.024684	0.025757	0.028132	0.014315	0.01516	0.009816
LOC649935	0.0	0.0	0.000409	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.000132	0.000117
LOC644544	0.009096	0.005094	0.00119	0.007771	0.007114	0.007701	0.008109	0.010714	0.011158	0.005843	0.005364	0.00725
SP1	0.035598	0.034988	0.035237	0.031783	0.033129	0.030266	0.042207	0.03244	0.030321	0.032461	0.028383	0.034737
LOC644548	0.004366	0.002427	0.002045	0.008943	0.006081	0.003339	0.005692	0.002385	0.006544	0.004938	0.005485	0.002298
FLJ46154	0.000485	0.000625	0.00116	0.000485	0.000233	0.000358	0.0	8.4e-05	0.0	0.000117	8.4e-05	0.000606
FLJ46156	0.0	0.000264	0.000132	0.0	0.0	0.0	0.000446	0.000325	0.0	0.004544	0.002678	0.000574
LOC284861	0.0	0.0	0.0	0.004499	0.0	0.002045	0.0	0.000793	0.000287	0.000233	0.000132	0.0
CDH22	0.0	9.6e-05	0.0	0.0	0.000108	0.0	0.0	0.000119	0.001407	0.000108	0.0	0.000119
LOC441208	0.000132	0.0	0.0	0.0	0.0	0.000397	8.9e-05	0.0	0.000108	0.000132	0.000477	0.0
PHOX2A	0.0	0.0	8.9e-05	0.0	0.0	0.0	0.0	0.000243	0.000866	0.000954	0.0	0.0
PHOX2B	8.9e-05	0.001789	0.000191	0.0	0.000121	0.001082	0.001053	0.000233	0.001298	0.001915	0.0	8.4e-05
UPK2	0.0	0.000179	0.000119	0.0	0.000108	0.0	0.0	0.0	0.000108	8.9e-05	0.0	0.0
CFH	0.011686	0.010225	0.015619	0.014805	0.01637	0.009573	0.00965	0.012879	0.010845	0.017997	0.021956	0.018245
CFI	0.009182	0.009301	0.00745	0.007751	0.008228	0.009253	0.010046	0.011067	0.0108	0.008047	0.007799	0.007854
ANKFY1	0.037634	0.038446	0.044027	0.04269	0.037086	0.03681	0.038646	0.037622	0.03792	0.042929	0.035382	0.039061
CFB	0.000119	0.003639	0.003571	0.000108	0.003272	0.000216	0.003246	0.00409	0.004018	0.000364	0.002512	0.000119
CFP	0.046506	0.048966	0.014915	0.01503	0.017178	0.021338	0.085796	0.104548	0.106039	0.009446	0.007371	0.010052
AAAS	0.001227	0.004771	0.004185	0.004106	0.005366	0.006159	0.00385	0.007533	0.003458	0.008711	0.004908	0.005943
SIDT1	0.021458	0.024813	0.019084	0.018476	0.018611	0.025644	0.018093	0.013705	0.014838	0.021099	0.021677	0.016814
SIDT2	0.156777	0.150492	0.062368	0.063207	0.06953	0.08284	0.202809	0.231933	0.223998	0.053994	0.045618	0.051179
CDH24	0.003138	0.001322	0.000325	0.005357	0.005302	0.000974	0.004627	0.002863	0.006027	0.005458	0.003659	0.004101
LOC100131247	0.0	0.0	0.0	0.0	0.001004	0.0	0.0	0.000121	0.0	0.000121	0.0	0.0
LOC100131244	0.0	0.0	0.0	0.0	0.000117	0.0	0.0	0.000357	0.0	0.0	0.0	0.0
LOC100131243	0.0	0.001058	0.000191	0.000325	0.001636	0.000117	0.0	0.00067	0.000893	9.6e-05	0.000753	0.000132
PISRT1	0.000818	0.000233	0.002863	0.00105	0.000433	0.000117	0.000849	8.4e-05	0.000121	0.001227	0.002379	0.000715
SAGE1	0.00119	0.0	0.001941	0.000818	0.0	0.000477	0.001851	0.000583	0.002981	0.000818	0.0	0.002216
TGIF2LX	0.0	0.0	0.0	0.0	0.0	0.0	0.000167	0.0	0.0	0.000251	0.0	0.0
LOC650498	0.000325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001924	0.0	0.0
LOC650496	0.000117	0.0	0.0	0.003848	0.0	0.002045	0.0	0.0	0.0007	0.0	0.0	0.0
LOC650494	0.000238	0.0	0.0	0.0	0.0	0.000264	0.001227	0.0	0.0	0.000108	0.0	0.0
LOC650491	0.005626	0.003181	0.004021	0.003639	0.003437	0.005085	0.002247	0.004908	0.003275	0.004499	0.005357	0.00304
LOC442049	0.000167	0.003339	0.003639	0.003305	0.00238	0.001407	0.000728	0.0	0.000409	0.000793	0.000893	0.002045
AAGAB	0.018189	0.019632	0.018955	0.020621	0.020255	0.02489	0.018542	0.022507	0.02234	0.022684	0.022904	0.022636
C4orf18	0.029096	0.030631	8.4e-05	0.000117	0.00852	0.00942	0.031123	0.059186	0.061139	0.0	0.0	0.0
C4orf19	0.000264	0.000121	0.001636	0.000132	0.002585	0.001092	0.000325	0.0	0.0	0.0	0.000179	0.00035
SLC7A6OS	0.010881	0.013402	0.014541	0.01201	0.009582	0.011236	0.010978	0.009846	0.010029	0.011328	0.010913	0.014264
C4orf14	0.087773	0.085389	0.103371	0.106452	0.085129	0.059714	0.079936	0.095508	0.100325	0.108985	0.093661	0.108551
C4orf15	0.0	0.0	0.000479	0.0	0.0	0.000117	0.0	0.0	0.0	0.000238	0.001334	0.003542
C4orf16	0.000574	0.000119	0.000364	0.001454	0.002597	0.002321	8.4e-05	0.001516	0.002511	0.000117	0.005623	0.001789
C4orf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4orf10	0.001964	0.007513	0.004499	0.003816	0.005726	0.003159	0.005248	0.004436	0.002921	0.002597	0.003032	0.005948
C4orf11	0.000167	9.6e-05	0.0	0.0	0.000357	8.9e-05	0.0	0.00119	0.000233	0.003681	0.000108	0.001436
C4orf12	8.9e-05	0.002344	0.0	0.000251	9.6e-05	0.000117	0.000132	0.000606	0.001431	0.0	0.0	0.000216
SCYL3	0.012293	0.014805	0.014906	0.014838	0.014899	0.012856	0.013088	0.00849	0.010311	0.015891	0.015542	0.016788
LOC392382	0.001428	0.002344	0.0	0.000715	0.000728	0.000714	0.000268	0.003481	0.003272	0.000108	0.002426	0.0
EFHA1	0.057634	0.069399	0.073902	0.078599	0.071116	0.076588	0.060696	0.056806	0.061746	0.059673	0.080915	0.07614
EFHA2	0.003199	0.000121	0.000818	0.000606	0.000383	0.001436	0.0	0.000268	0.001633	0.005714	0.002945	0.0
AAA1	0.000117	0.00304	0.001723	0.000108	0.00067	0.001428	0.000837	0.004112	0.007362	0.002045	0.00473	0.000216
TERT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000383
ABCE1	0.035815	0.037414	0.045725	0.046357	0.048715	0.034809	0.029454	0.032261	0.033113	0.049703	0.055499	0.045481
LOC391609	0.001636	0.000446	0.000397	0.001227	0.000243	0.002247	0.00097	8.9e-05	0.001577	0.000625	0.000933	0.000596
LOC286297	0.0	0.000358	0.000606	0.000132	0.0	0.000117	0.0	0.00035	0.000233	0.000108	0.001516	0.000264
C15orf26	0.000583	0.0	0.001004	0.001517	0.000818	0.000121	0.000409	0.000596	0.0	0.00097	0.000974	0.0
C15orf27	0.000117	0.0	0.000233	0.000466	0.000529	0.0	0.0	0.000606	0.000921	0.0	9.6e-05	0.0
C15orf24	0.166889	0.188686	0.177981	0.175497	0.182764	0.205105	0.148697	0.169086	0.169506	0.177604	0.208675	0.190802
C15orf23	0.010171	0.009765	0.007574	0.007535	0.008163	0.006874	0.007393	0.011778	0.013761	0.009407	0.010262	0.009121
C15orf20	0.00035	0.001454	0.001723	0.002115	0.001298	0.00357	0.002231	0.002856	0.005605	0.002164	0.003458	0.001674
C15orf21	0.002767	0.000766	0.001423	0.0	0.0	0.002332	0.000866	0.000121	0.004003	0.004898	0.000397	0.000132
C15orf28	0.00904	0.010311	0.011469	0.010547	0.00942	0.009286	0.013633	0.012558	0.012732	0.009518	0.008228	0.005724
C15orf29	0.005215	0.00473	0.004021	0.002762	0.005247	0.005087	0.005074	0.000179	0.004998	0.004499	0.001298	0.005131
FLJ10996	0.000849	0.001339	0.004494	0.003767	0.004018	0.004016	0.004003	0.002344	0.008397	0.003097	0.002454	0.002093
TP73L	0.0	0.0	0.00159	0.000409	0.000409	0.001636	0.000715	0.0	0.002454	0.0	0.0	0.000108
ZNF117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF114	0.000238	0.000358	0.000529	8.4e-05	0.00097	0.000661	0.000243	0.000179	0.000818	9.6e-05	0.0	0.000121
SEZ6L	0.0	0.0	0.0	0.000715	0.0	0.0	0.0	0.000419	0.0	0.0	0.0	0.0
PRKAR2A	0.013906	0.012228	0.013178	0.009796	0.013117	0.015502	0.010243	0.013299	0.013463	0.012768	0.01266	0.013309
C20orf52	0.287285	0.259881	0.244896	0.278784	0.268724	0.306756	0.276623	0.275185	0.273039	0.275598	0.278784	0.26402
C20orf51	0.0	0.0007	0.001577	0.000485	0.000121	0.002093	0.004098	0.00035	0.0	0.000818	0.0	0.001423
PRKAR2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002202	0.0	0.0	0.0
C20orf56	0.000264	0.0	0.000837	0.005948	0.0	0.000433	0.000541	0.002344	0.0	0.0	0.0	0.0
C20orf55	0.040015	0.040429	0.029096	0.028673	0.028571	0.032793	0.052438	0.063374	0.072659	0.025278	0.0285	0.029109
C20orf54	9.6e-05	0.0	0.0	0.0	0.0	0.000264	0.0	0.0	0.000108	0.0	0.000982	0.0
TMEM200B	0.0	0.002595	8.4e-05	0.000108	0.000661	0.001633	0.0	0.000715	0.0	0.000251	0.0	0.001948
ITGA2B	0.000862	0.001983	0.000216	0.000238	0.001436	0.00409	0.001627	0.004908	0.001082	0.000714	0.004212	0.004362
RFXDC2	0.003701	0.000433	0.005085	0.002547	0.000397	0.005943	0.001053	0.0	0.000268	0.003032	0.003569	0.003833
SHOX2	0.006925	0.004604	0.005552	0.007115	0.006439	0.006248	0.003149	0.006426	0.003638	0.002146	0.008299	0.005692
PHACTR4	0.062031	0.058559	0.068456	0.062368	0.065767	0.062567	0.048249	0.063558	0.059484	0.067452	0.065373	0.064215
L3MBTL	0.0	0.000238	0.001627	0.004054	0.00226	0.0	0.0	0.001227	0.000606	0.002856	0.002053	0.001283
NLGN3	0.0	0.0	0.0	0.000238	0.0	0.0	0.001407	0.0	0.0	0.0	0.0	0.0
PHACTR3	0.000121	0.000793	0.000335	0.001851	0.001696	0.001627	0.000862	0.002863	0.0	0.001866	0.001283	0.0
NLGN1	0.0	0.0	0.000893	0.00105	0.003272	0.000477	0.000117	0.001674	0.003272	0.001841	0.002202	0.002332
KRTAP2-2	0.0	0.0	0.000216	0.0	0.000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP2-1	0.000268	0.0	0.001874	0.0	0.0	0.0	0.0	0.000108	0.000167	0.000132	0.0	0.0
LOC390956	0.000409	0.0	0.0	0.000216	0.000335	0.0	0.000835	0.0	0.000216	0.000238	0.001058	0.000108
NR1D1	0.002183	0.000264	0.00477	0.002499	0.000132	0.000714	0.002644	0.000409	0.001322	0.00105	0.000586	0.0
NR1D2	0.00963	0.01264	0.014551	0.014551	0.013219	0.012371	0.009218	0.013481	0.011424	0.015133	0.017912	0.01322
UFSP1	0.002045	0.0	0.0	8.9e-05	0.0	0.000132	0.0	0.0	0.000108	0.0	0.0	0.0
UFSP2	0.025864	0.026955	0.034052	0.035452	0.029966	0.024949	0.022802	0.022274	0.025081	0.031534	0.030204	0.030059
OGFR	0.040931	0.038496	0.030217	0.029213	0.03475	0.037814	0.052352	0.05056	0.052438	0.032187	0.02863	0.028288
MGC35440	0.000335	0.00134	0.000921	0.000479	0.000606	0.002762	0.001607	0.003302	0.0	0.000409	0.000216	0.000766
ORC3L	0.017912	0.022073	0.027665	0.0314	0.023529	0.018749	0.017996	0.018029	0.016014	0.025206	0.026618	0.028687
LOC151121	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.0	0.000364	0.0	0.0	0.0
LOC389842	0.003681	0.003833	0.004373	0.004269	0.004938	0.004195	0.004198	0.002705	0.007762	0.003272	0.003679	0.003966
PTCH2	8.9e-05	0.0	0.0	0.0	0.000132	0.0	0.0	0.0	0.0	0.0	0.000132	0.0
