Gene	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ANXA3	0.037571	0.011197	0.02574	0.05518	0.014965	0.018221	0.056311	0.169382	0.036107	0.012028	0.164186	0.069943	0.014883	0.0	0.026633	0.077084	0.012364	1.0	0.030887	0.063774
AOC2	0.147489	0.263481	0.204624	0.220468	0.223805	0.114383	0.239394	0.25076	0.219438	0.190352	0.0	0.192074	0.181217	0.141327	0.144093	0.137775	0.254608	1.0	0.237553	0.235358
APOBEC3A	0.422372	0.450832	0.059645	0.055225	0.084703	0.027605	0.013211	0.226695	0.247114	0.032926	0.044243	0.122853	0.559015	0.060782	0.007653	0.044882	0.012458	1.0	0.013829	0.02172
APOBEC3G	0.183673	0.421766	0.199856	0.400394	0.569713	0.506424	0.078651	0.123995	0.0	0.366471	0.25639	0.076635	0.35927	0.067436	0.352179	0.284955	0.483794	0.175847	0.125145	0.332091
APOE	0.011593	0.008066	0.018848	0.016712	0.03325	0.015405	0.028386	0.005614	0.018028	0.008596	0.051492	0.696156	1.0	0.604695	0.018403	0.031342	0.01727	0.016627	0.019112	0.045196
ARID4A	0.07698	0.128835	0.127372	0.115294	1.0	0.180708	0.032512	0.191763	0.522651	0.129217	0.168081	0.019532	0.090987	0.138182	0.115497	0.17213	0.173069	0.305325	0.0035	0.0
ARNT2	0.039179	0.036831	0.044135	0.049474	0.035157	0.03254	0.077742	0.052015	0.003861	0.0	0.059285	0.100693	0.062021	0.013176	0.016961	0.087601	0.010289	0.056595	0.081926	1.0
ASGR1	0.339399	0.677741	0.073481	0.022761	0.044153	0.044457	0.044221	0.034515	0.011098	0.0	0.051009	0.115943	0.188978	0.226508	0.013893	0.128701	0.01765	0.046297	0.01558	0.033903
ASGR2	0.711213	0.216064	0.107328	0.044719	0.078575	0.054365	0.079563	0.029312	0.008505	0.005768	0.110278	0.030808	0.105185	0.298185	0.015523	0.264632	0.021192	0.08419	0.039781	0.014005
ASRGL1	0.47457	0.433931	0.108618	0.103824	0.147434	0.114837	0.432056	0.654697	0.774417	0.135865	0.705678	1.0	0.160055	0.261963	0.138903	0.124441	0.116135	0.331901	0.420551	0.114629
ATP2A1	0.070558	0.027305	0.122717	0.172263	0.036452	0.135467	0.167644	0.035707	0.0202	0.096716	0.0	0.125464	0.07044	0.052555	0.177503	0.094878	0.122773	0.148088	0.206842	1.0
ATP2B1	0.230889	0.306556	0.160134	0.102328	1.0	0.188349	0.096572	0.140357	0.262396	0.207199	0.207944	0.004821	0.058605	0.140246	0.356181	0.279803	0.169142	0.610277	0.019143	0.0
BEX1	0.014688	0.009419	0.03241	0.02089	0.000474	0.029052	0.152897	0.070683	0.035837	0.021746	1.0	0.018336	0.003294	0.0	0.007755	0.013541	0.018408	0.099067	0.035699	0.003635
BMX	0.1041	0.103073	0.060417	0.103072	0.017278	0.039497	0.081044	0.32959	0.125938	0.0	0.095646	0.180136	0.081177	0.063715	0.051114	0.106027	0.125439	1.0	0.152616	0.282352
C1QA	0.116929	0.873272	0.033813	0.018089	0.037724	0.009714	0.077445	0.0651	0.004145	0.0	0.259178	1.0	0.83243	0.788171	0.008177	0.178072	0.010351	0.026369	0.130302	0.143726
C1QB	0.030977	0.163443	0.01749	0.0125	0.01409	0.006256	0.019041	0.0	0.014865	0.011874	0.078667	0.260428	1.0	0.540457	0.006324	0.054838	0.009027	0.016849	0.03383	0.017414
CA4	0.041658	0.065161	0.047044	0.042391	0.057422	0.048179	0.0	0.111415	0.096797	0.022785	0.011969	0.127176	0.060875	0.064453	0.034806	0.051042	0.016356	0.782134	0.01355	0.11444
CACNA2D3	0.652825	0.24958	0.107249	0.086586	0.088522	0.035065	0.023843	0.000227	0.051126	0.056304	0.094021	0.148184	0.049199	0.060474	0.017098	0.291584	0.021633	0.053341	0.0	0.091634
CALB2	0.022044	0.015573	0.016514	0.033237	0.015322	0.019126	1.0	0.01953	0.0	0.033282	0.01154	0.00976	0.019214	0.014849	0.01117	0.035964	0.010676	0.050432	0.040861	0.024522
CALML4	0.384748	0.582449	0.190273	0.129572	0.125006	0.098917	0.049586	0.201468	0.0	0.081995	0.099859	0.143971	0.270207	0.325873	0.086597	0.195031	0.045781	0.153274	0.188944	0.082168
CAMK4	0.055049	0.061627	0.934869	0.149557	0.126401	1.0	0.042129	0.047361	0.065845	0.52738	0.0	0.123566	0.022579	0.010793	0.153111	0.068986	0.127494	0.207023	0.104182	0.034902
CASP1	0.937942	0.767057	0.175583	0.251557	0.396326	0.267204	0.052341	0.299963	0.305741	0.359087	0.219269	0.037504	0.46149	0.246677	0.229662	0.397034	0.195966	0.534912	0.134869	0.0
CCR2	1.0	0.104789	0.150223	0.080804	0.0	0.125125	0.028046	0.275592	0.169145	0.319417	0.061704	0.042749	0.029951	0.078108	0.249127	0.12453	0.029907	0.153514	0.908715	0.080799
CCR3	0.013798	0.006679	0.015066	0.013853	0.004606	0.01229	0.012344	0.264051	1.0	0.013692	0.006159	0.02767	0.006196	0.008137	0.005991	0.006911	0.0064	0.240945	0.008943	0.021916
CD14	0.567629	0.213241	0.033098	0.020557	0.00785	0.007138	0.011885	0.011913	0.001832	0.0	0.026266	0.164211	0.611394	0.251118	0.001675	0.054797	0.002001	0.233868	0.007059	0.007124
CD160	0.012336	0.014357	0.03216	0.4778	0.722166	0.210941	0.0	0.007188	0.025335	0.153438	0.001154	0.007261	0.007565	0.011954	0.035972	0.004652	0.062952	0.044274	0.022055	0.019453
CD163	0.485525	0.133525	0.06359	0.061183	0.009598	0.018615	0.037548	0.023254	0.025299	0.0	0.134024	0.879341	0.991071	1.0	0.016366	0.166452	0.02053	0.072376	0.035753	0.029313
CD19	0.023303	0.013701	0.029247	0.016342	0.018026	0.017937	0.042492	0.001935	0.013111	0.002895	0.033794	0.060857	0.03003	0.030598	0.567702	0.009658	1.0	0.034543	0.057531	0.008977
CD1D	1.0	0.747212	0.146144	0.059233	0.199949	0.037386	0.003501	0.031063	0.028569	0.0	0.043759	0.04702	0.102607	0.06325	0.227635	0.13987	0.281976	0.149319	0.231828	0.039366
CD1E	0.156496	0.16443	0.090742	0.071701	0.060615	0.031692	0.156644	0.154519	0.013287	0.0	0.030445	0.108717	0.129808	0.835007	0.003293	1.0	0.041306	0.106994	0.007429	0.252318
CD207	0.136486	0.187101	0.135925	0.076	0.045909	0.102316	0.145122	0.127665	0.0	0.087584	0.040305	0.252348	0.032247	0.094451	0.105757	1.0	0.09726	0.344247	0.176681	0.215202
CD209	0.027631	0.025358	0.020306	0.025912	0.018238	0.01716	0.028952	0.005173	0.017331	0.014765	0.013764	0.206274	0.2711	1.0	0.018149	0.032361	0.020387	0.0375	0.033261	0.02339
CD38	0.013186	0.028216	0.02711	0.107188	0.095743	0.02351	0.006256	0.0	0.002609	0.062516	0.11935	0.005267	0.340772	0.005102	0.013522	0.033257	0.021224	0.00833	1.0	0.061109
CD3D	0.013579	0.007799	0.280967	0.03	0.026949	0.567958	0.002061	0.00347	0.010048	1.0	0.009625	0.0	0.005566	0.003944	0.005259	0.007281	0.004913	0.025117	0.012547	0.015702
CD3E	0.04768	0.029173	0.946272	0.257264	0.13309	1.0	0.033701	0.004918	0.019417	0.977766	0.028245	0.05557	0.013214	0.016364	0.037054	0.0	0.050294	0.073515	0.164439	0.04568
CD3G	0.015004	0.00964	0.56082	0.069303	0.080605	1.0	0.000873	0.009219	0.0	0.462572	0.005109	0.015821	0.000484	0.00363	0.009333	0.010335	0.006115	0.03142	0.015969	0.018659
CD4	0.391725	0.489286	0.677252	0.124274	0.066542	0.060781	0.021086	0.008497	0.074268	0.0	0.098031	0.652365	0.583879	0.877576	0.023754	0.155891	0.045951	0.116941	0.044636	0.145673
CD40LG	0.081109	0.097657	0.696664	0.155458	0.0	0.122297	0.091503	0.011151	0.032856	0.257389	0.144246	0.047072	0.026809	0.030517	0.031138	0.032365	0.043334	0.087405	0.087389	0.249201
CD79A	0.020732	0.011212	0.032692	0.014052	0.006909	0.025666	0.0	0.004887	0.012478	0.006017	0.033703	0.036069	0.013989	0.016169	0.567588	0.003332	1.0	0.029469	0.221211	0.000715
CD8A	0.009427	0.0	0.01291	0.142826	0.069446	1.0	0.008957	0.000648	0.005124	0.039369	0.004513	0.004461	0.000526	0.001129	0.002541	0.007237	0.003837	0.033881	0.008934	0.002651
CDC14B	0.1487	0.001998	0.347784	0.362354	0.167947	0.264108	0.027093	0.740037	0.358328	0.139686	0.139974	0.54774	0.061034	0.0	0.174194	0.133468	0.064044	0.234191	0.138283	0.088167
CDC42EP4	0.237448	0.90674	0.102475	0.080155	0.121012	0.054472	0.088135	1.0	0.080407	0.021141	0.129563	0.300417	0.581676	0.401991	0.019695	0.37441	0.0	0.200694	0.07257	0.328958
CDK2AP2	0.192404	0.515189	0.271045	0.309402	0.271711	0.281779	0.031965	0.345196	0.119156	0.591179	0.06873	0.239254	0.0	0.021781	0.216852	0.443759	0.197653	0.109495	1.0	0.405968
CDKN1C	0.161539	1.0	0.099067	0.050085	0.240088	0.048027	0.054831	0.127228	0.021534	0.0	0.110298	0.028368	0.048646	0.04253	0.013209	0.052305	0.000456	0.125	0.025196	0.001636
CDR2L	0.129358	0.123169	0.110304	0.178413	0.068984	0.192546	0.148211	0.082298	0.0	0.024532	0.116142	0.233899	0.20991	1.0	0.123476	0.301862	0.168586	0.109382	0.051666	0.270165
CEACAM1	0.040289	0.123297	0.11056	0.067506	0.014152	0.059151	0.154256	1.0	0.297512	0.095866	0.032796	0.138131	0.081709	0.042345	0.071205	0.0	0.06309	0.548686	0.123791	0.115534
CEACAM3	0.173136	0.428395	0.087685	0.070766	0.217244	0.093277	0.096217	0.090457	0.060455	0.118487	0.082135	0.096482	0.093626	0.089731	0.106835	0.079099	0.152485	1.0	0.220638	0.106707
CECR1	0.625808	0.492739	0.162959	0.136708	0.274086	0.170036	0.0	0.044324	0.121791	0.214322	0.20971	0.137682	0.146271	0.187708	0.211445	0.185557	0.273375	0.040867	1.0	0.144778
CES1	0.469805	0.102168	0.062056	0.033467	0.175018	0.041367	0.042782	0.004252	0.057757	0.015451	0.02276	0.149197	0.25236	0.108247	0.005391	0.161348	0.0	0.054609	0.009835	0.076574
CETN1	0.310225	0.392664	0.252932	0.367381	0.0	0.242988	0.393106	0.222082	0.202838	0.309903	0.181065	0.390351	0.11999	0.161781	0.2615	0.191457	0.396771	0.593841	0.851568	0.540289
CFB	0.038774	0.038893	0.013647	0.014613	0.014603	0.009363	0.002828	0.016941	0.007321	0.0	0.019747	0.063497	1.0	0.11698	0.010691	0.059623	0.00253	0.016969	0.021577	0.020274
CHMP7	0.187121	0.180807	0.468229	0.050809	0.089814	0.358625	0.043766	0.08022	0.13512	0.331431	0.525646	0.250083	0.012133	0.0	0.683886	0.077879	1.0	0.119366	0.080421	0.008532
CHST7	0.264298	1.0	0.171044	0.076343	0.245738	0.112005	0.029788	0.084794	0.001876	0.131356	0.035374	0.476798	0.415312	0.471379	0.0166	0.590528	0.0	0.617472	0.031673	0.316388
CIB2	0.093296	0.10154	0.108008	0.077117	0.0	0.118827	0.097494	0.095741	0.046368	0.069675	0.151292	0.079878	0.109688	0.07779	0.108257	0.092589	0.078938	0.091293	0.163756	1.0
CIITA	0.131852	0.342616	0.048697	0.033979	0.056434	0.044809	0.042497	0.035117	0.082873	0.050354	0.152495	0.373083	0.192985	0.292212	0.585586	1.0	0.783028	0.066842	0.0	0.373475
CLCC1	0.276134	0.251452	0.412775	0.407751	0.896092	0.185727	0.367327	0.330601	0.298393	0.403335	0.728071	0.802342	0.251353	0.191507	0.454098	0.725036	0.046517	0.0	0.445059	0.381923
CLCF1	0.24141	1.0	0.126371	0.196789	0.448492	0.19239	0.172023	0.16639	0.352806	0.183903	0.18653	0.206532	0.519029	0.230169	0.187159	0.360528	0.379452	0.340842	0.238164	0.0
CLEC4E	0.325125	0.141342	0.037124	0.050591	0.0	0.022825	0.026895	0.062335	0.100778	0.030925	0.031164	0.167008	0.176294	0.033586	0.027702	0.075573	0.035582	1.0	0.045486	0.045949
CLEC5A	0.482598	0.074893	0.056594	0.030431	0.00333	0.017153	0.041625	0.050967	0.022078	0.0	0.020194	1.0	0.549759	0.165791	0.012334	0.285569	0.018473	0.255885	0.038828	0.098249
CLIC2	0.129338	0.183413	0.045708	0.053507	0.036144	0.016683	0.016934	0.075158	0.017743	0.054156	0.283146	0.287392	0.335633	0.596696	0.005848	1.0	0.0	0.096563	0.217331	0.183789
CNNM1	0.092745	0.080608	0.124107	0.151143	0.110242	0.126714	0.056397	0.127594	0.198682	0.100283	0.060006	0.07901	0.187093	0.202821	0.081171	0.068433	0.101063	0.210856	0.131666	1.0
CNOT1	0.256699	0.050558	0.250669	0.041293	0.574189	0.208893	0.24838	0.191296	0.221124	0.38504	0.144741	0.140598	0.044503	0.089112	0.582046	0.11032	0.688639	0.1196	0.543006	0.0
COL4A3	0.082826	0.041947	0.210585	0.25745	0.313743	0.135965	0.024757	0.073612	0.022839	0.049311	0.0	0.282741	0.051665	0.047182	1.0	0.11199	0.319671	0.250329	0.219509	0.504866
CP	0.061719	0.035632	0.069376	0.160059	0.072333	0.039553	0.005588	0.027869	0.161962	0.065119	0.07427	0.125786	0.226415	0.061531	0.152429	0.069287	0.107643	0.121083	0.164172	1.0
CRISPLD2	0.55065	0.131546	0.063223	0.046844	0.024698	0.01485	0.050569	0.598908	0.068772	0.005535	0.032646	0.12068	0.216037	0.032331	0.035115	0.030719	0.020071	0.412181	0.061509	0.0
CRLF2	0.185032	0.096575	0.077914	0.090473	0.0	0.075367	0.21146	0.534973	0.14894	0.035108	0.104376	0.300425	0.07173	0.0462	0.02644	1.0	0.054028	0.200816	0.197561	0.219973
CSTA	1.0	0.692184	0.029516	0.042506	0.085813	0.020638	0.036499	0.009297	0.128663	0.007046	0.342963	0.038713	0.150079	0.129346	0.004375	0.271651	0.007757	0.49987	0.027368	0.004523
CTLA4	0.020573	0.024212	0.408165	0.02756	0.011972	0.0971	0.008815	0.00043	0.0	0.09233	0.008762	0.037998	0.016329	0.018561	0.017472	0.053936	0.010677	0.027137	0.024548	0.01098
CXCL10	0.082263	0.111558	0.022445	0.040614	0.0	0.013814	0.01813	0.018727	0.011673	0.026909	0.029852	0.018899	1.0	0.014986	0.009415	0.082811	0.011002	0.034876	0.023548	0.089523
CXCL9	0.048197	0.048277	0.02157	0.054262	0.009745	0.022418	0.007514	0.0	0.021039	0.02786	0.03448	0.020617	1.0	0.032865	0.020248	0.04075	0.024779	0.041852	0.040475	0.059911
CYCS	0.069424	0.047641	0.094522	0.042818	0.397956	0.214139	0.664971	0.041145	0.043648	0.294401	0.190701	0.016589	0.028748	0.04871	0.192338	0.077197	0.196899	0.0	1.0	0.03341
CYP2B6	0.050577	0.047931	0.071977	0.17749	0.071224	0.074659	0.044284	0.040294	0.285795	0.091323	0.0	0.039656	0.027429	0.025362	0.149971	0.089758	0.181683	0.172111	0.064075	1.0
CYP4F3	0.029544	0.013858	0.015956	0.014075	0.009289	0.005398	0.015426	0.027804	0.047644	0.027011	0.0	0.048598	0.010922	0.000964	0.004724	0.01243	0.006935	1.0	0.013755	0.056988
CYSLTR1	0.328617	0.958155	0.505634	0.412932	0.328839	0.092102	0.0	0.480026	0.921362	0.105486	0.343259	0.230698	0.372018	0.415303	0.588577	0.328412	0.513309	1.0	0.051497	0.412576
DEFB1	0.498562	0.247124	0.205901	0.332338	0.0	0.253923	0.242366	0.163437	0.181467	0.160559	0.228666	0.251177	1.0	0.19939	0.161027	0.308856	0.183654	0.42525	0.240259	0.401835
DENND3	0.34398	0.869215	0.12784	0.308627	0.374058	0.113471	0.008556	1.0	0.558415	0.242909	0.187012	0.27488	0.26716	0.154327	0.29913	0.322149	0.482506	0.979124	0.39284	0.0
DPYD	1.0	0.580609	0.429397	0.369685	0.650765	0.254639	0.080541	0.570626	0.115434	0.320664	0.158993	0.299492	0.815621	0.972404	0.098951	0.296442	0.189537	0.444774	0.070094	0.0
DUSP4	0.051395	0.007844	0.237247	0.135018	0.105054	0.1842	0.882289	0.004724	0.037633	1.0	0.030861	0.098696	0.02558	0.026855	0.180683	0.175332	0.055267	0.034013	0.11435	0.070095
DYSF	0.507461	0.252058	0.040681	0.129545	0.03137	0.045239	0.045147	0.036044	0.025395	0.043806	0.102777	0.097828	0.177633	0.126737	0.0	0.051273	0.002933	1.0	0.047527	0.033026
EDN1	0.046762	0.067204	0.027073	0.030561	0.013093	0.015834	0.041383	0.041073	0.026374	0.012148	0.031305	0.064962	1.0	0.122199	0.014086	0.033746	0.01633	0.241958	0.04431	0.156297
EIF1	0.206652	0.613506	0.372523	0.091205	0.667554	0.449026	0.066296	1.0	0.169547	0.177732	0.25594	0.261746	0.499874	0.50975	0.27642	0.449669	0.318022	0.125316	0.327576	0.0
ELSPBP1	0.301605	0.281768	0.2365	0.203682	0.118417	0.17209	1.0	0.012296	0.253527	0.29209	0.164597	0.582688	0.080399	0.026198	0.185463	0.099853	0.242785	0.354545	0.453895	0.542966
EMILIN2	0.16447	0.462927	0.056585	0.028281	0.043541	0.030902	0.0	1.0	0.015251	7.2e-05	0.057811	0.449777	0.745046	0.797179	0.011904	0.486312	0.010212	0.06841	0.003797	0.161361
ESPL1	0.15078	0.090332	0.136471	0.114891	0.0	0.132337	0.475347	0.11412	0.03796	1.0	0.667634	0.284233	0.277688	0.261878	0.182086	0.130048	0.143073	0.21258	0.21609	0.526349
EVL	0.083096	0.66726	0.551205	0.377825	0.342839	0.541348	0.057921	0.485336	0.160517	0.358084	0.101267	0.197244	0.353187	0.937226	0.16278	0.287305	0.337137	0.040867	0.0	0.043958
FARS2	0.167656	0.480134	0.334941	0.297616	0.129031	0.260097	0.106937	0.229013	0.0	0.143422	0.431815	0.275022	0.352112	0.290894	0.252642	0.331973	0.311622	0.082463	0.167177	0.249775
FBLN1	0.079856	0.106658	0.063978	0.02623	0.06285	0.04106	0.098762	0.00199	0.004041	0.028882	0.078859	0.104114	0.005352	0.0	0.090747	0.148887	0.054655	0.161294	0.224593	1.0
FCHO1	0.275122	1.0	0.627667	0.310245	0.128485	0.415236	0.207017	0.30652	0.046504	0.262957	0.262069	0.252237	0.387429	0.592405	0.424714	0.171861	0.642965	0.752698	0.0	0.324792
FCN1	0.603925	0.988063	0.027947	0.013958	0.024289	0.00606	0.002104	0.014456	0.003501	0.000349	0.022253	0.052502	0.144402	0.100275	0.000775	0.053123	0.001417	0.088498	0.006732	0.0
FGFR3	0.030487	0.0	0.069228	0.072535	0.206954	0.070659	0.104312	0.11905	0.343638	0.026231	0.07094	0.111079	0.134637	0.130806	0.022553	0.157865	0.01889	0.110214	0.077655	1.0
FGR	0.754529	1.0	0.038867	0.192133	0.263171	0.054855	0.022219	0.077837	0.359178	0.037896	0.050299	0.085444	0.183225	0.177208	0.071475	0.188497	0.071602	0.475245	0.0	0.011128
FKBP11	0.018617	0.027663	0.082474	0.146527	0.183488	0.134995	0.009325	0.048828	0.0	0.231054	0.078445	0.005649	0.020196	0.015483	0.050553	0.036446	0.019356	0.027444	1.0	0.022016
FLT4	0.482901	0.38265	0.820882	0.682928	0.870708	0.924991	0.233191	0.103879	0.391378	0.589043	0.403978	0.752672	0.0	0.070268	0.635018	0.381345	0.798903	0.661896	0.184009	1.0
FMO5	0.510191	0.386995	0.149156	0.322071	0.108363	0.067373	0.336393	0.506921	0.192844	0.033355	0.151217	0.161352	0.238774	0.220476	0.124947	0.110796	0.216686	0.224483	0.020885	0.176046
FST	0.136483	0.0	0.130458	0.10801	0.106111	0.118548	1.0	0.037561	0.219635	0.085206	0.110007	0.092851	0.385	0.3306	0.084187	0.106208	0.073283	0.137642	0.206448	0.5953
FSTL1	0.286788	0.055765	0.236812	0.16513	0.193051	0.234518	0.456381	0.112177	0.36807	0.277916	1.0	0.224141	0.251379	0.192102	0.210542	0.406531	0.245088	0.465872	0.493725	0.384286
FUT3	0.063852	0.049702	0.042088	0.053944	0.040618	0.035278	0.021589	0.0	0.039347	0.037884	0.032223	0.133275	0.018608	0.028788	0.051171	0.032337	0.069647	0.097538	0.123353	1.0
FXYD6	0.789049	0.348105	0.158229	0.131694	0.250051	0.096531	0.074899	0.018468	0.046204	0.039757	0.48825	0.602364	0.651069	0.28944	0.072686	0.195646	0.106854	0.155391	0.156573	0.514995
GAS7	0.436826	0.266371	0.018984	0.122185	0.199469	0.024451	0.11308	0.0	0.053634	0.048233	0.044576	0.191623	0.085655	0.139394	0.039136	0.142048	0.061151	0.323087	0.025296	0.062491
GATA2	0.031781	0.0164	0.017657	0.016508	0.015793	0.020042	0.084457	1.0	0.044787	0.023734	0.125311	0.036662	0.005577	0.00349	0.019538	0.009609	0.020514	0.038932	0.037604	0.020174
GBP1	0.154975	0.141866	0.134254	0.132426	0.141019	0.176313	0.046532	0.024815	0.028825	0.139824	0.04473	0.018328	1.0	0.065858	0.050349	0.141938	0.044229	0.213343	0.01132	0.0
GCH1	0.315514	0.344385	0.141446	0.246751	0.878176	0.221468	0.066712	0.06401	0.064555	1.0	0.256211	0.000144	0.147846	0.0	0.248025	0.067426	0.226648	0.157515	0.025181	0.025132
GFOD1	0.101426	0.462837	0.015757	0.563641	0.15873	0.076347	0.248	0.067073	0.465337	0.143437	0.227196	0.297224	0.174634	0.315415	0.168991	0.102866	0.105828	0.254087	0.202777	0.0
GIMAP4	0.977302	1.0	0.658595	0.82891	0.624181	0.607871	0.0	0.023645	0.021589	0.23286	0.090921	0.6958	0.737601	0.29648	0.007082	0.10768	0.00558	0.483009	0.001558	0.01039
GJB1	0.076042	0.064002	0.030087	0.024012	0.024905	0.057237	0.040032	0.008565	0.04498	0.03807	0.092324	0.07284	0.037631	0.045968	0.048759	0.03476	0.030558	0.125691	0.084999	1.0
GLRA1	0.237224	0.479912	0.333613	0.450365	0.091242	0.189788	0.439393	0.219763	0.56846	0.235598	0.028519	0.669787	0.0	0.009391	0.177745	0.216401	0.159667	0.628706	0.210479	0.431711
GLRX2	0.295625	0.299233	0.115622	0.190786	0.08641	0.137098	0.495009	0.110967	0.141392	1.0	0.513981	0.124563	0.237339	0.22436	0.179397	0.270311	0.006164	0.249564	0.353904	0.031514
GP5	0.033187	0.034644	0.102356	0.070559	0.088506	0.075923	0.060793	0.06243	0.101644	0.009806	0.034711	0.096087	0.037165	0.025686	0.011398	0.048961	0.015654	0.074394	0.0	1.0
GPNMB	0.007733	0.004154	0.002113	0.003455	0.0	0.001019	0.022316	0.001575	0.012181	0.002016	0.005872	1.0	0.545687	0.59369	0.002857	0.030365	0.001615	0.003638	0.01471	0.025735
HAGH	0.192667	1.0	0.348273	0.147576	0.217353	0.223905	0.031919	0.479713	0.045981	0.260994	0.44838	0.684513	0.583672	0.576766	0.13046	0.5045	0.0	0.022483	0.20549	0.530198
HAVCR1	0.101344	0.091996	0.294419	0.666811	0.68989	0.186831	0.140389	0.117151	0.165403	0.272066	0.0	0.305016	0.014395	0.002709	0.10741	0.146204	0.172434	0.249884	0.113288	1.0
HBD	0.008082	0.026195	0.013186	0.014206	0.008338	0.011228	0.064032	0.052404	0.01122	0.002931	1.0	0.010802	0.000206	0.0	0.004496	0.006579	0.006025	0.038713	0.073812	0.009739
HCK	0.722646	1.0	0.036025	0.042998	0.029296	0.002128	0.021821	0.025863	0.309637	0.0	0.070923	0.112007	0.525847	0.397466	0.059202	0.354981	0.017783	0.505054	0.006144	0.018115
HDC	0.006158	0.002431	0.004082	0.004765	0.00154	0.003994	0.138927	1.0	0.01094	0.004069	0.02805	0.019706	0.0	0.000582	0.001984	0.002289	0.003732	0.010308	0.006734	0.00576
HGD	0.053579	0.064464	0.043061	0.042924	0.00854	0.042034	0.084056	0.123668	0.039901	0.011757	0.026914	0.077374	0.035869	0.039538	0.019783	0.071354	0.009872	0.083595	0.0	1.0
HIST1H2BC	0.033036	0.203653	0.071013	0.043656	0.187231	0.03785	0.031278	0.162751	0.143572	0.023064	0.028797	0.068056	0.082686	0.0	0.122513	0.07153	0.466897	1.0	0.237351	0.085464
HOMER2	0.04014	0.005954	0.074506	0.43891	0.110805	0.02638	0.290622	0.095732	0.160527	0.02006	0.070753	0.116436	0.0	0.996034	0.056875	1.0	0.085439	0.089554	0.371677	0.331883
HOXA2	0.035364	0.101746	0.065484	0.095007	0.187958	0.033719	0.030199	0.173213	0.135666	0.040401	0.039198	0.087358	0.063359	0.074684	0.028211	0.080894	0.050618	0.116702	0.0	1.0
HPSE	0.826844	0.499784	0.166722	0.095355	0.029207	0.053042	0.057986	0.017626	0.0	0.124358	0.093283	0.140761	0.19729	0.089878	0.020874	0.054311	0.018659	1.0	0.004651	0.037961
HTRA1	0.220102	0.014094	0.063802	0.071681	0.041826	0.038212	0.121253	0.003005	0.012983	0.034054	0.110217	1.0	0.170887	0.149854	0.008227	0.058336	0.024902	0.100432	0.135986	0.134587
