AGENE	CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT
ABHD8	0.019942	0.010328	0.013307	0.010714	0.015652	0.012807	0.008513	0.011158	0.016555
ABI1	0.009956	0.072656	0.085491	0.058828	0.08228	0.079346	0.082353	0.06706	0.069998
ABI2	0.003272	0.006167	0.012049	0.010972	0.010673	0.01128	0.00799	0.011765	0.013092
ABI3	0.135641	0.022073	0.026683	0.022802	0.023662	0.020885	0.281715	0.068209	0.047866
ABL1	0.01071	0.016466	0.00898	0.011545	0.011897	0.010387	0.006874	0.010279	0.011794
ABL2	0.004308	0.010225	0.006414	0.009639	0.009329	0.008656	0.005943	0.009334	0.009816
ABLIM1	0.000233	0.029275	0.027896	0.034809	0.041516	0.021589	0.017327	0.049487	0.062857
ABLIM2	0.000233	0.000803	0.001213	0.001256	0.000933	0.001407	0.000108	0.000574	0.000649
ABLIM3	0.000233	0.0	0.000119	0.0	0.0	0.0	0.0	0.0	0.0
ABR	0.033732	0.006947	0.008115	0.014102	0.009096	0.00818	0.009089	0.009121	0.00723
ABRACL	0.116087	0.066667	0.21456	0.27075	0.1902	0.184203	0.18673	0.199548	0.259288
ABT1	0.021032	0.048878	0.065767	0.050612	0.062168	0.059714	0.049489	0.057126	0.051037
ABTB1	0.118428	0.088344	0.091867	0.071521	0.105175	0.119767	0.073098	0.0738	0.080236
ABTB2	0.003354	0.0	0.0	0.000121	0.000251	0.0	0.000121	0.000364	0.0
AC000003.2	0.000233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC000032.2	0.000233	0.0	0.0	0.0	8.4e-05	0.0	0.0	0.0	0.000121
AC000068.10	0.000233	0.0	0.0	0.0	0.000167	0.0	0.0	0.0	0.000606
AC000068.5	0.000233	0.000238	0.000119	0.000191	0.0	0.000121	0.000108	0.000364	0.000837
AC000068.9	0.000233	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.000121
AC002115.9	0.000233	0.000238	0.0	0.0	8.4e-05	0.0	0.0	0.0	0.0
AC002116.7	0.001607	0.000974	0.001698	0.001339	0.000849	0.001454	0.000358	0.000974	0.001515
AC002117.1	0.003348	0.007791	0.003265	0.005337	0.004882	0.002945	0.006696	0.006605	0.008328
AC002306.1	0.000233	0.000167	0.000243	0.000485	0.0	0.000268	0.0	0.0	0.000191
AC002310.12	0.001607	0.012228	0.009955	0.009816	0.01437	0.008975	0.006135	0.008513	0.017806
AC002310.7	0.000233	0.0	0.000287	0.0	0.000167	0.000661	0.000108	0.0	0.000325
AC002331.1	0.000233	0.0	0.000287	0.000485	8.4e-05	0.000325	0.0	0.0	0.0
AC002383.2	0.000179	0.0	0.000108	0.0	8.4e-05	0.0	0.000119	0.0	0.0
AC002398.11	0.000132	0.000167	0.0	0.000121	8.4e-05	0.000121	0.000108	0.0	0.000121
AC002398.13	0.000132	0.0	0.0	0.0	8.4e-05	0.0	0.0	0.0	0.0
AC002398.5	0.000132	0.000167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002451.3	0.004353	0.0	0.0	0.0	8.4e-05	0.0	9.6e-05	0.0	0.0
AC002454.1	0.000132	0.0	8.9e-05	0.000409	0.000167	0.0	0.000119	0.000179	0.000121
AC002456.2	0.001172	0.000925	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002467.7	0.015084	0.002454	0.006069	0.00818	0.004978	0.006792	0.007754	0.003517	0.003173
AC002472.11	0.000714	0.0	0.0	0.0	8.4e-05	0.0	0.0	0.0	0.0
AC002472.13	0.000132	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002480.2	0.000132	0.000925	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002480.4	0.000132	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002550.5	0.000132	0.0	0.0	0.000121	0.0	0.0	9.6e-05	0.0	0.000121
AC003002.6	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003005.2	0.000132	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC003051.1	0.000132	0.0	0.0	0.0	0.000238	0.0	9.6e-05	0.000179	0.000121
AC003075.4	0.018405	0.003437	0.010851	0.024565	0.008424	0.015441	0.004781	0.009446	0.007899
AC003090.1	0.000132	0.00125	0.000243	0.000191	0.0	0.000325	0.0	0.000757	0.000818
AC003102.3	0.000132	0.0	0.000119	0.000191	0.000167	0.0	0.0	0.0	0.000121
AC003665.1	0.000728	0.000358	0.000238	0.000191	0.000974	0.000121	9.6e-05	0.000409	0.000818
AC003682.16	0.000132	0.0	0.0	0.000121	0.0	0.0	0.0	0.0	0.0
AC003956.1	0.000132	0.000358	0.000119	0.000191	0.000383	0.000477	9.6e-05	0.000243	0.000419
AC003991.3	0.000132	0.0	0.0	0.000121	0.0	0.0	0.000108	0.0	0.0
AC004019.13	0.000132	0.0	8.9e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC004067.5	0.000132	0.000364	0.000119	0.000397	0.000167	0.000325	0.0	0.000661	0.000335
AC004069.2	0.001633	0.000121	8.9e-05	0.000191	0.000167	0.000325	0.000216	0.000132	0.000132
AC004076.9	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004156.3	0.000132	0.0	0.0	0.000325	0.000502	0.000121	0.000117	0.000132	0.0
AC004158.2	0.0007	0.001785	0.000529	0.000121	0.000167	0.000287	0.000409	0.000243	0.000433
AC004231.2	0.000121	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
AC004237.1	0.000121	0.0	0.0	0.000121	0.0	0.0	0.000117	0.0	0.0
AC004257.3	0.003013	0.001423	0.000728	0.001339	0.000529	0.000479	0.000714	0.00119	0.001749
AC004381.6	0.003013	0.0	0.000933	0.00119	0.000529	0.000837	0.001227	0.001633	0.000121
AC004381.7	0.000121	0.000121	0.0	0.0	0.0	0.0	0.0	0.000132	0.0
AC004447.2	0.00067	0.000287	0.0	0.000191	0.000233	0.000121	0.000108	0.0	0.000132
AC004463.6	0.001633	0.004494	0.002863	0.001627	0.003577	0.003382	0.000818	0.001718	0.002863
AC004466.1	0.000121	0.000661	0.000233	0.000121	0.000132	0.0	0.000108	0.000238	0.000335
AC004490.1	0.000132	0.0	8.9e-05	0.0	0.000536	0.0	0.000108	0.0	0.0
AC004510.3	0.00119	0.000485	0.000238	0.000121	0.000357	0.00067	0.001166	0.000419	0.00067
AC004528.4	0.000121	0.0	8.9e-05	0.000121	0.0	0.0	0.000191	0.0	0.000121
AC004540.4	0.000121	0.0	8.9e-05	0.0	0.0	0.0	0.000117	0.0	0.0
AC004540.5	0.001627	0.000866	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
AC004549.6	0.000816	0.0	8.4e-05	0.000409	0.0	0.000121	0.000409	0.0	0.000132
AC004623.2	0.000121	0.0	0.0	0.000132	0.0	0.0	0.0	0.0	0.0
AC004775.5	0.000121	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC004840.9	0.000121	0.000862	0.000119	0.000409	0.00035	0.000479	0.001166	0.000477	0.000433
AC004854.4	0.000818	0.000119	0.002344	0.002056	0.001515	0.004212	0.001431	0.00159	0.002045
AC004878.8	0.000121	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC004893.11	0.002454	0.001586	0.000803	0.002183	0.000866	0.000479	0.000957	0.001192	0.000816
AC004895.4	0.000121	0.0	0.000358	0.000233	0.000358	0.000862	0.000358	0.000243	0.000816
AC004906.3	0.000121	0.0	0.0	0.0	0.000132	0.0	0.0	0.0	0.000121
AC004951.6	0.019318	0.003571	0.001696	0.005364	0.002872	0.001908	0.002799	0.003272	0.003013
AC005003.1	0.00119	0.001698	0.000818	0.000287	0.000849	0.000649	0.000409	0.000757	0.000925
AC005037.3	0.000132	0.00105	0.000119	0.000397	0.000325	0.000287	0.000818	0.000357	0.000132
AC005076.5	0.010494	0.003124	0.00322	0.00304	0.004353	0.002499	0.002045	0.003517	0.00409
AC005082.12	0.000753	0.0	0.000596	0.0	0.001941	0.000409	0.000191	0.001058	0.001789
AC005152.3	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000132	0.0
AC005197.2	0.000132	0.000119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005220.3	0.000793	0.000119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005224.2	0.000132	0.000268	0.0	0.000132	0.000132	0.0	0.0	0.000243	0.000409
AC005237.4	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.000132	0.0
AC005253.2	0.000132	0.000397	0.000233	0.000409	0.000715	0.000409	0.000433	0.000477	0.000661
AC005253.4	0.000766	0.0	0.000238	0.000121	0.000167	0.0	0.000357	0.000243	0.00035
AC005264.2	0.006428	0.0	0.000119	0.000233	0.0	0.000121	0.0	0.0	0.0
AC005304.1	0.000132	0.0	0.0	0.000121	0.000167	0.0	0.0	0.000132	0.000121
AC005306.3	0.004362	0.002776	0.001339	0.003351	0.002856	0.002056	0.001053	0.001718	0.001532
AC005307.1	0.000132	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC005307.3	0.000132	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.0
AC005329.7	0.000485	0.000119	0.0	0.000335	0.000364	0.000121	0.000191	0.000357	0.000243
AC005339.2	0.000485	0.000649	0.000335	0.000818	0.00116	0.000409	0.000419	0.001227	0.0007
AC005356.1	0.000179	0.000121	0.0	0.000132	0.0	0.0	0.000117	0.0	0.000121
AC005387.3	0.000179	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC005481.5	0.000179	0.0	8.4e-05	0.000233	0.000596	0.000862	0.0	0.0	0.000243
AC005498.3	0.000536	0.00105	0.000596	0.001941	0.001633	0.001334	0.001283	0.000818	0.001227
AC005523.2	0.001577	0.000536	0.001192	0.000954	0.001312	0.000866	0.001507	0.00119	0.000921
AC005523.3	0.000179	0.000397	0.000238	0.000446	0.0	0.000121	0.000419	0.0	0.000121
AC005534.8	0.000167	0.000121	0.0	0.000233	0.000264	0.0	0.000108	0.000243	0.000121
AC005540.3	0.000167	0.0	0.000409	0.000466	0.000264	0.001455	0.001322	0.000243	0.000409
AC005594.3	0.000167	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC005606.14	0.000179	0.0	8.4e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC005606.15	0.000179	0.0	0.0	0.0	0.0	0.000121	0.0	0.0	0.0
AC005609.1	0.000179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005614.3	0.001149	0.000121	0.000925	0.000766	0.000167	0.001454	0.001312	0.000357	0.000954
AC005616.1	0.000179	0.0	0.0	0.0	0.0	0.0	0.001298	0.0	0.0
AC005618.6	0.000179	0.000325	9.6e-05	0.000233	0.000167	0.000661	0.000536	0.000243	0.000238
AC005624.2	0.000179	0.0	0.0	0.0	0.0	0.0	0.000117	0.0	0.000121
AC005682.8	0.000179	0.000325	0.0	0.0	0.0	0.000121	0.0	0.0	0.000121
AC005740.6	0.000179	0.0	0.000121	0.000132	0.000167	0.000121	0.0	0.0	0.000121
AC005775.2	0.000477	0.000132	0.000479	0.000132	0.000268	0.000121	0.000216	0.0	0.000243
AC005779.2	0.000179	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC005786.5	0.000179	0.000132	0.000121	0.000121	0.0	0.000121	9.6e-05	0.0	0.0
AC005786.7	0.000179	0.0	0.0	0.000238	0.0	0.0	0.0	0.0	0.0
AC005789.11	0.000179	0.000132	0.0	0.000121	0.000132	0.0	0.0	0.000132	0.000121
AC005789.9	0.000179	0.0	0.0	0.000132	0.0	0.0	0.0	0.0	0.0
AC005808.3	0.000179	0.000121	0.0	0.000132	0.000132	0.0	0.000167	0.0	0.0
AC005943.5	0.000179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005944.2	0.000179	0.000364	0.00238	0.001633	0.00125	0.002247	0.00119	0.000625	0.001298
AC005954.4	0.000179	0.0	0.0	0.000132	0.0	0.0	0.0	0.0	0.0
AC006042.6	0.000179	0.0	0.0	0.000121	0.0	0.0	9.6e-05	0.0	0.0
AC006042.7	0.000167	0.0	0.0	0.0	0.0	0.0	9.6e-05	0.0	0.0
AC006115.3	0.000132	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006116.17	0.00116	0.000364	0.000243	0.000121	0.0	0.000251	0.000167	0.000243	0.00035
AC006116.20	0.002231	0.0	0.000649	0.002379	0.000816	0.000835	0.004174	0.001092	0.000625
AC006116.21	0.000167	0.0	9.6e-05	0.000121	0.0	0.000251	0.000191	0.0	0.0
AC006126.3	0.000167	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC006129.1	0.000167	0.0	0.0	0.0	0.0	0.0	0.000179	0.0	0.0
AC006129.2	0.000167	0.038569	0.030719	0.026366	0.041904	0.02344	0.029448	0.038446	0.037897
AC006129.4	0.000596	0.01741	0.000119	0.0	0.000167	0.000479	0.000216	0.000132	0.000121
AC006160.5	0.000167	0.000714	0.000121	0.000121	0.000167	0.0	0.000419	0.0	0.000251
AC006277.2	0.000625	0.0	0.000238	0.000409	0.0	0.0	0.000216	0.000132	0.000264
AC006369.2	0.000132	0.0	0.01448	0.043167	0.001607	0.018827	0.019242	0.018247	0.006671
AC006372.4	0.000132	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006372.5	0.000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006449.1	0.000132	0.0	0.0	0.0	0.0	0.0	0.000536	0.0	0.000121
AC006460.2	0.000132	0.0	8.9e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC006486.1	0.000167	0.0	0.000121	0.000409	0.000661	0.000264	0.000357	0.0	0.000479
AC006547.13	0.000167	0.0	0.0	0.000121	0.0	0.000121	0.0	0.0	0.0
AC006547.14	0.000167	0.0	0.0	0.0	0.000132	0.000121	0.0	0.0	0.0
AC006547.15	0.000541	0.000121	0.000287	0.000485	0.000233	0.000121	0.000108	0.000167	0.0
AC006547.8	0.000167	0.0	0.0	0.0	0.000132	0.000264	0.0	0.000251	0.000243
AC006942.4	0.006439	0.003681	0.00238	0.003683	0.003305	0.002863	0.002668	0.000757	0.001507
AC006946.16	0.000583	0.000357	0.000466	0.000485	0.000485	0.000264	0.000108	0.000477	0.000933
AC006946.17	0.000167	0.000121	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC006994.2	0.004761	0.001298	0.000596	0.000816	0.000837	0.000835	0.002454	0.000757	0.001082
AC007036.6	0.000574	0.000714	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC007038.7	0.000167	0.001455	0.000383	0.000216	0.000191	0.000264	0.001192	0.000409	0.000485
AC007040.11	0.000167	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC007040.6	0.000583	0.0	0.0	0.0	0.0	0.0	0.000179	0.0	0.0
AC007040.7	0.000264	0.0	0.0	0.0	0.0	0.000121	0.0	0.0	0.0
AC007161.5	0.000264	0.000121	0.0	0.0	0.000167	0.0	0.0	0.000243	0.000121
AC007163.3	0.000264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007163.6	0.000264	0.0	9.6e-05	0.000132	0.000167	0.000121	0.000596	0.0	0.000121
AC007182.6	0.000606	0.0	0.0	0.0	0.000167	0.0	0.0	0.0	0.0
AC007192.6	0.000243	0.000264	0.0	0.000132	0.0	0.0	0.0	0.0	0.0
AC007193.8	0.000243	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC007228.11	0.000251	0.003895	0.001983	0.000974	0.001507	0.000925	0.001874	0.000536	0.00155
AC007228.5	0.000251	0.000818	0.000119	0.0	0.000364	0.0	0.0	0.000243	0.000121
AC007228.9	0.004002	0.001698	0.001517	0.002202	0.001428	0.00105	0.000606	0.000757	0.001192
AC007246.3	0.000466	0.003246	0.002344	0.003348	0.003732	0.002454	0.002454	0.004054	0.003679
AC007251.2	0.000251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121
AC007285.6	0.000251	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC007292.3	0.000264	0.000121	0.0	0.000264	0.000383	0.0	0.000108	0.0	0.000233
AC007292.4	0.000268	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC007292.6	0.000264	0.000536	9.6e-05	0.000132	0.000364	0.000264	0.000191	0.0	0.00035
AC007292.7	0.000264	0.0	0.0	0.000132	0.0	0.0	0.0	0.0	0.0
AC007308.6	0.000264	0.000121	9.6e-05	0.0	0.000179	0.0	0.0	0.0	0.0
AC007319.1	0.000264	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC007349.5	0.000264	0.0	0.000957	0.000216	0.000466	0.000649	0.003569	0.001866	0.001283
AC007365.3	0.001586	0.0	0.0	0.0	0.0	0.000121	0.000818	0.0	0.0
AC007381.2	0.000243	0.002344	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007381.3	0.000251	0.001454	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007382.1	0.000251	0.000264	0.0	0.000661	0.000167	0.0	0.000714	0.000132	0.000216
AC007383.3	0.002304	0.00423	0.007362	0.004315	0.00632	0.005648	0.004665	0.004106	0.005552
AC007383.4	0.000264	0.000233	8.9e-05	0.000132	0.000479	0.0	0.000357	0.0	0.000121
AC007386.2	0.000264	0.006874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007391.2	0.000925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007401.2	0.000243	0.000364	0.000132	0.000132	0.000167	0.000121	0.000409	0.000167	0.000121
AC007405.6	0.000243	0.000233	0.000132	0.000132	0.000243	0.0	0.000409	0.000167	0.000216
AC007463.2	0.000264	0.0	0.0	0.0	0.0	0.0	0.000108	0.0	0.0
AC007551.3	0.000264	0.001298	0.00035	0.000933	0.000893	0.000661	0.000818	0.001283	0.000933
AC007556.3	0.000268	0.000233	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007563.3	0.000264	0.0	0.0	0.0	0.000167	0.0	0.0	0.0	0.0
AC007566.10	0.000268	0.0	9.6e-05	0.000264	0.000167	0.0	0.000433	0.000167	0.000121
AC007620.3	0.000264	0.000364	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC007773.2	0.00035	0.001082	0.000649	0.00067	0.001964	0.000479	0.002053	0.000536	0.001227
AC007773.3	0.000325	0.0	0.0	0.000132	0.0	0.0	0.000132	0.0	0.000121
AC007879.2	0.000243	0.001636	0.00035	0.000233	0.000409	0.000121	0.0	0.0	0.000477
AC007879.3	0.000243	0.000216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007879.4	0.000251	0.0	9.6e-05	0.0	0.0	0.0	0.000108	0.0	0.000238
AC007879.5	0.000358	0.0	9.6e-05	0.000132	0.0	0.0	0.0	0.0	0.0
AC007879.7	0.000251	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC007880.1	0.000954	0.007771	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007950.1	0.000268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007970.1	0.000251	0.0	9.6e-05	0.0	0.0	0.0	0.0	0.0	0.0
AC008074.3	0.000264	0.000191	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008088.4	0.000243	0.0	0.0	0.000233	0.000251	0.0	0.000433	0.0	0.000121
