Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
BST1	0.143347	0.149407	0.062916	0.152649	0.307411	0.149693	0.160238	0.135861	0.089858	0.801227	0.363776	0.196845	3.984615	0.975333	0.165213	0.512247	0.371109	0.268057	1.069857	1.112484	0.002541	4.452655
BTNL8	0.033914	0.026457	0.013497	0.027326	0.064237	0.042486	0.056789	0.039335	0.109925	0.144034	0.019899	0.02817	0.052558	0.073977	0.046951	0.0167	0.038577	0.048259	0.025932	0.039485	0.355757	4.029698
C11ORF80	1.073426	0.77542	4.657964	0.276463	0.123013	0.267679	0.225538	0.221162	0.124198	0.247892	0.142447	0.229898	0.110467	0.139953	0.0	0.116225	0.149515	0.231745	0.244127	0.233978	0.264559	0.144969
C1ORF54	0.0	0.002989	0.082097	0.232675	0.288489	0.283547	0.078353	0.052313	0.011048	0.09657	0.139096	0.036109	0.406323	1.582789	1.283493	2.294059	5.442201	1.257218	0.270909	0.303036	0.437979	0.008739
C3AR1	0.022315	0.0	0.092282	0.080391	0.00193	0.06722	0.007615	0.00849	0.282885	0.380678	0.438095	0.250748	0.827851	0.468764	2.771511	1.774171	0.521815	0.107911	2.998292	3.183794	6.23691	0.43297
C5AR1	0.036071	0.021605	0.000828	0.024978	0.008086	0.000407	0.0	0.001873	0.009736	0.209614	0.163743	0.077387	2.215896	2.611581	0.125685	0.997508	0.616402	0.455487	0.269819	0.385517	1.379848	6.606716
CA8	0.253032	0.260932	0.236748	0.185544	0.275296	0.230324	0.214525	2.887197	0.62147	0.892349	0.197657	0.20215	0.195524	0.174074	0.44736	0.184577	0.159523	0.45815	1.035096	2.079592	0.217137	0.362582
CAMP	0.040141	0.036565	0.067642	0.100871	0.201065	0.136281	0.040671	0.163398	0.041307	0.051121	2.285598	0.175841	0.170093	0.254734	0.108496	0.141401	0.126712	0.052979	0.304369	0.237851	0.72803	2.080984
CASP5	0.102369	0.164361	0.043366	0.132703	0.071276	0.054062	0.043043	0.294398	0.788436	0.085876	0.23019	0.378644	0.804139	0.333159	3.490428	0.207023	0.137487	0.347394	0.05444	0.467895	0.392457	3.257033
CCDC102B	0.084602	0.0654	0.065669	0.228706	0.109009	0.166382	0.003157	0.06495	0.060575	0.219762	0.279476	0.024353	0.058464	2.905665	0.0	0.014389	2.051425	0.099406	0.500406	0.070165	0.413015	0.068946
CCL1	0.006271	0.010469	0.009273	0.011684	0.05079	0.007988	0.028871	0.017755	0.006116	0.013225	0.014166	0.074061	0.012806	0.016738	0.020328	0.00977	0.010753	1.189511	0.0	4.173758	0.008701	0.00712
CCL13	0.161357	0.140224	0.07832	0.095626	0.025578	0.093377	0.047122	0.0	0.055485	0.052681	0.07272	0.074174	0.065712	0.13625	0.149813	5.803154	3.27301	4.859943	0.078026	0.585872	0.096535	0.081816
CCL14	0.114627	0.09302	0.277265	0.116666	0.039074	0.156978	0.129408	0.042728	0.274324	0.276167	0.109813	0.120425	0.182873	0.301538	2.379216	4.766012	0.529314	0.314492	0.169695	0.26903	0.210006	0.461768
CCL17	0.035475	0.050584	0.071429	0.068149	0.015007	0.02475	0.150837	0.031709	0.352157	0.051282	0.065005	0.032374	0.058476	0.100868	0.047357	0.555908	2.285766	5.773485	0.02143	0.038839	0.080237	0.028335
CCL18	0.005888	0.006822	0.025465	0.014098	0.008244	0.002091	0.038594	0.011941	0.006224	0.053698	0.016138	0.037692	0.016962	1.500714	0.663907	6.579962	0.901701	0.929369	0.221122	0.492143	0.020772	0.021685
CCL19	0.018026	0.033054	0.062107	0.017806	0.007803	0.013708	0.02079	0.010776	0.007342	0.003951	0.025734	0.034703	0.027116	0.026825	7.989518	0.032399	0.040689	0.747137	0.008092	0.003454	0.036259	0.027536
CCL20	0.027642	0.015373	0.002359	0.04924	0.001737	0.017734	1.52023	0.173866	0.001038	0.006685	0.006984	0.00883	0.007392	0.0	0.699231	0.001465	0.003147	1.468901	0.002602	5.354358	0.019427	0.010915
CCL22	0.011308	0.00754	0.004606	0.005677	0.009611	0.006659	0.006733	0.005753	0.142695	0.005418	0.006413	0.019204	0.007998	0.665132	0.118363	0.224479	1.053231	7.909209	0.005801	0.028648	0.02369	0.014849
CCL23	0.014023	0.010815	0.048307	0.009517	0.013977	0.022081	0.0	0.007606	0.065868	0.01733	0.059714	0.038602	0.032599	0.242859	0.620724	5.599574	0.321571	0.378347	0.668708	0.548999	0.537863	0.05368
CCL4	0.352194	0.172704	0.064311	0.5442	0.056456	0.092951	2.378936	0.074661	0.101204	1.766174	2.381359	8.281102	0.637051	0.417501	2.526465	0.666425	0.439538	0.909704	0.239912	7.514566	1.395866	0.568818
CCL5	0.0	0.022091	0.00346	3.67229	0.054664	1.00511	0.588847	0.016146	0.048715	6.131971	5.539323	3.771883	0.026789	0.02595	5.418208	0.07437	0.012779	2.087053	0.008565	0.206054	0.090355	0.036607
CCL7	0.328627	0.185736	0.235954	0.220214	0.195215	0.155	0.090795	0.2163	0.225047	0.303664	0.134493	0.084064	0.145506	2.685916	0.991507	0.350093	0.096102	0.297254	0.564823	3.945765	0.442274	0.397954
CCL8	0.247724	0.089826	0.10022	0.015865	0.011535	0.050676	0.073069	0.022536	0.066998	0.100377	0.033246	0.032564	0.125316	0.15581	5.386732	3.35028	0.075995	1.792173	0.045063	1.564971	0.002903	0.086939
CCND2	0.153303	0.257968	0.420068	0.423234	0.19885	0.76164	1.611649	0.267138	0.730912	0.175674	0.693198	4.181283	0.081258	0.209498	0.0	0.018851	0.244271	0.15989	0.180114	0.271403	0.259258	0.163889
CCR10	0.015307	0.220812	3.782055	0.421624	0.074428	1.216842	0.091661	0.264796	0.022899	0.003682	0.165962	0.0	0.098492	0.068291	0.03932	0.123698	0.024736	0.136799	0.004236	0.120475	0.466636	0.248103
CCR2	0.617132	0.513155	2.852574	0.431033	0.001937	1.200145	0.404221	0.054831	0.337959	1.883792	0.049014	0.057479	4.928793	0.102119	0.029688	0.018525	0.089959	0.092362	0.088675	0.0	0.260149	0.310812
CCR3	0.115573	0.023856	0.042694	0.041577	0.007021	0.074569	0.044027	0.014444	0.226775	0.029464	0.10955	0.067944	0.069995	0.066331	0.049235	0.030873	0.070252	0.054721	0.025652	0.060311	5.802108	1.26356
CCR5	0.174317	0.163067	0.072753	1.920914	0.128643	0.884837	0.809061	1.018446	0.964738	4.760216	1.112294	2.768967	0.939262	4.267025	2.901092	1.520585	2.944596	1.202398	0.273276	0.49066	0.235568	0.149091
CCR6	0.132199	0.13373	0.009683	0.06625	0.021811	0.200042	0.058811	0.056855	0.035882	0.104591	0.012157	0.044832	0.004962	0.0	0.003253	0.005102	0.005149	0.010343	0.004119	0.005862	0.007263	0.011814
CCR7	1.525125	0.762584	0.055499	2.039467	3.552263	1.06988	1.147901	0.729792	2.55498	0.172746	0.246733	0.16934	0.040148	0.106518	7.04603	0.02325	0.091178	5.765645	0.0	0.005941	0.236753	0.126052
CD160	0.351555	0.210389	0.079571	0.952307	0.06703	0.075928	0.105015	0.031536	0.18229	2.789099	2.115786	0.559791	0.048891	0.045072	0.026676	0.0	0.030077	0.036009	0.023327	0.050372	0.114323	0.167531
CD180	2.614594	3.932874	1.944866	0.098333	0.0	0.026178	0.105972	0.045444	0.275885	0.191362	0.024563	0.013779	0.978108	0.315037	0.171345	4.887058	0.150891	0.123945	0.07248	0.052306	0.150322	0.154481
CD19	5.92722	4.289023	1.407664	0.100812	0.097537	0.03866	0.069329	0.114288	0.170003	0.113426	0.066945	0.073365	0.127303	0.07372	0.079889	0.112477	0.093315	0.124409	0.091809	0.099513	0.312445	0.202729
CD1A	0.584199	0.364195	0.218519	0.081716	0.047922	0.073853	0.049932	0.057691	0.222138	0.10805	0.055865	0.052805	0.129673	0.089394	0.059757	0.057903	6.821646	0.593943	0.036558	0.066128	0.105878	0.179548
CD1B	0.581248	0.14146	0.143787	0.018727	0.004228	0.078161	0.01431	0.0039	0.017539	0.104155	0.060945	0.042131	0.080648	0.066611	0.027587	0.051963	6.928807	1.014787	0.048411	0.063544	0.045833	0.149516
CD1C	0.875723	1.894424	0.009495	0.017937	0.039688	0.123342	0.010995	0.015822	0.0	0.022367	0.012798	0.009088	0.335194	0.008545	0.003949	0.099018	6.248232	0.64798	0.010516	0.011882	0.005118	0.158639
CD1D	0.372257	0.643314	0.306281	0.01658	0.037412	0.006958	0.0	0.066317	0.07229	0.442968	0.015524	0.017295	4.360824	0.067476	0.575453	0.052024	0.13256	0.070544	0.099835	0.027564	0.070906	0.20489
CD1E	0.014264	0.011963	0.01148	0.013782	0.033495	0.016102	0.000174	0.020377	0.03006	0.0	0.014586	0.000848	0.040752	0.010989	0.005327	0.055795	6.154241	0.971729	0.011958	0.013225	0.011737	0.006005
CD2	0.148616	0.143844	0.128485	3.908951	3.821656	4.585111	3.75564	6.754313	5.383221	2.801919	2.971694	1.445749	0.05316	0.018071	0.0	0.036613	0.036331	0.016644	0.106568	0.012586	0.243297	0.224851
CD209	0.115326	0.040827	0.034884	0.03176	0.169823	0.022775	0.031755	0.036249	0.267585	0.200095	0.068931	0.049925	0.142523	0.551557	0.331548	4.876725	4.350667	0.397835	0.11208	0.300346	0.155699	0.225218
CD22	5.052833	2.752963	0.0	0.028447	0.052999	0.05453	0.033427	0.040701	0.16748	0.095016	0.035347	0.020809	0.018698	0.207796	0.066854	0.312774	0.209518	0.027414	0.414606	0.288367	0.132283	0.082224
CD244	0.080521	0.039215	0.020353	1.17952	0.304087	0.09884	0.009486	0.204587	0.130156	2.137882	3.517579	3.282229	1.578473	0.007672	0.055286	0.151787	0.010647	0.0	0.169358	0.038876	4.768485	0.065236
CD247	0.0	0.008688	0.012121	1.587194	2.029945	1.532265	0.617156	1.527622	2.812843	2.635003	4.651977	4.365144	0.003359	7.5e-05	0.000945	0.016833	0.005791	0.002552	0.030326	0.023653	0.126014	0.010467
CD27	0.24459	3.308425	5.932864	4.425958	3.229814	3.348942	0.846888	4.593182	5.629843	1.796566	0.087427	0.030935	0.038352	0.001131	0.039195	0.038374	0.029159	0.018398	0.028141	0.0	0.309693	0.172103
CD28	0.237566	0.265455	0.185258	0.987101	0.851789	1.899723	4.700582	2.66645	3.27048	0.980276	0.042815	0.029837	0.045312	0.009759	0.014494	0.314478	0.062588	0.017762	0.010176	0.036944	0.066389	0.252034
CD300A	0.004716	0.054195	0.081173	0.74546	0.174995	0.406513	0.029544	0.021599	0.06064	2.348336	5.565738	4.86144	2.263716	0.696525	0.193644	1.791868	0.034865	0.0	0.787032	1.098824	2.493189	4.298547
CD33	0.020444	0.010187	0.02531	0.015659	0.011514	0.004232	0.002811	0.009346	0.056078	0.163903	0.006172	0.007209	1.760879	0.450111	0.276908	0.656351	0.857261	0.008719	0.951635	1.022108	0.033494	0.033911
CD37	6.674636	5.843457	0.356829	2.219979	1.471478	2.126119	0.388907	1.778273	2.402415	0.875137	1.010812	0.764132	2.238093	0.687444	0.122193	1.13635	0.156735	0.0	0.347429	0.510388	0.918284	1.576359
CD38	0.284247	0.323245	6.556707	0.137696	0.12541	0.075907	0.232218	0.587323	0.343134	0.086083	0.73579	0.436006	0.093531	0.013642	6.497635	0.313813	0.0	1.798473	0.40742	0.707875	0.126719	0.182092
CD3D	0.034497	0.061478	0.028868	5.452748	5.649843	4.547726	2.821981	7.167885	4.817511	4.504128	0.090464	0.087804	0.025383	0.023536	0.005229	0.0	0.035623	0.045613	0.010825	0.000375	0.296737	0.090513
CD3E	1.019547	0.579447	0.954953	5.226797	3.164062	5.765414	2.513998	2.645924	4.778977	1.49599	0.306831	0.196346	0.088401	0.054311	0.039671	0.042242	0.06084	0.135449	0.013678	0.0	0.273711	0.627775
CD3G	0.050483	0.089917	0.019788	4.155756	3.54587	3.803769	1.41451	2.993316	1.599091	1.379019	0.296027	0.127112	0.020551	0.019924	0.008843	0.0	0.017885	0.028332	0.005161	0.003005	0.124057	0.18029
CD4	0.080287	0.067694	0.213418	0.096881	1.55642	2.317476	1.07424	2.726239	3.453821	0.243808	0.044347	0.041149	2.087944	0.339491	0.979616	6.322812	0.833315	0.432684	0.127518	0.173814	0.096059	0.221899
CD40	0.748719	0.663866	0.412064	0.085498	0.042706	0.06797	0.068153	0.047695	0.155199	0.1196	0.065506	0.086397	0.134594	0.570483	6.646075	0.311961	0.802721	2.522027	0.03854	0.194983	0.086011	0.122782
CD40LG	0.147315	0.107134	0.056169	0.506732	1.330822	2.48224	1.914147	2.355458	0.045453	1.28806	0.040275	0.108393	0.026769	0.041929	0.031632	0.048474	0.013155	0.003438	0.0	0.016923	0.061416	0.105548
CD5	0.501732	0.139273	0.470324	1.1245	1.330034	2.178397	1.086069	1.817128	4.562116	0.535864	0.234468	0.125166	0.27421	0.202292	0.23692	0.1072	0.217469	0.202795	0.098916	0.149087	0.252791	0.154724
CD6	0.024643	0.035826	0.182873	1.211492	0.502748	2.242741	1.941855	1.294818	1.480162	0.217033	0.420153	0.221383	0.035552	0.038257	0.068871	0.034082	0.039766	0.034996	0.000174	0.0	0.207887	0.082226
CD68	0.0	0.003154	0.003629	0.029427	0.010998	0.007681	0.016997	0.014574	0.012645	0.057804	0.055717	0.006545	0.494128	1.047411	0.458618	1.703026	0.698126	0.421185	0.104091	0.137113	0.026035	0.020254
CD69	4.526388	2.758439	0.056366	2.076215	2.405931	3.00747	0.574504	3.333509	0.281218	2.502473	0.965215	2.997833	0.020539	0.001564	0.016638	0.0	0.005783	0.022386	0.226693	0.801836	3.488822	0.224503
CD7	0.00226	0.003339	0.003825	1.453272	1.320989	0.977944	0.823667	1.386463	5.169452	0.263945	1.081851	1.369662	0.005434	0.00251	0.000781	0.044754	0.009742	0.006431	0.0	0.005149	0.0238	0.008513
CD70	0.435665	1.292754	1.002104	0.321549	0.003552	0.366857	0.662801	0.24055	4.573029	0.452097	0.270656	0.173189	0.180935	0.114037	0.607177	0.00424	0.117499	1.432693	0.220541	0.0	0.401178	0.471293
CD72	4.278683	0.561742	0.005077	0.036413	0.109054	0.004586	0.02717	0.010687	0.092871	0.014444	0.181895	0.043074	0.007286	0.008425	0.00876	0.351585	0.052776	0.004176	0.0	0.026639	0.02012	0.007814
CD79A	6.556707	5.315623	2.065894	0.197707	0.066057	0.054215	0.019541	0.20402	0.196987	0.073339	0.04763	0.042033	0.061487	0.034072	0.025507	0.000905	0.041876	0.069463	0.0	0.030923	0.244461	0.108795
CD79B	5.612303	4.425549	0.814968	0.180315	0.232211	0.286339	0.145132	0.365485	0.779892	0.226241	0.307963	0.204177	0.113728	0.027934	0.024184	0.038596	0.021838	0.031813	0.0	0.021949	0.161885	0.183455
CD80	0.13195	0.387604	0.413871	0.062956	0.097086	0.085501	0.208628	0.106195	0.444463	0.21004	0.170116	0.14151	0.152472	0.393952	4.338274	0.166876	0.687893	5.384527	0.11944	0.18684	0.106235	0.133602
CD86	0.391828	0.687204	0.33721	0.095569	0.006701	0.079403	0.073166	0.0	0.176938	0.375693	0.09707	0.070116	1.649472	0.885577	1.705028	3.328399	2.048105	5.376103	0.159283	0.209718	0.094353	0.158969
CD8A	0.244722	0.143557	0.001467	4.652062	0.0	0.049606	0.056157	0.061436	0.018528	0.508181	0.429463	0.537378	0.075979	0.044376	0.002253	0.010474	0.063397	0.057215	0.021513	0.028876	0.063247	0.272192
CD8B	0.01596	0.01208	0.016822	4.8158	0.175299	0.009452	0.004119	0.142501	0.004085	0.129764	0.014082	0.009631	0.006773	0.007151	0.0	0.00087	0.006391	0.005472	0.000871	0.002146	0.03094	0.028888
CD96	0.099861	0.139343	0.047478	1.571752	1.305111	1.434668	0.205826	0.410231	2.703792	2.77062	1.488606	1.952838	0.002563	0.003994	0.029229	0.0	0.01614	0.022223	0.065646	0.008984	0.372966	0.053972
CDA	0.0	0.001188	0.016327	0.003745	0.003196	0.010439	0.003881	0.004441	0.005916	0.229067	0.130056	0.000995	1.481417	0.486951	0.001956	0.030632	0.481807	0.040993	0.115588	0.107078	0.486216	5.141356
CDC25A	0.073386	0.056777	0.128451	0.011735	0.059928	0.0	2.959311	0.303991	0.27944	0.220475	0.057393	1.809525	0.07752	0.134869	0.176599	0.077448	0.078163	0.05068	0.255283	0.885427	0.07922	0.118699
CDH12	0.105199	0.216834	0.051309	0.064853	0.055626	0.075027	0.252411	0.091892	1.885221	2.878017	0.349388	0.091892	0.087606	0.136094	0.133307	0.08234	0.439768	0.291904	1.205171	0.51666	0.872546	0.314564
CDK6	0.034493	0.019729	0.006019	0.100964	0.025001	0.168214	0.062771	0.02198	0.109454	0.022448	0.027469	0.534122	0.015904	0.020599	0.007498	0.0	0.121635	0.105345	0.067822	0.002474	0.099514	0.012707
CEACAM3	0.138578	0.123873	0.219013	0.139966	0.119101	0.109845	0.090528	0.131202	0.281951	0.253774	0.406732	0.229355	0.521961	0.332033	0.260352	0.23876	0.313098	0.451481	0.398741	0.35509	0.278994	4.616364
CEACAM8	0.151568	0.169395	0.041911	0.28256	0.011188	0.143248	0.066843	0.006183	0.074928	0.028062	1.896893	0.318891	0.009926	0.006832	0.024745	0.019877	0.024907	0.03457	4.736948	3.644187	0.464298	0.294569
CEMP1	0.329042	0.28916	0.0	0.053266	0.557596	0.03511	0.042319	0.872076	2.91392	1.852429	0.271112	0.593277	0.094625	0.109132	0.19001	0.554295	0.003734	0.028657	0.07758	0.492524	0.694686	0.3496
